game,2016,8,20161030,201610300tam,rai,"Oakland Raiders",30,tam,"Tampa Bay Buccaneers",24
player,201610300tam,rai,PennDo20,pass_td,0,,,,,
player,201610300tam,rai,PennDo20,pass_int,0,,,,,
player,201610300tam,rai,PennDo20,pass_sacked,,,,,,
player,201610300tam,rai,PennDo20,pass_sacked_yds,0,,,,,
player,201610300tam,rai,PennDo20,pass_long,0,,,,,
player,201610300tam,rai,PennDo20,pass_rating,,,,,,
player,201610300tam,rai,PennDo20,rush_att,0,,,,,
player,201610300tam,rai,PennDo20,rush_yds,0,,,,,
player,201610300tam,rai,PennDo20,rush_td,0,,,,,
player,201610300tam,rai,PennDo20,rush_long,0,,,,,
player,201610300tam,rai,PennDo20,targets,1,,,,,
player,201610300tam,rai,PennDo20,rec,1,,,,,
player,201610300tam,rai,PennDo20,rec_yds,1,,,,,
player,201610300tam,rai,PennDo20,rec_td,1,,,,,
player,201610300tam,rai,PennDo20,rec_long,1,,,,,
player,201610300tam,rai,PennDo20,fumbles,0,,,,,
player,201610300tam,rai,PennDo20,fumbles_lost,0,,,,,
player,201610300tam,rai,HolmAn00,pass_cmp,0,,,,,
player,201610300tam,rai,HolmAn00,pass_att,0,,,,,
player,201610300tam,rai,HolmAn00,pass_yds,0,,,,,
player,201610300tam,rai,HolmAn00,pass_td,0,,,,,
player,201610300tam,rai,HolmAn00,pass_int,0,,,,,
player,201610300tam,rai,HolmAn00,pass_sacked,,,,,,
player,201610300tam,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201610300tam,rai,HolmAn00,pass_long,0,,,,,
player,201610300tam,rai,HolmAn00,pass_rating,,,,,,
player,201610300tam,rai,HolmAn00,rush_att,0,,,,,
player,201610300tam,rai,HolmAn00,rush_yds,0,,,,,
player,201610300tam,rai,HolmAn00,rush_td,0,,,,,
player,201610300tam,rai,HolmAn00,rush_long,0,,,,,
player,201610300tam,rai,HolmAn00,targets,1,,,,,
player,201610300tam,rai,HolmAn00,rec,1,,,,,
player,201610300tam,rai,HolmAn00,rec_yds,0,,,,,
player,201610300tam,rai,HolmAn00,rec_td,0,,,,,
player,201610300tam,rai,HolmAn00,rec_long,0,,,,,
player,201610300tam,rai,HolmAn00,fumbles,0,,,,,
player,201610300tam,rai,HolmAn00,fumbles_lost,0,,,,,
player,201610300tam,rai,OlawJa00,pass_cmp,0,,,,,
player,201610300tam,rai,OlawJa00,pass_att,0,,,,,
player,201610300tam,rai,OlawJa00,pass_yds,0,,,,,
player,201610300tam,rai,OlawJa00,pass_td,0,,,,,
player,201610300tam,rai,OlawJa00,pass_int,0,,,,,
player,201610300tam,rai,OlawJa00,pass_sacked,,,,,,
player,201610300tam,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201610300tam,rai,OlawJa00,pass_long,0,,,,,
player,201610300tam,rai,OlawJa00,pass_rating,,,,,,
player,201610300tam,rai,OlawJa00,rush_att,1,,,,,
player,201610300tam,rai,OlawJa00,rush_yds,-1,,,,,
player,201610300tam,rai,OlawJa00,rush_td,0,,,,,
player,201610300tam,rai,OlawJa00,rush_long,-1,,,,,
player,201610300tam,rai,OlawJa00,targets,2,,,,,
player,201610300tam,rai,OlawJa00,rec,2,,,,,
player,201610300tam,rai,OlawJa00,rec_yds,69,,,,,
player,201610300tam,rai,OlawJa00,rec_td,0,,,,,
player,201610300tam,rai,OlawJa00,rec_long,68,,,,,
player,201610300tam,rai,OlawJa00,fumbles,0,,,,,
player,201610300tam,rai,OlawJa00,fumbles_lost,0,,,,,
player,201610300tam,tam,WinsJa00,pass_cmp,16,,,,,
player,201610300tam,tam,WinsJa00,pass_att,32,,,,,
player,201610300tam,tam,WinsJa00,pass_yds,180,,,,,
player,201610300tam,tam,WinsJa00,pass_td,2,,,,,
player,201610300tam,tam,WinsJa00,pass_int,0,,,,,
player,201610300tam,tam,WinsJa00,pass_sacked,2,,,,,
player,201610300tam,tam,WinsJa00,pass_sacked_yds,12,,,,,
player,201610300tam,tam,WinsJa00,pass_long,42,,,,,
player,201610300tam,tam,WinsJa00,pass_rating,88.0,,,,,
player,201610300tam,tam,WinsJa00,rush_att,3,,,,,
player,201610300tam,tam,WinsJa00,rush_yds,16,,,,,
player,201610300tam,tam,WinsJa00,rush_td,0,,,,,
player,201610300tam,tam,WinsJa00,rush_long,9,,,,,
player,201610300tam,tam,WinsJa00,targets,0,,,,,
player,201610300tam,tam,WinsJa00,rec,0,,,,,
player,201610300tam,tam,WinsJa00,rec_yds,0,,,,,
player,201610300tam,tam,WinsJa00,rec_td,0,,,,,
player,201610300tam,tam,WinsJa00,rec_long,0,,,,,
player,201610300tam,tam,WinsJa00,fumbles,0,,,,,
player,201610300tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201610300tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201610300tam,tam,RodgJa00,pass_att,0,,,,,
player,201610300tam,tam,RodgJa00,pass_yds,0,,,,,
player,201610300tam,tam,RodgJa00,pass_td,0,,,,,
player,201610300tam,tam,RodgJa00,pass_int,0,,,,,
player,201610300tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201610300tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,RodgJa00,pass_long,0,,,,,
player,201610300tam,tam,RodgJa00,pass_rating,,,,,,
player,201610300tam,tam,RodgJa00,rush_att,19,,,,,
player,201610300tam,tam,RodgJa00,rush_yds,69,,,,,
player,201610300tam,tam,RodgJa00,rush_td,1,,,,,
player,201610300tam,tam,RodgJa00,rush_long,12,,,,,
player,201610300tam,tam,RodgJa00,targets,1,,,,,
player,201610300tam,tam,RodgJa00,rec,1,,,,,
player,201610300tam,tam,RodgJa00,rec_yds,9,,,,,
player,201610300tam,tam,RodgJa00,rec_td,0,,,,,
player,201610300tam,tam,RodgJa00,rec_long,9,,,,,
player,201610300tam,tam,RodgJa00,fumbles,0,,,,,
player,201610300tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201610300tam,tam,SmitAn01,pass_cmp,0,,,,,
player,201610300tam,tam,SmitAn01,pass_att,0,,,,,
player,201610300tam,tam,SmitAn01,pass_yds,0,,,,,
player,201610300tam,tam,SmitAn01,pass_td,0,,,,,
player,201610300tam,tam,SmitAn01,pass_int,0,,,,,
player,201610300tam,tam,SmitAn01,pass_sacked,0,,,,,
player,201610300tam,tam,SmitAn01,pass_sacked_yds,0,,,,,
player,201610300tam,tam,SmitAn01,pass_long,0,,,,,
player,201610300tam,tam,SmitAn01,pass_rating,,,,,,
player,201610300tam,tam,SmitAn01,rush_att,4,,,,,
player,201610300tam,tam,SmitAn01,rush_yds,16,,,,,
player,201610300tam,tam,SmitAn01,rush_td,0,,,,,
player,201610300tam,tam,SmitAn01,rush_long,6,,,,,
player,201610300tam,tam,SmitAn01,targets,2,,,,,
player,201610300tam,tam,SmitAn01,rec,1,,,,,
player,201610300tam,tam,SmitAn01,rec_yds,9,,,,,
player,201610300tam,tam,SmitAn01,rec_td,0,,,,,
player,201610300tam,tam,SmitAn01,rec_long,9,,,,,
player,201610300tam,tam,SmitAn01,fumbles,1,,,,,
player,201610300tam,tam,SmitAn01,fumbles_lost,0,,,,,
player,201610300tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201610300tam,tam,BarbPe01,pass_att,0,,,,,
player,201610300tam,tam,BarbPe01,pass_yds,0,,,,,
player,201610300tam,tam,BarbPe01,pass_td,0,,,,,
player,201610300tam,tam,BarbPe01,pass_int,0,,,,,
player,201610300tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201610300tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201610300tam,tam,BarbPe01,pass_long,0,,,,,
player,201610300tam,tam,BarbPe01,pass_rating,,,,,,
player,201610300tam,tam,BarbPe01,rush_att,1,,,,,
player,201610300tam,tam,BarbPe01,rush_yds,1,,,,,
player,201610300tam,tam,BarbPe01,rush_td,0,,,,,
player,201610300tam,tam,BarbPe01,rush_long,1,,,,,
player,201610300tam,tam,BarbPe01,targets,0,,,,,
player,201610300tam,tam,BarbPe01,rec,0,,,,,
player,201610300tam,tam,BarbPe01,rec_yds,0,,,,,
player,201610300tam,tam,BarbPe01,rec_td,0,,,,,
player,201610300tam,tam,BarbPe01,rec_long,0,,,,,
player,201610300tam,tam,BarbPe01,fumbles,0,,,,,
player,201610300tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201610300tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201610300tam,tam,HumpAd00,pass_att,0,,,,,
player,201610300tam,tam,HumpAd00,pass_yds,0,,,,,
player,201610300tam,tam,HumpAd00,pass_td,0,,,,,
player,201610300tam,tam,HumpAd00,pass_int,0,,,,,
player,201610300tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201610300tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,HumpAd00,pass_long,0,,,,,
player,201610300tam,tam,HumpAd00,pass_rating,,,,,,
player,201610300tam,tam,HumpAd00,rush_att,0,,,,,
player,201610300tam,tam,HumpAd00,rush_yds,0,,,,,
player,201610300tam,tam,HumpAd00,rush_td,0,,,,,
player,201610300tam,tam,HumpAd00,rush_long,0,,,,,
player,201610300tam,tam,HumpAd00,targets,4,,,,,
player,201610300tam,tam,HumpAd00,rec,3,,,,,
player,201610300tam,tam,HumpAd00,rec_yds,58,,,,,
player,201610300tam,tam,HumpAd00,rec_td,0,,,,,
player,201610300tam,tam,HumpAd00,rec_long,42,,,,,
player,201610300tam,tam,HumpAd00,fumbles,0,,,,,
player,201610300tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201610300tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201610300tam,tam,EvanMi00,pass_att,0,,,,,
player,201610300tam,tam,EvanMi00,pass_yds,0,,,,,
player,201610300tam,tam,EvanMi00,pass_td,0,,,,,
player,201610300tam,tam,EvanMi00,pass_int,0,,,,,
player,201610300tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201610300tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,EvanMi00,pass_long,0,,,,,
player,201610300tam,tam,EvanMi00,pass_rating,,,,,,
player,201610300tam,tam,EvanMi00,rush_att,0,,,,,
player,201610300tam,tam,EvanMi00,rush_yds,0,,,,,
player,201610300tam,tam,EvanMi00,rush_td,0,,,,,
player,201610300tam,tam,EvanMi00,rush_long,0,,,,,
player,201610300tam,tam,EvanMi00,targets,11,,,,,
player,201610300tam,tam,EvanMi00,rec,4,,,,,
player,201610300tam,tam,EvanMi00,rec_yds,50,,,,,
player,201610300tam,tam,EvanMi00,rec_td,0,,,,,
player,201610300tam,tam,EvanMi00,rec_long,18,,,,,
player,201610300tam,tam,EvanMi00,fumbles,0,,,,,
player,201610300tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201610300tam,tam,ShepRu00,pass_cmp,0,,,,,
player,201610300tam,tam,ShepRu00,pass_att,0,,,,,
player,201610300tam,tam,ShepRu00,pass_yds,0,,,,,
player,201610300tam,tam,ShepRu00,pass_td,0,,,,,
player,201610300tam,tam,ShepRu00,pass_int,0,,,,,
player,201610300tam,tam,ShepRu00,pass_sacked,0,,,,,
player,201610300tam,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,ShepRu00,pass_long,0,,,,,
player,201610300tam,tam,ShepRu00,pass_rating,,,,,,
player,201610300tam,tam,ShepRu00,rush_att,0,,,,,
player,201610300tam,tam,ShepRu00,rush_yds,0,,,,,
player,201610300tam,tam,ShepRu00,rush_td,0,,,,,
player,201610300tam,tam,ShepRu00,rush_long,0,,,,,
player,201610300tam,tam,ShepRu00,targets,3,,,,,
player,201610300tam,tam,ShepRu00,rec,2,,,,,
player,201610300tam,tam,ShepRu00,rec_yds,24,,,,,
player,201610300tam,tam,ShepRu00,rec_td,1,,,,,
player,201610300tam,tam,ShepRu00,rec_long,19,,,,,
player,201610300tam,tam,ShepRu00,fumbles,0,,,,,
player,201610300tam,tam,ShepRu00,fumbles_lost,0,,,,,
player,201610300tam,tam,BratCa00,pass_cmp,0,,,,,
player,201610300tam,tam,BratCa00,pass_att,0,,,,,
player,201610300tam,tam,BratCa00,pass_yds,0,,,,,
player,201610300tam,tam,BratCa00,pass_td,0,,,,,
player,201610300tam,tam,BratCa00,pass_int,0,,,,,
player,201610300tam,tam,BratCa00,pass_sacked,0,,,,,
player,201610300tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,BratCa00,pass_long,0,,,,,
player,201610300tam,tam,BratCa00,pass_rating,,,,,,
player,201610300tam,tam,BratCa00,rush_att,0,,,,,
player,201610300tam,tam,BratCa00,rush_yds,0,,,,,
player,201610300tam,tam,BratCa00,rush_td,0,,,,,
player,201610300tam,tam,BratCa00,rush_long,0,,,,,
player,201610300tam,tam,BratCa00,targets,5,,,,,
player,201610300tam,tam,BratCa00,rec,3,,,,,
player,201610300tam,tam,BratCa00,rec_yds,22,,,,,
player,201610300tam,tam,BratCa00,rec_td,1,,,,,
player,201610300tam,tam,BratCa00,rec_long,17,,,,,
player,201610300tam,tam,BratCa00,fumbles,1,,,,,
player,201610300tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201610300tam,tam,StocLu00,pass_cmp,0,,,,,
player,201610300tam,tam,StocLu00,pass_att,0,,,,,
player,201610300tam,tam,StocLu00,pass_yds,0,,,,,
player,201610300tam,tam,StocLu00,pass_td,0,,,,,
player,201610300tam,tam,StocLu00,pass_int,0,,,,,
player,201610300tam,tam,StocLu00,pass_sacked,0,,,,,
player,201610300tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201610300tam,tam,StocLu00,pass_long,0,,,,,
player,201610300tam,tam,StocLu00,pass_rating,,,,,,
player,201610300tam,tam,StocLu00,rush_att,0,,,,,
player,201610300tam,tam,StocLu00,rush_yds,0,,,,,
player,201610300tam,tam,StocLu00,rush_td,0,,,,,
player,201610300tam,tam,StocLu00,rush_long,0,,,,,
player,201610300tam,tam,StocLu00,targets,2,,,,,
