game,2016,5,20161009,201610090mia,oti,"Tennessee Titans",30,mia,"Miami Dolphins",17
player,201610090mia,oti,MurrDe00,rec_td,0,,,,,
player,201610090mia,oti,MurrDe00,rec_long,7,,,,,
player,201610090mia,oti,MurrDe00,fumbles,0,,,,,
player,201610090mia,oti,MurrDe00,fumbles_lost,0,,,,,
player,201610090mia,oti,HenrDe00,pass_cmp,0,,,,,
player,201610090mia,oti,HenrDe00,pass_att,0,,,,,
player,201610090mia,oti,HenrDe00,pass_yds,0,,,,,
player,201610090mia,oti,HenrDe00,pass_td,0,,,,,
player,201610090mia,oti,HenrDe00,pass_int,0,,,,,
player,201610090mia,oti,HenrDe00,pass_sacked,0,,,,,
player,201610090mia,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201610090mia,oti,HenrDe00,pass_long,0,,,,,
player,201610090mia,oti,HenrDe00,pass_rating,,,,,,
player,201610090mia,oti,HenrDe00,rush_att,7,,,,,
player,201610090mia,oti,HenrDe00,rush_yds,54,,,,,
player,201610090mia,oti,HenrDe00,rush_td,0,,,,,
player,201610090mia,oti,HenrDe00,rush_long,22,,,,,
player,201610090mia,oti,HenrDe00,targets,0,,,,,
player,201610090mia,oti,HenrDe00,rec,0,,,,,
player,201610090mia,oti,HenrDe00,rec_yds,0,,,,,
player,201610090mia,oti,HenrDe00,rec_td,0,,,,,
player,201610090mia,oti,HenrDe00,rec_long,0,,,,,
player,201610090mia,oti,HenrDe00,fumbles,0,,,,,
player,201610090mia,oti,HenrDe00,fumbles_lost,0,,,,,
player,201610090mia,oti,WalkHu00,pass_cmp,0,,,,,
player,201610090mia,oti,WalkHu00,pass_att,0,,,,,
player,201610090mia,oti,WalkHu00,pass_yds,0,,,,,
player,201610090mia,oti,WalkHu00,pass_td,0,,,,,
player,201610090mia,oti,WalkHu00,pass_int,0,,,,,
player,201610090mia,oti,WalkHu00,pass_sacked,0,,,,,
player,201610090mia,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201610090mia,oti,WalkHu00,pass_long,0,,,,,
player,201610090mia,oti,WalkHu00,pass_rating,,,,,,
player,201610090mia,oti,WalkHu00,rush_att,0,,,,,
player,201610090mia,oti,WalkHu00,rush_yds,0,,,,,
player,201610090mia,oti,WalkHu00,rush_td,0,,,,,
player,201610090mia,oti,WalkHu00,rush_long,0,,,,,
player,201610090mia,oti,WalkHu00,targets,8,,,,,
player,201610090mia,oti,WalkHu00,rec,5,,,,,
player,201610090mia,oti,WalkHu00,rec_yds,66,,,,,
player,201610090mia,oti,WalkHu00,rec_td,1,,,,,
player,201610090mia,oti,WalkHu00,rec_long,29,,,,,
player,201610090mia,oti,WalkHu00,fumbles,1,,,,,
player,201610090mia,oti,WalkHu00,fumbles_lost,0,,,,,
player,201610090mia,oti,MattRi00,pass_cmp,0,,,,,
player,201610090mia,oti,MattRi00,pass_att,0,,,,,
player,201610090mia,oti,MattRi00,pass_yds,0,,,,,
player,201610090mia,oti,MattRi00,pass_td,0,,,,,
player,201610090mia,oti,MattRi00,pass_int,0,,,,,
player,201610090mia,oti,MattRi00,pass_sacked,0,,,,,
player,201610090mia,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201610090mia,oti,MattRi00,pass_long,0,,,,,
player,201610090mia,oti,MattRi00,pass_rating,,,,,,
player,201610090mia,oti,MattRi00,rush_att,0,,,,,
player,201610090mia,oti,MattRi00,rush_yds,0,,,,,
player,201610090mia,oti,MattRi00,rush_td,0,,,,,
player,201610090mia,oti,MattRi00,rush_long,0,,,,,
player,201610090mia,oti,MattRi00,targets,4,,,,,
player,201610090mia,oti,MattRi00,rec,4,,,,,
player,201610090mia,oti,MattRi00,rec_yds,32,,,,,
player,201610090mia,oti,MattRi00,rec_td,1,,,,,
player,201610090mia,oti,MattRi00,rec_long,11,,,,,
player,201610090mia,oti,MattRi00,fumbles,0,,,,,
player,201610090mia,oti,MattRi00,fumbles_lost,0,,,,,
player,201610090mia,oti,SharTa00,pass_cmp,0,,,,,
player,201610090mia,oti,SharTa00,pass_att,0,,,,,
player,201610090mia,oti,SharTa00,pass_yds,0,,,,,
player,201610090mia,oti,SharTa00,pass_td,0,,,,,
player,201610090mia,oti,SharTa00,pass_int,0,,,,,
player,201610090mia,oti,SharTa00,pass_sacked,0,,,,,
player,201610090mia,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201610090mia,oti,SharTa00,pass_long,0,,,,,
player,201610090mia,oti,SharTa00,pass_rating,,,,,,
player,201610090mia,oti,SharTa00,rush_att,0,,,,,
player,201610090mia,oti,SharTa00,rush_yds,0,,,,,
player,201610090mia,oti,SharTa00,rush_td,0,,,,,
player,201610090mia,oti,SharTa00,rush_long,0,,,,,
player,201610090mia,oti,SharTa00,targets,4,,,,,
player,201610090mia,oti,SharTa00,rec,2,,,,,
player,201610090mia,oti,SharTa00,rec_yds,17,,,,,
player,201610090mia,oti,SharTa00,rec_td,0,,,,,
player,201610090mia,oti,SharTa00,rec_long,9,,,,,
player,201610090mia,oti,SharTa00,fumbles,0,,,,,
player,201610090mia,oti,SharTa00,fumbles_lost,0,,,,,
player,201610090mia,oti,JohnAn02,pass_cmp,0,,,,,
player,201610090mia,oti,JohnAn02,pass_att,0,,,,,
player,201610090mia,oti,JohnAn02,pass_yds,0,,,,,
player,201610090mia,oti,JohnAn02,pass_td,0,,,,,
player,201610090mia,oti,JohnAn02,pass_int,0,,,,,
player,201610090mia,oti,JohnAn02,pass_sacked,0,,,,,
player,201610090mia,oti,JohnAn02,pass_sacked_yds,0,,,,,
player,201610090mia,oti,JohnAn02,pass_long,0,,,,,
player,201610090mia,oti,JohnAn02,pass_rating,,,,,,
player,201610090mia,oti,JohnAn02,rush_att,0,,,,,
player,201610090mia,oti,JohnAn02,rush_yds,0,,,,,
player,201610090mia,oti,JohnAn02,rush_td,0,,,,,
player,201610090mia,oti,JohnAn02,rush_long,0,,,,,
player,201610090mia,oti,JohnAn02,targets,4,,,,,
player,201610090mia,oti,JohnAn02,rec,2,,,,,
player,201610090mia,oti,JohnAn02,rec_yds,13,,,,,
player,201610090mia,oti,JohnAn02,rec_td,1,,,,,
player,201610090mia,oti,JohnAn02,rec_long,8,,,,,
player,201610090mia,oti,JohnAn02,fumbles,0,,,,,
player,201610090mia,oti,JohnAn02,fumbles_lost,0,,,,,
player,201610090mia,oti,FasaAn00,pass_cmp,0,,,,,
player,201610090mia,oti,FasaAn00,pass_att,0,,,,,
player,201610090mia,oti,FasaAn00,pass_yds,0,,,,,
player,201610090mia,oti,FasaAn00,pass_td,0,,,,,
player,201610090mia,oti,FasaAn00,pass_int,0,,,,,
player,201610090mia,oti,FasaAn00,pass_sacked,0,,,,,
player,201610090mia,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201610090mia,oti,FasaAn00,pass_long,0,,,,,
player,201610090mia,oti,FasaAn00,pass_rating,,,,,,
player,201610090mia,oti,FasaAn00,rush_att,0,,,,,
player,201610090mia,oti,FasaAn00,rush_yds,0,,,,,
player,201610090mia,oti,FasaAn00,rush_td,0,,,,,
player,201610090mia,oti,FasaAn00,rush_long,0,,,,,
player,201610090mia,oti,FasaAn00,targets,1,,,,,
player,201610090mia,oti,FasaAn00,rec,1,,,,,
player,201610090mia,oti,FasaAn00,rec_yds,10,,,,,
player,201610090mia,oti,FasaAn00,rec_td,0,,,,,
player,201610090mia,oti,FasaAn00,rec_long,10,,,,,
player,201610090mia,oti,FasaAn00,fumbles,0,,,,,
player,201610090mia,oti,FasaAn00,fumbles_lost,0,,,,,
player,201610090mia,oti,WrigKe01,pass_cmp,0,,,,,
player,201610090mia,oti,WrigKe01,pass_att,0,,,,,
player,201610090mia,oti,WrigKe01,pass_yds,0,,,,,
player,201610090mia,oti,WrigKe01,pass_td,0,,,,,
player,201610090mia,oti,WrigKe01,pass_int,0,,,,,
player,201610090mia,oti,WrigKe01,pass_sacked,0,,,,,
player,201610090mia,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201610090mia,oti,WrigKe01,pass_long,0,,,,,
player,201610090mia,oti,WrigKe01,pass_rating,,,,,,
player,201610090mia,oti,WrigKe01,rush_att,0,,,,,
player,201610090mia,oti,WrigKe01,rush_yds,0,,,,,
player,201610090mia,oti,WrigKe01,rush_td,0,,,,,
player,201610090mia,oti,WrigKe01,rush_long,0,,,,,
player,201610090mia,oti,WrigKe01,targets,1,,,,,
player,201610090mia,oti,WrigKe01,rec,1,,,,,
player,201610090mia,oti,WrigKe01,rec_yds,9,,,,,
player,201610090mia,oti,WrigKe01,rec_td,0,,,,,
player,201610090mia,oti,WrigKe01,rec_long,9,,,,,
player,201610090mia,oti,WrigKe01,fumbles,0,,,,,
player,201610090mia,oti,WrigKe01,fumbles_lost,0,,,,,
player,201610090mia,mia,TannRy00,pass_cmp,12,,,,,
player,201610090mia,mia,TannRy00,pass_att,18,,,,,
player,201610090mia,mia,TannRy00,pass_yds,191,,,,,
player,201610090mia,mia,TannRy00,pass_td,0,,,,,
player,201610090mia,mia,TannRy00,pass_int,2,,,,,
player,201610090mia,mia,TannRy00,pass_sacked,6,,,,,
player,201610090mia,mia,TannRy00,pass_sacked_yds,42,,,,,
player,201610090mia,mia,TannRy00,pass_long,58,,,,,
player,201610090mia,mia,TannRy00,pass_rating,62.3,,,,,
player,201610090mia,mia,TannRy00,rush_att,0,,,,,
player,201610090mia,mia,TannRy00,rush_yds,0,,,,,
player,201610090mia,mia,TannRy00,rush_td,0,,,,,
player,201610090mia,mia,TannRy00,rush_long,0,,,,,
player,201610090mia,mia,TannRy00,targets,0,,,,,
player,201610090mia,mia,TannRy00,rec,0,,,,,
player,201610090mia,mia,TannRy00,rec_yds,0,,,,,
player,201610090mia,mia,TannRy00,rec_td,0,,,,,
player,201610090mia,mia,TannRy00,rec_long,0,,,,,
player,201610090mia,mia,TannRy00,fumbles,0,,,,,
player,201610090mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201610090mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201610090mia,mia,AjayJa00,pass_att,0,,,,,
player,201610090mia,mia,AjayJa00,pass_yds,0,,,,,
player,201610090mia,mia,AjayJa00,pass_td,0,,,,,
player,201610090mia,mia,AjayJa00,pass_int,0,,,,,
player,201610090mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201610090mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201610090mia,mia,AjayJa00,pass_long,0,,,,,
player,201610090mia,mia,AjayJa00,pass_rating,,,,,,
player,201610090mia,mia,AjayJa00,rush_att,13,,,,,
player,201610090mia,mia,AjayJa00,rush_yds,42,,,,,
player,201610090mia,mia,AjayJa00,rush_td,1,,,,,
player,201610090mia,mia,AjayJa00,rush_long,9,,,,,
player,201610090mia,mia,AjayJa00,targets,1,,,,,
player,201610090mia,mia,AjayJa00,rec,0,,,,,
player,201610090mia,mia,AjayJa00,rec_yds,0,,,,,
player,201610090mia,mia,AjayJa00,rec_td,0,,,,,
player,201610090mia,mia,AjayJa00,rec_long,0,,,,,
player,201610090mia,mia,AjayJa00,fumbles,0,,,,,
player,201610090mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201610090mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201610090mia,mia,DrakKe00,pass_att,0,,,,,
player,201610090mia,mia,DrakKe00,pass_yds,0,,,,,
player,201610090mia,mia,DrakKe00,pass_td,0,,,,,
player,201610090mia,mia,DrakKe00,pass_int,0,,,,,
player,201610090mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201610090mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201610090mia,mia,DrakKe00,pass_long,0,,,,,
player,201610090mia,mia,DrakKe00,pass_rating,,,,,,
player,201610090mia,mia,DrakKe00,rush_att,2,,,,,
player,201610090mia,mia,DrakKe00,rush_yds,4,,,,,
player,201610090mia,mia,DrakKe00,rush_td,0,,,,,
player,201610090mia,mia,DrakKe00,rush_long,6,,,,,
player,201610090mia,mia,DrakKe00,targets,3,,,,,
player,201610090mia,mia,DrakKe00,rec,2,,,,,
player,201610090mia,mia,DrakKe00,rec_yds,16,,,,,
player,201610090mia,mia,DrakKe00,rec_td,0,,,,,
player,201610090mia,mia,DrakKe00,rec_long,9,,,,,
player,201610090mia,mia,DrakKe00,fumbles,0,,,,,
player,201610090mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201610090mia,mia,WillDa05,pass_cmp,0,,,,,
player,201610090mia,mia,WillDa05,pass_att,0,,,,,
player,201610090mia,mia,WillDa05,pass_yds,0,,,,,
player,201610090mia,mia,WillDa05,pass_td,0,,,,,
player,201610090mia,mia,WillDa05,pass_int,0,,,,,
player,201610090mia,mia,WillDa05,pass_sacked,0,,,,,
player,201610090mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201610090mia,mia,WillDa05,pass_long,0,,,,,
player,201610090mia,mia,WillDa05,pass_rating,,,,,,
player,201610090mia,mia,WillDa05,rush_att,1,,,,,
player,201610090mia,mia,WillDa05,rush_yds,3,,,,,
player,201610090mia,mia,WillDa05,rush_td,0,,,,,
player,201610090mia,mia,WillDa05,rush_long,3,,,,,
player,201610090mia,mia,WillDa05,targets,2,,,,,
player,201610090mia,mia,WillDa05,rec,2,,,,,
player,201610090mia,mia,WillDa05,rec_yds,67,,,,,
player,201610090mia,mia,WillDa05,rec_td,0,,,,,
player,201610090mia,mia,WillDa05,rec_long,58,,,,,
player,201610090mia,mia,WillDa05,fumbles,0,,,,,
player,201610090mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201610090mia,mia,LandJa00,pass_cmp,0,,,,,
player,201610090mia,mia,LandJa00,pass_att,0,,,,,
player,201610090mia,mia,LandJa00,pass_yds,0,,,,,
player,201610090mia,mia,LandJa00,pass_td,0,,,,,
player,201610090mia,mia,LandJa00,pass_int,0,,,,,
player,201610090mia,mia,LandJa00,pass_sacked,0,,,,,
player,201610090mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201610090mia,mia,LandJa00,pass_long,0,,,,,
player,201610090mia,mia,LandJa00,pass_rating,,,,,,
player,201610090mia,mia,LandJa00,rush_att,1,,,,,
player,201610090mia,mia,LandJa00,rush_yds,2,,,,,
player,201610090mia,mia,LandJa00,rush_td,0,,,,,
player,201610090mia,mia,LandJa00,rush_long,2,,,,,
player,201610090mia,mia,LandJa00,targets,3,,,,,
player,201610090mia,mia,LandJa00,rec,3,,,,,
player,201610090mia,mia,LandJa00,rec_yds,28,,,,,
player,201610090mia,mia,LandJa00,rec_td,0,,,,,
player,201610090mia,mia,LandJa00,rec_long,11,,,,,
player,201610090mia,mia,LandJa00,fumbles,0,,,,,
player,201610090mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201610090mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201610090mia,mia,ParkDe01,pass_att,0,,,,,
player,201610090mia,mia,ParkDe01,pass_yds,0,,,,,
player,201610090mia,mia,ParkDe01,pass_td,0,,,,,
player,201610090mia,mia,ParkDe01,pass_int,0,,,,,
player,201610090mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201610090mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201610090mia,mia,ParkDe01,pass_long,0,,,,,
player,201610090mia,mia,ParkDe01,pass_rating,,,,,,
player,201610090mia,mia,ParkDe01,rush_att,0,,,,,
player,201610090mia,mia,ParkDe01,rush_yds,0,,,,,
player,201610090mia,mia,ParkDe01,rush_td,0,,,,,
player,201610090mia,mia,ParkDe01,rush_long,0,,,,,
player,201610090mia,mia,ParkDe01,targets,3,,,,,
player,201610090mia,mia,ParkDe01,rec,2,,,,,
player,201610090mia,mia,ParkDe01,rec_yds,70,,,,,
player,201610090mia,mia,ParkDe01,rec_td,0,,,,,
player,201610090mia,mia,ParkDe01,rec_long,50,,,,,
player,201610090mia,mia,ParkDe01,fumbles,0,,,,,
player,201610090mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201610090mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201610090mia,mia,SimsDi00,pass_att,0,,,,,
player,201610090mia,mia,SimsDi00,pass_yds,0,,,,,
player,201610090mia,mia,SimsDi00,pass_td,0,,,,,
player,201610090mia,mia,SimsDi00,pass_int,0,,,,,
player,201610090mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201610090mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201610090mia,mia,SimsDi00,pass_long,0,,,,,
player,201610090mia,mia,SimsDi00,pass_rating,,,,,,
player,201610090mia,mia,SimsDi00,rush_att,0,,,,,
player,201610090mia,mia,SimsDi00,rush_yds,0,,,,,
player,201610090mia,mia,SimsDi00,rush_td,0,,,,,
player,201610090mia,mia,SimsDi00,rush_long,0,,,,,
player,201610090mia,mia,SimsDi00,targets,3,,,,,
player,201610090mia,mia,SimsDi00,rec,1,,,,,
player,201610090mia,mia,SimsDi00,rec_yds,6,,,,,
player,201610090mia,mia,SimsDi00,rec_td,0,,,,,
player,201610090mia,mia,SimsDi00,rec_long,6,,,,,
player,201610090mia,mia,SimsDi00,fumbles,0,,,,,
player,201610090mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201610090mia,mia,JoneDo01,pass_cmp,0,,,,,
player,201610090mia,mia,JoneDo01,pass_att,0,,,,,
player,201610090mia,mia,JoneDo01,pass_yds,0,,,,,
player,201610090mia,mia,JoneDo01,pass_td,0,,,,,
player,201610090mia,mia,JoneDo01,pass_int,0,,,,,
player,201610090mia,mia,JoneDo01,pass_sacked,0,,,,,
player,201610090mia,mia,JoneDo01,pass_sacked_yds,0,,,,,
player,201610090mia,mia,JoneDo01,pass_long,0,,,,,
player,201610090mia,mia,JoneDo01,pass_rating,,,,,,
player,201610090mia,mia,JoneDo01,rush_att,0,,,,,
player,201610090mia,mia,JoneDo01,rush_yds,0,,,,,
player,201610090mia,mia,JoneDo01,rush_td,0,,,,,
player,201610090mia,mia,JoneDo01,rush_long,0,,,,,
player,201610090mia,mia,JoneDo01,targets,2,,,,,
player,201610090mia,mia,JoneDo01,rec,2,,,,,
player,201610090mia,mia,JoneDo01,rec_yds,4,,,,,
player,201610090mia,mia,JoneDo01,rec_td,0,,,,,
player,201610090mia,mia,JoneDo01,rec_long,5,,,,,
player,201610090mia,mia,JoneDo01,fumbles,0,,,,,
player,201610090mia,mia,JoneDo01,fumbles_lost,0,,,,,
player,201610090mia,mia,StilKe00,pass_cmp,0,,,,,
player,201610090mia,mia,StilKe00,pass_att,0,,,,,
player,201610090mia,mia,StilKe00,pass_yds,0,,,,,
player,201610090mia,mia,StilKe00,pass_td,0,,,,,
player,201610090mia,mia,StilKe00,pass_int,0,,,,,
player,201610090mia,mia,StilKe00,pass_sacked,0,,,,,
player,201610090mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201610090mia,mia,StilKe00,pass_long,0,,,,,
player,201610090mia,mia,StilKe00,pass_rating,,,,,,
player,201610090mia,mia,StilKe00,rush_att,0,,,,,
player,201610090mia,mia,StilKe00,rush_yds,0,,,,,
player,201610090mia,mia,StilKe00,rush_td,0,,,,,
player,201610090mia,mia,StilKe00,rush_long,0,,,,,
player,201610090mia,mia,StilKe00,targets,1,,,,,
player,201610090mia,mia,StilKe00,rec,0,,,,,
player,201610090mia,mia,StilKe00,rec_yds,0,,,,,
player,201610090mia,mia,StilKe00,rec_td,0,,,,,
player,201610090mia,mia,StilKe00,rec_long,0,,,,,
player,201610090mia,mia,StilKe00,fumbles,0,,,,,
player,201610090mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201610090mia,oti,StafDa00,def_int,1,,,,,
player,201610090mia,oti,StafDa00,def_int_yds,4,,,,,
player,201610090mia,oti,StafDa00,def_int_td,0,,,,,
player,201610090mia,oti,StafDa00,def_int_long,4,,,,,
player,201610090mia,oti,StafDa00,pass_defended,1,,,,,
player,201610090mia,oti,StafDa00,sacks,0.0,,,,,
player,201610090mia,oti,StafDa00,tackles_combined,3,,,,,
player,201610090mia,oti,StafDa00,tackles_solo,3,,,,,
player,201610090mia,oti,StafDa00,tackles_assists,0,,,,,
player,201610090mia,oti,StafDa00,tackles_loss,0,,,,,
player,201610090mia,oti,StafDa00,qb_hits,0,,,,,
player,201610090mia,oti,StafDa00,fumbles_rec,0,,,,,
player,201610090mia,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201610090mia,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201610090mia,oti,StafDa00,fumbles_forced,0,,,,,
player,201610090mia,oti,McCoJa99,def_int,1,,,,,
player,201610090mia,oti,McCoJa99,def_int_yds,1,,,,,
player,201610090mia,oti,McCoJa99,def_int_td,0,,,,,
player,201610090mia,oti,McCoJa99,def_int_long,1,,,,,
player,201610090mia,oti,McCoJa99,pass_defended,1,,,,,
player,201610090mia,oti,McCoJa99,sacks,0.0,,,,,
player,201610090mia,oti,McCoJa99,tackles_combined,2,,,,,
player,201610090mia,oti,McCoJa99,tackles_solo,2,,,,,
player,201610090mia,oti,McCoJa99,tackles_assists,0,,,,,
player,201610090mia,oti,McCoJa99,tackles_loss,0,,,,,
player,201610090mia,oti,McCoJa99,qb_hits,0,,,,,
player,201610090mia,oti,McCoJa99,fumbles_rec,0,,,,,
player,201610090mia,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201610090mia,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201610090mia,oti,McCoJa99,fumbles_forced,0,,,,,
player,201610090mia,oti,OrakBr99,def_int,0,,,,,
player,201610090mia,oti,OrakBr99,def_int_yds,0,,,,,
player,201610090mia,oti,OrakBr99,def_int_td,0,,,,,
player,201610090mia,oti,OrakBr99,def_int_long,0,,,,,
player,201610090mia,oti,OrakBr99,pass_defended,0,,,,,
player,201610090mia,oti,OrakBr99,sacks,2.0,,,,,
player,201610090mia,oti,OrakBr99,tackles_combined,6,,,,,
player,201610090mia,oti,OrakBr99,tackles_solo,5,,,,,
player,201610090mia,oti,OrakBr99,tackles_assists,1,,,,,
player,201610090mia,oti,OrakBr99,tackles_loss,3,,,,,
player,201610090mia,oti,OrakBr99,qb_hits,2,,,,,
player,201610090mia,oti,OrakBr99,fumbles_rec,0,,,,,
player,201610090mia,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201610090mia,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201610090mia,oti,OrakBr99,fumbles_forced,0,,,,,
player,201610090mia,oti,MorgDe99,def_int,0,,,,,
player,201610090mia,oti,MorgDe99,def_int_yds,0,,,,,
player,201610090mia,oti,MorgDe99,def_int_td,0,,,,,
player,201610090mia,oti,MorgDe99,def_int_long,0,,,,,
player,201610090mia,oti,MorgDe99,pass_defended,0,,,,,
player,201610090mia,oti,MorgDe99,sacks,2.0,,,,,
player,201610090mia,oti,MorgDe99,tackles_combined,4,,,,,
player,201610090mia,oti,MorgDe99,tackles_solo,4,,,,,
player,201610090mia,oti,MorgDe99,tackles_assists,0,,,,,
player,201610090mia,oti,MorgDe99,tackles_loss,2,,,,,
player,201610090mia,oti,MorgDe99,qb_hits,2,,,,,
player,201610090mia,oti,MorgDe99,fumbles_rec,0,,,,,
player,201610090mia,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201610090mia,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201610090mia,oti,MorgDe99,fumbles_forced,0,,,,,
player,201610090mia,oti,CaseJu00,def_int,0,,,,,
player,201610090mia,oti,CaseJu00,def_int_yds,0,,,,,
player,201610090mia,oti,CaseJu00,def_int_td,0,,,,,
player,201610090mia,oti,CaseJu00,def_int_long,0,,,,,
player,201610090mia,oti,CaseJu00,pass_defended,0,,,,,
player,201610090mia,oti,CaseJu00,sacks,2.0,,,,,
player,201610090mia,oti,CaseJu00,tackles_combined,2,,,,,
player,201610090mia,oti,CaseJu00,tackles_solo,2,,,,,
player,201610090mia,oti,CaseJu00,tackles_assists,0,,,,,
player,201610090mia,oti,CaseJu00,tackles_loss,2,,,,,
player,201610090mia,oti,CaseJu00,qb_hits,2,,,,,
player,201610090mia,oti,CaseJu00,fumbles_rec,0,,,,,
