game,2016,9,20161106,201611060cle,dal,"Dallas Cowboys",35,cle,"Cleveland Browns",10
player,201611060cle,cle,HowaTr02,tackles_solo,1,,,,,
player,201611060cle,cle,HowaTr02,tackles_assists,0,,,,,
player,201611060cle,cle,HowaTr02,tackles_loss,0,,,,,
player,201611060cle,cle,HowaTr02,qb_hits,0,,,,,
player,201611060cle,cle,HowaTr02,fumbles_rec,0,,,,,
player,201611060cle,cle,HowaTr02,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,HowaTr02,fumbles_rec_td,0,,,,,
player,201611060cle,cle,HowaTr02,fumbles_forced,0,,,,,
player,201611060cle,cle,HughCh01,def_int,0,,,,,
player,201611060cle,cle,HughCh01,def_int_yds,0,,,,,
player,201611060cle,cle,HughCh01,def_int_td,0,,,,,
player,201611060cle,cle,HughCh01,def_int_long,0,,,,,
player,201611060cle,cle,HughCh01,pass_defended,0,,,,,
player,201611060cle,cle,HughCh01,sacks,0.0,,,,,
player,201611060cle,cle,HughCh01,tackles_combined,1,,,,,
player,201611060cle,cle,HughCh01,tackles_solo,1,,,,,
player,201611060cle,cle,HughCh01,tackles_assists,0,,,,,
player,201611060cle,cle,HughCh01,tackles_loss,0,,,,,
player,201611060cle,cle,HughCh01,qb_hits,0,,,,,
player,201611060cle,cle,HughCh01,fumbles_rec,0,,,,,
player,201611060cle,cle,HughCh01,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,HughCh01,fumbles_rec_td,0,,,,,
player,201611060cle,cle,HughCh01,fumbles_forced,0,,,,,
player,201611060cle,cle,SchoJo00,def_int,0,,,,,
player,201611060cle,cle,SchoJo00,def_int_yds,0,,,,,
player,201611060cle,cle,SchoJo00,def_int_td,0,,,,,
player,201611060cle,cle,SchoJo00,def_int_long,0,,,,,
player,201611060cle,cle,SchoJo00,pass_defended,0,,,,,
player,201611060cle,cle,SchoJo00,sacks,0.0,,,,,
player,201611060cle,cle,SchoJo00,tackles_combined,1,,,,,
player,201611060cle,cle,SchoJo00,tackles_solo,1,,,,,
player,201611060cle,cle,SchoJo00,tackles_assists,0,,,,,
player,201611060cle,cle,SchoJo00,tackles_loss,0,,,,,
player,201611060cle,cle,SchoJo00,qb_hits,0,,,,,
player,201611060cle,cle,SchoJo00,fumbles_rec,0,,,,,
player,201611060cle,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201611060cle,cle,SchoJo00,fumbles_forced,0,,,,,
player,201611060cle,cle,WillTr99,def_int,0,,,,,
player,201611060cle,cle,WillTr99,def_int_yds,0,,,,,
player,201611060cle,cle,WillTr99,def_int_td,0,,,,,
player,201611060cle,cle,WillTr99,def_int_long,0,,,,,
player,201611060cle,cle,WillTr99,pass_defended,1,,,,,
player,201611060cle,cle,WillTr99,sacks,0.0,,,,,
player,201611060cle,cle,WillTr99,tackles_combined,1,,,,,
player,201611060cle,cle,WillTr99,tackles_solo,1,,,,,
player,201611060cle,cle,WillTr99,tackles_assists,0,,,,,
player,201611060cle,cle,WillTr99,tackles_loss,0,,,,,
player,201611060cle,cle,WillTr99,qb_hits,0,,,,,
player,201611060cle,cle,WillTr99,fumbles_rec,0,,,,,
player,201611060cle,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201611060cle,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201611060cle,cle,WillTr99,fumbles_forced,0,,,,,
player,201611060cle,dal,WhitLu00,kick_ret,0,,,,,
player,201611060cle,dal,WhitLu00,kick_ret_yds,0,,,,,
player,201611060cle,dal,WhitLu00,kick_ret_yds_per_ret,,,,,,
player,201611060cle,dal,WhitLu00,kick_ret_td,0,,,,,
player,201611060cle,dal,WhitLu00,kick_ret_long,0,,,,,
player,201611060cle,dal,WhitLu00,punt_ret,3,,,,,
player,201611060cle,dal,WhitLu00,punt_ret_yds,18,,,,,
player,201611060cle,dal,WhitLu00,punt_ret_yds_per_ret,6.0,,,,,
player,201611060cle,dal,WhitLu00,punt_ret_td,0,,,,,
player,201611060cle,dal,WhitLu00,punt_ret_long,15,,,,,
player,201611060cle,cle,JohnDu00,kick_ret,0,,,,,
player,201611060cle,cle,JohnDu00,kick_ret_yds,0,,,,,
player,201611060cle,cle,JohnDu00,kick_ret_yds_per_ret,,,,,,
player,201611060cle,cle,JohnDu00,kick_ret_td,0,,,,,
player,201611060cle,cle,JohnDu00,kick_ret_long,0,,,,,
player,201611060cle,cle,JohnDu00,punt_ret,1,,,,,
player,201611060cle,cle,JohnDu00,punt_ret_yds,2,,,,,
player,201611060cle,cle,JohnDu00,punt_ret_yds_per_ret,2.0,,,,,
player,201611060cle,cle,JohnDu00,punt_ret_td,0,,,,,
player,201611060cle,cle,JohnDu00,punt_ret_long,2,,,,,
player,201611060cle,cle,LouiRi00,kick_ret,2,,,,,
player,201611060cle,cle,LouiRi00,kick_ret_yds,34,,,,,
player,201611060cle,cle,LouiRi00,kick_ret_yds_per_ret,17.0,,,,,
player,201611060cle,cle,LouiRi00,kick_ret_td,0,,,,,
player,201611060cle,cle,LouiRi00,kick_ret_long,18,,,,,
player,201611060cle,cle,LouiRi00,punt_ret,0,,,,,
player,201611060cle,cle,LouiRi00,punt_ret_yds,0,,,,,
player,201611060cle,cle,LouiRi00,punt_ret_yds_per_ret,,,,,,
player,201611060cle,cle,LouiRi00,punt_ret_td,0,,,,,
player,201611060cle,cle,LouiRi00,punt_ret_long,0,,,,,
player,201611060cle,cle,AtkiGe01,kick_ret,1,,,,,
player,201611060cle,cle,AtkiGe01,kick_ret_yds,19,,,,,
player,201611060cle,cle,AtkiGe01,kick_ret_yds_per_ret,19.0,,,,,
player,201611060cle,cle,AtkiGe01,kick_ret_td,0,,,,,
player,201611060cle,cle,AtkiGe01,kick_ret_long,19,,,,,
player,201611060cle,cle,AtkiGe01,punt_ret,0,,,,,
player,201611060cle,cle,AtkiGe01,punt_ret_yds,0,,,,,
player,201611060cle,cle,AtkiGe01,punt_ret_yds_per_ret,,,,,,
player,201611060cle,cle,AtkiGe01,punt_ret_td,0,,,,,
player,201611060cle,cle,AtkiGe01,punt_ret_long,0,,,,,
player,201611060cle,dal,BailDa00,xpm,5,,,,,
player,201611060cle,dal,BailDa00,xpa,5,,,,,
player,201611060cle,dal,BailDa00,fgm,,,,,,
player,201611060cle,dal,BailDa00,fga,,,,,,
player,201611060cle,dal,BailDa00,punt,0,,,,,
player,201611060cle,dal,BailDa00,punt_yds,0,,,,,
player,201611060cle,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201611060cle,dal,BailDa00,punt_long,0,,,,,
player,201611060cle,dal,JoneCh02,xpm,,,,,,
player,201611060cle,dal,JoneCh02,xpa,,,,,,
player,201611060cle,dal,JoneCh02,fgm,,,,,,
player,201611060cle,dal,JoneCh02,fga,,,,,,
player,201611060cle,dal,JoneCh02,punt,2,,,,,
player,201611060cle,dal,JoneCh02,punt_yds,75,,,,,
player,201611060cle,dal,JoneCh02,punt_yds_per_punt,37.5,,,,,
player,201611060cle,dal,JoneCh02,punt_long,50,,,,,
player,201611060cle,cle,ParkCo03,xpm,1,,,,,
player,201611060cle,cle,ParkCo03,xpa,1,,,,,
player,201611060cle,cle,ParkCo03,fgm,1,,,,,
player,201611060cle,cle,ParkCo03,fga,2,,,,,
player,201611060cle,cle,ParkCo03,punt,0,,,,,
player,201611060cle,cle,ParkCo03,punt_yds,0,,,,,
player,201611060cle,cle,ParkCo03,punt_yds_per_punt,,,,,,
player,201611060cle,cle,ParkCo03,punt_long,0,,,,,
player,201611060cle,cle,ColqBr00,xpm,,,,,,
player,201611060cle,cle,ColqBr00,xpa,,,,,,
player,201611060cle,cle,ColqBr00,fgm,,,,,,
player,201611060cle,cle,ColqBr00,fga,,,,,,
player,201611060cle,cle,ColqBr00,punt,5,,,,,
player,201611060cle,cle,ColqBr00,punt_yds,220,,,,,
player,201611060cle,cle,ColqBr00,punt_yds_per_punt,44.0,,,,,
player,201611060cle,cle,ColqBr00,punt_long,59,,,,,
player,201611060cle,cle,GrecJo20,pos,G,,,,,
player,201611060cle,cle,GrecJo20,offense,44,,,,,
player,201611060cle,cle,GrecJo20,off_pct,100%,,,,,
player,201611060cle,cle,GrecJo20,defense,0,,,,,
player,201611060cle,cle,GrecJo20,def_pct,0%,,,,,
player,201611060cle,cle,GrecJo20,special_teams,3,,,,,
player,201611060cle,cle,GrecJo20,st_pct,12%,,,,,
player,201611060cle,cle,PaszAu00,pos,T,,,,,
player,201611060cle,cle,PaszAu00,offense,44,,,,,
player,201611060cle,cle,PaszAu00,off_pct,100%,,,,,
player,201611060cle,cle,PaszAu00,defense,0,,,,,
player,201611060cle,cle,PaszAu00,def_pct,0%,,,,,
player,201611060cle,cle,PaszAu00,special_teams,3,,,,,
player,201611060cle,cle,PaszAu00,st_pct,12%,,,,,
player,201611060cle,cle,BailAl01,pos,G,,,,,
player,201611060cle,cle,BailAl01,offense,44,,,,,
player,201611060cle,cle,BailAl01,off_pct,100%,,,,,
player,201611060cle,cle,BailAl01,defense,0,,,,,
player,201611060cle,cle,BailAl01,def_pct,0%,,,,,
player,201611060cle,cle,BailAl01,special_teams,3,,,,,
player,201611060cle,cle,BailAl01,st_pct,12%,,,,,
player,201611060cle,cle,BarnGa01,pos,TE,,,,,
player,201611060cle,cle,BarnGa01,offense,44,,,,,
player,201611060cle,cle,BarnGa01,off_pct,100%,,,,,
player,201611060cle,cle,BarnGa01,defense,0,,,,,
player,201611060cle,cle,BarnGa01,def_pct,0%,,,,,
player,201611060cle,cle,BarnGa01,special_teams,3,,,,,
player,201611060cle,cle,BarnGa01,st_pct,12%,,,,,
player,201611060cle,cle,ThomJo28,pos,T,,,,,
player,201611060cle,cle,ThomJo28,offense,44,,,,,
player,201611060cle,cle,ThomJo28,off_pct,100%,,,,,
player,201611060cle,cle,ThomJo28,defense,0,,,,,
player,201611060cle,cle,ThomJo28,def_pct,0%,,,,,
player,201611060cle,cle,ThomJo28,special_teams,3,,,,,
player,201611060cle,cle,ThomJo28,st_pct,12%,,,,,
player,201611060cle,cle,KessCo00,pos,QB,,,,,
player,201611060cle,cle,KessCo00,offense,44,,,,,
player,201611060cle,cle,KessCo00,off_pct,100%,,,,,
player,201611060cle,cle,KessCo00,defense,0,,,,,
player,201611060cle,cle,KessCo00,def_pct,0%,,,,,
player,201611060cle,cle,KessCo00,special_teams,0,,,,,
player,201611060cle,cle,KessCo00,st_pct,0%,,,,,
player,201611060cle,cle,PryoTe00,pos,WR,,,,,
player,201611060cle,cle,PryoTe00,offense,41,,,,,
player,201611060cle,cle,PryoTe00,off_pct,93%,,,,,
player,201611060cle,cle,PryoTe00,defense,0,,,,,
player,201611060cle,cle,PryoTe00,def_pct,0%,,,,,
player,201611060cle,cle,PryoTe00,special_teams,0,,,,,
player,201611060cle,cle,PryoTe00,st_pct,0%,,,,,
player,201611060cle,cle,ColeCo00,pos,WR,,,,,
player,201611060cle,cle,ColeCo00,offense,40,,,,,
player,201611060cle,cle,ColeCo00,off_pct,91%,,,,,
player,201611060cle,cle,ColeCo00,defense,0,,,,,
player,201611060cle,cle,ColeCo00,def_pct,0%,,,,,
player,201611060cle,cle,ColeCo00,special_teams,0,,,,,
player,201611060cle,cle,ColeCo00,st_pct,0%,,,,,
player,201611060cle,cle,DranSp00,pos,T,,,,,
player,201611060cle,cle,DranSp00,offense,39,,,,,
player,201611060cle,cle,DranSp00,off_pct,89%,,,,,
player,201611060cle,cle,DranSp00,defense,0,,,,,
player,201611060cle,cle,DranSp00,def_pct,0%,,,,,
player,201611060cle,cle,DranSp00,special_teams,3,,,,,
player,201611060cle,cle,DranSp00,st_pct,12%,,,,,
player,201611060cle,cle,HawkAn00,pos,WR,,,,,
player,201611060cle,cle,HawkAn00,offense,29,,,,,
player,201611060cle,cle,HawkAn00,off_pct,66%,,,,,
player,201611060cle,cle,HawkAn00,defense,0,,,,,
player,201611060cle,cle,HawkAn00,def_pct,0%,,,,,
player,201611060cle,cle,HawkAn00,special_teams,0,,,,,
player,201611060cle,cle,HawkAn00,st_pct,0%,,,,,
player,201611060cle,cle,JohnDu00,pos,RB,,,,,
player,201611060cle,cle,JohnDu00,offense,22,,,,,
player,201611060cle,cle,JohnDu00,off_pct,50%,,,,,
player,201611060cle,cle,JohnDu00,defense,0,,,,,
player,201611060cle,cle,JohnDu00,def_pct,0%,,,,,
player,201611060cle,cle,JohnDu00,special_teams,1,,,,,
player,201611060cle,cle,JohnDu00,st_pct,4%,,,,,
player,201611060cle,cle,CrowIs00,pos,RB,,,,,
player,201611060cle,cle,CrowIs00,offense,22,,,,,
player,201611060cle,cle,CrowIs00,off_pct,50%,,,,,
player,201611060cle,cle,CrowIs00,defense,0,,,,,
player,201611060cle,cle,CrowIs00,def_pct,0%,,,,,
player,201611060cle,cle,CrowIs00,special_teams,0,,,,,
player,201611060cle,cle,CrowIs00,st_pct,0%,,,,,
player,201611060cle,cle,VitaDa00,pos,RB,,,,,
player,201611060cle,cle,VitaDa00,offense,6,,,,,
player,201611060cle,cle,VitaDa00,off_pct,14%,,,,,
player,201611060cle,cle,VitaDa00,defense,0,,,,,
player,201611060cle,cle,VitaDa00,def_pct,0%,,,,,
player,201611060cle,cle,VitaDa00,special_teams,7,,,,,
player,201611060cle,cle,VitaDa00,st_pct,29%,,,,,
player,201611060cle,cle,DevaSe00,pos,TE,,,,,
player,201611060cle,cle,DevaSe00,offense,5,,,,,
player,201611060cle,cle,DevaSe00,off_pct,11%,,,,,
player,201611060cle,cle,DevaSe00,defense,0,,,,,
player,201611060cle,cle,DevaSe00,def_pct,0%,,,,,
player,201611060cle,cle,DevaSe00,special_teams,7,,,,,
player,201611060cle,cle,DevaSe00,st_pct,29%,,,,,
player,201611060cle,cle,ErviCa00,pos,C,,,,,
player,201611060cle,cle,ErviCa00,offense,5,,,,,
player,201611060cle,cle,ErviCa00,off_pct,11%,,,,,
player,201611060cle,cle,ErviCa00,defense,0,,,,,
player,201611060cle,cle,ErviCa00,def_pct,0%,,,,,
player,201611060cle,cle,ErviCa00,special_teams,0,,,,,
player,201611060cle,cle,ErviCa00,st_pct,0%,,,,,
player,201611060cle,cle,TelfRa00,pos,TE,,,,,
player,201611060cle,cle,TelfRa00,offense,4,,,,,
player,201611060cle,cle,TelfRa00,off_pct,9%,,,,,
player,201611060cle,cle,TelfRa00,defense,0,,,,,
player,201611060cle,cle,TelfRa00,def_pct,0%,,,,,
player,201611060cle,cle,TelfRa00,special_teams,0,,,,,
player,201611060cle,cle,TelfRa00,st_pct,0%,,,,,
player,201611060cle,cle,HiggRa00,pos,WR,,,,,
player,201611060cle,cle,HiggRa00,offense,4,,,,,
player,201611060cle,cle,HiggRa00,off_pct,9%,,,,,
player,201611060cle,cle,HiggRa00,defense,0,,,,,
player,201611060cle,cle,HiggRa00,def_pct,0%,,,,,
player,201611060cle,cle,HiggRa00,special_teams,0,,,,,
player,201611060cle,cle,HiggRa00,st_pct,0%,,,,,
player,201611060cle,cle,LouiRi00,pos,WR,,,,,
player,201611060cle,cle,LouiRi00,offense,2,,,,,
player,201611060cle,cle,LouiRi00,off_pct,5%,,,,,
player,201611060cle,cle,LouiRi00,defense,0,,,,,
player,201611060cle,cle,LouiRi00,def_pct,0%,,,,,
player,201611060cle,cle,LouiRi00,special_teams,14,,,,,
player,201611060cle,cle,LouiRi00,st_pct,58%,,,,,
player,201611060cle,cle,ColeSh00,pos,T,,,,,
player,201611060cle,cle,ColeSh00,offense,1,,,,,
player,201611060cle,cle,ColeSh00,off_pct,2%,,,,,
player,201611060cle,cle,ColeSh00,defense,0,,,,,
player,201611060cle,cle,ColeSh00,def_pct,0%,,,,,
player,201611060cle,cle,ColeSh00,special_teams,0,,,,,
player,201611060cle,cle,ColeSh00,st_pct,0%,,,,,
player,201611060cle,cle,KirkCh00,pos,LB,,,,,
player,201611060cle,cle,KirkCh00,offense,0,,,,,
player,201611060cle,cle,KirkCh00,off_pct,0%,,,,,
player,201611060cle,cle,KirkCh00,defense,73,,,,,
player,201611060cle,cle,KirkCh00,def_pct,100%,,,,,
player,201611060cle,cle,KirkCh00,special_teams,10,,,,,
player,201611060cle,cle,KirkCh00,st_pct,42%,,,,,
player,201611060cle,cle,CollJa00,pos,LB,,,,,
player,201611060cle,cle,CollJa00,offense,0,,,,,
player,201611060cle,cle,CollJa00,off_pct,0%,,,,,
player,201611060cle,cle,CollJa00,defense,73,,,,,
player,201611060cle,cle,CollJa00,def_pct,100%,,,,,
player,201611060cle,cle,CollJa00,special_teams,1,,,,,
player,201611060cle,cle,CollJa00,st_pct,4%,,,,,
player,201611060cle,cle,HadeJo99,pos,CB,,,,,
player,201611060cle,cle,HadeJo99,offense,0,,,,,
player,201611060cle,cle,HadeJo99,off_pct,0%,,,,,
player,201611060cle,cle,HadeJo99,defense,67,,,,,
player,201611060cle,cle,HadeJo99,def_pct,92%,,,,,
player,201611060cle,cle,HadeJo99,special_teams,7,,,,,
player,201611060cle,cle,HadeJo99,st_pct,29%,,,,,
player,201611060cle,cle,MedeJa00,pos,NT,,,,,
player,201611060cle,cle,MedeJa00,offense,0,,,,,
player,201611060cle,cle,MedeJa00,off_pct,0%,,,,,
player,201611060cle,cle,MedeJa00,defense,64,,,,,
player,201611060cle,cle,MedeJa00,def_pct,88%,,,,,
player,201611060cle,cle,MedeJa00,special_teams,8,,,,,
player,201611060cle,cle,MedeJa00,st_pct,33%,,,,,
player,201611060cle,cle,ShelDa01,pos,NT,,,,,
player,201611060cle,cle,ShelDa01,offense,0,,,,,
player,201611060cle,cle,ShelDa01,off_pct,0%,,,,,
player,201611060cle,cle,ShelDa01,defense,59,,,,,
player,201611060cle,cle,ShelDa01,def_pct,81%,,,,,
player,201611060cle,cle,ShelDa01,special_teams,1,,,,,
player,201611060cle,cle,ShelDa01,st_pct,4%,,,,,
player,201611060cle,cle,OgbaEm00,pos,LB,,,,,
player,201611060cle,cle,OgbaEm00,offense,0,,,,,
player,201611060cle,cle,OgbaEm00,off_pct,0%,,,,,
player,201611060cle,cle,OgbaEm00,defense,50,,,,,
player,201611060cle,cle,OgbaEm00,def_pct,68%,,,,,
player,201611060cle,cle,OgbaEm00,special_teams,9,,,,,
player,201611060cle,cle,OgbaEm00,st_pct,38%,,,,,
player,201611060cle,cle,DaviDe00,pos,LB,,,,,
player,201611060cle,cle,DaviDe00,offense,0,,,,,
player,201611060cle,cle,DaviDe00,off_pct,0%,,,,,
player,201611060cle,cle,DaviDe00,defense,49,,,,,
player,201611060cle,cle,DaviDe00,def_pct,67%,,,,,
player,201611060cle,cle,DaviDe00,special_teams,5,,,,,
player,201611060cle,cle,DaviDe00,st_pct,21%,,,,,
player,201611060cle,cle,WillTr99,pos,CB,,,,,
player,201611060cle,cle,WillTr99,offense,0,,,,,
player,201611060cle,cle,WillTr99,off_pct,0%,,,,,
player,201611060cle,cle,WillTr99,defense,49,,,,,
player,201611060cle,cle,WillTr99,def_pct,67%,,,,,
player,201611060cle,cle,WillTr99,special_teams,1,,,,,
player,201611060cle,cle,WillTr99,st_pct,4%,,,,,
player,201611060cle,cle,BoddBr01,pos,CB,,,,,
player,201611060cle,cle,BoddBr01,offense,0,,,,,
player,201611060cle,cle,BoddBr01,off_pct,0%,,,,,
player,201611060cle,cle,BoddBr01,defense,44,,,,,
player,201611060cle,cle,BoddBr01,def_pct,60%,,,,,
player,201611060cle,cle,BoddBr01,special_teams,12,,,,,
player,201611060cle,cle,BoddBr01,st_pct,50%,,,,,
player,201611060cle,cle,CoopXa00,pos,DE,,,,,
player,201611060cle,cle,CoopXa00,offense,0,,,,,
player,201611060cle,cle,CoopXa00,off_pct,0%,,,,,
player,201611060cle,cle,CoopXa00,defense,43,,,,,
player,201611060cle,cle,CoopXa00,def_pct,59%,,,,,
player,201611060cle,cle,CoopXa00,special_teams,6,,,,,
player,201611060cle,cle,CoopXa00,st_pct,25%,,,,,
player,201611060cle,cle,HowaTr02,pos,CB,,,,,
player,201611060cle,cle,HowaTr02,offense,0,,,,,
player,201611060cle,cle,HowaTr02,off_pct,0%,,,,,
player,201611060cle,cle,HowaTr02,defense,41,,,,,
player,201611060cle,cle,HowaTr02,def_pct,56%,,,,,
player,201611060cle,cle,HowaTr02,special_teams,5,,,,,
player,201611060cle,cle,HowaTr02,st_pct,21%,,,,,
player,201611060cle,cle,KindDe00,pos,SS,,,,,
player,201611060cle,cle,KindDe00,offense,0,,,,,
player,201611060cle,cle,KindDe00,off_pct,0%,,,,,
player,201611060cle,cle,KindDe00,defense,38,,,,,
player,201611060cle,cle,KindDe00,def_pct,52%,,,,,
player,201611060cle,cle,KindDe00,special_teams,16,,,,,
player,201611060cle,cle,KindDe00,st_pct,67%,,,,,
player,201611060cle,cle,CampIb00,pos,SS,,,,,
player,201611060cle,cle,CampIb00,offense,0,,,,,
player,201611060cle,cle,CampIb00,off_pct,0%,,,,,
player,201611060cle,cle,CampIb00,defense,32,,,,,
player,201611060cle,cle,CampIb00,def_pct,44%,,,,,
player,201611060cle,cle,CampIb00,special_teams,15,,,,,
player,201611060cle,cle,CampIb00,st_pct,62%,,,,,
player,201611060cle,cle,JohnCa01,pos,LB,,,,,
player,201611060cle,cle,JohnCa01,offense,0,,,,,
player,201611060cle,cle,JohnCa01,off_pct,0%,,,,,
player,201611060cle,cle,JohnCa01,defense,31,,,,,
player,201611060cle,cle,JohnCa01,def_pct,42%,,,,,
player,201611060cle,cle,JohnCa01,special_teams,10,,,,,
player,201611060cle,cle,JohnCa01,st_pct,42%,,,,,
player,201611060cle,cle,ReynEd00,pos,FS,,,,,
player,201611060cle,cle,ReynEd00,offense,0,,,,,
player,201611060cle,cle,ReynEd00,off_pct,0%,,,,,
player,201611060cle,cle,ReynEd00,defense,30,,,,,
player,201611060cle,cle,ReynEd00,def_pct,41%,,,,,
player,201611060cle,cle,ReynEd00,special_teams,16,,,,,
player,201611060cle,cle,ReynEd00,st_pct,67%,,,,,
player,201611060cle,cle,SchoJo00,pos,LB,,,,,
player,201611060cle,cle,SchoJo00,offense,0,,,,,
player,201611060cle,cle,SchoJo00,off_pct,0%,,,,,
player,201611060cle,cle,SchoJo00,defense,17,,,,,
player,201611060cle,cle,SchoJo00,def_pct,23%,,,,,
player,201611060cle,cle,SchoJo00,special_teams,15,,,,,
player,201611060cle,cle,SchoJo00,st_pct,62%,,,,,
player,201611060cle,cle,NassCa00,pos,DE,,,,,
player,201611060cle,cle,NassCa00,offense,0,,,,,
player,201611060cle,cle,NassCa00,off_pct,0%,,,,,
player,201611060cle,cle,NassCa00,defense,17,,,,,
player,201611060cle,cle,NassCa00,def_pct,23%,,,,,
player,201611060cle,cle,NassCa00,special_teams,4,,,,,
player,201611060cle,cle,NassCa00,st_pct,17%,,,,,
player,201611060cle,cle,HolmTy01,pos,DE,,,,,
player,201611060cle,cle,HolmTy01,offense,0,,,,,
player,201611060cle,cle,HolmTy01,off_pct,0%,,,,,
player,201611060cle,cle,HolmTy01,defense,11,,,,,
player,201611060cle,cle,HolmTy01,def_pct,15%,,,,,
player,201611060cle,cle,HolmTy01,special_teams,1,,,,,
player,201611060cle,cle,HolmTy01,st_pct,4%,,,,,
player,201611060cle,cle,TaylJa01,pos,CB,,,,,
player,201611060cle,cle,TaylJa01,offense,0,,,,,
player,201611060cle,cle,TaylJa01,off_pct,0%,,,,,
player,201611060cle,cle,TaylJa01,defense,10,,,,,
player,201611060cle,cle,TaylJa01,def_pct,14%,,,,,
player,201611060cle,cle,TaylJa01,special_teams,0,,,,,
player,201611060cle,cle,TaylJa01,st_pct,0%,,,,,
player,201611060cle,cle,BurlMa00,pos,CB,,,,,
player,201611060cle,cle,BurlMa00,offense,0,,,,,
player,201611060cle,cle,BurlMa00,off_pct,0%,,,,,
player,201611060cle,cle,BurlMa00,defense,5,,,,,
player,201611060cle,cle,BurlMa00,def_pct,7%,,,,,
player,201611060cle,cle,BurlMa00,special_teams,7,,,,,
player,201611060cle,cle,BurlMa00,st_pct,29%,,,,,
player,201611060cle,cle,CardTa00,pos,LB,,,,,
player,201611060cle,cle,CardTa00,offense,0,,,,,
player,201611060cle,cle,CardTa00,off_pct,0%,,,,,
player,201611060cle,cle,CardTa00,defense,0,,,,,
player,201611060cle,cle,CardTa00,def_pct,0%,,,,,
player,201611060cle,cle,CardTa00,special_teams,20,,,,,
player,201611060cle,cle,CardTa00,st_pct,83%,,,,,
player,201611060cle,cle,AlexDo01,pos,LB,,,,,
player,201611060cle,cle,AlexDo01,offense,0,,,,,
player,201611060cle,cle,AlexDo01,off_pct,0%,,,,,
player,201611060cle,cle,AlexDo01,defense,0,,,,,
player,201611060cle,cle,AlexDo01,def_pct,0%,,,,,
player,201611060cle,cle,AlexDo01,special_teams,15,,,,,
player,201611060cle,cle,AlexDo01,st_pct,62%,,,,,
player,201611060cle,cle,AtkiGe01,pos,RB,,,,,
player,201611060cle,cle,AtkiGe01,offense,0,,,,,
player,201611060cle,cle,AtkiGe01,off_pct,0%,,,,,
player,201611060cle,cle,AtkiGe01,defense,0,,,,,
player,201611060cle,cle,AtkiGe01,def_pct,0%,,,,,
player,201611060cle,cle,AtkiGe01,special_teams,11,,,,,
player,201611060cle,cle,AtkiGe01,st_pct,46%,,,,,
player,201611060cle,cle,ColqBr00,pos,P,,,,,
player,201611060cle,cle,ColqBr00,offense,0,,,,,
player,201611060cle,cle,ColqBr00,off_pct,0%,,,,,
player,201611060cle,cle,ColqBr00,defense,0,,,,,
player,201611060cle,cle,ColqBr00,def_pct,0%,,,,,
player,201611060cle,cle,ColqBr00,special_teams,8,,,,,
player,201611060cle,cle,ColqBr00,st_pct,33%,,,,,
player,201611060cle,cle,HughCh01,pos,LS,,,,,
player,201611060cle,cle,HughCh01,offense,0,,,,,
player,201611060cle,cle,HughCh01,off_pct,0%,,,,,
player,201611060cle,cle,HughCh01,defense,0,,,,,
player,201611060cle,cle,HughCh01,def_pct,0%,,,,,
player,201611060cle,cle,HughCh01,special_teams,8,,,,,
player,201611060cle,cle,HughCh01,st_pct,33%,,,,,
player,201611060cle,cle,ParkCo03,pos,K,,,,,
player,201611060cle,cle,ParkCo03,offense,0,,,,,
player,201611060cle,cle,ParkCo03,off_pct,0%,,,,,
player,201611060cle,cle,ParkCo03,defense,0,,,,,
player,201611060cle,cle,ParkCo03,def_pct,0%,,,,,
player,201611060cle,cle,ParkCo03,special_teams,6,,,,,
player,201611060cle,cle,ParkCo03,st_pct,25%,,,,,
player,201611060cle,dal,MartZa00,pos,G,,,,,
player,201611060cle,dal,MartZa00,offense,73,,,,,
player,201611060cle,dal,MartZa00,off_pct,100%,,,,,
player,201611060cle,dal,MartZa00,defense,0,,,,,
player,201611060cle,dal,MartZa00,def_pct,0%,,,,,
player,201611060cle,dal,MartZa00,special_teams,5,,,,,
player,201611060cle,dal,MartZa00,st_pct,21%,,,,,
player,201611060cle,dal,FreeDo20,pos,T,,,,,
player,201611060cle,dal,FreeDo20,offense,73,,,,,
player,201611060cle,dal,FreeDo20,off_pct,100%,,,,,
player,201611060cle,dal,FreeDo20,defense,0,,,,,
player,201611060cle,dal,FreeDo20,def_pct,0%,,,,,
player,201611060cle,dal,FreeDo20,special_teams,5,,,,,
player,201611060cle,dal,FreeDo20,st_pct,21%,,,,,
player,201611060cle,dal,FredTr00,pos,C,,,,,
player,201611060cle,dal,FredTr00,offense,73,,,,,
player,201611060cle,dal,FredTr00,off_pct,100%,,,,,
player,201611060cle,dal,FredTr00,defense,0,,,,,
player,201611060cle,dal,FredTr00,def_pct,0%,,,,,
player,201611060cle,dal,FredTr00,special_teams,5,,,,,
player,201611060cle,dal,FredTr00,st_pct,21%,,,,,
player,201611060cle,dal,WittJa00,pos,TE,,,,,
player,201611060cle,dal,WittJa00,offense,70,,,,,
