game,2016,9,20161106,201611060cle,dal,"Dallas Cowboys",35,cle,"Cleveland Browns",10
player,201611060cle,dal,SancMa00,rush_td,0,,,,,
player,201611060cle,dal,SancMa00,rush_long,-1,,,,,
player,201611060cle,dal,SancMa00,targets,0,,,,,
player,201611060cle,dal,SancMa00,rec,0,,,,,
player,201611060cle,dal,SancMa00,rec_yds,0,,,,,
player,201611060cle,dal,SancMa00,rec_td,0,,,,,
player,201611060cle,dal,SancMa00,rec_long,0,,,,,
player,201611060cle,dal,SancMa00,fumbles,0,,,,,
player,201611060cle,dal,SancMa00,fumbles_lost,0,,,,,
player,201611060cle,dal,ElliEz00,pass_cmp,0,,,,,
player,201611060cle,dal,ElliEz00,pass_att,0,,,,,
player,201611060cle,dal,ElliEz00,pass_yds,0,,,,,
player,201611060cle,dal,ElliEz00,pass_td,0,,,,,
player,201611060cle,dal,ElliEz00,pass_int,0,,,,,
player,201611060cle,dal,ElliEz00,pass_sacked,0,,,,,
player,201611060cle,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,ElliEz00,pass_long,0,,,,,
player,201611060cle,dal,ElliEz00,pass_rating,,,,,,
player,201611060cle,dal,ElliEz00,rush_att,18,,,,,
player,201611060cle,dal,ElliEz00,rush_yds,92,,,,,
player,201611060cle,dal,ElliEz00,rush_td,2,,,,,
player,201611060cle,dal,ElliEz00,rush_long,15,,,,,
player,201611060cle,dal,ElliEz00,targets,1,,,,,
player,201611060cle,dal,ElliEz00,rec,1,,,,,
player,201611060cle,dal,ElliEz00,rec_yds,5,,,,,
player,201611060cle,dal,ElliEz00,rec_td,0,,,,,
player,201611060cle,dal,ElliEz00,rec_long,5,,,,,
player,201611060cle,dal,ElliEz00,fumbles,1,,,,,
player,201611060cle,dal,ElliEz00,fumbles_lost,0,,,,,
player,201611060cle,dal,MorrAl00,pass_cmp,0,,,,,
player,201611060cle,dal,MorrAl00,pass_att,0,,,,,
player,201611060cle,dal,MorrAl00,pass_yds,0,,,,,
player,201611060cle,dal,MorrAl00,pass_td,0,,,,,
player,201611060cle,dal,MorrAl00,pass_int,0,,,,,
player,201611060cle,dal,MorrAl00,pass_sacked,0,,,,,
player,201611060cle,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,MorrAl00,pass_long,0,,,,,
player,201611060cle,dal,MorrAl00,pass_rating,,,,,,
player,201611060cle,dal,MorrAl00,rush_att,17,,,,,
player,201611060cle,dal,MorrAl00,rush_yds,56,,,,,
player,201611060cle,dal,MorrAl00,rush_td,0,,,,,
player,201611060cle,dal,MorrAl00,rush_long,13,,,,,
player,201611060cle,dal,MorrAl00,targets,0,,,,,
player,201611060cle,dal,MorrAl00,rec,0,,,,,
player,201611060cle,dal,MorrAl00,rec_yds,0,,,,,
player,201611060cle,dal,MorrAl00,rec_td,0,,,,,
player,201611060cle,dal,MorrAl00,rec_long,0,,,,,
player,201611060cle,dal,MorrAl00,fumbles,0,,,,,
player,201611060cle,dal,MorrAl00,fumbles_lost,0,,,,,
player,201611060cle,dal,WhitLu00,pass_cmp,0,,,,,
player,201611060cle,dal,WhitLu00,pass_att,0,,,,,
player,201611060cle,dal,WhitLu00,pass_yds,0,,,,,
player,201611060cle,dal,WhitLu00,pass_td,0,,,,,
player,201611060cle,dal,WhitLu00,pass_int,0,,,,,
player,201611060cle,dal,WhitLu00,pass_sacked,0,,,,,
player,201611060cle,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,WhitLu00,pass_long,0,,,,,
player,201611060cle,dal,WhitLu00,pass_rating,,,,,,
player,201611060cle,dal,WhitLu00,rush_att,1,,,,,
player,201611060cle,dal,WhitLu00,rush_yds,2,,,,,
player,201611060cle,dal,WhitLu00,rush_td,0,,,,,
player,201611060cle,dal,WhitLu00,rush_long,2,,,,,
player,201611060cle,dal,WhitLu00,targets,0,,,,,
player,201611060cle,dal,WhitLu00,rec,0,,,,,
player,201611060cle,dal,WhitLu00,rec_yds,0,,,,,
player,201611060cle,dal,WhitLu00,rec_td,0,,,,,
player,201611060cle,dal,WhitLu00,rec_long,0,,,,,
player,201611060cle,dal,WhitLu00,fumbles,0,,,,,
player,201611060cle,dal,WhitLu00,fumbles_lost,0,,,,,
player,201611060cle,dal,WittJa00,pass_cmp,0,,,,,
player,201611060cle,dal,WittJa00,pass_att,0,,,,,
player,201611060cle,dal,WittJa00,pass_yds,0,,,,,
player,201611060cle,dal,WittJa00,pass_td,0,,,,,
player,201611060cle,dal,WittJa00,pass_int,0,,,,,
player,201611060cle,dal,WittJa00,pass_sacked,0,,,,,
player,201611060cle,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,WittJa00,pass_long,0,,,,,
player,201611060cle,dal,WittJa00,pass_rating,,,,,,
player,201611060cle,dal,WittJa00,rush_att,0,,,,,
player,201611060cle,dal,WittJa00,rush_yds,0,,,,,
player,201611060cle,dal,WittJa00,rush_td,0,,,,,
player,201611060cle,dal,WittJa00,rush_long,0,,,,,
player,201611060cle,dal,WittJa00,targets,10,,,,,
player,201611060cle,dal,WittJa00,rec,8,,,,,
player,201611060cle,dal,WittJa00,rec_yds,134,,,,,
player,201611060cle,dal,WittJa00,rec_td,1,,,,,
player,201611060cle,dal,WittJa00,rec_long,35,,,,,
player,201611060cle,dal,WittJa00,fumbles,0,,,,,
player,201611060cle,dal,WittJa00,fumbles_lost,0,,,,,
player,201611060cle,dal,BeasCo00,pass_cmp,0,,,,,
player,201611060cle,dal,BeasCo00,pass_att,0,,,,,
player,201611060cle,dal,BeasCo00,pass_yds,0,,,,,
player,201611060cle,dal,BeasCo00,pass_td,0,,,,,
player,201611060cle,dal,BeasCo00,pass_int,0,,,,,
player,201611060cle,dal,BeasCo00,pass_sacked,0,,,,,
player,201611060cle,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,BeasCo00,pass_long,0,,,,,
player,201611060cle,dal,BeasCo00,pass_rating,,,,,,
player,201611060cle,dal,BeasCo00,rush_att,0,,,,,
player,201611060cle,dal,BeasCo00,rush_yds,0,,,,,
player,201611060cle,dal,BeasCo00,rush_td,0,,,,,
player,201611060cle,dal,BeasCo00,rush_long,0,,,,,
player,201611060cle,dal,BeasCo00,targets,6,,,,,
player,201611060cle,dal,BeasCo00,rec,6,,,,,
player,201611060cle,dal,BeasCo00,rec_yds,56,,,,,
player,201611060cle,dal,BeasCo00,rec_td,1,,,,,
player,201611060cle,dal,BeasCo00,rec_long,18,,,,,
player,201611060cle,dal,BeasCo00,fumbles,0,,,,,
player,201611060cle,dal,BeasCo00,fumbles_lost,0,,,,,
player,201611060cle,dal,WillTe01,pass_cmp,0,,,,,
player,201611060cle,dal,WillTe01,pass_att,0,,,,,
player,201611060cle,dal,WillTe01,pass_yds,0,,,,,
player,201611060cle,dal,WillTe01,pass_td,0,,,,,
player,201611060cle,dal,WillTe01,pass_int,0,,,,,
player,201611060cle,dal,WillTe01,pass_sacked,0,,,,,
player,201611060cle,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201611060cle,dal,WillTe01,pass_long,0,,,,,
player,201611060cle,dal,WillTe01,pass_rating,,,,,,
player,201611060cle,dal,WillTe01,rush_att,0,,,,,
player,201611060cle,dal,WillTe01,rush_yds,0,,,,,
player,201611060cle,dal,WillTe01,rush_td,0,,,,,
player,201611060cle,dal,WillTe01,rush_long,0,,,,,
player,201611060cle,dal,WillTe01,targets,3,,,,,
player,201611060cle,dal,WillTe01,rec,2,,,,,
player,201611060cle,dal,WillTe01,rec_yds,19,,,,,
player,201611060cle,dal,WillTe01,rec_td,0,,,,,
player,201611060cle,dal,WillTe01,rec_long,15,,,,,
player,201611060cle,dal,WillTe01,fumbles,0,,,,,
player,201611060cle,dal,WillTe01,fumbles_lost,0,,,,,
player,201611060cle,dal,BryaDe01,pass_cmp,0,,,,,
player,201611060cle,dal,BryaDe01,pass_att,0,,,,,
player,201611060cle,dal,BryaDe01,pass_yds,0,,,,,
player,201611060cle,dal,BryaDe01,pass_td,0,,,,,
player,201611060cle,dal,BryaDe01,pass_int,0,,,,,
player,201611060cle,dal,BryaDe01,pass_sacked,0,,,,,
player,201611060cle,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201611060cle,dal,BryaDe01,pass_long,0,,,,,
player,201611060cle,dal,BryaDe01,pass_rating,,,,,,
player,201611060cle,dal,BryaDe01,rush_att,0,,,,,
player,201611060cle,dal,BryaDe01,rush_yds,0,,,,,
player,201611060cle,dal,BryaDe01,rush_td,0,,,,,
player,201611060cle,dal,BryaDe01,rush_long,0,,,,,
player,201611060cle,dal,BryaDe01,targets,4,,,,,
player,201611060cle,dal,BryaDe01,rec,1,,,,,
player,201611060cle,dal,BryaDe01,rec_yds,19,,,,,
player,201611060cle,dal,BryaDe01,rec_td,0,,,,,
player,201611060cle,dal,BryaDe01,rec_long,19,,,,,
player,201611060cle,dal,BryaDe01,fumbles,0,,,,,
player,201611060cle,dal,BryaDe01,fumbles_lost,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_cmp,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_att,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_yds,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_td,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_int,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_sacked,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_long,0,,,,,
player,201611060cle,dal,SwaiGe00,pass_rating,,,,,,
player,201611060cle,dal,SwaiGe00,rush_att,0,,,,,
player,201611060cle,dal,SwaiGe00,rush_yds,0,,,,,
player,201611060cle,dal,SwaiGe00,rush_td,0,,,,,
player,201611060cle,dal,SwaiGe00,rush_long,0,,,,,
player,201611060cle,dal,SwaiGe00,targets,2,,,,,
player,201611060cle,dal,SwaiGe00,rec,2,,,,,
player,201611060cle,dal,SwaiGe00,rec_yds,11,,,,,
player,201611060cle,dal,SwaiGe00,rec_td,0,,,,,
player,201611060cle,dal,SwaiGe00,rec_long,8,,,,,
player,201611060cle,dal,SwaiGe00,fumbles,0,,,,,
player,201611060cle,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201611060cle,dal,ButlBr00,pass_cmp,0,,,,,
player,201611060cle,dal,ButlBr00,pass_att,0,,,,,
player,201611060cle,dal,ButlBr00,pass_yds,0,,,,,
player,201611060cle,dal,ButlBr00,pass_td,0,,,,,
player,201611060cle,dal,ButlBr00,pass_int,0,,,,,
player,201611060cle,dal,ButlBr00,pass_sacked,0,,,,,
player,201611060cle,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,ButlBr00,pass_long,0,,,,,
player,201611060cle,dal,ButlBr00,pass_rating,,,,,,
player,201611060cle,dal,ButlBr00,rush_att,0,,,,,
player,201611060cle,dal,ButlBr00,rush_yds,0,,,,,
player,201611060cle,dal,ButlBr00,rush_td,0,,,,,
player,201611060cle,dal,ButlBr00,rush_long,0,,,,,
player,201611060cle,dal,ButlBr00,targets,1,,,,,
player,201611060cle,dal,ButlBr00,rec,1,,,,,
player,201611060cle,dal,ButlBr00,rec_yds,9,,,,,
player,201611060cle,dal,ButlBr00,rec_td,0,,,,,
player,201611060cle,dal,ButlBr00,rec_long,9,,,,,
player,201611060cle,dal,ButlBr00,fumbles,0,,,,,
player,201611060cle,dal,ButlBr00,fumbles_lost,0,,,,,
player,201611060cle,dal,EscoGa00,pass_cmp,0,,,,,
player,201611060cle,dal,EscoGa00,pass_att,0,,,,,
player,201611060cle,dal,EscoGa00,pass_yds,0,,,,,
player,201611060cle,dal,EscoGa00,pass_td,0,,,,,
player,201611060cle,dal,EscoGa00,pass_int,0,,,,,
player,201611060cle,dal,EscoGa00,pass_sacked,0,,,,,
player,201611060cle,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201611060cle,dal,EscoGa00,pass_long,0,,,,,
player,201611060cle,dal,EscoGa00,pass_rating,,,,,,
player,201611060cle,dal,EscoGa00,rush_att,0,,,,,
player,201611060cle,dal,EscoGa00,rush_yds,0,,,,,
player,201611060cle,dal,EscoGa00,rush_td,0,,,,,
player,201611060cle,dal,EscoGa00,rush_long,0,,,,,
player,201611060cle,dal,EscoGa00,targets,1,,,,,
player,201611060cle,dal,EscoGa00,rec,1,,,,,
player,201611060cle,dal,EscoGa00,rec_yds,2,,,,,
player,201611060cle,dal,EscoGa00,rec_td,1,,,,,
player,201611060cle,dal,EscoGa00,rec_long,2,,,,,
player,201611060cle,dal,EscoGa00,fumbles,0,,,,,
player,201611060cle,dal,EscoGa00,fumbles_lost,0,,,,,
player,201611060cle,cle,KessCo00,pass_cmp,19,,,,,
player,201611060cle,cle,KessCo00,pass_att,27,,,,,
player,201611060cle,cle,KessCo00,pass_yds,203,,,,,
player,201611060cle,cle,KessCo00,pass_td,1,,,,,
player,201611060cle,cle,KessCo00,pass_int,0,,,,,
player,201611060cle,cle,KessCo00,pass_sacked,4,,,,,
player,201611060cle,cle,KessCo00,pass_sacked_yds,26,,,,,
player,201611060cle,cle,KessCo00,pass_long,44,,,,,
player,201611060cle,cle,KessCo00,pass_rating,104.4,,,,,
player,201611060cle,cle,KessCo00,rush_att,2,,,,,
player,201611060cle,cle,KessCo00,rush_yds,11,,,,,
player,201611060cle,cle,KessCo00,rush_td,0,,,,,
player,201611060cle,cle,KessCo00,rush_long,8,,,,,
player,201611060cle,cle,KessCo00,targets,0,,,,,
player,201611060cle,cle,KessCo00,rec,0,,,,,
player,201611060cle,cle,KessCo00,rec_yds,0,,,,,
player,201611060cle,cle,KessCo00,rec_td,0,,,,,
player,201611060cle,cle,KessCo00,rec_long,0,,,,,
player,201611060cle,cle,KessCo00,fumbles,0,,,,,
player,201611060cle,cle,KessCo00,fumbles_lost,0,,,,,
player,201611060cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201611060cle,cle,JohnDu00,pass_att,0,,,,,
player,201611060cle,cle,JohnDu00,pass_yds,0,,,,,
player,201611060cle,cle,JohnDu00,pass_td,0,,,,,
player,201611060cle,cle,JohnDu00,pass_int,0,,,,,
player,201611060cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201611060cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201611060cle,cle,JohnDu00,pass_long,0,,,,,
player,201611060cle,cle,JohnDu00,pass_rating,,,,,,
player,201611060cle,cle,JohnDu00,rush_att,5,,,,,
player,201611060cle,cle,JohnDu00,rush_yds,30,,,,,
player,201611060cle,cle,JohnDu00,rush_td,0,,,,,
player,201611060cle,cle,JohnDu00,rush_long,9,,,,,
player,201611060cle,cle,JohnDu00,targets,2,,,,,
player,201611060cle,cle,JohnDu00,rec,2,,,,,
player,201611060cle,cle,JohnDu00,rec_yds,16,,,,,
player,201611060cle,cle,JohnDu00,rec_td,0,,,,,
player,201611060cle,cle,JohnDu00,rec_long,9,,,,,
player,201611060cle,cle,JohnDu00,fumbles,0,,,,,
player,201611060cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201611060cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201611060cle,cle,CrowIs00,pass_att,0,,,,,
player,201611060cle,cle,CrowIs00,pass_yds,0,,,,,
player,201611060cle,cle,CrowIs00,pass_td,0,,,,,
player,201611060cle,cle,CrowIs00,pass_int,0,,,,,
player,201611060cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201611060cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201611060cle,cle,CrowIs00,pass_long,0,,,,,
player,201611060cle,cle,CrowIs00,pass_rating,,,,,,
player,201611060cle,cle,CrowIs00,rush_att,6,,,,,
player,201611060cle,cle,CrowIs00,rush_yds,4,,,,,
player,201611060cle,cle,CrowIs00,rush_td,0,,,,,
player,201611060cle,cle,CrowIs00,rush_long,8,,,,,
player,201611060cle,cle,CrowIs00,targets,4,,,,,
player,201611060cle,cle,CrowIs00,rec,4,,,,,
player,201611060cle,cle,CrowIs00,rec_yds,63,,,,,
player,201611060cle,cle,CrowIs00,rec_td,0,,,,,
player,201611060cle,cle,CrowIs00,rec_long,44,,,,,
player,201611060cle,cle,CrowIs00,fumbles,0,,,,,
player,201611060cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201611060cle,cle,PryoTe00,pass_cmp,0,,,,,
player,201611060cle,cle,PryoTe00,pass_att,0,,,,,
player,201611060cle,cle,PryoTe00,pass_yds,0,,,,,
player,201611060cle,cle,PryoTe00,pass_td,0,,,,,
player,201611060cle,cle,PryoTe00,pass_int,0,,,,,
player,201611060cle,cle,PryoTe00,pass_sacked,0,,,,,
player,201611060cle,cle,PryoTe00,pass_sacked_yds,0,,,,,
player,201611060cle,cle,PryoTe00,pass_long,0,,,,,
player,201611060cle,cle,PryoTe00,pass_rating,,,,,,
player,201611060cle,cle,PryoTe00,rush_att,0,,,,,
player,201611060cle,cle,PryoTe00,rush_yds,0,,,,,
player,201611060cle,cle,PryoTe00,rush_td,0,,,,,
player,201611060cle,cle,PryoTe00,rush_long,0,,,,,
player,201611060cle,cle,PryoTe00,targets,7,,,,,
player,201611060cle,cle,PryoTe00,rec,5,,,,,
player,201611060cle,cle,PryoTe00,rec_yds,47,,,,,
player,201611060cle,cle,PryoTe00,rec_td,1,,,,,
player,201611060cle,cle,PryoTe00,rec_long,16,,,,,
player,201611060cle,cle,PryoTe00,fumbles,0,,,,,
player,201611060cle,cle,PryoTe00,fumbles_lost,0,,,,,
player,201611060cle,cle,ColeCo00,pass_cmp,0,,,,,
player,201611060cle,cle,ColeCo00,pass_att,0,,,,,
player,201611060cle,cle,ColeCo00,pass_yds,0,,,,,
player,201611060cle,cle,ColeCo00,pass_td,0,,,,,
player,201611060cle,cle,ColeCo00,pass_int,0,,,,,
player,201611060cle,cle,ColeCo00,pass_sacked,0,,,,,
player,201611060cle,cle,ColeCo00,pass_sacked_yds,0,,,,,
player,201611060cle,cle,ColeCo00,pass_long,0,,,,,
player,201611060cle,cle,ColeCo00,pass_rating,,,,,,
player,201611060cle,cle,ColeCo00,rush_att,0,,,,,
player,201611060cle,cle,ColeCo00,rush_yds,0,,,,,
player,201611060cle,cle,ColeCo00,rush_td,0,,,,,
player,201611060cle,cle,ColeCo00,rush_long,0,,,,,
player,201611060cle,cle,ColeCo00,targets,7,,,,,
player,201611060cle,cle,ColeCo00,rec,3,,,,,
player,201611060cle,cle,ColeCo00,rec_yds,41,,,,,
player,201611060cle,cle,ColeCo00,rec_td,0,,,,,
player,201611060cle,cle,ColeCo00,rec_long,18,,,,,
player,201611060cle,cle,ColeCo00,fumbles,0,,,,,
player,201611060cle,cle,ColeCo00,fumbles_lost,0,,,,,
player,201611060cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201611060cle,cle,BarnGa01,pass_att,0,,,,,
player,201611060cle,cle,BarnGa01,pass_yds,0,,,,,
player,201611060cle,cle,BarnGa01,pass_td,0,,,,,
player,201611060cle,cle,BarnGa01,pass_int,0,,,,,
player,201611060cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201611060cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201611060cle,cle,BarnGa01,pass_long,0,,,,,
player,201611060cle,cle,BarnGa01,pass_rating,,,,,,
player,201611060cle,cle,BarnGa01,rush_att,0,,,,,
player,201611060cle,cle,BarnGa01,rush_yds,0,,,,,
player,201611060cle,cle,BarnGa01,rush_td,0,,,,,
player,201611060cle,cle,BarnGa01,rush_long,0,,,,,
player,201611060cle,cle,BarnGa01,targets,3,,,,,
player,201611060cle,cle,BarnGa01,rec,3,,,,,
player,201611060cle,cle,BarnGa01,rec_yds,23,,,,,
player,201611060cle,cle,BarnGa01,rec_td,0,,,,,
player,201611060cle,cle,BarnGa01,rec_long,9,,,,,
player,201611060cle,cle,BarnGa01,fumbles,0,,,,,
player,201611060cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201611060cle,cle,HawkAn00,pass_cmp,0,,,,,
player,201611060cle,cle,HawkAn00,pass_att,0,,,,,
player,201611060cle,cle,HawkAn00,pass_yds,0,,,,,
player,201611060cle,cle,HawkAn00,pass_td,0,,,,,
player,201611060cle,cle,HawkAn00,pass_int,0,,,,,
player,201611060cle,cle,HawkAn00,pass_sacked,0,,,,,
player,201611060cle,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201611060cle,cle,HawkAn00,pass_long,0,,,,,
player,201611060cle,cle,HawkAn00,pass_rating,,,,,,
player,201611060cle,cle,HawkAn00,rush_att,0,,,,,
player,201611060cle,cle,HawkAn00,rush_yds,0,,,,,
player,201611060cle,cle,HawkAn00,rush_td,0,,,,,
player,201611060cle,cle,HawkAn00,rush_long,0,,,,,
player,201611060cle,cle,HawkAn00,targets,4,,,,,
player,201611060cle,cle,HawkAn00,rec,2,,,,,
player,201611060cle,cle,HawkAn00,rec_yds,13,,,,,
player,201611060cle,cle,HawkAn00,rec_td,0,,,,,
player,201611060cle,cle,HawkAn00,rec_long,9,,,,,
player,201611060cle,cle,HawkAn00,fumbles,0,,,,,
player,201611060cle,cle,HawkAn00,fumbles_lost,0,,,,,
player,201611060cle,dal,CollMa00,def_int,0,,,,,
player,201611060cle,dal,CollMa00,def_int_yds,0,,,,,
player,201611060cle,dal,CollMa00,def_int_td,0,,,,,
player,201611060cle,dal,CollMa00,def_int_long,0,,,,,
player,201611060cle,dal,CollMa00,pass_defended,0,,,,,
player,201611060cle,dal,CollMa00,sacks,2.0,,,,,
player,201611060cle,dal,CollMa00,tackles_combined,3,,,,,
player,201611060cle,dal,CollMa00,tackles_solo,3,,,,,
player,201611060cle,dal,CollMa00,tackles_assists,0,,,,,
player,201611060cle,dal,CollMa00,tackles_loss,2,,,,,
player,201611060cle,dal,CollMa00,qb_hits,2,,,,,
player,201611060cle,dal,CollMa00,fumbles_rec,0,,,,,
player,201611060cle,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,CollMa00,fumbles_forced,0,,,,,
player,201611060cle,dal,DuraJu99,def_int,0,,,,,
player,201611060cle,dal,DuraJu99,def_int_yds,0,,,,,
player,201611060cle,dal,DuraJu99,def_int_td,0,,,,,
player,201611060cle,dal,DuraJu99,def_int_long,0,,,,,
player,201611060cle,dal,DuraJu99,pass_defended,0,,,,,
player,201611060cle,dal,DuraJu99,sacks,1.0,,,,,
player,201611060cle,dal,DuraJu99,tackles_combined,2,,,,,
player,201611060cle,dal,DuraJu99,tackles_solo,2,,,,,
player,201611060cle,dal,DuraJu99,tackles_assists,0,,,,,
player,201611060cle,dal,DuraJu99,tackles_loss,1,,,,,
player,201611060cle,dal,DuraJu99,qb_hits,1,,,,,
player,201611060cle,dal,DuraJu99,fumbles_rec,0,,,,,
player,201611060cle,dal,DuraJu99,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,DuraJu99,fumbles_rec_td,0,,,,,
player,201611060cle,dal,DuraJu99,fumbles_forced,0,,,,,
player,201611060cle,dal,HitcAn00,def_int,0,,,,,
player,201611060cle,dal,HitcAn00,def_int_yds,0,,,,,
player,201611060cle,dal,HitcAn00,def_int_td,0,,,,,
player,201611060cle,dal,HitcAn00,def_int_long,0,,,,,
player,201611060cle,dal,HitcAn00,pass_defended,0,,,,,
player,201611060cle,dal,HitcAn00,sacks,0.5,,,,,
player,201611060cle,dal,HitcAn00,tackles_combined,6,,,,,
player,201611060cle,dal,HitcAn00,tackles_solo,3,,,,,
player,201611060cle,dal,HitcAn00,tackles_assists,3,,,,,
player,201611060cle,dal,HitcAn00,tackles_loss,0,,,,,
player,201611060cle,dal,HitcAn00,qb_hits,1,,,,,
player,201611060cle,dal,HitcAn00,fumbles_rec,0,,,,,
player,201611060cle,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201611060cle,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201611060cle,dal,HitcAn00,fumbles_forced,0,,,,,
player,201611060cle,dal,WilsDa02,def_int,0,,,,,
player,201611060cle,dal,WilsDa02,def_int_yds,0,,,,,
player,201611060cle,dal,WilsDa02,def_int_td,0,,,,,
player,201611060cle,dal,WilsDa02,def_int_long,0,,,,,
player,201611060cle,dal,WilsDa02,pass_defended,0,,,,,
player,201611060cle,dal,WilsDa02,sacks,0.5,,,,,
