game,2016,7,20161023,201610230phi,min,"Minnesota Vikings",10,phi,"Philadelphia Eagles",21
player,201610230phi,min,AsiaMa00,targets,8,,,,,
player,201610230phi,min,AsiaMa00,rec,6,,,,,
player,201610230phi,min,AsiaMa00,rec_yds,25,,,,,
player,201610230phi,min,AsiaMa00,rec_td,0,,,,,
player,201610230phi,min,AsiaMa00,rec_long,7,,,,,
player,201610230phi,min,AsiaMa00,fumbles,0,,,,,
player,201610230phi,min,AsiaMa00,fumbles_lost,0,,,,,
player,201610230phi,min,McKiJe00,pass_cmp,0,,,,,
player,201610230phi,min,McKiJe00,pass_att,0,,,,,
player,201610230phi,min,McKiJe00,pass_yds,0,,,,,
player,201610230phi,min,McKiJe00,pass_td,0,,,,,
player,201610230phi,min,McKiJe00,pass_int,0,,,,,
player,201610230phi,min,McKiJe00,pass_sacked,0,,,,,
player,201610230phi,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201610230phi,min,McKiJe00,pass_long,0,,,,,
player,201610230phi,min,McKiJe00,pass_rating,,,,,,
player,201610230phi,min,McKiJe00,rush_att,11,,,,,
player,201610230phi,min,McKiJe00,rush_yds,43,,,,,
player,201610230phi,min,McKiJe00,rush_td,0,,,,,
player,201610230phi,min,McKiJe00,rush_long,9,,,,,
player,201610230phi,min,McKiJe00,targets,1,,,,,
player,201610230phi,min,McKiJe00,rec,1,,,,,
player,201610230phi,min,McKiJe00,rec_yds,5,,,,,
player,201610230phi,min,McKiJe00,rec_td,0,,,,,
player,201610230phi,min,McKiJe00,rec_long,5,,,,,
player,201610230phi,min,McKiJe00,fumbles,0,,,,,
player,201610230phi,min,McKiJe00,fumbles_lost,0,,,,,
player,201610230phi,min,LineZa01,pass_cmp,0,,,,,
player,201610230phi,min,LineZa01,pass_att,0,,,,,
player,201610230phi,min,LineZa01,pass_yds,0,,,,,
player,201610230phi,min,LineZa01,pass_td,0,,,,,
player,201610230phi,min,LineZa01,pass_int,0,,,,,
player,201610230phi,min,LineZa01,pass_sacked,0,,,,,
player,201610230phi,min,LineZa01,pass_sacked_yds,0,,,,,
player,201610230phi,min,LineZa01,pass_long,0,,,,,
player,201610230phi,min,LineZa01,pass_rating,,,,,,
player,201610230phi,min,LineZa01,rush_att,2,,,,,
player,201610230phi,min,LineZa01,rush_yds,2,,,,,
player,201610230phi,min,LineZa01,rush_td,0,,,,,
player,201610230phi,min,LineZa01,rush_long,2,,,,,
player,201610230phi,min,LineZa01,targets,0,,,,,
player,201610230phi,min,LineZa01,rec,0,,,,,
player,201610230phi,min,LineZa01,rec_yds,0,,,,,
player,201610230phi,min,LineZa01,rec_td,0,,,,,
player,201610230phi,min,LineZa01,rec_long,0,,,,,
player,201610230phi,min,LineZa01,fumbles,0,,,,,
player,201610230phi,min,LineZa01,fumbles_lost,0,,,,,
player,201610230phi,min,PattCo00,pass_cmp,0,,,,,
player,201610230phi,min,PattCo00,pass_att,0,,,,,
player,201610230phi,min,PattCo00,pass_yds,0,,,,,
player,201610230phi,min,PattCo00,pass_td,0,,,,,
player,201610230phi,min,PattCo00,pass_int,0,,,,,
player,201610230phi,min,PattCo00,pass_sacked,0,,,,,
player,201610230phi,min,PattCo00,pass_sacked_yds,0,,,,,
player,201610230phi,min,PattCo00,pass_long,0,,,,,
player,201610230phi,min,PattCo00,pass_rating,,,,,,
player,201610230phi,min,PattCo00,rush_att,0,,,,,
player,201610230phi,min,PattCo00,rush_yds,0,,,,,
player,201610230phi,min,PattCo00,rush_td,0,,,,,
player,201610230phi,min,PattCo00,rush_long,0,,,,,
player,201610230phi,min,PattCo00,targets,7,,,,,
player,201610230phi,min,PattCo00,rec,7,,,,,
player,201610230phi,min,PattCo00,rec_yds,67,,,,,
player,201610230phi,min,PattCo00,rec_td,1,,,,,
player,201610230phi,min,PattCo00,rec_long,15,,,,,
player,201610230phi,min,PattCo00,fumbles,0,,,,,
player,201610230phi,min,PattCo00,fumbles_lost,0,,,,,
player,201610230phi,min,RudoKy00,pass_cmp,0,,,,,
player,201610230phi,min,RudoKy00,pass_att,0,,,,,
player,201610230phi,min,RudoKy00,pass_yds,0,,,,,
player,201610230phi,min,RudoKy00,pass_td,0,,,,,
player,201610230phi,min,RudoKy00,pass_int,0,,,,,
player,201610230phi,min,RudoKy00,pass_sacked,0,,,,,
player,201610230phi,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201610230phi,min,RudoKy00,pass_long,0,,,,,
player,201610230phi,min,RudoKy00,pass_rating,,,,,,
player,201610230phi,min,RudoKy00,rush_att,0,,,,,
player,201610230phi,min,RudoKy00,rush_yds,0,,,,,
player,201610230phi,min,RudoKy00,rush_td,0,,,,,
player,201610230phi,min,RudoKy00,rush_long,0,,,,,
player,201610230phi,min,RudoKy00,targets,11,,,,,
player,201610230phi,min,RudoKy00,rec,5,,,,,
player,201610230phi,min,RudoKy00,rec_yds,55,,,,,
player,201610230phi,min,RudoKy00,rec_td,0,,,,,
player,201610230phi,min,RudoKy00,rec_long,22,,,,,
player,201610230phi,min,RudoKy00,fumbles,0,,,,,
player,201610230phi,min,RudoKy00,fumbles_lost,0,,,,,
player,201610230phi,min,ThieAd00,pass_cmp,0,,,,,
player,201610230phi,min,ThieAd00,pass_att,0,,,,,
player,201610230phi,min,ThieAd00,pass_yds,0,,,,,
player,201610230phi,min,ThieAd00,pass_td,0,,,,,
player,201610230phi,min,ThieAd00,pass_int,0,,,,,
player,201610230phi,min,ThieAd00,pass_sacked,0,,,,,
player,201610230phi,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201610230phi,min,ThieAd00,pass_long,0,,,,,
player,201610230phi,min,ThieAd00,pass_rating,,,,,,
player,201610230phi,min,ThieAd00,rush_att,0,,,,,
player,201610230phi,min,ThieAd00,rush_yds,0,,,,,
player,201610230phi,min,ThieAd00,rush_td,0,,,,,
player,201610230phi,min,ThieAd00,rush_long,0,,,,,
player,201610230phi,min,ThieAd00,targets,5,,,,,
player,201610230phi,min,ThieAd00,rec,2,,,,,
player,201610230phi,min,ThieAd00,rec_yds,52,,,,,
player,201610230phi,min,ThieAd00,rec_td,0,,,,,
player,201610230phi,min,ThieAd00,rec_long,27,,,,,
player,201610230phi,min,ThieAd00,fumbles,0,,,,,
player,201610230phi,min,ThieAd00,fumbles_lost,0,,,,,
player,201610230phi,min,DiggSt00,pass_cmp,0,,,,,
player,201610230phi,min,DiggSt00,pass_att,0,,,,,
player,201610230phi,min,DiggSt00,pass_yds,0,,,,,
player,201610230phi,min,DiggSt00,pass_td,0,,,,,
player,201610230phi,min,DiggSt00,pass_int,0,,,,,
player,201610230phi,min,DiggSt00,pass_sacked,0,,,,,
player,201610230phi,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201610230phi,min,DiggSt00,pass_long,0,,,,,
player,201610230phi,min,DiggSt00,pass_rating,,,,,,
player,201610230phi,min,DiggSt00,rush_att,0,,,,,
player,201610230phi,min,DiggSt00,rush_yds,0,,,,,
player,201610230phi,min,DiggSt00,rush_td,0,,,,,
player,201610230phi,min,DiggSt00,rush_long,0,,,,,
player,201610230phi,min,DiggSt00,targets,5,,,,,
player,201610230phi,min,DiggSt00,rec,2,,,,,
player,201610230phi,min,DiggSt00,rec_yds,18,,,,,
player,201610230phi,min,DiggSt00,rec_td,0,,,,,
player,201610230phi,min,DiggSt00,rec_long,14,,,,,
player,201610230phi,min,DiggSt00,fumbles,0,,,,,
player,201610230phi,min,DiggSt00,fumbles_lost,0,,,,,
player,201610230phi,min,JohnCh08,pass_cmp,0,,,,,
player,201610230phi,min,JohnCh08,pass_att,0,,,,,
player,201610230phi,min,JohnCh08,pass_yds,0,,,,,
player,201610230phi,min,JohnCh08,pass_td,0,,,,,
player,201610230phi,min,JohnCh08,pass_int,0,,,,,
player,201610230phi,min,JohnCh08,pass_sacked,0,,,,,
player,201610230phi,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201610230phi,min,JohnCh08,pass_long,0,,,,,
player,201610230phi,min,JohnCh08,pass_rating,,,,,,
player,201610230phi,min,JohnCh08,rush_att,0,,,,,
player,201610230phi,min,JohnCh08,rush_yds,0,,,,,
player,201610230phi,min,JohnCh08,rush_td,0,,,,,
player,201610230phi,min,JohnCh08,rush_long,0,,,,,
player,201610230phi,min,JohnCh08,targets,1,,,,,
player,201610230phi,min,JohnCh08,rec,0,,,,,
player,201610230phi,min,JohnCh08,rec_yds,0,,,,,
player,201610230phi,min,JohnCh08,rec_td,0,,,,,
player,201610230phi,min,JohnCh08,rec_long,0,,,,,
player,201610230phi,min,JohnCh08,fumbles,0,,,,,
player,201610230phi,min,JohnCh08,fumbles_lost,0,,,,,
player,201610230phi,min,HillRo00,pass_cmp,0,,,,,
player,201610230phi,min,HillRo00,pass_att,0,,,,,
player,201610230phi,min,HillRo00,pass_yds,0,,,,,
player,201610230phi,min,HillRo00,pass_td,0,,,,,
player,201610230phi,min,HillRo00,pass_int,0,,,,,
player,201610230phi,min,HillRo00,pass_sacked,0,,,,,
player,201610230phi,min,HillRo00,pass_sacked_yds,0,,,,,
player,201610230phi,min,HillRo00,pass_long,0,,,,,
player,201610230phi,min,HillRo00,pass_rating,,,,,,
player,201610230phi,min,HillRo00,rush_att,1,,,,,
player,201610230phi,min,HillRo00,rush_yds,-6,,,,,
player,201610230phi,min,HillRo00,rush_td,0,,,,,
player,201610230phi,min,HillRo00,rush_long,-6,,,,,
player,201610230phi,min,HillRo00,targets,1,,,,,
player,201610230phi,min,HillRo00,rec,1,,,,,
player,201610230phi,min,HillRo00,rec_yds,2,,,,,
player,201610230phi,min,HillRo00,rec_td,0,,,,,
player,201610230phi,min,HillRo00,rec_long,2,,,,,
player,201610230phi,min,HillRo00,fumbles,0,,,,,
player,201610230phi,min,HillRo00,fumbles_lost,0,,,,,
player,201610230phi,phi,WentCa00,pass_cmp,16,,,,,
player,201610230phi,phi,WentCa00,pass_att,28,,,,,
player,201610230phi,phi,WentCa00,pass_yds,138,,,,,
player,201610230phi,phi,WentCa00,pass_td,1,,,,,
player,201610230phi,phi,WentCa00,pass_int,2,,,,,
player,201610230phi,phi,WentCa00,pass_sacked,0,,,,,
player,201610230phi,phi,WentCa00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,WentCa00,pass_long,27,,,,,
player,201610230phi,phi,WentCa00,pass_rating,52.4,,,,,
player,201610230phi,phi,WentCa00,rush_att,5,,,,,
player,201610230phi,phi,WentCa00,rush_yds,6,,,,,
player,201610230phi,phi,WentCa00,rush_td,0,,,,,
player,201610230phi,phi,WentCa00,rush_long,6,,,,,
player,201610230phi,phi,WentCa00,targets,0,,,,,
player,201610230phi,phi,WentCa00,rec,0,,,,,
player,201610230phi,phi,WentCa00,rec_yds,0,,,,,
player,201610230phi,phi,WentCa00,rec_td,0,,,,,
player,201610230phi,phi,WentCa00,rec_long,0,,,,,
player,201610230phi,phi,WentCa00,fumbles,3,,,,,
player,201610230phi,phi,WentCa00,fumbles_lost,1,,,,,
player,201610230phi,phi,MathRy00,pass_cmp,0,,,,,
player,201610230phi,phi,MathRy00,pass_att,0,,,,,
player,201610230phi,phi,MathRy00,pass_yds,0,,,,,
player,201610230phi,phi,MathRy00,pass_td,0,,,,,
player,201610230phi,phi,MathRy00,pass_int,0,,,,,
player,201610230phi,phi,MathRy00,pass_sacked,0,,,,,
player,201610230phi,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,MathRy00,pass_long,0,,,,,
player,201610230phi,phi,MathRy00,pass_rating,,,,,,
player,201610230phi,phi,MathRy00,rush_att,14,,,,,
player,201610230phi,phi,MathRy00,rush_yds,56,,,,,
player,201610230phi,phi,MathRy00,rush_td,0,,,,,
player,201610230phi,phi,MathRy00,rush_long,20,,,,,
player,201610230phi,phi,MathRy00,targets,1,,,,,
player,201610230phi,phi,MathRy00,rec,1,,,,,
player,201610230phi,phi,MathRy00,rec_yds,27,,,,,
player,201610230phi,phi,MathRy00,rec_td,0,,,,,
player,201610230phi,phi,MathRy00,rec_long,27,,,,,
player,201610230phi,phi,MathRy00,fumbles,1,,,,,
player,201610230phi,phi,MathRy00,fumbles_lost,1,,,,,
player,201610230phi,phi,SproDa00,pass_cmp,0,,,,,
player,201610230phi,phi,SproDa00,pass_att,0,,,,,
player,201610230phi,phi,SproDa00,pass_yds,0,,,,,
player,201610230phi,phi,SproDa00,pass_td,0,,,,,
player,201610230phi,phi,SproDa00,pass_int,0,,,,,
player,201610230phi,phi,SproDa00,pass_sacked,0,,,,,
player,201610230phi,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,SproDa00,pass_long,0,,,,,
player,201610230phi,phi,SproDa00,pass_rating,,,,,,
player,201610230phi,phi,SproDa00,rush_att,3,,,,,
player,201610230phi,phi,SproDa00,rush_yds,26,,,,,
player,201610230phi,phi,SproDa00,rush_td,0,,,,,
player,201610230phi,phi,SproDa00,rush_long,17,,,,,
player,201610230phi,phi,SproDa00,targets,3,,,,,
player,201610230phi,phi,SproDa00,rec,2,,,,,
player,201610230phi,phi,SproDa00,rec_yds,23,,,,,
player,201610230phi,phi,SproDa00,rec_td,0,,,,,
player,201610230phi,phi,SproDa00,rec_long,19,,,,,
player,201610230phi,phi,SproDa00,fumbles,0,,,,,
player,201610230phi,phi,SproDa00,fumbles_lost,0,,,,,
player,201610230phi,phi,SmalWe00,pass_cmp,0,,,,,
player,201610230phi,phi,SmalWe00,pass_att,0,,,,,
player,201610230phi,phi,SmalWe00,pass_yds,0,,,,,
player,201610230phi,phi,SmalWe00,pass_td,0,,,,,
player,201610230phi,phi,SmalWe00,pass_int,0,,,,,
player,201610230phi,phi,SmalWe00,pass_sacked,0,,,,,
player,201610230phi,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,SmalWe00,pass_long,0,,,,,
player,201610230phi,phi,SmalWe00,pass_rating,,,,,,
player,201610230phi,phi,SmalWe00,rush_att,4,,,,,
player,201610230phi,phi,SmalWe00,rush_yds,13,,,,,
player,201610230phi,phi,SmalWe00,rush_td,0,,,,,
player,201610230phi,phi,SmalWe00,rush_long,4,,,,,
player,201610230phi,phi,SmalWe00,targets,0,,,,,
player,201610230phi,phi,SmalWe00,rec,0,,,,,
player,201610230phi,phi,SmalWe00,rec_yds,0,,,,,
player,201610230phi,phi,SmalWe00,rec_td,0,,,,,
player,201610230phi,phi,SmalWe00,rec_long,0,,,,,
player,201610230phi,phi,SmalWe00,fumbles,0,,,,,
player,201610230phi,phi,SmalWe00,fumbles_lost,0,,,,,
player,201610230phi,phi,HuffJo00,pass_cmp,0,,,,,
player,201610230phi,phi,HuffJo00,pass_att,0,,,,,
player,201610230phi,phi,HuffJo00,pass_yds,0,,,,,
player,201610230phi,phi,HuffJo00,pass_td,0,,,,,
player,201610230phi,phi,HuffJo00,pass_int,0,,,,,
player,201610230phi,phi,HuffJo00,pass_sacked,0,,,,,
player,201610230phi,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,HuffJo00,pass_long,0,,,,,
player,201610230phi,phi,HuffJo00,pass_rating,,,,,,
player,201610230phi,phi,HuffJo00,rush_att,0,,,,,
player,201610230phi,phi,HuffJo00,rush_yds,0,,,,,
player,201610230phi,phi,HuffJo00,rush_td,0,,,,,
player,201610230phi,phi,HuffJo00,rush_long,0,,,,,
player,201610230phi,phi,HuffJo00,targets,4,,,,,
player,201610230phi,phi,HuffJo00,rec,4,,,,,
player,201610230phi,phi,HuffJo00,rec_yds,39,,,,,
player,201610230phi,phi,HuffJo00,rec_td,0,,,,,
player,201610230phi,phi,HuffJo00,rec_long,14,,,,,
player,201610230phi,phi,HuffJo00,fumbles,0,,,,,
player,201610230phi,phi,HuffJo00,fumbles_lost,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_att,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_td,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_int,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_long,0,,,,,
player,201610230phi,phi,ErtzZa00,pass_rating,,,,,,
player,201610230phi,phi,ErtzZa00,rush_att,0,,,,,
player,201610230phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201610230phi,phi,ErtzZa00,rush_td,0,,,,,
player,201610230phi,phi,ErtzZa00,rush_long,0,,,,,
player,201610230phi,phi,ErtzZa00,targets,3,,,,,
player,201610230phi,phi,ErtzZa00,rec,1,,,,,
player,201610230phi,phi,ErtzZa00,rec_yds,14,,,,,
player,201610230phi,phi,ErtzZa00,rec_td,0,,,,,
player,201610230phi,phi,ErtzZa00,rec_long,14,,,,,
player,201610230phi,phi,ErtzZa00,fumbles,0,,,,,
player,201610230phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201610230phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201610230phi,phi,AghoNe00,pass_att,0,,,,,
player,201610230phi,phi,AghoNe00,pass_yds,0,,,,,
player,201610230phi,phi,AghoNe00,pass_td,0,,,,,
player,201610230phi,phi,AghoNe00,pass_int,0,,,,,
player,201610230phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201610230phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,AghoNe00,pass_long,0,,,,,
player,201610230phi,phi,AghoNe00,pass_rating,,,,,,
player,201610230phi,phi,AghoNe00,rush_att,0,,,,,
player,201610230phi,phi,AghoNe00,rush_yds,0,,,,,
player,201610230phi,phi,AghoNe00,rush_td,0,,,,,
player,201610230phi,phi,AghoNe00,rush_long,0,,,,,
player,201610230phi,phi,AghoNe00,targets,6,,,,,
player,201610230phi,phi,AghoNe00,rec,2,,,,,
player,201610230phi,phi,AghoNe00,rec_yds,10,,,,,
player,201610230phi,phi,AghoNe00,rec_td,0,,,,,
player,201610230phi,phi,AghoNe00,rec_long,6,,,,,
player,201610230phi,phi,AghoNe00,fumbles,0,,,,,
player,201610230phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201610230phi,phi,MattJo00,pass_cmp,0,,,,,
player,201610230phi,phi,MattJo00,pass_att,0,,,,,
player,201610230phi,phi,MattJo00,pass_yds,0,,,,,
player,201610230phi,phi,MattJo00,pass_td,0,,,,,
player,201610230phi,phi,MattJo00,pass_int,0,,,,,
player,201610230phi,phi,MattJo00,pass_sacked,0,,,,,
player,201610230phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,MattJo00,pass_long,0,,,,,
player,201610230phi,phi,MattJo00,pass_rating,,,,,,
player,201610230phi,phi,MattJo00,rush_att,0,,,,,
player,201610230phi,phi,MattJo00,rush_yds,0,,,,,
player,201610230phi,phi,MattJo00,rush_td,0,,,,,
player,201610230phi,phi,MattJo00,rush_long,0,,,,,
player,201610230phi,phi,MattJo00,targets,4,,,,,
player,201610230phi,phi,MattJo00,rec,3,,,,,
player,201610230phi,phi,MattJo00,rec_yds,10,,,,,
player,201610230phi,phi,MattJo00,rec_td,0,,,,,
player,201610230phi,phi,MattJo00,rec_long,10,,,,,
player,201610230phi,phi,MattJo00,fumbles,0,,,,,
player,201610230phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201610230phi,phi,GreeDo00,pass_cmp,0,,,,,
player,201610230phi,phi,GreeDo00,pass_att,0,,,,,
player,201610230phi,phi,GreeDo00,pass_yds,0,,,,,
player,201610230phi,phi,GreeDo00,pass_td,0,,,,,
player,201610230phi,phi,GreeDo00,pass_int,0,,,,,
player,201610230phi,phi,GreeDo00,pass_sacked,0,,,,,
player,201610230phi,phi,GreeDo00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,GreeDo00,pass_long,0,,,,,
player,201610230phi,phi,GreeDo00,pass_rating,,,,,,
player,201610230phi,phi,GreeDo00,rush_att,0,,,,,
player,201610230phi,phi,GreeDo00,rush_yds,0,,,,,
player,201610230phi,phi,GreeDo00,rush_td,0,,,,,
player,201610230phi,phi,GreeDo00,rush_long,0,,,,,
player,201610230phi,phi,GreeDo00,targets,4,,,,,
player,201610230phi,phi,GreeDo00,rec,2,,,,,
player,201610230phi,phi,GreeDo00,rec_yds,8,,,,,
player,201610230phi,phi,GreeDo00,rec_td,1,,,,,
player,201610230phi,phi,GreeDo00,rec_long,5,,,,,
player,201610230phi,phi,GreeDo00,fumbles,0,,,,,
player,201610230phi,phi,GreeDo00,fumbles_lost,0,,,,,
player,201610230phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201610230phi,phi,CeleBr00,pass_att,0,,,,,
player,201610230phi,phi,CeleBr00,pass_yds,0,,,,,
player,201610230phi,phi,CeleBr00,pass_td,0,,,,,
player,201610230phi,phi,CeleBr00,pass_int,0,,,,,
player,201610230phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201610230phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201610230phi,phi,CeleBr00,pass_long,0,,,,,
player,201610230phi,phi,CeleBr00,pass_rating,,,,,,
player,201610230phi,phi,CeleBr00,rush_att,0,,,,,
player,201610230phi,phi,CeleBr00,rush_yds,0,,,,,
player,201610230phi,phi,CeleBr00,rush_td,0,,,,,
player,201610230phi,phi,CeleBr00,rush_long,0,,,,,
player,201610230phi,phi,CeleBr00,targets,2,,,,,
player,201610230phi,phi,CeleBr00,rec,1,,,,,
player,201610230phi,phi,CeleBr00,rec_yds,7,,,,,
player,201610230phi,phi,CeleBr00,rec_td,0,,,,,
player,201610230phi,phi,CeleBr00,rec_long,7,,,,,
player,201610230phi,phi,CeleBr00,fumbles,0,,,,,
player,201610230phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201610230phi,phi,BurtTr01,pass_cmp,0,,,,,
player,201610230phi,phi,BurtTr01,pass_att,0,,,,,
player,201610230phi,phi,BurtTr01,pass_yds,0,,,,,
player,201610230phi,phi,BurtTr01,pass_td,0,,,,,
player,201610230phi,phi,BurtTr01,pass_int,0,,,,,
player,201610230phi,phi,BurtTr01,pass_sacked,0,,,,,
player,201610230phi,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201610230phi,phi,BurtTr01,pass_long,0,,,,,
player,201610230phi,phi,BurtTr01,pass_rating,,,,,,
player,201610230phi,phi,BurtTr01,rush_att,0,,,,,
player,201610230phi,phi,BurtTr01,rush_yds,0,,,,,
player,201610230phi,phi,BurtTr01,rush_td,0,,,,,
player,201610230phi,phi,BurtTr01,rush_long,0,,,,,
player,201610230phi,phi,BurtTr01,targets,1,,,,,
player,201610230phi,phi,BurtTr01,rec,0,,,,,
player,201610230phi,phi,BurtTr01,rec_yds,0,,,,,
player,201610230phi,phi,BurtTr01,rec_td,0,,,,,
player,201610230phi,phi,BurtTr01,rec_long,0,,,,,
player,201610230phi,phi,BurtTr01,fumbles,0,,,,,
player,201610230phi,phi,BurtTr01,fumbles_lost,0,,,,,
player,201610230phi,min,RhodXa00,def_int,1,,,,,
player,201610230phi,min,RhodXa00,def_int_yds,0,,,,,
player,201610230phi,min,RhodXa00,def_int_td,0,,,,,
player,201610230phi,min,RhodXa00,def_int_long,0,,,,,
player,201610230phi,min,RhodXa00,pass_defended,1,,,,,
player,201610230phi,min,RhodXa00,sacks,0.0,,,,,
player,201610230phi,min,RhodXa00,tackles_combined,4,,,,,
player,201610230phi,min,RhodXa00,tackles_solo,4,,,,,
player,201610230phi,min,RhodXa00,tackles_assists,0,,,,,
player,201610230phi,min,RhodXa00,tackles_loss,1,,,,,
player,201610230phi,min,RhodXa00,qb_hits,0,,,,,
player,201610230phi,min,RhodXa00,fumbles_rec,0,,,,,
player,201610230phi,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201610230phi,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201610230phi,min,RhodXa00,fumbles_forced,1,,,,,
player,201610230phi,min,SendAn00,def_int,1,,,,,
player,201610230phi,min,SendAn00,def_int_yds,16,,,,,
player,201610230phi,min,SendAn00,def_int_td,0,,,,,
player,201610230phi,min,SendAn00,def_int_long,16,,,,,
player,201610230phi,min,SendAn00,pass_defended,1,,,,,
player,201610230phi,min,SendAn00,sacks,0.0,,,,,
