game,2016,5,20161009,201610090rav,was,"Washington Redskins",16,rav,"Baltimore Ravens",10
player,201610090rav,was,JoneMa04,rush_yds,31,,,,,
player,201610090rav,was,JoneMa04,rush_td,0,,,,,
player,201610090rav,was,JoneMa04,rush_long,12,,,,,
player,201610090rav,was,JoneMa04,targets,2,,,,,
player,201610090rav,was,JoneMa04,rec,2,,,,,
player,201610090rav,was,JoneMa04,rec_yds,25,,,,,
player,201610090rav,was,JoneMa04,rec_td,0,,,,,
player,201610090rav,was,JoneMa04,rec_long,13,,,,,
player,201610090rav,was,JoneMa04,fumbles,1,,,,,
player,201610090rav,was,JoneMa04,fumbles_lost,1,,,,,
player,201610090rav,was,KellRo00,pass_cmp,0,,,,,
player,201610090rav,was,KellRo00,pass_att,0,,,,,
player,201610090rav,was,KellRo00,pass_yds,0,,,,,
player,201610090rav,was,KellRo00,pass_td,0,,,,,
player,201610090rav,was,KellRo00,pass_int,0,,,,,
player,201610090rav,was,KellRo00,pass_sacked,0,,,,,
player,201610090rav,was,KellRo00,pass_sacked_yds,0,,,,,
player,201610090rav,was,KellRo00,pass_long,0,,,,,
player,201610090rav,was,KellRo00,pass_rating,,,,,,
player,201610090rav,was,KellRo00,rush_att,3,,,,,
player,201610090rav,was,KellRo00,rush_yds,18,,,,,
player,201610090rav,was,KellRo00,rush_td,0,,,,,
player,201610090rav,was,KellRo00,rush_long,16,,,,,
player,201610090rav,was,KellRo00,targets,0,,,,,
player,201610090rav,was,KellRo00,rec,0,,,,,
player,201610090rav,was,KellRo00,rec_yds,0,,,,,
player,201610090rav,was,KellRo00,rec_td,0,,,,,
player,201610090rav,was,KellRo00,rec_long,0,,,,,
player,201610090rav,was,KellRo00,fumbles,0,,,,,
player,201610090rav,was,KellRo00,fumbles_lost,0,,,,,
player,201610090rav,was,ThomCh03,pass_cmp,0,,,,,
player,201610090rav,was,ThomCh03,pass_att,0,,,,,
player,201610090rav,was,ThomCh03,pass_yds,0,,,,,
player,201610090rav,was,ThomCh03,pass_td,0,,,,,
player,201610090rav,was,ThomCh03,pass_int,0,,,,,
player,201610090rav,was,ThomCh03,pass_sacked,0,,,,,
player,201610090rav,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201610090rav,was,ThomCh03,pass_long,0,,,,,
player,201610090rav,was,ThomCh03,pass_rating,,,,,,
player,201610090rav,was,ThomCh03,rush_att,2,,,,,
player,201610090rav,was,ThomCh03,rush_yds,12,,,,,
player,201610090rav,was,ThomCh03,rush_td,0,,,,,
player,201610090rav,was,ThomCh03,rush_long,9,,,,,
player,201610090rav,was,ThomCh03,targets,4,,,,,
player,201610090rav,was,ThomCh03,rec,4,,,,,
player,201610090rav,was,ThomCh03,rec_yds,33,,,,,
player,201610090rav,was,ThomCh03,rec_td,0,,,,,
player,201610090rav,was,ThomCh03,rec_long,10,,,,,
player,201610090rav,was,ThomCh03,fumbles,0,,,,,
player,201610090rav,was,ThomCh03,fumbles_lost,0,,,,,
player,201610090rav,was,GarcPi00,pass_cmp,0,,,,,
player,201610090rav,was,GarcPi00,pass_att,0,,,,,
player,201610090rav,was,GarcPi00,pass_yds,0,,,,,
player,201610090rav,was,GarcPi00,pass_td,0,,,,,
player,201610090rav,was,GarcPi00,pass_int,0,,,,,
player,201610090rav,was,GarcPi00,pass_sacked,0,,,,,
player,201610090rav,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201610090rav,was,GarcPi00,pass_long,0,,,,,
player,201610090rav,was,GarcPi00,pass_rating,,,,,,
player,201610090rav,was,GarcPi00,rush_att,0,,,,,
player,201610090rav,was,GarcPi00,rush_yds,0,,,,,
player,201610090rav,was,GarcPi00,rush_td,0,,,,,
player,201610090rav,was,GarcPi00,rush_long,0,,,,,
player,201610090rav,was,GarcPi00,targets,7,,,,,
player,201610090rav,was,GarcPi00,rec,5,,,,,
player,201610090rav,was,GarcPi00,rec_yds,56,,,,,
player,201610090rav,was,GarcPi00,rec_td,1,,,,,
player,201610090rav,was,GarcPi00,rec_long,21,,,,,
player,201610090rav,was,GarcPi00,fumbles,0,,,,,
player,201610090rav,was,GarcPi00,fumbles_lost,0,,,,,
player,201610090rav,was,ReedJo02,pass_cmp,0,,,,,
player,201610090rav,was,ReedJo02,pass_att,0,,,,,
player,201610090rav,was,ReedJo02,pass_yds,0,,,,,
player,201610090rav,was,ReedJo02,pass_td,0,,,,,
player,201610090rav,was,ReedJo02,pass_int,0,,,,,
player,201610090rav,was,ReedJo02,pass_sacked,0,,,,,
player,201610090rav,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201610090rav,was,ReedJo02,pass_long,0,,,,,
player,201610090rav,was,ReedJo02,pass_rating,,,,,,
player,201610090rav,was,ReedJo02,rush_att,0,,,,,
player,201610090rav,was,ReedJo02,rush_yds,0,,,,,
player,201610090rav,was,ReedJo02,rush_td,0,,,,,
player,201610090rav,was,ReedJo02,rush_long,0,,,,,
player,201610090rav,was,ReedJo02,targets,11,,,,,
player,201610090rav,was,ReedJo02,rec,8,,,,,
player,201610090rav,was,ReedJo02,rec_yds,53,,,,,
player,201610090rav,was,ReedJo02,rec_td,0,,,,,
player,201610090rav,was,ReedJo02,rec_long,16,,,,,
player,201610090rav,was,ReedJo02,fumbles,0,,,,,
player,201610090rav,was,ReedJo02,fumbles_lost,0,,,,,
player,201610090rav,was,CrowJa00,pass_cmp,0,,,,,
player,201610090rav,was,CrowJa00,pass_att,0,,,,,
player,201610090rav,was,CrowJa00,pass_yds,0,,,,,
player,201610090rav,was,CrowJa00,pass_td,0,,,,,
player,201610090rav,was,CrowJa00,pass_int,0,,,,,
player,201610090rav,was,CrowJa00,pass_sacked,0,,,,,
player,201610090rav,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201610090rav,was,CrowJa00,pass_long,0,,,,,
player,201610090rav,was,CrowJa00,pass_rating,,,,,,
player,201610090rav,was,CrowJa00,rush_att,0,,,,,
player,201610090rav,was,CrowJa00,rush_yds,0,,,,,
player,201610090rav,was,CrowJa00,rush_td,0,,,,,
player,201610090rav,was,CrowJa00,rush_long,0,,,,,
player,201610090rav,was,CrowJa00,targets,3,,,,,
player,201610090rav,was,CrowJa00,rec,3,,,,,
player,201610090rav,was,CrowJa00,rec_yds,35,,,,,
player,201610090rav,was,CrowJa00,rec_td,0,,,,,
player,201610090rav,was,CrowJa00,rec_long,23,,,,,
player,201610090rav,was,CrowJa00,fumbles,0,,,,,
player,201610090rav,was,CrowJa00,fumbles_lost,0,,,,,
player,201610090rav,was,JackDe00,pass_cmp,0,,,,,
player,201610090rav,was,JackDe00,pass_att,0,,,,,
player,201610090rav,was,JackDe00,pass_yds,0,,,,,
player,201610090rav,was,JackDe00,pass_td,0,,,,,
player,201610090rav,was,JackDe00,pass_int,0,,,,,
player,201610090rav,was,JackDe00,pass_sacked,0,,,,,
player,201610090rav,was,JackDe00,pass_sacked_yds,0,,,,,
player,201610090rav,was,JackDe00,pass_long,0,,,,,
player,201610090rav,was,JackDe00,pass_rating,,,,,,
player,201610090rav,was,JackDe00,rush_att,0,,,,,
player,201610090rav,was,JackDe00,rush_yds,0,,,,,
player,201610090rav,was,JackDe00,rush_td,0,,,,,
player,201610090rav,was,JackDe00,rush_long,0,,,,,
player,201610090rav,was,JackDe00,targets,7,,,,,
player,201610090rav,was,JackDe00,rec,3,,,,,
player,201610090rav,was,JackDe00,rec_yds,35,,,,,
player,201610090rav,was,JackDe00,rec_td,0,,,,,
player,201610090rav,was,JackDe00,rec_long,27,,,,,
player,201610090rav,was,JackDe00,fumbles,0,,,,,
player,201610090rav,was,JackDe00,fumbles_lost,0,,,,,
player,201610090rav,was,DaviVe00,pass_cmp,0,,,,,
player,201610090rav,was,DaviVe00,pass_att,0,,,,,
player,201610090rav,was,DaviVe00,pass_yds,0,,,,,
player,201610090rav,was,DaviVe00,pass_td,0,,,,,
player,201610090rav,was,DaviVe00,pass_int,0,,,,,
player,201610090rav,was,DaviVe00,pass_sacked,0,,,,,
player,201610090rav,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201610090rav,was,DaviVe00,pass_long,0,,,,,
player,201610090rav,was,DaviVe00,pass_rating,,,,,,
player,201610090rav,was,DaviVe00,rush_att,0,,,,,
player,201610090rav,was,DaviVe00,rush_yds,0,,,,,
player,201610090rav,was,DaviVe00,rush_td,0,,,,,
player,201610090rav,was,DaviVe00,rush_long,0,,,,,
player,201610090rav,was,DaviVe00,targets,4,,,,,
player,201610090rav,was,DaviVe00,rec,3,,,,,
player,201610090rav,was,DaviVe00,rec_yds,15,,,,,
player,201610090rav,was,DaviVe00,rec_td,0,,,,,
player,201610090rav,was,DaviVe00,rec_long,6,,,,,
player,201610090rav,was,DaviVe00,fumbles,0,,,,,
player,201610090rav,was,DaviVe00,fumbles_lost,0,,,,,
player,201610090rav,was,RossRa00,pass_cmp,0,,,,,
player,201610090rav,was,RossRa00,pass_att,0,,,,,
player,201610090rav,was,RossRa00,pass_yds,0,,,,,
player,201610090rav,was,RossRa00,pass_td,0,,,,,
player,201610090rav,was,RossRa00,pass_int,0,,,,,
player,201610090rav,was,RossRa00,pass_sacked,0,,,,,
player,201610090rav,was,RossRa00,pass_sacked_yds,0,,,,,
player,201610090rav,was,RossRa00,pass_long,0,,,,,
player,201610090rav,was,RossRa00,pass_rating,,,,,,
player,201610090rav,was,RossRa00,rush_att,0,,,,,
player,201610090rav,was,RossRa00,rush_yds,0,,,,,
player,201610090rav,was,RossRa00,rush_td,0,,,,,
player,201610090rav,was,RossRa00,rush_long,0,,,,,
player,201610090rav,was,RossRa00,targets,1,,,,,
player,201610090rav,was,RossRa00,rec,1,,,,,
player,201610090rav,was,RossRa00,rec_yds,8,,,,,
player,201610090rav,was,RossRa00,rec_td,0,,,,,
player,201610090rav,was,RossRa00,rec_long,8,,,,,
player,201610090rav,was,RossRa00,fumbles,0,,,,,
player,201610090rav,was,RossRa00,fumbles_lost,0,,,,,
player,201610090rav,rav,FlacJo00,pass_cmp,30,,,,,
player,201610090rav,rav,FlacJo00,pass_att,46,,,,,
player,201610090rav,rav,FlacJo00,pass_yds,210,,,,,
player,201610090rav,rav,FlacJo00,pass_td,1,,,,,
player,201610090rav,rav,FlacJo00,pass_int,0,,,,,
player,201610090rav,rav,FlacJo00,pass_sacked,3,,,,,
player,201610090rav,rav,FlacJo00,pass_sacked_yds,22,,,,,
player,201610090rav,rav,FlacJo00,pass_long,15,,,,,
player,201610090rav,rav,FlacJo00,pass_rating,82.7,,,,,
player,201610090rav,rav,FlacJo00,rush_att,1,,,,,
player,201610090rav,rav,FlacJo00,rush_yds,6,,,,,
player,201610090rav,rav,FlacJo00,rush_td,0,,,,,
player,201610090rav,rav,FlacJo00,rush_long,6,,,,,
player,201610090rav,rav,FlacJo00,targets,0,,,,,
player,201610090rav,rav,FlacJo00,rec,0,,,,,
player,201610090rav,rav,FlacJo00,rec_yds,0,,,,,
player,201610090rav,rav,FlacJo00,rec_td,0,,,,,
player,201610090rav,rav,FlacJo00,rec_long,0,,,,,
player,201610090rav,rav,FlacJo00,fumbles,0,,,,,
player,201610090rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201610090rav,rav,TuckJu00,pass_cmp,0,,,,,
player,201610090rav,rav,TuckJu00,pass_att,1,,,,,
player,201610090rav,rav,TuckJu00,pass_yds,0,,,,,
player,201610090rav,rav,TuckJu00,pass_td,0,,,,,
player,201610090rav,rav,TuckJu00,pass_int,0,,,,,
player,201610090rav,rav,TuckJu00,pass_sacked,0,,,,,
player,201610090rav,rav,TuckJu00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,TuckJu00,pass_long,0,,,,,
player,201610090rav,rav,TuckJu00,pass_rating,39.6,,,,,
player,201610090rav,rav,TuckJu00,rush_att,0,,,,,
player,201610090rav,rav,TuckJu00,rush_yds,0,,,,,
player,201610090rav,rav,TuckJu00,rush_td,0,,,,,
player,201610090rav,rav,TuckJu00,rush_long,0,,,,,
player,201610090rav,rav,TuckJu00,targets,0,,,,,
player,201610090rav,rav,TuckJu00,rec,0,,,,,
player,201610090rav,rav,TuckJu00,rec_yds,0,,,,,
player,201610090rav,rav,TuckJu00,rec_td,0,,,,,
player,201610090rav,rav,TuckJu00,rec_long,0,,,,,
player,201610090rav,rav,TuckJu00,fumbles,0,,,,,
player,201610090rav,rav,TuckJu00,fumbles_lost,0,,,,,
player,201610090rav,rav,WestTe00,pass_cmp,0,,,,,
player,201610090rav,rav,WestTe00,pass_att,0,,,,,
player,201610090rav,rav,WestTe00,pass_yds,0,,,,,
player,201610090rav,rav,WestTe00,pass_td,0,,,,,
player,201610090rav,rav,WestTe00,pass_int,0,,,,,
player,201610090rav,rav,WestTe00,pass_sacked,0,,,,,
player,201610090rav,rav,WestTe00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,WestTe00,pass_long,0,,,,,
player,201610090rav,rav,WestTe00,pass_rating,,,,,,
player,201610090rav,rav,WestTe00,rush_att,11,,,,,
player,201610090rav,rav,WestTe00,rush_yds,95,,,,,
player,201610090rav,rav,WestTe00,rush_td,0,,,,,
player,201610090rav,rav,WestTe00,rush_long,35,,,,,
player,201610090rav,rav,WestTe00,targets,3,,,,,
player,201610090rav,rav,WestTe00,rec,2,,,,,
player,201610090rav,rav,WestTe00,rec_yds,-6,,,,,
player,201610090rav,rav,WestTe00,rec_td,0,,,,,
player,201610090rav,rav,WestTe00,rec_long,-2,,,,,
player,201610090rav,rav,WestTe00,fumbles,0,,,,,
player,201610090rav,rav,WestTe00,fumbles_lost,0,,,,,
player,201610090rav,rav,AlleJa01,pass_cmp,0,,,,,
player,201610090rav,rav,AlleJa01,pass_att,0,,,,,
player,201610090rav,rav,AlleJa01,pass_yds,0,,,,,
player,201610090rav,rav,AlleJa01,pass_td,0,,,,,
player,201610090rav,rav,AlleJa01,pass_int,0,,,,,
player,201610090rav,rav,AlleJa01,pass_sacked,0,,,,,
player,201610090rav,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201610090rav,rav,AlleJa01,pass_long,0,,,,,
player,201610090rav,rav,AlleJa01,pass_rating,,,,,,
player,201610090rav,rav,AlleJa01,rush_att,4,,,,,
player,201610090rav,rav,AlleJa01,rush_yds,18,,,,,
player,201610090rav,rav,AlleJa01,rush_td,0,,,,,
player,201610090rav,rav,AlleJa01,rush_long,7,,,,,
player,201610090rav,rav,AlleJa01,targets,1,,,,,
player,201610090rav,rav,AlleJa01,rec,1,,,,,
player,201610090rav,rav,AlleJa01,rec_yds,0,,,,,
player,201610090rav,rav,AlleJa01,rec_td,0,,,,,
player,201610090rav,rav,AlleJa01,rec_long,0,,,,,
player,201610090rav,rav,AlleJa01,fumbles,0,,,,,
player,201610090rav,rav,AlleJa01,fumbles_lost,0,,,,,
player,201610090rav,rav,WallMi00,pass_cmp,0,,,,,
player,201610090rav,rav,WallMi00,pass_att,0,,,,,
player,201610090rav,rav,WallMi00,pass_yds,0,,,,,
player,201610090rav,rav,WallMi00,pass_td,0,,,,,
player,201610090rav,rav,WallMi00,pass_int,0,,,,,
player,201610090rav,rav,WallMi00,pass_sacked,0,,,,,
player,201610090rav,rav,WallMi00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,WallMi00,pass_long,0,,,,,
player,201610090rav,rav,WallMi00,pass_rating,,,,,,
player,201610090rav,rav,WallMi00,rush_att,0,,,,,
player,201610090rav,rav,WallMi00,rush_yds,0,,,,,
player,201610090rav,rav,WallMi00,rush_td,0,,,,,
player,201610090rav,rav,WallMi00,rush_long,0,,,,,
player,201610090rav,rav,WallMi00,targets,11,,,,,
player,201610090rav,rav,WallMi00,rec,7,,,,,
player,201610090rav,rav,WallMi00,rec_yds,63,,,,,
player,201610090rav,rav,WallMi00,rec_td,0,,,,,
player,201610090rav,rav,WallMi00,rec_long,13,,,,,
player,201610090rav,rav,WallMi00,fumbles,0,,,,,
player,201610090rav,rav,WallMi00,fumbles_lost,0,,,,,
player,201610090rav,rav,PittDe00,pass_cmp,0,,,,,
player,201610090rav,rav,PittDe00,pass_att,0,,,,,
player,201610090rav,rav,PittDe00,pass_yds,0,,,,,
player,201610090rav,rav,PittDe00,pass_td,0,,,,,
player,201610090rav,rav,PittDe00,pass_int,0,,,,,
player,201610090rav,rav,PittDe00,pass_sacked,0,,,,,
player,201610090rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,PittDe00,pass_long,0,,,,,
player,201610090rav,rav,PittDe00,pass_rating,,,,,,
player,201610090rav,rav,PittDe00,rush_att,0,,,,,
player,201610090rav,rav,PittDe00,rush_yds,0,,,,,
player,201610090rav,rav,PittDe00,rush_td,0,,,,,
player,201610090rav,rav,PittDe00,rush_long,0,,,,,
player,201610090rav,rav,PittDe00,targets,8,,,,,
player,201610090rav,rav,PittDe00,rec,7,,,,,
player,201610090rav,rav,PittDe00,rec_yds,59,,,,,
player,201610090rav,rav,PittDe00,rec_td,0,,,,,
player,201610090rav,rav,PittDe00,rec_long,14,,,,,
player,201610090rav,rav,PittDe00,fumbles,0,,,,,
player,201610090rav,rav,PittDe00,fumbles_lost,0,,,,,
player,201610090rav,rav,SmitSt01,pass_cmp,0,,,,,
player,201610090rav,rav,SmitSt01,pass_att,0,,,,,
player,201610090rav,rav,SmitSt01,pass_yds,0,,,,,
player,201610090rav,rav,SmitSt01,pass_td,0,,,,,
player,201610090rav,rav,SmitSt01,pass_int,0,,,,,
player,201610090rav,rav,SmitSt01,pass_sacked,0,,,,,
player,201610090rav,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201610090rav,rav,SmitSt01,pass_long,0,,,,,
player,201610090rav,rav,SmitSt01,pass_rating,,,,,,
player,201610090rav,rav,SmitSt01,rush_att,0,,,,,
player,201610090rav,rav,SmitSt01,rush_yds,0,,,,,
player,201610090rav,rav,SmitSt01,rush_td,0,,,,,
player,201610090rav,rav,SmitSt01,rush_long,0,,,,,
player,201610090rav,rav,SmitSt01,targets,3,,,,,
player,201610090rav,rav,SmitSt01,rec,3,,,,,
player,201610090rav,rav,SmitSt01,rec_yds,29,,,,,
player,201610090rav,rav,SmitSt01,rec_td,0,,,,,
player,201610090rav,rav,SmitSt01,rec_long,15,,,,,
player,201610090rav,rav,SmitSt01,fumbles,0,,,,,
player,201610090rav,rav,SmitSt01,fumbles_lost,0,,,,,
player,201610090rav,rav,GillCr00,pass_cmp,0,,,,,
player,201610090rav,rav,GillCr00,pass_att,0,,,,,
player,201610090rav,rav,GillCr00,pass_yds,0,,,,,
player,201610090rav,rav,GillCr00,pass_td,0,,,,,
player,201610090rav,rav,GillCr00,pass_int,0,,,,,
player,201610090rav,rav,GillCr00,pass_sacked,0,,,,,
player,201610090rav,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,GillCr00,pass_long,0,,,,,
player,201610090rav,rav,GillCr00,pass_rating,,,,,,
player,201610090rav,rav,GillCr00,rush_att,0,,,,,
player,201610090rav,rav,GillCr00,rush_yds,0,,,,,
player,201610090rav,rav,GillCr00,rush_td,0,,,,,
player,201610090rav,rav,GillCr00,rush_long,0,,,,,
player,201610090rav,rav,GillCr00,targets,7,,,,,
player,201610090rav,rav,GillCr00,rec,4,,,,,
player,201610090rav,rav,GillCr00,rec_yds,28,,,,,
player,201610090rav,rav,GillCr00,rec_td,1,,,,,
player,201610090rav,rav,GillCr00,rec_long,15,,,,,
player,201610090rav,rav,GillCr00,fumbles,0,,,,,
player,201610090rav,rav,GillCr00,fumbles_lost,0,,,,,
player,201610090rav,rav,JuszKy00,pass_cmp,0,,,,,
player,201610090rav,rav,JuszKy00,pass_att,0,,,,,
player,201610090rav,rav,JuszKy00,pass_yds,0,,,,,
player,201610090rav,rav,JuszKy00,pass_td,0,,,,,
player,201610090rav,rav,JuszKy00,pass_int,0,,,,,
player,201610090rav,rav,JuszKy00,pass_sacked,0,,,,,
player,201610090rav,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,JuszKy00,pass_long,0,,,,,
player,201610090rav,rav,JuszKy00,pass_rating,,,,,,
player,201610090rav,rav,JuszKy00,rush_att,0,,,,,
player,201610090rav,rav,JuszKy00,rush_yds,0,,,,,
player,201610090rav,rav,JuszKy00,rush_td,0,,,,,
player,201610090rav,rav,JuszKy00,rush_long,0,,,,,
player,201610090rav,rav,JuszKy00,targets,5,,,,,
player,201610090rav,rav,JuszKy00,rec,3,,,,,
player,201610090rav,rav,JuszKy00,rec_yds,20,,,,,
player,201610090rav,rav,JuszKy00,rec_td,0,,,,,
player,201610090rav,rav,JuszKy00,rec_long,8,,,,,
player,201610090rav,rav,JuszKy00,fumbles,0,,,,,
player,201610090rav,rav,JuszKy00,fumbles_lost,0,,,,,
player,201610090rav,rav,PerrBr02,pass_cmp,0,,,,,
player,201610090rav,rav,PerrBr02,pass_att,0,,,,,
player,201610090rav,rav,PerrBr02,pass_yds,0,,,,,
player,201610090rav,rav,PerrBr02,pass_td,0,,,,,
player,201610090rav,rav,PerrBr02,pass_int,0,,,,,
player,201610090rav,rav,PerrBr02,pass_sacked,0,,,,,
player,201610090rav,rav,PerrBr02,pass_sacked_yds,0,,,,,
player,201610090rav,rav,PerrBr02,pass_long,0,,,,,
player,201610090rav,rav,PerrBr02,pass_rating,,,,,,
player,201610090rav,rav,PerrBr02,rush_att,0,,,,,
player,201610090rav,rav,PerrBr02,rush_yds,0,,,,,
player,201610090rav,rav,PerrBr02,rush_td,0,,,,,
player,201610090rav,rav,PerrBr02,rush_long,0,,,,,
player,201610090rav,rav,PerrBr02,targets,5,,,,,
player,201610090rav,rav,PerrBr02,rec,2,,,,,
player,201610090rav,rav,PerrBr02,rec_yds,11,,,,,
player,201610090rav,rav,PerrBr02,rec_td,0,,,,,
player,201610090rav,rav,PerrBr02,rec_long,9,,,,,
player,201610090rav,rav,PerrBr02,fumbles,0,,,,,
player,201610090rav,rav,PerrBr02,fumbles_lost,0,,,,,
player,201610090rav,rav,AikeKa00,pass_cmp,0,,,,,
player,201610090rav,rav,AikeKa00,pass_att,0,,,,,
player,201610090rav,rav,AikeKa00,pass_yds,0,,,,,
player,201610090rav,rav,AikeKa00,pass_td,0,,,,,
player,201610090rav,rav,AikeKa00,pass_int,0,,,,,
player,201610090rav,rav,AikeKa00,pass_sacked,0,,,,,
player,201610090rav,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,AikeKa00,pass_long,0,,,,,
player,201610090rav,rav,AikeKa00,pass_rating,,,,,,
player,201610090rav,rav,AikeKa00,rush_att,0,,,,,
player,201610090rav,rav,AikeKa00,rush_yds,0,,,,,
player,201610090rav,rav,AikeKa00,rush_td,0,,,,,
player,201610090rav,rav,AikeKa00,rush_long,0,,,,,
player,201610090rav,rav,AikeKa00,targets,3,,,,,
player,201610090rav,rav,AikeKa00,rec,0,,,,,
player,201610090rav,rav,AikeKa00,rec_yds,0,,,,,
player,201610090rav,rav,AikeKa00,rec_td,0,,,,,
player,201610090rav,rav,AikeKa00,rec_long,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles,0,,,,,
player,201610090rav,rav,AikeKa00,fumbles_lost,0,,,,,
player,201610090rav,rav,DixoKe00,pass_cmp,0,,,,,
player,201610090rav,rav,DixoKe00,pass_att,0,,,,,
player,201610090rav,rav,DixoKe00,pass_yds,0,,,,,
player,201610090rav,rav,DixoKe00,pass_td,0,,,,,
player,201610090rav,rav,DixoKe00,pass_int,0,,,,,
player,201610090rav,rav,DixoKe00,pass_sacked,0,,,,,
player,201610090rav,rav,DixoKe00,pass_sacked_yds,0,,,,,
player,201610090rav,rav,DixoKe00,pass_long,0,,,,,
player,201610090rav,rav,DixoKe00,pass_rating,,,,,,
player,201610090rav,rav,DixoKe00,rush_att,3,,,,,
player,201610090rav,rav,DixoKe00,rush_yds,-1,,,,,
player,201610090rav,rav,DixoKe00,rush_td,0,,,,,
player,201610090rav,rav,DixoKe00,rush_long,1,,,,,
player,201610090rav,rav,DixoKe00,targets,1,,,,,
player,201610090rav,rav,DixoKe00,rec,1,,,,,
player,201610090rav,rav,DixoKe00,rec_yds,6,,,,,
player,201610090rav,rav,DixoKe00,rec_td,0,,,,,
player,201610090rav,rav,DixoKe00,rec_long,6,,,,,
player,201610090rav,rav,DixoKe00,fumbles,0,,,,,
player,201610090rav,rav,DixoKe00,fumbles_lost,0,,,,,
player,201610090rav,was,HoodEv99,def_int,0,,,,,
player,201610090rav,was,HoodEv99,def_int_yds,0,,,,,
player,201610090rav,was,HoodEv99,def_int_td,0,,,,,
