game,2016,6,20161016,201610160sea,atl,"Atlanta Falcons",24,sea,"Seattle Seahawks",26
player,201610160sea,atl,FreeDe00,fumbles,0,,,,,
player,201610160sea,atl,FreeDe00,fumbles_lost,0,,,,,
player,201610160sea,atl,ColeTe01,pass_cmp,0,,,,,
player,201610160sea,atl,ColeTe01,pass_att,0,,,,,
player,201610160sea,atl,ColeTe01,pass_yds,0,,,,,
player,201610160sea,atl,ColeTe01,pass_td,0,,,,,
player,201610160sea,atl,ColeTe01,pass_int,0,,,,,
player,201610160sea,atl,ColeTe01,pass_sacked,0,,,,,
player,201610160sea,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201610160sea,atl,ColeTe01,pass_long,0,,,,,
player,201610160sea,atl,ColeTe01,pass_rating,,,,,,
player,201610160sea,atl,ColeTe01,rush_att,5,,,,,
player,201610160sea,atl,ColeTe01,rush_yds,10,,,,,
player,201610160sea,atl,ColeTe01,rush_td,0,,,,,
player,201610160sea,atl,ColeTe01,rush_long,4,,,,,
player,201610160sea,atl,ColeTe01,targets,2,,,,,
player,201610160sea,atl,ColeTe01,rec,1,,,,,
player,201610160sea,atl,ColeTe01,rec_yds,7,,,,,
player,201610160sea,atl,ColeTe01,rec_td,0,,,,,
player,201610160sea,atl,ColeTe01,rec_long,7,,,,,
player,201610160sea,atl,ColeTe01,fumbles,0,,,,,
player,201610160sea,atl,ColeTe01,fumbles_lost,0,,,,,
player,201610160sea,atl,JoneJu02,pass_cmp,0,,,,,
player,201610160sea,atl,JoneJu02,pass_att,0,,,,,
player,201610160sea,atl,JoneJu02,pass_yds,0,,,,,
player,201610160sea,atl,JoneJu02,pass_td,0,,,,,
player,201610160sea,atl,JoneJu02,pass_int,0,,,,,
player,201610160sea,atl,JoneJu02,pass_sacked,0,,,,,
player,201610160sea,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201610160sea,atl,JoneJu02,pass_long,0,,,,,
player,201610160sea,atl,JoneJu02,pass_rating,,,,,,
player,201610160sea,atl,JoneJu02,rush_att,0,,,,,
player,201610160sea,atl,JoneJu02,rush_yds,0,,,,,
player,201610160sea,atl,JoneJu02,rush_td,0,,,,,
player,201610160sea,atl,JoneJu02,rush_long,0,,,,,
player,201610160sea,atl,JoneJu02,targets,9,,,,,
player,201610160sea,atl,JoneJu02,rec,7,,,,,
player,201610160sea,atl,JoneJu02,rec_yds,139,,,,,
player,201610160sea,atl,JoneJu02,rec_td,1,,,,,
player,201610160sea,atl,JoneJu02,rec_long,36,,,,,
player,201610160sea,atl,JoneJu02,fumbles,0,,,,,
player,201610160sea,atl,JoneJu02,fumbles_lost,0,,,,,
player,201610160sea,atl,ToilLe00,pass_cmp,0,,,,,
player,201610160sea,atl,ToilLe00,pass_att,0,,,,,
player,201610160sea,atl,ToilLe00,pass_yds,0,,,,,
player,201610160sea,atl,ToilLe00,pass_td,0,,,,,
player,201610160sea,atl,ToilLe00,pass_int,0,,,,,
player,201610160sea,atl,ToilLe00,pass_sacked,0,,,,,
player,201610160sea,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,ToilLe00,pass_long,0,,,,,
player,201610160sea,atl,ToilLe00,pass_rating,,,,,,
player,201610160sea,atl,ToilLe00,rush_att,0,,,,,
player,201610160sea,atl,ToilLe00,rush_yds,0,,,,,
player,201610160sea,atl,ToilLe00,rush_td,0,,,,,
player,201610160sea,atl,ToilLe00,rush_long,0,,,,,
player,201610160sea,atl,ToilLe00,targets,4,,,,,
player,201610160sea,atl,ToilLe00,rec,3,,,,,
player,201610160sea,atl,ToilLe00,rec_yds,69,,,,,
player,201610160sea,atl,ToilLe00,rec_td,1,,,,,
player,201610160sea,atl,ToilLe00,rec_long,46,,,,,
player,201610160sea,atl,ToilLe00,fumbles,0,,,,,
player,201610160sea,atl,ToilLe00,fumbles_lost,0,,,,,
player,201610160sea,atl,SanuMo00,pass_cmp,0,,,,,
player,201610160sea,atl,SanuMo00,pass_att,0,,,,,
player,201610160sea,atl,SanuMo00,pass_yds,0,,,,,
player,201610160sea,atl,SanuMo00,pass_td,0,,,,,
player,201610160sea,atl,SanuMo00,pass_int,0,,,,,
player,201610160sea,atl,SanuMo00,pass_sacked,0,,,,,
player,201610160sea,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,SanuMo00,pass_long,0,,,,,
player,201610160sea,atl,SanuMo00,pass_rating,,,,,,
player,201610160sea,atl,SanuMo00,rush_att,0,,,,,
player,201610160sea,atl,SanuMo00,rush_yds,0,,,,,
player,201610160sea,atl,SanuMo00,rush_td,0,,,,,
player,201610160sea,atl,SanuMo00,rush_long,0,,,,,
player,201610160sea,atl,SanuMo00,targets,10,,,,,
player,201610160sea,atl,SanuMo00,rec,5,,,,,
player,201610160sea,atl,SanuMo00,rec_yds,47,,,,,
player,201610160sea,atl,SanuMo00,rec_td,1,,,,,
player,201610160sea,atl,SanuMo00,rec_long,14,,,,,
player,201610160sea,atl,SanuMo00,fumbles,0,,,,,
player,201610160sea,atl,SanuMo00,fumbles_lost,0,,,,,
player,201610160sea,atl,HardJu00,pass_cmp,0,,,,,
player,201610160sea,atl,HardJu00,pass_att,0,,,,,
player,201610160sea,atl,HardJu00,pass_yds,0,,,,,
player,201610160sea,atl,HardJu00,pass_td,0,,,,,
player,201610160sea,atl,HardJu00,pass_int,0,,,,,
player,201610160sea,atl,HardJu00,pass_sacked,0,,,,,
player,201610160sea,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,HardJu00,pass_long,0,,,,,
player,201610160sea,atl,HardJu00,pass_rating,,,,,,
player,201610160sea,atl,HardJu00,rush_att,0,,,,,
player,201610160sea,atl,HardJu00,rush_yds,0,,,,,
player,201610160sea,atl,HardJu00,rush_td,0,,,,,
player,201610160sea,atl,HardJu00,rush_long,0,,,,,
player,201610160sea,atl,HardJu00,targets,3,,,,,
player,201610160sea,atl,HardJu00,rec,3,,,,,
player,201610160sea,atl,HardJu00,rec_yds,30,,,,,
player,201610160sea,atl,HardJu00,rec_td,0,,,,,
player,201610160sea,atl,HardJu00,rec_long,11,,,,,
player,201610160sea,atl,HardJu00,fumbles,0,,,,,
player,201610160sea,atl,HardJu00,fumbles_lost,0,,,,,
player,201610160sea,atl,TammJa00,pass_cmp,0,,,,,
player,201610160sea,atl,TammJa00,pass_att,0,,,,,
player,201610160sea,atl,TammJa00,pass_yds,0,,,,,
player,201610160sea,atl,TammJa00,pass_td,0,,,,,
player,201610160sea,atl,TammJa00,pass_int,0,,,,,
player,201610160sea,atl,TammJa00,pass_sacked,0,,,,,
player,201610160sea,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,TammJa00,pass_long,0,,,,,
player,201610160sea,atl,TammJa00,pass_rating,,,,,,
player,201610160sea,atl,TammJa00,rush_att,0,,,,,
player,201610160sea,atl,TammJa00,rush_yds,0,,,,,
player,201610160sea,atl,TammJa00,rush_td,0,,,,,
player,201610160sea,atl,TammJa00,rush_long,0,,,,,
player,201610160sea,atl,TammJa00,targets,3,,,,,
player,201610160sea,atl,TammJa00,rec,2,,,,,
player,201610160sea,atl,TammJa00,rec_yds,16,,,,,
player,201610160sea,atl,TammJa00,rec_td,0,,,,,
player,201610160sea,atl,TammJa00,rec_long,12,,,,,
player,201610160sea,atl,TammJa00,fumbles,0,,,,,
player,201610160sea,atl,TammJa00,fumbles_lost,0,,,,,
player,201610160sea,atl,RobiAl00,pass_cmp,0,,,,,
player,201610160sea,atl,RobiAl00,pass_att,0,,,,,
player,201610160sea,atl,RobiAl00,pass_yds,0,,,,,
player,201610160sea,atl,RobiAl00,pass_td,0,,,,,
player,201610160sea,atl,RobiAl00,pass_int,0,,,,,
player,201610160sea,atl,RobiAl00,pass_sacked,0,,,,,
player,201610160sea,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,RobiAl00,pass_long,0,,,,,
player,201610160sea,atl,RobiAl00,pass_rating,,,,,,
player,201610160sea,atl,RobiAl00,rush_att,0,,,,,
player,201610160sea,atl,RobiAl00,rush_yds,0,,,,,
player,201610160sea,atl,RobiAl00,rush_td,0,,,,,
player,201610160sea,atl,RobiAl00,rush_long,0,,,,,
player,201610160sea,atl,RobiAl00,targets,2,,,,,
player,201610160sea,atl,RobiAl00,rec,1,,,,,
player,201610160sea,atl,RobiAl00,rec_yds,8,,,,,
player,201610160sea,atl,RobiAl00,rec_td,0,,,,,
player,201610160sea,atl,RobiAl00,rec_long,8,,,,,
player,201610160sea,atl,RobiAl00,fumbles,0,,,,,
player,201610160sea,atl,RobiAl00,fumbles_lost,0,,,,,
player,201610160sea,atl,GabrTa00,pass_cmp,0,,,,,
player,201610160sea,atl,GabrTa00,pass_att,0,,,,,
player,201610160sea,atl,GabrTa00,pass_yds,0,,,,,
player,201610160sea,atl,GabrTa00,pass_td,0,,,,,
player,201610160sea,atl,GabrTa00,pass_int,0,,,,,
player,201610160sea,atl,GabrTa00,pass_sacked,0,,,,,
player,201610160sea,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,GabrTa00,pass_long,0,,,,,
player,201610160sea,atl,GabrTa00,pass_rating,,,,,,
player,201610160sea,atl,GabrTa00,rush_att,0,,,,,
player,201610160sea,atl,GabrTa00,rush_yds,0,,,,,
player,201610160sea,atl,GabrTa00,rush_td,0,,,,,
player,201610160sea,atl,GabrTa00,rush_long,0,,,,,
player,201610160sea,atl,GabrTa00,targets,2,,,,,
player,201610160sea,atl,GabrTa00,rec,1,,,,,
player,201610160sea,atl,GabrTa00,rec_yds,6,,,,,
player,201610160sea,atl,GabrTa00,rec_td,0,,,,,
player,201610160sea,atl,GabrTa00,rec_long,6,,,,,
player,201610160sea,atl,GabrTa00,fumbles,0,,,,,
player,201610160sea,atl,GabrTa00,fumbles_lost,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_cmp,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_att,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_yds,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_td,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_int,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_sacked,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_long,0,,,,,
player,201610160sea,atl,DiMaPa00,pass_rating,,,,,,
player,201610160sea,atl,DiMaPa00,rush_att,0,,,,,
player,201610160sea,atl,DiMaPa00,rush_yds,0,,,,,
player,201610160sea,atl,DiMaPa00,rush_td,0,,,,,
player,201610160sea,atl,DiMaPa00,rush_long,0,,,,,
player,201610160sea,atl,DiMaPa00,targets,1,,,,,
player,201610160sea,atl,DiMaPa00,rec,1,,,,,
player,201610160sea,atl,DiMaPa00,rec_yds,3,,,,,
player,201610160sea,atl,DiMaPa00,rec_td,0,,,,,
player,201610160sea,atl,DiMaPa00,rec_long,3,,,,,
player,201610160sea,atl,DiMaPa00,fumbles,0,,,,,
player,201610160sea,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201610160sea,sea,WilsRu00,pass_cmp,25,,,,,
player,201610160sea,sea,WilsRu00,pass_att,37,,,,,
player,201610160sea,sea,WilsRu00,pass_yds,270,,,,,
player,201610160sea,sea,WilsRu00,pass_td,0,,,,,
player,201610160sea,sea,WilsRu00,pass_int,0,,,,,
player,201610160sea,sea,WilsRu00,pass_sacked,1,,,,,
player,201610160sea,sea,WilsRu00,pass_sacked_yds,9,,,,,
player,201610160sea,sea,WilsRu00,pass_long,25,,,,,
player,201610160sea,sea,WilsRu00,pass_rating,88.8,,,,,
player,201610160sea,sea,WilsRu00,rush_att,6,,,,,
player,201610160sea,sea,WilsRu00,rush_yds,7,,,,,
player,201610160sea,sea,WilsRu00,rush_td,0,,,,,
player,201610160sea,sea,WilsRu00,rush_long,6,,,,,
player,201610160sea,sea,WilsRu00,targets,0,,,,,
player,201610160sea,sea,WilsRu00,rec,0,,,,,
player,201610160sea,sea,WilsRu00,rec_yds,0,,,,,
player,201610160sea,sea,WilsRu00,rec_td,0,,,,,
player,201610160sea,sea,WilsRu00,rec_long,0,,,,,
player,201610160sea,sea,WilsRu00,fumbles,1,,,,,
player,201610160sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201610160sea,sea,MichCh00,pass_cmp,0,,,,,
player,201610160sea,sea,MichCh00,pass_att,0,,,,,
player,201610160sea,sea,MichCh00,pass_yds,0,,,,,
player,201610160sea,sea,MichCh00,pass_td,0,,,,,
player,201610160sea,sea,MichCh00,pass_int,0,,,,,
player,201610160sea,sea,MichCh00,pass_sacked,0,,,,,
player,201610160sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,MichCh00,pass_long,0,,,,,
player,201610160sea,sea,MichCh00,pass_rating,,,,,,
player,201610160sea,sea,MichCh00,rush_att,18,,,,,
player,201610160sea,sea,MichCh00,rush_yds,64,,,,,
player,201610160sea,sea,MichCh00,rush_td,2,,,,,
player,201610160sea,sea,MichCh00,rush_long,21,,,,,
player,201610160sea,sea,MichCh00,targets,3,,,,,
player,201610160sea,sea,MichCh00,rec,3,,,,,
player,201610160sea,sea,MichCh00,rec_yds,19,,,,,
player,201610160sea,sea,MichCh00,rec_td,0,,,,,
player,201610160sea,sea,MichCh00,rec_long,9,,,,,
player,201610160sea,sea,MichCh00,fumbles,1,,,,,
player,201610160sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201610160sea,sea,LockTy00,pass_cmp,0,,,,,
player,201610160sea,sea,LockTy00,pass_att,0,,,,,
player,201610160sea,sea,LockTy00,pass_yds,0,,,,,
player,201610160sea,sea,LockTy00,pass_td,0,,,,,
player,201610160sea,sea,LockTy00,pass_int,0,,,,,
player,201610160sea,sea,LockTy00,pass_sacked,0,,,,,
player,201610160sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,LockTy00,pass_long,0,,,,,
player,201610160sea,sea,LockTy00,pass_rating,,,,,,
player,201610160sea,sea,LockTy00,rush_att,1,,,,,
player,201610160sea,sea,LockTy00,rush_yds,2,,,,,
player,201610160sea,sea,LockTy00,rush_td,0,,,,,
player,201610160sea,sea,LockTy00,rush_long,2,,,,,
player,201610160sea,sea,LockTy00,targets,5,,,,,
player,201610160sea,sea,LockTy00,rec,3,,,,,
player,201610160sea,sea,LockTy00,rec_yds,23,,,,,
player,201610160sea,sea,LockTy00,rec_td,0,,,,,
player,201610160sea,sea,LockTy00,rec_long,10,,,,,
player,201610160sea,sea,LockTy00,fumbles,0,,,,,
player,201610160sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201610160sea,sea,CollAl00,pass_cmp,0,,,,,
player,201610160sea,sea,CollAl00,pass_att,0,,,,,
player,201610160sea,sea,CollAl00,pass_yds,0,,,,,
player,201610160sea,sea,CollAl00,pass_td,0,,,,,
player,201610160sea,sea,CollAl00,pass_int,0,,,,,
player,201610160sea,sea,CollAl00,pass_sacked,0,,,,,
player,201610160sea,sea,CollAl00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,CollAl00,pass_long,0,,,,,
player,201610160sea,sea,CollAl00,pass_rating,,,,,,
player,201610160sea,sea,CollAl00,rush_att,1,,,,,
player,201610160sea,sea,CollAl00,rush_yds,2,,,,,
player,201610160sea,sea,CollAl00,rush_td,1,,,,,
player,201610160sea,sea,CollAl00,rush_long,2,,,,,
player,201610160sea,sea,CollAl00,targets,1,,,,,
player,201610160sea,sea,CollAl00,rec,1,,,,,
player,201610160sea,sea,CollAl00,rec_yds,9,,,,,
player,201610160sea,sea,CollAl00,rec_td,0,,,,,
player,201610160sea,sea,CollAl00,rec_long,9,,,,,
player,201610160sea,sea,CollAl00,fumbles,0,,,,,
player,201610160sea,sea,CollAl00,fumbles_lost,0,,,,,
player,201610160sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201610160sea,sea,GrahJi00,pass_att,0,,,,,
player,201610160sea,sea,GrahJi00,pass_yds,0,,,,,
player,201610160sea,sea,GrahJi00,pass_td,0,,,,,
player,201610160sea,sea,GrahJi00,pass_int,0,,,,,
player,201610160sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201610160sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,GrahJi00,pass_long,0,,,,,
player,201610160sea,sea,GrahJi00,pass_rating,,,,,,
player,201610160sea,sea,GrahJi00,rush_att,0,,,,,
player,201610160sea,sea,GrahJi00,rush_yds,0,,,,,
player,201610160sea,sea,GrahJi00,rush_td,0,,,,,
player,201610160sea,sea,GrahJi00,rush_long,0,,,,,
player,201610160sea,sea,GrahJi00,targets,9,,,,,
player,201610160sea,sea,GrahJi00,rec,6,,,,,
player,201610160sea,sea,GrahJi00,rec_yds,89,,,,,
player,201610160sea,sea,GrahJi00,rec_td,0,,,,,
player,201610160sea,sea,GrahJi00,rec_long,25,,,,,
player,201610160sea,sea,GrahJi00,fumbles,0,,,,,
player,201610160sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201610160sea,sea,KearJe01,pass_cmp,0,,,,,
player,201610160sea,sea,KearJe01,pass_att,0,,,,,
player,201610160sea,sea,KearJe01,pass_yds,0,,,,,
player,201610160sea,sea,KearJe01,pass_td,0,,,,,
player,201610160sea,sea,KearJe01,pass_int,0,,,,,
player,201610160sea,sea,KearJe01,pass_sacked,0,,,,,
player,201610160sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201610160sea,sea,KearJe01,pass_long,0,,,,,
player,201610160sea,sea,KearJe01,pass_rating,,,,,,
player,201610160sea,sea,KearJe01,rush_att,0,,,,,
player,201610160sea,sea,KearJe01,rush_yds,0,,,,,
player,201610160sea,sea,KearJe01,rush_td,0,,,,,
player,201610160sea,sea,KearJe01,rush_long,0,,,,,
player,201610160sea,sea,KearJe01,targets,5,,,,,
player,201610160sea,sea,KearJe01,rec,3,,,,,
player,201610160sea,sea,KearJe01,rec_yds,35,,,,,
player,201610160sea,sea,KearJe01,rec_td,0,,,,,
player,201610160sea,sea,KearJe01,rec_long,16,,,,,
player,201610160sea,sea,KearJe01,fumbles,0,,,,,
player,201610160sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201610160sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201610160sea,sea,BaldDo00,pass_att,0,,,,,
player,201610160sea,sea,BaldDo00,pass_yds,0,,,,,
player,201610160sea,sea,BaldDo00,pass_td,0,,,,,
player,201610160sea,sea,BaldDo00,pass_int,0,,,,,
player,201610160sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201610160sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,BaldDo00,pass_long,0,,,,,
player,201610160sea,sea,BaldDo00,pass_rating,,,,,,
player,201610160sea,sea,BaldDo00,rush_att,0,,,,,
player,201610160sea,sea,BaldDo00,rush_yds,0,,,,,
player,201610160sea,sea,BaldDo00,rush_td,0,,,,,
player,201610160sea,sea,BaldDo00,rush_long,0,,,,,
player,201610160sea,sea,BaldDo00,targets,5,,,,,
player,201610160sea,sea,BaldDo00,rec,4,,,,,
player,201610160sea,sea,BaldDo00,rec_yds,31,,,,,
player,201610160sea,sea,BaldDo00,rec_td,0,,,,,
player,201610160sea,sea,BaldDo00,rec_long,11,,,,,
player,201610160sea,sea,BaldDo00,fumbles,0,,,,,
player,201610160sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201610160sea,sea,McEvTa01,pass_cmp,0,,,,,
player,201610160sea,sea,McEvTa01,pass_att,0,,,,,
player,201610160sea,sea,McEvTa01,pass_yds,0,,,,,
player,201610160sea,sea,McEvTa01,pass_td,0,,,,,
player,201610160sea,sea,McEvTa01,pass_int,0,,,,,
player,201610160sea,sea,McEvTa01,pass_sacked,0,,,,,
player,201610160sea,sea,McEvTa01,pass_sacked_yds,0,,,,,
player,201610160sea,sea,McEvTa01,pass_long,0,,,,,
player,201610160sea,sea,McEvTa01,pass_rating,,,,,,
player,201610160sea,sea,McEvTa01,rush_att,0,,,,,
player,201610160sea,sea,McEvTa01,rush_yds,0,,,,,
player,201610160sea,sea,McEvTa01,rush_td,0,,,,,
player,201610160sea,sea,McEvTa01,rush_long,0,,,,,
player,201610160sea,sea,McEvTa01,targets,1,,,,,
player,201610160sea,sea,McEvTa01,rec,1,,,,,
player,201610160sea,sea,McEvTa01,rec_yds,17,,,,,
player,201610160sea,sea,McEvTa01,rec_td,0,,,,,
player,201610160sea,sea,McEvTa01,rec_long,17,,,,,
player,201610160sea,sea,McEvTa01,fumbles,0,,,,,
player,201610160sea,sea,McEvTa01,fumbles_lost,0,,,,,
player,201610160sea,sea,WillLu00,pass_cmp,0,,,,,
player,201610160sea,sea,WillLu00,pass_att,0,,,,,
player,201610160sea,sea,WillLu00,pass_yds,0,,,,,
player,201610160sea,sea,WillLu00,pass_td,0,,,,,
player,201610160sea,sea,WillLu00,pass_int,0,,,,,
player,201610160sea,sea,WillLu00,pass_sacked,0,,,,,
player,201610160sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,WillLu00,pass_long,0,,,,,
player,201610160sea,sea,WillLu00,pass_rating,,,,,,
player,201610160sea,sea,WillLu00,rush_att,0,,,,,
player,201610160sea,sea,WillLu00,rush_yds,0,,,,,
player,201610160sea,sea,WillLu00,rush_td,0,,,,,
player,201610160sea,sea,WillLu00,rush_long,0,,,,,
player,201610160sea,sea,WillLu00,targets,1,,,,,
player,201610160sea,sea,WillLu00,rec,1,,,,,
player,201610160sea,sea,WillLu00,rec_yds,9,,,,,
player,201610160sea,sea,WillLu00,rec_td,0,,,,,
player,201610160sea,sea,WillLu00,rec_long,9,,,,,
player,201610160sea,sea,WillLu00,fumbles,0,,,,,
player,201610160sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201610160sea,sea,SpilC.00,pass_cmp,0,,,,,
player,201610160sea,sea,SpilC.00,pass_att,0,,,,,
player,201610160sea,sea,SpilC.00,pass_yds,0,,,,,
player,201610160sea,sea,SpilC.00,pass_td,0,,,,,
player,201610160sea,sea,SpilC.00,pass_int,0,,,,,
player,201610160sea,sea,SpilC.00,pass_sacked,0,,,,,
player,201610160sea,sea,SpilC.00,pass_sacked_yds,0,,,,,
player,201610160sea,sea,SpilC.00,pass_long,0,,,,,
player,201610160sea,sea,SpilC.00,pass_rating,,,,,,
player,201610160sea,sea,SpilC.00,rush_att,1,,,,,
player,201610160sea,sea,SpilC.00,rush_yds,-3,,,,,
player,201610160sea,sea,SpilC.00,rush_td,0,,,,,
player,201610160sea,sea,SpilC.00,rush_long,-3,,,,,
player,201610160sea,sea,SpilC.00,targets,6,,,,,
player,201610160sea,sea,SpilC.00,rec,3,,,,,
player,201610160sea,sea,SpilC.00,rec_yds,38,,,,,
player,201610160sea,sea,SpilC.00,rec_td,0,,,,,
player,201610160sea,sea,SpilC.00,rec_long,24,,,,,
player,201610160sea,sea,SpilC.00,fumbles,1,,,,,
player,201610160sea,sea,SpilC.00,fumbles_lost,0,,,,,
player,201610160sea,atl,TrufDe00,def_int,0,,,,,
player,201610160sea,atl,TrufDe00,def_int_yds,0,,,,,
player,201610160sea,atl,TrufDe00,def_int_td,0,,,,,
player,201610160sea,atl,TrufDe00,def_int_long,0,,,,,
player,201610160sea,atl,TrufDe00,pass_defended,0,,,,,
player,201610160sea,atl,TrufDe00,sacks,1.0,,,,,
player,201610160sea,atl,TrufDe00,tackles_combined,5,,,,,
player,201610160sea,atl,TrufDe00,tackles_solo,2,,,,,
player,201610160sea,atl,TrufDe00,tackles_assists,3,,,,,
player,201610160sea,atl,TrufDe00,tackles_loss,0,,,,,
player,201610160sea,atl,TrufDe00,qb_hits,1,,,,,
player,201610160sea,atl,TrufDe00,fumbles_rec,0,,,,,
player,201610160sea,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201610160sea,atl,TrufDe00,fumbles_rec_td,0,,,,,
