game,2016,4,20161002,201610020sdg,nor,"New Orleans Saints",35,sdg,"San Diego Chargers",34
player,201610020sdg,sdg,PerrJo01,def_pct,34%,,,,,
player,201610020sdg,sdg,PerrJo01,special_teams,21,,,,,
player,201610020sdg,sdg,PerrJo01,st_pct,64%,,,,,
player,201610020sdg,sdg,PhilDa01,pos,DE,,,,,
player,201610020sdg,sdg,PhilDa01,offense,0,,,,,
player,201610020sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201610020sdg,sdg,PhilDa01,defense,22,,,,,
player,201610020sdg,sdg,PhilDa01,def_pct,30%,,,,,
player,201610020sdg,sdg,PhilDa01,special_teams,0,,,,,
player,201610020sdg,sdg,PhilDa01,st_pct,0%,,,,,
player,201610020sdg,sdg,DzubNi00,pos,LB,,,,,
player,201610020sdg,sdg,DzubNi00,offense,0,,,,,
player,201610020sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201610020sdg,sdg,DzubNi00,defense,14,,,,,
player,201610020sdg,sdg,DzubNi00,def_pct,19%,,,,,
player,201610020sdg,sdg,DzubNi00,special_teams,22,,,,,
player,201610020sdg,sdg,DzubNi00,st_pct,67%,,,,,
player,201610020sdg,sdg,WillTo00,pos,LB,,,,,
player,201610020sdg,sdg,WillTo00,offense,0,,,,,
player,201610020sdg,sdg,WillTo00,off_pct,0%,,,,,
player,201610020sdg,sdg,WillTo00,defense,11,,,,,
player,201610020sdg,sdg,WillTo00,def_pct,15%,,,,,
player,201610020sdg,sdg,WillTo00,special_teams,17,,,,,
player,201610020sdg,sdg,WillTo00,st_pct,52%,,,,,
player,201610020sdg,sdg,DesiPi00,pos,CB,,,,,
player,201610020sdg,sdg,DesiPi00,offense,0,,,,,
player,201610020sdg,sdg,DesiPi00,off_pct,0%,,,,,
player,201610020sdg,sdg,DesiPi00,defense,10,,,,,
player,201610020sdg,sdg,DesiPi00,def_pct,14%,,,,,
player,201610020sdg,sdg,DesiPi00,special_teams,15,,,,,
player,201610020sdg,sdg,DesiPi00,st_pct,45%,,,,,
player,201610020sdg,sdg,ReidCa00,pos,DT,,,,,
player,201610020sdg,sdg,ReidCa00,offense,0,,,,,
player,201610020sdg,sdg,ReidCa00,off_pct,0%,,,,,
player,201610020sdg,sdg,ReidCa00,defense,10,,,,,
player,201610020sdg,sdg,ReidCa00,def_pct,14%,,,,,
player,201610020sdg,sdg,ReidCa00,special_teams,5,,,,,
player,201610020sdg,sdg,ReidCa00,st_pct,15%,,,,,
player,201610020sdg,sdg,StucDa20,pos,FS,,,,,
player,201610020sdg,sdg,StucDa20,offense,0,,,,,
player,201610020sdg,sdg,StucDa20,off_pct,0%,,,,,
player,201610020sdg,sdg,StucDa20,defense,4,,,,,
player,201610020sdg,sdg,StucDa20,def_pct,5%,,,,,
player,201610020sdg,sdg,StucDa20,special_teams,27,,,,,
player,201610020sdg,sdg,StucDa20,st_pct,82%,,,,,
player,201610020sdg,sdg,LambJo00,pos,K,,,,,
player,201610020sdg,sdg,LambJo00,offense,0,,,,,
player,201610020sdg,sdg,LambJo00,off_pct,0%,,,,,
player,201610020sdg,sdg,LambJo00,defense,0,,,,,
player,201610020sdg,sdg,LambJo00,def_pct,0%,,,,,
player,201610020sdg,sdg,LambJo00,special_teams,13,,,,,
player,201610020sdg,sdg,LambJo00,st_pct,39%,,,,,
player,201610020sdg,sdg,KaseDr00,pos,P,,,,,
player,201610020sdg,sdg,KaseDr00,offense,0,,,,,
player,201610020sdg,sdg,KaseDr00,off_pct,0%,,,,,
player,201610020sdg,sdg,KaseDr00,defense,0,,,,,
player,201610020sdg,sdg,KaseDr00,def_pct,0%,,,,,
player,201610020sdg,sdg,KaseDr00,special_teams,10,,,,,
player,201610020sdg,sdg,KaseDr00,st_pct,30%,,,,,
player,201610020sdg,sdg,WindMi00,pos,LS,,,,,
player,201610020sdg,sdg,WindMi00,offense,0,,,,,
player,201610020sdg,sdg,WindMi00,off_pct,0%,,,,,
player,201610020sdg,sdg,WindMi00,defense,0,,,,,
player,201610020sdg,sdg,WindMi00,def_pct,0%,,,,,
player,201610020sdg,sdg,WindMi00,special_teams,10,,,,,
player,201610020sdg,sdg,WindMi00,st_pct,30%,,,,,
player,201610020sdg,sdg,ToomKo00,pos,LB,,,,,
player,201610020sdg,sdg,ToomKo00,offense,0,,,,,
player,201610020sdg,sdg,ToomKo00,off_pct,0%,,,,,
player,201610020sdg,sdg,ToomKo00,defense,0,,,,,
player,201610020sdg,sdg,ToomKo00,def_pct,0%,,,,,
player,201610020sdg,sdg,ToomKo00,special_teams,9,,,,,
player,201610020sdg,sdg,ToomKo00,st_pct,27%,,,,,
player,201610020sdg,sdg,ClevAs00,pos,TE,,,,,
player,201610020sdg,sdg,ClevAs00,offense,0,,,,,
player,201610020sdg,sdg,ClevAs00,off_pct,0%,,,,,
player,201610020sdg,sdg,ClevAs00,defense,0,,,,,
player,201610020sdg,sdg,ClevAs00,def_pct,0%,,,,,
player,201610020sdg,sdg,ClevAs00,special_teams,6,,,,,
player,201610020sdg,sdg,ClevAs00,st_pct,18%,,,,,
player,201610020sdg,sdg,FarrKe02,pos,RB,,,,,
player,201610020sdg,sdg,FarrKe02,offense,0,,,,,
player,201610020sdg,sdg,FarrKe02,off_pct,0%,,,,,
player,201610020sdg,sdg,FarrKe02,defense,0,,,,,
player,201610020sdg,sdg,FarrKe02,def_pct,0%,,,,,
player,201610020sdg,sdg,FarrKe02,special_teams,2,,,,,
player,201610020sdg,sdg,FarrKe02,st_pct,6%,,,,,
player,201610020sdg,nor,EvanJa21,pos,G,,,,,
player,201610020sdg,nor,EvanJa21,offense,73,,,,,
player,201610020sdg,nor,EvanJa21,off_pct,100%,,,,,
player,201610020sdg,nor,EvanJa21,defense,0,,,,,
player,201610020sdg,nor,EvanJa21,def_pct,0%,,,,,
player,201610020sdg,nor,EvanJa21,special_teams,5,,,,,
player,201610020sdg,nor,EvanJa21,st_pct,15%,,,,,
player,201610020sdg,nor,LeliTi00,pos,G,,,,,
player,201610020sdg,nor,LeliTi00,offense,73,,,,,
player,201610020sdg,nor,LeliTi00,off_pct,100%,,,,,
player,201610020sdg,nor,LeliTi00,defense,0,,,,,
player,201610020sdg,nor,LeliTi00,def_pct,0%,,,,,
player,201610020sdg,nor,LeliTi00,special_teams,5,,,,,
player,201610020sdg,nor,LeliTi00,st_pct,15%,,,,,
player,201610020sdg,nor,PeatAn00,pos,T,,,,,
player,201610020sdg,nor,PeatAn00,offense,73,,,,,
player,201610020sdg,nor,PeatAn00,off_pct,100%,,,,,
player,201610020sdg,nor,PeatAn00,defense,0,,,,,
player,201610020sdg,nor,PeatAn00,def_pct,0%,,,,,
player,201610020sdg,nor,PeatAn00,special_teams,5,,,,,
player,201610020sdg,nor,PeatAn00,st_pct,15%,,,,,
player,201610020sdg,nor,StriZa20,pos,T,,,,,
player,201610020sdg,nor,StriZa20,offense,73,,,,,
player,201610020sdg,nor,StriZa20,off_pct,100%,,,,,
player,201610020sdg,nor,StriZa20,defense,0,,,,,
player,201610020sdg,nor,StriZa20,def_pct,0%,,,,,
player,201610020sdg,nor,StriZa20,special_teams,5,,,,,
player,201610020sdg,nor,StriZa20,st_pct,15%,,,,,
player,201610020sdg,nor,UngeMa20,pos,C,,,,,
player,201610020sdg,nor,UngeMa20,offense,73,,,,,
player,201610020sdg,nor,UngeMa20,off_pct,100%,,,,,
player,201610020sdg,nor,UngeMa20,defense,0,,,,,
player,201610020sdg,nor,UngeMa20,def_pct,0%,,,,,
player,201610020sdg,nor,UngeMa20,special_teams,5,,,,,
player,201610020sdg,nor,UngeMa20,st_pct,15%,,,,,
player,201610020sdg,nor,BreeDr00,pos,QB,,,,,
player,201610020sdg,nor,BreeDr00,offense,73,,,,,
player,201610020sdg,nor,BreeDr00,off_pct,100%,,,,,
player,201610020sdg,nor,BreeDr00,defense,0,,,,,
player,201610020sdg,nor,BreeDr00,def_pct,0%,,,,,
player,201610020sdg,nor,BreeDr00,special_teams,0,,,,,
player,201610020sdg,nor,BreeDr00,st_pct,0%,,,,,
player,201610020sdg,nor,ThomMi05,pos,WR,,,,,
player,201610020sdg,nor,ThomMi05,offense,56,,,,,
player,201610020sdg,nor,ThomMi05,off_pct,77%,,,,,
player,201610020sdg,nor,ThomMi05,defense,0,,,,,
player,201610020sdg,nor,ThomMi05,def_pct,0%,,,,,
player,201610020sdg,nor,ThomMi05,special_teams,0,,,,,
player,201610020sdg,nor,ThomMi05,st_pct,0%,,,,,
player,201610020sdg,nor,CookBr00,pos,WR,,,,,
player,201610020sdg,nor,CookBr00,offense,50,,,,,
player,201610020sdg,nor,CookBr00,off_pct,68%,,,,,
player,201610020sdg,nor,CookBr00,defense,0,,,,,
player,201610020sdg,nor,CookBr00,def_pct,0%,,,,,
player,201610020sdg,nor,CookBr00,special_teams,0,,,,,
player,201610020sdg,nor,CookBr00,st_pct,0%,,,,,
player,201610020sdg,nor,SneaWi00,pos,WR,,,,,
player,201610020sdg,nor,SneaWi00,offense,49,,,,,
player,201610020sdg,nor,SneaWi00,off_pct,67%,,,,,
player,201610020sdg,nor,SneaWi00,defense,0,,,,,
player,201610020sdg,nor,SneaWi00,def_pct,0%,,,,,
player,201610020sdg,nor,SneaWi00,special_teams,0,,,,,
player,201610020sdg,nor,SneaWi00,st_pct,0%,,,,,
player,201610020sdg,nor,IngrMa01,pos,RB,,,,,
player,201610020sdg,nor,IngrMa01,offense,48,,,,,
player,201610020sdg,nor,IngrMa01,off_pct,66%,,,,,
player,201610020sdg,nor,IngrMa01,defense,0,,,,,
player,201610020sdg,nor,IngrMa01,def_pct,0%,,,,,
player,201610020sdg,nor,IngrMa01,special_teams,0,,,,,
player,201610020sdg,nor,IngrMa01,st_pct,0%,,,,,
player,201610020sdg,nor,FleeCo00,pos,TE,,,,,
player,201610020sdg,nor,FleeCo00,offense,47,,,,,
player,201610020sdg,nor,FleeCo00,off_pct,64%,,,,,
player,201610020sdg,nor,FleeCo00,defense,0,,,,,
player,201610020sdg,nor,FleeCo00,def_pct,0%,,,,,
player,201610020sdg,nor,FleeCo00,special_teams,0,,,,,
player,201610020sdg,nor,FleeCo00,st_pct,0%,,,,,
player,201610020sdg,nor,KuhnJo00,pos,FB,,,,,
player,201610020sdg,nor,KuhnJo00,offense,25,,,,,
player,201610020sdg,nor,KuhnJo00,off_pct,34%,,,,,
player,201610020sdg,nor,KuhnJo00,defense,0,,,,,
player,201610020sdg,nor,KuhnJo00,def_pct,0%,,,,,
player,201610020sdg,nor,KuhnJo00,special_teams,7,,,,,
player,201610020sdg,nor,KuhnJo00,st_pct,21%,,,,,
player,201610020sdg,nor,ManhCh00,pos,TE,,,,,
player,201610020sdg,nor,ManhCh00,offense,23,,,,,
player,201610020sdg,nor,ManhCh00,off_pct,32%,,,,,
player,201610020sdg,nor,ManhCh00,defense,0,,,,,
player,201610020sdg,nor,ManhCh00,def_pct,0%,,,,,
player,201610020sdg,nor,ManhCh00,special_teams,12,,,,,
player,201610020sdg,nor,ManhCh00,st_pct,36%,,,,,
player,201610020sdg,nor,ColeBr00,pos,WR,,,,,
player,201610020sdg,nor,ColeBr00,offense,18,,,,,
player,201610020sdg,nor,ColeBr00,off_pct,25%,,,,,
player,201610020sdg,nor,ColeBr00,defense,0,,,,,
player,201610020sdg,nor,ColeBr00,def_pct,0%,,,,,
player,201610020sdg,nor,ColeBr00,special_teams,8,,,,,
player,201610020sdg,nor,ColeBr00,st_pct,24%,,,,,
player,201610020sdg,nor,TurnLa00,pos,G,,,,,
player,201610020sdg,nor,TurnLa00,offense,17,,,,,
player,201610020sdg,nor,TurnLa00,off_pct,23%,,,,,
player,201610020sdg,nor,TurnLa00,defense,0,,,,,
player,201610020sdg,nor,TurnLa00,def_pct,0%,,,,,
player,201610020sdg,nor,TurnLa00,special_teams,5,,,,,
player,201610020sdg,nor,TurnLa00,st_pct,15%,,,,,
player,201610020sdg,nor,LascDa00,pos,RB,,,,,
player,201610020sdg,nor,LascDa00,offense,9,,,,,
player,201610020sdg,nor,LascDa00,off_pct,12%,,,,,
player,201610020sdg,nor,LascDa00,defense,0,,,,,
player,201610020sdg,nor,LascDa00,def_pct,0%,,,,,
player,201610020sdg,nor,LascDa00,special_teams,22,,,,,
player,201610020sdg,nor,LascDa00,st_pct,67%,,,,,
player,201610020sdg,nor,HighTi00,pos,RB,,,,,
player,201610020sdg,nor,HighTi00,offense,9,,,,,
player,201610020sdg,nor,HighTi00,off_pct,12%,,,,,
player,201610020sdg,nor,HighTi00,defense,0,,,,,
player,201610020sdg,nor,HighTi00,def_pct,0%,,,,,
player,201610020sdg,nor,HighTi00,special_teams,17,,,,,
player,201610020sdg,nor,HighTi00,st_pct,52%,,,,,
player,201610020sdg,nor,LewiTo00,pos,WR,,,,,
player,201610020sdg,nor,LewiTo00,offense,7,,,,,
player,201610020sdg,nor,LewiTo00,off_pct,10%,,,,,
player,201610020sdg,nor,LewiTo00,defense,0,,,,,
player,201610020sdg,nor,LewiTo00,def_pct,0%,,,,,
player,201610020sdg,nor,LewiTo00,special_teams,4,,,,,
player,201610020sdg,nor,LewiTo00,st_pct,12%,,,,,
player,201610020sdg,nor,CadeTr00,pos,RB,,,,,
player,201610020sdg,nor,CadeTr00,offense,4,,,,,
player,201610020sdg,nor,CadeTr00,off_pct,5%,,,,,
player,201610020sdg,nor,CadeTr00,defense,0,,,,,
player,201610020sdg,nor,CadeTr00,def_pct,0%,,,,,
player,201610020sdg,nor,CadeTr00,special_teams,22,,,,,
player,201610020sdg,nor,CadeTr00,st_pct,67%,,,,,
player,201610020sdg,nor,HarpRo21,pos,SS,,,,,
player,201610020sdg,nor,HarpRo21,offense,3,,,,,
player,201610020sdg,nor,HarpRo21,off_pct,4%,,,,,
player,201610020sdg,nor,HarpRo21,defense,19,,,,,
player,201610020sdg,nor,HarpRo21,def_pct,27%,,,,,
player,201610020sdg,nor,HarpRo21,special_teams,6,,,,,
player,201610020sdg,nor,HarpRo21,st_pct,18%,,,,,
player,201610020sdg,nor,RobeCr00,pos,LB,,,,,
player,201610020sdg,nor,RobeCr00,offense,0,,,,,
player,201610020sdg,nor,RobeCr00,off_pct,0%,,,,,
player,201610020sdg,nor,RobeCr00,defense,70,,,,,
player,201610020sdg,nor,RobeCr00,def_pct,100%,,,,,
player,201610020sdg,nor,RobeCr00,special_teams,11,,,,,
player,201610020sdg,nor,RobeCr00,st_pct,33%,,,,,
player,201610020sdg,nor,VaccKe00,pos,SS,,,,,
player,201610020sdg,nor,VaccKe00,offense,0,,,,,
player,201610020sdg,nor,VaccKe00,off_pct,0%,,,,,
player,201610020sdg,nor,VaccKe00,defense,70,,,,,
player,201610020sdg,nor,VaccKe00,def_pct,100%,,,,,
player,201610020sdg,nor,VaccKe00,special_teams,0,,,,,
player,201610020sdg,nor,VaccKe00,st_pct,0%,,,,,
player,201610020sdg,nor,CrawKe02,pos,CB,,,,,
player,201610020sdg,nor,CrawKe02,offense,0,,,,,
player,201610020sdg,nor,CrawKe02,off_pct,0%,,,,,
player,201610020sdg,nor,CrawKe02,defense,69,,,,,
player,201610020sdg,nor,CrawKe02,def_pct,99%,,,,,
player,201610020sdg,nor,CrawKe02,special_teams,11,,,,,
player,201610020sdg,nor,CrawKe02,st_pct,33%,,,,,
player,201610020sdg,nor,BellVo00,pos,FS,,,,,
player,201610020sdg,nor,BellVo00,offense,0,,,,,
player,201610020sdg,nor,BellVo00,off_pct,0%,,,,,
player,201610020sdg,nor,BellVo00,defense,69,,,,,
player,201610020sdg,nor,BellVo00,def_pct,99%,,,,,
player,201610020sdg,nor,BellVo00,special_teams,11,,,,,
player,201610020sdg,nor,BellVo00,st_pct,33%,,,,,
player,201610020sdg,nor,MoorSt00,pos,CB,,,,,
player,201610020sdg,nor,MoorSt00,offense,0,,,,,
player,201610020sdg,nor,MoorSt00,off_pct,0%,,,,,
player,201610020sdg,nor,MoorSt00,defense,69,,,,,
player,201610020sdg,nor,MoorSt00,def_pct,99%,,,,,
player,201610020sdg,nor,MoorSt00,special_teams,0,,,,,
player,201610020sdg,nor,MoorSt00,st_pct,0%,,,,,
player,201610020sdg,nor,StupNa01,pos,LB,,,,,
player,201610020sdg,nor,StupNa01,offense,0,,,,,
player,201610020sdg,nor,StupNa01,off_pct,0%,,,,,
player,201610020sdg,nor,StupNa01,defense,63,,,,,
player,201610020sdg,nor,StupNa01,def_pct,90%,,,,,
player,201610020sdg,nor,StupNa01,special_teams,15,,,,,
player,201610020sdg,nor,StupNa01,st_pct,45%,,,,,
player,201610020sdg,nor,JordCa00,pos,DE,,,,,
player,201610020sdg,nor,JordCa00,offense,0,,,,,
player,201610020sdg,nor,JordCa00,off_pct,0%,,,,,
player,201610020sdg,nor,JordCa00,defense,58,,,,,
player,201610020sdg,nor,JordCa00,def_pct,83%,,,,,
player,201610020sdg,nor,JordCa00,special_teams,6,,,,,
player,201610020sdg,nor,JordCa00,st_pct,18%,,,,,
player,201610020sdg,nor,FairNi00,pos,DT,,,,,
player,201610020sdg,nor,FairNi00,offense,0,,,,,
player,201610020sdg,nor,FairNi00,off_pct,0%,,,,,
player,201610020sdg,nor,FairNi00,defense,41,,,,,
player,201610020sdg,nor,FairNi00,def_pct,59%,,,,,
player,201610020sdg,nor,FairNi00,special_teams,0,,,,,
player,201610020sdg,nor,FairNi00,st_pct,0%,,,,,
player,201610020sdg,nor,OnyeDa00,pos,DE,,,,,
player,201610020sdg,nor,OnyeDa00,offense,0,,,,,
player,201610020sdg,nor,OnyeDa00,off_pct,0%,,,,,
player,201610020sdg,nor,OnyeDa00,defense,39,,,,,
player,201610020sdg,nor,OnyeDa00,def_pct,56%,,,,,
player,201610020sdg,nor,OnyeDa00,special_teams,7,,,,,
player,201610020sdg,nor,OnyeDa00,st_pct,21%,,,,,
player,201610020sdg,nor,WebbBW00,pos,CB,,,,,
player,201610020sdg,nor,WebbBW00,offense,0,,,,,
player,201610020sdg,nor,WebbBW00,off_pct,0%,,,,,
player,201610020sdg,nor,WebbBW00,defense,35,,,,,
player,201610020sdg,nor,WebbBW00,def_pct,50%,,,,,
player,201610020sdg,nor,WebbBW00,special_teams,0,,,,,
player,201610020sdg,nor,WebbBW00,st_pct,0%,,,,,
player,201610020sdg,nor,EdebKa00,pos,DE,,,,,
player,201610020sdg,nor,EdebKa00,offense,0,,,,,
player,201610020sdg,nor,EdebKa00,off_pct,0%,,,,,
player,201610020sdg,nor,EdebKa00,defense,32,,,,,
player,201610020sdg,nor,EdebKa00,def_pct,46%,,,,,
player,201610020sdg,nor,EdebKa00,special_teams,25,,,,,
player,201610020sdg,nor,EdebKa00,st_pct,76%,,,,,
player,201610020sdg,nor,DaviTy01,pos,DT,,,,,
player,201610020sdg,nor,DaviTy01,offense,0,,,,,
player,201610020sdg,nor,DaviTy01,off_pct,0%,,,,,
player,201610020sdg,nor,DaviTy01,defense,29,,,,,
player,201610020sdg,nor,DaviTy01,def_pct,41%,,,,,
player,201610020sdg,nor,DaviTy01,special_teams,0,,,,,
player,201610020sdg,nor,DaviTy01,st_pct,0%,,,,,
player,201610020sdg,nor,TappDa20,pos,DE,,,,,
player,201610020sdg,nor,TappDa20,offense,0,,,,,
player,201610020sdg,nor,TappDa20,off_pct,0%,,,,,
player,201610020sdg,nor,TappDa20,defense,28,,,,,
player,201610020sdg,nor,TappDa20,def_pct,40%,,,,,
player,201610020sdg,nor,TappDa20,special_teams,6,,,,,
player,201610020sdg,nor,TappDa20,st_pct,18%,,,,,
player,201610020sdg,nor,JenkJo00,pos,DT,,,,,
player,201610020sdg,nor,JenkJo00,offense,0,,,,,
player,201610020sdg,nor,JenkJo00,off_pct,0%,,,,,
player,201610020sdg,nor,JenkJo00,defense,26,,,,,
player,201610020sdg,nor,JenkJo00,def_pct,37%,,,,,
player,201610020sdg,nor,JenkJo00,special_teams,6,,,,,
player,201610020sdg,nor,JenkJo00,st_pct,18%,,,,,
player,201610020sdg,nor,KrugPa99,pos,DE,,,,,
player,201610020sdg,nor,KrugPa99,offense,0,,,,,
player,201610020sdg,nor,KrugPa99,off_pct,0%,,,,,
player,201610020sdg,nor,KrugPa99,defense,22,,,,,
player,201610020sdg,nor,KrugPa99,def_pct,31%,,,,,
player,201610020sdg,nor,KrugPa99,special_teams,3,,,,,
player,201610020sdg,nor,KrugPa99,st_pct,9%,,,,,
player,201610020sdg,nor,MautMi00,pos,LB,,,,,
player,201610020sdg,nor,MautMi00,offense,0,,,,,
player,201610020sdg,nor,MautMi00,off_pct,0%,,,,,
player,201610020sdg,nor,MautMi00,defense,15,,,,,
player,201610020sdg,nor,MautMi00,def_pct,21%,,,,,
player,201610020sdg,nor,MautMi00,special_teams,22,,,,,
player,201610020sdg,nor,MautMi00,st_pct,67%,,,,,
player,201610020sdg,nor,ByrdJa99,pos,FS,,,,,
player,201610020sdg,nor,ByrdJa99,offense,0,,,,,
player,201610020sdg,nor,ByrdJa99,off_pct,0%,,,,,
player,201610020sdg,nor,ByrdJa99,defense,15,,,,,
player,201610020sdg,nor,ByrdJa99,def_pct,21%,,,,,
player,201610020sdg,nor,ByrdJa99,special_teams,4,,,,,
player,201610020sdg,nor,ByrdJa99,st_pct,12%,,,,,
player,201610020sdg,nor,AnthSt00,pos,LB,,,,,
player,201610020sdg,nor,AnthSt00,offense,0,,,,,
player,201610020sdg,nor,AnthSt00,off_pct,0%,,,,,
player,201610020sdg,nor,AnthSt00,defense,1,,,,,
player,201610020sdg,nor,AnthSt00,def_pct,1%,,,,,
player,201610020sdg,nor,AnthSt00,special_teams,19,,,,,
player,201610020sdg,nor,AnthSt00,st_pct,58%,,,,,
player,201610020sdg,nor,HarrEr00,pos,FS,,,,,
player,201610020sdg,nor,HarrEr00,offense,0,,,,,
player,201610020sdg,nor,HarrEr00,off_pct,0%,,,,,
player,201610020sdg,nor,HarrEr00,defense,0,,,,,
player,201610020sdg,nor,HarrEr00,def_pct,0%,,,,,
player,201610020sdg,nor,HarrEr00,special_teams,28,,,,,
player,201610020sdg,nor,HarrEr00,st_pct,85%,,,,,
player,201610020sdg,nor,DixoBr01,pos,CB,,,,,
player,201610020sdg,nor,DixoBr01,offense,0,,,,,
player,201610020sdg,nor,DixoBr01,off_pct,0%,,,,,
player,201610020sdg,nor,DixoBr01,defense,0,,,,,
player,201610020sdg,nor,DixoBr01,def_pct,0%,,,,,
player,201610020sdg,nor,DixoBr01,special_teams,21,,,,,
player,201610020sdg,nor,DixoBr01,st_pct,64%,,,,,
player,201610020sdg,nor,LutzWi00,pos,K,,,,,
player,201610020sdg,nor,LutzWi00,offense,0,,,,,
player,201610020sdg,nor,LutzWi00,off_pct,0%,,,,,
player,201610020sdg,nor,LutzWi00,defense,0,,,,,
player,201610020sdg,nor,LutzWi00,def_pct,0%,,,,,
player,201610020sdg,nor,LutzWi00,special_teams,11,,,,,
player,201610020sdg,nor,LutzWi00,st_pct,33%,,,,,
player,201610020sdg,nor,DresJu20,pos,LS,,,,,
player,201610020sdg,nor,DresJu20,offense,0,,,,,
player,201610020sdg,nor,DresJu20,off_pct,0%,,,,,
player,201610020sdg,nor,DresJu20,defense,0,,,,,
player,201610020sdg,nor,DresJu20,def_pct,0%,,,,,
player,201610020sdg,nor,DresJu20,special_teams,10,,,,,
player,201610020sdg,nor,DresJu20,st_pct,30%,,,,,
player,201610020sdg,nor,MorsTh00,pos,P,,,,,
player,201610020sdg,nor,MorsTh00,offense,0,,,,,
player,201610020sdg,nor,MorsTh00,off_pct,0%,,,,,
player,201610020sdg,nor,MorsTh00,defense,0,,,,,
player,201610020sdg,nor,MorsTh00,def_pct,0%,,,,,
player,201610020sdg,nor,MorsTh00,special_teams,10,,,,,
player,201610020sdg,nor,MorsTh00,st_pct,30%,,,,,
player,201610020sdg,nor,HillTo21,pos,T,,,,,
player,201610020sdg,nor,HillTo21,offense,0,,,,,
player,201610020sdg,nor,HillTo21,off_pct,0%,,,,,
player,201610020sdg,nor,HillTo21,defense,0,,,,,
player,201610020sdg,nor,HillTo21,def_pct,0%,,,,,
player,201610020sdg,nor,HillTo21,special_teams,5,,,,,
player,201610020sdg,nor,HillTo21,st_pct,15%,,,,,
player,201610020sdg,nor,HarrDe04,pos,CB,,,,,
player,201610020sdg,nor,HarrDe04,offense,0,,,,,
player,201610020sdg,nor,HarrDe04,off_pct,0%,,,,,
player,201610020sdg,nor,HarrDe04,defense,0,,,,,
player,201610020sdg,nor,HarrDe04,def_pct,0%,,,,,
player,201610020sdg,nor,HarrDe04,special_teams,4,,,,,
player,201610020sdg,nor,HarrDe04,st_pct,12%,,,,,
