game,2016,11,20161120,201611200ram,mia,"Miami Dolphins",14,ram,"Los Angeles Rams",10
player,201611200ram,ram,BrowMa03,fumbles_rec_td,0,,,,,
player,201611200ram,ram,BrowMa03,fumbles_forced,0,,,,,
player,201611200ram,ram,HayeWi99,def_int,0,,,,,
player,201611200ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201611200ram,ram,HayeWi99,def_int_td,0,,,,,
player,201611200ram,ram,HayeWi99,def_int_long,0,,,,,
player,201611200ram,ram,HayeWi99,pass_defended,0,,,,,
player,201611200ram,ram,HayeWi99,sacks,0.0,,,,,
player,201611200ram,ram,HayeWi99,tackles_combined,1,,,,,
player,201611200ram,ram,HayeWi99,tackles_solo,1,,,,,
player,201611200ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201611200ram,ram,HayeWi99,tackles_loss,1,,,,,
player,201611200ram,ram,HayeWi99,qb_hits,0,,,,,
player,201611200ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201611200ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201611200ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201611200ram,ram,MarqBr00,def_int,0,,,,,
player,201611200ram,ram,MarqBr00,def_int_yds,0,,,,,
player,201611200ram,ram,MarqBr00,def_int_td,0,,,,,
player,201611200ram,ram,MarqBr00,def_int_long,0,,,,,
player,201611200ram,ram,MarqBr00,pass_defended,0,,,,,
player,201611200ram,ram,MarqBr00,sacks,0.0,,,,,
player,201611200ram,ram,MarqBr00,tackles_combined,1,,,,,
player,201611200ram,ram,MarqBr00,tackles_solo,1,,,,,
player,201611200ram,ram,MarqBr00,tackles_assists,0,,,,,
player,201611200ram,ram,MarqBr00,tackles_loss,0,,,,,
player,201611200ram,ram,MarqBr00,qb_hits,0,,,,,
player,201611200ram,ram,MarqBr00,fumbles_rec,0,,,,,
player,201611200ram,ram,MarqBr00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,MarqBr00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,MarqBr00,fumbles_forced,0,,,,,
player,201611200ram,ram,ThomCa99,def_int,0,,,,,
player,201611200ram,ram,ThomCa99,def_int_yds,0,,,,,
player,201611200ram,ram,ThomCa99,def_int_td,0,,,,,
player,201611200ram,ram,ThomCa99,def_int_long,0,,,,,
player,201611200ram,ram,ThomCa99,pass_defended,0,,,,,
player,201611200ram,ram,ThomCa99,sacks,0.0,,,,,
player,201611200ram,ram,ThomCa99,tackles_combined,1,,,,,
player,201611200ram,ram,ThomCa99,tackles_solo,1,,,,,
player,201611200ram,ram,ThomCa99,tackles_assists,0,,,,,
player,201611200ram,ram,ThomCa99,tackles_loss,0,,,,,
player,201611200ram,ram,ThomCa99,qb_hits,0,,,,,
player,201611200ram,ram,ThomCa99,fumbles_rec,0,,,,,
player,201611200ram,ram,ThomCa99,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,ThomCa99,fumbles_rec_td,0,,,,,
player,201611200ram,ram,ThomCa99,fumbles_forced,0,,,,,
player,201611200ram,ram,DaviCo02,def_int,0,,,,,
player,201611200ram,ram,DaviCo02,def_int_yds,0,,,,,
player,201611200ram,ram,DaviCo02,def_int_td,0,,,,,
player,201611200ram,ram,DaviCo02,def_int_long,0,,,,,
player,201611200ram,ram,DaviCo02,pass_defended,0,,,,,
player,201611200ram,ram,DaviCo02,sacks,0.0,,,,,
player,201611200ram,ram,DaviCo02,tackles_combined,0,,,,,
player,201611200ram,ram,DaviCo02,tackles_solo,0,,,,,
player,201611200ram,ram,DaviCo02,tackles_assists,0,,,,,
player,201611200ram,ram,DaviCo02,tackles_loss,1,,,,,
player,201611200ram,ram,DaviCo02,qb_hits,1,,,,,
player,201611200ram,ram,DaviCo02,fumbles_rec,0,,,,,
player,201611200ram,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201611200ram,ram,DaviCo02,fumbles_forced,0,,,,,
player,201611200ram,mia,LandJa00,kick_ret,0,,,,,
player,201611200ram,mia,LandJa00,kick_ret_yds,0,,,,,
player,201611200ram,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201611200ram,mia,LandJa00,kick_ret_td,0,,,,,
player,201611200ram,mia,LandJa00,kick_ret_long,0,,,,,
player,201611200ram,mia,LandJa00,punt_ret,1,,,,,
player,201611200ram,mia,LandJa00,punt_ret_yds,1,,,,,
player,201611200ram,mia,LandJa00,punt_ret_yds_per_ret,1.0,,,,,
player,201611200ram,mia,LandJa00,punt_ret_td,0,,,,,
player,201611200ram,mia,LandJa00,punt_ret_long,1,,,,,
player,201611200ram,mia,DrakKe00,kick_ret,1,,,,,
player,201611200ram,mia,DrakKe00,kick_ret_yds,18,,,,,
player,201611200ram,mia,DrakKe00,kick_ret_yds_per_ret,18.0,,,,,
player,201611200ram,mia,DrakKe00,kick_ret_td,0,,,,,
player,201611200ram,mia,DrakKe00,kick_ret_long,18,,,,,
player,201611200ram,mia,DrakKe00,punt_ret,0,,,,,
player,201611200ram,mia,DrakKe00,punt_ret_yds,0,,,,,
player,201611200ram,mia,DrakKe00,punt_ret_yds_per_ret,,,,,,
player,201611200ram,mia,DrakKe00,punt_ret_td,0,,,,,
player,201611200ram,mia,DrakKe00,punt_ret_long,0,,,,,
player,201611200ram,ram,AustTa00,kick_ret,0,,,,,
player,201611200ram,ram,AustTa00,kick_ret_yds,0,,,,,
player,201611200ram,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201611200ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201611200ram,ram,AustTa00,kick_ret_long,0,,,,,
player,201611200ram,ram,AustTa00,punt_ret,4,,,,,
player,201611200ram,ram,AustTa00,punt_ret_yds,30,,,,,
player,201611200ram,ram,AustTa00,punt_ret_yds_per_ret,7.5,,,,,
player,201611200ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201611200ram,ram,AustTa00,punt_ret_long,12,,,,,
player,201611200ram,ram,CoopPh00,kick_ret,0,,,,,
player,201611200ram,ram,CoopPh00,kick_ret_yds,0,,,,,
player,201611200ram,ram,CoopPh00,kick_ret_yds_per_ret,,,,,,
player,201611200ram,ram,CoopPh00,kick_ret_td,0,,,,,
player,201611200ram,ram,CoopPh00,kick_ret_long,0,,,,,
player,201611200ram,ram,CoopPh00,punt_ret,1,,,,,
player,201611200ram,ram,CoopPh00,punt_ret_yds,-3,,,,,
player,201611200ram,ram,CoopPh00,punt_ret_yds_per_ret,-3.0,,,,,
player,201611200ram,ram,CoopPh00,punt_ret_td,0,,,,,
player,201611200ram,ram,CoopPh00,punt_ret_long,-3,,,,,
player,201611200ram,ram,CunnBe01,kick_ret,2,,,,,
player,201611200ram,ram,CunnBe01,kick_ret_yds,86,,,,,
player,201611200ram,ram,CunnBe01,kick_ret_yds_per_ret,43.0,,,,,
player,201611200ram,ram,CunnBe01,kick_ret_td,0,,,,,
player,201611200ram,ram,CunnBe01,kick_ret_long,44,,,,,
player,201611200ram,ram,CunnBe01,punt_ret,0,,,,,
player,201611200ram,ram,CunnBe01,punt_ret_yds,0,,,,,
player,201611200ram,ram,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201611200ram,ram,CunnBe01,punt_ret_td,0,,,,,
player,201611200ram,ram,CunnBe01,punt_ret_long,0,,,,,
player,201611200ram,mia,FranAn01,xpm,2,,,,,
player,201611200ram,mia,FranAn01,xpa,2,,,,,
player,201611200ram,mia,FranAn01,fgm,,,,,,
player,201611200ram,mia,FranAn01,fga,,,,,,
player,201611200ram,mia,FranAn01,punt,0,,,,,
player,201611200ram,mia,FranAn01,punt_yds,0,,,,,
player,201611200ram,mia,FranAn01,punt_yds_per_punt,,,,,,
player,201611200ram,mia,FranAn01,punt_long,0,,,,,
player,201611200ram,mia,DarrMa00,xpm,,,,,,
player,201611200ram,mia,DarrMa00,xpa,,,,,,
player,201611200ram,mia,DarrMa00,fgm,,,,,,
player,201611200ram,mia,DarrMa00,fga,,,,,,
player,201611200ram,mia,DarrMa00,punt,10,,,,,
player,201611200ram,mia,DarrMa00,punt_yds,453,,,,,
player,201611200ram,mia,DarrMa00,punt_yds_per_punt,45.3,,,,,
player,201611200ram,mia,DarrMa00,punt_long,54,,,,,
player,201611200ram,ram,ZuerGr00,xpm,1,,,,,
player,201611200ram,ram,ZuerGr00,xpa,1,,,,,
player,201611200ram,ram,ZuerGr00,fgm,1,,,,,
player,201611200ram,ram,ZuerGr00,fga,2,,,,,
player,201611200ram,ram,ZuerGr00,punt,0,,,,,
player,201611200ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201611200ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201611200ram,ram,ZuerGr00,punt_long,0,,,,,
player,201611200ram,ram,HekkJo00,xpm,,,,,,
player,201611200ram,ram,HekkJo00,xpa,,,,,,
player,201611200ram,ram,HekkJo00,fgm,,,,,,
player,201611200ram,ram,HekkJo00,fga,,,,,,
player,201611200ram,ram,HekkJo00,punt,8,,,,,
player,201611200ram,ram,HekkJo00,punt_yds,364,,,,,
player,201611200ram,ram,HekkJo00,punt_yds_per_punt,45.5,,,,,
player,201611200ram,ram,HekkJo00,punt_long,61,,,,,
player,201611200ram,ram,RobiGr01,pos,T,,,,,
player,201611200ram,ram,RobiGr01,offense,62,,,,,
player,201611200ram,ram,RobiGr01,off_pct,100%,,,,,
player,201611200ram,ram,RobiGr01,defense,0,,,,,
player,201611200ram,ram,RobiGr01,def_pct,0%,,,,,
player,201611200ram,ram,RobiGr01,special_teams,3,,,,,
player,201611200ram,ram,RobiGr01,st_pct,10%,,,,,
player,201611200ram,ram,SaffRo20,pos,T,,,,,
player,201611200ram,ram,SaffRo20,offense,62,,,,,
player,201611200ram,ram,SaffRo20,off_pct,100%,,,,,
player,201611200ram,ram,SaffRo20,defense,0,,,,,
player,201611200ram,ram,SaffRo20,def_pct,0%,,,,,
player,201611200ram,ram,SaffRo20,special_teams,3,,,,,
player,201611200ram,ram,SaffRo20,st_pct,10%,,,,,
player,201611200ram,ram,HaveRo00,pos,T,,,,,
player,201611200ram,ram,HaveRo00,offense,62,,,,,
player,201611200ram,ram,HaveRo00,off_pct,100%,,,,,
player,201611200ram,ram,HaveRo00,defense,0,,,,,
player,201611200ram,ram,HaveRo00,def_pct,0%,,,,,
player,201611200ram,ram,HaveRo00,special_teams,3,,,,,
player,201611200ram,ram,HaveRo00,st_pct,10%,,,,,
player,201611200ram,ram,WichCo00,pos,G,,,,,
player,201611200ram,ram,WichCo00,offense,62,,,,,
player,201611200ram,ram,WichCo00,off_pct,100%,,,,,
player,201611200ram,ram,WichCo00,defense,0,,,,,
player,201611200ram,ram,WichCo00,def_pct,0%,,,,,
player,201611200ram,ram,WichCo00,special_teams,3,,,,,
player,201611200ram,ram,WichCo00,st_pct,10%,,,,,
player,201611200ram,ram,GoffJa00,pos,QB,,,,,
player,201611200ram,ram,GoffJa00,offense,62,,,,,
player,201611200ram,ram,GoffJa00,off_pct,100%,,,,,
player,201611200ram,ram,GoffJa00,defense,0,,,,,
player,201611200ram,ram,GoffJa00,def_pct,0%,,,,,
player,201611200ram,ram,GoffJa00,special_teams,0,,,,,
player,201611200ram,ram,GoffJa00,st_pct,0%,,,,,
player,201611200ram,ram,BarnTi01,pos,C,,,,,
player,201611200ram,ram,BarnTi01,offense,62,,,,,
player,201611200ram,ram,BarnTi01,off_pct,100%,,,,,
player,201611200ram,ram,BarnTi01,defense,0,,,,,
player,201611200ram,ram,BarnTi01,def_pct,0%,,,,,
player,201611200ram,ram,BarnTi01,special_teams,0,,,,,
player,201611200ram,ram,BarnTi01,st_pct,0%,,,,,
player,201611200ram,ram,BritKe00,pos,WR,,,,,
player,201611200ram,ram,BritKe00,offense,60,,,,,
player,201611200ram,ram,BritKe00,off_pct,97%,,,,,
player,201611200ram,ram,BritKe00,defense,0,,,,,
player,201611200ram,ram,BritKe00,def_pct,0%,,,,,
player,201611200ram,ram,BritKe00,special_teams,0,,,,,
player,201611200ram,ram,BritKe00,st_pct,0%,,,,,
player,201611200ram,ram,KendLa00,pos,TE,,,,,
player,201611200ram,ram,KendLa00,offense,52,,,,,
player,201611200ram,ram,KendLa00,off_pct,84%,,,,,
player,201611200ram,ram,KendLa00,defense,0,,,,,
player,201611200ram,ram,KendLa00,def_pct,0%,,,,,
player,201611200ram,ram,KendLa00,special_teams,0,,,,,
player,201611200ram,ram,KendLa00,st_pct,0%,,,,,
player,201611200ram,ram,AustTa00,pos,WR,,,,,
player,201611200ram,ram,AustTa00,offense,51,,,,,
player,201611200ram,ram,AustTa00,off_pct,82%,,,,,
player,201611200ram,ram,AustTa00,defense,0,,,,,
player,201611200ram,ram,AustTa00,def_pct,0%,,,,,
player,201611200ram,ram,AustTa00,special_teams,11,,,,,
player,201611200ram,ram,AustTa00,st_pct,38%,,,,,
player,201611200ram,ram,GurlTo01,pos,RB,,,,,
player,201611200ram,ram,GurlTo01,offense,43,,,,,
player,201611200ram,ram,GurlTo01,off_pct,69%,,,,,
player,201611200ram,ram,GurlTo01,defense,0,,,,,
player,201611200ram,ram,GurlTo01,def_pct,0%,,,,,
player,201611200ram,ram,GurlTo01,special_teams,0,,,,,
player,201611200ram,ram,GurlTo01,st_pct,0%,,,,,
player,201611200ram,ram,QuicBr00,pos,WR,,,,,
player,201611200ram,ram,QuicBr00,offense,38,,,,,
player,201611200ram,ram,QuicBr00,off_pct,61%,,,,,
player,201611200ram,ram,QuicBr00,defense,0,,,,,
player,201611200ram,ram,QuicBr00,def_pct,0%,,,,,
player,201611200ram,ram,QuicBr00,special_teams,0,,,,,
player,201611200ram,ram,QuicBr00,st_pct,0%,,,,,
player,201611200ram,ram,HigbTy00,pos,TE,,,,,
player,201611200ram,ram,HigbTy00,offense,24,,,,,
player,201611200ram,ram,HigbTy00,off_pct,39%,,,,,
player,201611200ram,ram,HigbTy00,defense,0,,,,,
player,201611200ram,ram,HigbTy00,def_pct,0%,,,,,
player,201611200ram,ram,HigbTy00,special_teams,5,,,,,
player,201611200ram,ram,HigbTy00,st_pct,17%,,,,,
player,201611200ram,ram,CunnBe01,pos,RB,,,,,
player,201611200ram,ram,CunnBe01,offense,17,,,,,
player,201611200ram,ram,CunnBe01,off_pct,27%,,,,,
player,201611200ram,ram,CunnBe01,defense,0,,,,,
player,201611200ram,ram,CunnBe01,def_pct,0%,,,,,
player,201611200ram,ram,CunnBe01,special_teams,11,,,,,
player,201611200ram,ram,CunnBe01,st_pct,38%,,,,,
player,201611200ram,ram,CoopPh00,pos,WR,,,,,
player,201611200ram,ram,CoopPh00,offense,14,,,,,
player,201611200ram,ram,CoopPh00,off_pct,23%,,,,,
player,201611200ram,ram,CoopPh00,defense,0,,,,,
player,201611200ram,ram,CoopPh00,def_pct,0%,,,,,
player,201611200ram,ram,CoopPh00,special_teams,0,,,,,
player,201611200ram,ram,CoopPh00,st_pct,0%,,,,,
player,201611200ram,ram,HarkCo00,pos,TE,,,,,
player,201611200ram,ram,HarkCo00,offense,8,,,,,
player,201611200ram,ram,HarkCo00,off_pct,13%,,,,,
player,201611200ram,ram,HarkCo00,defense,0,,,,,
player,201611200ram,ram,HarkCo00,def_pct,0%,,,,,
player,201611200ram,ram,HarkCo00,special_teams,22,,,,,
player,201611200ram,ram,HarkCo00,st_pct,76%,,,,,
player,201611200ram,ram,MarqBr00,pos,WR,,,,,
player,201611200ram,ram,MarqBr00,offense,3,,,,,
player,201611200ram,ram,MarqBr00,off_pct,5%,,,,,
player,201611200ram,ram,MarqBr00,defense,0,,,,,
player,201611200ram,ram,MarqBr00,def_pct,0%,,,,,
player,201611200ram,ram,MarqBr00,special_teams,22,,,,,
player,201611200ram,ram,MarqBr00,st_pct,76%,,,,,
player,201611200ram,ram,McDoTJ00,pos,SS,,,,,
player,201611200ram,ram,McDoTJ00,offense,0,,,,,
player,201611200ram,ram,McDoTJ00,off_pct,0%,,,,,
player,201611200ram,ram,McDoTJ00,defense,60,,,,,
player,201611200ram,ram,McDoTJ00,def_pct,100%,,,,,
player,201611200ram,ram,McDoTJ00,special_teams,6,,,,,
player,201611200ram,ram,McDoTJ00,st_pct,21%,,,,,
player,201611200ram,ram,GainE.00,pos,CB,,,,,
player,201611200ram,ram,GainE.00,offense,0,,,,,
player,201611200ram,ram,GainE.00,off_pct,0%,,,,,
player,201611200ram,ram,GainE.00,defense,60,,,,,
player,201611200ram,ram,GainE.00,def_pct,100%,,,,,
player,201611200ram,ram,GainE.00,special_teams,4,,,,,
player,201611200ram,ram,GainE.00,st_pct,14%,,,,,
player,201611200ram,ram,BarrMa00,pos,LB,,,,,
player,201611200ram,ram,BarrMa00,offense,0,,,,,
player,201611200ram,ram,BarrMa00,off_pct,0%,,,,,
player,201611200ram,ram,BarrMa00,defense,60,,,,,
player,201611200ram,ram,BarrMa00,def_pct,100%,,,,,
player,201611200ram,ram,BarrMa00,special_teams,3,,,,,
player,201611200ram,ram,BarrMa00,st_pct,10%,,,,,
player,201611200ram,ram,AlexMa00,pos,FS,,,,,
player,201611200ram,ram,AlexMa00,offense,0,,,,,
player,201611200ram,ram,AlexMa00,off_pct,0%,,,,,
player,201611200ram,ram,AlexMa00,defense,60,,,,,
player,201611200ram,ram,AlexMa00,def_pct,100%,,,,,
player,201611200ram,ram,AlexMa00,special_teams,3,,,,,
player,201611200ram,ram,AlexMa00,st_pct,10%,,,,,
player,201611200ram,ram,OgleAl00,pos,LB,,,,,
player,201611200ram,ram,OgleAl00,offense,0,,,,,
player,201611200ram,ram,OgleAl00,off_pct,0%,,,,,
player,201611200ram,ram,OgleAl00,defense,60,,,,,
player,201611200ram,ram,OgleAl00,def_pct,100%,,,,,
player,201611200ram,ram,OgleAl00,special_teams,1,,,,,
player,201611200ram,ram,OgleAl00,st_pct,3%,,,,,
player,201611200ram,ram,JohnTr05,pos,CB,,,,,
player,201611200ram,ram,JohnTr05,offense,0,,,,,
player,201611200ram,ram,JohnTr05,off_pct,0%,,,,,
player,201611200ram,ram,JohnTr05,defense,60,,,,,
player,201611200ram,ram,JohnTr05,def_pct,100%,,,,,
player,201611200ram,ram,JohnTr05,special_teams,1,,,,,
player,201611200ram,ram,JohnTr05,st_pct,3%,,,,,
player,201611200ram,ram,JoynLa00,pos,CB,,,,,
player,201611200ram,ram,JoynLa00,offense,0,,,,,
player,201611200ram,ram,JoynLa00,off_pct,0%,,,,,
player,201611200ram,ram,JoynLa00,defense,54,,,,,
player,201611200ram,ram,JoynLa00,def_pct,90%,,,,,
player,201611200ram,ram,JoynLa00,special_teams,0,,,,,
player,201611200ram,ram,JoynLa00,st_pct,0%,,,,,
player,201611200ram,ram,DonaAa00,pos,DT,,,,,
player,201611200ram,ram,DonaAa00,offense,0,,,,,
player,201611200ram,ram,DonaAa00,off_pct,0%,,,,,
player,201611200ram,ram,DonaAa00,defense,49,,,,,
player,201611200ram,ram,DonaAa00,def_pct,82%,,,,,
player,201611200ram,ram,DonaAa00,special_teams,4,,,,,
player,201611200ram,ram,DonaAa00,st_pct,14%,,,,,
player,201611200ram,ram,QuinRo00,pos,DE,,,,,
player,201611200ram,ram,QuinRo00,offense,0,,,,,
player,201611200ram,ram,QuinRo00,off_pct,0%,,,,,
player,201611200ram,ram,QuinRo00,defense,43,,,,,
player,201611200ram,ram,QuinRo00,def_pct,72%,,,,,
player,201611200ram,ram,QuinRo00,special_teams,2,,,,,
player,201611200ram,ram,QuinRo00,st_pct,7%,,,,,
player,201611200ram,ram,HayeWi99,pos,DE,,,,,
player,201611200ram,ram,HayeWi99,offense,0,,,,,
player,201611200ram,ram,HayeWi99,off_pct,0%,,,,,
player,201611200ram,ram,HayeWi99,defense,42,,,,,
player,201611200ram,ram,HayeWi99,def_pct,70%,,,,,
player,201611200ram,ram,HayeWi99,special_teams,0,,,,,
player,201611200ram,ram,HayeWi99,st_pct,0%,,,,,
player,201611200ram,ram,EaslDo00,pos,DT,,,,,
player,201611200ram,ram,EaslDo00,offense,0,,,,,
player,201611200ram,ram,EaslDo00,off_pct,0%,,,,,
player,201611200ram,ram,EaslDo00,defense,32,,,,,
player,201611200ram,ram,EaslDo00,def_pct,53%,,,,,
player,201611200ram,ram,EaslDo00,special_teams,0,,,,,
player,201611200ram,ram,EaslDo00,st_pct,0%,,,,,
player,201611200ram,ram,ThomCa99,pos,DT,,,,,
player,201611200ram,ram,ThomCa99,offense,0,,,,,
player,201611200ram,ram,ThomCa99,off_pct,0%,,,,,
player,201611200ram,ram,ThomCa99,defense,19,,,,,
player,201611200ram,ram,ThomCa99,def_pct,32%,,,,,
player,201611200ram,ram,ThomCa99,special_teams,0,,,,,
player,201611200ram,ram,ThomCa99,st_pct,0%,,,,,
player,201611200ram,ram,WestEt00,pos,DT,,,,,
player,201611200ram,ram,WestEt00,offense,0,,,,,
player,201611200ram,ram,WestEt00,off_pct,0%,,,,,
player,201611200ram,ram,WestEt00,defense,18,,,,,
player,201611200ram,ram,WestEt00,def_pct,30%,,,,,
player,201611200ram,ram,WestEt00,special_teams,4,,,,,
player,201611200ram,ram,WestEt00,st_pct,14%,,,,,
player,201611200ram,ram,SimsEu99,pos,DE,,,,,
player,201611200ram,ram,SimsEu99,offense,0,,,,,
player,201611200ram,ram,SimsEu99,off_pct,0%,,,,,
player,201611200ram,ram,SimsEu99,defense,17,,,,,
player,201611200ram,ram,SimsEu99,def_pct,28%,,,,,
player,201611200ram,ram,SimsEu99,special_teams,10,,,,,
player,201611200ram,ram,SimsEu99,st_pct,34%,,,,,
player,201611200ram,ram,BrocMi00,pos,DT,,,,,
player,201611200ram,ram,BrocMi00,offense,0,,,,,
player,201611200ram,ram,BrocMi00,off_pct,0%,,,,,
player,201611200ram,ram,BrocMi00,defense,17,,,,,
player,201611200ram,ram,BrocMi00,def_pct,28%,,,,,
player,201611200ram,ram,BrocMi00,special_teams,4,,,,,
player,201611200ram,ram,BrocMi00,st_pct,14%,,,,,
player,201611200ram,ram,ForrJo00,pos,LB,,,,,
player,201611200ram,ram,ForrJo00,offense,0,,,,,
player,201611200ram,ram,ForrJo00,off_pct,0%,,,,,
player,201611200ram,ram,ForrJo00,defense,4,,,,,
player,201611200ram,ram,ForrJo00,def_pct,7%,,,,,
player,201611200ram,ram,ForrJo00,special_teams,9,,,,,
player,201611200ram,ram,ForrJo00,st_pct,31%,,,,,
player,201611200ram,ram,DaviCo02,pos,FS,,,,,
player,201611200ram,ram,DaviCo02,offense,0,,,,,
player,201611200ram,ram,DaviCo02,off_pct,0%,,,,,
player,201611200ram,ram,DaviCo02,defense,3,,,,,
player,201611200ram,ram,DaviCo02,def_pct,5%,,,,,
player,201611200ram,ram,DaviCo02,special_teams,26,,,,,
player,201611200ram,ram,DaviCo02,st_pct,90%,,,,,
player,201611200ram,ram,LittCo01,pos,LB,,,,,
player,201611200ram,ram,LittCo01,offense,0,,,,,
player,201611200ram,ram,LittCo01,off_pct,0%,,,,,
player,201611200ram,ram,LittCo01,defense,2,,,,,
player,201611200ram,ram,LittCo01,def_pct,3%,,,,,
player,201611200ram,ram,LittCo01,special_teams,22,,,,,
player,201611200ram,ram,LittCo01,st_pct,76%,,,,,
player,201611200ram,ram,ReynCh00,pos,RB,,,,,
player,201611200ram,ram,ReynCh00,offense,0,,,,,
player,201611200ram,ram,ReynCh00,off_pct,0%,,,,,
player,201611200ram,ram,ReynCh00,defense,0,,,,,
player,201611200ram,ram,ReynCh00,def_pct,0%,,,,,
player,201611200ram,ram,ReynCh00,special_teams,26,,,,,
player,201611200ram,ram,ReynCh00,st_pct,90%,,,,,
player,201611200ram,ram,HageBr00,pos,LB,,,,,
player,201611200ram,ram,HageBr00,offense,0,,,,,
player,201611200ram,ram,HageBr00,off_pct,0%,,,,,
player,201611200ram,ram,HageBr00,defense,0,,,,,
player,201611200ram,ram,HageBr00,def_pct,0%,,,,,
player,201611200ram,ram,HageBr00,special_teams,22,,,,,
player,201611200ram,ram,HageBr00,st_pct,76%,,,,,
player,201611200ram,ram,BrowMa03,pos,RB,,,,,
player,201611200ram,ram,BrowMa03,offense,0,,,,,
player,201611200ram,ram,BrowMa03,off_pct,0%,,,,,
player,201611200ram,ram,BrowMa03,defense,0,,,,,
player,201611200ram,ram,BrowMa03,def_pct,0%,,,,,
player,201611200ram,ram,BrowMa03,special_teams,14,,,,,
player,201611200ram,ram,BrowMa03,st_pct,48%,,,,,
player,201611200ram,ram,ThomMi04,pos,WR,,,,,
player,201611200ram,ram,ThomMi04,offense,0,,,,,
player,201611200ram,ram,ThomMi04,off_pct,0%,,,,,
player,201611200ram,ram,ThomMi04,defense,0,,,,,
player,201611200ram,ram,ThomMi04,def_pct,0%,,,,,
player,201611200ram,ram,ThomMi04,special_teams,14,,,,,
player,201611200ram,ram,ThomMi04,st_pct,48%,,,,,
player,201611200ram,ram,ChriMa00,pos,SS,,,,,
player,201611200ram,ram,ChriMa00,offense,0,,,,,
player,201611200ram,ram,ChriMa00,off_pct,0%,,,,,
player,201611200ram,ram,ChriMa00,defense,0,,,,,
player,201611200ram,ram,ChriMa00,def_pct,0%,,,,,
player,201611200ram,ram,ChriMa00,special_teams,13,,,,,
player,201611200ram,ram,ChriMa00,st_pct,45%,,,,,
player,201611200ram,ram,McQuJa00,pos,LS,,,,,
player,201611200ram,ram,McQuJa00,offense,0,,,,,
player,201611200ram,ram,McQuJa00,off_pct,0%,,,,,
player,201611200ram,ram,McQuJa00,defense,0,,,,,
player,201611200ram,ram,McQuJa00,def_pct,0%,,,,,
player,201611200ram,ram,McQuJa00,special_teams,11,,,,,
player,201611200ram,ram,McQuJa00,st_pct,38%,,,,,
player,201611200ram,ram,HekkJo00,pos,P,,,,,
player,201611200ram,ram,HekkJo00,offense,0,,,,,
player,201611200ram,ram,HekkJo00,off_pct,0%,,,,,
player,201611200ram,ram,HekkJo00,defense,0,,,,,
player,201611200ram,ram,HekkJo00,def_pct,0%,,,,,
player,201611200ram,ram,HekkJo00,special_teams,11,,,,,
player,201611200ram,ram,HekkJo00,st_pct,38%,,,,,
player,201611200ram,ram,GratDw00,pos,CB,,,,,
player,201611200ram,ram,GratDw00,offense,0,,,,,
player,201611200ram,ram,GratDw00,off_pct,0%,,,,,
player,201611200ram,ram,GratDw00,defense,0,,,,,
player,201611200ram,ram,GratDw00,def_pct,0%,,,,,
player,201611200ram,ram,GratDw00,special_teams,10,,,,,
player,201611200ram,ram,GratDw00,st_pct,34%,,,,,
player,201611200ram,ram,RhanDe00,pos,C,,,,,
player,201611200ram,ram,RhanDe00,offense,0,,,,,
player,201611200ram,ram,RhanDe00,off_pct,0%,,,,,
player,201611200ram,ram,RhanDe00,defense,0,,,,,
player,201611200ram,ram,RhanDe00,def_pct,0%,,,,,
player,201611200ram,ram,RhanDe00,special_teams,6,,,,,
player,201611200ram,ram,RhanDe00,st_pct,21%,,,,,
player,201611200ram,ram,ZuerGr00,pos,K,,,,,
player,201611200ram,ram,ZuerGr00,offense,0,,,,,
player,201611200ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201611200ram,ram,ZuerGr00,defense,0,,,,,
player,201611200ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201611200ram,ram,ZuerGr00,special_teams,6,,,,,
player,201611200ram,ram,ZuerGr00,st_pct,21%,,,,,
player,201611200ram,ram,DonnAn00,pos,T,,,,,
player,201611200ram,ram,DonnAn00,offense,0,,,,,
player,201611200ram,ram,DonnAn00,off_pct,0%,,,,,
player,201611200ram,ram,DonnAn00,defense,0,,,,,
player,201611200ram,ram,DonnAn00,def_pct,0%,,,,,
player,201611200ram,ram,DonnAn00,special_teams,3,,,,,
player,201611200ram,ram,DonnAn00,st_pct,10%,,,,,
