game,2016,11,20161120,201611200kan,tam,"Tampa Bay Buccaneers",19,kan,"Kansas City Chiefs",17
player,201611200kan,tam,WinsJa00,st_pct,0%,,,,,
player,201611200kan,tam,EvanMi00,pos,WR,,,,,
player,201611200kan,tam,EvanMi00,offense,64,,,,,
player,201611200kan,tam,EvanMi00,off_pct,83%,,,,,
player,201611200kan,tam,EvanMi00,defense,1,,,,,
player,201611200kan,tam,EvanMi00,def_pct,2%,,,,,
player,201611200kan,tam,EvanMi00,special_teams,0,,,,,
player,201611200kan,tam,EvanMi00,st_pct,0%,,,,,
player,201611200kan,tam,MartDo00,pos,RB,,,,,
player,201611200kan,tam,MartDo00,offense,60,,,,,
player,201611200kan,tam,MartDo00,off_pct,78%,,,,,
player,201611200kan,tam,MartDo00,defense,0,,,,,
player,201611200kan,tam,MartDo00,def_pct,0%,,,,,
player,201611200kan,tam,MartDo00,special_teams,0,,,,,
player,201611200kan,tam,MartDo00,st_pct,0%,,,,,
player,201611200kan,tam,BratCa00,pos,TE,,,,,
player,201611200kan,tam,BratCa00,offense,59,,,,,
player,201611200kan,tam,BratCa00,off_pct,77%,,,,,
player,201611200kan,tam,BratCa00,defense,0,,,,,
player,201611200kan,tam,BratCa00,def_pct,0%,,,,,
player,201611200kan,tam,BratCa00,special_teams,2,,,,,
player,201611200kan,tam,BratCa00,st_pct,9%,,,,,
player,201611200kan,tam,BeneCa00,pos,T,,,,,
player,201611200kan,tam,BeneCa00,offense,58,,,,,
player,201611200kan,tam,BeneCa00,off_pct,75%,,,,,
player,201611200kan,tam,BeneCa00,defense,0,,,,,
player,201611200kan,tam,BeneCa00,def_pct,0%,,,,,
player,201611200kan,tam,BeneCa00,special_teams,5,,,,,
player,201611200kan,tam,BeneCa00,st_pct,22%,,,,,
player,201611200kan,tam,HumpAd00,pos,WR,,,,,
player,201611200kan,tam,HumpAd00,offense,42,,,,,
player,201611200kan,tam,HumpAd00,off_pct,55%,,,,,
player,201611200kan,tam,HumpAd00,defense,0,,,,,
player,201611200kan,tam,HumpAd00,def_pct,0%,,,,,
player,201611200kan,tam,HumpAd00,special_teams,4,,,,,
player,201611200kan,tam,HumpAd00,st_pct,17%,,,,,
player,201611200kan,tam,ShorCe00,pos,WR,,,,,
player,201611200kan,tam,ShorCe00,offense,41,,,,,
player,201611200kan,tam,ShorCe00,off_pct,53%,,,,,
player,201611200kan,tam,ShorCe00,defense,0,,,,,
player,201611200kan,tam,ShorCe00,def_pct,0%,,,,,
player,201611200kan,tam,ShorCe00,special_teams,1,,,,,
player,201611200kan,tam,ShorCe00,st_pct,4%,,,,,
player,201611200kan,tam,ShepRu00,pos,WR,,,,,
player,201611200kan,tam,ShepRu00,offense,34,,,,,
player,201611200kan,tam,ShepRu00,off_pct,44%,,,,,
player,201611200kan,tam,ShepRu00,defense,0,,,,,
player,201611200kan,tam,ShepRu00,def_pct,0%,,,,,
player,201611200kan,tam,ShepRu00,special_teams,12,,,,,
player,201611200kan,tam,ShepRu00,st_pct,52%,,,,,
player,201611200kan,tam,MyerBr00,pos,TE,,,,,
player,201611200kan,tam,MyerBr00,offense,22,,,,,
player,201611200kan,tam,MyerBr00,off_pct,29%,,,,,
player,201611200kan,tam,MyerBr00,defense,0,,,,,
player,201611200kan,tam,MyerBr00,def_pct,0%,,,,,
player,201611200kan,tam,MyerBr00,special_teams,11,,,,,
player,201611200kan,tam,MyerBr00,st_pct,48%,,,,,
player,201611200kan,tam,StocLu00,pos,TE,,,,,
player,201611200kan,tam,StocLu00,offense,21,,,,,
player,201611200kan,tam,StocLu00,off_pct,27%,,,,,
player,201611200kan,tam,StocLu00,defense,0,,,,,
player,201611200kan,tam,StocLu00,def_pct,0%,,,,,
player,201611200kan,tam,StocLu00,special_teams,9,,,,,
player,201611200kan,tam,StocLu00,st_pct,39%,,,,,
player,201611200kan,tam,GottBe00,pos,C,,,,,
player,201611200kan,tam,GottBe00,offense,19,,,,,
player,201611200kan,tam,GottBe00,off_pct,25%,,,,,
player,201611200kan,tam,GottBe00,defense,0,,,,,
player,201611200kan,tam,GottBe00,def_pct,0%,,,,,
player,201611200kan,tam,GottBe00,special_teams,0,,,,,
player,201611200kan,tam,GottBe00,st_pct,0%,,,,,
player,201611200kan,tam,MartFr00,pos,WR,,,,,
player,201611200kan,tam,MartFr00,offense,12,,,,,
player,201611200kan,tam,MartFr00,off_pct,16%,,,,,
player,201611200kan,tam,MartFr00,defense,0,,,,,
player,201611200kan,tam,MartFr00,def_pct,0%,,,,,
player,201611200kan,tam,MartFr00,special_teams,3,,,,,
player,201611200kan,tam,MartFr00,st_pct,13%,,,,,
player,201611200kan,tam,CrosAl00,pos,RB,,,,,
player,201611200kan,tam,CrosAl00,offense,10,,,,,
player,201611200kan,tam,CrosAl00,off_pct,13%,,,,,
player,201611200kan,tam,CrosAl00,defense,0,,,,,
player,201611200kan,tam,CrosAl00,def_pct,0%,,,,,
player,201611200kan,tam,CrosAl00,special_teams,11,,,,,
player,201611200kan,tam,CrosAl00,st_pct,48%,,,,,
player,201611200kan,tam,BarbPe01,pos,RB,,,,,
player,201611200kan,tam,BarbPe01,offense,10,,,,,
player,201611200kan,tam,BarbPe01,off_pct,13%,,,,,
player,201611200kan,tam,BarbPe01,defense,0,,,,,
player,201611200kan,tam,BarbPe01,def_pct,0%,,,,,
player,201611200kan,tam,BarbPe01,special_teams,0,,,,,
player,201611200kan,tam,BarbPe01,st_pct,0%,,,,,
player,201611200kan,tam,JameMi00,pos,RB,,,,,
player,201611200kan,tam,JameMi00,offense,6,,,,,
player,201611200kan,tam,JameMi00,off_pct,8%,,,,,
player,201611200kan,tam,JameMi00,defense,0,,,,,
player,201611200kan,tam,JameMi00,def_pct,0%,,,,,
player,201611200kan,tam,JameMi00,special_teams,12,,,,,
player,201611200kan,tam,JameMi00,st_pct,52%,,,,,
player,201611200kan,tam,CherGo20,pos,T,,,,,
player,201611200kan,tam,CherGo20,offense,4,,,,,
player,201611200kan,tam,CherGo20,off_pct,5%,,,,,
player,201611200kan,tam,CherGo20,defense,0,,,,,
player,201611200kan,tam,CherGo20,def_pct,0%,,,,,
player,201611200kan,tam,CherGo20,special_teams,5,,,,,
player,201611200kan,tam,CherGo20,st_pct,22%,,,,,
player,201611200kan,tam,McDoBr01,pos,FS,,,,,
player,201611200kan,tam,McDoBr01,offense,0,,,,,
player,201611200kan,tam,McDoBr01,off_pct,0%,,,,,
player,201611200kan,tam,McDoBr01,defense,53,,,,,
player,201611200kan,tam,McDoBr01,def_pct,100%,,,,,
player,201611200kan,tam,McDoBr01,special_teams,6,,,,,
player,201611200kan,tam,McDoBr01,st_pct,26%,,,,,
player,201611200kan,tam,AlexKw00,pos,LB,,,,,
player,201611200kan,tam,AlexKw00,offense,0,,,,,
player,201611200kan,tam,AlexKw00,off_pct,0%,,,,,
player,201611200kan,tam,AlexKw00,defense,53,,,,,
player,201611200kan,tam,AlexKw00,def_pct,100%,,,,,
player,201611200kan,tam,AlexKw00,special_teams,3,,,,,
player,201611200kan,tam,AlexKw00,st_pct,13%,,,,,
player,201611200kan,tam,DaviLa00,pos,LB,,,,,
player,201611200kan,tam,DaviLa00,offense,0,,,,,
player,201611200kan,tam,DaviLa00,off_pct,0%,,,,,
player,201611200kan,tam,DaviLa00,defense,53,,,,,
player,201611200kan,tam,DaviLa00,def_pct,100%,,,,,
player,201611200kan,tam,DaviLa00,special_teams,3,,,,,
player,201611200kan,tam,DaviLa00,st_pct,13%,,,,,
player,201611200kan,tam,HargVe00,pos,CB,,,,,
player,201611200kan,tam,HargVe00,offense,0,,,,,
player,201611200kan,tam,HargVe00,off_pct,0%,,,,,
player,201611200kan,tam,HargVe00,defense,53,,,,,
player,201611200kan,tam,HargVe00,def_pct,100%,,,,,
player,201611200kan,tam,HargVe00,special_teams,3,,,,,
player,201611200kan,tam,HargVe00,st_pct,13%,,,,,
player,201611200kan,tam,ContCh00,pos,SS,,,,,
player,201611200kan,tam,ContCh00,offense,0,,,,,
player,201611200kan,tam,ContCh00,off_pct,0%,,,,,
player,201611200kan,tam,ContCh00,defense,51,,,,,
player,201611200kan,tam,ContCh00,def_pct,96%,,,,,
player,201611200kan,tam,ContCh00,special_teams,7,,,,,
player,201611200kan,tam,ContCh00,st_pct,30%,,,,,
player,201611200kan,tam,McCoGe99,pos,DT,,,,,
player,201611200kan,tam,McCoGe99,offense,0,,,,,
player,201611200kan,tam,McCoGe99,off_pct,0%,,,,,
player,201611200kan,tam,McCoGe99,defense,47,,,,,
player,201611200kan,tam,McCoGe99,def_pct,89%,,,,,
player,201611200kan,tam,McCoGe99,special_teams,3,,,,,
player,201611200kan,tam,McCoGe99,st_pct,13%,,,,,
player,201611200kan,tam,VernAl99,pos,CB,,,,,
player,201611200kan,tam,VernAl99,offense,0,,,,,
player,201611200kan,tam,VernAl99,off_pct,0%,,,,,
player,201611200kan,tam,VernAl99,defense,46,,,,,
player,201611200kan,tam,VernAl99,def_pct,87%,,,,,
player,201611200kan,tam,VernAl99,special_teams,9,,,,,
player,201611200kan,tam,VernAl99,st_pct,39%,,,,,
player,201611200kan,tam,SpenNo00,pos,DE,,,,,
player,201611200kan,tam,SpenNo00,offense,0,,,,,
player,201611200kan,tam,SpenNo00,off_pct,0%,,,,,
player,201611200kan,tam,SpenNo00,defense,37,,,,,
player,201611200kan,tam,SpenNo00,def_pct,70%,,,,,
player,201611200kan,tam,SpenNo00,special_teams,0,,,,,
player,201611200kan,tam,SpenNo00,st_pct,0%,,,,,
player,201611200kan,tam,AdjeJu00,pos,CB,,,,,
player,201611200kan,tam,AdjeJu00,offense,0,,,,,
player,201611200kan,tam,AdjeJu00,off_pct,0%,,,,,
player,201611200kan,tam,AdjeJu00,defense,35,,,,,
player,201611200kan,tam,AdjeJu00,def_pct,66%,,,,,
player,201611200kan,tam,AdjeJu00,special_teams,3,,,,,
player,201611200kan,tam,AdjeJu00,st_pct,13%,,,,,
player,201611200kan,tam,AyerRo99,pos,DE,,,,,
player,201611200kan,tam,AyerRo99,offense,0,,,,,
player,201611200kan,tam,AyerRo99,off_pct,0%,,,,,
player,201611200kan,tam,AyerRo99,defense,34,,,,,
player,201611200kan,tam,AyerRo99,def_pct,64%,,,,,
player,201611200kan,tam,AyerRo99,special_teams,3,,,,,
player,201611200kan,tam,AyerRo99,st_pct,13%,,,,,
player,201611200kan,tam,GholWi00,pos,DE,,,,,
player,201611200kan,tam,GholWi00,offense,0,,,,,
player,201611200kan,tam,GholWi00,off_pct,0%,,,,,
player,201611200kan,tam,GholWi00,defense,32,,,,,
player,201611200kan,tam,GholWi00,def_pct,60%,,,,,
player,201611200kan,tam,GholWi00,special_teams,3,,,,,
player,201611200kan,tam,GholWi00,st_pct,13%,,,,,
player,201611200kan,tam,McDoCl99,pos,DT,,,,,
player,201611200kan,tam,McDoCl99,offense,0,,,,,
player,201611200kan,tam,McDoCl99,off_pct,0%,,,,,
player,201611200kan,tam,McDoCl99,defense,29,,,,,
player,201611200kan,tam,McDoCl99,def_pct,55%,,,,,
player,201611200kan,tam,McDoCl99,special_teams,3,,,,,
player,201611200kan,tam,McDoCl99,st_pct,13%,,,,,
player,201611200kan,tam,SmitDa24,pos,LB,,,,,
player,201611200kan,tam,SmitDa24,offense,0,,,,,
player,201611200kan,tam,SmitDa24,off_pct,0%,,,,,
player,201611200kan,tam,SmitDa24,defense,19,,,,,
player,201611200kan,tam,SmitDa24,def_pct,36%,,,,,
player,201611200kan,tam,SmitDa24,special_teams,3,,,,,
player,201611200kan,tam,SmitDa24,st_pct,13%,,,,,
player,201611200kan,tam,RussRy00,pos,DE,,,,,
player,201611200kan,tam,RussRy00,offense,0,,,,,
player,201611200kan,tam,RussRy00,off_pct,0%,,,,,
player,201611200kan,tam,RussRy00,defense,17,,,,,
player,201611200kan,tam,RussRy00,def_pct,32%,,,,,
player,201611200kan,tam,RussRy00,special_teams,2,,,,,
player,201611200kan,tam,RussRy00,st_pct,9%,,,,,
player,201611200kan,tam,SpenAk00,pos,DT,,,,,
player,201611200kan,tam,SpenAk00,offense,0,,,,,
player,201611200kan,tam,SpenAk00,off_pct,0%,,,,,
player,201611200kan,tam,SpenAk00,defense,10,,,,,
player,201611200kan,tam,SpenAk00,def_pct,19%,,,,,
player,201611200kan,tam,SpenAk00,special_teams,8,,,,,
player,201611200kan,tam,SpenAk00,st_pct,35%,,,,,
player,201611200kan,tam,GrimBr20,pos,CB,,,,,
player,201611200kan,tam,GrimBr20,offense,0,,,,,
player,201611200kan,tam,GrimBr20,off_pct,0%,,,,,
player,201611200kan,tam,GrimBr20,defense,5,,,,,
player,201611200kan,tam,GrimBr20,def_pct,9%,,,,,
player,201611200kan,tam,GrimBr20,special_teams,0,,,,,
player,201611200kan,tam,GrimBr20,st_pct,0%,,,,,
player,201611200kan,tam,LambDa01,pos,DT,,,,,
player,201611200kan,tam,LambDa01,offense,0,,,,,
player,201611200kan,tam,LambDa01,off_pct,0%,,,,,
player,201611200kan,tam,LambDa01,defense,4,,,,,
player,201611200kan,tam,LambDa01,def_pct,8%,,,,,
player,201611200kan,tam,LambDa01,special_teams,3,,,,,
player,201611200kan,tam,LambDa01,st_pct,13%,,,,,
player,201611200kan,tam,RobiJo01,pos,CB,,,,,
player,201611200kan,tam,RobiJo01,offense,0,,,,,
player,201611200kan,tam,RobiJo01,off_pct,0%,,,,,
player,201611200kan,tam,RobiJo01,defense,2,,,,,
player,201611200kan,tam,RobiJo01,def_pct,4%,,,,,
player,201611200kan,tam,RobiJo01,special_teams,15,,,,,
player,201611200kan,tam,RobiJo01,st_pct,65%,,,,,
player,201611200kan,tam,TandKe00,pos,SS,,,,,
player,201611200kan,tam,TandKe00,offense,0,,,,,
player,201611200kan,tam,TandKe00,off_pct,0%,,,,,
player,201611200kan,tam,TandKe00,defense,2,,,,,
player,201611200kan,tam,TandKe00,def_pct,4%,,,,,
player,201611200kan,tam,TandKe00,special_teams,15,,,,,
player,201611200kan,tam,TandKe00,st_pct,65%,,,,,
player,201611200kan,tam,GlanAd00,pos,LB,,,,,
player,201611200kan,tam,GlanAd00,offense,0,,,,,
player,201611200kan,tam,GlanAd00,off_pct,0%,,,,,
player,201611200kan,tam,GlanAd00,defense,0,,,,,
player,201611200kan,tam,GlanAd00,def_pct,0%,,,,,
player,201611200kan,tam,GlanAd00,special_teams,15,,,,,
player,201611200kan,tam,GlanAd00,st_pct,65%,,,,,
player,201611200kan,tam,LyncCa00,pos,LB,,,,,
player,201611200kan,tam,LyncCa00,offense,0,,,,,
player,201611200kan,tam,LyncCa00,off_pct,0%,,,,,
player,201611200kan,tam,LyncCa00,defense,0,,,,,
player,201611200kan,tam,LyncCa00,def_pct,0%,,,,,
player,201611200kan,tam,LyncCa00,special_teams,15,,,,,
player,201611200kan,tam,LyncCa00,st_pct,65%,,,,,
player,201611200kan,tam,SmitRy00,pos,FS,,,,,
player,201611200kan,tam,SmitRy00,offense,0,,,,,
player,201611200kan,tam,SmitRy00,off_pct,0%,,,,,
player,201611200kan,tam,SmitRy00,defense,0,,,,,
player,201611200kan,tam,SmitRy00,def_pct,0%,,,,,
player,201611200kan,tam,SmitRy00,special_teams,15,,,,,
player,201611200kan,tam,SmitRy00,st_pct,65%,,,,,
player,201611200kan,tam,AguaRo00,pos,K,,,,,
player,201611200kan,tam,AguaRo00,offense,0,,,,,
player,201611200kan,tam,AguaRo00,off_pct,0%,,,,,
player,201611200kan,tam,AguaRo00,defense,0,,,,,
player,201611200kan,tam,AguaRo00,def_pct,0%,,,,,
player,201611200kan,tam,AguaRo00,special_teams,11,,,,,
player,201611200kan,tam,AguaRo00,st_pct,48%,,,,,
player,201611200kan,tam,DePaAn00,pos,LS,,,,,
player,201611200kan,tam,DePaAn00,offense,0,,,,,
player,201611200kan,tam,DePaAn00,off_pct,0%,,,,,
player,201611200kan,tam,DePaAn00,defense,0,,,,,
player,201611200kan,tam,DePaAn00,def_pct,0%,,,,,
player,201611200kan,tam,DePaAn00,special_teams,7,,,,,
player,201611200kan,tam,DePaAn00,st_pct,30%,,,,,
player,201611200kan,tam,AngeBr00,pos,P,,,,,
player,201611200kan,tam,AngeBr00,offense,0,,,,,
player,201611200kan,tam,AngeBr00,off_pct,0%,,,,,
player,201611200kan,tam,AngeBr00,defense,0,,,,,
player,201611200kan,tam,AngeBr00,def_pct,0%,,,,,
player,201611200kan,tam,AngeBr00,special_teams,7,,,,,
player,201611200kan,tam,AngeBr00,st_pct,30%,,,,,
