game,2016,13,20161204,201612040atl,kan,"Kansas City Chiefs",29,atl,"Atlanta Falcons",28
player,201612040atl,atl,CollJa02,pass_defended,1,,,,,
player,201612040atl,atl,CollJa02,sacks,0.0,,,,,
player,201612040atl,atl,CollJa02,tackles_combined,1,,,,,
player,201612040atl,atl,CollJa02,tackles_solo,1,,,,,
player,201612040atl,atl,CollJa02,tackles_assists,0,,,,,
player,201612040atl,atl,CollJa02,tackles_loss,0,,,,,
player,201612040atl,atl,CollJa02,qb_hits,0,,,,,
player,201612040atl,atl,CollJa02,fumbles_rec,0,,,,,
player,201612040atl,atl,CollJa02,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,CollJa02,fumbles_rec_td,0,,,,,
player,201612040atl,atl,CollJa02,fumbles_forced,0,,,,,
player,201612040atl,atl,GarlBe00,def_int,0,,,,,
player,201612040atl,atl,GarlBe00,def_int_yds,0,,,,,
player,201612040atl,atl,GarlBe00,def_int_td,0,,,,,
player,201612040atl,atl,GarlBe00,def_int_long,0,,,,,
player,201612040atl,atl,GarlBe00,pass_defended,0,,,,,
player,201612040atl,atl,GarlBe00,sacks,0.0,,,,,
player,201612040atl,atl,GarlBe00,tackles_combined,1,,,,,
player,201612040atl,atl,GarlBe00,tackles_solo,1,,,,,
player,201612040atl,atl,GarlBe00,tackles_assists,0,,,,,
player,201612040atl,atl,GarlBe00,tackles_loss,0,,,,,
player,201612040atl,atl,GarlBe00,qb_hits,0,,,,,
player,201612040atl,atl,GarlBe00,fumbles_rec,0,,,,,
player,201612040atl,atl,GarlBe00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,GarlBe00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,GarlBe00,fumbles_forced,0,,,,,
player,201612040atl,atl,HageRa00,def_int,0,,,,,
player,201612040atl,atl,HageRa00,def_int_yds,0,,,,,
player,201612040atl,atl,HageRa00,def_int_td,0,,,,,
player,201612040atl,atl,HageRa00,def_int_long,0,,,,,
player,201612040atl,atl,HageRa00,pass_defended,0,,,,,
player,201612040atl,atl,HageRa00,sacks,0.0,,,,,
player,201612040atl,atl,HageRa00,tackles_combined,1,,,,,
player,201612040atl,atl,HageRa00,tackles_solo,0,,,,,
player,201612040atl,atl,HageRa00,tackles_assists,1,,,,,
player,201612040atl,atl,HageRa00,tackles_loss,0,,,,,
player,201612040atl,atl,HageRa00,qb_hits,0,,,,,
player,201612040atl,atl,HageRa00,fumbles_rec,0,,,,,
player,201612040atl,atl,HageRa00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,HageRa00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,HageRa00,fumbles_forced,0,,,,,
player,201612040atl,atl,PerkJo02,def_int,0,,,,,
player,201612040atl,atl,PerkJo02,def_int_yds,0,,,,,
player,201612040atl,atl,PerkJo02,def_int_td,0,,,,,
player,201612040atl,atl,PerkJo02,def_int_long,0,,,,,
player,201612040atl,atl,PerkJo02,pass_defended,0,,,,,
player,201612040atl,atl,PerkJo02,sacks,0.0,,,,,
player,201612040atl,atl,PerkJo02,tackles_combined,1,,,,,
player,201612040atl,atl,PerkJo02,tackles_solo,1,,,,,
player,201612040atl,atl,PerkJo02,tackles_assists,0,,,,,
player,201612040atl,atl,PerkJo02,tackles_loss,0,,,,,
player,201612040atl,atl,PerkJo02,qb_hits,0,,,,,
player,201612040atl,atl,PerkJo02,fumbles_rec,0,,,,,
player,201612040atl,atl,PerkJo02,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,PerkJo02,fumbles_rec_td,0,,,,,
player,201612040atl,atl,PerkJo02,fumbles_forced,0,,,,,
player,201612040atl,atl,ReedBr00,def_int,0,,,,,
player,201612040atl,atl,ReedBr00,def_int_yds,0,,,,,
player,201612040atl,atl,ReedBr00,def_int_td,0,,,,,
player,201612040atl,atl,ReedBr00,def_int_long,0,,,,,
player,201612040atl,atl,ReedBr00,pass_defended,0,,,,,
player,201612040atl,atl,ReedBr00,sacks,0.0,,,,,
player,201612040atl,atl,ReedBr00,tackles_combined,1,,,,,
player,201612040atl,atl,ReedBr00,tackles_solo,1,,,,,
player,201612040atl,atl,ReedBr00,tackles_assists,0,,,,,
player,201612040atl,atl,ReedBr00,tackles_loss,0,,,,,
player,201612040atl,atl,ReedBr00,qb_hits,0,,,,,
player,201612040atl,atl,ReedBr00,fumbles_rec,0,,,,,
player,201612040atl,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,ReedBr00,fumbles_forced,0,,,,,
player,201612040atl,atl,ReynLa00,def_int,0,,,,,
player,201612040atl,atl,ReynLa00,def_int_yds,0,,,,,
player,201612040atl,atl,ReynLa00,def_int_td,0,,,,,
player,201612040atl,atl,ReynLa00,def_int_long,0,,,,,
player,201612040atl,atl,ReynLa00,pass_defended,0,,,,,
player,201612040atl,atl,ReynLa00,sacks,0.0,,,,,
player,201612040atl,atl,ReynLa00,tackles_combined,1,,,,,
player,201612040atl,atl,ReynLa00,tackles_solo,1,,,,,
player,201612040atl,atl,ReynLa00,tackles_assists,0,,,,,
player,201612040atl,atl,ReynLa00,tackles_loss,0,,,,,
player,201612040atl,atl,ReynLa00,qb_hits,0,,,,,
player,201612040atl,atl,ReynLa00,fumbles_rec,0,,,,,
player,201612040atl,atl,ReynLa00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,ReynLa00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,ReynLa00,fumbles_forced,0,,,,,
player,201612040atl,atl,TherRo00,def_int,0,,,,,
player,201612040atl,atl,TherRo00,def_int_yds,0,,,,,
player,201612040atl,atl,TherRo00,def_int_td,0,,,,,
player,201612040atl,atl,TherRo00,def_int_long,0,,,,,
player,201612040atl,atl,TherRo00,pass_defended,0,,,,,
player,201612040atl,atl,TherRo00,sacks,0.0,,,,,
player,201612040atl,atl,TherRo00,tackles_combined,1,,,,,
player,201612040atl,atl,TherRo00,tackles_solo,1,,,,,
player,201612040atl,atl,TherRo00,tackles_assists,0,,,,,
player,201612040atl,atl,TherRo00,tackles_loss,0,,,,,
player,201612040atl,atl,TherRo00,qb_hits,0,,,,,
player,201612040atl,atl,TherRo00,fumbles_rec,0,,,,,
player,201612040atl,atl,TherRo00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,TherRo00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,TherRo00,fumbles_forced,0,,,,,
player,201612040atl,atl,WeemEr00,def_int,0,,,,,
player,201612040atl,atl,WeemEr00,def_int_yds,0,,,,,
player,201612040atl,atl,WeemEr00,def_int_td,0,,,,,
player,201612040atl,atl,WeemEr00,def_int_long,0,,,,,
player,201612040atl,atl,WeemEr00,pass_defended,0,,,,,
player,201612040atl,atl,WeemEr00,sacks,0.0,,,,,
player,201612040atl,atl,WeemEr00,tackles_combined,1,,,,,
player,201612040atl,atl,WeemEr00,tackles_solo,1,,,,,
player,201612040atl,atl,WeemEr00,tackles_assists,0,,,,,
player,201612040atl,atl,WeemEr00,tackles_loss,0,,,,,
player,201612040atl,atl,WeemEr00,qb_hits,0,,,,,
player,201612040atl,atl,WeemEr00,fumbles_rec,0,,,,,
player,201612040atl,atl,WeemEr00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,WeemEr00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,WeemEr00,fumbles_forced,0,,,,,
player,201612040atl,atl,WheePh99,def_int,0,,,,,
player,201612040atl,atl,WheePh99,def_int_yds,0,,,,,
player,201612040atl,atl,WheePh99,def_int_td,0,,,,,
player,201612040atl,atl,WheePh99,def_int_long,0,,,,,
player,201612040atl,atl,WheePh99,pass_defended,0,,,,,
player,201612040atl,atl,WheePh99,sacks,0.0,,,,,
player,201612040atl,atl,WheePh99,tackles_combined,1,,,,,
player,201612040atl,atl,WheePh99,tackles_solo,1,,,,,
player,201612040atl,atl,WheePh99,tackles_assists,0,,,,,
player,201612040atl,atl,WheePh99,tackles_loss,1,,,,,
player,201612040atl,atl,WheePh99,qb_hits,0,,,,,
player,201612040atl,atl,WheePh99,fumbles_rec,0,,,,,
player,201612040atl,atl,WheePh99,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,WheePh99,fumbles_rec_td,0,,,,,
player,201612040atl,atl,WheePh99,fumbles_forced,0,,,,,
player,201612040atl,kan,HillTy00,kick_ret,0,,,,,
player,201612040atl,kan,HillTy00,kick_ret_yds,0,,,,,
player,201612040atl,kan,HillTy00,kick_ret_yds_per_ret,,,,,,
player,201612040atl,kan,HillTy00,kick_ret_td,0,,,,,
player,201612040atl,kan,HillTy00,kick_ret_long,0,,,,,
player,201612040atl,kan,HillTy00,punt_ret,1,,,,,
player,201612040atl,kan,HillTy00,punt_ret_yds,-1,,,,,
player,201612040atl,kan,HillTy00,punt_ret_yds_per_ret,-1.0,,,,,
player,201612040atl,kan,HillTy00,punt_ret_td,0,,,,,
player,201612040atl,kan,HillTy00,punt_ret_long,-1,,,,,
player,201612040atl,kan,ThomDe05,kick_ret,6,,,,,
player,201612040atl,kan,ThomDe05,kick_ret_yds,130,,,,,
player,201612040atl,kan,ThomDe05,kick_ret_yds_per_ret,21.7,,,,,
player,201612040atl,kan,ThomDe05,kick_ret_td,0,,,,,
player,201612040atl,kan,ThomDe05,kick_ret_long,30,,,,,
player,201612040atl,kan,ThomDe05,punt_ret,0,,,,,
player,201612040atl,kan,ThomDe05,punt_ret_yds,0,,,,,
player,201612040atl,kan,ThomDe05,punt_ret_yds_per_ret,,,,,,
player,201612040atl,kan,ThomDe05,punt_ret_td,0,,,,,
player,201612040atl,kan,ThomDe05,punt_ret_long,0,,,,,
player,201612040atl,atl,WeemEr00,kick_ret,1,,,,,
player,201612040atl,atl,WeemEr00,kick_ret_yds,17,,,,,
player,201612040atl,atl,WeemEr00,kick_ret_yds_per_ret,17.0,,,,,
player,201612040atl,atl,WeemEr00,kick_ret_td,0,,,,,
player,201612040atl,atl,WeemEr00,kick_ret_long,17,,,,,
player,201612040atl,atl,WeemEr00,punt_ret,1,,,,,
player,201612040atl,atl,WeemEr00,punt_ret_yds,-1,,,,,
player,201612040atl,atl,WeemEr00,punt_ret_yds_per_ret,-1.0,,,,,
player,201612040atl,atl,WeemEr00,punt_ret_td,0,,,,,
player,201612040atl,atl,WeemEr00,punt_ret_long,-1,,,,,
player,201612040atl,kan,SantCa01,xpm,3,,,,,
player,201612040atl,kan,SantCa01,xpa,4,,,,,
player,201612040atl,kan,SantCa01,fgm,,,,,,
player,201612040atl,kan,SantCa01,fga,,,,,,
player,201612040atl,kan,SantCa01,punt,0,,,,,
player,201612040atl,kan,SantCa01,punt_yds,0,,,,,
player,201612040atl,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201612040atl,kan,SantCa01,punt_long,0,,,,,
player,201612040atl,kan,ColqDu20,xpm,,,,,,
player,201612040atl,kan,ColqDu20,xpa,,,,,,
player,201612040atl,kan,ColqDu20,fgm,,,,,,
player,201612040atl,kan,ColqDu20,fga,,,,,,
player,201612040atl,kan,ColqDu20,punt,3,,,,,
player,201612040atl,kan,ColqDu20,punt_yds,150,,,,,
player,201612040atl,kan,ColqDu20,punt_yds_per_punt,50.0,,,,,
player,201612040atl,kan,ColqDu20,punt_long,61,,,,,
player,201612040atl,atl,bryanmat01,xpm,1,,,,,
player,201612040atl,atl,bryanmat01,xpa,1,,,,,
player,201612040atl,atl,bryanmat01,fgm,3,,,,,
player,201612040atl,atl,bryanmat01,fga,3,,,,,
player,201612040atl,atl,bryanmat01,punt,0,,,,,
player,201612040atl,atl,bryanmat01,punt_yds,0,,,,,
player,201612040atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201612040atl,atl,bryanmat01,punt_long,0,,,,,
player,201612040atl,atl,BoshMa00,xpm,,,,,,
player,201612040atl,atl,BoshMa00,xpa,,,,,,
player,201612040atl,atl,BoshMa00,fgm,,,,,,
player,201612040atl,atl,BoshMa00,fga,,,,,,
player,201612040atl,atl,BoshMa00,punt,1,,,,,
player,201612040atl,atl,BoshMa00,punt_yds,46,,,,,
player,201612040atl,atl,BoshMa00,punt_yds_per_punt,46.0,,,,,
player,201612040atl,atl,BoshMa00,punt_long,46,,,,,
player,201612040atl,atl,LeviAn20,pos,G,,,,,
player,201612040atl,atl,LeviAn20,offense,73,,,,,
player,201612040atl,atl,LeviAn20,off_pct,100%,,,,,
player,201612040atl,atl,LeviAn20,defense,0,,,,,
player,201612040atl,atl,LeviAn20,def_pct,0%,,,,,
player,201612040atl,atl,LeviAn20,special_teams,4,,,,,
player,201612040atl,atl,LeviAn20,st_pct,17%,,,,,
player,201612040atl,atl,ChesCh21,pos,G,,,,,
player,201612040atl,atl,ChesCh21,offense,73,,,,,
player,201612040atl,atl,ChesCh21,off_pct,100%,,,,,
player,201612040atl,atl,ChesCh21,defense,0,,,,,
player,201612040atl,atl,ChesCh21,def_pct,0%,,,,,
player,201612040atl,atl,ChesCh21,special_teams,4,,,,,
player,201612040atl,atl,ChesCh21,st_pct,17%,,,,,
player,201612040atl,atl,SchrRy00,pos,T,,,,,
player,201612040atl,atl,SchrRy00,offense,73,,,,,
player,201612040atl,atl,SchrRy00,off_pct,100%,,,,,
player,201612040atl,atl,SchrRy00,defense,0,,,,,
player,201612040atl,atl,SchrRy00,def_pct,0%,,,,,
player,201612040atl,atl,SchrRy00,special_teams,4,,,,,
player,201612040atl,atl,SchrRy00,st_pct,17%,,,,,
player,201612040atl,atl,MackAl20,pos,C,,,,,
player,201612040atl,atl,MackAl20,offense,73,,,,,
player,201612040atl,atl,MackAl20,off_pct,100%,,,,,
player,201612040atl,atl,MackAl20,defense,0,,,,,
player,201612040atl,atl,MackAl20,def_pct,0%,,,,,
player,201612040atl,atl,MackAl20,special_teams,0,,,,,
player,201612040atl,atl,MackAl20,st_pct,0%,,,,,
player,201612040atl,atl,RyanMa00,pos,QB,,,,,
player,201612040atl,atl,RyanMa00,offense,73,,,,,
player,201612040atl,atl,RyanMa00,off_pct,100%,,,,,
player,201612040atl,atl,RyanMa00,defense,0,,,,,
player,201612040atl,atl,RyanMa00,def_pct,0%,,,,,
player,201612040atl,atl,RyanMa00,special_teams,0,,,,,
player,201612040atl,atl,RyanMa00,st_pct,0%,,,,,
player,201612040atl,atl,SanuMo00,pos,WR,,,,,
player,201612040atl,atl,SanuMo00,offense,62,,,,,
player,201612040atl,atl,SanuMo00,off_pct,85%,,,,,
player,201612040atl,atl,SanuMo00,defense,0,,,,,
player,201612040atl,atl,SanuMo00,def_pct,0%,,,,,
player,201612040atl,atl,SanuMo00,special_teams,0,,,,,
player,201612040atl,atl,SanuMo00,st_pct,0%,,,,,
player,201612040atl,atl,JoneJu02,pos,WR,,,,,
player,201612040atl,atl,JoneJu02,offense,47,,,,,
player,201612040atl,atl,JoneJu02,off_pct,64%,,,,,
player,201612040atl,atl,JoneJu02,defense,0,,,,,
player,201612040atl,atl,JoneJu02,def_pct,0%,,,,,
player,201612040atl,atl,JoneJu02,special_teams,0,,,,,
player,201612040atl,atl,JoneJu02,st_pct,0%,,,,,
player,201612040atl,atl,HoopAu00,pos,TE,,,,,
player,201612040atl,atl,HoopAu00,offense,46,,,,,
player,201612040atl,atl,HoopAu00,off_pct,63%,,,,,
player,201612040atl,atl,HoopAu00,defense,0,,,,,
player,201612040atl,atl,HoopAu00,def_pct,0%,,,,,
player,201612040atl,atl,HoopAu00,special_teams,5,,,,,
player,201612040atl,atl,HoopAu00,st_pct,21%,,,,,
player,201612040atl,atl,FreeDe00,pos,RB,,,,,
player,201612040atl,atl,FreeDe00,offense,42,,,,,
player,201612040atl,atl,FreeDe00,off_pct,58%,,,,,
player,201612040atl,atl,FreeDe00,defense,0,,,,,
player,201612040atl,atl,FreeDe00,def_pct,0%,,,,,
player,201612040atl,atl,FreeDe00,special_teams,0,,,,,
player,201612040atl,atl,FreeDe00,st_pct,0%,,,,,
player,201612040atl,atl,CompTo00,pos,T,,,,,
player,201612040atl,atl,CompTo00,offense,41,,,,,
player,201612040atl,atl,CompTo00,off_pct,56%,,,,,
player,201612040atl,atl,CompTo00,defense,0,,,,,
player,201612040atl,atl,CompTo00,def_pct,0%,,,,,
player,201612040atl,atl,CompTo00,special_teams,7,,,,,
player,201612040atl,atl,CompTo00,st_pct,29%,,,,,
player,201612040atl,atl,ToilLe00,pos,TE,,,,,
player,201612040atl,atl,ToilLe00,offense,41,,,,,
player,201612040atl,atl,ToilLe00,off_pct,56%,,,,,
player,201612040atl,atl,ToilLe00,defense,0,,,,,
player,201612040atl,atl,ToilLe00,def_pct,0%,,,,,
player,201612040atl,atl,ToilLe00,special_teams,5,,,,,
player,201612040atl,atl,ToilLe00,st_pct,21%,,,,,
player,201612040atl,atl,MattJa00,pos,T,,,,,
player,201612040atl,atl,MattJa00,offense,33,,,,,
player,201612040atl,atl,MattJa00,off_pct,45%,,,,,
player,201612040atl,atl,MattJa00,defense,0,,,,,
player,201612040atl,atl,MattJa00,def_pct,0%,,,,,
player,201612040atl,atl,MattJa00,special_teams,3,,,,,
player,201612040atl,atl,MattJa00,st_pct,12%,,,,,
player,201612040atl,atl,ColeTe01,pos,RB,,,,,
player,201612040atl,atl,ColeTe01,offense,32,,,,,
player,201612040atl,atl,ColeTe01,off_pct,44%,,,,,
player,201612040atl,atl,ColeTe01,defense,0,,,,,
player,201612040atl,atl,ColeTe01,def_pct,0%,,,,,
player,201612040atl,atl,ColeTe01,special_teams,0,,,,,
player,201612040atl,atl,ColeTe01,st_pct,0%,,,,,
player,201612040atl,atl,GabrTa00,pos,WR,,,,,
player,201612040atl,atl,GabrTa00,offense,28,,,,,
player,201612040atl,atl,GabrTa00,off_pct,38%,,,,,
player,201612040atl,atl,GabrTa00,defense,0,,,,,
player,201612040atl,atl,GabrTa00,def_pct,0%,,,,,
player,201612040atl,atl,GabrTa00,special_teams,0,,,,,
player,201612040atl,atl,GabrTa00,st_pct,0%,,,,,
player,201612040atl,atl,DiMaPa00,pos,FB,,,,,
player,201612040atl,atl,DiMaPa00,offense,27,,,,,
player,201612040atl,atl,DiMaPa00,off_pct,37%,,,,,
player,201612040atl,atl,DiMaPa00,defense,0,,,,,
player,201612040atl,atl,DiMaPa00,def_pct,0%,,,,,
player,201612040atl,atl,DiMaPa00,special_teams,6,,,,,
player,201612040atl,atl,DiMaPa00,st_pct,25%,,,,,
player,201612040atl,atl,RobiAl00,pos,WR,,,,,
player,201612040atl,atl,RobiAl00,offense,25,,,,,
player,201612040atl,atl,RobiAl00,off_pct,34%,,,,,
player,201612040atl,atl,RobiAl00,defense,0,,,,,
player,201612040atl,atl,RobiAl00,def_pct,0%,,,,,
player,201612040atl,atl,RobiAl00,special_teams,4,,,,,
player,201612040atl,atl,RobiAl00,st_pct,17%,,,,,
player,201612040atl,atl,HardJu00,pos,WR,,,,,
player,201612040atl,atl,HardJu00,offense,13,,,,,
player,201612040atl,atl,HardJu00,off_pct,18%,,,,,
player,201612040atl,atl,HardJu00,defense,0,,,,,
player,201612040atl,atl,HardJu00,def_pct,0%,,,,,
player,201612040atl,atl,HardJu00,special_teams,15,,,,,
player,201612040atl,atl,HardJu00,st_pct,62%,,,,,
player,201612040atl,atl,PerkJo02,pos,TE,,,,,
player,201612040atl,atl,PerkJo02,offense,1,,,,,
player,201612040atl,atl,PerkJo02,off_pct,1%,,,,,
player,201612040atl,atl,PerkJo02,defense,0,,,,,
player,201612040atl,atl,PerkJo02,def_pct,0%,,,,,
player,201612040atl,atl,PerkJo02,special_teams,15,,,,,
player,201612040atl,atl,PerkJo02,st_pct,62%,,,,,
player,201612040atl,atl,AlfoRo00,pos,CB,,,,,
player,201612040atl,atl,AlfoRo00,offense,0,,,,,
player,201612040atl,atl,AlfoRo00,off_pct,0%,,,,,
player,201612040atl,atl,AlfoRo00,defense,49,,,,,
player,201612040atl,atl,AlfoRo00,def_pct,100%,,,,,
player,201612040atl,atl,AlfoRo00,special_teams,10,,,,,
player,201612040atl,atl,AlfoRo00,st_pct,42%,,,,,
player,201612040atl,atl,CampDe00,pos,LB,,,,,
player,201612040atl,atl,CampDe00,offense,0,,,,,
player,201612040atl,atl,CampDe00,off_pct,0%,,,,,
player,201612040atl,atl,CampDe00,defense,49,,,,,
player,201612040atl,atl,CampDe00,def_pct,100%,,,,,
player,201612040atl,atl,CampDe00,special_teams,4,,,,,
player,201612040atl,atl,CampDe00,st_pct,17%,,,,,
player,201612040atl,atl,CollJa02,pos,CB,,,,,
player,201612040atl,atl,CollJa02,offense,0,,,,,
player,201612040atl,atl,CollJa02,off_pct,0%,,,,,
player,201612040atl,atl,CollJa02,defense,49,,,,,
player,201612040atl,atl,CollJa02,def_pct,100%,,,,,
player,201612040atl,atl,CollJa02,special_teams,0,,,,,
player,201612040atl,atl,CollJa02,st_pct,0%,,,,,
player,201612040atl,atl,NealKe01,pos,FS,,,,,
player,201612040atl,atl,NealKe01,offense,0,,,,,
player,201612040atl,atl,NealKe01,off_pct,0%,,,,,
player,201612040atl,atl,NealKe01,defense,48,,,,,
player,201612040atl,atl,NealKe01,def_pct,98%,,,,,
player,201612040atl,atl,NealKe01,special_teams,6,,,,,
player,201612040atl,atl,NealKe01,st_pct,25%,,,,,
player,201612040atl,atl,JoneDe01,pos,LB,,,,,
player,201612040atl,atl,JoneDe01,offense,0,,,,,
player,201612040atl,atl,JoneDe01,off_pct,0%,,,,,
player,201612040atl,atl,JoneDe01,defense,44,,,,,
player,201612040atl,atl,JoneDe01,def_pct,90%,,,,,
player,201612040atl,atl,JoneDe01,special_teams,4,,,,,
player,201612040atl,atl,JoneDe01,st_pct,17%,,,,,
player,201612040atl,atl,AlleRi00,pos,SS,,,,,
player,201612040atl,atl,AlleRi00,offense,0,,,,,
player,201612040atl,atl,AlleRi00,off_pct,0%,,,,,
player,201612040atl,atl,AlleRi00,defense,44,,,,,
player,201612040atl,atl,AlleRi00,def_pct,90%,,,,,
player,201612040atl,atl,AlleRi00,special_teams,0,,,,,
player,201612040atl,atl,AlleRi00,st_pct,0%,,,,,
player,201612040atl,atl,JarrGr00,pos,DT,,,,,
player,201612040atl,atl,JarrGr00,offense,0,,,,,
player,201612040atl,atl,JarrGr00,off_pct,0%,,,,,
player,201612040atl,atl,JarrGr00,defense,36,,,,,
player,201612040atl,atl,JarrGr00,def_pct,73%,,,,,
player,201612040atl,atl,JarrGr00,special_teams,4,,,,,
player,201612040atl,atl,JarrGr00,st_pct,17%,,,,,
player,201612040atl,atl,PoolBr01,pos,CB,,,,,
player,201612040atl,atl,PoolBr01,offense,0,,,,,
player,201612040atl,atl,PoolBr01,off_pct,0%,,,,,
player,201612040atl,atl,PoolBr01,defense,25,,,,,
player,201612040atl,atl,PoolBr01,def_pct,51%,,,,,
player,201612040atl,atl,PoolBr01,special_teams,8,,,,,
player,201612040atl,atl,PoolBr01,st_pct,33%,,,,,
player,201612040atl,atl,BeasVi00,pos,LB,,,,,
player,201612040atl,atl,BeasVi00,offense,0,,,,,
player,201612040atl,atl,BeasVi00,off_pct,0%,,,,,
player,201612040atl,atl,BeasVi00,defense,25,,,,,
player,201612040atl,atl,BeasVi00,def_pct,51%,,,,,
player,201612040atl,atl,BeasVi00,special_teams,0,,,,,
player,201612040atl,atl,BeasVi00,st_pct,0%,,,,,
player,201612040atl,atl,JackTy98,pos,DE,,,,,
player,201612040atl,atl,JackTy98,offense,0,,,,,
player,201612040atl,atl,JackTy98,off_pct,0%,,,,,
player,201612040atl,atl,JackTy98,defense,24,,,,,
player,201612040atl,atl,JackTy98,def_pct,49%,,,,,
player,201612040atl,atl,JackTy98,special_teams,5,,,,,
player,201612040atl,atl,JackTy98,st_pct,21%,,,,,
player,201612040atl,atl,BabiJo20,pos,DT,,,,,
player,201612040atl,atl,BabiJo20,offense,0,,,,,
player,201612040atl,atl,BabiJo20,off_pct,0%,,,,,
player,201612040atl,atl,BabiJo20,defense,24,,,,,
player,201612040atl,atl,BabiJo20,def_pct,49%,,,,,
player,201612040atl,atl,BabiJo20,special_teams,4,,,,,
player,201612040atl,atl,BabiJo20,st_pct,17%,,,,,
player,201612040atl,atl,FreeDw00,pos,DE,,,,,
player,201612040atl,atl,FreeDw00,offense,0,,,,,
player,201612040atl,atl,FreeDw00,off_pct,0%,,,,,
player,201612040atl,atl,FreeDw00,defense,22,,,,,
player,201612040atl,atl,FreeDw00,def_pct,45%,,,,,
player,201612040atl,atl,FreeDw00,special_teams,0,,,,,
player,201612040atl,atl,FreeDw00,st_pct,0%,,,,,
player,201612040atl,atl,WheePh99,pos,LB,,,,,
player,201612040atl,atl,WheePh99,offense,0,,,,,
player,201612040atl,atl,WheePh99,off_pct,0%,,,,,
player,201612040atl,atl,WheePh99,defense,21,,,,,
player,201612040atl,atl,WheePh99,def_pct,43%,,,,,
player,201612040atl,atl,WheePh99,special_teams,13,,,,,
player,201612040atl,atl,WheePh99,st_pct,54%,,,,,
player,201612040atl,atl,ReedBr00,pos,DE,,,,,
player,201612040atl,atl,ReedBr00,offense,0,,,,,
player,201612040atl,atl,ReedBr00,off_pct,0%,,,,,
player,201612040atl,atl,ReedBr00,defense,18,,,,,
player,201612040atl,atl,ReedBr00,def_pct,37%,,,,,
player,201612040atl,atl,ReedBr00,special_teams,10,,,,,
player,201612040atl,atl,ReedBr00,st_pct,42%,,,,,
player,201612040atl,atl,HageRa00,pos,DT,,,,,
player,201612040atl,atl,HageRa00,offense,0,,,,,
player,201612040atl,atl,HageRa00,off_pct,0%,,,,,
player,201612040atl,atl,HageRa00,defense,15,,,,,
player,201612040atl,atl,HageRa00,def_pct,31%,,,,,
player,201612040atl,atl,HageRa00,special_teams,4,,,,,
player,201612040atl,atl,HageRa00,st_pct,17%,,,,,
player,201612040atl,atl,GarlBe00,pos,C,,,,,
player,201612040atl,atl,GarlBe00,offense,0,,,,,
player,201612040atl,atl,GarlBe00,off_pct,0%,,,,,
player,201612040atl,atl,GarlBe00,defense,13,,,,,
player,201612040atl,atl,GarlBe00,def_pct,27%,,,,,
player,201612040atl,atl,GarlBe00,special_teams,9,,,,,
player,201612040atl,atl,GarlBe00,st_pct,38%,,,,,
player,201612040atl,atl,UpshCo00,pos,DT,,,,,
player,201612040atl,atl,UpshCo00,offense,0,,,,,
player,201612040atl,atl,UpshCo00,off_pct,0%,,,,,
player,201612040atl,atl,UpshCo00,defense,12,,,,,
player,201612040atl,atl,UpshCo00,def_pct,24%,,,,,
player,201612040atl,atl,UpshCo00,special_teams,1,,,,,
player,201612040atl,atl,UpshCo00,st_pct,4%,,,,,
player,201612040atl,atl,TherRo00,pos,SS,,,,,
player,201612040atl,atl,TherRo00,offense,0,,,,,
player,201612040atl,atl,TherRo00,off_pct,0%,,,,,
player,201612040atl,atl,TherRo00,defense,6,,,,,
player,201612040atl,atl,TherRo00,def_pct,12%,,,,,
player,201612040atl,atl,TherRo00,special_teams,9,,,,,
player,201612040atl,atl,TherRo00,st_pct,38%,,,,,
player,201612040atl,atl,MattCl01,pos,DE,,,,,
player,201612040atl,atl,MattCl01,offense,0,,,,,
player,201612040atl,atl,MattCl01,off_pct,0%,,,,,
player,201612040atl,atl,MattCl01,defense,6,,,,,
player,201612040atl,atl,MattCl01,def_pct,12%,,,,,
player,201612040atl,atl,MattCl01,special_teams,2,,,,,
player,201612040atl,atl,MattCl01,st_pct,8%,,,,,
player,201612040atl,atl,ReynLa00,pos,LB,,,,,
player,201612040atl,atl,ReynLa00,offense,0,,,,,
player,201612040atl,atl,ReynLa00,off_pct,0%,,,,,
player,201612040atl,atl,ReynLa00,defense,5,,,,,
player,201612040atl,atl,ReynLa00,def_pct,10%,,,,,
player,201612040atl,atl,ReynLa00,special_teams,12,,,,,
player,201612040atl,atl,ReynLa00,st_pct,50%,,,,,
