game,2016,13,20161204,201612040crd,was,"Washington Redskins",23,crd,"Arizona Cardinals",31
player,201612040crd,crd,JohnDa08,rush_long,14,,,,,
player,201612040crd,crd,JohnDa08,targets,12,,,,,
player,201612040crd,crd,JohnDa08,rec,9,,,,,
player,201612040crd,crd,JohnDa08,rec_yds,91,,,,,
player,201612040crd,crd,JohnDa08,rec_td,1,,,,,
player,201612040crd,crd,JohnDa08,rec_long,25,,,,,
player,201612040crd,crd,JohnDa08,fumbles,1,,,,,
player,201612040crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201612040crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201612040crd,crd,ElliAn00,pass_att,0,,,,,
player,201612040crd,crd,ElliAn00,pass_yds,0,,,,,
player,201612040crd,crd,ElliAn00,pass_td,0,,,,,
player,201612040crd,crd,ElliAn00,pass_int,0,,,,,
player,201612040crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201612040crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201612040crd,crd,ElliAn00,pass_long,0,,,,,
player,201612040crd,crd,ElliAn00,pass_rating,,,,,,
player,201612040crd,crd,ElliAn00,rush_att,5,,,,,
player,201612040crd,crd,ElliAn00,rush_yds,5,,,,,
player,201612040crd,crd,ElliAn00,rush_td,0,,,,,
player,201612040crd,crd,ElliAn00,rush_long,8,,,,,
player,201612040crd,crd,ElliAn00,targets,2,,,,,
player,201612040crd,crd,ElliAn00,rec,1,,,,,
player,201612040crd,crd,ElliAn00,rec_yds,10,,,,,
player,201612040crd,crd,ElliAn00,rec_td,0,,,,,
player,201612040crd,crd,ElliAn00,rec_long,10,,,,,
player,201612040crd,crd,ElliAn00,fumbles,0,,,,,
player,201612040crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201612040crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201612040crd,crd,FitzLa00,pass_att,0,,,,,
player,201612040crd,crd,FitzLa00,pass_yds,0,,,,,
player,201612040crd,crd,FitzLa00,pass_td,0,,,,,
player,201612040crd,crd,FitzLa00,pass_int,0,,,,,
player,201612040crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201612040crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201612040crd,crd,FitzLa00,pass_long,0,,,,,
player,201612040crd,crd,FitzLa00,pass_rating,,,,,,
player,201612040crd,crd,FitzLa00,rush_att,0,,,,,
player,201612040crd,crd,FitzLa00,rush_yds,0,,,,,
player,201612040crd,crd,FitzLa00,rush_td,0,,,,,
player,201612040crd,crd,FitzLa00,rush_long,0,,,,,
player,201612040crd,crd,FitzLa00,targets,11,,,,,
player,201612040crd,crd,FitzLa00,rec,10,,,,,
player,201612040crd,crd,FitzLa00,rec_yds,78,,,,,
player,201612040crd,crd,FitzLa00,rec_td,0,,,,,
player,201612040crd,crd,FitzLa00,rec_long,23,,,,,
player,201612040crd,crd,FitzLa00,fumbles,0,,,,,
player,201612040crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201612040crd,crd,GresJe00,pass_cmp,0,,,,,
player,201612040crd,crd,GresJe00,pass_att,0,,,,,
player,201612040crd,crd,GresJe00,pass_yds,0,,,,,
player,201612040crd,crd,GresJe00,pass_td,0,,,,,
player,201612040crd,crd,GresJe00,pass_int,0,,,,,
player,201612040crd,crd,GresJe00,pass_sacked,0,,,,,
player,201612040crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201612040crd,crd,GresJe00,pass_long,0,,,,,
player,201612040crd,crd,GresJe00,pass_rating,,,,,,
player,201612040crd,crd,GresJe00,rush_att,0,,,,,
player,201612040crd,crd,GresJe00,rush_yds,0,,,,,
player,201612040crd,crd,GresJe00,rush_td,0,,,,,
player,201612040crd,crd,GresJe00,rush_long,0,,,,,
player,201612040crd,crd,GresJe00,targets,6,,,,,
player,201612040crd,crd,GresJe00,rec,5,,,,,
player,201612040crd,crd,GresJe00,rec_yds,52,,,,,
player,201612040crd,crd,GresJe00,rec_td,0,,,,,
player,201612040crd,crd,GresJe00,rec_long,14,,,,,
player,201612040crd,crd,GresJe00,fumbles,0,,,,,
player,201612040crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_att,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_td,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_int,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_long,0,,,,,
player,201612040crd,crd,NelsJJ00,pass_rating,,,,,,
player,201612040crd,crd,NelsJJ00,rush_att,0,,,,,
player,201612040crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201612040crd,crd,NelsJJ00,rush_td,0,,,,,
player,201612040crd,crd,NelsJJ00,rush_long,0,,,,,
player,201612040crd,crd,NelsJJ00,targets,2,,,,,
player,201612040crd,crd,NelsJJ00,rec,1,,,,,
player,201612040crd,crd,NelsJJ00,rec_yds,42,,,,,
player,201612040crd,crd,NelsJJ00,rec_td,1,,,,,
player,201612040crd,crd,NelsJJ00,rec_long,42,,,,,
player,201612040crd,crd,NelsJJ00,fumbles,0,,,,,
player,201612040crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201612040crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201612040crd,crd,FloyMi00,pass_att,0,,,,,
player,201612040crd,crd,FloyMi00,pass_yds,0,,,,,
player,201612040crd,crd,FloyMi00,pass_td,0,,,,,
player,201612040crd,crd,FloyMi00,pass_int,0,,,,,
player,201612040crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201612040crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201612040crd,crd,FloyMi00,pass_long,0,,,,,
player,201612040crd,crd,FloyMi00,pass_rating,,,,,,
player,201612040crd,crd,FloyMi00,rush_att,0,,,,,
player,201612040crd,crd,FloyMi00,rush_yds,0,,,,,
player,201612040crd,crd,FloyMi00,rush_td,0,,,,,
player,201612040crd,crd,FloyMi00,rush_long,0,,,,,
player,201612040crd,crd,FloyMi00,targets,8,,,,,
player,201612040crd,crd,FloyMi00,rec,3,,,,,
player,201612040crd,crd,FloyMi00,rec_yds,18,,,,,
player,201612040crd,crd,FloyMi00,rec_td,1,,,,,
player,201612040crd,crd,FloyMi00,rec_long,7,,,,,
player,201612040crd,crd,FloyMi00,fumbles,0,,,,,
player,201612040crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201612040crd,crd,FellDa01,pass_cmp,0,,,,,
player,201612040crd,crd,FellDa01,pass_att,0,,,,,
player,201612040crd,crd,FellDa01,pass_yds,0,,,,,
player,201612040crd,crd,FellDa01,pass_td,0,,,,,
player,201612040crd,crd,FellDa01,pass_int,0,,,,,
player,201612040crd,crd,FellDa01,pass_sacked,0,,,,,
player,201612040crd,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201612040crd,crd,FellDa01,pass_long,0,,,,,
player,201612040crd,crd,FellDa01,pass_rating,,,,,,
player,201612040crd,crd,FellDa01,rush_att,0,,,,,
player,201612040crd,crd,FellDa01,rush_yds,0,,,,,
player,201612040crd,crd,FellDa01,rush_td,0,,,,,
player,201612040crd,crd,FellDa01,rush_long,0,,,,,
player,201612040crd,crd,FellDa01,targets,1,,,,,
player,201612040crd,crd,FellDa01,rec,1,,,,,
player,201612040crd,crd,FellDa01,rec_yds,9,,,,,
player,201612040crd,crd,FellDa01,rec_td,0,,,,,
player,201612040crd,crd,FellDa01,rec_long,9,,,,,
player,201612040crd,crd,FellDa01,fumbles,0,,,,,
player,201612040crd,crd,FellDa01,fumbles_lost,0,,,,,
player,201612040crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201612040crd,crd,BrowJo02,pass_att,0,,,,,
player,201612040crd,crd,BrowJo02,pass_yds,0,,,,,
player,201612040crd,crd,BrowJo02,pass_td,0,,,,,
player,201612040crd,crd,BrowJo02,pass_int,0,,,,,
player,201612040crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201612040crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201612040crd,crd,BrowJo02,pass_long,0,,,,,
player,201612040crd,crd,BrowJo02,pass_rating,,,,,,
player,201612040crd,crd,BrowJo02,rush_att,0,,,,,
player,201612040crd,crd,BrowJo02,rush_yds,0,,,,,
player,201612040crd,crd,BrowJo02,rush_td,0,,,,,
player,201612040crd,crd,BrowJo02,rush_long,0,,,,,
player,201612040crd,crd,BrowJo02,targets,1,,,,,
player,201612040crd,crd,BrowJo02,rec,0,,,,,
player,201612040crd,crd,BrowJo02,rec_yds,0,,,,,
player,201612040crd,crd,BrowJo02,rec_td,0,,,,,
player,201612040crd,crd,BrowJo02,rec_long,0,,,,,
player,201612040crd,crd,BrowJo02,fumbles,0,,,,,
player,201612040crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201612040crd,was,MurpTr00,def_int,0,,,,,
player,201612040crd,was,MurpTr00,def_int_yds,0,,,,,
player,201612040crd,was,MurpTr00,def_int_td,0,,,,,
player,201612040crd,was,MurpTr00,def_int_long,0,,,,,
player,201612040crd,was,MurpTr00,pass_defended,0,,,,,
player,201612040crd,was,MurpTr00,sacks,1.0,,,,,
player,201612040crd,was,MurpTr00,tackles_combined,3,,,,,
player,201612040crd,was,MurpTr00,tackles_solo,2,,,,,
player,201612040crd,was,MurpTr00,tackles_assists,1,,,,,
player,201612040crd,was,MurpTr00,tackles_loss,1,,,,,
player,201612040crd,was,MurpTr00,qb_hits,2,,,,,
player,201612040crd,was,MurpTr00,fumbles_rec,0,,,,,
player,201612040crd,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201612040crd,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201612040crd,was,MurpTr00,fumbles_forced,0,,,,,
player,201612040crd,was,KerrRy00,def_int,0,,,,,
player,201612040crd,was,KerrRy00,def_int_yds,0,,,,,
player,201612040crd,was,KerrRy00,def_int_td,0,,,,,
player,201612040crd,was,KerrRy00,def_int_long,0,,,,,
player,201612040crd,was,KerrRy00,pass_defended,1,,,,,
player,201612040crd,was,KerrRy00,sacks,1.0,,,,,
player,201612040crd,was,KerrRy00,tackles_combined,2,,,,,
player,201612040crd,was,KerrRy00,tackles_solo,2,,,,,
player,201612040crd,was,KerrRy00,tackles_assists,0,,,,,
player,201612040crd,was,KerrRy00,tackles_loss,1,,,,,
player,201612040crd,was,KerrRy00,qb_hits,1,,,,,
player,201612040crd,was,KerrRy00,fumbles_rec,0,,,,,
player,201612040crd,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201612040crd,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201612040crd,was,KerrRy00,fumbles_forced,0,,,,,
player,201612040crd,was,BreeBa00,def_int,0,,,,,
player,201612040crd,was,BreeBa00,def_int_yds,0,,,,,
player,201612040crd,was,BreeBa00,def_int_td,0,,,,,
player,201612040crd,was,BreeBa00,def_int_long,0,,,,,
player,201612040crd,was,BreeBa00,pass_defended,1,,,,,
player,201612040crd,was,BreeBa00,sacks,0.0,,,,,
player,201612040crd,was,BreeBa00,tackles_combined,6,,,,,
player,201612040crd,was,BreeBa00,tackles_solo,5,,,,,
player,201612040crd,was,BreeBa00,tackles_assists,1,,,,,
player,201612040crd,was,BreeBa00,tackles_loss,0,,,,,
player,201612040crd,was,BreeBa00,qb_hits,0,,,,,
player,201612040crd,was,BreeBa00,fumbles_rec,0,,,,,
player,201612040crd,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201612040crd,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201612040crd,was,BreeBa00,fumbles_forced,1,,,,,
player,201612040crd,was,CompWi00,def_int,0,,,,,
player,201612040crd,was,CompWi00,def_int_yds,0,,,,,
player,201612040crd,was,CompWi00,def_int_td,0,,,,,
player,201612040crd,was,CompWi00,def_int_long,0,,,,,
player,201612040crd,was,CompWi00,pass_defended,0,,,,,
player,201612040crd,was,CompWi00,sacks,0.0,,,,,
player,201612040crd,was,CompWi00,tackles_combined,6,,,,,
player,201612040crd,was,CompWi00,tackles_solo,6,,,,,
player,201612040crd,was,CompWi00,tackles_assists,0,,,,,
player,201612040crd,was,CompWi00,tackles_loss,0,,,,,
player,201612040crd,was,CompWi00,qb_hits,0,,,,,
player,201612040crd,was,CompWi00,fumbles_rec,0,,,,,
player,201612040crd,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201612040crd,was,CompWi00,fumbles_rec_td,0,,,,,
player,201612040crd,was,CompWi00,fumbles_forced,0,,,,,
