game,2016,13,20161204,201612040chi,sfo,"San Francisco 49ers",6,chi,"Chicago Bears",26
player,201612040chi,sfo,GabbBl00,pass_sacked_yds,8,,,,,
player,201612040chi,sfo,GabbBl00,pass_long,18,,,,,
player,201612040chi,sfo,GabbBl00,pass_rating,50.0,,,,,
player,201612040chi,sfo,GabbBl00,rush_att,1,,,,,
player,201612040chi,sfo,GabbBl00,rush_yds,1,,,,,
player,201612040chi,sfo,GabbBl00,rush_td,0,,,,,
player,201612040chi,sfo,GabbBl00,rush_long,1,,,,,
player,201612040chi,sfo,GabbBl00,targets,0,,,,,
player,201612040chi,sfo,GabbBl00,rec,0,,,,,
player,201612040chi,sfo,GabbBl00,rec_yds,0,,,,,
player,201612040chi,sfo,GabbBl00,rec_td,0,,,,,
player,201612040chi,sfo,GabbBl00,rec_long,0,,,,,
player,201612040chi,sfo,GabbBl00,fumbles,0,,,,,
player,201612040chi,sfo,GabbBl00,fumbles_lost,0,,,,,
player,201612040chi,sfo,KaepCo00,pass_cmp,1,,,,,
player,201612040chi,sfo,KaepCo00,pass_att,5,,,,,
player,201612040chi,sfo,KaepCo00,pass_yds,4,,,,,
player,201612040chi,sfo,KaepCo00,pass_td,0,,,,,
player,201612040chi,sfo,KaepCo00,pass_int,0,,,,,
player,201612040chi,sfo,KaepCo00,pass_sacked,5,,,,,
player,201612040chi,sfo,KaepCo00,pass_sacked_yds,25,,,,,
player,201612040chi,sfo,KaepCo00,pass_long,4,,,,,
player,201612040chi,sfo,KaepCo00,pass_rating,39.6,,,,,
player,201612040chi,sfo,KaepCo00,rush_att,6,,,,,
player,201612040chi,sfo,KaepCo00,rush_yds,20,,,,,
player,201612040chi,sfo,KaepCo00,rush_td,0,,,,,
player,201612040chi,sfo,KaepCo00,rush_long,14,,,,,
player,201612040chi,sfo,KaepCo00,targets,0,,,,,
player,201612040chi,sfo,KaepCo00,rec,0,,,,,
player,201612040chi,sfo,KaepCo00,rec_yds,0,,,,,
player,201612040chi,sfo,KaepCo00,rec_td,0,,,,,
player,201612040chi,sfo,KaepCo00,rec_long,0,,,,,
player,201612040chi,sfo,KaepCo00,fumbles,1,,,,,
player,201612040chi,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_cmp,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_att,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_yds,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_td,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_int,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_sacked,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_long,0,,,,,
player,201612040chi,sfo,HydeCa00,pass_rating,,,,,,
player,201612040chi,sfo,HydeCa00,rush_att,20,,,,,
player,201612040chi,sfo,HydeCa00,rush_yds,92,,,,,
player,201612040chi,sfo,HydeCa00,rush_td,0,,,,,
player,201612040chi,sfo,HydeCa00,rush_long,12,,,,,
player,201612040chi,sfo,HydeCa00,targets,2,,,,,
player,201612040chi,sfo,HydeCa00,rec,1,,,,,
player,201612040chi,sfo,HydeCa00,rec_yds,6,,,,,
player,201612040chi,sfo,HydeCa00,rec_td,0,,,,,
player,201612040chi,sfo,HydeCa00,rec_long,6,,,,,
player,201612040chi,sfo,HydeCa00,fumbles,0,,,,,
player,201612040chi,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_cmp,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_att,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_yds,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_td,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_int,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_sacked,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_long,0,,,,,
player,201612040chi,sfo,DrauSh00,pass_rating,,,,,,
player,201612040chi,sfo,DrauSh00,rush_att,5,,,,,
player,201612040chi,sfo,DrauSh00,rush_yds,20,,,,,
player,201612040chi,sfo,DrauSh00,rush_td,0,,,,,
player,201612040chi,sfo,DrauSh00,rush_long,9,,,,,
player,201612040chi,sfo,DrauSh00,targets,2,,,,,
player,201612040chi,sfo,DrauSh00,rec,0,,,,,
player,201612040chi,sfo,DrauSh00,rec_yds,0,,,,,
player,201612040chi,sfo,DrauSh00,rec_td,0,,,,,
player,201612040chi,sfo,DrauSh00,rec_long,0,,,,,
player,201612040chi,sfo,DrauSh00,fumbles,0,,,,,
player,201612040chi,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_cmp,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_att,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_yds,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_td,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_int,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_sacked,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_long,0,,,,,
player,201612040chi,sfo,HarrDu01,pass_rating,,,,,,
player,201612040chi,sfo,HarrDu01,rush_att,2,,,,,
player,201612040chi,sfo,HarrDu01,rush_yds,8,,,,,
player,201612040chi,sfo,HarrDu01,rush_td,0,,,,,
player,201612040chi,sfo,HarrDu01,rush_long,9,,,,,
player,201612040chi,sfo,HarrDu01,targets,0,,,,,
player,201612040chi,sfo,HarrDu01,rec,0,,,,,
player,201612040chi,sfo,HarrDu01,rec_yds,0,,,,,
player,201612040chi,sfo,HarrDu01,rec_td,0,,,,,
player,201612040chi,sfo,HarrDu01,rec_long,0,,,,,
player,201612040chi,sfo,HarrDu01,fumbles,0,,,,,
player,201612040chi,sfo,HarrDu01,fumbles_lost,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_cmp,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_att,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_yds,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_td,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_int,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_sacked,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_long,0,,,,,
player,201612040chi,sfo,KerlJe00,pass_rating,,,,,,
player,201612040chi,sfo,KerlJe00,rush_att,0,,,,,
player,201612040chi,sfo,KerlJe00,rush_yds,0,,,,,
player,201612040chi,sfo,KerlJe00,rush_td,0,,,,,
player,201612040chi,sfo,KerlJe00,rush_long,0,,,,,
player,201612040chi,sfo,KerlJe00,targets,2,,,,,
player,201612040chi,sfo,KerlJe00,rec,1,,,,,
player,201612040chi,sfo,KerlJe00,rec_yds,18,,,,,
player,201612040chi,sfo,KerlJe00,rec_td,0,,,,,
player,201612040chi,sfo,KerlJe00,rec_long,18,,,,,
player,201612040chi,sfo,KerlJe00,fumbles,0,,,,,
player,201612040chi,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_cmp,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_att,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_yds,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_td,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_int,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_sacked,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_long,0,,,,,
player,201612040chi,sfo,McDoVa00,pass_rating,,,,,,
player,201612040chi,sfo,McDoVa00,rush_att,0,,,,,
player,201612040chi,sfo,McDoVa00,rush_yds,0,,,,,
player,201612040chi,sfo,McDoVa00,rush_td,0,,,,,
player,201612040chi,sfo,McDoVa00,rush_long,0,,,,,
player,201612040chi,sfo,McDoVa00,targets,4,,,,,
player,201612040chi,sfo,McDoVa00,rec,2,,,,,
player,201612040chi,sfo,McDoVa00,rec_yds,9,,,,,
player,201612040chi,sfo,McDoVa00,rec_td,0,,,,,
player,201612040chi,sfo,McDoVa00,rec_long,5,,,,,
player,201612040chi,sfo,McDoVa00,fumbles,0,,,,,
player,201612040chi,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_cmp,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_att,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_yds,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_td,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_int,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_sacked,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_long,0,,,,,
player,201612040chi,sfo,HarpCh01,pass_rating,,,,,,
player,201612040chi,sfo,HarpCh01,rush_att,0,,,,,
player,201612040chi,sfo,HarpCh01,rush_yds,0,,,,,
player,201612040chi,sfo,HarpCh01,rush_td,0,,,,,
player,201612040chi,sfo,HarpCh01,rush_long,0,,,,,
player,201612040chi,sfo,HarpCh01,targets,2,,,,,
player,201612040chi,sfo,HarpCh01,rec,1,,,,,
player,201612040chi,sfo,HarpCh01,rec_yds,6,,,,,
player,201612040chi,sfo,HarpCh01,rec_td,0,,,,,
player,201612040chi,sfo,HarpCh01,rec_long,6,,,,,
player,201612040chi,sfo,HarpCh01,fumbles,0,,,,,
player,201612040chi,sfo,HarpCh01,fumbles_lost,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_cmp,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_att,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_yds,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_td,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_int,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_sacked,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_long,0,,,,,
player,201612040chi,sfo,SmitTo02,pass_rating,,,,,,
player,201612040chi,sfo,SmitTo02,rush_att,0,,,,,
player,201612040chi,sfo,SmitTo02,rush_yds,0,,,,,
player,201612040chi,sfo,SmitTo02,rush_td,0,,,,,
player,201612040chi,sfo,SmitTo02,rush_long,0,,,,,
player,201612040chi,sfo,SmitTo02,targets,2,,,,,
player,201612040chi,sfo,SmitTo02,rec,0,,,,,
player,201612040chi,sfo,SmitTo02,rec_yds,0,,,,,
player,201612040chi,sfo,SmitTo02,rec_td,0,,,,,
player,201612040chi,sfo,SmitTo02,rec_long,0,,,,,
player,201612040chi,sfo,SmitTo02,fumbles,0,,,,,
player,201612040chi,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201612040chi,sfo,StreRo00,pass_cmp,0,,,,,
player,201612040chi,sfo,StreRo00,pass_att,0,,,,,
player,201612040chi,sfo,StreRo00,pass_yds,0,,,,,
player,201612040chi,sfo,StreRo00,pass_td,0,,,,,
player,201612040chi,sfo,StreRo00,pass_int,0,,,,,
player,201612040chi,sfo,StreRo00,pass_sacked,0,,,,,
player,201612040chi,sfo,StreRo00,pass_sacked_yds,0,,,,,
player,201612040chi,sfo,StreRo00,pass_long,0,,,,,
player,201612040chi,sfo,StreRo00,pass_rating,,,,,,
player,201612040chi,sfo,StreRo00,rush_att,0,,,,,
player,201612040chi,sfo,StreRo00,rush_yds,0,,,,,
player,201612040chi,sfo,StreRo00,rush_td,0,,,,,
player,201612040chi,sfo,StreRo00,rush_long,0,,,,,
player,201612040chi,sfo,StreRo00,targets,1,,,,,
player,201612040chi,sfo,StreRo00,rec,0,,,,,
player,201612040chi,sfo,StreRo00,rec_yds,0,,,,,
player,201612040chi,sfo,StreRo00,rec_td,0,,,,,
player,201612040chi,sfo,StreRo00,rec_long,0,,,,,
player,201612040chi,sfo,StreRo00,fumbles,0,,,,,
player,201612040chi,sfo,StreRo00,fumbles_lost,0,,,,,
player,201612040chi,chi,BarkMa00,pass_cmp,11,,,,,
player,201612040chi,chi,BarkMa00,pass_att,18,,,,,
player,201612040chi,chi,BarkMa00,pass_yds,192,,,,,
player,201612040chi,chi,BarkMa00,pass_td,0,,,,,
player,201612040chi,chi,BarkMa00,pass_int,0,,,,,
player,201612040chi,chi,BarkMa00,pass_sacked,1,,,,,
player,201612040chi,chi,BarkMa00,pass_sacked_yds,8,,,,,
player,201612040chi,chi,BarkMa00,pass_long,31,,,,,
player,201612040chi,chi,BarkMa00,pass_rating,97.5,,,,,
player,201612040chi,chi,BarkMa00,rush_att,4,,,,,
player,201612040chi,chi,BarkMa00,rush_yds,3,,,,,
player,201612040chi,chi,BarkMa00,rush_td,0,,,,,
player,201612040chi,chi,BarkMa00,rush_long,5,,,,,
player,201612040chi,chi,BarkMa00,targets,0,,,,,
player,201612040chi,chi,BarkMa00,rec,0,,,,,
player,201612040chi,chi,BarkMa00,rec_yds,0,,,,,
player,201612040chi,chi,BarkMa00,rec_td,0,,,,,
player,201612040chi,chi,BarkMa00,rec_long,0,,,,,
player,201612040chi,chi,BarkMa00,fumbles,1,,,,,
player,201612040chi,chi,BarkMa00,fumbles_lost,0,,,,,
player,201612040chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201612040chi,chi,HowaJo00,pass_att,0,,,,,
player,201612040chi,chi,HowaJo00,pass_yds,0,,,,,
player,201612040chi,chi,HowaJo00,pass_td,0,,,,,
player,201612040chi,chi,HowaJo00,pass_int,0,,,,,
player,201612040chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201612040chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201612040chi,chi,HowaJo00,pass_long,0,,,,,
player,201612040chi,chi,HowaJo00,pass_rating,,,,,,
player,201612040chi,chi,HowaJo00,rush_att,32,,,,,
player,201612040chi,chi,HowaJo00,rush_yds,117,,,,,
player,201612040chi,chi,HowaJo00,rush_td,3,,,,,
player,201612040chi,chi,HowaJo00,rush_long,25,,,,,
player,201612040chi,chi,HowaJo00,targets,1,,,,,
player,201612040chi,chi,HowaJo00,rec,0,,,,,
player,201612040chi,chi,HowaJo00,rec_yds,0,,,,,
player,201612040chi,chi,HowaJo00,rec_td,0,,,,,
player,201612040chi,chi,HowaJo00,rec_long,0,,,,,
player,201612040chi,chi,HowaJo00,fumbles,0,,,,,
player,201612040chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201612040chi,chi,BellJo02,pass_cmp,0,,,,,
player,201612040chi,chi,BellJo02,pass_att,0,,,,,
player,201612040chi,chi,BellJo02,pass_yds,0,,,,,
player,201612040chi,chi,BellJo02,pass_td,0,,,,,
player,201612040chi,chi,BellJo02,pass_int,0,,,,,
player,201612040chi,chi,BellJo02,pass_sacked,0,,,,,
player,201612040chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201612040chi,chi,BellJo02,pass_long,0,,,,,
player,201612040chi,chi,BellJo02,pass_rating,,,,,,
player,201612040chi,chi,BellJo02,rush_att,1,,,,,
player,201612040chi,chi,BellJo02,rush_yds,12,,,,,
player,201612040chi,chi,BellJo02,rush_td,0,,,,,
player,201612040chi,chi,BellJo02,rush_long,12,,,,,
player,201612040chi,chi,BellJo02,targets,6,,,,,
player,201612040chi,chi,BellJo02,rec,4,,,,,
player,201612040chi,chi,BellJo02,rec_yds,93,,,,,
player,201612040chi,chi,BellJo02,rec_td,0,,,,,
player,201612040chi,chi,BellJo02,rec_long,31,,,,,
player,201612040chi,chi,BellJo02,fumbles,0,,,,,
player,201612040chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201612040chi,chi,CareKa00,pass_cmp,0,,,,,
player,201612040chi,chi,CareKa00,pass_att,0,,,,,
player,201612040chi,chi,CareKa00,pass_yds,0,,,,,
player,201612040chi,chi,CareKa00,pass_td,0,,,,,
player,201612040chi,chi,CareKa00,pass_int,0,,,,,
player,201612040chi,chi,CareKa00,pass_sacked,0,,,,,
player,201612040chi,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201612040chi,chi,CareKa00,pass_long,0,,,,,
player,201612040chi,chi,CareKa00,pass_rating,,,,,,
player,201612040chi,chi,CareKa00,rush_att,2,,,,,
player,201612040chi,chi,CareKa00,rush_yds,8,,,,,
player,201612040chi,chi,CareKa00,rush_td,0,,,,,
player,201612040chi,chi,CareKa00,rush_long,4,,,,,
player,201612040chi,chi,CareKa00,targets,1,,,,,
player,201612040chi,chi,CareKa00,rec,0,,,,,
player,201612040chi,chi,CareKa00,rec_yds,0,,,,,
player,201612040chi,chi,CareKa00,rec_td,0,,,,,
player,201612040chi,chi,CareKa00,rec_long,0,,,,,
player,201612040chi,chi,CareKa00,fumbles,0,,,,,
player,201612040chi,chi,CareKa00,fumbles_lost,0,,,,,
player,201612040chi,chi,LangJe00,pass_cmp,0,,,,,
player,201612040chi,chi,LangJe00,pass_att,0,,,,,
player,201612040chi,chi,LangJe00,pass_yds,0,,,,,
player,201612040chi,chi,LangJe00,pass_td,0,,,,,
player,201612040chi,chi,LangJe00,pass_int,0,,,,,
player,201612040chi,chi,LangJe00,pass_sacked,0,,,,,
player,201612040chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201612040chi,chi,LangJe00,pass_long,0,,,,,
player,201612040chi,chi,LangJe00,pass_rating,,,,,,
player,201612040chi,chi,LangJe00,rush_att,1,,,,,
player,201612040chi,chi,LangJe00,rush_yds,2,,,,,
player,201612040chi,chi,LangJe00,rush_td,0,,,,,
player,201612040chi,chi,LangJe00,rush_long,2,,,,,
player,201612040chi,chi,LangJe00,targets,0,,,,,
player,201612040chi,chi,LangJe00,rec,0,,,,,
player,201612040chi,chi,LangJe00,rec_yds,0,,,,,
player,201612040chi,chi,LangJe00,rec_td,0,,,,,
player,201612040chi,chi,LangJe00,rec_long,0,,,,,
player,201612040chi,chi,LangJe00,fumbles,0,,,,,
player,201612040chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201612040chi,chi,MereCa00,pass_cmp,0,,,,,
player,201612040chi,chi,MereCa00,pass_att,0,,,,,
player,201612040chi,chi,MereCa00,pass_yds,0,,,,,
player,201612040chi,chi,MereCa00,pass_td,0,,,,,
player,201612040chi,chi,MereCa00,pass_int,0,,,,,
player,201612040chi,chi,MereCa00,pass_sacked,0,,,,,
player,201612040chi,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201612040chi,chi,MereCa00,pass_long,0,,,,,
player,201612040chi,chi,MereCa00,pass_rating,,,,,,
player,201612040chi,chi,MereCa00,rush_att,0,,,,,
player,201612040chi,chi,MereCa00,rush_yds,0,,,,,
player,201612040chi,chi,MereCa00,rush_td,0,,,,,
player,201612040chi,chi,MereCa00,rush_long,0,,,,,
player,201612040chi,chi,MereCa00,targets,4,,,,,
player,201612040chi,chi,MereCa00,rec,3,,,,,
player,201612040chi,chi,MereCa00,rec_yds,67,,,,,
player,201612040chi,chi,MereCa00,rec_td,0,,,,,
player,201612040chi,chi,MereCa00,rec_long,28,,,,,
player,201612040chi,chi,MereCa00,fumbles,0,,,,,
player,201612040chi,chi,MereCa00,fumbles_lost,0,,,,,
player,201612040chi,chi,ThomDe04,pass_cmp,0,,,,,
player,201612040chi,chi,ThomDe04,pass_att,0,,,,,
player,201612040chi,chi,ThomDe04,pass_yds,0,,,,,
player,201612040chi,chi,ThomDe04,pass_td,0,,,,,
player,201612040chi,chi,ThomDe04,pass_int,0,,,,,
player,201612040chi,chi,ThomDe04,pass_sacked,0,,,,,
player,201612040chi,chi,ThomDe04,pass_sacked_yds,0,,,,,
player,201612040chi,chi,ThomDe04,pass_long,0,,,,,
player,201612040chi,chi,ThomDe04,pass_rating,,,,,,
player,201612040chi,chi,ThomDe04,rush_att,0,,,,,
player,201612040chi,chi,ThomDe04,rush_yds,0,,,,,
player,201612040chi,chi,ThomDe04,rush_td,0,,,,,
player,201612040chi,chi,ThomDe04,rush_long,0,,,,,
player,201612040chi,chi,ThomDe04,targets,3,,,,,
player,201612040chi,chi,ThomDe04,rec,2,,,,,
player,201612040chi,chi,ThomDe04,rec_yds,19,,,,,
player,201612040chi,chi,ThomDe04,rec_td,0,,,,,
player,201612040chi,chi,ThomDe04,rec_long,11,,,,,
player,201612040chi,chi,ThomDe04,fumbles,1,,,,,
player,201612040chi,chi,ThomDe04,fumbles_lost,1,,,,,
player,201612040chi,chi,BrowDa04,pass_cmp,0,,,,,
player,201612040chi,chi,BrowDa04,pass_att,0,,,,,
player,201612040chi,chi,BrowDa04,pass_yds,0,,,,,
player,201612040chi,chi,BrowDa04,pass_td,0,,,,,
player,201612040chi,chi,BrowDa04,pass_int,0,,,,,
player,201612040chi,chi,BrowDa04,pass_sacked,0,,,,,
player,201612040chi,chi,BrowDa04,pass_sacked_yds,0,,,,,
player,201612040chi,chi,BrowDa04,pass_long,0,,,,,
player,201612040chi,chi,BrowDa04,pass_rating,,,,,,
player,201612040chi,chi,BrowDa04,rush_att,0,,,,,
player,201612040chi,chi,BrowDa04,rush_yds,0,,,,,
player,201612040chi,chi,BrowDa04,rush_td,0,,,,,
player,201612040chi,chi,BrowDa04,rush_long,0,,,,,
player,201612040chi,chi,BrowDa04,targets,2,,,,,
player,201612040chi,chi,BrowDa04,rec,2,,,,,
player,201612040chi,chi,BrowDa04,rec_yds,13,,,,,
player,201612040chi,chi,BrowDa04,rec_td,0,,,,,
player,201612040chi,chi,BrowDa04,rec_long,7,,,,,
player,201612040chi,chi,BrowDa04,fumbles,0,,,,,
player,201612040chi,chi,BrowDa04,fumbles_lost,0,,,,,
player,201612040chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201612040chi,chi,WilsMa02,pass_att,0,,,,,
player,201612040chi,chi,WilsMa02,pass_yds,0,,,,,
player,201612040chi,chi,WilsMa02,pass_td,0,,,,,
player,201612040chi,chi,WilsMa02,pass_int,0,,,,,
player,201612040chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201612040chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201612040chi,chi,WilsMa02,pass_long,0,,,,,
player,201612040chi,chi,WilsMa02,pass_rating,,,,,,
player,201612040chi,chi,WilsMa02,rush_att,0,,,,,
player,201612040chi,chi,WilsMa02,rush_yds,0,,,,,
player,201612040chi,chi,WilsMa02,rush_td,0,,,,,
player,201612040chi,chi,WilsMa02,rush_long,0,,,,,
player,201612040chi,chi,WilsMa02,targets,1,,,,,
player,201612040chi,chi,WilsMa02,rec,0,,,,,
player,201612040chi,chi,WilsMa02,rec_yds,0,,,,,
player,201612040chi,chi,WilsMa02,rec_td,0,,,,,
player,201612040chi,chi,WilsMa02,rec_long,0,,,,,
player,201612040chi,chi,WilsMa02,fumbles,0,,,,,
player,201612040chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201612040chi,sfo,BrooAh21,def_int,0,,,,,
player,201612040chi,sfo,BrooAh21,def_int_yds,0,,,,,
player,201612040chi,sfo,BrooAh21,def_int_td,0,,,,,
player,201612040chi,sfo,BrooAh21,def_int_long,0,,,,,
player,201612040chi,sfo,BrooAh21,pass_defended,0,,,,,
player,201612040chi,sfo,BrooAh21,sacks,1.0,,,,,
player,201612040chi,sfo,BrooAh21,tackles_combined,3,,,,,
player,201612040chi,sfo,BrooAh21,tackles_solo,3,,,,,
player,201612040chi,sfo,BrooAh21,tackles_assists,0,,,,,
player,201612040chi,sfo,BrooAh21,tackles_loss,2,,,,,
player,201612040chi,sfo,BrooAh21,qb_hits,1,,,,,
player,201612040chi,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201612040chi,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201612040chi,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201612040chi,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201612040chi,sfo,BellNi01,def_int,0,,,,,
player,201612040chi,sfo,BellNi01,def_int_yds,0,,,,,
player,201612040chi,sfo,BellNi01,def_int_td,0,,,,,
player,201612040chi,sfo,BellNi01,def_int_long,0,,,,,
player,201612040chi,sfo,BellNi01,pass_defended,0,,,,,
player,201612040chi,sfo,BellNi01,sacks,0.0,,,,,
player,201612040chi,sfo,BellNi01,tackles_combined,11,,,,,
player,201612040chi,sfo,BellNi01,tackles_solo,9,,,,,
player,201612040chi,sfo,BellNi01,tackles_assists,2,,,,,
player,201612040chi,sfo,BellNi01,tackles_loss,0,,,,,
player,201612040chi,sfo,BellNi01,qb_hits,0,,,,,
player,201612040chi,sfo,BellNi01,fumbles_rec,0,,,,,
player,201612040chi,sfo,BellNi01,fumbles_rec_yds,0,,,,,
player,201612040chi,sfo,BellNi01,fumbles_rec_td,0,,,,,
player,201612040chi,sfo,BellNi01,fumbles_forced,0,,,,,
player,201612040chi,sfo,DorsGl99,def_int,0,,,,,
player,201612040chi,sfo,DorsGl99,def_int_yds,0,,,,,
player,201612040chi,sfo,DorsGl99,def_int_td,0,,,,,
player,201612040chi,sfo,DorsGl99,def_int_long,0,,,,,
player,201612040chi,sfo,DorsGl99,pass_defended,0,,,,,
player,201612040chi,sfo,DorsGl99,sacks,0.0,,,,,
player,201612040chi,sfo,DorsGl99,tackles_combined,6,,,,,
player,201612040chi,sfo,DorsGl99,tackles_solo,4,,,,,
player,201612040chi,sfo,DorsGl99,tackles_assists,2,,,,,
player,201612040chi,sfo,DorsGl99,tackles_loss,1,,,,,
player,201612040chi,sfo,DorsGl99,qb_hits,0,,,,,
player,201612040chi,sfo,DorsGl99,fumbles_rec,0,,,,,
player,201612040chi,sfo,DorsGl99,fumbles_rec_yds,0,,,,,
player,201612040chi,sfo,DorsGl99,fumbles_rec_td,0,,,,,
