game,2016,10,20161113,201611130nwe,sea,"Seattle Seahawks",31,nwe,"New England Patriots",24
team,201611130nwe,sea,First Downs,23,,,,,,
team,201611130nwe,nwe,First Downs,25,,,,,,
team,201611130nwe,sea,Rush-Yds-TDs,26-96-0,,,,,,
team,201611130nwe,nwe,Rush-Yds-TDs,28-81-3,,,,,,
team,201611130nwe,sea,Cmp-Att-Yd-TD-INT,25-37-348-3-0,,,,,,
team,201611130nwe,nwe,Cmp-Att-Yd-TD-INT,23-32-316-0-1,,,,,,
team,201611130nwe,sea,Sacked-Yards,3-24,,,,,,
team,201611130nwe,nwe,Sacked-Yards,2-12,,,,,,
team,201611130nwe,sea,Net Pass Yards,324,,,,,,
team,201611130nwe,nwe,Net Pass Yards,304,,,,,,
team,201611130nwe,sea,Total Yards,420,,,,,,
team,201611130nwe,nwe,Total Yards,385,,,,,,
team,201611130nwe,sea,Fumbles-Lost,1-0,,,,,,
team,201611130nwe,nwe,Fumbles-Lost,3-1,,,,,,
team,201611130nwe,sea,Turnovers,0,,,,,,
team,201611130nwe,nwe,Turnovers,2,,,,,,
team,201611130nwe,sea,Penalties-Yards,8-60,,,,,,
team,201611130nwe,nwe,Penalties-Yards,7-61,,,,,,
team,201611130nwe,sea,Third Down Conv.,6-12,,,,,,
team,201611130nwe,nwe,Third Down Conv.,6-10,,,,,,
team,201611130nwe,sea,Fourth Down Conv.,0-0,,,,,,
team,201611130nwe,nwe,Fourth Down Conv.,0-1,,,,,,
team,201611130nwe,sea,Time of Possession,30:25,,,,,,
team,201611130nwe,nwe,Time of Possession,29:35,,,,,,
player,201611130nwe,sea,WilsRu00,pass_cmp,25,,,,,
player,201611130nwe,sea,WilsRu00,pass_att,37,,,,,
player,201611130nwe,sea,WilsRu00,pass_yds,348,,,,,
player,201611130nwe,sea,WilsRu00,pass_td,3,,,,,
player,201611130nwe,sea,WilsRu00,pass_int,0,,,,,
player,201611130nwe,sea,WilsRu00,pass_sacked,3,,,,,
player,201611130nwe,sea,WilsRu00,pass_sacked_yds,24,,,,,
player,201611130nwe,sea,WilsRu00,pass_long,39,,,,,
player,201611130nwe,sea,WilsRu00,pass_rating,124.6,,,,,
player,201611130nwe,sea,WilsRu00,rush_att,3,,,,,
player,201611130nwe,sea,WilsRu00,rush_yds,6,,,,,
player,201611130nwe,sea,WilsRu00,rush_td,0,,,,,
player,201611130nwe,sea,WilsRu00,rush_long,6,,,,,
player,201611130nwe,sea,WilsRu00,targets,0,,,,,
player,201611130nwe,sea,WilsRu00,rec,0,,,,,
player,201611130nwe,sea,WilsRu00,rec_yds,0,,,,,
player,201611130nwe,sea,WilsRu00,rec_td,0,,,,,
player,201611130nwe,sea,WilsRu00,rec_long,0,,,,,
player,201611130nwe,sea,WilsRu00,fumbles,0,,,,,
player,201611130nwe,sea,WilsRu00,fumbles_lost,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_cmp,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_att,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_yds,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_td,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_int,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_sacked,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_long,0,,,,,
player,201611130nwe,sea,ProsC.00,pass_rating,,,,,,
player,201611130nwe,sea,ProsC.00,rush_att,17,,,,,
player,201611130nwe,sea,ProsC.00,rush_yds,66,,,,,
player,201611130nwe,sea,ProsC.00,rush_td,0,,,,,
player,201611130nwe,sea,ProsC.00,rush_long,10,,,,,
player,201611130nwe,sea,ProsC.00,targets,7,,,,,
player,201611130nwe,sea,ProsC.00,rec,7,,,,,
player,201611130nwe,sea,ProsC.00,rec_yds,87,,,,,
player,201611130nwe,sea,ProsC.00,rec_td,0,,,,,
player,201611130nwe,sea,ProsC.00,rec_long,38,,,,,
player,201611130nwe,sea,ProsC.00,fumbles,0,,,,,
player,201611130nwe,sea,ProsC.00,fumbles_lost,0,,,,,
player,201611130nwe,sea,MichCh00,pass_cmp,0,,,,,
player,201611130nwe,sea,MichCh00,pass_att,0,,,,,
player,201611130nwe,sea,MichCh00,pass_yds,0,,,,,
player,201611130nwe,sea,MichCh00,pass_td,0,,,,,
player,201611130nwe,sea,MichCh00,pass_int,0,,,,,
player,201611130nwe,sea,MichCh00,pass_sacked,0,,,,,
player,201611130nwe,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,MichCh00,pass_long,0,,,,,
player,201611130nwe,sea,MichCh00,pass_rating,,,,,,
player,201611130nwe,sea,MichCh00,rush_att,5,,,,,
player,201611130nwe,sea,MichCh00,rush_yds,22,,,,,
player,201611130nwe,sea,MichCh00,rush_td,0,,,,,
player,201611130nwe,sea,MichCh00,rush_long,9,,,,,
player,201611130nwe,sea,MichCh00,targets,1,,,,,
player,201611130nwe,sea,MichCh00,rec,1,,,,,
player,201611130nwe,sea,MichCh00,rec_yds,4,,,,,
player,201611130nwe,sea,MichCh00,rec_td,0,,,,,
player,201611130nwe,sea,MichCh00,rec_long,4,,,,,
player,201611130nwe,sea,MichCh00,fumbles,0,,,,,
player,201611130nwe,sea,MichCh00,fumbles_lost,0,,,,,
player,201611130nwe,sea,CollAl00,pass_cmp,0,,,,,
player,201611130nwe,sea,CollAl00,pass_att,0,,,,,
player,201611130nwe,sea,CollAl00,pass_yds,0,,,,,
player,201611130nwe,sea,CollAl00,pass_td,0,,,,,
player,201611130nwe,sea,CollAl00,pass_int,0,,,,,
player,201611130nwe,sea,CollAl00,pass_sacked,0,,,,,
player,201611130nwe,sea,CollAl00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,CollAl00,pass_long,0,,,,,
player,201611130nwe,sea,CollAl00,pass_rating,,,,,,
player,201611130nwe,sea,CollAl00,rush_att,1,,,,,
player,201611130nwe,sea,CollAl00,rush_yds,2,,,,,
player,201611130nwe,sea,CollAl00,rush_td,0,,,,,
player,201611130nwe,sea,CollAl00,rush_long,2,,,,,
player,201611130nwe,sea,CollAl00,targets,0,,,,,
player,201611130nwe,sea,CollAl00,rec,0,,,,,
player,201611130nwe,sea,CollAl00,rec_yds,0,,,,,
player,201611130nwe,sea,CollAl00,rec_td,0,,,,,
player,201611130nwe,sea,CollAl00,rec_long,0,,,,,
player,201611130nwe,sea,CollAl00,fumbles,1,,,,,
player,201611130nwe,sea,CollAl00,fumbles_lost,0,,,,,
player,201611130nwe,sea,LockTy00,pass_cmp,0,,,,,
player,201611130nwe,sea,LockTy00,pass_att,0,,,,,
player,201611130nwe,sea,LockTy00,pass_yds,0,,,,,
player,201611130nwe,sea,LockTy00,pass_td,0,,,,,
player,201611130nwe,sea,LockTy00,pass_int,0,,,,,
player,201611130nwe,sea,LockTy00,pass_sacked,0,,,,,
player,201611130nwe,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,LockTy00,pass_long,0,,,,,
player,201611130nwe,sea,LockTy00,pass_rating,,,,,,
player,201611130nwe,sea,LockTy00,rush_att,0,,,,,
player,201611130nwe,sea,LockTy00,rush_yds,0,,,,,
player,201611130nwe,sea,LockTy00,rush_td,0,,,,,
player,201611130nwe,sea,LockTy00,rush_long,0,,,,,
player,201611130nwe,sea,LockTy00,targets,6,,,,,
player,201611130nwe,sea,LockTy00,rec,3,,,,,
player,201611130nwe,sea,LockTy00,rec_yds,72,,,,,
player,201611130nwe,sea,LockTy00,rec_td,0,,,,,
player,201611130nwe,sea,LockTy00,rec_long,36,,,,,
player,201611130nwe,sea,LockTy00,fumbles,0,,,,,
player,201611130nwe,sea,LockTy00,fumbles_lost,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_cmp,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_att,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_yds,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_td,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_int,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_sacked,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_long,0,,,,,
player,201611130nwe,sea,BaldDo00,pass_rating,,,,,,
player,201611130nwe,sea,BaldDo00,rush_att,0,,,,,
player,201611130nwe,sea,BaldDo00,rush_yds,0,,,,,
player,201611130nwe,sea,BaldDo00,rush_td,0,,,,,
player,201611130nwe,sea,BaldDo00,rush_long,0,,,,,
player,201611130nwe,sea,BaldDo00,targets,8,,,,,
player,201611130nwe,sea,BaldDo00,rec,6,,,,,
player,201611130nwe,sea,BaldDo00,rec_yds,59,,,,,
player,201611130nwe,sea,BaldDo00,rec_td,3,,,,,
player,201611130nwe,sea,BaldDo00,rec_long,18,,,,,
player,201611130nwe,sea,BaldDo00,fumbles,0,,,,,
player,201611130nwe,sea,BaldDo00,fumbles_lost,0,,,,,
player,201611130nwe,sea,RichPa01,pass_cmp,0,,,,,
player,201611130nwe,sea,RichPa01,pass_att,0,,,,,
player,201611130nwe,sea,RichPa01,pass_yds,0,,,,,
player,201611130nwe,sea,RichPa01,pass_td,0,,,,,
player,201611130nwe,sea,RichPa01,pass_int,0,,,,,
player,201611130nwe,sea,RichPa01,pass_sacked,0,,,,,
player,201611130nwe,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,RichPa01,pass_long,0,,,,,
player,201611130nwe,sea,RichPa01,pass_rating,,,,,,
player,201611130nwe,sea,RichPa01,rush_att,0,,,,,
player,201611130nwe,sea,RichPa01,rush_yds,0,,,,,
player,201611130nwe,sea,RichPa01,rush_td,0,,,,,
player,201611130nwe,sea,RichPa01,rush_long,0,,,,,
player,201611130nwe,sea,RichPa01,targets,3,,,,,
player,201611130nwe,sea,RichPa01,rec,2,,,,,
player,201611130nwe,sea,RichPa01,rec_yds,52,,,,,
player,201611130nwe,sea,RichPa01,rec_td,0,,,,,
player,201611130nwe,sea,RichPa01,rec_long,39,,,,,
player,201611130nwe,sea,RichPa01,fumbles,0,,,,,
player,201611130nwe,sea,RichPa01,fumbles_lost,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_cmp,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_att,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_yds,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_td,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_int,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_sacked,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_long,0,,,,,
player,201611130nwe,sea,GrahJi00,pass_rating,,,,,,
player,201611130nwe,sea,GrahJi00,rush_att,0,,,,,
player,201611130nwe,sea,GrahJi00,rush_yds,0,,,,,
player,201611130nwe,sea,GrahJi00,rush_td,0,,,,,
player,201611130nwe,sea,GrahJi00,rush_long,0,,,,,
player,201611130nwe,sea,GrahJi00,targets,4,,,,,
player,201611130nwe,sea,GrahJi00,rec,4,,,,,
player,201611130nwe,sea,GrahJi00,rec_yds,48,,,,,
player,201611130nwe,sea,GrahJi00,rec_td,0,,,,,
player,201611130nwe,sea,GrahJi00,rec_long,19,,,,,
player,201611130nwe,sea,GrahJi00,fumbles,0,,,,,
player,201611130nwe,sea,GrahJi00,fumbles_lost,0,,,,,
player,201611130nwe,sea,KearJe01,pass_cmp,0,,,,,
player,201611130nwe,sea,KearJe01,pass_att,0,,,,,
player,201611130nwe,sea,KearJe01,pass_yds,0,,,,,
player,201611130nwe,sea,KearJe01,pass_td,0,,,,,
player,201611130nwe,sea,KearJe01,pass_int,0,,,,,
player,201611130nwe,sea,KearJe01,pass_sacked,0,,,,,
player,201611130nwe,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201611130nwe,sea,KearJe01,pass_long,0,,,,,
player,201611130nwe,sea,KearJe01,pass_rating,,,,,,
player,201611130nwe,sea,KearJe01,rush_att,0,,,,,
player,201611130nwe,sea,KearJe01,rush_yds,0,,,,,
player,201611130nwe,sea,KearJe01,rush_td,0,,,,,
player,201611130nwe,sea,KearJe01,rush_long,0,,,,,
player,201611130nwe,sea,KearJe01,targets,7,,,,,
player,201611130nwe,sea,KearJe01,rec,2,,,,,
player,201611130nwe,sea,KearJe01,rec_yds,26,,,,,
player,201611130nwe,sea,KearJe01,rec_td,0,,,,,
player,201611130nwe,sea,KearJe01,rec_long,20,,,,,
player,201611130nwe,sea,KearJe01,fumbles,0,,,,,
player,201611130nwe,sea,KearJe01,fumbles_lost,0,,,,,
player,201611130nwe,nwe,BradTo00,pass_cmp,23,,,,,
player,201611130nwe,nwe,BradTo00,pass_att,32,,,,,
player,201611130nwe,nwe,BradTo00,pass_yds,316,,,,,
player,201611130nwe,nwe,BradTo00,pass_td,0,,,,,
player,201611130nwe,nwe,BradTo00,pass_int,1,,,,,
player,201611130nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201611130nwe,nwe,BradTo00,pass_sacked_yds,12,,,,,
player,201611130nwe,nwe,BradTo00,pass_long,36,,,,,
player,201611130nwe,nwe,BradTo00,pass_rating,90.1,,,,,
player,201611130nwe,nwe,BradTo00,rush_att,5,,,,,
player,201611130nwe,nwe,BradTo00,rush_yds,7,,,,,
player,201611130nwe,nwe,BradTo00,rush_td,0,,,,,
player,201611130nwe,nwe,BradTo00,rush_long,3,,,,,
player,201611130nwe,nwe,BradTo00,targets,0,,,,,
player,201611130nwe,nwe,BradTo00,rec,0,,,,,
player,201611130nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201611130nwe,nwe,BradTo00,rec_td,0,,,,,
player,201611130nwe,nwe,BradTo00,rec_long,0,,,,,
player,201611130nwe,nwe,BradTo00,fumbles,1,,,,,
player,201611130nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201611130nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201611130nwe,nwe,BlouLe00,rush_att,21,,,,,
player,201611130nwe,nwe,BlouLe00,rush_yds,69,,,,,
player,201611130nwe,nwe,BlouLe00,rush_td,3,,,,,
player,201611130nwe,nwe,BlouLe00,rush_long,13,,,,,
player,201611130nwe,nwe,BlouLe00,targets,0,,,,,
player,201611130nwe,nwe,BlouLe00,rec,0,,,,,
player,201611130nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201611130nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201611130nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201611130nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201611130nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201611130nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201611130nwe,nwe,WhitJa02,rush_att,2,,,,,
player,201611130nwe,nwe,WhitJa02,rush_yds,5,,,,,
player,201611130nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201611130nwe,nwe,WhitJa02,rush_long,3,,,,,
player,201611130nwe,nwe,WhitJa02,targets,4,,,,,
player,201611130nwe,nwe,WhitJa02,rec,4,,,,,
player,201611130nwe,nwe,WhitJa02,rec_yds,32,,,,,
player,201611130nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201611130nwe,nwe,WhitJa02,rec_long,13,,,,,
player,201611130nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201611130nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_cmp,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_att,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_yds,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_td,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_int,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_sacked,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_long,0,,,,,
player,201611130nwe,nwe,BennMa00,pass_rating,,,,,,
player,201611130nwe,nwe,BennMa00,rush_att,0,,,,,
player,201611130nwe,nwe,BennMa00,rush_yds,0,,,,,
player,201611130nwe,nwe,BennMa00,rush_td,0,,,,,
player,201611130nwe,nwe,BennMa00,rush_long,0,,,,,
player,201611130nwe,nwe,BennMa00,targets,7,,,,,
player,201611130nwe,nwe,BennMa00,rec,7,,,,,
player,201611130nwe,nwe,BennMa00,rec_yds,102,,,,,
player,201611130nwe,nwe,BennMa00,rec_td,0,,,,,
player,201611130nwe,nwe,BennMa00,rec_long,36,,,,,
player,201611130nwe,nwe,BennMa00,fumbles,0,,,,,
player,201611130nwe,nwe,BennMa00,fumbles_lost,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201611130nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201611130nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201611130nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201611130nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201611130nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201611130nwe,nwe,EdelJu00,targets,9,,,,,
player,201611130nwe,nwe,EdelJu00,rec,7,,,,,
player,201611130nwe,nwe,EdelJu00,rec_yds,99,,,,,
player,201611130nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201611130nwe,nwe,EdelJu00,rec_long,33,,,,,
player,201611130nwe,nwe,EdelJu00,fumbles,1,,,,,
player,201611130nwe,nwe,EdelJu00,fumbles_lost,1,,,,,
player,201611130nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_att,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_td,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_int,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_long,0,,,,,
player,201611130nwe,nwe,GronRo00,pass_rating,,,,,,
player,201611130nwe,nwe,GronRo00,rush_att,0,,,,,
player,201611130nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201611130nwe,nwe,GronRo00,rush_td,0,,,,,
player,201611130nwe,nwe,GronRo00,rush_long,0,,,,,
player,201611130nwe,nwe,GronRo00,targets,6,,,,,
player,201611130nwe,nwe,GronRo00,rec,3,,,,,
player,201611130nwe,nwe,GronRo00,rec_yds,56,,,,,
player,201611130nwe,nwe,GronRo00,rec_td,0,,,,,
player,201611130nwe,nwe,GronRo00,rec_long,26,,,,,
player,201611130nwe,nwe,GronRo00,fumbles,0,,,,,
player,201611130nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201611130nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201611130nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201611130nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201611130nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201611130nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201611130nwe,nwe,AmenDa00,targets,1,,,,,
player,201611130nwe,nwe,AmenDa00,rec,1,,,,,
player,201611130nwe,nwe,AmenDa00,rec_yds,14,,,,,
player,201611130nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201611130nwe,nwe,AmenDa00,rec_long,14,,,,,
player,201611130nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201611130nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_cmp,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_att,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_yds,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_td,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_int,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_sacked,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_long,0,,,,,
player,201611130nwe,nwe,MitcMa01,pass_rating,,,,,,
player,201611130nwe,nwe,MitcMa01,rush_att,0,,,,,
player,201611130nwe,nwe,MitcMa01,rush_yds,0,,,,,
player,201611130nwe,nwe,MitcMa01,rush_td,0,,,,,
player,201611130nwe,nwe,MitcMa01,rush_long,0,,,,,
player,201611130nwe,nwe,MitcMa01,targets,2,,,,,
player,201611130nwe,nwe,MitcMa01,rec,1,,,,,
player,201611130nwe,nwe,MitcMa01,rec_yds,13,,,,,
player,201611130nwe,nwe,MitcMa01,rec_td,0,,,,,
player,201611130nwe,nwe,MitcMa01,rec_long,13,,,,,
player,201611130nwe,nwe,MitcMa01,fumbles,0,,,,,
player,201611130nwe,nwe,MitcMa01,fumbles_lost,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201611130nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201611130nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201611130nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201611130nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201611130nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201611130nwe,nwe,HogaCh00,targets,3,,,,,
player,201611130nwe,nwe,HogaCh00,rec,0,,,,,
player,201611130nwe,nwe,HogaCh00,rec_yds,0,,,,,
player,201611130nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201611130nwe,nwe,HogaCh00,rec_long,0,,,,,
player,201611130nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201611130nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201611130nwe,sea,SheaDe00,def_int,1,,,,,
player,201611130nwe,sea,SheaDe00,def_int_yds,2,,,,,
player,201611130nwe,sea,SheaDe00,def_int_td,0,,,,,
player,201611130nwe,sea,SheaDe00,def_int_long,2,,,,,
player,201611130nwe,sea,SheaDe00,pass_defended,1,,,,,
player,201611130nwe,sea,SheaDe00,sacks,0.0,,,,,
player,201611130nwe,sea,SheaDe00,tackles_combined,4,,,,,
player,201611130nwe,sea,SheaDe00,tackles_solo,3,,,,,
player,201611130nwe,sea,SheaDe00,tackles_assists,1,,,,,
player,201611130nwe,sea,SheaDe00,tackles_loss,0,,,,,
player,201611130nwe,sea,SheaDe00,qb_hits,0,,,,,
player,201611130nwe,sea,SheaDe00,fumbles_rec,0,,,,,
player,201611130nwe,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201611130nwe,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201611130nwe,sea,SheaDe00,fumbles_forced,0,,,,,
player,201611130nwe,sea,ClarFr01,def_int,0,,,,,
player,201611130nwe,sea,ClarFr01,def_int_yds,0,,,,,
player,201611130nwe,sea,ClarFr01,def_int_td,0,,,,,
player,201611130nwe,sea,ClarFr01,def_int_long,0,,,,,
player,201611130nwe,sea,ClarFr01,pass_defended,0,,,,,
player,201611130nwe,sea,ClarFr01,sacks,1.0,,,,,
player,201611130nwe,sea,ClarFr01,tackles_combined,5,,,,,
player,201611130nwe,sea,ClarFr01,tackles_solo,3,,,,,
player,201611130nwe,sea,ClarFr01,tackles_assists,2,,,,,
player,201611130nwe,sea,ClarFr01,tackles_loss,2,,,,,
player,201611130nwe,sea,ClarFr01,qb_hits,1,,,,,
player,201611130nwe,sea,ClarFr01,fumbles_rec,0,,,,,
player,201611130nwe,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201611130nwe,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201611130nwe,sea,ClarFr01,fumbles_forced,0,,,,,
player,201611130nwe,sea,ReedJa02,def_int,0,,,,,
player,201611130nwe,sea,ReedJa02,def_int_yds,0,,,,,
player,201611130nwe,sea,ReedJa02,def_int_td,0,,,,,
player,201611130nwe,sea,ReedJa02,def_int_long,0,,,,,
player,201611130nwe,sea,ReedJa02,pass_defended,0,,,,,
player,201611130nwe,sea,ReedJa02,sacks,0.5,,,,,
player,201611130nwe,sea,ReedJa02,tackles_combined,5,,,,,
player,201611130nwe,sea,ReedJa02,tackles_solo,1,,,,,
player,201611130nwe,sea,ReedJa02,tackles_assists,4,,,,,
player,201611130nwe,sea,ReedJa02,tackles_loss,0,,,,,
player,201611130nwe,sea,ReedJa02,qb_hits,1,,,,,
player,201611130nwe,sea,ReedJa02,fumbles_rec,0,,,,,
player,201611130nwe,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201611130nwe,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201611130nwe,sea,ReedJa02,fumbles_forced,0,,,,,
player,201611130nwe,sea,MoorDa01,def_int,0,,,,,
player,201611130nwe,sea,MoorDa01,def_int_yds,0,,,,,
player,201611130nwe,sea,MoorDa01,def_int_td,0,,,,,
player,201611130nwe,sea,MoorDa01,def_int_long,0,,,,,
player,201611130nwe,sea,MoorDa01,pass_defended,0,,,,,
player,201611130nwe,sea,MoorDa01,sacks,0.5,,,,,
player,201611130nwe,sea,MoorDa01,tackles_combined,1,,,,,
player,201611130nwe,sea,MoorDa01,tackles_solo,0,,,,,
player,201611130nwe,sea,MoorDa01,tackles_assists,1,,,,,
