game,2016,14,20161211,201612110car,sdg,"San Diego Chargers",16,car,"Carolina Panthers",28
player,201612110car,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201612110car,sdg,WillTy00,pass_cmp,0,,,,,
player,201612110car,sdg,WillTy00,pass_att,0,,,,,
player,201612110car,sdg,WillTy00,pass_yds,0,,,,,
player,201612110car,sdg,WillTy00,pass_td,0,,,,,
player,201612110car,sdg,WillTy00,pass_int,0,,,,,
player,201612110car,sdg,WillTy00,pass_sacked,0,,,,,
player,201612110car,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201612110car,sdg,WillTy00,pass_long,0,,,,,
player,201612110car,sdg,WillTy00,pass_rating,,,,,,
player,201612110car,sdg,WillTy00,rush_att,0,,,,,
player,201612110car,sdg,WillTy00,rush_yds,0,,,,,
player,201612110car,sdg,WillTy00,rush_td,0,,,,,
player,201612110car,sdg,WillTy00,rush_long,0,,,,,
player,201612110car,sdg,WillTy00,targets,5,,,,,
player,201612110car,sdg,WillTy00,rec,2,,,,,
player,201612110car,sdg,WillTy00,rec_yds,68,,,,,
player,201612110car,sdg,WillTy00,rec_td,0,,,,,
player,201612110car,sdg,WillTy00,rec_long,46,,,,,
player,201612110car,sdg,WillTy00,fumbles,0,,,,,
player,201612110car,sdg,WillTy00,fumbles_lost,0,,,,,
player,201612110car,sdg,GateAn00,pass_cmp,0,,,,,
player,201612110car,sdg,GateAn00,pass_att,0,,,,,
player,201612110car,sdg,GateAn00,pass_yds,0,,,,,
player,201612110car,sdg,GateAn00,pass_td,0,,,,,
player,201612110car,sdg,GateAn00,pass_int,0,,,,,
player,201612110car,sdg,GateAn00,pass_sacked,0,,,,,
player,201612110car,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201612110car,sdg,GateAn00,pass_long,0,,,,,
player,201612110car,sdg,GateAn00,pass_rating,,,,,,
player,201612110car,sdg,GateAn00,rush_att,0,,,,,
player,201612110car,sdg,GateAn00,rush_yds,0,,,,,
player,201612110car,sdg,GateAn00,rush_td,0,,,,,
player,201612110car,sdg,GateAn00,rush_long,0,,,,,
player,201612110car,sdg,GateAn00,targets,9,,,,,
player,201612110car,sdg,GateAn00,rec,5,,,,,
player,201612110car,sdg,GateAn00,rec_yds,61,,,,,
player,201612110car,sdg,GateAn00,rec_td,0,,,,,
player,201612110car,sdg,GateAn00,rec_long,27,,,,,
player,201612110car,sdg,GateAn00,fumbles,0,,,,,
player,201612110car,sdg,GateAn00,fumbles_lost,0,,,,,
player,201612110car,sdg,HenrHu00,pass_cmp,0,,,,,
player,201612110car,sdg,HenrHu00,pass_att,0,,,,,
player,201612110car,sdg,HenrHu00,pass_yds,0,,,,,
player,201612110car,sdg,HenrHu00,pass_td,0,,,,,
player,201612110car,sdg,HenrHu00,pass_int,0,,,,,
player,201612110car,sdg,HenrHu00,pass_sacked,0,,,,,
player,201612110car,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201612110car,sdg,HenrHu00,pass_long,0,,,,,
player,201612110car,sdg,HenrHu00,pass_rating,,,,,,
player,201612110car,sdg,HenrHu00,rush_att,0,,,,,
player,201612110car,sdg,HenrHu00,rush_yds,0,,,,,
player,201612110car,sdg,HenrHu00,rush_td,0,,,,,
player,201612110car,sdg,HenrHu00,rush_long,0,,,,,
player,201612110car,sdg,HenrHu00,targets,5,,,,,
player,201612110car,sdg,HenrHu00,rec,2,,,,,
player,201612110car,sdg,HenrHu00,rec_yds,13,,,,,
player,201612110car,sdg,HenrHu00,rec_td,1,,,,,
player,201612110car,sdg,HenrHu00,rec_long,9,,,,,
player,201612110car,sdg,HenrHu00,fumbles,0,,,,,
player,201612110car,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201612110car,sdg,BenjTr00,pass_cmp,0,,,,,
player,201612110car,sdg,BenjTr00,pass_att,0,,,,,
player,201612110car,sdg,BenjTr00,pass_yds,0,,,,,
player,201612110car,sdg,BenjTr00,pass_td,0,,,,,
player,201612110car,sdg,BenjTr00,pass_int,0,,,,,
player,201612110car,sdg,BenjTr00,pass_sacked,0,,,,,
player,201612110car,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201612110car,sdg,BenjTr00,pass_long,0,,,,,
player,201612110car,sdg,BenjTr00,pass_rating,,,,,,
player,201612110car,sdg,BenjTr00,rush_att,1,,,,,
player,201612110car,sdg,BenjTr00,rush_yds,-2,,,,,
player,201612110car,sdg,BenjTr00,rush_td,0,,,,,
player,201612110car,sdg,BenjTr00,rush_long,-2,,,,,
player,201612110car,sdg,BenjTr00,targets,3,,,,,
player,201612110car,sdg,BenjTr00,rec,0,,,,,
player,201612110car,sdg,BenjTr00,rec_yds,0,,,,,
player,201612110car,sdg,BenjTr00,rec_td,0,,,,,
player,201612110car,sdg,BenjTr00,rec_long,0,,,,,
player,201612110car,sdg,BenjTr00,fumbles,0,,,,,
player,201612110car,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201612110car,car,NewtCa00,pass_cmp,10,,,,,
player,201612110car,car,NewtCa00,pass_att,27,,,,,
player,201612110car,car,NewtCa00,pass_yds,160,,,,,
player,201612110car,car,NewtCa00,pass_td,1,,,,,
player,201612110car,car,NewtCa00,pass_int,1,,,,,
player,201612110car,car,NewtCa00,pass_sacked,2,,,,,
player,201612110car,car,NewtCa00,pass_sacked_yds,14,,,,,
player,201612110car,car,NewtCa00,pass_long,36,,,,,
player,201612110car,car,NewtCa00,pass_rating,54.6,,,,,
player,201612110car,car,NewtCa00,rush_att,8,,,,,
player,201612110car,car,NewtCa00,rush_yds,31,,,,,
player,201612110car,car,NewtCa00,rush_td,0,,,,,
player,201612110car,car,NewtCa00,rush_long,8,,,,,
player,201612110car,car,NewtCa00,targets,0,,,,,
player,201612110car,car,NewtCa00,rec,0,,,,,
player,201612110car,car,NewtCa00,rec_yds,0,,,,,
player,201612110car,car,NewtCa00,rec_td,0,,,,,
player,201612110car,car,NewtCa00,rec_long,0,,,,,
player,201612110car,car,NewtCa00,fumbles,0,,,,,
player,201612110car,car,NewtCa00,fumbles_lost,0,,,,,
player,201612110car,car,StewJo00,pass_cmp,0,,,,,
player,201612110car,car,StewJo00,pass_att,0,,,,,
player,201612110car,car,StewJo00,pass_yds,0,,,,,
player,201612110car,car,StewJo00,pass_td,0,,,,,
player,201612110car,car,StewJo00,pass_int,0,,,,,
player,201612110car,car,StewJo00,pass_sacked,0,,,,,
player,201612110car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201612110car,car,StewJo00,pass_long,0,,,,,
player,201612110car,car,StewJo00,pass_rating,,,,,,
player,201612110car,car,StewJo00,rush_att,24,,,,,
player,201612110car,car,StewJo00,rush_yds,66,,,,,
player,201612110car,car,StewJo00,rush_td,1,,,,,
player,201612110car,car,StewJo00,rush_long,20,,,,,
player,201612110car,car,StewJo00,targets,2,,,,,
player,201612110car,car,StewJo00,rec,0,,,,,
player,201612110car,car,StewJo00,rec_yds,0,,,,,
player,201612110car,car,StewJo00,rec_td,0,,,,,
player,201612110car,car,StewJo00,rec_long,0,,,,,
player,201612110car,car,StewJo00,fumbles,0,,,,,
player,201612110car,car,StewJo00,fumbles_lost,0,,,,,
player,201612110car,car,WhitFo00,pass_cmp,0,,,,,
player,201612110car,car,WhitFo00,pass_att,0,,,,,
player,201612110car,car,WhitFo00,pass_yds,0,,,,,
player,201612110car,car,WhitFo00,pass_td,0,,,,,
player,201612110car,car,WhitFo00,pass_int,0,,,,,
player,201612110car,car,WhitFo00,pass_sacked,0,,,,,
player,201612110car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201612110car,car,WhitFo00,pass_long,0,,,,,
player,201612110car,car,WhitFo00,pass_rating,,,,,,
player,201612110car,car,WhitFo00,rush_att,3,,,,,
player,201612110car,car,WhitFo00,rush_yds,15,,,,,
player,201612110car,car,WhitFo00,rush_td,0,,,,,
player,201612110car,car,WhitFo00,rush_long,10,,,,,
player,201612110car,car,WhitFo00,targets,1,,,,,
player,201612110car,car,WhitFo00,rec,0,,,,,
player,201612110car,car,WhitFo00,rec_yds,0,,,,,
player,201612110car,car,WhitFo00,rec_td,0,,,,,
player,201612110car,car,WhitFo00,rec_long,0,,,,,
player,201612110car,car,WhitFo00,fumbles,0,,,,,
player,201612110car,car,WhitFo00,fumbles_lost,0,,,,,
player,201612110car,car,BrowPh00,pass_cmp,0,,,,,
player,201612110car,car,BrowPh00,pass_att,0,,,,,
player,201612110car,car,BrowPh00,pass_yds,0,,,,,
player,201612110car,car,BrowPh00,pass_td,0,,,,,
player,201612110car,car,BrowPh00,pass_int,0,,,,,
player,201612110car,car,BrowPh00,pass_sacked,0,,,,,
player,201612110car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201612110car,car,BrowPh00,pass_long,0,,,,,
player,201612110car,car,BrowPh00,pass_rating,,,,,,
player,201612110car,car,BrowPh00,rush_att,1,,,,,
player,201612110car,car,BrowPh00,rush_yds,9,,,,,
player,201612110car,car,BrowPh00,rush_td,0,,,,,
player,201612110car,car,BrowPh00,rush_long,9,,,,,
player,201612110car,car,BrowPh00,targets,3,,,,,
player,201612110car,car,BrowPh00,rec,1,,,,,
player,201612110car,car,BrowPh00,rec_yds,8,,,,,
player,201612110car,car,BrowPh00,rec_td,0,,,,,
player,201612110car,car,BrowPh00,rec_long,8,,,,,
player,201612110car,car,BrowPh00,fumbles,0,,,,,
player,201612110car,car,BrowPh00,fumbles_lost,0,,,,,
player,201612110car,car,GinnTe00,pass_cmp,0,,,,,
player,201612110car,car,GinnTe00,pass_att,0,,,,,
player,201612110car,car,GinnTe00,pass_yds,0,,,,,
player,201612110car,car,GinnTe00,pass_td,0,,,,,
player,201612110car,car,GinnTe00,pass_int,0,,,,,
player,201612110car,car,GinnTe00,pass_sacked,0,,,,,
player,201612110car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201612110car,car,GinnTe00,pass_long,0,,,,,
player,201612110car,car,GinnTe00,pass_rating,,,,,,
player,201612110car,car,GinnTe00,rush_att,2,,,,,
player,201612110car,car,GinnTe00,rush_yds,5,,,,,
player,201612110car,car,GinnTe00,rush_td,0,,,,,
player,201612110car,car,GinnTe00,rush_long,8,,,,,
player,201612110car,car,GinnTe00,targets,4,,,,,
player,201612110car,car,GinnTe00,rec,2,,,,,
player,201612110car,car,GinnTe00,rec_yds,21,,,,,
player,201612110car,car,GinnTe00,rec_td,0,,,,,
player,201612110car,car,GinnTe00,rec_long,11,,,,,
player,201612110car,car,GinnTe00,fumbles,0,,,,,
player,201612110car,car,GinnTe00,fumbles_lost,0,,,,,
player,201612110car,car,OlseGr00,pass_cmp,0,,,,,
player,201612110car,car,OlseGr00,pass_att,0,,,,,
player,201612110car,car,OlseGr00,pass_yds,0,,,,,
player,201612110car,car,OlseGr00,pass_td,0,,,,,
player,201612110car,car,OlseGr00,pass_int,0,,,,,
player,201612110car,car,OlseGr00,pass_sacked,0,,,,,
player,201612110car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201612110car,car,OlseGr00,pass_long,0,,,,,
player,201612110car,car,OlseGr00,pass_rating,,,,,,
player,201612110car,car,OlseGr00,rush_att,0,,,,,
player,201612110car,car,OlseGr00,rush_yds,0,,,,,
player,201612110car,car,OlseGr00,rush_td,0,,,,,
player,201612110car,car,OlseGr00,rush_long,0,,,,,
player,201612110car,car,OlseGr00,targets,7,,,,,
player,201612110car,car,OlseGr00,rec,4,,,,,
player,201612110car,car,OlseGr00,rec_yds,87,,,,,
player,201612110car,car,OlseGr00,rec_td,0,,,,,
player,201612110car,car,OlseGr00,rec_long,36,,,,,
player,201612110car,car,OlseGr00,fumbles,0,,,,,
player,201612110car,car,OlseGr00,fumbles_lost,0,,,,,
player,201612110car,car,FuncDe00,pass_cmp,0,,,,,
player,201612110car,car,FuncDe00,pass_att,0,,,,,
player,201612110car,car,FuncDe00,pass_yds,0,,,,,
player,201612110car,car,FuncDe00,pass_td,0,,,,,
player,201612110car,car,FuncDe00,pass_int,0,,,,,
player,201612110car,car,FuncDe00,pass_sacked,0,,,,,
player,201612110car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201612110car,car,FuncDe00,pass_long,0,,,,,
player,201612110car,car,FuncDe00,pass_rating,,,,,,
player,201612110car,car,FuncDe00,rush_att,0,,,,,
player,201612110car,car,FuncDe00,rush_yds,0,,,,,
player,201612110car,car,FuncDe00,rush_td,0,,,,,
player,201612110car,car,FuncDe00,rush_long,0,,,,,
player,201612110car,car,FuncDe00,targets,5,,,,,
player,201612110car,car,FuncDe00,rec,2,,,,,
player,201612110car,car,FuncDe00,rec_yds,33,,,,,
player,201612110car,car,FuncDe00,rec_td,1,,,,,
player,201612110car,car,FuncDe00,rec_long,27,,,,,
player,201612110car,car,FuncDe00,fumbles,0,,,,,
player,201612110car,car,FuncDe00,fumbles_lost,0,,,,,
player,201612110car,car,BenjKe00,pass_cmp,0,,,,,
player,201612110car,car,BenjKe00,pass_att,0,,,,,
player,201612110car,car,BenjKe00,pass_yds,0,,,,,
player,201612110car,car,BenjKe00,pass_td,0,,,,,
player,201612110car,car,BenjKe00,pass_int,0,,,,,
player,201612110car,car,BenjKe00,pass_sacked,0,,,,,
player,201612110car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201612110car,car,BenjKe00,pass_long,0,,,,,
player,201612110car,car,BenjKe00,pass_rating,,,,,,
player,201612110car,car,BenjKe00,rush_att,0,,,,,
player,201612110car,car,BenjKe00,rush_yds,0,,,,,
player,201612110car,car,BenjKe00,rush_td,0,,,,,
player,201612110car,car,BenjKe00,rush_long,0,,,,,
player,201612110car,car,BenjKe00,targets,4,,,,,
player,201612110car,car,BenjKe00,rec,1,,,,,
player,201612110car,car,BenjKe00,rec_yds,11,,,,,
player,201612110car,car,BenjKe00,rec_td,0,,,,,
player,201612110car,car,BenjKe00,rec_long,11,,,,,
player,201612110car,car,BenjKe00,fumbles,0,,,,,
player,201612110car,car,BenjKe00,fumbles_lost,0,,,,,
player,201612110car,car,DickEd00,pass_cmp,0,,,,,
player,201612110car,car,DickEd00,pass_att,0,,,,,
player,201612110car,car,DickEd00,pass_yds,0,,,,,
player,201612110car,car,DickEd00,pass_td,0,,,,,
player,201612110car,car,DickEd00,pass_int,0,,,,,
player,201612110car,car,DickEd00,pass_sacked,0,,,,,
player,201612110car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201612110car,car,DickEd00,pass_long,0,,,,,
player,201612110car,car,DickEd00,pass_rating,,,,,,
player,201612110car,car,DickEd00,rush_att,0,,,,,
player,201612110car,car,DickEd00,rush_yds,0,,,,,
player,201612110car,car,DickEd00,rush_td,0,,,,,
player,201612110car,car,DickEd00,rush_long,0,,,,,
player,201612110car,car,DickEd00,targets,1,,,,,
player,201612110car,car,DickEd00,rec,0,,,,,
player,201612110car,car,DickEd00,rec_yds,0,,,,,
player,201612110car,car,DickEd00,rec_td,0,,,,,
player,201612110car,car,DickEd00,rec_long,0,,,,,
player,201612110car,car,DickEd00,fumbles,0,,,,,
player,201612110car,car,DickEd00,fumbles_lost,0,,,,,
player,201612110car,sdg,ReedTr00,def_int,1,,,,,
player,201612110car,sdg,ReedTr00,def_int_yds,3,,,,,
player,201612110car,sdg,ReedTr00,def_int_td,0,,,,,
player,201612110car,sdg,ReedTr00,def_int_long,3,,,,,
player,201612110car,sdg,ReedTr00,pass_defended,1,,,,,
player,201612110car,sdg,ReedTr00,sacks,0.0,,,,,
player,201612110car,sdg,ReedTr00,tackles_combined,2,,,,,
player,201612110car,sdg,ReedTr00,tackles_solo,2,,,,,
player,201612110car,sdg,ReedTr00,tackles_assists,0,,,,,
player,201612110car,sdg,ReedTr00,tackles_loss,0,,,,,
player,201612110car,sdg,ReedTr00,qb_hits,0,,,,,
player,201612110car,sdg,ReedTr00,fumbles_rec,0,,,,,
player,201612110car,sdg,ReedTr00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,ReedTr00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,ReedTr00,fumbles_forced,0,,,,,
player,201612110car,sdg,BosaJo00,def_int,0,,,,,
player,201612110car,sdg,BosaJo00,def_int_yds,0,,,,,
player,201612110car,sdg,BosaJo00,def_int_td,0,,,,,
player,201612110car,sdg,BosaJo00,def_int_long,0,,,,,
player,201612110car,sdg,BosaJo00,pass_defended,0,,,,,
player,201612110car,sdg,BosaJo00,sacks,1.0,,,,,
player,201612110car,sdg,BosaJo00,tackles_combined,3,,,,,
player,201612110car,sdg,BosaJo00,tackles_solo,1,,,,,
player,201612110car,sdg,BosaJo00,tackles_assists,2,,,,,
player,201612110car,sdg,BosaJo00,tackles_loss,1,,,,,
player,201612110car,sdg,BosaJo00,qb_hits,1,,,,,
player,201612110car,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201612110car,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201612110car,sdg,LandCh00,def_int,0,,,,,
player,201612110car,sdg,LandCh00,def_int_yds,0,,,,,
player,201612110car,sdg,LandCh00,def_int_td,0,,,,,
player,201612110car,sdg,LandCh00,def_int_long,0,,,,,
player,201612110car,sdg,LandCh00,pass_defended,0,,,,,
player,201612110car,sdg,LandCh00,sacks,1.0,,,,,
player,201612110car,sdg,LandCh00,tackles_combined,2,,,,,
player,201612110car,sdg,LandCh00,tackles_solo,1,,,,,
player,201612110car,sdg,LandCh00,tackles_assists,1,,,,,
player,201612110car,sdg,LandCh00,tackles_loss,1,,,,,
player,201612110car,sdg,LandCh00,qb_hits,2,,,,,
player,201612110car,sdg,LandCh00,fumbles_rec,0,,,,,
player,201612110car,sdg,LandCh00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,LandCh00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,LandCh00,fumbles_forced,0,,,,,
player,201612110car,sdg,PerrDe00,def_int,0,,,,,
player,201612110car,sdg,PerrDe00,def_int_yds,0,,,,,
player,201612110car,sdg,PerrDe00,def_int_td,0,,,,,
player,201612110car,sdg,PerrDe00,def_int_long,0,,,,,
player,201612110car,sdg,PerrDe00,pass_defended,0,,,,,
player,201612110car,sdg,PerrDe00,sacks,0.0,,,,,
player,201612110car,sdg,PerrDe00,tackles_combined,9,,,,,
player,201612110car,sdg,PerrDe00,tackles_solo,7,,,,,
player,201612110car,sdg,PerrDe00,tackles_assists,2,,,,,
player,201612110car,sdg,PerrDe00,tackles_loss,2,,,,,
player,201612110car,sdg,PerrDe00,qb_hits,0,,,,,
player,201612110car,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201612110car,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201612110car,sdg,AddaJa00,def_int,0,,,,,
player,201612110car,sdg,AddaJa00,def_int_yds,0,,,,,
player,201612110car,sdg,AddaJa00,def_int_td,0,,,,,
player,201612110car,sdg,AddaJa00,def_int_long,0,,,,,
player,201612110car,sdg,AddaJa00,pass_defended,2,,,,,
player,201612110car,sdg,AddaJa00,sacks,0.0,,,,,
player,201612110car,sdg,AddaJa00,tackles_combined,6,,,,,
player,201612110car,sdg,AddaJa00,tackles_solo,4,,,,,
player,201612110car,sdg,AddaJa00,tackles_assists,2,,,,,
player,201612110car,sdg,AddaJa00,tackles_loss,0,,,,,
player,201612110car,sdg,AddaJa00,qb_hits,0,,,,,
player,201612110car,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201612110car,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201612110car,sdg,EmanKy00,def_int,0,,,,,
player,201612110car,sdg,EmanKy00,def_int_yds,0,,,,,
player,201612110car,sdg,EmanKy00,def_int_td,0,,,,,
player,201612110car,sdg,EmanKy00,def_int_long,0,,,,,
player,201612110car,sdg,EmanKy00,pass_defended,0,,,,,
player,201612110car,sdg,EmanKy00,sacks,0.0,,,,,
player,201612110car,sdg,EmanKy00,tackles_combined,6,,,,,
player,201612110car,sdg,EmanKy00,tackles_solo,1,,,,,
player,201612110car,sdg,EmanKy00,tackles_assists,5,,,,,
player,201612110car,sdg,EmanKy00,tackles_loss,0,,,,,
player,201612110car,sdg,EmanKy00,qb_hits,0,,,,,
player,201612110car,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201612110car,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201612110car,sdg,ToomKo00,def_int,0,,,,,
player,201612110car,sdg,ToomKo00,def_int_yds,0,,,,,
player,201612110car,sdg,ToomKo00,def_int_td,0,,,,,
player,201612110car,sdg,ToomKo00,def_int_long,0,,,,,
player,201612110car,sdg,ToomKo00,pass_defended,0,,,,,
player,201612110car,sdg,ToomKo00,sacks,0.0,,,,,
player,201612110car,sdg,ToomKo00,tackles_combined,6,,,,,
player,201612110car,sdg,ToomKo00,tackles_solo,1,,,,,
player,201612110car,sdg,ToomKo00,tackles_assists,5,,,,,
player,201612110car,sdg,ToomKo00,tackles_loss,0,,,,,
player,201612110car,sdg,ToomKo00,qb_hits,0,,,,,
player,201612110car,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201612110car,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
