game,2016,12,20161127,201611270rai,car,"Carolina Panthers",32,rai,"Oakland Raiders",35
player,201611270rai,rai,FeliJo00,pos,G,,,,,
player,201611270rai,rai,FeliJo00,offense,0,,,,,
player,201611270rai,rai,FeliJo00,off_pct,0%,,,,,
player,201611270rai,rai,FeliJo00,defense,0,,,,,
player,201611270rai,rai,FeliJo00,def_pct,0%,,,,,
player,201611270rai,rai,FeliJo00,special_teams,11,,,,,
player,201611270rai,rai,FeliJo00,st_pct,34%,,,,,
player,201611270rai,rai,CondJo20,pos,LS,,,,,
player,201611270rai,rai,CondJo20,offense,0,,,,,
player,201611270rai,rai,CondJo20,off_pct,0%,,,,,
player,201611270rai,rai,CondJo20,defense,0,,,,,
player,201611270rai,rai,CondJo20,def_pct,0%,,,,,
player,201611270rai,rai,CondJo20,special_teams,10,,,,,
player,201611270rai,rai,CondJo20,st_pct,31%,,,,,
player,201611270rai,rai,KingMa00,pos,P,,,,,
player,201611270rai,rai,KingMa00,offense,0,,,,,
player,201611270rai,rai,KingMa00,off_pct,0%,,,,,
player,201611270rai,rai,KingMa00,defense,0,,,,,
player,201611270rai,rai,KingMa00,def_pct,0%,,,,,
player,201611270rai,rai,KingMa00,special_teams,10,,,,,
player,201611270rai,rai,KingMa00,st_pct,31%,,,,,
player,201611270rai,car,TurnTr01,pos,G,,,,,
player,201611270rai,car,TurnTr01,offense,65,,,,,
player,201611270rai,car,TurnTr01,off_pct,100%,,,,,
player,201611270rai,car,TurnTr01,defense,0,,,,,
player,201611270rai,car,TurnTr01,def_pct,0%,,,,,
player,201611270rai,car,TurnTr01,special_teams,3,,,,,
player,201611270rai,car,TurnTr01,st_pct,9%,,,,,
player,201611270rai,car,NorwAn01,pos,G,,,,,
player,201611270rai,car,NorwAn01,offense,65,,,,,
player,201611270rai,car,NorwAn01,off_pct,100%,,,,,
player,201611270rai,car,NorwAn01,defense,0,,,,,
player,201611270rai,car,NorwAn01,def_pct,0%,,,,,
player,201611270rai,car,NorwAn01,special_teams,3,,,,,
player,201611270rai,car,NorwAn01,st_pct,9%,,,,,
player,201611270rai,car,RemmMi00,pos,T,,,,,
player,201611270rai,car,RemmMi00,offense,65,,,,,
player,201611270rai,car,RemmMi00,off_pct,100%,,,,,
player,201611270rai,car,RemmMi00,defense,0,,,,,
player,201611270rai,car,RemmMi00,def_pct,0%,,,,,
player,201611270rai,car,RemmMi00,special_teams,3,,,,,
player,201611270rai,car,RemmMi00,st_pct,9%,,,,,
player,201611270rai,car,NewtCa00,pos,QB,,,,,
player,201611270rai,car,NewtCa00,offense,65,,,,,
player,201611270rai,car,NewtCa00,off_pct,100%,,,,,
player,201611270rai,car,NewtCa00,defense,0,,,,,
player,201611270rai,car,NewtCa00,def_pct,0%,,,,,
player,201611270rai,car,NewtCa00,special_teams,0,,,,,
player,201611270rai,car,NewtCa00,st_pct,0%,,,,,
player,201611270rai,car,OlseGr00,pos,TE,,,,,
player,201611270rai,car,OlseGr00,offense,65,,,,,
player,201611270rai,car,OlseGr00,off_pct,100%,,,,,
player,201611270rai,car,OlseGr00,defense,0,,,,,
player,201611270rai,car,OlseGr00,def_pct,0%,,,,,
player,201611270rai,car,OlseGr00,special_teams,0,,,,,
player,201611270rai,car,OlseGr00,st_pct,0%,,,,,
player,201611270rai,car,GradGi00,pos,C,,,,,
player,201611270rai,car,GradGi00,offense,50,,,,,
player,201611270rai,car,GradGi00,off_pct,77%,,,,,
player,201611270rai,car,GradGi00,defense,0,,,,,
player,201611270rai,car,GradGi00,def_pct,0%,,,,,
player,201611270rai,car,GradGi00,special_teams,0,,,,,
player,201611270rai,car,GradGi00,st_pct,0%,,,,,
player,201611270rai,car,ScotCh23,pos,G,,,,,
player,201611270rai,car,ScotCh23,offense,43,,,,,
player,201611270rai,car,ScotCh23,off_pct,66%,,,,,
player,201611270rai,car,ScotCh23,defense,0,,,,,
player,201611270rai,car,ScotCh23,def_pct,0%,,,,,
player,201611270rai,car,ScotCh23,special_teams,7,,,,,
player,201611270rai,car,ScotCh23,st_pct,22%,,,,,
player,201611270rai,car,BenjKe00,pos,WR,,,,,
player,201611270rai,car,BenjKe00,offense,43,,,,,
player,201611270rai,car,BenjKe00,off_pct,66%,,,,,
player,201611270rai,car,BenjKe00,defense,0,,,,,
player,201611270rai,car,BenjKe00,def_pct,0%,,,,,
player,201611270rai,car,BenjKe00,special_teams,0,,,,,
player,201611270rai,car,BenjKe00,st_pct,0%,,,,,
player,201611270rai,car,GinnTe00,pos,WR,,,,,
player,201611270rai,car,GinnTe00,offense,41,,,,,
player,201611270rai,car,GinnTe00,off_pct,63%,,,,,
player,201611270rai,car,GinnTe00,defense,0,,,,,
player,201611270rai,car,GinnTe00,def_pct,0%,,,,,
player,201611270rai,car,GinnTe00,special_teams,5,,,,,
player,201611270rai,car,GinnTe00,st_pct,16%,,,,,
player,201611270rai,car,StewJo00,pos,RB,,,,,
player,201611270rai,car,StewJo00,offense,38,,,,,
player,201611270rai,car,StewJo00,off_pct,58%,,,,,
player,201611270rai,car,StewJo00,defense,0,,,,,
player,201611270rai,car,StewJo00,def_pct,0%,,,,,
player,201611270rai,car,StewJo00,special_teams,0,,,,,
player,201611270rai,car,StewJo00,st_pct,0%,,,,,
player,201611270rai,car,FuncDe00,pos,WR,,,,,
player,201611270rai,car,FuncDe00,offense,32,,,,,
player,201611270rai,car,FuncDe00,off_pct,49%,,,,,
player,201611270rai,car,FuncDe00,defense,0,,,,,
player,201611270rai,car,FuncDe00,def_pct,0%,,,,,
player,201611270rai,car,FuncDe00,special_teams,0,,,,,
player,201611270rai,car,FuncDe00,st_pct,0%,,,,,
player,201611270rai,car,DickEd00,pos,TE,,,,,
player,201611270rai,car,DickEd00,offense,31,,,,,
player,201611270rai,car,DickEd00,off_pct,48%,,,,,
player,201611270rai,car,DickEd00,defense,0,,,,,
player,201611270rai,car,DickEd00,def_pct,0%,,,,,
player,201611270rai,car,DickEd00,special_teams,10,,,,,
player,201611270rai,car,DickEd00,st_pct,31%,,,,,
player,201611270rai,car,BrowPh00,pos,WR,,,,,
player,201611270rai,car,BrowPh00,offense,30,,,,,
player,201611270rai,car,BrowPh00,off_pct,46%,,,,,
player,201611270rai,car,BrowPh00,defense,0,,,,,
player,201611270rai,car,BrowPh00,def_pct,0%,,,,,
player,201611270rai,car,BrowPh00,special_teams,10,,,,,
player,201611270rai,car,BrowPh00,st_pct,31%,,,,,
player,201611270rai,car,TolbMi00,pos,FB,,,,,
player,201611270rai,car,TolbMi00,offense,24,,,,,
player,201611270rai,car,TolbMi00,off_pct,37%,,,,,
player,201611270rai,car,TolbMi00,defense,0,,,,,
player,201611270rai,car,TolbMi00,def_pct,0%,,,,,
player,201611270rai,car,TolbMi00,special_teams,12,,,,,
player,201611270rai,car,TolbMi00,st_pct,38%,,,,,
player,201611270rai,car,WillDa06,pos,T,,,,,
player,201611270rai,car,WillDa06,offense,23,,,,,
player,201611270rai,car,WillDa06,off_pct,35%,,,,,
player,201611270rai,car,WillDa06,defense,0,,,,,
player,201611270rai,car,WillDa06,def_pct,0%,,,,,
player,201611270rai,car,WillDa06,special_teams,1,,,,,
player,201611270rai,car,WillDa06,st_pct,3%,,,,,
player,201611270rai,car,LarsTy00,pos,G,,,,,
player,201611270rai,car,LarsTy00,offense,18,,,,,
player,201611270rai,car,LarsTy00,off_pct,28%,,,,,
player,201611270rai,car,LarsTy00,defense,0,,,,,
player,201611270rai,car,LarsTy00,def_pct,0%,,,,,
player,201611270rai,car,LarsTy00,special_teams,4,,,,,
player,201611270rai,car,LarsTy00,st_pct,12%,,,,,
player,201611270rai,car,WhitFo00,pos,RB,,,,,
player,201611270rai,car,WhitFo00,offense,15,,,,,
player,201611270rai,car,WhitFo00,off_pct,23%,,,,,
player,201611270rai,car,WhitFo00,defense,0,,,,,
player,201611270rai,car,WhitFo00,def_pct,0%,,,,,
player,201611270rai,car,WhitFo00,special_teams,22,,,,,
player,201611270rai,car,WhitFo00,st_pct,69%,,,,,
player,201611270rai,car,WebbJo00,pos,QB,,,,,
player,201611270rai,car,WebbJo00,offense,1,,,,,
player,201611270rai,car,WebbJo00,off_pct,2%,,,,,
player,201611270rai,car,WebbJo00,defense,0,,,,,
player,201611270rai,car,WebbJo00,def_pct,0%,,,,,
player,201611270rai,car,WebbJo00,special_teams,22,,,,,
player,201611270rai,car,WebbJo00,st_pct,69%,,,,,
player,201611270rai,car,YankDa00,pos,G,,,,,
player,201611270rai,car,YankDa00,offense,1,,,,,
player,201611270rai,car,YankDa00,off_pct,2%,,,,,
player,201611270rai,car,YankDa00,defense,0,,,,,
player,201611270rai,car,YankDa00,def_pct,0%,,,,,
player,201611270rai,car,YankDa00,special_teams,4,,,,,
player,201611270rai,car,YankDa00,st_pct,12%,,,,,
player,201611270rai,car,ColeKu99,pos,SS,,,,,
player,201611270rai,car,ColeKu99,offense,0,,,,,
player,201611270rai,car,ColeKu99,off_pct,0%,,,,,
player,201611270rai,car,ColeKu99,defense,74,,,,,
player,201611270rai,car,ColeKu99,def_pct,100%,,,,,
player,201611270rai,car,ColeKu99,special_teams,13,,,,,
player,201611270rai,car,ColeKu99,st_pct,41%,,,,,
player,201611270rai,car,BradJa00,pos,CB,,,,,
player,201611270rai,car,BradJa00,offense,0,,,,,
player,201611270rai,car,BradJa00,off_pct,0%,,,,,
player,201611270rai,car,BradJa00,defense,74,,,,,
player,201611270rai,car,BradJa00,def_pct,100%,,,,,
player,201611270rai,car,BradJa00,special_teams,10,,,,,
player,201611270rai,car,BradJa00,st_pct,31%,,,,,
player,201611270rai,car,WorlDa00,pos,CB,,,,,
player,201611270rai,car,WorlDa00,offense,0,,,,,
player,201611270rai,car,WorlDa00,off_pct,0%,,,,,
player,201611270rai,car,WorlDa00,defense,74,,,,,
player,201611270rai,car,WorlDa00,def_pct,100%,,,,,
player,201611270rai,car,WorlDa00,special_teams,9,,,,,
player,201611270rai,car,WorlDa00,st_pct,28%,,,,,
player,201611270rai,car,KleiAJ00,pos,LB,,,,,
player,201611270rai,car,KleiAJ00,offense,0,,,,,
player,201611270rai,car,KleiAJ00,off_pct,0%,,,,,
player,201611270rai,car,KleiAJ00,defense,74,,,,,
player,201611270rai,car,KleiAJ00,def_pct,100%,,,,,
player,201611270rai,car,KleiAJ00,special_teams,7,,,,,
player,201611270rai,car,KleiAJ00,st_pct,22%,,,,,
player,201611270rai,car,DaviTh20,pos,LB,,,,,
player,201611270rai,car,DaviTh20,offense,0,,,,,
player,201611270rai,car,DaviTh20,off_pct,0%,,,,,
player,201611270rai,car,DaviTh20,defense,74,,,,,
player,201611270rai,car,DaviTh20,def_pct,100%,,,,,
player,201611270rai,car,DaviTh20,special_teams,5,,,,,
player,201611270rai,car,DaviTh20,st_pct,16%,,,,,
player,201611270rai,car,BostTr00,pos,FS,,,,,
player,201611270rai,car,BostTr00,offense,0,,,,,
player,201611270rai,car,BostTr00,off_pct,0%,,,,,
player,201611270rai,car,BostTr00,defense,63,,,,,
player,201611270rai,car,BostTr00,def_pct,85%,,,,,
player,201611270rai,car,BostTr00,special_teams,7,,,,,
player,201611270rai,car,BostTr00,st_pct,22%,,,,,
player,201611270rai,car,ShorKa00,pos,DT,,,,,
player,201611270rai,car,ShorKa00,offense,0,,,,,
player,201611270rai,car,ShorKa00,off_pct,0%,,,,,
player,201611270rai,car,ShorKa00,defense,55,,,,,
player,201611270rai,car,ShorKa00,def_pct,74%,,,,,
player,201611270rai,car,ShorKa00,special_teams,6,,,,,
player,201611270rai,car,ShorKa00,st_pct,19%,,,,,
player,201611270rai,car,LotuSt00,pos,DT,,,,,
player,201611270rai,car,LotuSt00,offense,0,,,,,
player,201611270rai,car,LotuSt00,off_pct,0%,,,,,
player,201611270rai,car,LotuSt00,defense,54,,,,,
player,201611270rai,car,LotuSt00,def_pct,73%,,,,,
player,201611270rai,car,LotuSt00,special_teams,7,,,,,
player,201611270rai,car,LotuSt00,st_pct,22%,,,,,
player,201611270rai,car,JohnCh98,pos,DE,,,,,
player,201611270rai,car,JohnCh98,offense,0,,,,,
player,201611270rai,car,JohnCh98,off_pct,0%,,,,,
player,201611270rai,car,JohnCh98,defense,54,,,,,
player,201611270rai,car,JohnCh98,def_pct,73%,,,,,
player,201611270rai,car,JohnCh98,special_teams,2,,,,,
player,201611270rai,car,JohnCh98,st_pct,6%,,,,,
player,201611270rai,car,JohnLe03,pos,CB,,,,,
player,201611270rai,car,JohnLe03,offense,0,,,,,
player,201611270rai,car,JohnLe03,off_pct,0%,,,,,
player,201611270rai,car,JohnLe03,defense,46,,,,,
player,201611270rai,car,JohnLe03,def_pct,62%,,,,,
player,201611270rai,car,JohnLe03,special_teams,0,,,,,
player,201611270rai,car,JohnLe03,st_pct,0%,,,,,
player,201611270rai,car,EalyKo00,pos,DE,,,,,
player,201611270rai,car,EalyKo00,offense,0,,,,,
player,201611270rai,car,EalyKo00,off_pct,0%,,,,,
player,201611270rai,car,EalyKo00,defense,45,,,,,
player,201611270rai,car,EalyKo00,def_pct,61%,,,,,
player,201611270rai,car,EalyKo00,special_teams,7,,,,,
player,201611270rai,car,EalyKo00,st_pct,22%,,,,,
player,201611270rai,car,HortWe00,pos,DE,,,,,
player,201611270rai,car,HortWe00,offense,0,,,,,
player,201611270rai,car,HortWe00,off_pct,0%,,,,,
player,201611270rai,car,HortWe00,defense,29,,,,,
player,201611270rai,car,HortWe00,def_pct,39%,,,,,
player,201611270rai,car,HortWe00,special_teams,0,,,,,
player,201611270rai,car,HortWe00,st_pct,0%,,,,,
player,201611270rai,car,LoveKy00,pos,DT,,,,,
player,201611270rai,car,LoveKy00,offense,0,,,,,
player,201611270rai,car,LoveKy00,off_pct,0%,,,,,
player,201611270rai,car,LoveKy00,defense,23,,,,,
player,201611270rai,car,LoveKy00,def_pct,31%,,,,,
player,201611270rai,car,LoveKy00,special_teams,0,,,,,
player,201611270rai,car,LoveKy00,st_pct,0%,,,,,
player,201611270rai,car,DelaRy00,pos,DE,,,,,
player,201611270rai,car,DelaRy00,offense,0,,,,,
player,201611270rai,car,DelaRy00,off_pct,0%,,,,,
player,201611270rai,car,DelaRy00,defense,21,,,,,
player,201611270rai,car,DelaRy00,def_pct,28%,,,,,
player,201611270rai,car,DelaRy00,special_teams,1,,,,,
player,201611270rai,car,DelaRy00,st_pct,3%,,,,,
player,201611270rai,car,ThomSh01,pos,LB,,,,,
player,201611270rai,car,ThomSh01,offense,0,,,,,
player,201611270rai,car,ThomSh01,off_pct,0%,,,,,
player,201611270rai,car,ThomSh01,defense,17,,,,,
player,201611270rai,car,ThomSh01,def_pct,23%,,,,,
player,201611270rai,car,ThomSh01,special_teams,13,,,,,
player,201611270rai,car,ThomSh01,st_pct,41%,,,,,
player,201611270rai,car,SoliPa99,pos,DT,,,,,
player,201611270rai,car,SoliPa99,offense,0,,,,,
player,201611270rai,car,SoliPa99,off_pct,0%,,,,,
player,201611270rai,car,SoliPa99,defense,15,,,,,
player,201611270rai,car,SoliPa99,def_pct,20%,,,,,
player,201611270rai,car,SoliPa99,special_teams,5,,,,,
player,201611270rai,car,SoliPa99,st_pct,16%,,,,,
player,201611270rai,car,GrifMi99,pos,FS,,,,,
player,201611270rai,car,GrifMi99,offense,0,,,,,
player,201611270rai,car,GrifMi99,off_pct,0%,,,,,
player,201611270rai,car,GrifMi99,defense,11,,,,,
player,201611270rai,car,GrifMi99,def_pct,15%,,,,,
player,201611270rai,car,GrifMi99,special_teams,19,,,,,
player,201611270rai,car,GrifMi99,st_pct,59%,,,,,
player,201611270rai,car,McClRo98,pos,CB,,,,,
player,201611270rai,car,McClRo98,offense,0,,,,,
player,201611270rai,car,McClRo98,off_pct,0%,,,,,
player,201611270rai,car,McClRo98,defense,11,,,,,
player,201611270rai,car,McClRo98,def_pct,15%,,,,,
player,201611270rai,car,McClRo98,special_teams,7,,,,,
player,201611270rai,car,McClRo98,st_pct,22%,,,,,
player,201611270rai,car,CashJe00,pos,LB,,,,,
player,201611270rai,car,CashJe00,offense,0,,,,,
player,201611270rai,car,CashJe00,off_pct,0%,,,,,
player,201611270rai,car,CashJe00,defense,0,,,,,
player,201611270rai,car,CashJe00,def_pct,0%,,,,,
player,201611270rai,car,CashJe00,special_teams,22,,,,,
player,201611270rai,car,CashJe00,st_pct,69%,,,,,
player,201611270rai,car,JoneCo01,pos,FS,,,,,
player,201611270rai,car,JoneCo01,offense,0,,,,,
player,201611270rai,car,JoneCo01,off_pct,0%,,,,,
player,201611270rai,car,JoneCo01,defense,0,,,,,
player,201611270rai,car,JoneCo01,def_pct,0%,,,,,
player,201611270rai,car,JoneCo01,special_teams,22,,,,,
player,201611270rai,car,JoneCo01,st_pct,69%,,,,,
player,201611270rai,car,NorrJa00,pos,LB,,,,,
player,201611270rai,car,NorrJa00,offense,0,,,,,
player,201611270rai,car,NorrJa00,off_pct,0%,,,,,
player,201611270rai,car,NorrJa00,defense,0,,,,,
player,201611270rai,car,NorrJa00,def_pct,0%,,,,,
player,201611270rai,car,NorrJa00,special_teams,22,,,,,
player,201611270rai,car,NorrJa00,st_pct,69%,,,,,
player,201611270rai,car,MayoDa00,pos,LB,,,,,
player,201611270rai,car,MayoDa00,offense,0,,,,,
player,201611270rai,car,MayoDa00,off_pct,0%,,,,,
player,201611270rai,car,MayoDa00,defense,0,,,,,
player,201611270rai,car,MayoDa00,def_pct,0%,,,,,
player,201611270rai,car,MayoDa00,special_teams,22,,,,,
player,201611270rai,car,MayoDa00,st_pct,69%,,,,,
player,201611270rai,car,ManhCh00,pos,TE,,,,,
player,201611270rai,car,ManhCh00,offense,0,,,,,
player,201611270rai,car,ManhCh00,off_pct,0%,,,,,
player,201611270rai,car,ManhCh00,defense,0,,,,,
player,201611270rai,car,ManhCh00,def_pct,0%,,,,,
player,201611270rai,car,ManhCh00,special_teams,11,,,,,
player,201611270rai,car,ManhCh00,st_pct,34%,,,,,
player,201611270rai,car,PalaMi00,pos,P,,,,,
player,201611270rai,car,PalaMi00,offense,0,,,,,
player,201611270rai,car,PalaMi00,off_pct,0%,,,,,
player,201611270rai,car,PalaMi00,defense,0,,,,,
player,201611270rai,car,PalaMi00,def_pct,0%,,,,,
player,201611270rai,car,PalaMi00,special_teams,9,,,,,
player,201611270rai,car,PalaMi00,st_pct,28%,,,,,
player,201611270rai,car,JansJ.00,pos,LS,,,,,
player,201611270rai,car,JansJ.00,offense,0,,,,,
player,201611270rai,car,JansJ.00,off_pct,0%,,,,,
player,201611270rai,car,JansJ.00,defense,0,,,,,
player,201611270rai,car,JansJ.00,def_pct,0%,,,,,
player,201611270rai,car,JansJ.00,special_teams,9,,,,,
player,201611270rai,car,JansJ.00,st_pct,28%,,,,,
player,201611270rai,car,GanoGr44,pos,K,,,,,
player,201611270rai,car,GanoGr44,offense,0,,,,,
player,201611270rai,car,GanoGr44,off_pct,0%,,,,,
player,201611270rai,car,GanoGr44,defense,0,,,,,
player,201611270rai,car,GanoGr44,def_pct,0%,,,,,
player,201611270rai,car,GanoGr44,special_teams,9,,,,,
player,201611270rai,car,GanoGr44,st_pct,28%,,,,,
