game,2016,12,20161127,201611270htx,sdg,"San Diego Chargers",21,htx,"Houston Texans",13
player,201611270htx,sdg,WillTy00,pass_att,0,,,,,
player,201611270htx,sdg,WillTy00,pass_yds,0,,,,,
player,201611270htx,sdg,WillTy00,pass_td,0,,,,,
player,201611270htx,sdg,WillTy00,pass_int,0,,,,,
player,201611270htx,sdg,WillTy00,pass_sacked,0,,,,,
player,201611270htx,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201611270htx,sdg,WillTy00,pass_long,0,,,,,
player,201611270htx,sdg,WillTy00,pass_rating,,,,,,
player,201611270htx,sdg,WillTy00,rush_att,0,,,,,
player,201611270htx,sdg,WillTy00,rush_yds,0,,,,,
player,201611270htx,sdg,WillTy00,rush_td,0,,,,,
player,201611270htx,sdg,WillTy00,rush_long,0,,,,,
player,201611270htx,sdg,WillTy00,targets,14,,,,,
player,201611270htx,sdg,WillTy00,rec,8,,,,,
player,201611270htx,sdg,WillTy00,rec_yds,70,,,,,
player,201611270htx,sdg,WillTy00,rec_td,1,,,,,
player,201611270htx,sdg,WillTy00,rec_long,21,,,,,
player,201611270htx,sdg,WillTy00,fumbles,0,,,,,
player,201611270htx,sdg,WillTy00,fumbles_lost,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_cmp,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_att,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_yds,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_td,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_int,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_sacked,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_long,0,,,,,
player,201611270htx,sdg,HenrHu00,pass_rating,,,,,,
player,201611270htx,sdg,HenrHu00,rush_att,0,,,,,
player,201611270htx,sdg,HenrHu00,rush_yds,0,,,,,
player,201611270htx,sdg,HenrHu00,rush_td,0,,,,,
player,201611270htx,sdg,HenrHu00,rush_long,0,,,,,
player,201611270htx,sdg,HenrHu00,targets,3,,,,,
player,201611270htx,sdg,HenrHu00,rec,2,,,,,
player,201611270htx,sdg,HenrHu00,rec_yds,20,,,,,
player,201611270htx,sdg,HenrHu00,rec_td,1,,,,,
player,201611270htx,sdg,HenrHu00,rec_long,12,,,,,
player,201611270htx,sdg,HenrHu00,fumbles,0,,,,,
player,201611270htx,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_cmp,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_att,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_yds,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_td,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_int,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_sacked,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_long,0,,,,,
player,201611270htx,sdg,BenjTr00,pass_rating,,,,,,
player,201611270htx,sdg,BenjTr00,rush_att,0,,,,,
player,201611270htx,sdg,BenjTr00,rush_yds,0,,,,,
player,201611270htx,sdg,BenjTr00,rush_td,0,,,,,
player,201611270htx,sdg,BenjTr00,rush_long,0,,,,,
player,201611270htx,sdg,BenjTr00,targets,2,,,,,
player,201611270htx,sdg,BenjTr00,rec,1,,,,,
player,201611270htx,sdg,BenjTr00,rec_yds,8,,,,,
player,201611270htx,sdg,BenjTr00,rec_td,0,,,,,
player,201611270htx,sdg,BenjTr00,rec_long,8,,,,,
player,201611270htx,sdg,BenjTr00,fumbles,0,,,,,
player,201611270htx,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_cmp,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_att,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_yds,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_td,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_int,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_sacked,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_sacked_yds,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_long,0,,,,,
player,201611270htx,sdg,ButlJe01,pass_rating,,,,,,
player,201611270htx,sdg,ButlJe01,rush_att,0,,,,,
player,201611270htx,sdg,ButlJe01,rush_yds,0,,,,,
player,201611270htx,sdg,ButlJe01,rush_td,0,,,,,
player,201611270htx,sdg,ButlJe01,rush_long,0,,,,,
player,201611270htx,sdg,ButlJe01,targets,1,,,,,
player,201611270htx,sdg,ButlJe01,rec,1,,,,,
player,201611270htx,sdg,ButlJe01,rec_yds,6,,,,,
player,201611270htx,sdg,ButlJe01,rec_td,0,,,,,
player,201611270htx,sdg,ButlJe01,rec_long,6,,,,,
player,201611270htx,sdg,ButlJe01,fumbles,0,,,,,
player,201611270htx,sdg,ButlJe01,fumbles_lost,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_cmp,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_att,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_yds,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_td,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_int,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_sacked,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_sacked_yds,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_long,0,,,,,
player,201611270htx,sdg,FarrKe02,pass_rating,,,,,,
player,201611270htx,sdg,FarrKe02,rush_att,1,,,,,
player,201611270htx,sdg,FarrKe02,rush_yds,-3,,,,,
player,201611270htx,sdg,FarrKe02,rush_td,0,,,,,
player,201611270htx,sdg,FarrKe02,rush_long,-3,,,,,
player,201611270htx,sdg,FarrKe02,targets,0,,,,,
player,201611270htx,sdg,FarrKe02,rec,0,,,,,
player,201611270htx,sdg,FarrKe02,rec_yds,0,,,,,
player,201611270htx,sdg,FarrKe02,rec_td,0,,,,,
player,201611270htx,sdg,FarrKe02,rec_long,0,,,,,
player,201611270htx,sdg,FarrKe02,fumbles,0,,,,,
player,201611270htx,sdg,FarrKe02,fumbles_lost,0,,,,,
player,201611270htx,htx,OsweBr00,pass_cmp,22,,,,,
player,201611270htx,htx,OsweBr00,pass_att,37,,,,,
player,201611270htx,htx,OsweBr00,pass_yds,246,,,,,
player,201611270htx,htx,OsweBr00,pass_td,0,,,,,
player,201611270htx,htx,OsweBr00,pass_int,3,,,,,
player,201611270htx,htx,OsweBr00,pass_sacked,1,,,,,
player,201611270htx,htx,OsweBr00,pass_sacked_yds,7,,,,,
player,201611270htx,htx,OsweBr00,pass_long,33,,,,,
player,201611270htx,htx,OsweBr00,pass_rating,45.6,,,,,
player,201611270htx,htx,OsweBr00,rush_att,3,,,,,
player,201611270htx,htx,OsweBr00,rush_yds,23,,,,,
player,201611270htx,htx,OsweBr00,rush_td,1,,,,,
player,201611270htx,htx,OsweBr00,rush_long,21,,,,,
player,201611270htx,htx,OsweBr00,targets,0,,,,,
player,201611270htx,htx,OsweBr00,rec,0,,,,,
player,201611270htx,htx,OsweBr00,rec_yds,0,,,,,
player,201611270htx,htx,OsweBr00,rec_td,0,,,,,
player,201611270htx,htx,OsweBr00,rec_long,0,,,,,
player,201611270htx,htx,OsweBr00,fumbles,0,,,,,
player,201611270htx,htx,OsweBr00,fumbles_lost,0,,,,,
player,201611270htx,htx,MillLa01,pass_cmp,0,,,,,
player,201611270htx,htx,MillLa01,pass_att,0,,,,,
player,201611270htx,htx,MillLa01,pass_yds,0,,,,,
player,201611270htx,htx,MillLa01,pass_td,0,,,,,
player,201611270htx,htx,MillLa01,pass_int,0,,,,,
player,201611270htx,htx,MillLa01,pass_sacked,0,,,,,
player,201611270htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201611270htx,htx,MillLa01,pass_long,0,,,,,
player,201611270htx,htx,MillLa01,pass_rating,,,,,,
player,201611270htx,htx,MillLa01,rush_att,19,,,,,
player,201611270htx,htx,MillLa01,rush_yds,57,,,,,
player,201611270htx,htx,MillLa01,rush_td,0,,,,,
player,201611270htx,htx,MillLa01,rush_long,20,,,,,
player,201611270htx,htx,MillLa01,targets,4,,,,,
player,201611270htx,htx,MillLa01,rec,3,,,,,
player,201611270htx,htx,MillLa01,rec_yds,18,,,,,
player,201611270htx,htx,MillLa01,rec_td,0,,,,,
player,201611270htx,htx,MillLa01,rec_long,11,,,,,
player,201611270htx,htx,MillLa01,fumbles,1,,,,,
player,201611270htx,htx,MillLa01,fumbles_lost,1,,,,,
player,201611270htx,htx,HuntAk01,pass_cmp,0,,,,,
player,201611270htx,htx,HuntAk01,pass_att,0,,,,,
player,201611270htx,htx,HuntAk01,pass_yds,0,,,,,
player,201611270htx,htx,HuntAk01,pass_td,0,,,,,
player,201611270htx,htx,HuntAk01,pass_int,0,,,,,
player,201611270htx,htx,HuntAk01,pass_sacked,0,,,,,
player,201611270htx,htx,HuntAk01,pass_sacked_yds,0,,,,,
player,201611270htx,htx,HuntAk01,pass_long,0,,,,,
player,201611270htx,htx,HuntAk01,pass_rating,,,,,,
player,201611270htx,htx,HuntAk01,rush_att,2,,,,,
player,201611270htx,htx,HuntAk01,rush_yds,19,,,,,
player,201611270htx,htx,HuntAk01,rush_td,0,,,,,
player,201611270htx,htx,HuntAk01,rush_long,16,,,,,
player,201611270htx,htx,HuntAk01,targets,0,,,,,
player,201611270htx,htx,HuntAk01,rec,0,,,,,
player,201611270htx,htx,HuntAk01,rec_yds,0,,,,,
player,201611270htx,htx,HuntAk01,rec_td,0,,,,,
player,201611270htx,htx,HuntAk01,rec_long,0,,,,,
player,201611270htx,htx,HuntAk01,fumbles,0,,,,,
player,201611270htx,htx,HuntAk01,fumbles_lost,0,,,,,
player,201611270htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201611270htx,htx,GrimJo01,pass_att,0,,,,,
player,201611270htx,htx,GrimJo01,pass_yds,0,,,,,
player,201611270htx,htx,GrimJo01,pass_td,0,,,,,
player,201611270htx,htx,GrimJo01,pass_int,0,,,,,
player,201611270htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201611270htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201611270htx,htx,GrimJo01,pass_long,0,,,,,
player,201611270htx,htx,GrimJo01,pass_rating,,,,,,
player,201611270htx,htx,GrimJo01,rush_att,2,,,,,
player,201611270htx,htx,GrimJo01,rush_yds,14,,,,,
player,201611270htx,htx,GrimJo01,rush_td,0,,,,,
player,201611270htx,htx,GrimJo01,rush_long,9,,,,,
player,201611270htx,htx,GrimJo01,targets,0,,,,,
player,201611270htx,htx,GrimJo01,rec,0,,,,,
player,201611270htx,htx,GrimJo01,rec_yds,0,,,,,
player,201611270htx,htx,GrimJo01,rec_td,0,,,,,
player,201611270htx,htx,GrimJo01,rec_long,0,,,,,
player,201611270htx,htx,GrimJo01,fumbles,0,,,,,
player,201611270htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201611270htx,htx,MillBr03,pass_cmp,0,,,,,
player,201611270htx,htx,MillBr03,pass_att,0,,,,,
player,201611270htx,htx,MillBr03,pass_yds,0,,,,,
player,201611270htx,htx,MillBr03,pass_td,0,,,,,
player,201611270htx,htx,MillBr03,pass_int,0,,,,,
player,201611270htx,htx,MillBr03,pass_sacked,0,,,,,
player,201611270htx,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201611270htx,htx,MillBr03,pass_long,0,,,,,
player,201611270htx,htx,MillBr03,pass_rating,,,,,,
player,201611270htx,htx,MillBr03,rush_att,1,,,,,
player,201611270htx,htx,MillBr03,rush_yds,1,,,,,
player,201611270htx,htx,MillBr03,rush_td,0,,,,,
player,201611270htx,htx,MillBr03,rush_long,1,,,,,
player,201611270htx,htx,MillBr03,targets,3,,,,,
player,201611270htx,htx,MillBr03,rec,1,,,,,
player,201611270htx,htx,MillBr03,rec_yds,12,,,,,
player,201611270htx,htx,MillBr03,rec_td,0,,,,,
player,201611270htx,htx,MillBr03,rec_long,12,,,,,
player,201611270htx,htx,MillBr03,fumbles,0,,,,,
player,201611270htx,htx,MillBr03,fumbles_lost,0,,,,,
player,201611270htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201611270htx,htx,HopkDe00,pass_att,0,,,,,
player,201611270htx,htx,HopkDe00,pass_yds,0,,,,,
player,201611270htx,htx,HopkDe00,pass_td,0,,,,,
player,201611270htx,htx,HopkDe00,pass_int,0,,,,,
player,201611270htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201611270htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201611270htx,htx,HopkDe00,pass_long,0,,,,,
player,201611270htx,htx,HopkDe00,pass_rating,,,,,,
player,201611270htx,htx,HopkDe00,rush_att,0,,,,,
player,201611270htx,htx,HopkDe00,rush_yds,0,,,,,
player,201611270htx,htx,HopkDe00,rush_td,0,,,,,
player,201611270htx,htx,HopkDe00,rush_long,0,,,,,
player,201611270htx,htx,HopkDe00,targets,10,,,,,
player,201611270htx,htx,HopkDe00,rec,5,,,,,
player,201611270htx,htx,HopkDe00,rec_yds,70,,,,,
player,201611270htx,htx,HopkDe00,rec_td,0,,,,,
player,201611270htx,htx,HopkDe00,rec_long,19,,,,,
player,201611270htx,htx,HopkDe00,fumbles,0,,,,,
player,201611270htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201611270htx,htx,FullWi01,pass_cmp,0,,,,,
player,201611270htx,htx,FullWi01,pass_att,0,,,,,
player,201611270htx,htx,FullWi01,pass_yds,0,,,,,
player,201611270htx,htx,FullWi01,pass_td,0,,,,,
player,201611270htx,htx,FullWi01,pass_int,0,,,,,
player,201611270htx,htx,FullWi01,pass_sacked,0,,,,,
player,201611270htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201611270htx,htx,FullWi01,pass_long,0,,,,,
player,201611270htx,htx,FullWi01,pass_rating,,,,,,
player,201611270htx,htx,FullWi01,rush_att,0,,,,,
player,201611270htx,htx,FullWi01,rush_yds,0,,,,,
player,201611270htx,htx,FullWi01,rush_td,0,,,,,
player,201611270htx,htx,FullWi01,rush_long,0,,,,,
player,201611270htx,htx,FullWi01,targets,6,,,,,
player,201611270htx,htx,FullWi01,rec,4,,,,,
player,201611270htx,htx,FullWi01,rec_yds,60,,,,,
player,201611270htx,htx,FullWi01,rec_td,0,,,,,
player,201611270htx,htx,FullWi01,rec_long,33,,,,,
player,201611270htx,htx,FullWi01,fumbles,1,,,,,
player,201611270htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201611270htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201611270htx,htx,FiedC.00,pass_att,0,,,,,
player,201611270htx,htx,FiedC.00,pass_yds,0,,,,,
player,201611270htx,htx,FiedC.00,pass_td,0,,,,,
player,201611270htx,htx,FiedC.00,pass_int,0,,,,,
player,201611270htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201611270htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201611270htx,htx,FiedC.00,pass_long,0,,,,,
player,201611270htx,htx,FiedC.00,pass_rating,,,,,,
player,201611270htx,htx,FiedC.00,rush_att,0,,,,,
player,201611270htx,htx,FiedC.00,rush_yds,0,,,,,
player,201611270htx,htx,FiedC.00,rush_td,0,,,,,
player,201611270htx,htx,FiedC.00,rush_long,0,,,,,
player,201611270htx,htx,FiedC.00,targets,6,,,,,
player,201611270htx,htx,FiedC.00,rec,4,,,,,
player,201611270htx,htx,FiedC.00,rec_yds,42,,,,,
player,201611270htx,htx,FiedC.00,rec_td,0,,,,,
player,201611270htx,htx,FiedC.00,rec_long,16,,,,,
player,201611270htx,htx,FiedC.00,fumbles,0,,,,,
player,201611270htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201611270htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201611270htx,htx,GrifRy00,pass_att,0,,,,,
player,201611270htx,htx,GrifRy00,pass_yds,0,,,,,
player,201611270htx,htx,GrifRy00,pass_td,0,,,,,
player,201611270htx,htx,GrifRy00,pass_int,0,,,,,
player,201611270htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201611270htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201611270htx,htx,GrifRy00,pass_long,0,,,,,
player,201611270htx,htx,GrifRy00,pass_rating,,,,,,
player,201611270htx,htx,GrifRy00,rush_att,0,,,,,
player,201611270htx,htx,GrifRy00,rush_yds,0,,,,,
player,201611270htx,htx,GrifRy00,rush_td,0,,,,,
player,201611270htx,htx,GrifRy00,rush_long,0,,,,,
player,201611270htx,htx,GrifRy00,targets,5,,,,,
player,201611270htx,htx,GrifRy00,rec,4,,,,,
player,201611270htx,htx,GrifRy00,rec_yds,36,,,,,
player,201611270htx,htx,GrifRy00,rec_td,0,,,,,
player,201611270htx,htx,GrifRy00,rec_long,15,,,,,
player,201611270htx,htx,GrifRy00,fumbles,0,,,,,
player,201611270htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201611270htx,htx,AndeSt01,pass_cmp,0,,,,,
player,201611270htx,htx,AndeSt01,pass_att,0,,,,,
player,201611270htx,htx,AndeSt01,pass_yds,0,,,,,
player,201611270htx,htx,AndeSt01,pass_td,0,,,,,
player,201611270htx,htx,AndeSt01,pass_int,0,,,,,
player,201611270htx,htx,AndeSt01,pass_sacked,0,,,,,
player,201611270htx,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201611270htx,htx,AndeSt01,pass_long,0,,,,,
player,201611270htx,htx,AndeSt01,pass_rating,,,,,,
player,201611270htx,htx,AndeSt01,rush_att,0,,,,,
player,201611270htx,htx,AndeSt01,rush_yds,0,,,,,
player,201611270htx,htx,AndeSt01,rush_td,0,,,,,
player,201611270htx,htx,AndeSt01,rush_long,0,,,,,
player,201611270htx,htx,AndeSt01,targets,1,,,,,
player,201611270htx,htx,AndeSt01,rec,1,,,,,
player,201611270htx,htx,AndeSt01,rec_yds,8,,,,,
player,201611270htx,htx,AndeSt01,rec_td,0,,,,,
player,201611270htx,htx,AndeSt01,rec_long,8,,,,,
player,201611270htx,htx,AndeSt01,fumbles,0,,,,,
player,201611270htx,htx,AndeSt01,fumbles_lost,0,,,,,
player,201611270htx,sdg,HaywCa00,def_int,1,,,,,
player,201611270htx,sdg,HaywCa00,def_int_yds,1,,,,,
player,201611270htx,sdg,HaywCa00,def_int_td,0,,,,,
player,201611270htx,sdg,HaywCa00,def_int_long,1,,,,,
player,201611270htx,sdg,HaywCa00,pass_defended,3,,,,,
player,201611270htx,sdg,HaywCa00,sacks,0.0,,,,,
player,201611270htx,sdg,HaywCa00,tackles_combined,5,,,,,
player,201611270htx,sdg,HaywCa00,tackles_solo,3,,,,,
player,201611270htx,sdg,HaywCa00,tackles_assists,2,,,,,
player,201611270htx,sdg,HaywCa00,tackles_loss,0,,,,,
player,201611270htx,sdg,HaywCa00,qb_hits,0,,,,,
player,201611270htx,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201611270htx,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201611270htx,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201611270htx,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201611270htx,sdg,LoweDw99,def_int,1,,,,,
player,201611270htx,sdg,LoweDw99,def_int_yds,25,,,,,
player,201611270htx,sdg,LoweDw99,def_int_td,0,,,,,
player,201611270htx,sdg,LoweDw99,def_int_long,25,,,,,
player,201611270htx,sdg,LoweDw99,pass_defended,2,,,,,
player,201611270htx,sdg,LoweDw99,sacks,0.0,,,,,
player,201611270htx,sdg,LoweDw99,tackles_combined,4,,,,,
player,201611270htx,sdg,LoweDw99,tackles_solo,2,,,,,
player,201611270htx,sdg,LoweDw99,tackles_assists,2,,,,,
player,201611270htx,sdg,LoweDw99,tackles_loss,0,,,,,
player,201611270htx,sdg,LoweDw99,qb_hits,0,,,,,
player,201611270htx,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201611270htx,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201611270htx,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201611270htx,sdg,LoweDw99,fumbles_forced,1,,,,,
player,201611270htx,sdg,McCoDe00,def_int,1,,,,,
player,201611270htx,sdg,McCoDe00,def_int_yds,0,,,,,
player,201611270htx,sdg,McCoDe00,def_int_td,0,,,,,
player,201611270htx,sdg,McCoDe00,def_int_long,0,,,,,
player,201611270htx,sdg,McCoDe00,pass_defended,1,,,,,
player,201611270htx,sdg,McCoDe00,sacks,0.0,,,,,
player,201611270htx,sdg,McCoDe00,tackles_combined,0,,,,,
player,201611270htx,sdg,McCoDe00,tackles_solo,0,,,,,
player,201611270htx,sdg,McCoDe00,tackles_assists,0,,,,,
player,201611270htx,sdg,McCoDe00,tackles_loss,0,,,,,
player,201611270htx,sdg,McCoDe00,qb_hits,0,,,,,
player,201611270htx,sdg,McCoDe00,fumbles_rec,0,,,,,
player,201611270htx,sdg,McCoDe00,fumbles_rec_yds,0,,,,,
player,201611270htx,sdg,McCoDe00,fumbles_rec_td,0,,,,,
player,201611270htx,sdg,McCoDe00,fumbles_forced,0,,,,,
player,201611270htx,sdg,BosaJo00,def_int,0,,,,,
player,201611270htx,sdg,BosaJo00,def_int_yds,0,,,,,
player,201611270htx,sdg,BosaJo00,def_int_td,0,,,,,
player,201611270htx,sdg,BosaJo00,def_int_long,0,,,,,
player,201611270htx,sdg,BosaJo00,pass_defended,0,,,,,
player,201611270htx,sdg,BosaJo00,sacks,0.5,,,,,
player,201611270htx,sdg,BosaJo00,tackles_combined,7,,,,,
player,201611270htx,sdg,BosaJo00,tackles_solo,4,,,,,
player,201611270htx,sdg,BosaJo00,tackles_assists,3,,,,,
player,201611270htx,sdg,BosaJo00,tackles_loss,2,,,,,
player,201611270htx,sdg,BosaJo00,qb_hits,2,,,,,
player,201611270htx,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201611270htx,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201611270htx,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201611270htx,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201611270htx,sdg,SquaDa00,def_int,0,,,,,
player,201611270htx,sdg,SquaDa00,def_int_yds,0,,,,,
player,201611270htx,sdg,SquaDa00,def_int_td,0,,,,,
player,201611270htx,sdg,SquaDa00,def_int_long,0,,,,,
