game,2016,1,20160911,201609110oti,min,"Minnesota Vikings",25,oti,"Tennessee Titans",16
player,201609110oti,min,PattCo00,rush_td,0,,,,,
player,201609110oti,min,PattCo00,rush_long,8,,,,,
player,201609110oti,min,PattCo00,targets,1,,,,,
player,201609110oti,min,PattCo00,rec,1,,,,,
player,201609110oti,min,PattCo00,rec_yds,6,,,,,
player,201609110oti,min,PattCo00,rec_td,0,,,,,
player,201609110oti,min,PattCo00,rec_long,6,,,,,
player,201609110oti,min,PattCo00,fumbles,0,,,,,
player,201609110oti,min,PattCo00,fumbles_lost,0,,,,,
player,201609110oti,min,McKiJe00,pass_cmp,0,,,,,
player,201609110oti,min,McKiJe00,pass_att,0,,,,,
player,201609110oti,min,McKiJe00,pass_yds,0,,,,,
player,201609110oti,min,McKiJe00,pass_td,0,,,,,
player,201609110oti,min,McKiJe00,pass_int,0,,,,,
player,201609110oti,min,McKiJe00,pass_sacked,0,,,,,
player,201609110oti,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201609110oti,min,McKiJe00,pass_long,0,,,,,
player,201609110oti,min,McKiJe00,pass_rating,,,,,,
player,201609110oti,min,McKiJe00,rush_att,1,,,,,
player,201609110oti,min,McKiJe00,rush_yds,6,,,,,
player,201609110oti,min,McKiJe00,rush_td,0,,,,,
player,201609110oti,min,McKiJe00,rush_long,6,,,,,
player,201609110oti,min,McKiJe00,targets,2,,,,,
player,201609110oti,min,McKiJe00,rec,1,,,,,
player,201609110oti,min,McKiJe00,rec_yds,3,,,,,
player,201609110oti,min,McKiJe00,rec_td,0,,,,,
player,201609110oti,min,McKiJe00,rec_long,3,,,,,
player,201609110oti,min,McKiJe00,fumbles,0,,,,,
player,201609110oti,min,McKiJe00,fumbles_lost,0,,,,,
player,201609110oti,min,RudoKy00,pass_cmp,0,,,,,
player,201609110oti,min,RudoKy00,pass_att,0,,,,,
player,201609110oti,min,RudoKy00,pass_yds,0,,,,,
player,201609110oti,min,RudoKy00,pass_td,0,,,,,
player,201609110oti,min,RudoKy00,pass_int,0,,,,,
player,201609110oti,min,RudoKy00,pass_sacked,0,,,,,
player,201609110oti,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201609110oti,min,RudoKy00,pass_long,0,,,,,
player,201609110oti,min,RudoKy00,pass_rating,,,,,,
player,201609110oti,min,RudoKy00,rush_att,0,,,,,
player,201609110oti,min,RudoKy00,rush_yds,0,,,,,
player,201609110oti,min,RudoKy00,rush_td,0,,,,,
player,201609110oti,min,RudoKy00,rush_long,0,,,,,
player,201609110oti,min,RudoKy00,targets,8,,,,,
player,201609110oti,min,RudoKy00,rec,4,,,,,
player,201609110oti,min,RudoKy00,rec_yds,65,,,,,
player,201609110oti,min,RudoKy00,rec_td,0,,,,,
player,201609110oti,min,RudoKy00,rec_long,21,,,,,
player,201609110oti,min,RudoKy00,fumbles,0,,,,,
player,201609110oti,min,RudoKy00,fumbles_lost,0,,,,,
player,201609110oti,min,ThieAd00,pass_cmp,0,,,,,
player,201609110oti,min,ThieAd00,pass_att,0,,,,,
player,201609110oti,min,ThieAd00,pass_yds,0,,,,,
player,201609110oti,min,ThieAd00,pass_td,0,,,,,
player,201609110oti,min,ThieAd00,pass_int,0,,,,,
player,201609110oti,min,ThieAd00,pass_sacked,0,,,,,
player,201609110oti,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201609110oti,min,ThieAd00,pass_long,0,,,,,
player,201609110oti,min,ThieAd00,pass_rating,,,,,,
player,201609110oti,min,ThieAd00,rush_att,0,,,,,
player,201609110oti,min,ThieAd00,rush_yds,0,,,,,
player,201609110oti,min,ThieAd00,rush_td,0,,,,,
player,201609110oti,min,ThieAd00,rush_long,0,,,,,
player,201609110oti,min,ThieAd00,targets,5,,,,,
player,201609110oti,min,ThieAd00,rec,4,,,,,
player,201609110oti,min,ThieAd00,rec_yds,54,,,,,
player,201609110oti,min,ThieAd00,rec_td,0,,,,,
player,201609110oti,min,ThieAd00,rec_long,21,,,,,
player,201609110oti,min,ThieAd00,fumbles,0,,,,,
player,201609110oti,min,ThieAd00,fumbles_lost,0,,,,,
player,201609110oti,min,JohnCh08,pass_cmp,0,,,,,
player,201609110oti,min,JohnCh08,pass_att,0,,,,,
player,201609110oti,min,JohnCh08,pass_yds,0,,,,,
player,201609110oti,min,JohnCh08,pass_td,0,,,,,
player,201609110oti,min,JohnCh08,pass_int,0,,,,,
player,201609110oti,min,JohnCh08,pass_sacked,0,,,,,
player,201609110oti,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201609110oti,min,JohnCh08,pass_long,0,,,,,
player,201609110oti,min,JohnCh08,pass_rating,,,,,,
player,201609110oti,min,JohnCh08,rush_att,0,,,,,
player,201609110oti,min,JohnCh08,rush_yds,0,,,,,
player,201609110oti,min,JohnCh08,rush_td,0,,,,,
player,201609110oti,min,JohnCh08,rush_long,0,,,,,
player,201609110oti,min,JohnCh08,targets,6,,,,,
player,201609110oti,min,JohnCh08,rec,1,,,,,
player,201609110oti,min,JohnCh08,rec_yds,5,,,,,
player,201609110oti,min,JohnCh08,rec_td,0,,,,,
player,201609110oti,min,JohnCh08,rec_long,5,,,,,
player,201609110oti,min,JohnCh08,fumbles,0,,,,,
player,201609110oti,min,JohnCh08,fumbles_lost,0,,,,,
player,201609110oti,min,DiggSt00,pass_cmp,0,,,,,
player,201609110oti,min,DiggSt00,pass_att,0,,,,,
player,201609110oti,min,DiggSt00,pass_yds,0,,,,,
player,201609110oti,min,DiggSt00,pass_td,0,,,,,
player,201609110oti,min,DiggSt00,pass_int,0,,,,,
player,201609110oti,min,DiggSt00,pass_sacked,0,,,,,
player,201609110oti,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201609110oti,min,DiggSt00,pass_long,0,,,,,
player,201609110oti,min,DiggSt00,pass_rating,,,,,,
player,201609110oti,min,DiggSt00,rush_att,1,,,,,
player,201609110oti,min,DiggSt00,rush_yds,-1,,,,,
player,201609110oti,min,DiggSt00,rush_td,0,,,,,
player,201609110oti,min,DiggSt00,rush_long,-1,,,,,
player,201609110oti,min,DiggSt00,targets,9,,,,,
player,201609110oti,min,DiggSt00,rec,7,,,,,
player,201609110oti,min,DiggSt00,rec_yds,103,,,,,
player,201609110oti,min,DiggSt00,rec_td,0,,,,,
player,201609110oti,min,DiggSt00,rec_long,33,,,,,
player,201609110oti,min,DiggSt00,fumbles,0,,,,,
player,201609110oti,min,DiggSt00,fumbles_lost,0,,,,,
player,201609110oti,oti,MariMa01,pass_cmp,25,,,,,
player,201609110oti,oti,MariMa01,pass_att,41,,,,,
player,201609110oti,oti,MariMa01,pass_yds,271,,,,,
player,201609110oti,oti,MariMa01,pass_td,2,,,,,
player,201609110oti,oti,MariMa01,pass_int,1,,,,,
player,201609110oti,oti,MariMa01,pass_sacked,2,,,,,
player,201609110oti,oti,MariMa01,pass_sacked_yds,19,,,,,
player,201609110oti,oti,MariMa01,pass_long,29,,,,,
player,201609110oti,oti,MariMa01,pass_rating,86.5,,,,,
player,201609110oti,oti,MariMa01,rush_att,4,,,,,
player,201609110oti,oti,MariMa01,rush_yds,19,,,,,
player,201609110oti,oti,MariMa01,rush_td,0,,,,,
player,201609110oti,oti,MariMa01,rush_long,10,,,,,
player,201609110oti,oti,MariMa01,targets,0,,,,,
player,201609110oti,oti,MariMa01,rec,0,,,,,
player,201609110oti,oti,MariMa01,rec_yds,0,,,,,
player,201609110oti,oti,MariMa01,rec_td,0,,,,,
player,201609110oti,oti,MariMa01,rec_long,0,,,,,
player,201609110oti,oti,MariMa01,fumbles,1,,,,,
player,201609110oti,oti,MariMa01,fumbles_lost,1,,,,,
player,201609110oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201609110oti,oti,MurrDe00,pass_att,0,,,,,
player,201609110oti,oti,MurrDe00,pass_yds,0,,,,,
player,201609110oti,oti,MurrDe00,pass_td,0,,,,,
player,201609110oti,oti,MurrDe00,pass_int,0,,,,,
player,201609110oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201609110oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,MurrDe00,pass_long,0,,,,,
player,201609110oti,oti,MurrDe00,pass_rating,,,,,,
player,201609110oti,oti,MurrDe00,rush_att,13,,,,,
player,201609110oti,oti,MurrDe00,rush_yds,42,,,,,
player,201609110oti,oti,MurrDe00,rush_td,0,,,,,
player,201609110oti,oti,MurrDe00,rush_long,12,,,,,
player,201609110oti,oti,MurrDe00,targets,7,,,,,
player,201609110oti,oti,MurrDe00,rec,5,,,,,
player,201609110oti,oti,MurrDe00,rec_yds,35,,,,,
player,201609110oti,oti,MurrDe00,rec_td,2,,,,,
player,201609110oti,oti,MurrDe00,rec_long,14,,,,,
player,201609110oti,oti,MurrDe00,fumbles,1,,,,,
player,201609110oti,oti,MurrDe00,fumbles_lost,1,,,,,
player,201609110oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201609110oti,oti,HenrDe00,pass_att,0,,,,,
player,201609110oti,oti,HenrDe00,pass_yds,0,,,,,
player,201609110oti,oti,HenrDe00,pass_td,0,,,,,
player,201609110oti,oti,HenrDe00,pass_int,0,,,,,
player,201609110oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201609110oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,HenrDe00,pass_long,0,,,,,
player,201609110oti,oti,HenrDe00,pass_rating,,,,,,
player,201609110oti,oti,HenrDe00,rush_att,5,,,,,
player,201609110oti,oti,HenrDe00,rush_yds,3,,,,,
player,201609110oti,oti,HenrDe00,rush_td,0,,,,,
player,201609110oti,oti,HenrDe00,rush_long,5,,,,,
player,201609110oti,oti,HenrDe00,targets,2,,,,,
player,201609110oti,oti,HenrDe00,rec,2,,,,,
player,201609110oti,oti,HenrDe00,rec_yds,41,,,,,
player,201609110oti,oti,HenrDe00,rec_td,0,,,,,
player,201609110oti,oti,HenrDe00,rec_long,29,,,,,
player,201609110oti,oti,HenrDe00,fumbles,0,,,,,
player,201609110oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201609110oti,oti,SharTa00,pass_cmp,0,,,,,
player,201609110oti,oti,SharTa00,pass_att,0,,,,,
player,201609110oti,oti,SharTa00,pass_yds,0,,,,,
player,201609110oti,oti,SharTa00,pass_td,0,,,,,
player,201609110oti,oti,SharTa00,pass_int,0,,,,,
player,201609110oti,oti,SharTa00,pass_sacked,0,,,,,
player,201609110oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,SharTa00,pass_long,0,,,,,
player,201609110oti,oti,SharTa00,pass_rating,,,,,,
player,201609110oti,oti,SharTa00,rush_att,0,,,,,
player,201609110oti,oti,SharTa00,rush_yds,0,,,,,
player,201609110oti,oti,SharTa00,rush_td,0,,,,,
player,201609110oti,oti,SharTa00,rush_long,0,,,,,
player,201609110oti,oti,SharTa00,targets,11,,,,,
player,201609110oti,oti,SharTa00,rec,7,,,,,
player,201609110oti,oti,SharTa00,rec_yds,76,,,,,
player,201609110oti,oti,SharTa00,rec_td,0,,,,,
player,201609110oti,oti,SharTa00,rec_long,17,,,,,
player,201609110oti,oti,SharTa00,fumbles,0,,,,,
player,201609110oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201609110oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201609110oti,oti,WalkHu00,pass_att,0,,,,,
player,201609110oti,oti,WalkHu00,pass_yds,0,,,,,
player,201609110oti,oti,WalkHu00,pass_td,0,,,,,
player,201609110oti,oti,WalkHu00,pass_int,0,,,,,
player,201609110oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201609110oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,WalkHu00,pass_long,0,,,,,
player,201609110oti,oti,WalkHu00,pass_rating,,,,,,
player,201609110oti,oti,WalkHu00,rush_att,0,,,,,
player,201609110oti,oti,WalkHu00,rush_yds,0,,,,,
player,201609110oti,oti,WalkHu00,rush_td,0,,,,,
player,201609110oti,oti,WalkHu00,rush_long,0,,,,,
player,201609110oti,oti,WalkHu00,targets,5,,,,,
player,201609110oti,oti,WalkHu00,rec,3,,,,,
player,201609110oti,oti,WalkHu00,rec_yds,42,,,,,
player,201609110oti,oti,WalkHu00,rec_td,0,,,,,
player,201609110oti,oti,WalkHu00,rec_long,26,,,,,
player,201609110oti,oti,WalkHu00,fumbles,0,,,,,
player,201609110oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201609110oti,oti,JohnAn02,pass_cmp,0,,,,,
player,201609110oti,oti,JohnAn02,pass_att,0,,,,,
player,201609110oti,oti,JohnAn02,pass_yds,0,,,,,
player,201609110oti,oti,JohnAn02,pass_td,0,,,,,
player,201609110oti,oti,JohnAn02,pass_int,0,,,,,
player,201609110oti,oti,JohnAn02,pass_sacked,0,,,,,
player,201609110oti,oti,JohnAn02,pass_sacked_yds,0,,,,,
player,201609110oti,oti,JohnAn02,pass_long,0,,,,,
player,201609110oti,oti,JohnAn02,pass_rating,,,,,,
player,201609110oti,oti,JohnAn02,rush_att,0,,,,,
player,201609110oti,oti,JohnAn02,rush_yds,0,,,,,
player,201609110oti,oti,JohnAn02,rush_td,0,,,,,
player,201609110oti,oti,JohnAn02,rush_long,0,,,,,
player,201609110oti,oti,JohnAn02,targets,7,,,,,
player,201609110oti,oti,JohnAn02,rec,3,,,,,
player,201609110oti,oti,JohnAn02,rec_yds,30,,,,,
player,201609110oti,oti,JohnAn02,rec_td,0,,,,,
player,201609110oti,oti,JohnAn02,rec_long,16,,,,,
player,201609110oti,oti,JohnAn02,fumbles,0,,,,,
player,201609110oti,oti,JohnAn02,fumbles_lost,0,,,,,
player,201609110oti,oti,MattRi00,pass_cmp,0,,,,,
player,201609110oti,oti,MattRi00,pass_att,0,,,,,
player,201609110oti,oti,MattRi00,pass_yds,0,,,,,
player,201609110oti,oti,MattRi00,pass_td,0,,,,,
player,201609110oti,oti,MattRi00,pass_int,0,,,,,
player,201609110oti,oti,MattRi00,pass_sacked,0,,,,,
player,201609110oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,MattRi00,pass_long,0,,,,,
player,201609110oti,oti,MattRi00,pass_rating,,,,,,
player,201609110oti,oti,MattRi00,rush_att,0,,,,,
player,201609110oti,oti,MattRi00,rush_yds,0,,,,,
player,201609110oti,oti,MattRi00,rush_td,0,,,,,
player,201609110oti,oti,MattRi00,rush_long,0,,,,,
player,201609110oti,oti,MattRi00,targets,4,,,,,
player,201609110oti,oti,MattRi00,rec,3,,,,,
player,201609110oti,oti,MattRi00,rec_yds,26,,,,,
player,201609110oti,oti,MattRi00,rec_td,0,,,,,
player,201609110oti,oti,MattRi00,rec_long,11,,,,,
player,201609110oti,oti,MattRi00,fumbles,0,,,,,
player,201609110oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201609110oti,oti,DougHa00,pass_cmp,0,,,,,
player,201609110oti,oti,DougHa00,pass_att,0,,,,,
player,201609110oti,oti,DougHa00,pass_yds,0,,,,,
player,201609110oti,oti,DougHa00,pass_td,0,,,,,
player,201609110oti,oti,DougHa00,pass_int,0,,,,,
player,201609110oti,oti,DougHa00,pass_sacked,0,,,,,
player,201609110oti,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201609110oti,oti,DougHa00,pass_long,0,,,,,
player,201609110oti,oti,DougHa00,pass_rating,,,,,,
player,201609110oti,oti,DougHa00,rush_att,0,,,,,
player,201609110oti,oti,DougHa00,rush_yds,0,,,,,
player,201609110oti,oti,DougHa00,rush_td,0,,,,,
player,201609110oti,oti,DougHa00,rush_long,0,,,,,
player,201609110oti,oti,DougHa00,targets,5,,,,,
player,201609110oti,oti,DougHa00,rec,2,,,,,
player,201609110oti,oti,DougHa00,rec_yds,21,,,,,
player,201609110oti,oti,DougHa00,rec_td,0,,,,,
player,201609110oti,oti,DougHa00,rec_long,16,,,,,
player,201609110oti,oti,DougHa00,fumbles,0,,,,,
player,201609110oti,oti,DougHa00,fumbles_lost,0,,,,,
player,201609110oti,min,KendEr00,def_int,1,,,,,
player,201609110oti,min,KendEr00,def_int_yds,77,,,,,
player,201609110oti,min,KendEr00,def_int_td,1,,,,,
player,201609110oti,min,KendEr00,def_int_long,77,,,,,
player,201609110oti,min,KendEr00,pass_defended,1,,,,,
player,201609110oti,min,KendEr00,sacks,0.0,,,,,
player,201609110oti,min,KendEr00,tackles_combined,6,,,,,
player,201609110oti,min,KendEr00,tackles_solo,5,,,,,
player,201609110oti,min,KendEr00,tackles_assists,1,,,,,
player,201609110oti,min,KendEr00,tackles_loss,1,,,,,
player,201609110oti,min,KendEr00,qb_hits,0,,,,,
player,201609110oti,min,KendEr00,fumbles_rec,0,,,,,
player,201609110oti,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,KendEr00,fumbles_rec_td,0,,,,,
player,201609110oti,min,KendEr00,fumbles_forced,0,,,,,
player,201609110oti,min,JoseLi99,def_int,0,,,,,
player,201609110oti,min,JoseLi99,def_int_yds,0,,,,,
player,201609110oti,min,JoseLi99,def_int_td,0,,,,,
player,201609110oti,min,JoseLi99,def_int_long,0,,,,,
player,201609110oti,min,JoseLi99,pass_defended,0,,,,,
player,201609110oti,min,JoseLi99,sacks,1.0,,,,,
player,201609110oti,min,JoseLi99,tackles_combined,5,,,,,
player,201609110oti,min,JoseLi99,tackles_solo,3,,,,,
player,201609110oti,min,JoseLi99,tackles_assists,2,,,,,
player,201609110oti,min,JoseLi99,tackles_loss,1,,,,,
player,201609110oti,min,JoseLi99,qb_hits,1,,,,,
player,201609110oti,min,JoseLi99,fumbles_rec,0,,,,,
player,201609110oti,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201609110oti,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201609110oti,min,JoseLi99,fumbles_forced,1,,,,,
player,201609110oti,min,HuntDa01,def_int,0,,,,,
player,201609110oti,min,HuntDa01,def_int_yds,0,,,,,
player,201609110oti,min,HuntDa01,def_int_td,0,,,,,
player,201609110oti,min,HuntDa01,def_int_long,0,,,,,
player,201609110oti,min,HuntDa01,pass_defended,0,,,,,
player,201609110oti,min,HuntDa01,sacks,1.0,,,,,
player,201609110oti,min,HuntDa01,tackles_combined,4,,,,,
player,201609110oti,min,HuntDa01,tackles_solo,4,,,,,
player,201609110oti,min,HuntDa01,tackles_assists,0,,,,,
player,201609110oti,min,HuntDa01,tackles_loss,1,,,,,
player,201609110oti,min,HuntDa01,qb_hits,1,,,,,
player,201609110oti,min,HuntDa01,fumbles_rec,1,,,,,
player,201609110oti,min,HuntDa01,fumbles_rec_yds,24,,,,,
player,201609110oti,min,HuntDa01,fumbles_rec_td,1,,,,,
player,201609110oti,min,HuntDa01,fumbles_forced,0,,,,,
player,201609110oti,min,WaynTr00,def_int,0,,,,,
player,201609110oti,min,WaynTr00,def_int_yds,0,,,,,
player,201609110oti,min,WaynTr00,def_int_td,0,,,,,
player,201609110oti,min,WaynTr00,def_int_long,0,,,,,
player,201609110oti,min,WaynTr00,pass_defended,0,,,,,
player,201609110oti,min,WaynTr00,sacks,0.0,,,,,
player,201609110oti,min,WaynTr00,tackles_combined,10,,,,,
player,201609110oti,min,WaynTr00,tackles_solo,10,,,,,
player,201609110oti,min,WaynTr00,tackles_assists,0,,,,,
player,201609110oti,min,WaynTr00,tackles_loss,1,,,,,
player,201609110oti,min,WaynTr00,qb_hits,0,,,,,
player,201609110oti,min,WaynTr00,fumbles_rec,0,,,,,
player,201609110oti,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201609110oti,min,WaynTr00,fumbles_forced,0,,,,,
player,201609110oti,min,SmitHa00,def_int,0,,,,,
player,201609110oti,min,SmitHa00,def_int_yds,0,,,,,
player,201609110oti,min,SmitHa00,def_int_td,0,,,,,
player,201609110oti,min,SmitHa00,def_int_long,0,,,,,
player,201609110oti,min,SmitHa00,pass_defended,0,,,,,
player,201609110oti,min,SmitHa00,sacks,0.0,,,,,
player,201609110oti,min,SmitHa00,tackles_combined,8,,,,,
player,201609110oti,min,SmitHa00,tackles_solo,6,,,,,
player,201609110oti,min,SmitHa00,tackles_assists,2,,,,,
player,201609110oti,min,SmitHa00,tackles_loss,1,,,,,
player,201609110oti,min,SmitHa00,qb_hits,0,,,,,
player,201609110oti,min,SmitHa00,fumbles_rec,0,,,,,
player,201609110oti,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201609110oti,min,SmitHa00,fumbles_forced,0,,,,,
player,201609110oti,min,NewmTe20,def_int,0,,,,,
player,201609110oti,min,NewmTe20,def_int_yds,0,,,,,
player,201609110oti,min,NewmTe20,def_int_td,0,,,,,
player,201609110oti,min,NewmTe20,def_int_long,0,,,,,
player,201609110oti,min,NewmTe20,pass_defended,0,,,,,
player,201609110oti,min,NewmTe20,sacks,0.0,,,,,
player,201609110oti,min,NewmTe20,tackles_combined,7,,,,,
player,201609110oti,min,NewmTe20,tackles_solo,6,,,,,
player,201609110oti,min,NewmTe20,tackles_assists,1,,,,,
player,201609110oti,min,NewmTe20,tackles_loss,0,,,,,
player,201609110oti,min,NewmTe20,qb_hits,0,,,,,
player,201609110oti,min,NewmTe20,fumbles_rec,0,,,,,
player,201609110oti,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201609110oti,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201609110oti,min,NewmTe20,fumbles_forced,0,,,,,
player,201609110oti,min,SendAn00,def_int,0,,,,,
player,201609110oti,min,SendAn00,def_int_yds,0,,,,,
player,201609110oti,min,SendAn00,def_int_td,0,,,,,
player,201609110oti,min,SendAn00,def_int_long,0,,,,,
player,201609110oti,min,SendAn00,pass_defended,0,,,,,
player,201609110oti,min,SendAn00,sacks,0.0,,,,,
player,201609110oti,min,SendAn00,tackles_combined,4,,,,,
player,201609110oti,min,SendAn00,tackles_solo,4,,,,,
player,201609110oti,min,SendAn00,tackles_assists,0,,,,,
player,201609110oti,min,SendAn00,tackles_loss,0,,,,,
