game,2016,1,20160911,201609110oti,min,"Minnesota Vikings",25,oti,"Tennessee Titans",16
player,201609110oti,oti,SuccRy44,xpa,1,,,,,
player,201609110oti,oti,SuccRy44,fgm,1,,,,,
player,201609110oti,oti,SuccRy44,fga,1,,,,,
player,201609110oti,oti,SuccRy44,punt,0,,,,,
player,201609110oti,oti,SuccRy44,punt_yds,0,,,,,
player,201609110oti,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201609110oti,oti,SuccRy44,punt_long,0,,,,,
player,201609110oti,oti,KernBr20,xpm,,,,,,
player,201609110oti,oti,KernBr20,xpa,,,,,,
player,201609110oti,oti,KernBr20,fgm,,,,,,
player,201609110oti,oti,KernBr20,fga,,,,,,
player,201609110oti,oti,KernBr20,punt,5,,,,,
player,201609110oti,oti,KernBr20,punt_yds,231,,,,,
player,201609110oti,oti,KernBr20,punt_yds_per_punt,46.2,,,,,
player,201609110oti,oti,KernBr20,punt_long,64,,,,,
player,201609110oti,oti,ConkJa00,pos,T,,,,,
player,201609110oti,oti,ConkJa00,offense,67,,,,,
player,201609110oti,oti,ConkJa00,off_pct,100%,,,,,
player,201609110oti,oti,ConkJa00,defense,0,,,,,
player,201609110oti,oti,ConkJa00,def_pct,0%,,,,,
player,201609110oti,oti,ConkJa00,special_teams,2,,,,,
player,201609110oti,oti,ConkJa00,st_pct,7%,,,,,
player,201609110oti,oti,WarmCh00,pos,G,,,,,
player,201609110oti,oti,WarmCh00,offense,67,,,,,
player,201609110oti,oti,WarmCh00,off_pct,100%,,,,,
player,201609110oti,oti,WarmCh00,defense,0,,,,,
player,201609110oti,oti,WarmCh00,def_pct,0%,,,,,
player,201609110oti,oti,WarmCh00,special_teams,2,,,,,
player,201609110oti,oti,WarmCh00,st_pct,7%,,,,,
player,201609110oti,oti,SpaiQu00,pos,G,,,,,
player,201609110oti,oti,SpaiQu00,offense,67,,,,,
player,201609110oti,oti,SpaiQu00,off_pct,100%,,,,,
player,201609110oti,oti,SpaiQu00,defense,0,,,,,
player,201609110oti,oti,SpaiQu00,def_pct,0%,,,,,
player,201609110oti,oti,SpaiQu00,special_teams,2,,,,,
player,201609110oti,oti,SpaiQu00,st_pct,7%,,,,,
player,201609110oti,oti,LewaTa00,pos,T,,,,,
player,201609110oti,oti,LewaTa00,offense,67,,,,,
player,201609110oti,oti,LewaTa00,off_pct,100%,,,,,
player,201609110oti,oti,LewaTa00,defense,0,,,,,
player,201609110oti,oti,LewaTa00,def_pct,0%,,,,,
player,201609110oti,oti,LewaTa00,special_teams,2,,,,,
player,201609110oti,oti,LewaTa00,st_pct,7%,,,,,
player,201609110oti,oti,JoneBe01,pos,C,,,,,
player,201609110oti,oti,JoneBe01,offense,67,,,,,
player,201609110oti,oti,JoneBe01,off_pct,100%,,,,,
player,201609110oti,oti,JoneBe01,defense,0,,,,,
player,201609110oti,oti,JoneBe01,def_pct,0%,,,,,
player,201609110oti,oti,JoneBe01,special_teams,0,,,,,
player,201609110oti,oti,JoneBe01,st_pct,0%,,,,,
player,201609110oti,oti,MariMa01,pos,QB,,,,,
player,201609110oti,oti,MariMa01,offense,66,,,,,
player,201609110oti,oti,MariMa01,off_pct,99%,,,,,
player,201609110oti,oti,MariMa01,defense,0,,,,,
player,201609110oti,oti,MariMa01,def_pct,0%,,,,,
player,201609110oti,oti,MariMa01,special_teams,0,,,,,
player,201609110oti,oti,MariMa01,st_pct,0%,,,,,
player,201609110oti,oti,SharTa00,pos,WR,,,,,
player,201609110oti,oti,SharTa00,offense,64,,,,,
player,201609110oti,oti,SharTa00,off_pct,96%,,,,,
player,201609110oti,oti,SharTa00,defense,0,,,,,
player,201609110oti,oti,SharTa00,def_pct,0%,,,,,
player,201609110oti,oti,SharTa00,special_teams,0,,,,,
player,201609110oti,oti,SharTa00,st_pct,0%,,,,,
player,201609110oti,oti,WalkHu00,pos,TE,,,,,
player,201609110oti,oti,WalkHu00,offense,54,,,,,
player,201609110oti,oti,WalkHu00,off_pct,81%,,,,,
player,201609110oti,oti,WalkHu00,defense,0,,,,,
player,201609110oti,oti,WalkHu00,def_pct,0%,,,,,
player,201609110oti,oti,WalkHu00,special_teams,0,,,,,
player,201609110oti,oti,WalkHu00,st_pct,0%,,,,,
player,201609110oti,oti,MurrDe00,pos,RB,,,,,
player,201609110oti,oti,MurrDe00,offense,50,,,,,
player,201609110oti,oti,MurrDe00,off_pct,75%,,,,,
player,201609110oti,oti,MurrDe00,defense,0,,,,,
player,201609110oti,oti,MurrDe00,def_pct,0%,,,,,
player,201609110oti,oti,MurrDe00,special_teams,0,,,,,
player,201609110oti,oti,MurrDe00,st_pct,0%,,,,,
player,201609110oti,oti,DougHa00,pos,WR,,,,,
player,201609110oti,oti,DougHa00,offense,37,,,,,
player,201609110oti,oti,DougHa00,off_pct,55%,,,,,
player,201609110oti,oti,DougHa00,defense,0,,,,,
player,201609110oti,oti,DougHa00,def_pct,0%,,,,,
player,201609110oti,oti,DougHa00,special_teams,0,,,,,
player,201609110oti,oti,DougHa00,st_pct,0%,,,,,
player,201609110oti,oti,MattRi00,pos,WR,,,,,
player,201609110oti,oti,MattRi00,offense,35,,,,,
player,201609110oti,oti,MattRi00,off_pct,52%,,,,,
player,201609110oti,oti,MattRi00,defense,0,,,,,
player,201609110oti,oti,MattRi00,def_pct,0%,,,,,
player,201609110oti,oti,MattRi00,special_teams,0,,,,,
player,201609110oti,oti,MattRi00,st_pct,0%,,,,,
player,201609110oti,oti,FasaAn00,pos,TE,,,,,
player,201609110oti,oti,FasaAn00,offense,25,,,,,
player,201609110oti,oti,FasaAn00,off_pct,37%,,,,,
player,201609110oti,oti,FasaAn00,defense,0,,,,,
player,201609110oti,oti,FasaAn00,def_pct,0%,,,,,
player,201609110oti,oti,FasaAn00,special_teams,2,,,,,
player,201609110oti,oti,FasaAn00,st_pct,7%,,,,,
player,201609110oti,oti,JohnAn02,pos,WR,,,,,
player,201609110oti,oti,JohnAn02,offense,24,,,,,
player,201609110oti,oti,JohnAn02,off_pct,36%,,,,,
player,201609110oti,oti,JohnAn02,defense,0,,,,,
player,201609110oti,oti,JohnAn02,def_pct,0%,,,,,
player,201609110oti,oti,JohnAn02,special_teams,0,,,,,
player,201609110oti,oti,JohnAn02,st_pct,0%,,,,,
player,201609110oti,oti,HenrDe00,pos,RB,,,,,
player,201609110oti,oti,HenrDe00,offense,21,,,,,
player,201609110oti,oti,HenrDe00,off_pct,31%,,,,,
player,201609110oti,oti,HenrDe00,defense,0,,,,,
player,201609110oti,oti,HenrDe00,def_pct,0%,,,,,
player,201609110oti,oti,HenrDe00,special_teams,0,,,,,
player,201609110oti,oti,HenrDe00,st_pct,0%,,,,,
player,201609110oti,oti,SupePh00,pos,TE,,,,,
player,201609110oti,oti,SupePh00,offense,14,,,,,
player,201609110oti,oti,SupePh00,off_pct,21%,,,,,
player,201609110oti,oti,SupePh00,defense,0,,,,,
player,201609110oti,oti,SupePh00,def_pct,0%,,,,,
player,201609110oti,oti,SupePh00,special_teams,18,,,,,
player,201609110oti,oti,SupePh00,st_pct,62%,,,,,
player,201609110oti,oti,FowlJa00,pos,FB,,,,,
player,201609110oti,oti,FowlJa00,offense,11,,,,,
player,201609110oti,oti,FowlJa00,off_pct,16%,,,,,
player,201609110oti,oti,FowlJa00,defense,0,,,,,
player,201609110oti,oti,FowlJa00,def_pct,0%,,,,,
player,201609110oti,oti,FowlJa00,special_teams,6,,,,,
player,201609110oti,oti,FowlJa00,st_pct,21%,,,,,
player,201609110oti,oti,KellDe00,pos,T,,,,,
player,201609110oti,oti,KellDe00,offense,1,,,,,
player,201609110oti,oti,KellDe00,off_pct,1%,,,,,
player,201609110oti,oti,KellDe00,defense,0,,,,,
player,201609110oti,oti,KellDe00,def_pct,0%,,,,,
player,201609110oti,oti,KellDe00,special_teams,2,,,,,
player,201609110oti,oti,KellDe00,st_pct,7%,,,,,
player,201609110oti,oti,WillAv00,pos,LB,,,,,
player,201609110oti,oti,WillAv00,offense,0,,,,,
player,201609110oti,oti,WillAv00,off_pct,0%,,,,,
player,201609110oti,oti,WillAv00,defense,63,,,,,
player,201609110oti,oti,WillAv00,def_pct,100%,,,,,
player,201609110oti,oti,WillAv00,special_teams,9,,,,,
player,201609110oti,oti,WillAv00,st_pct,31%,,,,,
player,201609110oti,oti,McCoJa99,pos,CB,,,,,
player,201609110oti,oti,McCoJa99,offense,0,,,,,
player,201609110oti,oti,McCoJa99,off_pct,0%,,,,,
player,201609110oti,oti,McCoJa99,defense,60,,,,,
player,201609110oti,oti,McCoJa99,def_pct,95%,,,,,
player,201609110oti,oti,McCoJa99,special_teams,6,,,,,
player,201609110oti,oti,McCoJa99,st_pct,21%,,,,,
player,201609110oti,oti,CoxxPe99,pos,CB,,,,,
player,201609110oti,oti,CoxxPe99,offense,0,,,,,
player,201609110oti,oti,CoxxPe99,off_pct,0%,,,,,
player,201609110oti,oti,CoxxPe99,defense,52,,,,,
player,201609110oti,oti,CoxxPe99,def_pct,83%,,,,,
player,201609110oti,oti,CoxxPe99,special_teams,10,,,,,
player,201609110oti,oti,CoxxPe99,st_pct,34%,,,,,
player,201609110oti,oti,JohnRa98,pos,FS,,,,,
player,201609110oti,oti,JohnRa98,offense,0,,,,,
player,201609110oti,oti,JohnRa98,off_pct,0%,,,,,
player,201609110oti,oti,JohnRa98,defense,48,,,,,
player,201609110oti,oti,JohnRa98,def_pct,76%,,,,,
player,201609110oti,oti,JohnRa98,special_teams,12,,,,,
player,201609110oti,oti,JohnRa98,st_pct,41%,,,,,
player,201609110oti,oti,OrakBr99,pos,LB,,,,,
player,201609110oti,oti,OrakBr99,offense,0,,,,,
player,201609110oti,oti,OrakBr99,off_pct,0%,,,,,
player,201609110oti,oti,OrakBr99,defense,47,,,,,
player,201609110oti,oti,OrakBr99,def_pct,75%,,,,,
player,201609110oti,oti,OrakBr99,special_teams,6,,,,,
player,201609110oti,oti,OrakBr99,st_pct,21%,,,,,
player,201609110oti,oti,CaseJu00,pos,DT,,,,,
player,201609110oti,oti,CaseJu00,offense,0,,,,,
player,201609110oti,oti,CaseJu00,off_pct,0%,,,,,
player,201609110oti,oti,CaseJu00,defense,46,,,,,
player,201609110oti,oti,CaseJu00,def_pct,73%,,,,,
player,201609110oti,oti,CaseJu00,special_teams,8,,,,,
player,201609110oti,oti,CaseJu00,st_pct,28%,,,,,
player,201609110oti,oti,SearDa00,pos,SS,,,,,
player,201609110oti,oti,SearDa00,offense,0,,,,,
player,201609110oti,oti,SearDa00,off_pct,0%,,,,,
player,201609110oti,oti,SearDa00,defense,42,,,,,
player,201609110oti,oti,SearDa00,def_pct,67%,,,,,
player,201609110oti,oti,SearDa00,special_teams,15,,,,,
player,201609110oti,oti,SearDa00,st_pct,52%,,,,,
player,201609110oti,oti,StafDa00,pos,SS,,,,,
player,201609110oti,oti,StafDa00,offense,0,,,,,
player,201609110oti,oti,StafDa00,off_pct,0%,,,,,
player,201609110oti,oti,StafDa00,defense,40,,,,,
player,201609110oti,oti,StafDa00,def_pct,63%,,,,,
player,201609110oti,oti,StafDa00,special_teams,19,,,,,
player,201609110oti,oti,StafDa00,st_pct,66%,,,,,
player,201609110oti,oti,MorgDe99,pos,LB,,,,,
player,201609110oti,oti,MorgDe99,offense,0,,,,,
player,201609110oti,oti,MorgDe99,off_pct,0%,,,,,
player,201609110oti,oti,MorgDe99,defense,40,,,,,
player,201609110oti,oti,MorgDe99,def_pct,63%,,,,,
player,201609110oti,oti,MorgDe99,special_teams,2,,,,,
player,201609110oti,oti,MorgDe99,st_pct,7%,,,,,
player,201609110oti,oti,JoneDa04,pos,DE,,,,,
player,201609110oti,oti,JoneDa04,offense,0,,,,,
player,201609110oti,oti,JoneDa04,off_pct,0%,,,,,
player,201609110oti,oti,JoneDa04,defense,34,,,,,
player,201609110oti,oti,JoneDa04,def_pct,54%,,,,,
player,201609110oti,oti,JoneDa04,special_teams,7,,,,,
player,201609110oti,oti,JoneDa04,st_pct,24%,,,,,
player,201609110oti,oti,McCaBr99,pos,CB,,,,,
player,201609110oti,oti,McCaBr99,offense,0,,,,,
player,201609110oti,oti,McCaBr99,off_pct,0%,,,,,
player,201609110oti,oti,McCaBr99,defense,33,,,,,
player,201609110oti,oti,McCaBr99,def_pct,52%,,,,,
player,201609110oti,oti,McCaBr99,special_teams,5,,,,,
player,201609110oti,oti,McCaBr99,st_pct,17%,,,,,
player,201609110oti,oti,WoodWe20,pos,LB,,,,,
player,201609110oti,oti,WoodWe20,offense,0,,,,,
player,201609110oti,oti,WoodWe20,off_pct,0%,,,,,
player,201609110oti,oti,WoodWe20,defense,30,,,,,
player,201609110oti,oti,WoodWe20,def_pct,48%,,,,,
player,201609110oti,oti,WoodWe20,special_teams,14,,,,,
player,201609110oti,oti,WoodWe20,st_pct,48%,,,,,
player,201609110oti,oti,BassDa00,pos,LB,,,,,
player,201609110oti,oti,BassDa00,offense,0,,,,,
player,201609110oti,oti,BassDa00,off_pct,0%,,,,,
player,201609110oti,oti,BassDa00,defense,26,,,,,
player,201609110oti,oti,BassDa00,def_pct,41%,,,,,
player,201609110oti,oti,BassDa00,special_teams,19,,,,,
player,201609110oti,oti,BassDa00,st_pct,66%,,,,,
player,201609110oti,oti,KlugKa00,pos,DT,,,,,
player,201609110oti,oti,KlugKa00,offense,0,,,,,
player,201609110oti,oti,KlugKa00,off_pct,0%,,,,,
player,201609110oti,oti,KlugKa00,defense,26,,,,,
player,201609110oti,oti,KlugKa00,def_pct,41%,,,,,
player,201609110oti,oti,KlugKa00,special_teams,10,,,,,
player,201609110oti,oti,KlugKa00,st_pct,34%,,,,,
player,201609110oti,oti,WoodAl99,pos,NT,,,,,
player,201609110oti,oti,WoodAl99,offense,0,,,,,
player,201609110oti,oti,WoodAl99,off_pct,0%,,,,,
player,201609110oti,oti,WoodAl99,defense,25,,,,,
player,201609110oti,oti,WoodAl99,def_pct,40%,,,,,
player,201609110oti,oti,WoodAl99,special_teams,9,,,,,
player,201609110oti,oti,WoodAl99,st_pct,31%,,,,,
player,201609110oti,oti,SpenSe00,pos,LB,,,,,
player,201609110oti,oti,SpenSe00,offense,0,,,,,
player,201609110oti,oti,SpenSe00,off_pct,0%,,,,,
player,201609110oti,oti,SpenSe00,defense,22,,,,,
player,201609110oti,oti,SpenSe00,def_pct,35%,,,,,
player,201609110oti,oti,SpenSe00,special_teams,18,,,,,
player,201609110oti,oti,SpenSe00,st_pct,62%,,,,,
player,201609110oti,oti,ByarKe01,pos,DB,,,,,
player,201609110oti,oti,ByarKe01,offense,0,,,,,
player,201609110oti,oti,ByarKe01,off_pct,0%,,,,,
player,201609110oti,oti,ByarKe01,defense,21,,,,,
player,201609110oti,oti,ByarKe01,def_pct,33%,,,,,
player,201609110oti,oti,ByarKe01,special_teams,18,,,,,
player,201609110oti,oti,ByarKe01,st_pct,62%,,,,,
player,201609110oti,oti,BlacAn00,pos,DE,,,,,
player,201609110oti,oti,BlacAn00,offense,0,,,,,
player,201609110oti,oti,BlacAn00,off_pct,0%,,,,,
player,201609110oti,oti,BlacAn00,defense,15,,,,,
player,201609110oti,oti,BlacAn00,def_pct,24%,,,,,
player,201609110oti,oti,BlacAn00,special_teams,1,,,,,
player,201609110oti,oti,BlacAn00,st_pct,3%,,,,,
player,201609110oti,oti,DoddKe00,pos,DE,,,,,
player,201609110oti,oti,DoddKe00,offense,0,,,,,
player,201609110oti,oti,DoddKe00,off_pct,0%,,,,,
player,201609110oti,oti,DoddKe00,defense,13,,,,,
player,201609110oti,oti,DoddKe00,def_pct,21%,,,,,
player,201609110oti,oti,DoddKe00,special_teams,4,,,,,
player,201609110oti,oti,DoddKe00,st_pct,14%,,,,,
player,201609110oti,oti,JohnAu01,pos,NT,,,,,
player,201609110oti,oti,JohnAu01,offense,0,,,,,
player,201609110oti,oti,JohnAu01,off_pct,0%,,,,,
player,201609110oti,oti,JohnAu01,defense,10,,,,,
player,201609110oti,oti,JohnAu01,def_pct,16%,,,,,
player,201609110oti,oti,JohnAu01,special_teams,1,,,,,
player,201609110oti,oti,JohnAu01,st_pct,3%,,,,,
player,201609110oti,oti,BlakAn00,pos,CB,,,,,
player,201609110oti,oti,BlakAn00,offense,0,,,,,
player,201609110oti,oti,BlakAn00,off_pct,0%,,,,,
player,201609110oti,oti,BlakAn00,defense,0,,,,,
player,201609110oti,oti,BlakAn00,def_pct,0%,,,,,
player,201609110oti,oti,BlakAn00,special_teams,25,,,,,
player,201609110oti,oti,BlakAn00,st_pct,86%,,,,,
player,201609110oti,oti,PalmNa01,pos,LB,,,,,
player,201609110oti,oti,PalmNa01,offense,0,,,,,
player,201609110oti,oti,PalmNa01,off_pct,0%,,,,,
player,201609110oti,oti,PalmNa01,defense,0,,,,,
player,201609110oti,oti,PalmNa01,def_pct,0%,,,,,
player,201609110oti,oti,PalmNa01,special_teams,18,,,,,
player,201609110oti,oti,PalmNa01,st_pct,62%,,,,,
player,201609110oti,oti,AndrAn00,pos,RB,,,,,
player,201609110oti,oti,AndrAn00,offense,0,,,,,
player,201609110oti,oti,AndrAn00,off_pct,0%,,,,,
player,201609110oti,oti,AndrAn00,defense,0,,,,,
player,201609110oti,oti,AndrAn00,def_pct,0%,,,,,
player,201609110oti,oti,AndrAn00,special_teams,14,,,,,
player,201609110oti,oti,AndrAn00,st_pct,48%,,,,,
player,201609110oti,oti,MariMa00,pos,WR,,,,,
player,201609110oti,oti,MariMa00,offense,0,,,,,
player,201609110oti,oti,MariMa00,off_pct,0%,,,,,
player,201609110oti,oti,MariMa00,defense,0,,,,,
player,201609110oti,oti,MariMa00,def_pct,0%,,,,,
player,201609110oti,oti,MariMa00,special_teams,11,,,,,
player,201609110oti,oti,MariMa00,st_pct,38%,,,,,
player,201609110oti,oti,BrinBe00,pos,LS,,,,,
player,201609110oti,oti,BrinBe00,offense,0,,,,,
player,201609110oti,oti,BrinBe00,off_pct,0%,,,,,
player,201609110oti,oti,BrinBe00,defense,0,,,,,
player,201609110oti,oti,BrinBe00,def_pct,0%,,,,,
player,201609110oti,oti,BrinBe00,special_teams,7,,,,,
player,201609110oti,oti,BrinBe00,st_pct,24%,,,,,
player,201609110oti,oti,KernBr20,pos,P,,,,,
player,201609110oti,oti,KernBr20,offense,0,,,,,
player,201609110oti,oti,KernBr20,off_pct,0%,,,,,
player,201609110oti,oti,KernBr20,defense,0,,,,,
player,201609110oti,oti,KernBr20,def_pct,0%,,,,,
player,201609110oti,oti,KernBr20,special_teams,7,,,,,
player,201609110oti,oti,KernBr20,st_pct,24%,,,,,
player,201609110oti,oti,SuccRy44,pos,K,,,,,
player,201609110oti,oti,SuccRy44,offense,0,,,,,
player,201609110oti,oti,SuccRy44,off_pct,0%,,,,,
player,201609110oti,oti,SuccRy44,defense,0,,,,,
player,201609110oti,oti,SuccRy44,def_pct,0%,,,,,
player,201609110oti,oti,SuccRy44,special_teams,6,,,,,
player,201609110oti,oti,SuccRy44,st_pct,21%,,,,,
player,201609110oti,oti,SchwBr00,pos,C,,,,,
player,201609110oti,oti,SchwBr00,offense,0,,,,,
player,201609110oti,oti,SchwBr00,off_pct,0%,,,,,
player,201609110oti,oti,SchwBr00,defense,0,,,,,
player,201609110oti,oti,SchwBr00,def_pct,0%,,,,,
player,201609110oti,oti,SchwBr00,special_teams,2,,,,,
player,201609110oti,oti,SchwBr00,st_pct,7%,,,,,
player,201609110oti,min,KaliMa00,pos,T,,,,,
player,201609110oti,min,KaliMa00,offense,63,,,,,
player,201609110oti,min,KaliMa00,off_pct,100%,,,,,
player,201609110oti,min,KaliMa00,defense,0,,,,,
player,201609110oti,min,KaliMa00,def_pct,0%,,,,,
player,201609110oti,min,KaliMa00,special_teams,8,,,,,
player,201609110oti,min,KaliMa00,st_pct,28%,,,,,
player,201609110oti,min,SmitAn23,pos,T,,,,,
player,201609110oti,min,SmitAn23,offense,63,,,,,
player,201609110oti,min,SmitAn23,off_pct,100%,,,,,
player,201609110oti,min,SmitAn23,defense,0,,,,,
player,201609110oti,min,SmitAn23,def_pct,0%,,,,,
player,201609110oti,min,SmitAn23,special_teams,8,,,,,
player,201609110oti,min,SmitAn23,st_pct,28%,,,,,
player,201609110oti,min,BergJo20,pos,C,,,,,
player,201609110oti,min,BergJo20,offense,63,,,,,
player,201609110oti,min,BergJo20,off_pct,100%,,,,,
player,201609110oti,min,BergJo20,defense,0,,,,,
player,201609110oti,min,BergJo20,def_pct,0%,,,,,
player,201609110oti,min,BergJo20,special_teams,8,,,,,
player,201609110oti,min,BergJo20,st_pct,28%,,,,,
player,201609110oti,min,BoonAl21,pos,G,,,,,
player,201609110oti,min,BoonAl21,offense,63,,,,,
player,201609110oti,min,BoonAl21,off_pct,100%,,,,,
player,201609110oti,min,BoonAl21,defense,0,,,,,
player,201609110oti,min,BoonAl21,def_pct,0%,,,,,
player,201609110oti,min,BoonAl21,special_teams,8,,,,,
player,201609110oti,min,BoonAl21,st_pct,28%,,,,,
player,201609110oti,min,FuscBr00,pos,G,,,,,
player,201609110oti,min,FuscBr00,offense,63,,,,,
player,201609110oti,min,FuscBr00,off_pct,100%,,,,,
player,201609110oti,min,FuscBr00,defense,0,,,,,
player,201609110oti,min,FuscBr00,def_pct,0%,,,,,
player,201609110oti,min,FuscBr00,special_teams,8,,,,,
player,201609110oti,min,FuscBr00,st_pct,28%,,,,,
player,201609110oti,min,HillSh00,pos,QB,,,,,
player,201609110oti,min,HillSh00,offense,63,,,,,
player,201609110oti,min,HillSh00,off_pct,100%,,,,,
player,201609110oti,min,HillSh00,defense,0,,,,,
player,201609110oti,min,HillSh00,def_pct,0%,,,,,
player,201609110oti,min,HillSh00,special_teams,0,,,,,
player,201609110oti,min,HillSh00,st_pct,0%,,,,,
player,201609110oti,min,RudoKy00,pos,TE,,,,,
player,201609110oti,min,RudoKy00,offense,58,,,,,
player,201609110oti,min,RudoKy00,off_pct,92%,,,,,
player,201609110oti,min,RudoKy00,defense,0,,,,,
player,201609110oti,min,RudoKy00,def_pct,0%,,,,,
player,201609110oti,min,RudoKy00,special_teams,9,,,,,
player,201609110oti,min,RudoKy00,st_pct,31%,,,,,
player,201609110oti,min,DiggSt00,pos,WR,,,,,
player,201609110oti,min,DiggSt00,offense,56,,,,,
player,201609110oti,min,DiggSt00,off_pct,89%,,,,,
player,201609110oti,min,DiggSt00,defense,0,,,,,
player,201609110oti,min,DiggSt00,def_pct,0%,,,,,
player,201609110oti,min,DiggSt00,special_teams,0,,,,,
player,201609110oti,min,DiggSt00,st_pct,0%,,,,,
player,201609110oti,min,JohnCh08,pos,WR,,,,,
player,201609110oti,min,JohnCh08,offense,49,,,,,
player,201609110oti,min,JohnCh08,off_pct,78%,,,,,
player,201609110oti,min,JohnCh08,defense,0,,,,,
player,201609110oti,min,JohnCh08,def_pct,0%,,,,,
player,201609110oti,min,JohnCh08,special_teams,0,,,,,
player,201609110oti,min,JohnCh08,st_pct,0%,,,,,
player,201609110oti,min,PeteAd01,pos,RB,,,,,
player,201609110oti,min,PeteAd01,offense,38,,,,,
player,201609110oti,min,PeteAd01,off_pct,60%,,,,,
player,201609110oti,min,PeteAd01,defense,0,,,,,
player,201609110oti,min,PeteAd01,def_pct,0%,,,,,
player,201609110oti,min,PeteAd01,special_teams,0,,,,,
player,201609110oti,min,PeteAd01,st_pct,0%,,,,,
player,201609110oti,min,ThieAd00,pos,WR,,,,,
player,201609110oti,min,ThieAd00,offense,35,,,,,
player,201609110oti,min,ThieAd00,off_pct,56%,,,,,
player,201609110oti,min,ThieAd00,defense,0,,,,,
player,201609110oti,min,ThieAd00,def_pct,0%,,,,,
player,201609110oti,min,ThieAd00,special_teams,15,,,,,
player,201609110oti,min,ThieAd00,st_pct,52%,,,,,
player,201609110oti,min,MorgDa01,pos,TE,,,,,
player,201609110oti,min,MorgDa01,offense,20,,,,,
player,201609110oti,min,MorgDa01,off_pct,32%,,,,,
player,201609110oti,min,MorgDa01,defense,0,,,,,
player,201609110oti,min,MorgDa01,def_pct,0%,,,,,
player,201609110oti,min,MorgDa01,special_teams,4,,,,,
player,201609110oti,min,MorgDa01,st_pct,14%,,,,,
player,201609110oti,min,LineZa01,pos,FB,,,,,
player,201609110oti,min,LineZa01,offense,16,,,,,
player,201609110oti,min,LineZa01,off_pct,25%,,,,,
player,201609110oti,min,LineZa01,defense,0,,,,,
player,201609110oti,min,LineZa01,def_pct,0%,,,,,
player,201609110oti,min,LineZa01,special_teams,6,,,,,
player,201609110oti,min,LineZa01,st_pct,21%,,,,,
player,201609110oti,min,McKiJe00,pos,RB,,,,,
player,201609110oti,min,McKiJe00,offense,16,,,,,
player,201609110oti,min,McKiJe00,off_pct,25%,,,,,
player,201609110oti,min,McKiJe00,defense,0,,,,,
player,201609110oti,min,McKiJe00,def_pct,0%,,,,,
player,201609110oti,min,McKiJe00,special_teams,4,,,,,
player,201609110oti,min,McKiJe00,st_pct,14%,,,,,
player,201609110oti,min,ElliRh00,pos,TE,,,,,
player,201609110oti,min,ElliRh00,offense,13,,,,,
player,201609110oti,min,ElliRh00,off_pct,21%,,,,,
player,201609110oti,min,ElliRh00,defense,0,,,,,
player,201609110oti,min,ElliRh00,def_pct,0%,,,,,
player,201609110oti,min,ElliRh00,special_teams,12,,,,,
player,201609110oti,min,ElliRh00,st_pct,41%,,,,,
player,201609110oti,min,AsiaMa00,pos,RB,,,,,
player,201609110oti,min,AsiaMa00,offense,9,,,,,
player,201609110oti,min,AsiaMa00,off_pct,14%,,,,,
player,201609110oti,min,AsiaMa00,defense,0,,,,,
player,201609110oti,min,AsiaMa00,def_pct,0%,,,,,
player,201609110oti,min,AsiaMa00,special_teams,13,,,,,
player,201609110oti,min,AsiaMa00,st_pct,45%,,,,,
player,201609110oti,min,PattCo00,pos,WR,,,,,
player,201609110oti,min,PattCo00,offense,5,,,,,
player,201609110oti,min,PattCo00,off_pct,8%,,,,,
player,201609110oti,min,PattCo00,defense,0,,,,,
player,201609110oti,min,PattCo00,def_pct,0%,,,,,
player,201609110oti,min,PattCo00,special_teams,4,,,,,
player,201609110oti,min,PattCo00,st_pct,14%,,,,,
player,201609110oti,min,SendAn00,pos,SS,,,,,
player,201609110oti,min,SendAn00,offense,0,,,,,
player,201609110oti,min,SendAn00,off_pct,0%,,,,,
player,201609110oti,min,SendAn00,defense,67,,,,,
player,201609110oti,min,SendAn00,def_pct,100%,,,,,
player,201609110oti,min,SendAn00,special_teams,11,,,,,
player,201609110oti,min,SendAn00,st_pct,38%,,,,,
player,201609110oti,min,WaynTr00,pos,CB,,,,,
player,201609110oti,min,WaynTr00,offense,0,,,,,
player,201609110oti,min,WaynTr00,off_pct,0%,,,,,
player,201609110oti,min,WaynTr00,defense,67,,,,,
player,201609110oti,min,WaynTr00,def_pct,100%,,,,,
player,201609110oti,min,WaynTr00,special_teams,7,,,,,
player,201609110oti,min,WaynTr00,st_pct,24%,,,,,
player,201609110oti,min,BarrAn00,pos,LB,,,,,
player,201609110oti,min,BarrAn00,offense,0,,,,,
player,201609110oti,min,BarrAn00,off_pct,0%,,,,,
player,201609110oti,min,BarrAn00,defense,67,,,,,
player,201609110oti,min,BarrAn00,def_pct,100%,,,,,
player,201609110oti,min,BarrAn00,special_teams,4,,,,,
player,201609110oti,min,BarrAn00,st_pct,14%,,,,,
player,201609110oti,min,KendEr00,pos,LB,,,,,
player,201609110oti,min,KendEr00,offense,0,,,,,
player,201609110oti,min,KendEr00,off_pct,0%,,,,,
player,201609110oti,min,KendEr00,defense,67,,,,,
player,201609110oti,min,KendEr00,def_pct,100%,,,,,
player,201609110oti,min,KendEr00,special_teams,4,,,,,
player,201609110oti,min,KendEr00,st_pct,14%,,,,,
player,201609110oti,min,SmitHa00,pos,FS,,,,,
