game,2016,9,20161106,201611060ram,car,"Carolina Panthers",13,ram,"Los Angeles Rams",10
player,201611060ram,car,GradGi00,special_teams,0,,,,,
player,201611060ram,car,GradGi00,st_pct,0%,,,,,
player,201611060ram,car,NewtCa00,pos,QB,,,,,
player,201611060ram,car,NewtCa00,offense,64,,,,,
player,201611060ram,car,NewtCa00,off_pct,100%,,,,,
player,201611060ram,car,NewtCa00,defense,0,,,,,
player,201611060ram,car,NewtCa00,def_pct,0%,,,,,
player,201611060ram,car,NewtCa00,special_teams,0,,,,,
player,201611060ram,car,NewtCa00,st_pct,0%,,,,,
player,201611060ram,car,OlseGr00,pos,TE,,,,,
player,201611060ram,car,OlseGr00,offense,62,,,,,
player,201611060ram,car,OlseGr00,off_pct,97%,,,,,
player,201611060ram,car,OlseGr00,defense,0,,,,,
player,201611060ram,car,OlseGr00,def_pct,0%,,,,,
player,201611060ram,car,OlseGr00,special_teams,1,,,,,
player,201611060ram,car,OlseGr00,st_pct,4%,,,,,
player,201611060ram,car,BenjKe00,pos,WR,,,,,
player,201611060ram,car,BenjKe00,offense,53,,,,,
player,201611060ram,car,BenjKe00,off_pct,83%,,,,,
player,201611060ram,car,BenjKe00,defense,0,,,,,
player,201611060ram,car,BenjKe00,def_pct,0%,,,,,
player,201611060ram,car,BenjKe00,special_teams,1,,,,,
player,201611060ram,car,BenjKe00,st_pct,4%,,,,,
player,201611060ram,car,StewJo00,pos,RB,,,,,
player,201611060ram,car,StewJo00,offense,44,,,,,
player,201611060ram,car,StewJo00,off_pct,69%,,,,,
player,201611060ram,car,StewJo00,defense,0,,,,,
player,201611060ram,car,StewJo00,def_pct,0%,,,,,
player,201611060ram,car,StewJo00,special_teams,0,,,,,
player,201611060ram,car,StewJo00,st_pct,0%,,,,,
player,201611060ram,car,GinnTe00,pos,WR,,,,,
player,201611060ram,car,GinnTe00,offense,43,,,,,
player,201611060ram,car,GinnTe00,off_pct,67%,,,,,
player,201611060ram,car,GinnTe00,defense,0,,,,,
player,201611060ram,car,GinnTe00,def_pct,0%,,,,,
player,201611060ram,car,GinnTe00,special_teams,7,,,,,
player,201611060ram,car,GinnTe00,st_pct,27%,,,,,
player,201611060ram,car,BrowPh00,pos,WR,,,,,
player,201611060ram,car,BrowPh00,offense,33,,,,,
player,201611060ram,car,BrowPh00,off_pct,52%,,,,,
player,201611060ram,car,BrowPh00,defense,0,,,,,
player,201611060ram,car,BrowPh00,def_pct,0%,,,,,
player,201611060ram,car,BrowPh00,special_teams,3,,,,,
player,201611060ram,car,BrowPh00,st_pct,12%,,,,,
player,201611060ram,car,FuncDe00,pos,WR,,,,,
player,201611060ram,car,FuncDe00,offense,29,,,,,
player,201611060ram,car,FuncDe00,off_pct,45%,,,,,
player,201611060ram,car,FuncDe00,defense,0,,,,,
player,201611060ram,car,FuncDe00,def_pct,0%,,,,,
player,201611060ram,car,FuncDe00,special_teams,0,,,,,
player,201611060ram,car,FuncDe00,st_pct,0%,,,,,
player,201611060ram,car,DickEd00,pos,TE,,,,,
player,201611060ram,car,DickEd00,offense,23,,,,,
player,201611060ram,car,DickEd00,off_pct,36%,,,,,
player,201611060ram,car,DickEd00,defense,0,,,,,
player,201611060ram,car,DickEd00,def_pct,0%,,,,,
player,201611060ram,car,DickEd00,special_teams,6,,,,,
player,201611060ram,car,DickEd00,st_pct,23%,,,,,
player,201611060ram,car,WhitFo00,pos,RB,,,,,
player,201611060ram,car,WhitFo00,offense,15,,,,,
player,201611060ram,car,WhitFo00,off_pct,23%,,,,,
player,201611060ram,car,WhitFo00,defense,0,,,,,
player,201611060ram,car,WhitFo00,def_pct,0%,,,,,
player,201611060ram,car,WhitFo00,special_teams,13,,,,,
player,201611060ram,car,WhitFo00,st_pct,50%,,,,,
player,201611060ram,car,TolbMi00,pos,FB,,,,,
player,201611060ram,car,TolbMi00,offense,13,,,,,
player,201611060ram,car,TolbMi00,off_pct,20%,,,,,
player,201611060ram,car,TolbMi00,defense,0,,,,,
player,201611060ram,car,TolbMi00,def_pct,0%,,,,,
player,201611060ram,car,TolbMi00,special_teams,7,,,,,
player,201611060ram,car,TolbMi00,st_pct,27%,,,,,
player,201611060ram,car,ScotCh23,pos,G,,,,,
player,201611060ram,car,ScotCh23,offense,3,,,,,
player,201611060ram,car,ScotCh23,off_pct,5%,,,,,
player,201611060ram,car,ScotCh23,defense,0,,,,,
player,201611060ram,car,ScotCh23,def_pct,0%,,,,,
player,201611060ram,car,ScotCh23,special_teams,6,,,,,
player,201611060ram,car,ScotCh23,st_pct,23%,,,,,
player,201611060ram,car,BersBr00,pos,WR,,,,,
player,201611060ram,car,BersBr00,offense,2,,,,,
player,201611060ram,car,BersBr00,off_pct,3%,,,,,
player,201611060ram,car,BersBr00,defense,0,,,,,
player,201611060ram,car,BersBr00,def_pct,0%,,,,,
player,201611060ram,car,BersBr00,special_teams,12,,,,,
player,201611060ram,car,BersBr00,st_pct,46%,,,,,
player,201611060ram,car,ColeKu99,pos,SS,,,,,
player,201611060ram,car,ColeKu99,offense,0,,,,,
player,201611060ram,car,ColeKu99,off_pct,0%,,,,,
player,201611060ram,car,ColeKu99,defense,68,,,,,
player,201611060ram,car,ColeKu99,def_pct,100%,,,,,
player,201611060ram,car,ColeKu99,special_teams,11,,,,,
player,201611060ram,car,ColeKu99,st_pct,42%,,,,,
player,201611060ram,car,WorlDa00,pos,CB,,,,,
player,201611060ram,car,WorlDa00,offense,0,,,,,
player,201611060ram,car,WorlDa00,off_pct,0%,,,,,
player,201611060ram,car,WorlDa00,defense,68,,,,,
player,201611060ram,car,WorlDa00,def_pct,100%,,,,,
player,201611060ram,car,WorlDa00,special_teams,9,,,,,
player,201611060ram,car,WorlDa00,st_pct,35%,,,,,
player,201611060ram,car,KuecLu00,pos,LB,,,,,
player,201611060ram,car,KuecLu00,offense,0,,,,,
player,201611060ram,car,KuecLu00,off_pct,0%,,,,,
player,201611060ram,car,KuecLu00,defense,68,,,,,
player,201611060ram,car,KuecLu00,def_pct,100%,,,,,
player,201611060ram,car,KuecLu00,special_teams,7,,,,,
player,201611060ram,car,KuecLu00,st_pct,27%,,,,,
player,201611060ram,car,DaviTh20,pos,LB,,,,,
player,201611060ram,car,DaviTh20,offense,0,,,,,
player,201611060ram,car,DaviTh20,off_pct,0%,,,,,
player,201611060ram,car,DaviTh20,defense,68,,,,,
player,201611060ram,car,DaviTh20,def_pct,100%,,,,,
player,201611060ram,car,DaviTh20,special_teams,4,,,,,
player,201611060ram,car,DaviTh20,st_pct,15%,,,,,
player,201611060ram,car,BradJa00,pos,CB,,,,,
player,201611060ram,car,BradJa00,offense,0,,,,,
player,201611060ram,car,BradJa00,off_pct,0%,,,,,
player,201611060ram,car,BradJa00,defense,68,,,,,
player,201611060ram,car,BradJa00,def_pct,100%,,,,,
player,201611060ram,car,BradJa00,special_teams,3,,,,,
player,201611060ram,car,BradJa00,st_pct,12%,,,,,
player,201611060ram,car,ShorKa00,pos,DT,,,,,
player,201611060ram,car,ShorKa00,offense,0,,,,,
player,201611060ram,car,ShorKa00,off_pct,0%,,,,,
player,201611060ram,car,ShorKa00,defense,51,,,,,
player,201611060ram,car,ShorKa00,def_pct,75%,,,,,
player,201611060ram,car,ShorKa00,special_teams,6,,,,,
player,201611060ram,car,ShorKa00,st_pct,23%,,,,,
player,201611060ram,car,LotuSt00,pos,DT,,,,,
player,201611060ram,car,LotuSt00,offense,0,,,,,
player,201611060ram,car,LotuSt00,off_pct,0%,,,,,
player,201611060ram,car,LotuSt00,defense,51,,,,,
player,201611060ram,car,LotuSt00,def_pct,75%,,,,,
player,201611060ram,car,LotuSt00,special_teams,3,,,,,
player,201611060ram,car,LotuSt00,st_pct,12%,,,,,
player,201611060ram,car,JohnLe03,pos,CB,,,,,
player,201611060ram,car,JohnLe03,offense,0,,,,,
player,201611060ram,car,JohnLe03,off_pct,0%,,,,,
player,201611060ram,car,JohnLe03,defense,50,,,,,
player,201611060ram,car,JohnLe03,def_pct,74%,,,,,
player,201611060ram,car,JohnLe03,special_teams,6,,,,,
player,201611060ram,car,JohnLe03,st_pct,23%,,,,,
player,201611060ram,car,JohnCh98,pos,DE,,,,,
player,201611060ram,car,JohnCh98,offense,0,,,,,
player,201611060ram,car,JohnCh98,off_pct,0%,,,,,
player,201611060ram,car,JohnCh98,defense,50,,,,,
player,201611060ram,car,JohnCh98,def_pct,74%,,,,,
player,201611060ram,car,JohnCh98,special_teams,4,,,,,
player,201611060ram,car,JohnCh98,st_pct,15%,,,,,
player,201611060ram,car,BostTr00,pos,FS,,,,,
player,201611060ram,car,BostTr00,offense,0,,,,,
player,201611060ram,car,BostTr00,off_pct,0%,,,,,
player,201611060ram,car,BostTr00,defense,49,,,,,
player,201611060ram,car,BostTr00,def_pct,72%,,,,,
player,201611060ram,car,BostTr00,special_teams,9,,,,,
player,201611060ram,car,BostTr00,st_pct,35%,,,,,
player,201611060ram,car,EalyKo00,pos,DE,,,,,
player,201611060ram,car,EalyKo00,offense,0,,,,,
player,201611060ram,car,EalyKo00,off_pct,0%,,,,,
player,201611060ram,car,EalyKo00,defense,38,,,,,
player,201611060ram,car,EalyKo00,def_pct,56%,,,,,
player,201611060ram,car,EalyKo00,special_teams,6,,,,,
player,201611060ram,car,EalyKo00,st_pct,23%,,,,,
player,201611060ram,car,AddiMa00,pos,DE,,,,,
player,201611060ram,car,AddiMa00,offense,0,,,,,
player,201611060ram,car,AddiMa00,off_pct,0%,,,,,
player,201611060ram,car,AddiMa00,defense,35,,,,,
player,201611060ram,car,AddiMa00,def_pct,51%,,,,,
player,201611060ram,car,AddiMa00,special_teams,5,,,,,
player,201611060ram,car,AddiMa00,st_pct,19%,,,,,
player,201611060ram,car,HortWe00,pos,DE,,,,,
player,201611060ram,car,HortWe00,offense,0,,,,,
player,201611060ram,car,HortWe00,off_pct,0%,,,,,
player,201611060ram,car,HortWe00,defense,28,,,,,
player,201611060ram,car,HortWe00,def_pct,41%,,,,,
player,201611060ram,car,HortWe00,special_teams,0,,,,,
player,201611060ram,car,HortWe00,st_pct,0%,,,,,
player,201611060ram,car,GrifMi99,pos,FS,,,,,
player,201611060ram,car,GrifMi99,offense,0,,,,,
player,201611060ram,car,GrifMi99,off_pct,0%,,,,,
player,201611060ram,car,GrifMi99,defense,19,,,,,
player,201611060ram,car,GrifMi99,def_pct,28%,,,,,
player,201611060ram,car,GrifMi99,special_teams,15,,,,,
player,201611060ram,car,GrifMi99,st_pct,58%,,,,,
player,201611060ram,car,KleiAJ00,pos,LB,,,,,
player,201611060ram,car,KleiAJ00,offense,0,,,,,
player,201611060ram,car,KleiAJ00,off_pct,0%,,,,,
player,201611060ram,car,KleiAJ00,defense,18,,,,,
player,201611060ram,car,KleiAJ00,def_pct,26%,,,,,
player,201611060ram,car,KleiAJ00,special_teams,13,,,,,
player,201611060ram,car,KleiAJ00,st_pct,50%,,,,,
player,201611060ram,car,SoliPa99,pos,DT,,,,,
player,201611060ram,car,SoliPa99,offense,0,,,,,
player,201611060ram,car,SoliPa99,off_pct,0%,,,,,
player,201611060ram,car,SoliPa99,defense,15,,,,,
player,201611060ram,car,SoliPa99,def_pct,22%,,,,,
player,201611060ram,car,SoliPa99,special_teams,4,,,,,
player,201611060ram,car,SoliPa99,st_pct,15%,,,,,
player,201611060ram,car,LoveKy00,pos,DT,,,,,
player,201611060ram,car,LoveKy00,offense,0,,,,,
player,201611060ram,car,LoveKy00,off_pct,0%,,,,,
player,201611060ram,car,LoveKy00,defense,4,,,,,
player,201611060ram,car,LoveKy00,def_pct,6%,,,,,
player,201611060ram,car,LoveKy00,special_teams,0,,,,,
player,201611060ram,car,LoveKy00,st_pct,0%,,,,,
player,201611060ram,car,WebbJo00,pos,QB,,,,,
player,201611060ram,car,WebbJo00,offense,0,,,,,
player,201611060ram,car,WebbJo00,off_pct,0%,,,,,
player,201611060ram,car,WebbJo00,defense,0,,,,,
player,201611060ram,car,WebbJo00,def_pct,0%,,,,,
player,201611060ram,car,WebbJo00,special_teams,16,,,,,
player,201611060ram,car,WebbJo00,st_pct,62%,,,,,
player,201611060ram,car,MayoDa00,pos,LB,,,,,
player,201611060ram,car,MayoDa00,offense,0,,,,,
player,201611060ram,car,MayoDa00,off_pct,0%,,,,,
player,201611060ram,car,MayoDa00,defense,0,,,,,
player,201611060ram,car,MayoDa00,def_pct,0%,,,,,
player,201611060ram,car,MayoDa00,special_teams,16,,,,,
player,201611060ram,car,MayoDa00,st_pct,62%,,,,,
player,201611060ram,car,NorrJa00,pos,LB,,,,,
player,201611060ram,car,NorrJa00,offense,0,,,,,
player,201611060ram,car,NorrJa00,off_pct,0%,,,,,
player,201611060ram,car,NorrJa00,defense,0,,,,,
player,201611060ram,car,NorrJa00,def_pct,0%,,,,,
player,201611060ram,car,NorrJa00,special_teams,15,,,,,
player,201611060ram,car,NorrJa00,st_pct,58%,,,,,
player,201611060ram,car,CashJe00,pos,LB,,,,,
player,201611060ram,car,CashJe00,offense,0,,,,,
player,201611060ram,car,CashJe00,off_pct,0%,,,,,
player,201611060ram,car,CashJe00,defense,0,,,,,
player,201611060ram,car,CashJe00,def_pct,0%,,,,,
player,201611060ram,car,CashJe00,special_teams,15,,,,,
player,201611060ram,car,CashJe00,st_pct,58%,,,,,
player,201611060ram,car,JansJ.00,pos,LS,,,,,
player,201611060ram,car,JansJ.00,offense,0,,,,,
player,201611060ram,car,JansJ.00,off_pct,0%,,,,,
player,201611060ram,car,JansJ.00,defense,0,,,,,
player,201611060ram,car,JansJ.00,def_pct,0%,,,,,
player,201611060ram,car,JansJ.00,special_teams,10,,,,,
player,201611060ram,car,JansJ.00,st_pct,38%,,,,,
player,201611060ram,car,LeexAn20,pos,P,,,,,
player,201611060ram,car,LeexAn20,offense,0,,,,,
player,201611060ram,car,LeexAn20,off_pct,0%,,,,,
player,201611060ram,car,LeexAn20,defense,0,,,,,
player,201611060ram,car,LeexAn20,def_pct,0%,,,,,
player,201611060ram,car,LeexAn20,special_teams,10,,,,,
player,201611060ram,car,LeexAn20,st_pct,38%,,,,,
player,201611060ram,car,GanoGr44,pos,K,,,,,
player,201611060ram,car,GanoGr44,offense,0,,,,,
player,201611060ram,car,GanoGr44,off_pct,0%,,,,,
player,201611060ram,car,GanoGr44,defense,0,,,,,
player,201611060ram,car,GanoGr44,def_pct,0%,,,,,
player,201611060ram,car,GanoGr44,special_teams,8,,,,,
player,201611060ram,car,GanoGr44,st_pct,31%,,,,,
player,201611060ram,car,JoneCo01,pos,FS,,,,,
player,201611060ram,car,JoneCo01,offense,0,,,,,
player,201611060ram,car,JoneCo01,off_pct,0%,,,,,
player,201611060ram,car,JoneCo01,defense,0,,,,,
player,201611060ram,car,JoneCo01,def_pct,0%,,,,,
player,201611060ram,car,JoneCo01,special_teams,8,,,,,
player,201611060ram,car,JoneCo01,st_pct,31%,,,,,
player,201611060ram,car,McClRo98,pos,CB,,,,,
player,201611060ram,car,McClRo98,offense,0,,,,,
player,201611060ram,car,McClRo98,off_pct,0%,,,,,
player,201611060ram,car,McClRo98,defense,0,,,,,
player,201611060ram,car,McClRo98,def_pct,0%,,,,,
player,201611060ram,car,McClRo98,special_teams,7,,,,,
player,201611060ram,car,McClRo98,st_pct,27%,,,,,
player,201611060ram,car,LarsTy00,pos,G,,,,,
player,201611060ram,car,LarsTy00,offense,0,,,,,
player,201611060ram,car,LarsTy00,off_pct,0%,,,,,
player,201611060ram,car,LarsTy00,defense,0,,,,,
player,201611060ram,car,LarsTy00,def_pct,0%,,,,,
player,201611060ram,car,LarsTy00,special_teams,4,,,,,
player,201611060ram,car,LarsTy00,st_pct,15%,,,,,
