game,2016,4,20161002,201610020was,cle,"Cleveland Browns",20,was,"Washington Redskins",31
player,201610020was,cle,JohnDu00,off_pct,57%,,,,,
player,201610020was,cle,JohnDu00,defense,0,,,,,
player,201610020was,cle,JohnDu00,def_pct,0%,,,,,
player,201610020was,cle,JohnDu00,special_teams,1,,,,,
player,201610020was,cle,JohnDu00,st_pct,4%,,,,,
player,201610020was,cle,CrowIs00,pos,RB,,,,,
player,201610020was,cle,CrowIs00,offense,34,,,,,
player,201610020was,cle,CrowIs00,off_pct,47%,,,,,
player,201610020was,cle,CrowIs00,defense,0,,,,,
player,201610020was,cle,CrowIs00,def_pct,0%,,,,,
player,201610020was,cle,CrowIs00,special_teams,0,,,,,
player,201610020was,cle,CrowIs00,st_pct,0%,,,,,
player,201610020was,cle,TelfRa00,pos,TE,,,,,
player,201610020was,cle,TelfRa00,offense,20,,,,,
player,201610020was,cle,TelfRa00,off_pct,28%,,,,,
player,201610020was,cle,TelfRa00,defense,0,,,,,
player,201610020was,cle,TelfRa00,def_pct,0%,,,,,
player,201610020was,cle,TelfRa00,special_teams,6,,,,,
player,201610020was,cle,TelfRa00,st_pct,26%,,,,,
player,201610020was,cle,DranSp00,pos,T,,,,,
player,201610020was,cle,DranSp00,offense,18,,,,,
player,201610020was,cle,DranSp00,off_pct,25%,,,,,
player,201610020was,cle,DranSp00,defense,0,,,,,
player,201610020was,cle,DranSp00,def_pct,0%,,,,,
player,201610020was,cle,DranSp00,special_teams,4,,,,,
player,201610020was,cle,DranSp00,st_pct,17%,,,,,
player,201610020was,cle,JohnMa06,pos,FB,,,,,
player,201610020was,cle,JohnMa06,offense,11,,,,,
player,201610020was,cle,JohnMa06,off_pct,15%,,,,,
player,201610020was,cle,JohnMa06,defense,0,,,,,
player,201610020was,cle,JohnMa06,def_pct,0%,,,,,
player,201610020was,cle,JohnMa06,special_teams,7,,,,,
player,201610020was,cle,JohnMa06,st_pct,30%,,,,,
player,201610020was,cle,HiggRa00,pos,WR,,,,,
player,201610020was,cle,HiggRa00,offense,7,,,,,
player,201610020was,cle,HiggRa00,off_pct,10%,,,,,
player,201610020was,cle,HiggRa00,defense,0,,,,,
player,201610020was,cle,HiggRa00,def_pct,0%,,,,,
player,201610020was,cle,HiggRa00,special_teams,4,,,,,
player,201610020was,cle,HiggRa00,st_pct,17%,,,,,
player,201610020was,cle,PoyeJo00,pos,FS,,,,,
player,201610020was,cle,PoyeJo00,offense,0,,,,,
player,201610020was,cle,PoyeJo00,off_pct,0%,,,,,
player,201610020was,cle,PoyeJo00,defense,62,,,,,
player,201610020was,cle,PoyeJo00,def_pct,100%,,,,,
player,201610020was,cle,PoyeJo00,special_teams,8,,,,,
player,201610020was,cle,PoyeJo00,st_pct,35%,,,,,
player,201610020was,cle,KirkCh00,pos,LB,,,,,
player,201610020was,cle,KirkCh00,offense,0,,,,,
player,201610020was,cle,KirkCh00,off_pct,0%,,,,,
player,201610020was,cle,KirkCh00,defense,62,,,,,
player,201610020was,cle,KirkCh00,def_pct,100%,,,,,
player,201610020was,cle,KirkCh00,special_teams,6,,,,,
player,201610020was,cle,KirkCh00,st_pct,26%,,,,,
player,201610020was,cle,DaviDe00,pos,LB,,,,,
player,201610020was,cle,DaviDe00,offense,0,,,,,
player,201610020was,cle,DaviDe00,off_pct,0%,,,,,
player,201610020was,cle,DaviDe00,defense,62,,,,,
player,201610020was,cle,DaviDe00,def_pct,100%,,,,,
player,201610020was,cle,DaviDe00,special_teams,5,,,,,
player,201610020was,cle,DaviDe00,st_pct,22%,,,,,
player,201610020was,cle,HadeJo99,pos,CB,,,,,
player,201610020was,cle,HadeJo99,offense,0,,,,,
player,201610020was,cle,HadeJo99,off_pct,0%,,,,,
player,201610020was,cle,HadeJo99,defense,60,,,,,
player,201610020was,cle,HadeJo99,def_pct,97%,,,,,
player,201610020was,cle,HadeJo99,special_teams,1,,,,,
player,201610020was,cle,HadeJo99,st_pct,4%,,,,,
player,201610020was,cle,TaylJa01,pos,CB,,,,,
player,201610020was,cle,TaylJa01,offense,0,,,,,
player,201610020was,cle,TaylJa01,off_pct,0%,,,,,
player,201610020was,cle,TaylJa01,defense,59,,,,,
player,201610020was,cle,TaylJa01,def_pct,95%,,,,,
player,201610020was,cle,TaylJa01,special_teams,4,,,,,
player,201610020was,cle,TaylJa01,st_pct,17%,,,,,
player,201610020was,cle,KindDe00,pos,SS,,,,,
player,201610020was,cle,KindDe00,offense,0,,,,,
player,201610020was,cle,KindDe00,off_pct,0%,,,,,
player,201610020was,cle,KindDe00,defense,58,,,,,
player,201610020was,cle,KindDe00,def_pct,94%,,,,,
player,201610020was,cle,KindDe00,special_teams,6,,,,,
player,201610020was,cle,KindDe00,st_pct,26%,,,,,
player,201610020was,cle,CoopXa00,pos,DE,,,,,
player,201610020was,cle,CoopXa00,offense,0,,,,,
player,201610020was,cle,CoopXa00,off_pct,0%,,,,,
player,201610020was,cle,CoopXa00,defense,42,,,,,
player,201610020was,cle,CoopXa00,def_pct,68%,,,,,
player,201610020was,cle,CoopXa00,special_teams,5,,,,,
player,201610020was,cle,CoopXa00,st_pct,22%,,,,,
player,201610020was,cle,ShelDa01,pos,NT,,,,,
player,201610020was,cle,ShelDa01,offense,0,,,,,
player,201610020was,cle,ShelDa01,off_pct,0%,,,,,
player,201610020was,cle,ShelDa01,defense,41,,,,,
player,201610020was,cle,ShelDa01,def_pct,66%,,,,,
player,201610020was,cle,ShelDa01,special_teams,0,,,,,
player,201610020was,cle,ShelDa01,st_pct,0%,,,,,
player,201610020was,cle,MedeJa00,pos,NT,,,,,
player,201610020was,cle,MedeJa00,offense,0,,,,,
player,201610020was,cle,MedeJa00,off_pct,0%,,,,,
player,201610020was,cle,MedeJa00,defense,38,,,,,
player,201610020was,cle,MedeJa00,def_pct,61%,,,,,
player,201610020was,cle,MedeJa00,special_teams,9,,,,,
player,201610020was,cle,MedeJa00,st_pct,39%,,,,,
player,201610020was,cle,OgbaEm00,pos,LB,,,,,
player,201610020was,cle,OgbaEm00,offense,0,,,,,
player,201610020was,cle,OgbaEm00,off_pct,0%,,,,,
player,201610020was,cle,OgbaEm00,defense,38,,,,,
player,201610020was,cle,OgbaEm00,def_pct,61%,,,,,
player,201610020was,cle,OgbaEm00,special_teams,8,,,,,
player,201610020was,cle,OgbaEm00,st_pct,35%,,,,,
player,201610020was,cle,BoddBr01,pos,CB,,,,,
player,201610020was,cle,BoddBr01,offense,0,,,,,
player,201610020was,cle,BoddBr01,off_pct,0%,,,,,
player,201610020was,cle,BoddBr01,defense,35,,,,,
player,201610020was,cle,BoddBr01,def_pct,56%,,,,,
player,201610020was,cle,BoddBr01,special_teams,13,,,,,
player,201610020was,cle,BoddBr01,st_pct,57%,,,,,
player,201610020was,cle,LemoCo00,pos,LB,,,,,
player,201610020was,cle,LemoCo00,offense,0,,,,,
player,201610020was,cle,LemoCo00,off_pct,0%,,,,,
player,201610020was,cle,LemoCo00,defense,33,,,,,
player,201610020was,cle,LemoCo00,def_pct,53%,,,,,
player,201610020was,cle,LemoCo00,special_teams,10,,,,,
player,201610020was,cle,LemoCo00,st_pct,43%,,,,,
player,201610020was,cle,PaeaSt00,pos,DE,,,,,
player,201610020was,cle,PaeaSt00,offense,0,,,,,
player,201610020was,cle,PaeaSt00,off_pct,0%,,,,,
player,201610020was,cle,PaeaSt00,defense,27,,,,,
player,201610020was,cle,PaeaSt00,def_pct,44%,,,,,
player,201610020was,cle,PaeaSt00,special_teams,0,,,,,
player,201610020was,cle,PaeaSt00,st_pct,0%,,,,,
player,201610020was,cle,SchoJo00,pos,LB,,,,,
player,201610020was,cle,SchoJo00,offense,0,,,,,
player,201610020was,cle,SchoJo00,off_pct,0%,,,,,
player,201610020was,cle,SchoJo00,defense,25,,,,,
player,201610020was,cle,SchoJo00,def_pct,40%,,,,,
player,201610020was,cle,SchoJo00,special_teams,14,,,,,
player,201610020was,cle,SchoJo00,st_pct,61%,,,,,
player,201610020was,cle,JohnCa01,pos,LB,,,,,
player,201610020was,cle,JohnCa01,offense,0,,,,,
player,201610020was,cle,JohnCa01,off_pct,0%,,,,,
player,201610020was,cle,JohnCa01,defense,17,,,,,
player,201610020was,cle,JohnCa01,def_pct,27%,,,,,
player,201610020was,cle,JohnCa01,special_teams,0,,,,,
player,201610020was,cle,JohnCa01,st_pct,0%,,,,,
player,201610020was,cle,CardTa00,pos,LB,,,,,
player,201610020was,cle,CardTa00,offense,0,,,,,
player,201610020was,cle,CardTa00,off_pct,0%,,,,,
player,201610020was,cle,CardTa00,defense,7,,,,,
player,201610020was,cle,CardTa00,def_pct,11%,,,,,
player,201610020was,cle,CardTa00,special_teams,19,,,,,
player,201610020was,cle,CardTa00,st_pct,83%,,,,,
player,201610020was,cle,WrigGa00,pos,DT,,,,,
player,201610020was,cle,WrigGa00,offense,0,,,,,
player,201610020was,cle,WrigGa00,off_pct,0%,,,,,
player,201610020was,cle,WrigGa00,defense,7,,,,,
player,201610020was,cle,WrigGa00,def_pct,11%,,,,,
player,201610020was,cle,WrigGa00,special_teams,5,,,,,
player,201610020was,cle,WrigGa00,st_pct,22%,,,,,
player,201610020was,cle,HolmTy01,pos,DE,,,,,
player,201610020was,cle,HolmTy01,offense,0,,,,,
player,201610020was,cle,HolmTy01,off_pct,0%,,,,,
player,201610020was,cle,HolmTy01,defense,6,,,,,
player,201610020was,cle,HolmTy01,def_pct,10%,,,,,
player,201610020was,cle,HolmTy01,special_teams,8,,,,,
player,201610020was,cle,HolmTy01,st_pct,35%,,,,,
player,201610020was,cle,HowaTr02,pos,CB,,,,,
player,201610020was,cle,HowaTr02,offense,0,,,,,
player,201610020was,cle,HowaTr02,off_pct,0%,,,,,
player,201610020was,cle,HowaTr02,defense,3,,,,,
player,201610020was,cle,HowaTr02,def_pct,5%,,,,,
player,201610020was,cle,HowaTr02,special_teams,13,,,,,
player,201610020was,cle,HowaTr02,st_pct,57%,,,,,
player,201610020was,cle,AlexDo01,pos,LB,,,,,
player,201610020was,cle,AlexDo01,offense,0,,,,,
player,201610020was,cle,AlexDo01,off_pct,0%,,,,,
player,201610020was,cle,AlexDo01,defense,0,,,,,
player,201610020was,cle,AlexDo01,def_pct,0%,,,,,
player,201610020was,cle,AlexDo01,special_teams,14,,,,,
player,201610020was,cle,AlexDo01,st_pct,61%,,,,,
player,201610020was,cle,JoneDo02,pos,FS,,,,,
player,201610020was,cle,JoneDo02,offense,0,,,,,
player,201610020was,cle,JoneDo02,off_pct,0%,,,,,
player,201610020was,cle,JoneDo02,defense,0,,,,,
player,201610020was,cle,JoneDo02,def_pct,0%,,,,,
player,201610020was,cle,JoneDo02,special_teams,14,,,,,
player,201610020was,cle,JoneDo02,st_pct,61%,,,,,
player,201610020was,cle,AtkiGe01,pos,RB,,,,,
player,201610020was,cle,AtkiGe01,offense,0,,,,,
player,201610020was,cle,AtkiGe01,off_pct,0%,,,,,
player,201610020was,cle,AtkiGe01,defense,0,,,,,
player,201610020was,cle,AtkiGe01,def_pct,0%,,,,,
player,201610020was,cle,AtkiGe01,special_teams,13,,,,,
player,201610020was,cle,AtkiGe01,st_pct,57%,,,,,
player,201610020was,cle,ParkCo03,pos,K,,,,,
player,201610020was,cle,ParkCo03,offense,0,,,,,
player,201610020was,cle,ParkCo03,off_pct,0%,,,,,
player,201610020was,cle,ParkCo03,defense,0,,,,,
player,201610020was,cle,ParkCo03,def_pct,0%,,,,,
player,201610020was,cle,ParkCo03,special_teams,8,,,,,
player,201610020was,cle,ParkCo03,st_pct,35%,,,,,
player,201610020was,cle,BurlMa00,pos,CB,,,,,
player,201610020was,cle,BurlMa00,offense,0,,,,,
player,201610020was,cle,BurlMa00,off_pct,0%,,,,,
player,201610020was,cle,BurlMa00,defense,0,,,,,
player,201610020was,cle,BurlMa00,def_pct,0%,,,,,
player,201610020was,cle,BurlMa00,special_teams,7,,,,,
player,201610020was,cle,BurlMa00,st_pct,30%,,,,,
player,201610020was,cle,ColqBr00,pos,P,,,,,
player,201610020was,cle,ColqBr00,offense,0,,,,,
player,201610020was,cle,ColqBr00,off_pct,0%,,,,,
player,201610020was,cle,ColqBr00,defense,0,,,,,
player,201610020was,cle,ColqBr00,def_pct,0%,,,,,
player,201610020was,cle,ColqBr00,special_teams,5,,,,,
player,201610020was,cle,ColqBr00,st_pct,22%,,,,,
player,201610020was,cle,HughCh01,pos,LS,,,,,
player,201610020was,cle,HughCh01,offense,0,,,,,
player,201610020was,cle,HughCh01,off_pct,0%,,,,,
player,201610020was,cle,HughCh01,defense,0,,,,,
player,201610020was,cle,HughCh01,def_pct,0%,,,,,
player,201610020was,cle,HughCh01,special_teams,5,,,,,
player,201610020was,cle,HughCh01,st_pct,22%,,,,,
player,201610020was,cle,BailAl01,pos,G,,,,,
player,201610020was,cle,BailAl01,offense,0,,,,,
player,201610020was,cle,BailAl01,off_pct,0%,,,,,
player,201610020was,cle,BailAl01,defense,0,,,,,
player,201610020was,cle,BailAl01,def_pct,0%,,,,,
player,201610020was,cle,BailAl01,special_teams,4,,,,,
player,201610020was,cle,BailAl01,st_pct,17%,,,,,
