game,2016,1,20160908,201609080den,car,"Carolina Panthers",20,den,"Denver Broncos",21
player,201609080den,car,TolbMi00,fumbles_lost,0,,,,,
player,201609080den,car,BenjKe00,pass_cmp,0,,,,,
player,201609080den,car,BenjKe00,pass_att,0,,,,,
player,201609080den,car,BenjKe00,pass_yds,0,,,,,
player,201609080den,car,BenjKe00,pass_td,0,,,,,
player,201609080den,car,BenjKe00,pass_int,0,,,,,
player,201609080den,car,BenjKe00,pass_sacked,0,,,,,
player,201609080den,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201609080den,car,BenjKe00,pass_long,0,,,,,
player,201609080den,car,BenjKe00,pass_rating,,,,,,
player,201609080den,car,BenjKe00,rush_att,0,,,,,
player,201609080den,car,BenjKe00,rush_yds,0,,,,,
player,201609080den,car,BenjKe00,rush_td,0,,,,,
player,201609080den,car,BenjKe00,rush_long,0,,,,,
player,201609080den,car,BenjKe00,targets,12,,,,,
player,201609080den,car,BenjKe00,rec,6,,,,,
player,201609080den,car,BenjKe00,rec_yds,91,,,,,
player,201609080den,car,BenjKe00,rec_td,1,,,,,
player,201609080den,car,BenjKe00,rec_long,17,,,,,
player,201609080den,car,BenjKe00,fumbles,0,,,,,
player,201609080den,car,BenjKe00,fumbles_lost,0,,,,,
player,201609080den,car,OlseGr00,pass_cmp,0,,,,,
player,201609080den,car,OlseGr00,pass_att,0,,,,,
player,201609080den,car,OlseGr00,pass_yds,0,,,,,
player,201609080den,car,OlseGr00,pass_td,0,,,,,
player,201609080den,car,OlseGr00,pass_int,0,,,,,
player,201609080den,car,OlseGr00,pass_sacked,0,,,,,
player,201609080den,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201609080den,car,OlseGr00,pass_long,0,,,,,
player,201609080den,car,OlseGr00,pass_rating,,,,,,
player,201609080den,car,OlseGr00,rush_att,0,,,,,
player,201609080den,car,OlseGr00,rush_yds,0,,,,,
player,201609080den,car,OlseGr00,rush_td,0,,,,,
player,201609080den,car,OlseGr00,rush_long,0,,,,,
player,201609080den,car,OlseGr00,targets,9,,,,,
player,201609080den,car,OlseGr00,rec,7,,,,,
player,201609080den,car,OlseGr00,rec_yds,73,,,,,
player,201609080den,car,OlseGr00,rec_td,0,,,,,
player,201609080den,car,OlseGr00,rec_long,18,,,,,
player,201609080den,car,OlseGr00,fumbles,0,,,,,
player,201609080den,car,OlseGr00,fumbles_lost,0,,,,,
player,201609080den,car,BrowPh00,pass_cmp,0,,,,,
player,201609080den,car,BrowPh00,pass_att,0,,,,,
player,201609080den,car,BrowPh00,pass_yds,0,,,,,
player,201609080den,car,BrowPh00,pass_td,0,,,,,
player,201609080den,car,BrowPh00,pass_int,0,,,,,
player,201609080den,car,BrowPh00,pass_sacked,0,,,,,
player,201609080den,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201609080den,car,BrowPh00,pass_long,0,,,,,
player,201609080den,car,BrowPh00,pass_rating,,,,,,
player,201609080den,car,BrowPh00,rush_att,0,,,,,
player,201609080den,car,BrowPh00,rush_yds,0,,,,,
player,201609080den,car,BrowPh00,rush_td,0,,,,,
player,201609080den,car,BrowPh00,rush_long,0,,,,,
player,201609080den,car,BrowPh00,targets,2,,,,,
player,201609080den,car,BrowPh00,rec,1,,,,,
player,201609080den,car,BrowPh00,rec_yds,11,,,,,
player,201609080den,car,BrowPh00,rec_td,0,,,,,
player,201609080den,car,BrowPh00,rec_long,11,,,,,
player,201609080den,car,BrowPh00,fumbles,0,,,,,
player,201609080den,car,BrowPh00,fumbles_lost,0,,,,,
player,201609080den,car,FuncDe00,pass_cmp,0,,,,,
player,201609080den,car,FuncDe00,pass_att,0,,,,,
player,201609080den,car,FuncDe00,pass_yds,0,,,,,
player,201609080den,car,FuncDe00,pass_td,0,,,,,
player,201609080den,car,FuncDe00,pass_int,0,,,,,
player,201609080den,car,FuncDe00,pass_sacked,0,,,,,
player,201609080den,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201609080den,car,FuncDe00,pass_long,0,,,,,
player,201609080den,car,FuncDe00,pass_rating,,,,,,
player,201609080den,car,FuncDe00,rush_att,0,,,,,
player,201609080den,car,FuncDe00,rush_yds,0,,,,,
player,201609080den,car,FuncDe00,rush_td,0,,,,,
player,201609080den,car,FuncDe00,rush_long,0,,,,,
player,201609080den,car,FuncDe00,targets,4,,,,,
player,201609080den,car,FuncDe00,rec,1,,,,,
player,201609080den,car,FuncDe00,rec_yds,9,,,,,
player,201609080den,car,FuncDe00,rec_td,0,,,,,
player,201609080den,car,FuncDe00,rec_long,9,,,,,
player,201609080den,car,FuncDe00,fumbles,0,,,,,
player,201609080den,car,FuncDe00,fumbles_lost,0,,,,,
player,201609080den,den,SiemTr00,pass_cmp,18,,,,,
player,201609080den,den,SiemTr00,pass_att,26,,,,,
player,201609080den,den,SiemTr00,pass_yds,178,,,,,
player,201609080den,den,SiemTr00,pass_td,1,,,,,
player,201609080den,den,SiemTr00,pass_int,2,,,,,
player,201609080den,den,SiemTr00,pass_sacked,2,,,,,
player,201609080den,den,SiemTr00,pass_sacked_yds,19,,,,,
player,201609080den,den,SiemTr00,pass_long,25,,,,,
player,201609080den,den,SiemTr00,pass_rating,69.1,,,,,
player,201609080den,den,SiemTr00,rush_att,5,,,,,
player,201609080den,den,SiemTr00,rush_yds,20,,,,,
player,201609080den,den,SiemTr00,rush_td,0,,,,,
player,201609080den,den,SiemTr00,rush_long,11,,,,,
player,201609080den,den,SiemTr00,targets,0,,,,,
player,201609080den,den,SiemTr00,rec,0,,,,,
player,201609080den,den,SiemTr00,rec_yds,0,,,,,
player,201609080den,den,SiemTr00,rec_td,0,,,,,
player,201609080den,den,SiemTr00,rec_long,0,,,,,
player,201609080den,den,SiemTr00,fumbles,0,,,,,
player,201609080den,den,SiemTr00,fumbles_lost,0,,,,,
player,201609080den,den,AndeC.00,pass_cmp,0,,,,,
player,201609080den,den,AndeC.00,pass_att,0,,,,,
player,201609080den,den,AndeC.00,pass_yds,0,,,,,
player,201609080den,den,AndeC.00,pass_td,0,,,,,
player,201609080den,den,AndeC.00,pass_int,0,,,,,
player,201609080den,den,AndeC.00,pass_sacked,0,,,,,
player,201609080den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201609080den,den,AndeC.00,pass_long,0,,,,,
player,201609080den,den,AndeC.00,pass_rating,,,,,,
player,201609080den,den,AndeC.00,rush_att,20,,,,,
player,201609080den,den,AndeC.00,rush_yds,92,,,,,
player,201609080den,den,AndeC.00,rush_td,1,,,,,
player,201609080den,den,AndeC.00,rush_long,28,,,,,
player,201609080den,den,AndeC.00,targets,5,,,,,
player,201609080den,den,AndeC.00,rec,4,,,,,
player,201609080den,den,AndeC.00,rec_yds,47,,,,,
player,201609080den,den,AndeC.00,rec_td,1,,,,,
player,201609080den,den,AndeC.00,rec_long,25,,,,,
player,201609080den,den,AndeC.00,fumbles,0,,,,,
player,201609080den,den,AndeC.00,fumbles_lost,0,,,,,
player,201609080den,den,JanoAn00,pass_cmp,0,,,,,
player,201609080den,den,JanoAn00,pass_att,0,,,,,
player,201609080den,den,JanoAn00,pass_yds,0,,,,,
player,201609080den,den,JanoAn00,pass_td,0,,,,,
player,201609080den,den,JanoAn00,pass_int,0,,,,,
player,201609080den,den,JanoAn00,pass_sacked,0,,,,,
player,201609080den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201609080den,den,JanoAn00,pass_long,0,,,,,
player,201609080den,den,JanoAn00,pass_rating,,,,,,
player,201609080den,den,JanoAn00,rush_att,1,,,,,
player,201609080den,den,JanoAn00,rush_yds,28,,,,,
player,201609080den,den,JanoAn00,rush_td,1,,,,,
player,201609080den,den,JanoAn00,rush_long,28,,,,,
player,201609080den,den,JanoAn00,targets,0,,,,,
player,201609080den,den,JanoAn00,rec,0,,,,,
player,201609080den,den,JanoAn00,rec_yds,0,,,,,
player,201609080den,den,JanoAn00,rec_td,0,,,,,
player,201609080den,den,JanoAn00,rec_long,0,,,,,
player,201609080den,den,JanoAn00,fumbles,0,,,,,
player,201609080den,den,JanoAn00,fumbles_lost,0,,,,,
player,201609080den,den,BookDe00,pass_cmp,0,,,,,
player,201609080den,den,BookDe00,pass_att,0,,,,,
player,201609080den,den,BookDe00,pass_yds,0,,,,,
player,201609080den,den,BookDe00,pass_td,0,,,,,
player,201609080den,den,BookDe00,pass_int,0,,,,,
player,201609080den,den,BookDe00,pass_sacked,0,,,,,
player,201609080den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201609080den,den,BookDe00,pass_long,0,,,,,
player,201609080den,den,BookDe00,pass_rating,,,,,,
player,201609080den,den,BookDe00,rush_att,3,,,,,
player,201609080den,den,BookDe00,rush_yds,8,,,,,
player,201609080den,den,BookDe00,rush_td,0,,,,,
player,201609080den,den,BookDe00,rush_long,6,,,,,
player,201609080den,den,BookDe00,targets,0,,,,,
player,201609080den,den,BookDe00,rec,0,,,,,
player,201609080den,den,BookDe00,rec_yds,0,,,,,
player,201609080den,den,BookDe00,rec_td,0,,,,,
player,201609080den,den,BookDe00,rec_long,0,,,,,
player,201609080den,den,BookDe00,fumbles,1,,,,,
player,201609080den,den,BookDe00,fumbles_lost,1,,,,,
player,201609080den,den,SandEm00,pass_cmp,0,,,,,
player,201609080den,den,SandEm00,pass_att,0,,,,,
player,201609080den,den,SandEm00,pass_yds,0,,,,,
player,201609080den,den,SandEm00,pass_td,0,,,,,
player,201609080den,den,SandEm00,pass_int,0,,,,,
player,201609080den,den,SandEm00,pass_sacked,0,,,,,
player,201609080den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201609080den,den,SandEm00,pass_long,0,,,,,
player,201609080den,den,SandEm00,pass_rating,,,,,,
player,201609080den,den,SandEm00,rush_att,0,,,,,
player,201609080den,den,SandEm00,rush_yds,0,,,,,
player,201609080den,den,SandEm00,rush_td,0,,,,,
player,201609080den,den,SandEm00,rush_long,0,,,,,
player,201609080den,den,SandEm00,targets,8,,,,,
player,201609080den,den,SandEm00,rec,5,,,,,
player,201609080den,den,SandEm00,rec_yds,49,,,,,
player,201609080den,den,SandEm00,rec_td,0,,,,,
player,201609080den,den,SandEm00,rec_long,15,,,,,
player,201609080den,den,SandEm00,fumbles,0,,,,,
player,201609080den,den,SandEm00,fumbles_lost,0,,,,,
player,201609080den,den,ThomDe03,pass_cmp,0,,,,,
player,201609080den,den,ThomDe03,pass_att,0,,,,,
player,201609080den,den,ThomDe03,pass_yds,0,,,,,
player,201609080den,den,ThomDe03,pass_td,0,,,,,
player,201609080den,den,ThomDe03,pass_int,0,,,,,
player,201609080den,den,ThomDe03,pass_sacked,0,,,,,
player,201609080den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201609080den,den,ThomDe03,pass_long,0,,,,,
player,201609080den,den,ThomDe03,pass_rating,,,,,,
player,201609080den,den,ThomDe03,rush_att,0,,,,,
player,201609080den,den,ThomDe03,rush_yds,0,,,,,
player,201609080den,den,ThomDe03,rush_td,0,,,,,
player,201609080den,den,ThomDe03,rush_long,0,,,,,
player,201609080den,den,ThomDe03,targets,6,,,,,
player,201609080den,den,ThomDe03,rec,4,,,,,
player,201609080den,den,ThomDe03,rec_yds,48,,,,,
player,201609080den,den,ThomDe03,rec_td,0,,,,,
player,201609080den,den,ThomDe03,rec_long,23,,,,,
player,201609080den,den,ThomDe03,fumbles,0,,,,,
player,201609080den,den,ThomDe03,fumbles_lost,0,,,,,
player,201609080den,den,GreeVi00,pass_cmp,0,,,,,
player,201609080den,den,GreeVi00,pass_att,0,,,,,
player,201609080den,den,GreeVi00,pass_yds,0,,,,,
player,201609080den,den,GreeVi00,pass_td,0,,,,,
player,201609080den,den,GreeVi00,pass_int,0,,,,,
player,201609080den,den,GreeVi00,pass_sacked,0,,,,,
player,201609080den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201609080den,den,GreeVi00,pass_long,0,,,,,
player,201609080den,den,GreeVi00,pass_rating,,,,,,
player,201609080den,den,GreeVi00,rush_att,0,,,,,
player,201609080den,den,GreeVi00,rush_yds,0,,,,,
player,201609080den,den,GreeVi00,rush_td,0,,,,,
player,201609080den,den,GreeVi00,rush_long,0,,,,,
player,201609080den,den,GreeVi00,targets,5,,,,,
player,201609080den,den,GreeVi00,rec,4,,,,,
player,201609080den,den,GreeVi00,rec_yds,28,,,,,
player,201609080den,den,GreeVi00,rec_td,0,,,,,
player,201609080den,den,GreeVi00,rec_long,13,,,,,
player,201609080den,den,GreeVi00,fumbles,0,,,,,
player,201609080den,den,GreeVi00,fumbles_lost,0,,,,,
player,201609080den,den,BibbKa00,pass_cmp,0,,,,,
player,201609080den,den,BibbKa00,pass_att,0,,,,,
player,201609080den,den,BibbKa00,pass_yds,0,,,,,
player,201609080den,den,BibbKa00,pass_td,0,,,,,
player,201609080den,den,BibbKa00,pass_int,0,,,,,
player,201609080den,den,BibbKa00,pass_sacked,0,,,,,
player,201609080den,den,BibbKa00,pass_sacked_yds,0,,,,,
player,201609080den,den,BibbKa00,pass_long,0,,,,,
player,201609080den,den,BibbKa00,pass_rating,,,,,,
player,201609080den,den,BibbKa00,rush_att,0,,,,,
player,201609080den,den,BibbKa00,rush_yds,0,,,,,
player,201609080den,den,BibbKa00,rush_td,0,,,,,
player,201609080den,den,BibbKa00,rush_long,0,,,,,
player,201609080den,den,BibbKa00,targets,1,,,,,
player,201609080den,den,BibbKa00,rec,1,,,,,
player,201609080den,den,BibbKa00,rec_yds,6,,,,,
player,201609080den,den,BibbKa00,rec_td,0,,,,,
player,201609080den,den,BibbKa00,rec_long,6,,,,,
player,201609080den,den,BibbKa00,fumbles,0,,,,,
player,201609080den,den,BibbKa00,fumbles_lost,0,,,,,
player,201609080den,den,NorwJo00,pass_cmp,0,,,,,
player,201609080den,den,NorwJo00,pass_att,0,,,,,
player,201609080den,den,NorwJo00,pass_yds,0,,,,,
player,201609080den,den,NorwJo00,pass_td,0,,,,,
player,201609080den,den,NorwJo00,pass_int,0,,,,,
player,201609080den,den,NorwJo00,pass_sacked,0,,,,,
player,201609080den,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201609080den,den,NorwJo00,pass_long,0,,,,,
player,201609080den,den,NorwJo00,pass_rating,,,,,,
player,201609080den,den,NorwJo00,rush_att,0,,,,,
player,201609080den,den,NorwJo00,rush_yds,0,,,,,
player,201609080den,den,NorwJo00,rush_td,0,,,,,
player,201609080den,den,NorwJo00,rush_long,0,,,,,
player,201609080den,den,NorwJo00,targets,1,,,,,
player,201609080den,den,NorwJo00,rec,0,,,,,
player,201609080den,den,NorwJo00,rec_yds,0,,,,,
player,201609080den,den,NorwJo00,rec_td,0,,,,,
player,201609080den,den,NorwJo00,rec_long,0,,,,,
player,201609080den,den,NorwJo00,fumbles,0,,,,,
player,201609080den,den,NorwJo00,fumbles_lost,0,,,,,
player,201609080den,car,DaviTh20,def_int,1,,,,,
player,201609080den,car,DaviTh20,def_int_yds,4,,,,,
player,201609080den,car,DaviTh20,def_int_td,0,,,,,
player,201609080den,car,DaviTh20,def_int_long,4,,,,,
player,201609080den,car,DaviTh20,pass_defended,1,,,,,
player,201609080den,car,DaviTh20,sacks,0.0,,,,,
player,201609080den,car,DaviTh20,tackles_combined,4,,,,,
player,201609080den,car,DaviTh20,tackles_solo,4,,,,,
player,201609080den,car,DaviTh20,tackles_assists,0,,,,,
player,201609080den,car,DaviTh20,tackles_loss,1,,,,,
player,201609080den,car,DaviTh20,qb_hits,0,,,,,
player,201609080den,car,DaviTh20,fumbles_rec,0,,,,,
player,201609080den,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201609080den,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201609080den,car,DaviTh20,fumbles_forced,0,,,,,
player,201609080den,car,BenwBe00,def_int,1,,,,,
player,201609080den,car,BenwBe00,def_int_yds,1,,,,,
player,201609080den,car,BenwBe00,def_int_td,0,,,,,
player,201609080den,car,BenwBe00,def_int_long,1,,,,,
player,201609080den,car,BenwBe00,pass_defended,1,,,,,
player,201609080den,car,BenwBe00,sacks,0.0,,,,,
player,201609080den,car,BenwBe00,tackles_combined,2,,,,,
player,201609080den,car,BenwBe00,tackles_solo,2,,,,,
player,201609080den,car,BenwBe00,tackles_assists,0,,,,,
player,201609080den,car,BenwBe00,tackles_loss,0,,,,,
player,201609080den,car,BenwBe00,qb_hits,0,,,,,
player,201609080den,car,BenwBe00,fumbles_rec,0,,,,,
player,201609080den,car,BenwBe00,fumbles_rec_yds,0,,,,,
player,201609080den,car,BenwBe00,fumbles_rec_td,0,,,,,
player,201609080den,car,BenwBe00,fumbles_forced,0,,,,,
player,201609080den,car,BostTr00,def_int,0,,,,,
player,201609080den,car,BostTr00,def_int_yds,0,,,,,
player,201609080den,car,BostTr00,def_int_td,0,,,,,
player,201609080den,car,BostTr00,def_int_long,0,,,,,
player,201609080den,car,BostTr00,pass_defended,1,,,,,
player,201609080den,car,BostTr00,sacks,1.0,,,,,
player,201609080den,car,BostTr00,tackles_combined,4,,,,,
player,201609080den,car,BostTr00,tackles_solo,4,,,,,
player,201609080den,car,BostTr00,tackles_assists,0,,,,,
player,201609080den,car,BostTr00,tackles_loss,1,,,,,
player,201609080den,car,BostTr00,qb_hits,1,,,,,
player,201609080den,car,BostTr00,fumbles_rec,0,,,,,
player,201609080den,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201609080den,car,BostTr00,fumbles_rec_td,0,,,,,
player,201609080den,car,BostTr00,fumbles_forced,0,,,,,
player,201609080den,car,ButlVe00,def_int,0,,,,,
player,201609080den,car,ButlVe00,def_int_yds,0,,,,,
player,201609080den,car,ButlVe00,def_int_td,0,,,,,
player,201609080den,car,ButlVe00,def_int_long,0,,,,,
player,201609080den,car,ButlVe00,pass_defended,0,,,,,
player,201609080den,car,ButlVe00,sacks,1.0,,,,,
player,201609080den,car,ButlVe00,tackles_combined,1,,,,,
player,201609080den,car,ButlVe00,tackles_solo,1,,,,,
player,201609080den,car,ButlVe00,tackles_assists,0,,,,,
player,201609080den,car,ButlVe00,tackles_loss,1,,,,,
player,201609080den,car,ButlVe00,qb_hits,1,,,,,
player,201609080den,car,ButlVe00,fumbles_rec,0,,,,,
player,201609080den,car,ButlVe00,fumbles_rec_yds,0,,,,,
player,201609080den,car,ButlVe00,fumbles_rec_td,0,,,,,
player,201609080den,car,ButlVe00,fumbles_forced,0,,,,,
player,201609080den,car,KuecLu00,def_int,0,,,,,
player,201609080den,car,KuecLu00,def_int_yds,0,,,,,
player,201609080den,car,KuecLu00,def_int_td,0,,,,,
player,201609080den,car,KuecLu00,def_int_long,0,,,,,
player,201609080den,car,KuecLu00,pass_defended,0,,,,,
player,201609080den,car,KuecLu00,sacks,0.0,,,,,
player,201609080den,car,KuecLu00,tackles_combined,10,,,,,
player,201609080den,car,KuecLu00,tackles_solo,10,,,,,
player,201609080den,car,KuecLu00,tackles_assists,0,,,,,
player,201609080den,car,KuecLu00,tackles_loss,1,,,,,
player,201609080den,car,KuecLu00,qb_hits,0,,,,,
player,201609080den,car,KuecLu00,fumbles_rec,0,,,,,
player,201609080den,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201609080den,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201609080den,car,KuecLu00,fumbles_forced,0,,,,,
player,201609080den,car,BradJa00,def_int,0,,,,,
player,201609080den,car,BradJa00,def_int_yds,0,,,,,
player,201609080den,car,BradJa00,def_int_td,0,,,,,
player,201609080den,car,BradJa00,def_int_long,0,,,,,
player,201609080den,car,BradJa00,pass_defended,1,,,,,
player,201609080den,car,BradJa00,sacks,0.0,,,,,
player,201609080den,car,BradJa00,tackles_combined,6,,,,,
player,201609080den,car,BradJa00,tackles_solo,5,,,,,
player,201609080den,car,BradJa00,tackles_assists,1,,,,,
player,201609080den,car,BradJa00,tackles_loss,0,,,,,
player,201609080den,car,BradJa00,qb_hits,0,,,,,
player,201609080den,car,BradJa00,fumbles_rec,0,,,,,
player,201609080den,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201609080den,car,BradJa00,fumbles_rec_td,0,,,,,
player,201609080den,car,BradJa00,fumbles_forced,0,,,,,
player,201609080den,car,McClRo98,def_int,0,,,,,
player,201609080den,car,McClRo98,def_int_yds,0,,,,,
player,201609080den,car,McClRo98,def_int_td,0,,,,,
player,201609080den,car,McClRo98,def_int_long,0,,,,,
player,201609080den,car,McClRo98,pass_defended,0,,,,,
player,201609080den,car,McClRo98,sacks,0.0,,,,,
player,201609080den,car,McClRo98,tackles_combined,4,,,,,
player,201609080den,car,McClRo98,tackles_solo,4,,,,,
player,201609080den,car,McClRo98,tackles_assists,0,,,,,
player,201609080den,car,McClRo98,tackles_loss,0,,,,,
player,201609080den,car,McClRo98,qb_hits,0,,,,,
