game,2016,15,20161218,201612180atl,sfo,"San Francisco 49ers",13,atl,"Atlanta Falcons",41
player,201612180atl,sfo,HydeCa00,pass_yds,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_td,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_int,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_sacked,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_long,0,,,,,
player,201612180atl,sfo,HydeCa00,pass_rating,,,,,,
player,201612180atl,sfo,HydeCa00,rush_att,13,,,,,
player,201612180atl,sfo,HydeCa00,rush_yds,71,,,,,
player,201612180atl,sfo,HydeCa00,rush_td,0,,,,,
player,201612180atl,sfo,HydeCa00,rush_long,17,,,,,
player,201612180atl,sfo,HydeCa00,targets,3,,,,,
player,201612180atl,sfo,HydeCa00,rec,1,,,,,
player,201612180atl,sfo,HydeCa00,rec_yds,6,,,,,
player,201612180atl,sfo,HydeCa00,rec_td,0,,,,,
player,201612180atl,sfo,HydeCa00,rec_long,6,,,,,
player,201612180atl,sfo,HydeCa00,fumbles,1,,,,,
player,201612180atl,sfo,HydeCa00,fumbles_lost,1,,,,,
player,201612180atl,sfo,DrauSh00,pass_cmp,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_att,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_yds,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_td,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_int,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_sacked,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_long,0,,,,,
player,201612180atl,sfo,DrauSh00,pass_rating,,,,,,
player,201612180atl,sfo,DrauSh00,rush_att,4,,,,,
player,201612180atl,sfo,DrauSh00,rush_yds,15,,,,,
player,201612180atl,sfo,DrauSh00,rush_td,0,,,,,
player,201612180atl,sfo,DrauSh00,rush_long,9,,,,,
player,201612180atl,sfo,DrauSh00,targets,0,,,,,
player,201612180atl,sfo,DrauSh00,rec,0,,,,,
player,201612180atl,sfo,DrauSh00,rec_yds,0,,,,,
player,201612180atl,sfo,DrauSh00,rec_td,0,,,,,
player,201612180atl,sfo,DrauSh00,rec_long,0,,,,,
player,201612180atl,sfo,DrauSh00,fumbles,0,,,,,
player,201612180atl,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201612180atl,sfo,BellBl00,pass_cmp,0,,,,,
player,201612180atl,sfo,BellBl00,pass_att,0,,,,,
player,201612180atl,sfo,BellBl00,pass_yds,0,,,,,
player,201612180atl,sfo,BellBl00,pass_td,0,,,,,
player,201612180atl,sfo,BellBl00,pass_int,0,,,,,
player,201612180atl,sfo,BellBl00,pass_sacked,0,,,,,
player,201612180atl,sfo,BellBl00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,BellBl00,pass_long,0,,,,,
player,201612180atl,sfo,BellBl00,pass_rating,,,,,,
player,201612180atl,sfo,BellBl00,rush_att,0,,,,,
player,201612180atl,sfo,BellBl00,rush_yds,0,,,,,
player,201612180atl,sfo,BellBl00,rush_td,0,,,,,
player,201612180atl,sfo,BellBl00,rush_long,0,,,,,
player,201612180atl,sfo,BellBl00,targets,1,,,,,
player,201612180atl,sfo,BellBl00,rec,1,,,,,
player,201612180atl,sfo,BellBl00,rec_yds,45,,,,,
player,201612180atl,sfo,BellBl00,rec_td,0,,,,,
player,201612180atl,sfo,BellBl00,rec_long,45,,,,,
player,201612180atl,sfo,BellBl00,fumbles,0,,,,,
player,201612180atl,sfo,BellBl00,fumbles_lost,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_cmp,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_att,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_yds,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_td,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_int,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_sacked,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_long,0,,,,,
player,201612180atl,sfo,BurbAa00,pass_rating,,,,,,
player,201612180atl,sfo,BurbAa00,rush_att,0,,,,,
player,201612180atl,sfo,BurbAa00,rush_yds,0,,,,,
player,201612180atl,sfo,BurbAa00,rush_td,0,,,,,
player,201612180atl,sfo,BurbAa00,rush_long,0,,,,,
player,201612180atl,sfo,BurbAa00,targets,3,,,,,
player,201612180atl,sfo,BurbAa00,rec,2,,,,,
player,201612180atl,sfo,BurbAa00,rec_yds,29,,,,,
player,201612180atl,sfo,BurbAa00,rec_td,0,,,,,
player,201612180atl,sfo,BurbAa00,rec_long,15,,,,,
player,201612180atl,sfo,BurbAa00,fumbles,0,,,,,
player,201612180atl,sfo,BurbAa00,fumbles_lost,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_cmp,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_att,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_yds,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_td,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_int,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_sacked,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_long,0,,,,,
player,201612180atl,sfo,KerlJe00,pass_rating,,,,,,
player,201612180atl,sfo,KerlJe00,rush_att,0,,,,,
player,201612180atl,sfo,KerlJe00,rush_yds,0,,,,,
player,201612180atl,sfo,KerlJe00,rush_td,0,,,,,
player,201612180atl,sfo,KerlJe00,rush_long,0,,,,,
player,201612180atl,sfo,KerlJe00,targets,8,,,,,
player,201612180atl,sfo,KerlJe00,rec,5,,,,,
player,201612180atl,sfo,KerlJe00,rec_yds,28,,,,,
player,201612180atl,sfo,KerlJe00,rec_td,0,,,,,
player,201612180atl,sfo,KerlJe00,rec_long,8,,,,,
player,201612180atl,sfo,KerlJe00,fumbles,0,,,,,
player,201612180atl,sfo,KerlJe00,fumbles_lost,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_cmp,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_att,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_yds,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_td,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_int,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_sacked,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_long,0,,,,,
player,201612180atl,sfo,HarpCh01,pass_rating,,,,,,
player,201612180atl,sfo,HarpCh01,rush_att,0,,,,,
player,201612180atl,sfo,HarpCh01,rush_yds,0,,,,,
player,201612180atl,sfo,HarpCh01,rush_td,0,,,,,
player,201612180atl,sfo,HarpCh01,rush_long,0,,,,,
player,201612180atl,sfo,HarpCh01,targets,3,,,,,
player,201612180atl,sfo,HarpCh01,rec,3,,,,,
player,201612180atl,sfo,HarpCh01,rec_yds,26,,,,,
player,201612180atl,sfo,HarpCh01,rec_td,0,,,,,
player,201612180atl,sfo,HarpCh01,rec_long,12,,,,,
player,201612180atl,sfo,HarpCh01,fumbles,0,,,,,
player,201612180atl,sfo,HarpCh01,fumbles_lost,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_cmp,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_att,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_yds,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_td,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_int,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_sacked,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_long,0,,,,,
player,201612180atl,sfo,CeleGa00,pass_rating,,,,,,
player,201612180atl,sfo,CeleGa00,rush_att,0,,,,,
player,201612180atl,sfo,CeleGa00,rush_yds,0,,,,,
player,201612180atl,sfo,CeleGa00,rush_td,0,,,,,
player,201612180atl,sfo,CeleGa00,rush_long,0,,,,,
player,201612180atl,sfo,CeleGa00,targets,6,,,,,
player,201612180atl,sfo,CeleGa00,rec,2,,,,,
player,201612180atl,sfo,CeleGa00,rec_yds,22,,,,,
player,201612180atl,sfo,CeleGa00,rec_td,1,,,,,
player,201612180atl,sfo,CeleGa00,rec_long,16,,,,,
player,201612180atl,sfo,CeleGa00,fumbles,0,,,,,
player,201612180atl,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201612180atl,sfo,HammJe01,pass_cmp,0,,,,,
player,201612180atl,sfo,HammJe01,pass_att,0,,,,,
player,201612180atl,sfo,HammJe01,pass_yds,0,,,,,
player,201612180atl,sfo,HammJe01,pass_td,0,,,,,
player,201612180atl,sfo,HammJe01,pass_int,0,,,,,
player,201612180atl,sfo,HammJe01,pass_sacked,0,,,,,
player,201612180atl,sfo,HammJe01,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,HammJe01,pass_long,0,,,,,
player,201612180atl,sfo,HammJe01,pass_rating,,,,,,
player,201612180atl,sfo,HammJe01,rush_att,0,,,,,
player,201612180atl,sfo,HammJe01,rush_yds,0,,,,,
player,201612180atl,sfo,HammJe01,rush_td,0,,,,,
player,201612180atl,sfo,HammJe01,rush_long,0,,,,,
player,201612180atl,sfo,HammJe01,targets,4,,,,,
player,201612180atl,sfo,HammJe01,rec,2,,,,,
player,201612180atl,sfo,HammJe01,rec_yds,13,,,,,
player,201612180atl,sfo,HammJe01,rec_td,0,,,,,
player,201612180atl,sfo,HammJe01,rec_long,7,,,,,
player,201612180atl,sfo,HammJe01,fumbles,0,,,,,
player,201612180atl,sfo,HammJe01,fumbles_lost,0,,,,,
player,201612180atl,sfo,StreRo00,pass_cmp,0,,,,,
player,201612180atl,sfo,StreRo00,pass_att,0,,,,,
player,201612180atl,sfo,StreRo00,pass_yds,0,,,,,
player,201612180atl,sfo,StreRo00,pass_td,0,,,,,
player,201612180atl,sfo,StreRo00,pass_int,0,,,,,
player,201612180atl,sfo,StreRo00,pass_sacked,0,,,,,
player,201612180atl,sfo,StreRo00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,StreRo00,pass_long,0,,,,,
player,201612180atl,sfo,StreRo00,pass_rating,,,,,,
player,201612180atl,sfo,StreRo00,rush_att,0,,,,,
player,201612180atl,sfo,StreRo00,rush_yds,0,,,,,
player,201612180atl,sfo,StreRo00,rush_td,0,,,,,
player,201612180atl,sfo,StreRo00,rush_long,0,,,,,
player,201612180atl,sfo,StreRo00,targets,3,,,,,
player,201612180atl,sfo,StreRo00,rec,2,,,,,
player,201612180atl,sfo,StreRo00,rec_yds,11,,,,,
player,201612180atl,sfo,StreRo00,rec_td,1,,,,,
player,201612180atl,sfo,StreRo00,rec_long,6,,,,,
player,201612180atl,sfo,StreRo00,fumbles,0,,,,,
player,201612180atl,sfo,StreRo00,fumbles_lost,0,,,,,
player,201612180atl,sfo,PattQu00,pass_cmp,0,,,,,
player,201612180atl,sfo,PattQu00,pass_att,0,,,,,
player,201612180atl,sfo,PattQu00,pass_yds,0,,,,,
player,201612180atl,sfo,PattQu00,pass_td,0,,,,,
player,201612180atl,sfo,PattQu00,pass_int,0,,,,,
player,201612180atl,sfo,PattQu00,pass_sacked,0,,,,,
player,201612180atl,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201612180atl,sfo,PattQu00,pass_long,0,,,,,
player,201612180atl,sfo,PattQu00,pass_rating,,,,,,
player,201612180atl,sfo,PattQu00,rush_att,0,,,,,
player,201612180atl,sfo,PattQu00,rush_yds,0,,,,,
player,201612180atl,sfo,PattQu00,rush_td,0,,,,,
player,201612180atl,sfo,PattQu00,rush_long,0,,,,,
player,201612180atl,sfo,PattQu00,targets,2,,,,,
player,201612180atl,sfo,PattQu00,rec,2,,,,,
player,201612180atl,sfo,PattQu00,rec_yds,3,,,,,
player,201612180atl,sfo,PattQu00,rec_td,0,,,,,
player,201612180atl,sfo,PattQu00,rec_long,12,,,,,
player,201612180atl,sfo,PattQu00,fumbles,0,,,,,
player,201612180atl,sfo,PattQu00,fumbles_lost,0,,,,,
player,201612180atl,atl,RyanMa00,pass_cmp,17,,,,,
player,201612180atl,atl,RyanMa00,pass_att,23,,,,,
player,201612180atl,atl,RyanMa00,pass_yds,286,,,,,
player,201612180atl,atl,RyanMa00,pass_td,2,,,,,
player,201612180atl,atl,RyanMa00,pass_int,0,,,,,
player,201612180atl,atl,RyanMa00,pass_sacked,1,,,,,
player,201612180atl,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,RyanMa00,pass_long,59,,,,,
player,201612180atl,atl,RyanMa00,pass_rating,144.5,,,,,
player,201612180atl,atl,RyanMa00,rush_att,1,,,,,
player,201612180atl,atl,RyanMa00,rush_yds,-1,,,,,
player,201612180atl,atl,RyanMa00,rush_td,0,,,,,
player,201612180atl,atl,RyanMa00,rush_long,-1,,,,,
player,201612180atl,atl,RyanMa00,targets,0,,,,,
player,201612180atl,atl,RyanMa00,rec,0,,,,,
player,201612180atl,atl,RyanMa00,rec_yds,0,,,,,
player,201612180atl,atl,RyanMa00,rec_td,0,,,,,
player,201612180atl,atl,RyanMa00,rec_long,0,,,,,
player,201612180atl,atl,RyanMa00,fumbles,0,,,,,
player,201612180atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201612180atl,atl,SchaMa00,pass_cmp,1,,,,,
player,201612180atl,atl,SchaMa00,pass_att,1,,,,,
player,201612180atl,atl,SchaMa00,pass_yds,16,,,,,
player,201612180atl,atl,SchaMa00,pass_td,0,,,,,
player,201612180atl,atl,SchaMa00,pass_int,0,,,,,
player,201612180atl,atl,SchaMa00,pass_sacked,0,,,,,
player,201612180atl,atl,SchaMa00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,SchaMa00,pass_long,16,,,,,
player,201612180atl,atl,SchaMa00,pass_rating,118.7,,,,,
player,201612180atl,atl,SchaMa00,rush_att,0,,,,,
player,201612180atl,atl,SchaMa00,rush_yds,0,,,,,
player,201612180atl,atl,SchaMa00,rush_td,0,,,,,
player,201612180atl,atl,SchaMa00,rush_long,0,,,,,
player,201612180atl,atl,SchaMa00,targets,0,,,,,
player,201612180atl,atl,SchaMa00,rec,0,,,,,
player,201612180atl,atl,SchaMa00,rec_yds,0,,,,,
player,201612180atl,atl,SchaMa00,rec_td,0,,,,,
player,201612180atl,atl,SchaMa00,rec_long,0,,,,,
player,201612180atl,atl,SchaMa00,fumbles,0,,,,,
player,201612180atl,atl,SchaMa00,fumbles_lost,0,,,,,
player,201612180atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201612180atl,atl,FreeDe00,pass_att,0,,,,,
player,201612180atl,atl,FreeDe00,pass_yds,0,,,,,
player,201612180atl,atl,FreeDe00,pass_td,0,,,,,
player,201612180atl,atl,FreeDe00,pass_int,0,,,,,
player,201612180atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201612180atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,FreeDe00,pass_long,0,,,,,
player,201612180atl,atl,FreeDe00,pass_rating,,,,,,
player,201612180atl,atl,FreeDe00,rush_att,20,,,,,
player,201612180atl,atl,FreeDe00,rush_yds,139,,,,,
player,201612180atl,atl,FreeDe00,rush_td,3,,,,,
player,201612180atl,atl,FreeDe00,rush_long,34,,,,,
player,201612180atl,atl,FreeDe00,targets,2,,,,,
player,201612180atl,atl,FreeDe00,rec,2,,,,,
player,201612180atl,atl,FreeDe00,rec_yds,16,,,,,
player,201612180atl,atl,FreeDe00,rec_td,0,,,,,
player,201612180atl,atl,FreeDe00,rec_long,8,,,,,
player,201612180atl,atl,FreeDe00,fumbles,1,,,,,
player,201612180atl,atl,FreeDe00,fumbles_lost,1,,,,,
player,201612180atl,atl,ColeTe01,pass_cmp,0,,,,,
player,201612180atl,atl,ColeTe01,pass_att,0,,,,,
player,201612180atl,atl,ColeTe01,pass_yds,0,,,,,
player,201612180atl,atl,ColeTe01,pass_td,0,,,,,
player,201612180atl,atl,ColeTe01,pass_int,0,,,,,
player,201612180atl,atl,ColeTe01,pass_sacked,0,,,,,
player,201612180atl,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201612180atl,atl,ColeTe01,pass_long,0,,,,,
player,201612180atl,atl,ColeTe01,pass_rating,,,,,,
player,201612180atl,atl,ColeTe01,rush_att,14,,,,,
player,201612180atl,atl,ColeTe01,rush_yds,58,,,,,
player,201612180atl,atl,ColeTe01,rush_td,0,,,,,
player,201612180atl,atl,ColeTe01,rush_long,29,,,,,
player,201612180atl,atl,ColeTe01,targets,2,,,,,
player,201612180atl,atl,ColeTe01,rec,2,,,,,
player,201612180atl,atl,ColeTe01,rec_yds,8,,,,,
player,201612180atl,atl,ColeTe01,rec_td,0,,,,,
player,201612180atl,atl,ColeTe01,rec_long,4,,,,,
player,201612180atl,atl,ColeTe01,fumbles,1,,,,,
player,201612180atl,atl,ColeTe01,fumbles_lost,0,,,,,
player,201612180atl,atl,WardTe00,pass_cmp,0,,,,,
player,201612180atl,atl,WardTe00,pass_att,0,,,,,
player,201612180atl,atl,WardTe00,pass_yds,0,,,,,
player,201612180atl,atl,WardTe00,pass_td,0,,,,,
player,201612180atl,atl,WardTe00,pass_int,0,,,,,
player,201612180atl,atl,WardTe00,pass_sacked,0,,,,,
player,201612180atl,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,WardTe00,pass_long,0,,,,,
player,201612180atl,atl,WardTe00,pass_rating,,,,,,
player,201612180atl,atl,WardTe00,rush_att,6,,,,,
player,201612180atl,atl,WardTe00,rush_yds,52,,,,,
player,201612180atl,atl,WardTe00,rush_td,0,,,,,
player,201612180atl,atl,WardTe00,rush_long,45,,,,,
player,201612180atl,atl,WardTe00,targets,0,,,,,
player,201612180atl,atl,WardTe00,rec,0,,,,,
player,201612180atl,atl,WardTe00,rec_yds,0,,,,,
player,201612180atl,atl,WardTe00,rec_td,0,,,,,
player,201612180atl,atl,WardTe00,rec_long,0,,,,,
player,201612180atl,atl,WardTe00,fumbles,0,,,,,
player,201612180atl,atl,WardTe00,fumbles_lost,0,,,,,
player,201612180atl,atl,RobiAl00,pass_cmp,0,,,,,
player,201612180atl,atl,RobiAl00,pass_att,0,,,,,
player,201612180atl,atl,RobiAl00,pass_yds,0,,,,,
player,201612180atl,atl,RobiAl00,pass_td,0,,,,,
player,201612180atl,atl,RobiAl00,pass_int,0,,,,,
player,201612180atl,atl,RobiAl00,pass_sacked,0,,,,,
player,201612180atl,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,RobiAl00,pass_long,0,,,,,
player,201612180atl,atl,RobiAl00,pass_rating,,,,,,
player,201612180atl,atl,RobiAl00,rush_att,0,,,,,
player,201612180atl,atl,RobiAl00,rush_yds,0,,,,,
player,201612180atl,atl,RobiAl00,rush_td,0,,,,,
player,201612180atl,atl,RobiAl00,rush_long,0,,,,,
player,201612180atl,atl,RobiAl00,targets,5,,,,,
player,201612180atl,atl,RobiAl00,rec,4,,,,,
player,201612180atl,atl,RobiAl00,rec_yds,111,,,,,
player,201612180atl,atl,RobiAl00,rec_td,0,,,,,
player,201612180atl,atl,RobiAl00,rec_long,59,,,,,
player,201612180atl,atl,RobiAl00,fumbles,0,,,,,
player,201612180atl,atl,RobiAl00,fumbles_lost,0,,,,,
player,201612180atl,atl,GabrTa00,pass_cmp,0,,,,,
player,201612180atl,atl,GabrTa00,pass_att,0,,,,,
player,201612180atl,atl,GabrTa00,pass_yds,0,,,,,
player,201612180atl,atl,GabrTa00,pass_td,0,,,,,
player,201612180atl,atl,GabrTa00,pass_int,0,,,,,
player,201612180atl,atl,GabrTa00,pass_sacked,0,,,,,
player,201612180atl,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,GabrTa00,pass_long,0,,,,,
player,201612180atl,atl,GabrTa00,pass_rating,,,,,,
player,201612180atl,atl,GabrTa00,rush_att,0,,,,,
player,201612180atl,atl,GabrTa00,rush_yds,0,,,,,
player,201612180atl,atl,GabrTa00,rush_td,0,,,,,
player,201612180atl,atl,GabrTa00,rush_long,0,,,,,
player,201612180atl,atl,GabrTa00,targets,6,,,,,
player,201612180atl,atl,GabrTa00,rec,3,,,,,
player,201612180atl,atl,GabrTa00,rec_yds,60,,,,,
player,201612180atl,atl,GabrTa00,rec_td,1,,,,,
player,201612180atl,atl,GabrTa00,rec_long,31,,,,,
player,201612180atl,atl,GabrTa00,fumbles,0,,,,,
player,201612180atl,atl,GabrTa00,fumbles_lost,0,,,,,
player,201612180atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201612180atl,atl,SanuMo00,pass_att,0,,,,,
player,201612180atl,atl,SanuMo00,pass_yds,0,,,,,
player,201612180atl,atl,SanuMo00,pass_td,0,,,,,
player,201612180atl,atl,SanuMo00,pass_int,0,,,,,
player,201612180atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201612180atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,SanuMo00,pass_long,0,,,,,
player,201612180atl,atl,SanuMo00,pass_rating,,,,,,
player,201612180atl,atl,SanuMo00,rush_att,0,,,,,
player,201612180atl,atl,SanuMo00,rush_yds,0,,,,,
player,201612180atl,atl,SanuMo00,rush_td,0,,,,,
player,201612180atl,atl,SanuMo00,rush_long,0,,,,,
player,201612180atl,atl,SanuMo00,targets,3,,,,,
player,201612180atl,atl,SanuMo00,rec,3,,,,,
player,201612180atl,atl,SanuMo00,rec_yds,44,,,,,
player,201612180atl,atl,SanuMo00,rec_td,0,,,,,
player,201612180atl,atl,SanuMo00,rec_long,18,,,,,
player,201612180atl,atl,SanuMo00,fumbles,0,,,,,
player,201612180atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201612180atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201612180atl,atl,ToilLe00,pass_att,0,,,,,
player,201612180atl,atl,ToilLe00,pass_yds,0,,,,,
player,201612180atl,atl,ToilLe00,pass_td,0,,,,,
player,201612180atl,atl,ToilLe00,pass_int,0,,,,,
player,201612180atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201612180atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,ToilLe00,pass_long,0,,,,,
player,201612180atl,atl,ToilLe00,pass_rating,,,,,,
player,201612180atl,atl,ToilLe00,rush_att,0,,,,,
player,201612180atl,atl,ToilLe00,rush_yds,0,,,,,
player,201612180atl,atl,ToilLe00,rush_td,0,,,,,
player,201612180atl,atl,ToilLe00,rush_long,0,,,,,
player,201612180atl,atl,ToilLe00,targets,1,,,,,
player,201612180atl,atl,ToilLe00,rec,1,,,,,
player,201612180atl,atl,ToilLe00,rec_yds,30,,,,,
player,201612180atl,atl,ToilLe00,rec_td,0,,,,,
player,201612180atl,atl,ToilLe00,rec_long,30,,,,,
player,201612180atl,atl,ToilLe00,fumbles,0,,,,,
player,201612180atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201612180atl,atl,HardJu00,pass_cmp,0,,,,,
player,201612180atl,atl,HardJu00,pass_att,0,,,,,
player,201612180atl,atl,HardJu00,pass_yds,0,,,,,
player,201612180atl,atl,HardJu00,pass_td,0,,,,,
player,201612180atl,atl,HardJu00,pass_int,0,,,,,
player,201612180atl,atl,HardJu00,pass_sacked,0,,,,,
player,201612180atl,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201612180atl,atl,HardJu00,pass_long,0,,,,,
player,201612180atl,atl,HardJu00,pass_rating,,,,,,
player,201612180atl,atl,HardJu00,rush_att,0,,,,,
player,201612180atl,atl,HardJu00,rush_yds,0,,,,,
player,201612180atl,atl,HardJu00,rush_td,0,,,,,
player,201612180atl,atl,HardJu00,rush_long,0,,,,,
player,201612180atl,atl,HardJu00,targets,2,,,,,
player,201612180atl,atl,HardJu00,rec,1,,,,,
player,201612180atl,atl,HardJu00,rec_yds,16,,,,,
player,201612180atl,atl,HardJu00,rec_td,0,,,,,
player,201612180atl,atl,HardJu00,rec_long,16,,,,,
player,201612180atl,atl,HardJu00,fumbles,0,,,,,
player,201612180atl,atl,HardJu00,fumbles_lost,0,,,,,
player,201612180atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201612180atl,atl,HoopAu00,pass_att,0,,,,,
player,201612180atl,atl,HoopAu00,pass_yds,0,,,,,
player,201612180atl,atl,HoopAu00,pass_td,0,,,,,
player,201612180atl,atl,HoopAu00,pass_int,0,,,,,
player,201612180atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201612180atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
