game,2016,10,20161113,201611130nor,den,"Denver Broncos",25,nor,"New Orleans Saints",23
player,201611130nor,den,SandEm00,rec,5,,,,,
player,201611130nor,den,SandEm00,rec_yds,54,,,,,
player,201611130nor,den,SandEm00,rec_td,0,,,,,
player,201611130nor,den,SandEm00,rec_long,14,,,,,
player,201611130nor,den,SandEm00,fumbles,0,,,,,
player,201611130nor,den,SandEm00,fumbles_lost,0,,,,,
player,201611130nor,den,TaylJo01,pass_cmp,0,,,,,
player,201611130nor,den,TaylJo01,pass_att,0,,,,,
player,201611130nor,den,TaylJo01,pass_yds,0,,,,,
player,201611130nor,den,TaylJo01,pass_td,0,,,,,
player,201611130nor,den,TaylJo01,pass_int,0,,,,,
player,201611130nor,den,TaylJo01,pass_sacked,0,,,,,
player,201611130nor,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201611130nor,den,TaylJo01,pass_long,0,,,,,
player,201611130nor,den,TaylJo01,pass_rating,,,,,,
player,201611130nor,den,TaylJo01,rush_att,0,,,,,
player,201611130nor,den,TaylJo01,rush_yds,0,,,,,
player,201611130nor,den,TaylJo01,rush_td,0,,,,,
player,201611130nor,den,TaylJo01,rush_long,0,,,,,
player,201611130nor,den,TaylJo01,targets,2,,,,,
player,201611130nor,den,TaylJo01,rec,2,,,,,
player,201611130nor,den,TaylJo01,rec_yds,32,,,,,
player,201611130nor,den,TaylJo01,rec_td,1,,,,,
player,201611130nor,den,TaylJo01,rec_long,18,,,,,
player,201611130nor,den,TaylJo01,fumbles,0,,,,,
player,201611130nor,den,TaylJo01,fumbles_lost,0,,,,,
player,201611130nor,den,GreeVi00,pass_cmp,0,,,,,
player,201611130nor,den,GreeVi00,pass_att,0,,,,,
player,201611130nor,den,GreeVi00,pass_yds,0,,,,,
player,201611130nor,den,GreeVi00,pass_td,0,,,,,
player,201611130nor,den,GreeVi00,pass_int,0,,,,,
player,201611130nor,den,GreeVi00,pass_sacked,0,,,,,
player,201611130nor,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201611130nor,den,GreeVi00,pass_long,0,,,,,
player,201611130nor,den,GreeVi00,pass_rating,,,,,,
player,201611130nor,den,GreeVi00,rush_att,0,,,,,
player,201611130nor,den,GreeVi00,rush_yds,0,,,,,
player,201611130nor,den,GreeVi00,rush_td,0,,,,,
player,201611130nor,den,GreeVi00,rush_long,0,,,,,
player,201611130nor,den,GreeVi00,targets,6,,,,,
player,201611130nor,den,GreeVi00,rec,2,,,,,
player,201611130nor,den,GreeVi00,rec_yds,24,,,,,
player,201611130nor,den,GreeVi00,rec_td,0,,,,,
player,201611130nor,den,GreeVi00,rec_long,15,,,,,
player,201611130nor,den,GreeVi00,fumbles,0,,,,,
player,201611130nor,den,GreeVi00,fumbles_lost,0,,,,,
player,201611130nor,den,DerbA.00,pass_cmp,0,,,,,
player,201611130nor,den,DerbA.00,pass_att,0,,,,,
player,201611130nor,den,DerbA.00,pass_yds,0,,,,,
player,201611130nor,den,DerbA.00,pass_td,0,,,,,
player,201611130nor,den,DerbA.00,pass_int,0,,,,,
player,201611130nor,den,DerbA.00,pass_sacked,0,,,,,
player,201611130nor,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201611130nor,den,DerbA.00,pass_long,0,,,,,
player,201611130nor,den,DerbA.00,pass_rating,,,,,,
player,201611130nor,den,DerbA.00,rush_att,0,,,,,
player,201611130nor,den,DerbA.00,rush_yds,0,,,,,
player,201611130nor,den,DerbA.00,rush_td,0,,,,,
player,201611130nor,den,DerbA.00,rush_long,0,,,,,
player,201611130nor,den,DerbA.00,targets,3,,,,,
player,201611130nor,den,DerbA.00,rec,2,,,,,
player,201611130nor,den,DerbA.00,rec_yds,22,,,,,
player,201611130nor,den,DerbA.00,rec_td,0,,,,,
player,201611130nor,den,DerbA.00,rec_long,12,,,,,
player,201611130nor,den,DerbA.00,fumbles,0,,,,,
player,201611130nor,den,DerbA.00,fumbles_lost,0,,,,,
player,201611130nor,den,NorwJo00,pass_cmp,0,,,,,
player,201611130nor,den,NorwJo00,pass_att,0,,,,,
player,201611130nor,den,NorwJo00,pass_yds,0,,,,,
player,201611130nor,den,NorwJo00,pass_td,0,,,,,
player,201611130nor,den,NorwJo00,pass_int,0,,,,,
player,201611130nor,den,NorwJo00,pass_sacked,0,,,,,
player,201611130nor,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201611130nor,den,NorwJo00,pass_long,0,,,,,
player,201611130nor,den,NorwJo00,pass_rating,,,,,,
player,201611130nor,den,NorwJo00,rush_att,0,,,,,
player,201611130nor,den,NorwJo00,rush_yds,0,,,,,
player,201611130nor,den,NorwJo00,rush_td,0,,,,,
player,201611130nor,den,NorwJo00,rush_long,0,,,,,
player,201611130nor,den,NorwJo00,targets,3,,,,,
player,201611130nor,den,NorwJo00,rec,3,,,,,
player,201611130nor,den,NorwJo00,rec_yds,18,,,,,
player,201611130nor,den,NorwJo00,rec_td,0,,,,,
player,201611130nor,den,NorwJo00,rec_long,9,,,,,
player,201611130nor,den,NorwJo00,fumbles,0,,,,,
player,201611130nor,den,NorwJo00,fumbles_lost,0,,,,,
player,201611130nor,den,JanoAn00,pass_cmp,0,,,,,
player,201611130nor,den,JanoAn00,pass_att,0,,,,,
player,201611130nor,den,JanoAn00,pass_yds,0,,,,,
player,201611130nor,den,JanoAn00,pass_td,0,,,,,
player,201611130nor,den,JanoAn00,pass_int,0,,,,,
player,201611130nor,den,JanoAn00,pass_sacked,0,,,,,
player,201611130nor,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201611130nor,den,JanoAn00,pass_long,0,,,,,
player,201611130nor,den,JanoAn00,pass_rating,,,,,,
player,201611130nor,den,JanoAn00,rush_att,0,,,,,
player,201611130nor,den,JanoAn00,rush_yds,0,,,,,
player,201611130nor,den,JanoAn00,rush_td,0,,,,,
player,201611130nor,den,JanoAn00,rush_long,0,,,,,
player,201611130nor,den,JanoAn00,targets,1,,,,,
player,201611130nor,den,JanoAn00,rec,1,,,,,
player,201611130nor,den,JanoAn00,rec_yds,9,,,,,
player,201611130nor,den,JanoAn00,rec_td,0,,,,,
player,201611130nor,den,JanoAn00,rec_long,9,,,,,
player,201611130nor,den,JanoAn00,fumbles,0,,,,,
player,201611130nor,den,JanoAn00,fumbles_lost,0,,,,,
player,201611130nor,nor,BreeDr00,pass_cmp,21,,,,,
player,201611130nor,nor,BreeDr00,pass_att,29,,,,,
player,201611130nor,nor,BreeDr00,pass_yds,303,,,,,
player,201611130nor,nor,BreeDr00,pass_td,3,,,,,
player,201611130nor,nor,BreeDr00,pass_int,2,,,,,
player,201611130nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201611130nor,nor,BreeDr00,pass_sacked_yds,10,,,,,
player,201611130nor,nor,BreeDr00,pass_long,37,,,,,
player,201611130nor,nor,BreeDr00,pass_rating,111.7,,,,,
player,201611130nor,nor,BreeDr00,rush_att,2,,,,,
player,201611130nor,nor,BreeDr00,rush_yds,9,,,,,
player,201611130nor,nor,BreeDr00,rush_td,0,,,,,
player,201611130nor,nor,BreeDr00,rush_long,5,,,,,
player,201611130nor,nor,BreeDr00,targets,0,,,,,
player,201611130nor,nor,BreeDr00,rec,0,,,,,
player,201611130nor,nor,BreeDr00,rec_yds,0,,,,,
player,201611130nor,nor,BreeDr00,rec_td,0,,,,,
player,201611130nor,nor,BreeDr00,rec_long,0,,,,,
player,201611130nor,nor,BreeDr00,fumbles,0,,,,,
player,201611130nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201611130nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201611130nor,nor,IngrMa01,pass_att,0,,,,,
player,201611130nor,nor,IngrMa01,pass_yds,0,,,,,
player,201611130nor,nor,IngrMa01,pass_td,0,,,,,
player,201611130nor,nor,IngrMa01,pass_int,0,,,,,
player,201611130nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201611130nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201611130nor,nor,IngrMa01,pass_long,0,,,,,
player,201611130nor,nor,IngrMa01,pass_rating,,,,,,
player,201611130nor,nor,IngrMa01,rush_att,11,,,,,
player,201611130nor,nor,IngrMa01,rush_yds,50,,,,,
player,201611130nor,nor,IngrMa01,rush_td,0,,,,,
player,201611130nor,nor,IngrMa01,rush_long,10,,,,,
player,201611130nor,nor,IngrMa01,targets,2,,,,,
player,201611130nor,nor,IngrMa01,rec,2,,,,,
player,201611130nor,nor,IngrMa01,rec_yds,13,,,,,
player,201611130nor,nor,IngrMa01,rec_td,0,,,,,
player,201611130nor,nor,IngrMa01,rec_long,7,,,,,
player,201611130nor,nor,IngrMa01,fumbles,0,,,,,
player,201611130nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201611130nor,nor,HighTi00,pass_cmp,0,,,,,
player,201611130nor,nor,HighTi00,pass_att,0,,,,,
player,201611130nor,nor,HighTi00,pass_yds,0,,,,,
player,201611130nor,nor,HighTi00,pass_td,0,,,,,
player,201611130nor,nor,HighTi00,pass_int,0,,,,,
player,201611130nor,nor,HighTi00,pass_sacked,0,,,,,
player,201611130nor,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,HighTi00,pass_long,0,,,,,
player,201611130nor,nor,HighTi00,pass_rating,,,,,,
player,201611130nor,nor,HighTi00,rush_att,8,,,,,
player,201611130nor,nor,HighTi00,rush_yds,21,,,,,
player,201611130nor,nor,HighTi00,rush_td,0,,,,,
player,201611130nor,nor,HighTi00,rush_long,3,,,,,
player,201611130nor,nor,HighTi00,targets,2,,,,,
player,201611130nor,nor,HighTi00,rec,2,,,,,
player,201611130nor,nor,HighTi00,rec_yds,34,,,,,
player,201611130nor,nor,HighTi00,rec_td,0,,,,,
player,201611130nor,nor,HighTi00,rec_long,23,,,,,
player,201611130nor,nor,HighTi00,fumbles,0,,,,,
player,201611130nor,nor,HighTi00,fumbles_lost,0,,,,,
player,201611130nor,nor,CookBr00,pass_cmp,0,,,,,
player,201611130nor,nor,CookBr00,pass_att,0,,,,,
player,201611130nor,nor,CookBr00,pass_yds,0,,,,,
player,201611130nor,nor,CookBr00,pass_td,0,,,,,
player,201611130nor,nor,CookBr00,pass_int,0,,,,,
player,201611130nor,nor,CookBr00,pass_sacked,0,,,,,
player,201611130nor,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,CookBr00,pass_long,0,,,,,
player,201611130nor,nor,CookBr00,pass_rating,,,,,,
player,201611130nor,nor,CookBr00,rush_att,0,,,,,
player,201611130nor,nor,CookBr00,rush_yds,0,,,,,
player,201611130nor,nor,CookBr00,rush_td,0,,,,,
player,201611130nor,nor,CookBr00,rush_long,0,,,,,
player,201611130nor,nor,CookBr00,targets,5,,,,,
player,201611130nor,nor,CookBr00,rec,3,,,,,
player,201611130nor,nor,CookBr00,rec_yds,98,,,,,
player,201611130nor,nor,CookBr00,rec_td,1,,,,,
player,201611130nor,nor,CookBr00,rec_long,37,,,,,
player,201611130nor,nor,CookBr00,fumbles,0,,,,,
player,201611130nor,nor,CookBr00,fumbles_lost,0,,,,,
player,201611130nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201611130nor,nor,SneaWi00,pass_att,0,,,,,
player,201611130nor,nor,SneaWi00,pass_yds,0,,,,,
player,201611130nor,nor,SneaWi00,pass_td,0,,,,,
player,201611130nor,nor,SneaWi00,pass_int,0,,,,,
player,201611130nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201611130nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,SneaWi00,pass_long,0,,,,,
player,201611130nor,nor,SneaWi00,pass_rating,,,,,,
player,201611130nor,nor,SneaWi00,rush_att,0,,,,,
player,201611130nor,nor,SneaWi00,rush_yds,0,,,,,
player,201611130nor,nor,SneaWi00,rush_td,0,,,,,
player,201611130nor,nor,SneaWi00,rush_long,0,,,,,
player,201611130nor,nor,SneaWi00,targets,7,,,,,
player,201611130nor,nor,SneaWi00,rec,5,,,,,
player,201611130nor,nor,SneaWi00,rec_yds,47,,,,,
player,201611130nor,nor,SneaWi00,rec_td,2,,,,,
player,201611130nor,nor,SneaWi00,rec_long,24,,,,,
player,201611130nor,nor,SneaWi00,fumbles,0,,,,,
player,201611130nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201611130nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201611130nor,nor,ThomMi05,pass_att,0,,,,,
player,201611130nor,nor,ThomMi05,pass_yds,0,,,,,
player,201611130nor,nor,ThomMi05,pass_td,0,,,,,
player,201611130nor,nor,ThomMi05,pass_int,0,,,,,
player,201611130nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201611130nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201611130nor,nor,ThomMi05,pass_long,0,,,,,
player,201611130nor,nor,ThomMi05,pass_rating,,,,,,
player,201611130nor,nor,ThomMi05,rush_att,0,,,,,
player,201611130nor,nor,ThomMi05,rush_yds,0,,,,,
player,201611130nor,nor,ThomMi05,rush_td,0,,,,,
player,201611130nor,nor,ThomMi05,rush_long,0,,,,,
player,201611130nor,nor,ThomMi05,targets,6,,,,,
player,201611130nor,nor,ThomMi05,rec,4,,,,,
player,201611130nor,nor,ThomMi05,rec_yds,40,,,,,
player,201611130nor,nor,ThomMi05,rec_td,0,,,,,
player,201611130nor,nor,ThomMi05,rec_long,16,,,,,
player,201611130nor,nor,ThomMi05,fumbles,2,,,,,
player,201611130nor,nor,ThomMi05,fumbles_lost,2,,,,,
player,201611130nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201611130nor,nor,FleeCo00,pass_att,0,,,,,
player,201611130nor,nor,FleeCo00,pass_yds,0,,,,,
player,201611130nor,nor,FleeCo00,pass_td,0,,,,,
player,201611130nor,nor,FleeCo00,pass_int,0,,,,,
player,201611130nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201611130nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,FleeCo00,pass_long,0,,,,,
player,201611130nor,nor,FleeCo00,pass_rating,,,,,,
player,201611130nor,nor,FleeCo00,rush_att,0,,,,,
player,201611130nor,nor,FleeCo00,rush_yds,0,,,,,
player,201611130nor,nor,FleeCo00,rush_td,0,,,,,
player,201611130nor,nor,FleeCo00,rush_long,0,,,,,
player,201611130nor,nor,FleeCo00,targets,2,,,,,
player,201611130nor,nor,FleeCo00,rec,2,,,,,
player,201611130nor,nor,FleeCo00,rec_yds,26,,,,,
player,201611130nor,nor,FleeCo00,rec_td,0,,,,,
player,201611130nor,nor,FleeCo00,rec_long,18,,,,,
player,201611130nor,nor,FleeCo00,fumbles,0,,,,,
player,201611130nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201611130nor,nor,CadeTr00,pass_cmp,0,,,,,
player,201611130nor,nor,CadeTr00,pass_att,0,,,,,
player,201611130nor,nor,CadeTr00,pass_yds,0,,,,,
player,201611130nor,nor,CadeTr00,pass_td,0,,,,,
player,201611130nor,nor,CadeTr00,pass_int,0,,,,,
player,201611130nor,nor,CadeTr00,pass_sacked,0,,,,,
player,201611130nor,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,CadeTr00,pass_long,0,,,,,
player,201611130nor,nor,CadeTr00,pass_rating,,,,,,
player,201611130nor,nor,CadeTr00,rush_att,0,,,,,
player,201611130nor,nor,CadeTr00,rush_yds,0,,,,,
player,201611130nor,nor,CadeTr00,rush_td,0,,,,,
player,201611130nor,nor,CadeTr00,rush_long,0,,,,,
player,201611130nor,nor,CadeTr00,targets,3,,,,,
player,201611130nor,nor,CadeTr00,rec,2,,,,,
player,201611130nor,nor,CadeTr00,rec_yds,26,,,,,
player,201611130nor,nor,CadeTr00,rec_td,0,,,,,
player,201611130nor,nor,CadeTr00,rec_long,20,,,,,
player,201611130nor,nor,CadeTr00,fumbles,0,,,,,
player,201611130nor,nor,CadeTr00,fumbles_lost,0,,,,,
player,201611130nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201611130nor,nor,ColeBr00,pass_att,0,,,,,
player,201611130nor,nor,ColeBr00,pass_yds,0,,,,,
player,201611130nor,nor,ColeBr00,pass_td,0,,,,,
player,201611130nor,nor,ColeBr00,pass_int,0,,,,,
player,201611130nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201611130nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201611130nor,nor,ColeBr00,pass_long,0,,,,,
player,201611130nor,nor,ColeBr00,pass_rating,,,,,,
player,201611130nor,nor,ColeBr00,rush_att,0,,,,,
player,201611130nor,nor,ColeBr00,rush_yds,0,,,,,
player,201611130nor,nor,ColeBr00,rush_td,0,,,,,
player,201611130nor,nor,ColeBr00,rush_long,0,,,,,
player,201611130nor,nor,ColeBr00,targets,1,,,,,
player,201611130nor,nor,ColeBr00,rec,1,,,,,
player,201611130nor,nor,ColeBr00,rec_yds,19,,,,,
player,201611130nor,nor,ColeBr00,rec_td,0,,,,,
player,201611130nor,nor,ColeBr00,rec_long,19,,,,,
player,201611130nor,nor,ColeBr00,fumbles,0,,,,,
player,201611130nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201611130nor,nor,HillJo02,pass_cmp,0,,,,,
player,201611130nor,nor,HillJo02,pass_att,0,,,,,
player,201611130nor,nor,HillJo02,pass_yds,0,,,,,
player,201611130nor,nor,HillJo02,pass_td,0,,,,,
player,201611130nor,nor,HillJo02,pass_int,0,,,,,
player,201611130nor,nor,HillJo02,pass_sacked,0,,,,,
player,201611130nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201611130nor,nor,HillJo02,pass_long,0,,,,,
player,201611130nor,nor,HillJo02,pass_rating,,,,,,
player,201611130nor,nor,HillJo02,rush_att,0,,,,,
player,201611130nor,nor,HillJo02,rush_yds,0,,,,,
player,201611130nor,nor,HillJo02,rush_td,0,,,,,
player,201611130nor,nor,HillJo02,rush_long,0,,,,,
player,201611130nor,nor,HillJo02,targets,1,,,,,
player,201611130nor,nor,HillJo02,rec,0,,,,,
player,201611130nor,nor,HillJo02,rec_yds,0,,,,,
player,201611130nor,nor,HillJo02,rec_td,0,,,,,
player,201611130nor,nor,HillJo02,rec_long,0,,,,,
player,201611130nor,nor,HillJo02,fumbles,0,,,,,
player,201611130nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201611130nor,den,StewDa00,def_int,2,,,,,
player,201611130nor,den,StewDa00,def_int_yds,11,,,,,
player,201611130nor,den,StewDa00,def_int_td,0,,,,,
player,201611130nor,den,StewDa00,def_int_long,11,,,,,
player,201611130nor,den,StewDa00,pass_defended,2,,,,,
player,201611130nor,den,StewDa00,sacks,0.0,,,,,
player,201611130nor,den,StewDa00,tackles_combined,3,,,,,
player,201611130nor,den,StewDa00,tackles_solo,2,,,,,
player,201611130nor,den,StewDa00,tackles_assists,1,,,,,
player,201611130nor,den,StewDa00,tackles_loss,0,,,,,
player,201611130nor,den,StewDa00,qb_hits,0,,,,,
player,201611130nor,den,StewDa00,fumbles_rec,1,,,,,
player,201611130nor,den,StewDa00,fumbles_rec_yds,28,,,,,
player,201611130nor,den,StewDa00,fumbles_rec_td,0,,,,,
player,201611130nor,den,StewDa00,fumbles_forced,0,,,,,
player,201611130nor,den,BarrSh00,def_int,0,,,,,
player,201611130nor,den,BarrSh00,def_int_yds,0,,,,,
player,201611130nor,den,BarrSh00,def_int_td,0,,,,,
player,201611130nor,den,BarrSh00,def_int_long,0,,,,,
player,201611130nor,den,BarrSh00,pass_defended,0,,,,,
player,201611130nor,den,BarrSh00,sacks,1.0,,,,,
player,201611130nor,den,BarrSh00,tackles_combined,1,,,,,
player,201611130nor,den,BarrSh00,tackles_solo,1,,,,,
player,201611130nor,den,BarrSh00,tackles_assists,0,,,,,
player,201611130nor,den,BarrSh00,tackles_loss,1,,,,,
player,201611130nor,den,BarrSh00,qb_hits,1,,,,,
player,201611130nor,den,BarrSh00,fumbles_rec,0,,,,,
player,201611130nor,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201611130nor,den,BarrSh00,fumbles_forced,0,,,,,
player,201611130nor,den,DaviTo01,def_int,0,,,,,
player,201611130nor,den,DaviTo01,def_int_yds,0,,,,,
player,201611130nor,den,DaviTo01,def_int_td,0,,,,,
player,201611130nor,den,DaviTo01,def_int_long,0,,,,,
player,201611130nor,den,DaviTo01,pass_defended,0,,,,,
player,201611130nor,den,DaviTo01,sacks,0.0,,,,,
player,201611130nor,den,DaviTo01,tackles_combined,6,,,,,
player,201611130nor,den,DaviTo01,tackles_solo,5,,,,,
player,201611130nor,den,DaviTo01,tackles_assists,1,,,,,
player,201611130nor,den,DaviTo01,tackles_loss,0,,,,,
player,201611130nor,den,DaviTo01,qb_hits,0,,,,,
