game,2016,10,20161113,201611130car,kan,"Kansas City Chiefs",20,car,"Carolina Panthers",17
player,201611130car,kan,WestCh01,pass_rating,,,,,,
player,201611130car,kan,WestCh01,rush_att,2,,,,,
player,201611130car,kan,WestCh01,rush_yds,5,,,,,
player,201611130car,kan,WestCh01,rush_td,0,,,,,
player,201611130car,kan,WestCh01,rush_long,3,,,,,
player,201611130car,kan,WestCh01,targets,3,,,,,
player,201611130car,kan,WestCh01,rec,3,,,,,
player,201611130car,kan,WestCh01,rec_yds,5,,,,,
player,201611130car,kan,WestCh01,rec_td,0,,,,,
player,201611130car,kan,WestCh01,rec_long,5,,,,,
player,201611130car,kan,WestCh01,fumbles,0,,,,,
player,201611130car,kan,WestCh01,fumbles_lost,0,,,,,
player,201611130car,kan,KelcTr00,pass_cmp,0,,,,,
player,201611130car,kan,KelcTr00,pass_att,0,,,,,
player,201611130car,kan,KelcTr00,pass_yds,0,,,,,
player,201611130car,kan,KelcTr00,pass_td,0,,,,,
player,201611130car,kan,KelcTr00,pass_int,0,,,,,
player,201611130car,kan,KelcTr00,pass_sacked,0,,,,,
player,201611130car,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201611130car,kan,KelcTr00,pass_long,0,,,,,
player,201611130car,kan,KelcTr00,pass_rating,,,,,,
player,201611130car,kan,KelcTr00,rush_att,0,,,,,
player,201611130car,kan,KelcTr00,rush_yds,0,,,,,
player,201611130car,kan,KelcTr00,rush_td,0,,,,,
player,201611130car,kan,KelcTr00,rush_long,0,,,,,
player,201611130car,kan,KelcTr00,targets,6,,,,,
player,201611130car,kan,KelcTr00,rec,3,,,,,
player,201611130car,kan,KelcTr00,rec_yds,31,,,,,
player,201611130car,kan,KelcTr00,rec_td,0,,,,,
player,201611130car,kan,KelcTr00,rec_long,16,,,,,
player,201611130car,kan,KelcTr00,fumbles,0,,,,,
player,201611130car,kan,KelcTr00,fumbles_lost,0,,,,,
player,201611130car,kan,WilsAl02,pass_cmp,0,,,,,
player,201611130car,kan,WilsAl02,pass_att,0,,,,,
player,201611130car,kan,WilsAl02,pass_yds,0,,,,,
player,201611130car,kan,WilsAl02,pass_td,0,,,,,
player,201611130car,kan,WilsAl02,pass_int,0,,,,,
player,201611130car,kan,WilsAl02,pass_sacked,0,,,,,
player,201611130car,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201611130car,kan,WilsAl02,pass_long,0,,,,,
player,201611130car,kan,WilsAl02,pass_rating,,,,,,
player,201611130car,kan,WilsAl02,rush_att,0,,,,,
player,201611130car,kan,WilsAl02,rush_yds,0,,,,,
player,201611130car,kan,WilsAl02,rush_td,0,,,,,
player,201611130car,kan,WilsAl02,rush_long,0,,,,,
player,201611130car,kan,WilsAl02,targets,7,,,,,
player,201611130car,kan,WilsAl02,rec,4,,,,,
player,201611130car,kan,WilsAl02,rec_yds,25,,,,,
player,201611130car,kan,WilsAl02,rec_td,0,,,,,
player,201611130car,kan,WilsAl02,rec_long,10,,,,,
player,201611130car,kan,WilsAl02,fumbles,0,,,,,
player,201611130car,kan,WilsAl02,fumbles_lost,0,,,,,
player,201611130car,kan,ConlCh00,pass_cmp,0,,,,,
player,201611130car,kan,ConlCh00,pass_att,0,,,,,
player,201611130car,kan,ConlCh00,pass_yds,0,,,,,
player,201611130car,kan,ConlCh00,pass_td,0,,,,,
player,201611130car,kan,ConlCh00,pass_int,0,,,,,
player,201611130car,kan,ConlCh00,pass_sacked,0,,,,,
player,201611130car,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201611130car,kan,ConlCh00,pass_long,0,,,,,
player,201611130car,kan,ConlCh00,pass_rating,,,,,,
player,201611130car,kan,ConlCh00,rush_att,0,,,,,
player,201611130car,kan,ConlCh00,rush_yds,0,,,,,
player,201611130car,kan,ConlCh00,rush_td,0,,,,,
player,201611130car,kan,ConlCh00,rush_long,0,,,,,
player,201611130car,kan,ConlCh00,targets,3,,,,,
player,201611130car,kan,ConlCh00,rec,1,,,,,
player,201611130car,kan,ConlCh00,rec_yds,12,,,,,
player,201611130car,kan,ConlCh00,rec_td,0,,,,,
player,201611130car,kan,ConlCh00,rec_long,12,,,,,
player,201611130car,kan,ConlCh00,fumbles,0,,,,,
player,201611130car,kan,ConlCh00,fumbles_lost,0,,,,,
player,201611130car,kan,TravRo00,pass_cmp,0,,,,,
player,201611130car,kan,TravRo00,pass_att,0,,,,,
player,201611130car,kan,TravRo00,pass_yds,0,,,,,
player,201611130car,kan,TravRo00,pass_td,0,,,,,
player,201611130car,kan,TravRo00,pass_int,0,,,,,
player,201611130car,kan,TravRo00,pass_sacked,0,,,,,
player,201611130car,kan,TravRo00,pass_sacked_yds,0,,,,,
player,201611130car,kan,TravRo00,pass_long,0,,,,,
player,201611130car,kan,TravRo00,pass_rating,,,,,,
player,201611130car,kan,TravRo00,rush_att,0,,,,,
player,201611130car,kan,TravRo00,rush_yds,0,,,,,
player,201611130car,kan,TravRo00,rush_td,0,,,,,
player,201611130car,kan,TravRo00,rush_long,0,,,,,
player,201611130car,kan,TravRo00,targets,2,,,,,
player,201611130car,kan,TravRo00,rec,1,,,,,
player,201611130car,kan,TravRo00,rec_yds,5,,,,,
player,201611130car,kan,TravRo00,rec_td,0,,,,,
player,201611130car,kan,TravRo00,rec_long,5,,,,,
player,201611130car,kan,TravRo00,fumbles,0,,,,,
player,201611130car,kan,TravRo00,fumbles_lost,0,,,,,
player,201611130car,kan,HarrDe03,pass_cmp,0,,,,,
player,201611130car,kan,HarrDe03,pass_att,0,,,,,
player,201611130car,kan,HarrDe03,pass_yds,0,,,,,
player,201611130car,kan,HarrDe03,pass_td,0,,,,,
player,201611130car,kan,HarrDe03,pass_int,0,,,,,
player,201611130car,kan,HarrDe03,pass_sacked,0,,,,,
player,201611130car,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201611130car,kan,HarrDe03,pass_long,0,,,,,
player,201611130car,kan,HarrDe03,pass_rating,,,,,,
player,201611130car,kan,HarrDe03,rush_att,0,,,,,
player,201611130car,kan,HarrDe03,rush_yds,0,,,,,
player,201611130car,kan,HarrDe03,rush_td,0,,,,,
player,201611130car,kan,HarrDe03,rush_long,0,,,,,
player,201611130car,kan,HarrDe03,targets,1,,,,,
player,201611130car,kan,HarrDe03,rec,0,,,,,
player,201611130car,kan,HarrDe03,rec_yds,0,,,,,
player,201611130car,kan,HarrDe03,rec_td,0,,,,,
player,201611130car,kan,HarrDe03,rec_long,0,,,,,
player,201611130car,kan,HarrDe03,fumbles,0,,,,,
player,201611130car,kan,HarrDe03,fumbles_lost,0,,,,,
player,201611130car,car,NewtCa00,pass_cmp,23,,,,,
player,201611130car,car,NewtCa00,pass_att,38,,,,,
player,201611130car,car,NewtCa00,pass_yds,261,,,,,
player,201611130car,car,NewtCa00,pass_td,1,,,,,
player,201611130car,car,NewtCa00,pass_int,1,,,,,
player,201611130car,car,NewtCa00,pass_sacked,2,,,,,
player,201611130car,car,NewtCa00,pass_sacked_yds,19,,,,,
player,201611130car,car,NewtCa00,pass_long,38,,,,,
player,201611130car,car,NewtCa00,pass_rating,78.9,,,,,
player,201611130car,car,NewtCa00,rush_att,12,,,,,
player,201611130car,car,NewtCa00,rush_yds,54,,,,,
player,201611130car,car,NewtCa00,rush_td,1,,,,,
player,201611130car,car,NewtCa00,rush_long,28,,,,,
player,201611130car,car,NewtCa00,targets,0,,,,,
player,201611130car,car,NewtCa00,rec,0,,,,,
player,201611130car,car,NewtCa00,rec_yds,0,,,,,
player,201611130car,car,NewtCa00,rec_td,0,,,,,
player,201611130car,car,NewtCa00,rec_long,0,,,,,
player,201611130car,car,NewtCa00,fumbles,0,,,,,
player,201611130car,car,NewtCa00,fumbles_lost,0,,,,,
player,201611130car,car,StewJo00,pass_cmp,0,,,,,
player,201611130car,car,StewJo00,pass_att,0,,,,,
player,201611130car,car,StewJo00,pass_yds,0,,,,,
player,201611130car,car,StewJo00,pass_td,0,,,,,
player,201611130car,car,StewJo00,pass_int,0,,,,,
player,201611130car,car,StewJo00,pass_sacked,0,,,,,
player,201611130car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201611130car,car,StewJo00,pass_long,0,,,,,
player,201611130car,car,StewJo00,pass_rating,,,,,,
player,201611130car,car,StewJo00,rush_att,13,,,,,
player,201611130car,car,StewJo00,rush_yds,39,,,,,
player,201611130car,car,StewJo00,rush_td,0,,,,,
player,201611130car,car,StewJo00,rush_long,10,,,,,
player,201611130car,car,StewJo00,targets,1,,,,,
player,201611130car,car,StewJo00,rec,0,,,,,
player,201611130car,car,StewJo00,rec_yds,0,,,,,
player,201611130car,car,StewJo00,rec_td,0,,,,,
player,201611130car,car,StewJo00,rec_long,0,,,,,
player,201611130car,car,StewJo00,fumbles,0,,,,,
player,201611130car,car,StewJo00,fumbles_lost,0,,,,,
player,201611130car,car,WhitFo00,pass_cmp,0,,,,,
player,201611130car,car,WhitFo00,pass_att,0,,,,,
player,201611130car,car,WhitFo00,pass_yds,0,,,,,
player,201611130car,car,WhitFo00,pass_td,0,,,,,
player,201611130car,car,WhitFo00,pass_int,0,,,,,
player,201611130car,car,WhitFo00,pass_sacked,0,,,,,
player,201611130car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201611130car,car,WhitFo00,pass_long,0,,,,,
player,201611130car,car,WhitFo00,pass_rating,,,,,,
player,201611130car,car,WhitFo00,rush_att,2,,,,,
player,201611130car,car,WhitFo00,rush_yds,5,,,,,
player,201611130car,car,WhitFo00,rush_td,0,,,,,
player,201611130car,car,WhitFo00,rush_long,7,,,,,
player,201611130car,car,WhitFo00,targets,2,,,,,
player,201611130car,car,WhitFo00,rec,1,,,,,
player,201611130car,car,WhitFo00,rec_yds,9,,,,,
player,201611130car,car,WhitFo00,rec_td,0,,,,,
player,201611130car,car,WhitFo00,rec_long,9,,,,,
player,201611130car,car,WhitFo00,fumbles,0,,,,,
player,201611130car,car,WhitFo00,fumbles_lost,0,,,,,
player,201611130car,car,GinnTe00,pass_cmp,0,,,,,
player,201611130car,car,GinnTe00,pass_att,0,,,,,
player,201611130car,car,GinnTe00,pass_yds,0,,,,,
player,201611130car,car,GinnTe00,pass_td,0,,,,,
player,201611130car,car,GinnTe00,pass_int,0,,,,,
player,201611130car,car,GinnTe00,pass_sacked,0,,,,,
player,201611130car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201611130car,car,GinnTe00,pass_long,0,,,,,
player,201611130car,car,GinnTe00,pass_rating,,,,,,
player,201611130car,car,GinnTe00,rush_att,1,,,,,
player,201611130car,car,GinnTe00,rush_yds,1,,,,,
player,201611130car,car,GinnTe00,rush_td,0,,,,,
player,201611130car,car,GinnTe00,rush_long,1,,,,,
player,201611130car,car,GinnTe00,targets,8,,,,,
player,201611130car,car,GinnTe00,rec,5,,,,,
player,201611130car,car,GinnTe00,rec_yds,44,,,,,
player,201611130car,car,GinnTe00,rec_td,0,,,,,
player,201611130car,car,GinnTe00,rec_long,14,,,,,
player,201611130car,car,GinnTe00,fumbles,0,,,,,
player,201611130car,car,GinnTe00,fumbles_lost,0,,,,,
player,201611130car,car,BenjKe00,pass_cmp,0,,,,,
player,201611130car,car,BenjKe00,pass_att,0,,,,,
player,201611130car,car,BenjKe00,pass_yds,0,,,,,
player,201611130car,car,BenjKe00,pass_td,0,,,,,
player,201611130car,car,BenjKe00,pass_int,0,,,,,
player,201611130car,car,BenjKe00,pass_sacked,0,,,,,
player,201611130car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201611130car,car,BenjKe00,pass_long,0,,,,,
player,201611130car,car,BenjKe00,pass_rating,,,,,,
player,201611130car,car,BenjKe00,rush_att,0,,,,,
player,201611130car,car,BenjKe00,rush_yds,0,,,,,
player,201611130car,car,BenjKe00,rush_td,0,,,,,
player,201611130car,car,BenjKe00,rush_long,0,,,,,
player,201611130car,car,BenjKe00,targets,12,,,,,
player,201611130car,car,BenjKe00,rec,7,,,,,
player,201611130car,car,BenjKe00,rec_yds,84,,,,,
player,201611130car,car,BenjKe00,rec_td,0,,,,,
player,201611130car,car,BenjKe00,rec_long,18,,,,,
player,201611130car,car,BenjKe00,fumbles,1,,,,,
player,201611130car,car,BenjKe00,fumbles_lost,1,,,,,
player,201611130car,car,FuncDe00,pass_cmp,0,,,,,
player,201611130car,car,FuncDe00,pass_att,0,,,,,
player,201611130car,car,FuncDe00,pass_yds,0,,,,,
player,201611130car,car,FuncDe00,pass_td,0,,,,,
player,201611130car,car,FuncDe00,pass_int,0,,,,,
player,201611130car,car,FuncDe00,pass_sacked,0,,,,,
player,201611130car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201611130car,car,FuncDe00,pass_long,0,,,,,
player,201611130car,car,FuncDe00,pass_rating,,,,,,
player,201611130car,car,FuncDe00,rush_att,0,,,,,
player,201611130car,car,FuncDe00,rush_yds,0,,,,,
player,201611130car,car,FuncDe00,rush_td,0,,,,,
player,201611130car,car,FuncDe00,rush_long,0,,,,,
player,201611130car,car,FuncDe00,targets,4,,,,,
player,201611130car,car,FuncDe00,rec,3,,,,,
player,201611130car,car,FuncDe00,rec_yds,56,,,,,
player,201611130car,car,FuncDe00,rec_td,1,,,,,
player,201611130car,car,FuncDe00,rec_long,38,,,,,
player,201611130car,car,FuncDe00,fumbles,0,,,,,
player,201611130car,car,FuncDe00,fumbles_lost,0,,,,,
player,201611130car,car,OlseGr00,pass_cmp,0,,,,,
player,201611130car,car,OlseGr00,pass_att,0,,,,,
player,201611130car,car,OlseGr00,pass_yds,0,,,,,
player,201611130car,car,OlseGr00,pass_td,0,,,,,
player,201611130car,car,OlseGr00,pass_int,0,,,,,
player,201611130car,car,OlseGr00,pass_sacked,0,,,,,
player,201611130car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201611130car,car,OlseGr00,pass_long,0,,,,,
player,201611130car,car,OlseGr00,pass_rating,,,,,,
player,201611130car,car,OlseGr00,rush_att,0,,,,,
player,201611130car,car,OlseGr00,rush_yds,0,,,,,
player,201611130car,car,OlseGr00,rush_td,0,,,,,
player,201611130car,car,OlseGr00,rush_long,0,,,,,
player,201611130car,car,OlseGr00,targets,8,,,,,
player,201611130car,car,OlseGr00,rec,5,,,,,
player,201611130car,car,OlseGr00,rec_yds,39,,,,,
player,201611130car,car,OlseGr00,rec_td,0,,,,,
player,201611130car,car,OlseGr00,rec_long,14,,,,,
player,201611130car,car,OlseGr00,fumbles,0,,,,,
player,201611130car,car,OlseGr00,fumbles_lost,0,,,,,
player,201611130car,car,DickEd00,pass_cmp,0,,,,,
player,201611130car,car,DickEd00,pass_att,0,,,,,
player,201611130car,car,DickEd00,pass_yds,0,,,,,
player,201611130car,car,DickEd00,pass_td,0,,,,,
player,201611130car,car,DickEd00,pass_int,0,,,,,
player,201611130car,car,DickEd00,pass_sacked,0,,,,,
player,201611130car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201611130car,car,DickEd00,pass_long,0,,,,,
player,201611130car,car,DickEd00,pass_rating,,,,,,
player,201611130car,car,DickEd00,rush_att,0,,,,,
player,201611130car,car,DickEd00,rush_yds,0,,,,,
player,201611130car,car,DickEd00,rush_td,0,,,,,
player,201611130car,car,DickEd00,rush_long,0,,,,,
player,201611130car,car,DickEd00,targets,2,,,,,
player,201611130car,car,DickEd00,rec,1,,,,,
player,201611130car,car,DickEd00,rec_yds,26,,,,,
player,201611130car,car,DickEd00,rec_td,0,,,,,
player,201611130car,car,DickEd00,rec_long,26,,,,,
player,201611130car,car,DickEd00,fumbles,0,,,,,
player,201611130car,car,DickEd00,fumbles_lost,0,,,,,
player,201611130car,car,BrowPh00,pass_cmp,0,,,,,
player,201611130car,car,BrowPh00,pass_att,0,,,,,
player,201611130car,car,BrowPh00,pass_yds,0,,,,,
player,201611130car,car,BrowPh00,pass_td,0,,,,,
player,201611130car,car,BrowPh00,pass_int,0,,,,,
player,201611130car,car,BrowPh00,pass_sacked,0,,,,,
player,201611130car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201611130car,car,BrowPh00,pass_long,0,,,,,
player,201611130car,car,BrowPh00,pass_rating,,,,,,
player,201611130car,car,BrowPh00,rush_att,0,,,,,
player,201611130car,car,BrowPh00,rush_yds,0,,,,,
player,201611130car,car,BrowPh00,rush_td,0,,,,,
player,201611130car,car,BrowPh00,rush_long,0,,,,,
player,201611130car,car,BrowPh00,targets,1,,,,,
player,201611130car,car,BrowPh00,rec,1,,,,,
player,201611130car,car,BrowPh00,rec_yds,3,,,,,
player,201611130car,car,BrowPh00,rec_td,0,,,,,
player,201611130car,car,BrowPh00,rec_long,3,,,,,
player,201611130car,car,BrowPh00,fumbles,0,,,,,
player,201611130car,car,BrowPh00,fumbles_lost,0,,,,,
player,201611130car,car,TolbMi00,pass_cmp,0,,,,,
player,201611130car,car,TolbMi00,pass_att,0,,,,,
player,201611130car,car,TolbMi00,pass_yds,0,,,,,
player,201611130car,car,TolbMi00,pass_td,0,,,,,
player,201611130car,car,TolbMi00,pass_int,0,,,,,
player,201611130car,car,TolbMi00,pass_sacked,0,,,,,
player,201611130car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201611130car,car,TolbMi00,pass_long,0,,,,,
player,201611130car,car,TolbMi00,pass_rating,,,,,,
player,201611130car,car,TolbMi00,rush_att,1,,,,,
player,201611130car,car,TolbMi00,rush_yds,0,,,,,
player,201611130car,car,TolbMi00,rush_td,0,,,,,
player,201611130car,car,TolbMi00,rush_long,0,,,,,
player,201611130car,car,TolbMi00,targets,0,,,,,
player,201611130car,car,TolbMi00,rec,0,,,,,
player,201611130car,car,TolbMi00,rec_yds,0,,,,,
player,201611130car,car,TolbMi00,rec_td,0,,,,,
player,201611130car,car,TolbMi00,rec_long,0,,,,,
player,201611130car,car,TolbMi00,fumbles,0,,,,,
player,201611130car,car,TolbMi00,fumbles_lost,0,,,,,
player,201611130car,kan,BerrEr99,def_int,1,,,,,
player,201611130car,kan,BerrEr99,def_int_yds,42,,,,,
player,201611130car,kan,BerrEr99,def_int_td,1,,,,,
player,201611130car,kan,BerrEr99,def_int_long,42,,,,,
player,201611130car,kan,BerrEr99,pass_defended,2,,,,,
player,201611130car,kan,BerrEr99,sacks,0.0,,,,,
player,201611130car,kan,BerrEr99,tackles_combined,9,,,,,
player,201611130car,kan,BerrEr99,tackles_solo,7,,,,,
player,201611130car,kan,BerrEr99,tackles_assists,2,,,,,
player,201611130car,kan,BerrEr99,tackles_loss,1,,,,,
player,201611130car,kan,BerrEr99,qb_hits,0,,,,,
player,201611130car,kan,BerrEr99,fumbles_rec,0,,,,,
player,201611130car,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201611130car,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201611130car,kan,BerrEr99,fumbles_forced,0,,,,,
player,201611130car,kan,FordDe00,def_int,0,,,,,
player,201611130car,kan,FordDe00,def_int_yds,0,,,,,
player,201611130car,kan,FordDe00,def_int_td,0,,,,,
player,201611130car,kan,FordDe00,def_int_long,0,,,,,
player,201611130car,kan,FordDe00,pass_defended,1,,,,,
player,201611130car,kan,FordDe00,sacks,1.0,,,,,
player,201611130car,kan,FordDe00,tackles_combined,3,,,,,
player,201611130car,kan,FordDe00,tackles_solo,2,,,,,
player,201611130car,kan,FordDe00,tackles_assists,1,,,,,
player,201611130car,kan,FordDe00,tackles_loss,2,,,,,
player,201611130car,kan,FordDe00,qb_hits,2,,,,,
player,201611130car,kan,FordDe00,fumbles_rec,0,,,,,
player,201611130car,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201611130car,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201611130car,kan,FordDe00,fumbles_forced,0,,,,,
player,201611130car,kan,JoneCh09,def_int,0,,,,,
player,201611130car,kan,JoneCh09,def_int_yds,0,,,,,
player,201611130car,kan,JoneCh09,def_int_td,0,,,,,
player,201611130car,kan,JoneCh09,def_int_long,0,,,,,
player,201611130car,kan,JoneCh09,pass_defended,0,,,,,
player,201611130car,kan,JoneCh09,sacks,1.0,,,,,
player,201611130car,kan,JoneCh09,tackles_combined,3,,,,,
player,201611130car,kan,JoneCh09,tackles_solo,3,,,,,
player,201611130car,kan,JoneCh09,tackles_assists,0,,,,,
player,201611130car,kan,JoneCh09,tackles_loss,1,,,,,
player,201611130car,kan,JoneCh09,qb_hits,1,,,,,
player,201611130car,kan,JoneCh09,fumbles_rec,0,,,,,
player,201611130car,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201611130car,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201611130car,kan,JoneCh09,fumbles_forced,0,,,,,
player,201611130car,kan,NelsSt01,def_int,0,,,,,
player,201611130car,kan,NelsSt01,def_int_yds,0,,,,,
player,201611130car,kan,NelsSt01,def_int_td,0,,,,,
player,201611130car,kan,NelsSt01,def_int_long,0,,,,,
player,201611130car,kan,NelsSt01,pass_defended,1,,,,,
player,201611130car,kan,NelsSt01,sacks,0.0,,,,,
player,201611130car,kan,NelsSt01,tackles_combined,6,,,,,
player,201611130car,kan,NelsSt01,tackles_solo,4,,,,,
player,201611130car,kan,NelsSt01,tackles_assists,2,,,,,
player,201611130car,kan,NelsSt01,tackles_loss,1,,,,,
player,201611130car,kan,NelsSt01,qb_hits,0,,,,,
player,201611130car,kan,NelsSt01,fumbles_rec,0,,,,,
player,201611130car,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201611130car,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201611130car,kan,NelsSt01,fumbles_forced,0,,,,,
player,201611130car,kan,PeteMa00,def_int,0,,,,,
player,201611130car,kan,PeteMa00,def_int_yds,0,,,,,
player,201611130car,kan,PeteMa00,def_int_td,0,,,,,
player,201611130car,kan,PeteMa00,def_int_long,0,,,,,
player,201611130car,kan,PeteMa00,pass_defended,4,,,,,
player,201611130car,kan,PeteMa00,sacks,0.0,,,,,
player,201611130car,kan,PeteMa00,tackles_combined,6,,,,,
player,201611130car,kan,PeteMa00,tackles_solo,5,,,,,
player,201611130car,kan,PeteMa00,tackles_assists,1,,,,,
player,201611130car,kan,PeteMa00,tackles_loss,0,,,,,
player,201611130car,kan,PeteMa00,qb_hits,0,,,,,
player,201611130car,kan,PeteMa00,fumbles_rec,1,,,,,
player,201611130car,kan,PeteMa00,fumbles_rec_yds,10,,,,,
player,201611130car,kan,PeteMa00,fumbles_rec_td,0,,,,,
