game,2016,11,20161120,201611200sfo,nwe,"New England Patriots",30,sfo,"San Francisco 49ers",17
player,201611200sfo,sfo,BuckDe00,defense,75,,,,,
player,201611200sfo,sfo,BuckDe00,def_pct,97%,,,,,
player,201611200sfo,sfo,BuckDe00,special_teams,8,,,,,
player,201611200sfo,sfo,BuckDe00,st_pct,26%,,,,,
player,201611200sfo,sfo,BethAn20,pos,SS,,,,,
player,201611200sfo,sfo,BethAn20,offense,0,,,,,
player,201611200sfo,sfo,BethAn20,off_pct,0%,,,,,
player,201611200sfo,sfo,BethAn20,defense,75,,,,,
player,201611200sfo,sfo,BethAn20,def_pct,97%,,,,,
player,201611200sfo,sfo,BethAn20,special_teams,0,,,,,
player,201611200sfo,sfo,BethAn20,st_pct,0%,,,,,
player,201611200sfo,sfo,ReidEr00,pos,FS,,,,,
player,201611200sfo,sfo,ReidEr00,offense,0,,,,,
player,201611200sfo,sfo,ReidEr00,off_pct,0%,,,,,
player,201611200sfo,sfo,ReidEr00,defense,73,,,,,
player,201611200sfo,sfo,ReidEr00,def_pct,95%,,,,,
player,201611200sfo,sfo,ReidEr00,special_teams,7,,,,,
player,201611200sfo,sfo,ReidEr00,st_pct,23%,,,,,
player,201611200sfo,sfo,BrocTr00,pos,CB,,,,,
player,201611200sfo,sfo,BrocTr00,offense,0,,,,,
player,201611200sfo,sfo,BrocTr00,off_pct,0%,,,,,
player,201611200sfo,sfo,BrocTr00,defense,73,,,,,
player,201611200sfo,sfo,BrocTr00,def_pct,95%,,,,,
player,201611200sfo,sfo,BrocTr00,special_teams,4,,,,,
player,201611200sfo,sfo,BrocTr00,st_pct,13%,,,,,
player,201611200sfo,sfo,WardJi01,pos,CB,,,,,
player,201611200sfo,sfo,WardJi01,offense,0,,,,,
player,201611200sfo,sfo,WardJi01,off_pct,0%,,,,,
player,201611200sfo,sfo,WardJi01,defense,66,,,,,
player,201611200sfo,sfo,WardJi01,def_pct,86%,,,,,
player,201611200sfo,sfo,WardJi01,special_teams,9,,,,,
player,201611200sfo,sfo,WardJi01,st_pct,29%,,,,,
player,201611200sfo,sfo,BrooAh21,pos,LB,,,,,
player,201611200sfo,sfo,BrooAh21,offense,0,,,,,
player,201611200sfo,sfo,BrooAh21,off_pct,0%,,,,,
player,201611200sfo,sfo,BrooAh21,defense,58,,,,,
player,201611200sfo,sfo,BrooAh21,def_pct,75%,,,,,
player,201611200sfo,sfo,BrooAh21,special_teams,7,,,,,
player,201611200sfo,sfo,BrooAh21,st_pct,23%,,,,,
player,201611200sfo,sfo,HaroEl00,pos,LB,,,,,
player,201611200sfo,sfo,HaroEl00,offense,0,,,,,
player,201611200sfo,sfo,HaroEl00,off_pct,0%,,,,,
player,201611200sfo,sfo,HaroEl00,defense,55,,,,,
player,201611200sfo,sfo,HaroEl00,def_pct,71%,,,,,
player,201611200sfo,sfo,HaroEl00,special_teams,1,,,,,
player,201611200sfo,sfo,HaroEl00,st_pct,3%,,,,,
player,201611200sfo,sfo,HodgGe00,pos,LB,,,,,
player,201611200sfo,sfo,HodgGe00,offense,0,,,,,
player,201611200sfo,sfo,HodgGe00,off_pct,0%,,,,,
player,201611200sfo,sfo,HodgGe00,defense,43,,,,,
player,201611200sfo,sfo,HodgGe00,def_pct,56%,,,,,
player,201611200sfo,sfo,HodgGe00,special_teams,0,,,,,
player,201611200sfo,sfo,HodgGe00,st_pct,0%,,,,,
player,201611200sfo,sfo,DialQu00,pos,DT,,,,,
player,201611200sfo,sfo,DialQu00,offense,0,,,,,
player,201611200sfo,sfo,DialQu00,off_pct,0%,,,,,
player,201611200sfo,sfo,DialQu00,defense,42,,,,,
player,201611200sfo,sfo,DialQu00,def_pct,55%,,,,,
player,201611200sfo,sfo,DialQu00,special_teams,8,,,,,
player,201611200sfo,sfo,DialQu00,st_pct,26%,,,,,
player,201611200sfo,sfo,DorsGl99,pos,NT,,,,,
player,201611200sfo,sfo,DorsGl99,offense,0,,,,,
player,201611200sfo,sfo,DorsGl99,off_pct,0%,,,,,
player,201611200sfo,sfo,DorsGl99,defense,39,,,,,
player,201611200sfo,sfo,DorsGl99,def_pct,51%,,,,,
player,201611200sfo,sfo,DorsGl99,special_teams,2,,,,,
player,201611200sfo,sfo,DorsGl99,st_pct,6%,,,,,
player,201611200sfo,sfo,BlaiRo00,pos,DT,,,,,
player,201611200sfo,sfo,BlaiRo00,offense,0,,,,,
player,201611200sfo,sfo,BlaiRo00,off_pct,0%,,,,,
player,201611200sfo,sfo,BlaiRo00,defense,37,,,,,
player,201611200sfo,sfo,BlaiRo00,def_pct,48%,,,,,
player,201611200sfo,sfo,BlaiRo00,special_teams,5,,,,,
player,201611200sfo,sfo,BlaiRo00,st_pct,16%,,,,,
player,201611200sfo,sfo,RobiRa00,pos,CB,,,,,
player,201611200sfo,sfo,RobiRa00,offense,0,,,,,
player,201611200sfo,sfo,RobiRa00,off_pct,0%,,,,,
player,201611200sfo,sfo,RobiRa00,defense,35,,,,,
player,201611200sfo,sfo,RobiRa00,def_pct,45%,,,,,
player,201611200sfo,sfo,RobiRa00,special_teams,0,,,,,
player,201611200sfo,sfo,RobiRa00,st_pct,0%,,,,,
player,201611200sfo,sfo,TartJa00,pos,SS,,,,,
player,201611200sfo,sfo,TartJa00,offense,0,,,,,
player,201611200sfo,sfo,TartJa00,off_pct,0%,,,,,
player,201611200sfo,sfo,TartJa00,defense,26,,,,,
player,201611200sfo,sfo,TartJa00,def_pct,34%,,,,,
player,201611200sfo,sfo,TartJa00,special_teams,13,,,,,
player,201611200sfo,sfo,TartJa00,st_pct,42%,,,,,
player,201611200sfo,sfo,CarrCo00,pos,LB,,,,,
player,201611200sfo,sfo,CarrCo00,offense,0,,,,,
player,201611200sfo,sfo,CarrCo00,off_pct,0%,,,,,
player,201611200sfo,sfo,CarrCo00,defense,26,,,,,
player,201611200sfo,sfo,CarrCo00,def_pct,34%,,,,,
player,201611200sfo,sfo,CarrCo00,special_teams,1,,,,,
player,201611200sfo,sfo,CarrCo00,st_pct,3%,,,,,
player,201611200sfo,sfo,ReasKe00,pos,CB,,,,,
player,201611200sfo,sfo,ReasKe00,offense,0,,,,,
player,201611200sfo,sfo,ReasKe00,off_pct,0%,,,,,
player,201611200sfo,sfo,ReasKe00,defense,14,,,,,
player,201611200sfo,sfo,ReasKe00,def_pct,18%,,,,,
player,201611200sfo,sfo,ReasKe00,special_teams,11,,,,,
player,201611200sfo,sfo,ReasKe00,st_pct,35%,,,,,
player,201611200sfo,sfo,WilhMi00,pos,LB,,,,,
player,201611200sfo,sfo,WilhMi00,offense,0,,,,,
player,201611200sfo,sfo,WilhMi00,off_pct,0%,,,,,
player,201611200sfo,sfo,WilhMi00,defense,12,,,,,
player,201611200sfo,sfo,WilhMi00,def_pct,16%,,,,,
player,201611200sfo,sfo,WilhMi00,special_teams,21,,,,,
player,201611200sfo,sfo,WilhMi00,st_pct,68%,,,,,
player,201611200sfo,sfo,JeroTo00,pos,DT,,,,,
player,201611200sfo,sfo,JeroTo00,offense,0,,,,,
player,201611200sfo,sfo,JeroTo00,off_pct,0%,,,,,
player,201611200sfo,sfo,JeroTo00,defense,12,,,,,
player,201611200sfo,sfo,JeroTo00,def_pct,16%,,,,,
player,201611200sfo,sfo,JeroTo00,special_teams,10,,,,,
player,201611200sfo,sfo,JeroTo00,st_pct,32%,,,,,
player,201611200sfo,sfo,JohnDo02,pos,CB,,,,,
player,201611200sfo,sfo,JohnDo02,offense,0,,,,,
player,201611200sfo,sfo,JohnDo02,off_pct,0%,,,,,
player,201611200sfo,sfo,JohnDo02,defense,5,,,,,
player,201611200sfo,sfo,JohnDo02,def_pct,6%,,,,,
player,201611200sfo,sfo,JohnDo02,special_teams,26,,,,,
player,201611200sfo,sfo,JohnDo02,st_pct,84%,,,,,
player,201611200sfo,sfo,PurcMi00,pos,NT,,,,,
player,201611200sfo,sfo,PurcMi00,offense,0,,,,,
player,201611200sfo,sfo,PurcMi00,off_pct,0%,,,,,
player,201611200sfo,sfo,PurcMi00,defense,3,,,,,
player,201611200sfo,sfo,PurcMi00,def_pct,4%,,,,,
player,201611200sfo,sfo,PurcMi00,special_teams,5,,,,,
player,201611200sfo,sfo,PurcMi00,st_pct,16%,,,,,
player,201611200sfo,sfo,SkovSh00,pos,LB,,,,,
player,201611200sfo,sfo,SkovSh00,offense,0,,,,,
player,201611200sfo,sfo,SkovSh00,off_pct,0%,,,,,
player,201611200sfo,sfo,SkovSh00,defense,1,,,,,
player,201611200sfo,sfo,SkovSh00,def_pct,1%,,,,,
player,201611200sfo,sfo,SkovSh00,special_teams,26,,,,,
player,201611200sfo,sfo,SkovSh00,st_pct,84%,,,,,
player,201611200sfo,sfo,ShepJa00,pos,DB,,,,,
player,201611200sfo,sfo,ShepJa00,offense,0,,,,,
player,201611200sfo,sfo,ShepJa00,off_pct,0%,,,,,
player,201611200sfo,sfo,ShepJa00,defense,1,,,,,
player,201611200sfo,sfo,ShepJa00,def_pct,1%,,,,,
player,201611200sfo,sfo,ShepJa00,special_teams,13,,,,,
player,201611200sfo,sfo,ShepJa00,st_pct,42%,,,,,
player,201611200sfo,sfo,NelsKy00,pos,LS,,,,,
player,201611200sfo,sfo,NelsKy00,offense,0,,,,,
player,201611200sfo,sfo,NelsKy00,off_pct,0%,,,,,
player,201611200sfo,sfo,NelsKy00,defense,0,,,,,
player,201611200sfo,sfo,NelsKy00,def_pct,0%,,,,,
player,201611200sfo,sfo,NelsKy00,special_teams,11,,,,,
player,201611200sfo,sfo,NelsKy00,st_pct,35%,,,,,
player,201611200sfo,sfo,PiniBr00,pos,P,,,,,
player,201611200sfo,sfo,PiniBr00,offense,0,,,,,
player,201611200sfo,sfo,PiniBr00,off_pct,0%,,,,,
player,201611200sfo,sfo,PiniBr00,defense,0,,,,,
player,201611200sfo,sfo,PiniBr00,def_pct,0%,,,,,
player,201611200sfo,sfo,PiniBr00,special_teams,11,,,,,
player,201611200sfo,sfo,PiniBr00,st_pct,35%,,,,,
player,201611200sfo,sfo,dawsophi01,pos,K,,,,,
player,201611200sfo,sfo,dawsophi01,offense,0,,,,,
player,201611200sfo,sfo,dawsophi01,off_pct,0%,,,,,
player,201611200sfo,sfo,dawsophi01,defense,0,,,,,
player,201611200sfo,sfo,dawsophi01,def_pct,0%,,,,,
player,201611200sfo,sfo,dawsophi01,special_teams,7,,,,,
player,201611200sfo,sfo,dawsophi01,st_pct,23%,,,,,
player,201611200sfo,sfo,CromMa01,pos,FS,,,,,
player,201611200sfo,sfo,CromMa01,offense,0,,,,,
player,201611200sfo,sfo,CromMa01,off_pct,0%,,,,,
player,201611200sfo,sfo,CromMa01,defense,0,,,,,
player,201611200sfo,sfo,CromMa01,def_pct,0%,,,,,
player,201611200sfo,sfo,CromMa01,special_teams,5,,,,,
player,201611200sfo,sfo,CromMa01,st_pct,16%,,,,,
player,201611200sfo,sfo,TillAn01,pos,G,,,,,
player,201611200sfo,sfo,TillAn01,offense,0,,,,,
player,201611200sfo,sfo,TillAn01,off_pct,0%,,,,,
player,201611200sfo,sfo,TillAn01,defense,0,,,,,
player,201611200sfo,sfo,TillAn01,def_pct,0%,,,,,
player,201611200sfo,sfo,TillAn01,special_teams,3,,,,,
player,201611200sfo,sfo,TillAn01,st_pct,10%,,,,,
player,201611200sfo,nwe,CannMa00,pos,T,,,,,
player,201611200sfo,nwe,CannMa00,offense,77,,,,,
player,201611200sfo,nwe,CannMa00,off_pct,100%,,,,,
player,201611200sfo,nwe,CannMa00,defense,0,,,,,
player,201611200sfo,nwe,CannMa00,def_pct,0%,,,,,
player,201611200sfo,nwe,CannMa00,special_teams,5,,,,,
player,201611200sfo,nwe,CannMa00,st_pct,16%,,,,,
player,201611200sfo,nwe,SoldNa00,pos,T,,,,,
player,201611200sfo,nwe,SoldNa00,offense,77,,,,,
player,201611200sfo,nwe,SoldNa00,off_pct,100%,,,,,
player,201611200sfo,nwe,SoldNa00,defense,0,,,,,
player,201611200sfo,nwe,SoldNa00,def_pct,0%,,,,,
player,201611200sfo,nwe,SoldNa00,special_teams,5,,,,,
player,201611200sfo,nwe,SoldNa00,st_pct,16%,,,,,
player,201611200sfo,nwe,ThunJo00,pos,G,,,,,
player,201611200sfo,nwe,ThunJo00,offense,77,,,,,
player,201611200sfo,nwe,ThunJo00,off_pct,100%,,,,,
player,201611200sfo,nwe,ThunJo00,defense,0,,,,,
player,201611200sfo,nwe,ThunJo00,def_pct,0%,,,,,
player,201611200sfo,nwe,ThunJo00,special_teams,5,,,,,
player,201611200sfo,nwe,ThunJo00,st_pct,16%,,,,,
player,201611200sfo,nwe,MasoSh01,pos,G,,,,,
player,201611200sfo,nwe,MasoSh01,offense,77,,,,,
player,201611200sfo,nwe,MasoSh01,off_pct,100%,,,,,
player,201611200sfo,nwe,MasoSh01,defense,0,,,,,
player,201611200sfo,nwe,MasoSh01,def_pct,0%,,,,,
player,201611200sfo,nwe,MasoSh01,special_teams,5,,,,,
player,201611200sfo,nwe,MasoSh01,st_pct,16%,,,,,
player,201611200sfo,nwe,AndrDa00,pos,C,,,,,
player,201611200sfo,nwe,AndrDa00,offense,77,,,,,
player,201611200sfo,nwe,AndrDa00,off_pct,100%,,,,,
player,201611200sfo,nwe,AndrDa00,defense,0,,,,,
player,201611200sfo,nwe,AndrDa00,def_pct,0%,,,,,
player,201611200sfo,nwe,AndrDa00,special_teams,1,,,,,
player,201611200sfo,nwe,AndrDa00,st_pct,3%,,,,,
player,201611200sfo,nwe,BradTo00,pos,QB,,,,,
player,201611200sfo,nwe,BradTo00,offense,77,,,,,
player,201611200sfo,nwe,BradTo00,off_pct,100%,,,,,
player,201611200sfo,nwe,BradTo00,defense,0,,,,,
player,201611200sfo,nwe,BradTo00,def_pct,0%,,,,,
player,201611200sfo,nwe,BradTo00,special_teams,0,,,,,
player,201611200sfo,nwe,BradTo00,st_pct,0%,,,,,
player,201611200sfo,nwe,BennMa00,pos,TE,,,,,
player,201611200sfo,nwe,BennMa00,offense,74,,,,,
player,201611200sfo,nwe,BennMa00,off_pct,96%,,,,,
player,201611200sfo,nwe,BennMa00,defense,0,,,,,
player,201611200sfo,nwe,BennMa00,def_pct,0%,,,,,
player,201611200sfo,nwe,BennMa00,special_teams,0,,,,,
player,201611200sfo,nwe,BennMa00,st_pct,0%,,,,,
player,201611200sfo,nwe,EdelJu00,pos,WR,,,,,
player,201611200sfo,nwe,EdelJu00,offense,67,,,,,
player,201611200sfo,nwe,EdelJu00,off_pct,87%,,,,,
player,201611200sfo,nwe,EdelJu00,defense,0,,,,,
player,201611200sfo,nwe,EdelJu00,def_pct,0%,,,,,
player,201611200sfo,nwe,EdelJu00,special_teams,1,,,,,
player,201611200sfo,nwe,EdelJu00,st_pct,3%,,,,,
player,201611200sfo,nwe,MitcMa01,pos,WR,,,,,
player,201611200sfo,nwe,MitcMa01,offense,66,,,,,
player,201611200sfo,nwe,MitcMa01,off_pct,86%,,,,,
player,201611200sfo,nwe,MitcMa01,defense,0,,,,,
player,201611200sfo,nwe,MitcMa01,def_pct,0%,,,,,
player,201611200sfo,nwe,MitcMa01,special_teams,0,,,,,
player,201611200sfo,nwe,MitcMa01,st_pct,0%,,,,,
player,201611200sfo,nwe,AmenDa00,pos,WR,,,,,
player,201611200sfo,nwe,AmenDa00,offense,42,,,,,
player,201611200sfo,nwe,AmenDa00,off_pct,55%,,,,,
player,201611200sfo,nwe,AmenDa00,defense,0,,,,,
player,201611200sfo,nwe,AmenDa00,def_pct,0%,,,,,
player,201611200sfo,nwe,AmenDa00,special_teams,6,,,,,
player,201611200sfo,nwe,AmenDa00,st_pct,19%,,,,,
player,201611200sfo,nwe,BlouLe00,pos,RB,,,,,
player,201611200sfo,nwe,BlouLe00,offense,35,,,,,
player,201611200sfo,nwe,BlouLe00,off_pct,45%,,,,,
player,201611200sfo,nwe,BlouLe00,defense,0,,,,,
player,201611200sfo,nwe,BlouLe00,def_pct,0%,,,,,
player,201611200sfo,nwe,BlouLe00,special_teams,0,,,,,
player,201611200sfo,nwe,BlouLe00,st_pct,0%,,,,,
player,201611200sfo,nwe,DeveJa00,pos,FB,,,,,
player,201611200sfo,nwe,DeveJa00,offense,34,,,,,
player,201611200sfo,nwe,DeveJa00,off_pct,44%,,,,,
player,201611200sfo,nwe,DeveJa00,defense,0,,,,,
player,201611200sfo,nwe,DeveJa00,def_pct,0%,,,,,
player,201611200sfo,nwe,DeveJa00,special_teams,14,,,,,
player,201611200sfo,nwe,DeveJa00,st_pct,45%,,,,,
player,201611200sfo,nwe,WhitJa02,pos,RB,,,,,
player,201611200sfo,nwe,WhitJa02,offense,24,,,,,
player,201611200sfo,nwe,WhitJa02,off_pct,31%,,,,,
player,201611200sfo,nwe,WhitJa02,defense,0,,,,,
player,201611200sfo,nwe,WhitJa02,def_pct,0%,,,,,
player,201611200sfo,nwe,WhitJa02,special_teams,0,,,,,
player,201611200sfo,nwe,WhitJa02,st_pct,0%,,,,,
player,201611200sfo,nwe,LewiDi00,pos,RB,,,,,
player,201611200sfo,nwe,LewiDi00,offense,21,,,,,
player,201611200sfo,nwe,LewiDi00,off_pct,27%,,,,,
player,201611200sfo,nwe,LewiDi00,defense,0,,,,,
player,201611200sfo,nwe,LewiDi00,def_pct,0%,,,,,
player,201611200sfo,nwe,LewiDi00,special_teams,0,,,,,
player,201611200sfo,nwe,LewiDi00,st_pct,0%,,,,,
player,201611200sfo,nwe,FlemCa00,pos,T,,,,,
player,201611200sfo,nwe,FlemCa00,offense,16,,,,,
player,201611200sfo,nwe,FlemCa00,off_pct,21%,,,,,
player,201611200sfo,nwe,FlemCa00,defense,0,,,,,
player,201611200sfo,nwe,FlemCa00,def_pct,0%,,,,,
player,201611200sfo,nwe,FlemCa00,special_teams,5,,,,,
player,201611200sfo,nwe,FlemCa00,st_pct,16%,,,,,
player,201611200sfo,nwe,LengMa00,pos,TE,,,,,
player,201611200sfo,nwe,LengMa00,offense,6,,,,,
player,201611200sfo,nwe,LengMa00,off_pct,8%,,,,,
player,201611200sfo,nwe,LengMa00,defense,0,,,,,
player,201611200sfo,nwe,LengMa00,def_pct,0%,,,,,
player,201611200sfo,nwe,LengMa00,special_teams,0,,,,,
player,201611200sfo,nwe,LengMa00,st_pct,0%,,,,,
player,201611200sfo,nwe,ChunPa99,pos,SS,,,,,
player,201611200sfo,nwe,ChunPa99,offense,0,,,,,
player,201611200sfo,nwe,ChunPa99,off_pct,0%,,,,,
player,201611200sfo,nwe,ChunPa99,defense,63,,,,,
player,201611200sfo,nwe,ChunPa99,def_pct,100%,,,,,
player,201611200sfo,nwe,ChunPa99,special_teams,17,,,,,
player,201611200sfo,nwe,ChunPa99,st_pct,55%,,,,,
player,201611200sfo,nwe,ButlMa01,pos,CB,,,,,
player,201611200sfo,nwe,ButlMa01,offense,0,,,,,
player,201611200sfo,nwe,ButlMa01,off_pct,0%,,,,,
player,201611200sfo,nwe,ButlMa01,defense,63,,,,,
player,201611200sfo,nwe,ButlMa01,def_pct,100%,,,,,
player,201611200sfo,nwe,ButlMa01,special_teams,0,,,,,
player,201611200sfo,nwe,ButlMa01,st_pct,0%,,,,,
player,201611200sfo,nwe,RoweEr00,pos,CB,,,,,
player,201611200sfo,nwe,RoweEr00,offense,0,,,,,
player,201611200sfo,nwe,RoweEr00,off_pct,0%,,,,,
player,201611200sfo,nwe,RoweEr00,defense,63,,,,,
player,201611200sfo,nwe,RoweEr00,def_pct,100%,,,,,
player,201611200sfo,nwe,RoweEr00,special_teams,0,,,,,
player,201611200sfo,nwe,RoweEr00,st_pct,0%,,,,,
player,201611200sfo,nwe,McCoDe99,pos,FS,,,,,
player,201611200sfo,nwe,McCoDe99,offense,0,,,,,
player,201611200sfo,nwe,McCoDe99,off_pct,0%,,,,,
player,201611200sfo,nwe,McCoDe99,defense,62,,,,,
player,201611200sfo,nwe,McCoDe99,def_pct,98%,,,,,
player,201611200sfo,nwe,McCoDe99,special_teams,12,,,,,
player,201611200sfo,nwe,McCoDe99,st_pct,39%,,,,,
player,201611200sfo,nwe,HighDo01,pos,LB,,,,,
player,201611200sfo,nwe,HighDo01,offense,0,,,,,
player,201611200sfo,nwe,HighDo01,off_pct,0%,,,,,
player,201611200sfo,nwe,HighDo01,defense,49,,,,,
player,201611200sfo,nwe,HighDo01,def_pct,78%,,,,,
player,201611200sfo,nwe,HighDo01,special_teams,4,,,,,
player,201611200sfo,nwe,HighDo01,st_pct,13%,,,,,
player,201611200sfo,nwe,FlowTr00,pos,DE,,,,,
player,201611200sfo,nwe,FlowTr00,offense,0,,,,,
player,201611200sfo,nwe,FlowTr00,off_pct,0%,,,,,
player,201611200sfo,nwe,FlowTr00,defense,49,,,,,
player,201611200sfo,nwe,FlowTr00,def_pct,78%,,,,,
player,201611200sfo,nwe,FlowTr00,special_teams,0,,,,,
player,201611200sfo,nwe,FlowTr00,st_pct,0%,,,,,
player,201611200sfo,nwe,LongCh99,pos,DE,,,,,
player,201611200sfo,nwe,LongCh99,offense,0,,,,,
player,201611200sfo,nwe,LongCh99,off_pct,0%,,,,,
player,201611200sfo,nwe,LongCh99,defense,45,,,,,
player,201611200sfo,nwe,LongCh99,def_pct,71%,,,,,
player,201611200sfo,nwe,LongCh99,special_teams,0,,,,,
player,201611200sfo,nwe,LongCh99,st_pct,0%,,,,,
player,201611200sfo,nwe,NinkRo20,pos,DE,,,,,
player,201611200sfo,nwe,NinkRo20,offense,0,,,,,
player,201611200sfo,nwe,NinkRo20,off_pct,0%,,,,,
player,201611200sfo,nwe,NinkRo20,defense,42,,,,,
player,201611200sfo,nwe,NinkRo20,def_pct,67%,,,,,
player,201611200sfo,nwe,NinkRo20,special_teams,4,,,,,
player,201611200sfo,nwe,NinkRo20,st_pct,13%,,,,,
player,201611200sfo,nwe,RyanLo00,pos,CB,,,,,
player,201611200sfo,nwe,RyanLo00,offense,0,,,,,
player,201611200sfo,nwe,RyanLo00,off_pct,0%,,,,,
player,201611200sfo,nwe,RyanLo00,defense,41,,,,,
player,201611200sfo,nwe,RyanLo00,def_pct,65%,,,,,
player,201611200sfo,nwe,RyanLo00,special_teams,0,,,,,
player,201611200sfo,nwe,RyanLo00,st_pct,0%,,,,,
player,201611200sfo,nwe,HarmDu00,pos,SS,,,,,
player,201611200sfo,nwe,HarmDu00,offense,0,,,,,
player,201611200sfo,nwe,HarmDu00,off_pct,0%,,,,,
player,201611200sfo,nwe,HarmDu00,defense,39,,,,,
player,201611200sfo,nwe,HarmDu00,def_pct,62%,,,,,
player,201611200sfo,nwe,HarmDu00,special_teams,7,,,,,
player,201611200sfo,nwe,HarmDu00,st_pct,23%,,,,,
player,201611200sfo,nwe,McClSh00,pos,LB,,,,,
player,201611200sfo,nwe,McClSh00,offense,0,,,,,
player,201611200sfo,nwe,McClSh00,off_pct,0%,,,,,
player,201611200sfo,nwe,McClSh00,defense,36,,,,,
player,201611200sfo,nwe,McClSh00,def_pct,57%,,,,,
player,201611200sfo,nwe,McClSh00,special_teams,26,,,,,
player,201611200sfo,nwe,McClSh00,st_pct,84%,,,,,
player,201611200sfo,nwe,BranAl99,pos,DT,,,,,
player,201611200sfo,nwe,BranAl99,offense,0,,,,,
player,201611200sfo,nwe,BranAl99,off_pct,0%,,,,,
player,201611200sfo,nwe,BranAl99,defense,35,,,,,
player,201611200sfo,nwe,BranAl99,def_pct,56%,,,,,
player,201611200sfo,nwe,BranAl99,special_teams,8,,,,,
player,201611200sfo,nwe,BranAl99,st_pct,26%,,,,,
player,201611200sfo,nwe,BrowMa01,pos,DT,,,,,
player,201611200sfo,nwe,BrowMa01,offense,0,,,,,
player,201611200sfo,nwe,BrowMa01,off_pct,0%,,,,,
player,201611200sfo,nwe,BrowMa01,defense,35,,,,,
player,201611200sfo,nwe,BrowMa01,def_pct,56%,,,,,
player,201611200sfo,nwe,BrowMa01,special_teams,3,,,,,
player,201611200sfo,nwe,BrowMa01,st_pct,10%,,,,,
player,201611200sfo,nwe,VanNKy00,pos,LB,,,,,
player,201611200sfo,nwe,VanNKy00,offense,0,,,,,
player,201611200sfo,nwe,VanNKy00,off_pct,0%,,,,,
player,201611200sfo,nwe,VanNKy00,defense,29,,,,,
player,201611200sfo,nwe,VanNKy00,def_pct,46%,,,,,
player,201611200sfo,nwe,VanNKy00,special_teams,3,,,,,
player,201611200sfo,nwe,VanNKy00,st_pct,10%,,,,,
player,201611200sfo,nwe,ValeVi00,pos,DT,,,,,
player,201611200sfo,nwe,ValeVi00,offense,0,,,,,
player,201611200sfo,nwe,ValeVi00,off_pct,0%,,,,,
player,201611200sfo,nwe,ValeVi00,defense,18,,,,,
player,201611200sfo,nwe,ValeVi00,def_pct,29%,,,,,
player,201611200sfo,nwe,ValeVi00,special_teams,3,,,,,
player,201611200sfo,nwe,ValeVi00,st_pct,10%,,,,,
player,201611200sfo,nwe,RobeEl00,pos,LB,,,,,
player,201611200sfo,nwe,RobeEl00,offense,0,,,,,
player,201611200sfo,nwe,RobeEl00,off_pct,0%,,,,,
player,201611200sfo,nwe,RobeEl00,defense,12,,,,,
player,201611200sfo,nwe,RobeEl00,def_pct,19%,,,,,
player,201611200sfo,nwe,RobeEl00,special_teams,0,,,,,
player,201611200sfo,nwe,RobeEl00,st_pct,0%,,,,,
player,201611200sfo,nwe,MingBa00,pos,LB,,,,,
player,201611200sfo,nwe,MingBa00,offense,0,,,,,
player,201611200sfo,nwe,MingBa00,off_pct,0%,,,,,
player,201611200sfo,nwe,MingBa00,defense,10,,,,,
player,201611200sfo,nwe,MingBa00,def_pct,16%,,,,,
player,201611200sfo,nwe,MingBa00,special_teams,22,,,,,
player,201611200sfo,nwe,MingBa00,st_pct,71%,,,,,
player,201611200sfo,nwe,GrisGe00,pos,DE,,,,,
player,201611200sfo,nwe,GrisGe00,offense,0,,,,,
player,201611200sfo,nwe,GrisGe00,off_pct,0%,,,,,
player,201611200sfo,nwe,GrisGe00,defense,1,,,,,
player,201611200sfo,nwe,GrisGe00,def_pct,2%,,,,,
player,201611200sfo,nwe,GrisGe00,special_teams,24,,,,,
player,201611200sfo,nwe,GrisGe00,st_pct,77%,,,,,
player,201611200sfo,nwe,JoneCy00,pos,CB,,,,,
player,201611200sfo,nwe,JoneCy00,offense,0,,,,,
player,201611200sfo,nwe,JoneCy00,off_pct,0%,,,,,
player,201611200sfo,nwe,JoneCy00,defense,1,,,,,
player,201611200sfo,nwe,JoneCy00,def_pct,2%,,,,,
player,201611200sfo,nwe,JoneCy00,special_teams,6,,,,,
player,201611200sfo,nwe,JoneCy00,st_pct,19%,,,,,
player,201611200sfo,nwe,EbneNa00,pos,FS,,,,,
player,201611200sfo,nwe,EbneNa00,offense,0,,,,,
player,201611200sfo,nwe,EbneNa00,off_pct,0%,,,,,
player,201611200sfo,nwe,EbneNa00,defense,0,,,,,
player,201611200sfo,nwe,EbneNa00,def_pct,0%,,,,,
player,201611200sfo,nwe,EbneNa00,special_teams,26,,,,,
player,201611200sfo,nwe,EbneNa00,st_pct,84%,,,,,
player,201611200sfo,nwe,BoldBr00,pos,RB,,,,,
player,201611200sfo,nwe,BoldBr00,offense,0,,,,,
player,201611200sfo,nwe,BoldBr00,off_pct,0%,,,,,
player,201611200sfo,nwe,BoldBr00,defense,0,,,,,
player,201611200sfo,nwe,BoldBr00,def_pct,0%,,,,,
player,201611200sfo,nwe,BoldBr00,special_teams,23,,,,,
player,201611200sfo,nwe,BoldBr00,st_pct,74%,,,,,
player,201611200sfo,nwe,KingBr02,pos,FS,,,,,
player,201611200sfo,nwe,KingBr02,offense,0,,,,,
player,201611200sfo,nwe,KingBr02,off_pct,0%,,,,,
player,201611200sfo,nwe,KingBr02,defense,0,,,,,
player,201611200sfo,nwe,KingBr02,def_pct,0%,,,,,
