game,2016,4,20161002,201610020tam,den,"Denver Broncos",27,tam,"Tampa Bay Buccaneers",7
player,201610020tam,den,LyncPa00,rush_att,3,,,,,
player,201610020tam,den,LyncPa00,rush_yds,-4,,,,,
player,201610020tam,den,LyncPa00,rush_td,0,,,,,
player,201610020tam,den,LyncPa00,rush_long,-1,,,,,
player,201610020tam,den,LyncPa00,targets,0,,,,,
player,201610020tam,den,LyncPa00,rec,0,,,,,
player,201610020tam,den,LyncPa00,rec_yds,0,,,,,
player,201610020tam,den,LyncPa00,rec_td,0,,,,,
player,201610020tam,den,LyncPa00,rec_long,0,,,,,
player,201610020tam,den,LyncPa00,fumbles,0,,,,,
player,201610020tam,den,LyncPa00,fumbles_lost,0,,,,,
player,201610020tam,den,SiemTr00,pass_cmp,5,,,,,
player,201610020tam,den,SiemTr00,pass_att,7,,,,,
player,201610020tam,den,SiemTr00,pass_yds,68,,,,,
player,201610020tam,den,SiemTr00,pass_td,1,,,,,
player,201610020tam,den,SiemTr00,pass_int,0,,,,,
player,201610020tam,den,SiemTr00,pass_sacked,3,,,,,
player,201610020tam,den,SiemTr00,pass_sacked_yds,20,,,,,
player,201610020tam,den,SiemTr00,pass_long,19,,,,,
player,201610020tam,den,SiemTr00,pass_rating,141.7,,,,,
player,201610020tam,den,SiemTr00,rush_att,0,,,,,
player,201610020tam,den,SiemTr00,rush_yds,0,,,,,
player,201610020tam,den,SiemTr00,rush_td,0,,,,,
player,201610020tam,den,SiemTr00,rush_long,0,,,,,
player,201610020tam,den,SiemTr00,targets,0,,,,,
player,201610020tam,den,SiemTr00,rec,0,,,,,
player,201610020tam,den,SiemTr00,rec_yds,0,,,,,
player,201610020tam,den,SiemTr00,rec_td,0,,,,,
player,201610020tam,den,SiemTr00,rec_long,0,,,,,
player,201610020tam,den,SiemTr00,fumbles,0,,,,,
player,201610020tam,den,SiemTr00,fumbles_lost,0,,,,,
player,201610020tam,den,AndeC.00,pass_cmp,0,,,,,
player,201610020tam,den,AndeC.00,pass_att,0,,,,,
player,201610020tam,den,AndeC.00,pass_yds,0,,,,,
player,201610020tam,den,AndeC.00,pass_td,0,,,,,
player,201610020tam,den,AndeC.00,pass_int,0,,,,,
player,201610020tam,den,AndeC.00,pass_sacked,0,,,,,
player,201610020tam,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201610020tam,den,AndeC.00,pass_long,0,,,,,
player,201610020tam,den,AndeC.00,pass_rating,,,,,,
player,201610020tam,den,AndeC.00,rush_att,19,,,,,
player,201610020tam,den,AndeC.00,rush_yds,49,,,,,
player,201610020tam,den,AndeC.00,rush_td,1,,,,,
player,201610020tam,den,AndeC.00,rush_long,12,,,,,
player,201610020tam,den,AndeC.00,targets,1,,,,,
player,201610020tam,den,AndeC.00,rec,1,,,,,
player,201610020tam,den,AndeC.00,rec_yds,3,,,,,
player,201610020tam,den,AndeC.00,rec_td,0,,,,,
player,201610020tam,den,AndeC.00,rec_long,3,,,,,
player,201610020tam,den,AndeC.00,fumbles,0,,,,,
player,201610020tam,den,AndeC.00,fumbles_lost,0,,,,,
player,201610020tam,den,BookDe00,pass_cmp,0,,,,,
player,201610020tam,den,BookDe00,pass_att,0,,,,,
player,201610020tam,den,BookDe00,pass_yds,0,,,,,
player,201610020tam,den,BookDe00,pass_td,0,,,,,
player,201610020tam,den,BookDe00,pass_int,0,,,,,
player,201610020tam,den,BookDe00,pass_sacked,0,,,,,
player,201610020tam,den,BookDe00,pass_sacked_yds,0,,,,,
player,201610020tam,den,BookDe00,pass_long,0,,,,,
player,201610020tam,den,BookDe00,pass_rating,,,,,,
player,201610020tam,den,BookDe00,rush_att,7,,,,,
player,201610020tam,den,BookDe00,rush_yds,30,,,,,
player,201610020tam,den,BookDe00,rush_td,0,,,,,
player,201610020tam,den,BookDe00,rush_long,11,,,,,
player,201610020tam,den,BookDe00,targets,1,,,,,
player,201610020tam,den,BookDe00,rec,0,,,,,
player,201610020tam,den,BookDe00,rec_yds,0,,,,,
player,201610020tam,den,BookDe00,rec_td,0,,,,,
player,201610020tam,den,BookDe00,rec_long,0,,,,,
player,201610020tam,den,BookDe00,fumbles,0,,,,,
player,201610020tam,den,BookDe00,fumbles_lost,0,,,,,
player,201610020tam,den,BibbKa00,pass_cmp,0,,,,,
player,201610020tam,den,BibbKa00,pass_att,0,,,,,
player,201610020tam,den,BibbKa00,pass_yds,0,,,,,
player,201610020tam,den,BibbKa00,pass_td,0,,,,,
player,201610020tam,den,BibbKa00,pass_int,0,,,,,
player,201610020tam,den,BibbKa00,pass_sacked,0,,,,,
player,201610020tam,den,BibbKa00,pass_sacked_yds,0,,,,,
player,201610020tam,den,BibbKa00,pass_long,0,,,,,
player,201610020tam,den,BibbKa00,pass_rating,,,,,,
player,201610020tam,den,BibbKa00,rush_att,3,,,,,
player,201610020tam,den,BibbKa00,rush_yds,14,,,,,
player,201610020tam,den,BibbKa00,rush_td,0,,,,,
player,201610020tam,den,BibbKa00,rush_long,9,,,,,
player,201610020tam,den,BibbKa00,targets,0,,,,,
player,201610020tam,den,BibbKa00,rec,0,,,,,
player,201610020tam,den,BibbKa00,rec_yds,0,,,,,
player,201610020tam,den,BibbKa00,rec_td,0,,,,,
player,201610020tam,den,BibbKa00,rec_long,0,,,,,
player,201610020tam,den,BibbKa00,fumbles,0,,,,,
player,201610020tam,den,BibbKa00,fumbles_lost,0,,,,,
player,201610020tam,den,ThomDe03,pass_cmp,0,,,,,
player,201610020tam,den,ThomDe03,pass_att,0,,,,,
player,201610020tam,den,ThomDe03,pass_yds,0,,,,,
player,201610020tam,den,ThomDe03,pass_td,0,,,,,
player,201610020tam,den,ThomDe03,pass_int,0,,,,,
player,201610020tam,den,ThomDe03,pass_sacked,0,,,,,
player,201610020tam,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201610020tam,den,ThomDe03,pass_long,0,,,,,
player,201610020tam,den,ThomDe03,pass_rating,,,,,,
player,201610020tam,den,ThomDe03,rush_att,0,,,,,
player,201610020tam,den,ThomDe03,rush_yds,0,,,,,
player,201610020tam,den,ThomDe03,rush_td,0,,,,,
player,201610020tam,den,ThomDe03,rush_long,0,,,,,
player,201610020tam,den,ThomDe03,targets,7,,,,,
player,201610020tam,den,ThomDe03,rec,6,,,,,
player,201610020tam,den,ThomDe03,rec_yds,94,,,,,
player,201610020tam,den,ThomDe03,rec_td,1,,,,,
player,201610020tam,den,ThomDe03,rec_long,31,,,,,
player,201610020tam,den,ThomDe03,fumbles,0,,,,,
player,201610020tam,den,ThomDe03,fumbles_lost,0,,,,,
player,201610020tam,den,SandEm00,pass_cmp,0,,,,,
player,201610020tam,den,SandEm00,pass_att,0,,,,,
player,201610020tam,den,SandEm00,pass_yds,0,,,,,
player,201610020tam,den,SandEm00,pass_td,0,,,,,
player,201610020tam,den,SandEm00,pass_int,0,,,,,
player,201610020tam,den,SandEm00,pass_sacked,0,,,,,
player,201610020tam,den,SandEm00,pass_sacked_yds,0,,,,,
player,201610020tam,den,SandEm00,pass_long,0,,,,,
player,201610020tam,den,SandEm00,pass_rating,,,,,,
player,201610020tam,den,SandEm00,rush_att,0,,,,,
player,201610020tam,den,SandEm00,rush_yds,0,,,,,
player,201610020tam,den,SandEm00,rush_td,0,,,,,
player,201610020tam,den,SandEm00,rush_long,0,,,,,
player,201610020tam,den,SandEm00,targets,13,,,,,
player,201610020tam,den,SandEm00,rec,8,,,,,
player,201610020tam,den,SandEm00,rec_yds,88,,,,,
player,201610020tam,den,SandEm00,rec_td,1,,,,,
player,201610020tam,den,SandEm00,rec_long,18,,,,,
player,201610020tam,den,SandEm00,fumbles,0,,,,,
player,201610020tam,den,SandEm00,fumbles_lost,0,,,,,
player,201610020tam,den,NorwJo00,pass_cmp,0,,,,,
player,201610020tam,den,NorwJo00,pass_att,0,,,,,
player,201610020tam,den,NorwJo00,pass_yds,0,,,,,
player,201610020tam,den,NorwJo00,pass_td,0,,,,,
player,201610020tam,den,NorwJo00,pass_int,0,,,,,
player,201610020tam,den,NorwJo00,pass_sacked,0,,,,,
player,201610020tam,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201610020tam,den,NorwJo00,pass_long,0,,,,,
player,201610020tam,den,NorwJo00,pass_rating,,,,,,
player,201610020tam,den,NorwJo00,rush_att,0,,,,,
player,201610020tam,den,NorwJo00,rush_yds,0,,,,,
player,201610020tam,den,NorwJo00,rush_td,0,,,,,
player,201610020tam,den,NorwJo00,rush_long,0,,,,,
player,201610020tam,den,NorwJo00,targets,2,,,,,
player,201610020tam,den,NorwJo00,rec,2,,,,,
player,201610020tam,den,NorwJo00,rec_yds,25,,,,,
player,201610020tam,den,NorwJo00,rec_td,0,,,,,
player,201610020tam,den,NorwJo00,rec_long,21,,,,,
player,201610020tam,den,NorwJo00,fumbles,0,,,,,
player,201610020tam,den,NorwJo00,fumbles_lost,0,,,,,
player,201610020tam,den,HeueJe00,pass_cmp,0,,,,,
player,201610020tam,den,HeueJe00,pass_att,0,,,,,
player,201610020tam,den,HeueJe00,pass_yds,0,,,,,
player,201610020tam,den,HeueJe00,pass_td,0,,,,,
player,201610020tam,den,HeueJe00,pass_int,0,,,,,
player,201610020tam,den,HeueJe00,pass_sacked,0,,,,,
player,201610020tam,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201610020tam,den,HeueJe00,pass_long,0,,,,,
player,201610020tam,den,HeueJe00,pass_rating,,,,,,
player,201610020tam,den,HeueJe00,rush_att,0,,,,,
player,201610020tam,den,HeueJe00,rush_yds,0,,,,,
player,201610020tam,den,HeueJe00,rush_td,0,,,,,
player,201610020tam,den,HeueJe00,rush_long,0,,,,,
player,201610020tam,den,HeueJe00,targets,1,,,,,
player,201610020tam,den,HeueJe00,rec,1,,,,,
player,201610020tam,den,HeueJe00,rec_yds,19,,,,,
player,201610020tam,den,HeueJe00,rec_td,0,,,,,
player,201610020tam,den,HeueJe00,rec_long,19,,,,,
player,201610020tam,den,HeueJe00,fumbles,0,,,,,
player,201610020tam,den,HeueJe00,fumbles_lost,0,,,,,
player,201610020tam,den,TaylJo01,pass_cmp,0,,,,,
player,201610020tam,den,TaylJo01,pass_att,0,,,,,
player,201610020tam,den,TaylJo01,pass_yds,0,,,,,
player,201610020tam,den,TaylJo01,pass_td,0,,,,,
player,201610020tam,den,TaylJo01,pass_int,0,,,,,
player,201610020tam,den,TaylJo01,pass_sacked,0,,,,,
player,201610020tam,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201610020tam,den,TaylJo01,pass_long,0,,,,,
player,201610020tam,den,TaylJo01,pass_rating,,,,,,
player,201610020tam,den,TaylJo01,rush_att,0,,,,,
player,201610020tam,den,TaylJo01,rush_yds,0,,,,,
player,201610020tam,den,TaylJo01,rush_td,0,,,,,
player,201610020tam,den,TaylJo01,rush_long,0,,,,,
player,201610020tam,den,TaylJo01,targets,1,,,,,
player,201610020tam,den,TaylJo01,rec,1,,,,,
player,201610020tam,den,TaylJo01,rec_yds,9,,,,,
player,201610020tam,den,TaylJo01,rec_td,0,,,,,
player,201610020tam,den,TaylJo01,rec_long,9,,,,,
player,201610020tam,den,TaylJo01,fumbles,0,,,,,
player,201610020tam,den,TaylJo01,fumbles_lost,0,,,,,
player,201610020tam,den,LatiCo00,pass_cmp,0,,,,,
player,201610020tam,den,LatiCo00,pass_att,0,,,,,
player,201610020tam,den,LatiCo00,pass_yds,0,,,,,
player,201610020tam,den,LatiCo00,pass_td,0,,,,,
player,201610020tam,den,LatiCo00,pass_int,0,,,,,
player,201610020tam,den,LatiCo00,pass_sacked,0,,,,,
player,201610020tam,den,LatiCo00,pass_sacked_yds,0,,,,,
player,201610020tam,den,LatiCo00,pass_long,0,,,,,
player,201610020tam,den,LatiCo00,pass_rating,,,,,,
player,201610020tam,den,LatiCo00,rush_att,0,,,,,
player,201610020tam,den,LatiCo00,rush_yds,0,,,,,
player,201610020tam,den,LatiCo00,rush_td,0,,,,,
player,201610020tam,den,LatiCo00,rush_long,0,,,,,
player,201610020tam,den,LatiCo00,targets,2,,,,,
player,201610020tam,den,LatiCo00,rec,0,,,,,
player,201610020tam,den,LatiCo00,rec_yds,0,,,,,
player,201610020tam,den,LatiCo00,rec_td,0,,,,,
player,201610020tam,den,LatiCo00,rec_long,0,,,,,
player,201610020tam,den,LatiCo00,fumbles,0,,,,,
player,201610020tam,den,LatiCo00,fumbles_lost,0,,,,,
player,201610020tam,den,FowlBe00,pass_cmp,0,,,,,
player,201610020tam,den,FowlBe00,pass_att,0,,,,,
player,201610020tam,den,FowlBe00,pass_yds,0,,,,,
player,201610020tam,den,FowlBe00,pass_td,0,,,,,
player,201610020tam,den,FowlBe00,pass_int,0,,,,,
player,201610020tam,den,FowlBe00,pass_sacked,0,,,,,
player,201610020tam,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201610020tam,den,FowlBe00,pass_long,0,,,,,
player,201610020tam,den,FowlBe00,pass_rating,,,,,,
player,201610020tam,den,FowlBe00,rush_att,0,,,,,
player,201610020tam,den,FowlBe00,rush_yds,0,,,,,
player,201610020tam,den,FowlBe00,rush_td,0,,,,,
player,201610020tam,den,FowlBe00,rush_long,0,,,,,
player,201610020tam,den,FowlBe00,targets,3,,,,,
player,201610020tam,den,FowlBe00,rec,0,,,,,
player,201610020tam,den,FowlBe00,rec_yds,0,,,,,
player,201610020tam,den,FowlBe00,rec_td,0,,,,,
player,201610020tam,den,FowlBe00,rec_long,0,,,,,
player,201610020tam,den,FowlBe00,fumbles,0,,,,,
player,201610020tam,den,FowlBe00,fumbles_lost,0,,,,,
player,201610020tam,tam,WinsJa00,pass_cmp,17,,,,,
player,201610020tam,tam,WinsJa00,pass_att,35,,,,,
player,201610020tam,tam,WinsJa00,pass_yds,179,,,,,
player,201610020tam,tam,WinsJa00,pass_td,0,,,,,
player,201610020tam,tam,WinsJa00,pass_int,2,,,,,
player,201610020tam,tam,WinsJa00,pass_sacked,5,,,,,
player,201610020tam,tam,WinsJa00,pass_sacked_yds,36,,,,,
player,201610020tam,tam,WinsJa00,pass_long,25,,,,,
player,201610020tam,tam,WinsJa00,pass_rating,40.1,,,,,
player,201610020tam,tam,WinsJa00,rush_att,5,,,,,
player,201610020tam,tam,WinsJa00,rush_yds,19,,,,,
player,201610020tam,tam,WinsJa00,rush_td,1,,,,,
player,201610020tam,tam,WinsJa00,rush_long,8,,,,,
player,201610020tam,tam,WinsJa00,targets,0,,,,,
player,201610020tam,tam,WinsJa00,rec,0,,,,,
player,201610020tam,tam,WinsJa00,rec_yds,0,,,,,
player,201610020tam,tam,WinsJa00,rec_td,0,,,,,
player,201610020tam,tam,WinsJa00,rec_long,0,,,,,
player,201610020tam,tam,WinsJa00,fumbles,1,,,,,
player,201610020tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201610020tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201610020tam,tam,SimsCh00,pass_att,0,,,,,
player,201610020tam,tam,SimsCh00,pass_yds,0,,,,,
player,201610020tam,tam,SimsCh00,pass_td,0,,,,,
player,201610020tam,tam,SimsCh00,pass_int,0,,,,,
player,201610020tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201610020tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,SimsCh00,pass_long,0,,,,,
player,201610020tam,tam,SimsCh00,pass_rating,,,,,,
player,201610020tam,tam,SimsCh00,rush_att,15,,,,,
player,201610020tam,tam,SimsCh00,rush_yds,28,,,,,
player,201610020tam,tam,SimsCh00,rush_td,0,,,,,
player,201610020tam,tam,SimsCh00,rush_long,6,,,,,
player,201610020tam,tam,SimsCh00,targets,3,,,,,
player,201610020tam,tam,SimsCh00,rec,2,,,,,
player,201610020tam,tam,SimsCh00,rec_yds,7,,,,,
player,201610020tam,tam,SimsCh00,rec_td,0,,,,,
player,201610020tam,tam,SimsCh00,rec_long,9,,,,,
player,201610020tam,tam,SimsCh00,fumbles,1,,,,,
player,201610020tam,tam,SimsCh00,fumbles_lost,1,,,,,
player,201610020tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201610020tam,tam,RodgJa00,pass_att,0,,,,,
player,201610020tam,tam,RodgJa00,pass_yds,0,,,,,
player,201610020tam,tam,RodgJa00,pass_td,0,,,,,
player,201610020tam,tam,RodgJa00,pass_int,0,,,,,
player,201610020tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201610020tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,RodgJa00,pass_long,0,,,,,
player,201610020tam,tam,RodgJa00,pass_rating,,,,,,
player,201610020tam,tam,RodgJa00,rush_att,6,,,,,
player,201610020tam,tam,RodgJa00,rush_yds,25,,,,,
player,201610020tam,tam,RodgJa00,rush_td,0,,,,,
player,201610020tam,tam,RodgJa00,rush_long,12,,,,,
player,201610020tam,tam,RodgJa00,targets,2,,,,,
player,201610020tam,tam,RodgJa00,rec,1,,,,,
player,201610020tam,tam,RodgJa00,rec_yds,4,,,,,
player,201610020tam,tam,RodgJa00,rec_td,0,,,,,
player,201610020tam,tam,RodgJa00,rec_long,4,,,,,
player,201610020tam,tam,RodgJa00,fumbles,0,,,,,
player,201610020tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201610020tam,tam,BratCa00,pass_cmp,0,,,,,
player,201610020tam,tam,BratCa00,pass_att,0,,,,,
player,201610020tam,tam,BratCa00,pass_yds,0,,,,,
player,201610020tam,tam,BratCa00,pass_td,0,,,,,
player,201610020tam,tam,BratCa00,pass_int,0,,,,,
player,201610020tam,tam,BratCa00,pass_sacked,0,,,,,
player,201610020tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,BratCa00,pass_long,0,,,,,
player,201610020tam,tam,BratCa00,pass_rating,,,,,,
player,201610020tam,tam,BratCa00,rush_att,0,,,,,
player,201610020tam,tam,BratCa00,rush_yds,0,,,,,
player,201610020tam,tam,BratCa00,rush_td,0,,,,,
player,201610020tam,tam,BratCa00,rush_long,0,,,,,
player,201610020tam,tam,BratCa00,targets,8,,,,,
player,201610020tam,tam,BratCa00,rec,5,,,,,
player,201610020tam,tam,BratCa00,rec_yds,67,,,,,
player,201610020tam,tam,BratCa00,rec_td,0,,,,,
player,201610020tam,tam,BratCa00,rec_long,19,,,,,
player,201610020tam,tam,BratCa00,fumbles,0,,,,,
player,201610020tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201610020tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201610020tam,tam,EvanMi00,pass_att,0,,,,,
player,201610020tam,tam,EvanMi00,pass_yds,0,,,,,
player,201610020tam,tam,EvanMi00,pass_td,0,,,,,
player,201610020tam,tam,EvanMi00,pass_int,0,,,,,
player,201610020tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201610020tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,EvanMi00,pass_long,0,,,,,
player,201610020tam,tam,EvanMi00,pass_rating,,,,,,
player,201610020tam,tam,EvanMi00,rush_att,0,,,,,
player,201610020tam,tam,EvanMi00,rush_yds,0,,,,,
player,201610020tam,tam,EvanMi00,rush_td,0,,,,,
player,201610020tam,tam,EvanMi00,rush_long,0,,,,,
player,201610020tam,tam,EvanMi00,targets,11,,,,,
player,201610020tam,tam,EvanMi00,rec,5,,,,,
player,201610020tam,tam,EvanMi00,rec_yds,59,,,,,
player,201610020tam,tam,EvanMi00,rec_td,0,,,,,
player,201610020tam,tam,EvanMi00,rec_long,25,,,,,
player,201610020tam,tam,EvanMi00,fumbles,0,,,,,
player,201610020tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201610020tam,tam,JackVi00,pass_cmp,0,,,,,
player,201610020tam,tam,JackVi00,pass_att,0,,,,,
player,201610020tam,tam,JackVi00,pass_yds,0,,,,,
player,201610020tam,tam,JackVi00,pass_td,0,,,,,
player,201610020tam,tam,JackVi00,pass_int,0,,,,,
player,201610020tam,tam,JackVi00,pass_sacked,0,,,,,
player,201610020tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,JackVi00,pass_long,0,,,,,
player,201610020tam,tam,JackVi00,pass_rating,,,,,,
player,201610020tam,tam,JackVi00,rush_att,0,,,,,
player,201610020tam,tam,JackVi00,rush_yds,0,,,,,
player,201610020tam,tam,JackVi00,rush_td,0,,,,,
player,201610020tam,tam,JackVi00,rush_long,0,,,,,
player,201610020tam,tam,JackVi00,targets,5,,,,,
player,201610020tam,tam,JackVi00,rec,3,,,,,
player,201610020tam,tam,JackVi00,rec_yds,38,,,,,
player,201610020tam,tam,JackVi00,rec_td,0,,,,,
player,201610020tam,tam,JackVi00,rec_long,18,,,,,
player,201610020tam,tam,JackVi00,fumbles,0,,,,,
player,201610020tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201610020tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201610020tam,tam,HumpAd00,pass_att,0,,,,,
player,201610020tam,tam,HumpAd00,pass_yds,0,,,,,
player,201610020tam,tam,HumpAd00,pass_td,0,,,,,
player,201610020tam,tam,HumpAd00,pass_int,0,,,,,
player,201610020tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201610020tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,HumpAd00,pass_long,0,,,,,
player,201610020tam,tam,HumpAd00,pass_rating,,,,,,
player,201610020tam,tam,HumpAd00,rush_att,0,,,,,
player,201610020tam,tam,HumpAd00,rush_yds,0,,,,,
player,201610020tam,tam,HumpAd00,rush_td,0,,,,,
player,201610020tam,tam,HumpAd00,rush_long,0,,,,,
player,201610020tam,tam,HumpAd00,targets,4,,,,,
player,201610020tam,tam,HumpAd00,rec,1,,,,,
player,201610020tam,tam,HumpAd00,rec_yds,4,,,,,
player,201610020tam,tam,HumpAd00,rec_td,0,,,,,
player,201610020tam,tam,HumpAd00,rec_long,4,,,,,
player,201610020tam,tam,HumpAd00,fumbles,0,,,,,
player,201610020tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201610020tam,tam,CrosAl00,pass_cmp,0,,,,,
player,201610020tam,tam,CrosAl00,pass_att,0,,,,,
player,201610020tam,tam,CrosAl00,pass_yds,0,,,,,
player,201610020tam,tam,CrosAl00,pass_td,0,,,,,
player,201610020tam,tam,CrosAl00,pass_int,0,,,,,
player,201610020tam,tam,CrosAl00,pass_sacked,0,,,,,
player,201610020tam,tam,CrosAl00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,CrosAl00,pass_long,0,,,,,
player,201610020tam,tam,CrosAl00,pass_rating,,,,,,
player,201610020tam,tam,CrosAl00,rush_att,0,,,,,
player,201610020tam,tam,CrosAl00,rush_yds,0,,,,,
player,201610020tam,tam,CrosAl00,rush_td,0,,,,,
player,201610020tam,tam,CrosAl00,rush_long,0,,,,,
player,201610020tam,tam,CrosAl00,targets,1,,,,,
player,201610020tam,tam,CrosAl00,rec,0,,,,,
player,201610020tam,tam,CrosAl00,rec_yds,0,,,,,
player,201610020tam,tam,CrosAl00,rec_td,0,,,,,
player,201610020tam,tam,CrosAl00,rec_long,0,,,,,
player,201610020tam,tam,CrosAl00,fumbles,0,,,,,
player,201610020tam,tam,CrosAl00,fumbles_lost,0,,,,,
player,201610020tam,tam,MartFr00,pass_cmp,0,,,,,
player,201610020tam,tam,MartFr00,pass_att,0,,,,,
player,201610020tam,tam,MartFr00,pass_yds,0,,,,,
player,201610020tam,tam,MartFr00,pass_td,0,,,,,
player,201610020tam,tam,MartFr00,pass_int,0,,,,,
player,201610020tam,tam,MartFr00,pass_sacked,0,,,,,
player,201610020tam,tam,MartFr00,pass_sacked_yds,0,,,,,
player,201610020tam,tam,MartFr00,pass_long,0,,,,,
player,201610020tam,tam,MartFr00,pass_rating,,,,,,
player,201610020tam,tam,MartFr00,rush_att,0,,,,,
player,201610020tam,tam,MartFr00,rush_yds,0,,,,,
player,201610020tam,tam,MartFr00,rush_td,0,,,,,
player,201610020tam,tam,MartFr00,rush_long,0,,,,,
player,201610020tam,tam,MartFr00,targets,1,,,,,
player,201610020tam,tam,MartFr00,rec,0,,,,,
player,201610020tam,tam,MartFr00,rec_yds,0,,,,,
player,201610020tam,tam,MartFr00,rec_td,0,,,,,
player,201610020tam,tam,MartFr00,rec_long,0,,,,,
player,201610020tam,tam,MartFr00,fumbles,0,,,,,
player,201610020tam,tam,MartFr00,fumbles_lost,0,,,,,
player,201610020tam,den,TaliAq99,def_int,2,,,,,
player,201610020tam,den,TaliAq99,def_int_yds,40,,,,,
player,201610020tam,den,TaliAq99,def_int_td,0,,,,,
player,201610020tam,den,TaliAq99,def_int_long,25,,,,,
player,201610020tam,den,TaliAq99,pass_defended,2,,,,,
player,201610020tam,den,TaliAq99,sacks,0.0,,,,,
player,201610020tam,den,TaliAq99,tackles_combined,3,,,,,
player,201610020tam,den,TaliAq99,tackles_solo,3,,,,,
player,201610020tam,den,TaliAq99,tackles_assists,0,,,,,
player,201610020tam,den,TaliAq99,tackles_loss,0,,,,,
player,201610020tam,den,TaliAq99,qb_hits,0,,,,,
player,201610020tam,den,TaliAq99,fumbles_rec,0,,,,,
player,201610020tam,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201610020tam,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201610020tam,den,TaliAq99,fumbles_forced,0,,,,,
player,201610020tam,den,WolfDe00,def_int,0,,,,,
player,201610020tam,den,WolfDe00,def_int_yds,0,,,,,
player,201610020tam,den,WolfDe00,def_int_td,0,,,,,
player,201610020tam,den,WolfDe00,def_int_long,0,,,,,
player,201610020tam,den,WolfDe00,pass_defended,0,,,,,
player,201610020tam,den,WolfDe00,sacks,2.5,,,,,
player,201610020tam,den,WolfDe00,tackles_combined,6,,,,,
