game,2019,16,20191222,201912220sdg,rai,"Oakland Raiders",24,sdg,"Los Angeles Chargers",17
player,201912220sdg,rai,RichJa01,rush_yds,11,,,,,
player,201912220sdg,rai,RichJa01,rush_td,0,,,,,
player,201912220sdg,rai,RichJa01,rush_long,5,,,,,
player,201912220sdg,rai,RichJa01,targets,4,,,,,
player,201912220sdg,rai,RichJa01,rec,4,,,,,
player,201912220sdg,rai,RichJa01,rec_yds,18,,,,,
player,201912220sdg,rai,RichJa01,rec_td,0,,,,,
player,201912220sdg,rai,RichJa01,rec_long,10,,,,,
player,201912220sdg,rai,RichJa01,fumbles,0,,,,,
player,201912220sdg,rai,RichJa01,fumbles_lost,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_cmp,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_att,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_yds,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_td,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_int,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_sacked,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_sacked_yds,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_long,0,,,,,
player,201912220sdg,rai,RenfHu00,pass_rating,,,,,,
player,201912220sdg,rai,RenfHu00,rush_att,0,,,,,
player,201912220sdg,rai,RenfHu00,rush_yds,0,,,,,
player,201912220sdg,rai,RenfHu00,rush_td,0,,,,,
player,201912220sdg,rai,RenfHu00,rush_long,0,,,,,
player,201912220sdg,rai,RenfHu00,targets,9,,,,,
player,201912220sdg,rai,RenfHu00,rec,7,,,,,
player,201912220sdg,rai,RenfHu00,rec_yds,107,,,,,
player,201912220sdg,rai,RenfHu00,rec_td,1,,,,,
player,201912220sdg,rai,RenfHu00,rec_long,56,,,,,
player,201912220sdg,rai,RenfHu00,fumbles,0,,,,,
player,201912220sdg,rai,RenfHu00,fumbles_lost,0,,,,,
player,201912220sdg,rai,WillTy00,pass_cmp,0,,,,,
player,201912220sdg,rai,WillTy00,pass_att,0,,,,,
player,201912220sdg,rai,WillTy00,pass_yds,0,,,,,
player,201912220sdg,rai,WillTy00,pass_td,0,,,,,
player,201912220sdg,rai,WillTy00,pass_int,0,,,,,
player,201912220sdg,rai,WillTy00,pass_sacked,0,,,,,
player,201912220sdg,rai,WillTy00,pass_sacked_yds,0,,,,,
player,201912220sdg,rai,WillTy00,pass_long,0,,,,,
player,201912220sdg,rai,WillTy00,pass_rating,,,,,,
player,201912220sdg,rai,WillTy00,rush_att,0,,,,,
player,201912220sdg,rai,WillTy00,rush_yds,0,,,,,
player,201912220sdg,rai,WillTy00,rush_td,0,,,,,
player,201912220sdg,rai,WillTy00,rush_long,0,,,,,
player,201912220sdg,rai,WillTy00,targets,4,,,,,
player,201912220sdg,rai,WillTy00,rec,4,,,,,
player,201912220sdg,rai,WillTy00,rec_yds,82,,,,,
player,201912220sdg,rai,WillTy00,rec_td,0,,,,,
player,201912220sdg,rai,WillTy00,rec_long,43,,,,,
player,201912220sdg,rai,WillTy00,fumbles,0,,,,,
player,201912220sdg,rai,WillTy00,fumbles_lost,0,,,,,
player,201912220sdg,rai,WallDa01,pass_cmp,0,,,,,
player,201912220sdg,rai,WallDa01,pass_att,0,,,,,
player,201912220sdg,rai,WallDa01,pass_yds,0,,,,,
player,201912220sdg,rai,WallDa01,pass_td,0,,,,,
player,201912220sdg,rai,WallDa01,pass_int,0,,,,,
player,201912220sdg,rai,WallDa01,pass_sacked,0,,,,,
player,201912220sdg,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201912220sdg,rai,WallDa01,pass_long,0,,,,,
player,201912220sdg,rai,WallDa01,pass_rating,,,,,,
player,201912220sdg,rai,WallDa01,rush_att,0,,,,,
player,201912220sdg,rai,WallDa01,rush_yds,0,,,,,
player,201912220sdg,rai,WallDa01,rush_td,0,,,,,
player,201912220sdg,rai,WallDa01,rush_long,0,,,,,
player,201912220sdg,rai,WallDa01,targets,4,,,,,
player,201912220sdg,rai,WallDa01,rec,4,,,,,
player,201912220sdg,rai,WallDa01,rec_yds,37,,,,,
player,201912220sdg,rai,WallDa01,rec_td,0,,,,,
player,201912220sdg,rai,WallDa01,rec_long,20,,,,,
player,201912220sdg,rai,WallDa01,fumbles,0,,,,,
player,201912220sdg,rai,WallDa01,fumbles_lost,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_cmp,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_att,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_yds,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_td,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_int,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_sacked,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_sacked_yds,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_long,0,,,,,
player,201912220sdg,rai,JoneZa00,pass_rating,,,,,,
player,201912220sdg,rai,JoneZa00,rush_att,0,,,,,
player,201912220sdg,rai,JoneZa00,rush_yds,0,,,,,
player,201912220sdg,rai,JoneZa00,rush_td,0,,,,,
player,201912220sdg,rai,JoneZa00,rush_long,0,,,,,
player,201912220sdg,rai,JoneZa00,targets,3,,,,,
player,201912220sdg,rai,JoneZa00,rec,3,,,,,
player,201912220sdg,rai,JoneZa00,rec_yds,14,,,,,
player,201912220sdg,rai,JoneZa00,rec_td,0,,,,,
player,201912220sdg,rai,JoneZa00,rec_long,7,,,,,
player,201912220sdg,rai,JoneZa00,fumbles,0,,,,,
player,201912220sdg,rai,JoneZa00,fumbles_lost,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_cmp,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_att,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_yds,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_td,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_int,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_sacked,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_long,0,,,,,
player,201912220sdg,rai,CarrDe00,pass_rating,,,,,,
player,201912220sdg,rai,CarrDe00,rush_att,0,,,,,
player,201912220sdg,rai,CarrDe00,rush_yds,0,,,,,
player,201912220sdg,rai,CarrDe00,rush_td,0,,,,,
player,201912220sdg,rai,CarrDe00,rush_long,0,,,,,
player,201912220sdg,rai,CarrDe00,targets,2,,,,,
player,201912220sdg,rai,CarrDe00,rec,2,,,,,
player,201912220sdg,rai,CarrDe00,rec_yds,12,,,,,
player,201912220sdg,rai,CarrDe00,rec_td,0,,,,,
player,201912220sdg,rai,CarrDe00,rec_long,6,,,,,
player,201912220sdg,rai,CarrDe00,fumbles,0,,,,,
player,201912220sdg,rai,CarrDe00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,RivePh00,pass_cmp,27,,,,,
player,201912220sdg,sdg,RivePh00,pass_att,39,,,,,
player,201912220sdg,sdg,RivePh00,pass_yds,279,,,,,
player,201912220sdg,sdg,RivePh00,pass_td,0,,,,,
player,201912220sdg,sdg,RivePh00,pass_int,0,,,,,
player,201912220sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201912220sdg,sdg,RivePh00,pass_sacked_yds,14,,,,,
player,201912220sdg,sdg,RivePh00,pass_long,23,,,,,
player,201912220sdg,sdg,RivePh00,pass_rating,89.6,,,,,
player,201912220sdg,sdg,RivePh00,rush_att,0,,,,,
player,201912220sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201912220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201912220sdg,sdg,RivePh00,rush_long,0,,,,,
player,201912220sdg,sdg,RivePh00,targets,0,,,,,
player,201912220sdg,sdg,RivePh00,rec,0,,,,,
player,201912220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201912220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201912220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201912220sdg,sdg,RivePh00,fumbles,0,,,,,
player,201912220sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_att,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_td,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_int,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_long,0,,,,,
player,201912220sdg,sdg,GordMe00,pass_rating,,,,,,
player,201912220sdg,sdg,GordMe00,rush_att,9,,,,,
player,201912220sdg,sdg,GordMe00,rush_yds,15,,,,,
player,201912220sdg,sdg,GordMe00,rush_td,2,,,,,
player,201912220sdg,sdg,GordMe00,rush_long,10,,,,,
player,201912220sdg,sdg,GordMe00,targets,7,,,,,
player,201912220sdg,sdg,GordMe00,rec,6,,,,,
player,201912220sdg,sdg,GordMe00,rec_yds,32,,,,,
player,201912220sdg,sdg,GordMe00,rec_td,0,,,,,
player,201912220sdg,sdg,GordMe00,rec_long,9,,,,,
player,201912220sdg,sdg,GordMe00,fumbles,0,,,,,
player,201912220sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201912220sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201912220sdg,sdg,EkelAu00,rush_att,4,,,,,
player,201912220sdg,sdg,EkelAu00,rush_yds,11,,,,,
player,201912220sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201912220sdg,sdg,EkelAu00,rush_long,5,,,,,
player,201912220sdg,sdg,EkelAu00,targets,6,,,,,
player,201912220sdg,sdg,EkelAu00,rec,5,,,,,
player,201912220sdg,sdg,EkelAu00,rec_yds,58,,,,,
player,201912220sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201912220sdg,sdg,EkelAu00,rec_long,17,,,,,
player,201912220sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201912220sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_att,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_td,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_int,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_long,0,,,,,
player,201912220sdg,sdg,WillMi07,pass_rating,,,,,,
player,201912220sdg,sdg,WillMi07,rush_att,0,,,,,
player,201912220sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201912220sdg,sdg,WillMi07,rush_td,0,,,,,
player,201912220sdg,sdg,WillMi07,rush_long,0,,,,,
player,201912220sdg,sdg,WillMi07,targets,4,,,,,
player,201912220sdg,sdg,WillMi07,rec,3,,,,,
player,201912220sdg,sdg,WillMi07,rec_yds,51,,,,,
player,201912220sdg,sdg,WillMi07,rec_td,0,,,,,
player,201912220sdg,sdg,WillMi07,rec_long,23,,,,,
player,201912220sdg,sdg,WillMi07,fumbles,0,,,,,
player,201912220sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201912220sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201912220sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201912220sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201912220sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201912220sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201912220sdg,sdg,HenrHu00,targets,7,,,,,
player,201912220sdg,sdg,HenrHu00,rec,5,,,,,
player,201912220sdg,sdg,HenrHu00,rec_yds,45,,,,,
player,201912220sdg,sdg,HenrHu00,rec_td,0,,,,,
player,201912220sdg,sdg,HenrHu00,rec_long,17,,,,,
player,201912220sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201912220sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_cmp,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_att,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_yds,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_td,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_int,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_sacked,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_long,0,,,,,
player,201912220sdg,sdg,PattAn00,pass_rating,,,,,,
player,201912220sdg,sdg,PattAn00,rush_att,0,,,,,
player,201912220sdg,sdg,PattAn00,rush_yds,0,,,,,
player,201912220sdg,sdg,PattAn00,rush_td,0,,,,,
player,201912220sdg,sdg,PattAn00,rush_long,0,,,,,
player,201912220sdg,sdg,PattAn00,targets,2,,,,,
player,201912220sdg,sdg,PattAn00,rec,2,,,,,
player,201912220sdg,sdg,PattAn00,rec_yds,18,,,,,
player,201912220sdg,sdg,PattAn00,rec_td,0,,,,,
player,201912220sdg,sdg,PattAn00,rec_long,10,,,,,
player,201912220sdg,sdg,PattAn00,fumbles,0,,,,,
player,201912220sdg,sdg,PattAn00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_cmp,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_att,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_yds,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_td,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_int,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_sacked,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_long,0,,,,,
player,201912220sdg,sdg,GreeVi00,pass_rating,,,,,,
player,201912220sdg,sdg,GreeVi00,rush_att,0,,,,,
player,201912220sdg,sdg,GreeVi00,rush_yds,0,,,,,
player,201912220sdg,sdg,GreeVi00,rush_td,0,,,,,
player,201912220sdg,sdg,GreeVi00,rush_long,0,,,,,
player,201912220sdg,sdg,GreeVi00,targets,1,,,,,
player,201912220sdg,sdg,GreeVi00,rec,1,,,,,
player,201912220sdg,sdg,GreeVi00,rec_yds,4,,,,,
player,201912220sdg,sdg,GreeVi00,rec_td,0,,,,,
player,201912220sdg,sdg,GreeVi00,rec_long,4,,,,,
player,201912220sdg,sdg,GreeVi00,fumbles,0,,,,,
player,201912220sdg,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_cmp,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_att,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_yds,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_td,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_int,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_sacked,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_long,0,,,,,
player,201912220sdg,sdg,TaylTy00,pass_rating,,,,,,
player,201912220sdg,sdg,TaylTy00,rush_att,2,,,,,
player,201912220sdg,sdg,TaylTy00,rush_yds,-2,,,,,
player,201912220sdg,sdg,TaylTy00,rush_td,0,,,,,
player,201912220sdg,sdg,TaylTy00,rush_long,-1,,,,,
player,201912220sdg,sdg,TaylTy00,targets,0,,,,,
player,201912220sdg,sdg,TaylTy00,rec,0,,,,,
player,201912220sdg,sdg,TaylTy00,rec_yds,0,,,,,
player,201912220sdg,sdg,TaylTy00,rec_td,0,,,,,
player,201912220sdg,sdg,TaylTy00,rec_long,0,,,,,
player,201912220sdg,sdg,TaylTy00,fumbles,0,,,,,
player,201912220sdg,sdg,TaylTy00,fumbles_lost,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201912220sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201912220sdg,sdg,AlleKe00,rush_att,1,,,,,
player,201912220sdg,sdg,AlleKe00,rush_yds,-5,,,,,
player,201912220sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201912220sdg,sdg,AlleKe00,rush_long,-5,,,,,
player,201912220sdg,sdg,AlleKe00,targets,10,,,,,
player,201912220sdg,sdg,AlleKe00,rec,5,,,,,
player,201912220sdg,sdg,AlleKe00,rec_yds,71,,,,,
player,201912220sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201912220sdg,sdg,AlleKe00,rec_long,20,,,,,
player,201912220sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201912220sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201912220sdg,rai,FerrCl00,def_int,0,,,,,
player,201912220sdg,rai,FerrCl00,def_int_yds,0,,,,,
player,201912220sdg,rai,FerrCl00,def_int_td,0,,,,,
player,201912220sdg,rai,FerrCl00,def_int_long,0,,,,,
player,201912220sdg,rai,FerrCl00,pass_defended,0,,,,,
player,201912220sdg,rai,FerrCl00,sacks,1.0,,,,,
player,201912220sdg,rai,FerrCl00,tackles_combined,2,,,,,
player,201912220sdg,rai,FerrCl00,tackles_solo,2,,,,,
player,201912220sdg,rai,FerrCl00,tackles_assists,0,,,,,
player,201912220sdg,rai,FerrCl00,tackles_loss,2,,,,,
player,201912220sdg,rai,FerrCl00,qb_hits,1,,,,,
player,201912220sdg,rai,FerrCl00,fumbles_rec,0,,,,,
player,201912220sdg,rai,FerrCl00,fumbles_rec_yds,0,,,,,
player,201912220sdg,rai,FerrCl00,fumbles_rec_td,0,,,,,
player,201912220sdg,rai,FerrCl00,fumbles_forced,0,,,,,
player,201912220sdg,rai,CompWi00,def_int,0,,,,,
player,201912220sdg,rai,CompWi00,def_int_yds,0,,,,,
player,201912220sdg,rai,CompWi00,def_int_td,0,,,,,
player,201912220sdg,rai,CompWi00,def_int_long,0,,,,,
player,201912220sdg,rai,CompWi00,pass_defended,0,,,,,
player,201912220sdg,rai,CompWi00,sacks,0.0,,,,,
player,201912220sdg,rai,CompWi00,tackles_combined,12,,,,,
player,201912220sdg,rai,CompWi00,tackles_solo,10,,,,,
player,201912220sdg,rai,CompWi00,tackles_assists,2,,,,,
player,201912220sdg,rai,CompWi00,tackles_loss,0,,,,,
player,201912220sdg,rai,CompWi00,qb_hits,0,,,,,
player,201912220sdg,rai,CompWi00,fumbles_rec,0,,,,,
player,201912220sdg,rai,CompWi00,fumbles_rec_yds,0,,,,,
player,201912220sdg,rai,CompWi00,fumbles_rec_td,0,,,,,
player,201912220sdg,rai,CompWi00,fumbles_forced,0,,,,,
player,201912220sdg,rai,WhitTa00,def_int,0,,,,,
player,201912220sdg,rai,WhitTa00,def_int_yds,0,,,,,
player,201912220sdg,rai,WhitTa00,def_int_td,0,,,,,
player,201912220sdg,rai,WhitTa00,def_int_long,0,,,,,
player,201912220sdg,rai,WhitTa00,pass_defended,0,,,,,
player,201912220sdg,rai,WhitTa00,sacks,0.0,,,,,
player,201912220sdg,rai,WhitTa00,tackles_combined,5,,,,,
player,201912220sdg,rai,WhitTa00,tackles_solo,4,,,,,
player,201912220sdg,rai,WhitTa00,tackles_assists,1,,,,,
player,201912220sdg,rai,WhitTa00,tackles_loss,0,,,,,
player,201912220sdg,rai,WhitTa00,qb_hits,0,,,,,
player,201912220sdg,rai,WhitTa00,fumbles_rec,0,,,,,
player,201912220sdg,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201912220sdg,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201912220sdg,rai,WhitTa00,fumbles_forced,0,,,,,
player,201912220sdg,rai,WorlDa00,def_int,0,,,,,
player,201912220sdg,rai,WorlDa00,def_int_yds,0,,,,,
player,201912220sdg,rai,WorlDa00,def_int_td,0,,,,,
player,201912220sdg,rai,WorlDa00,def_int_long,0,,,,,
player,201912220sdg,rai,WorlDa00,pass_defended,0,,,,,
player,201912220sdg,rai,WorlDa00,sacks,0.0,,,,,
player,201912220sdg,rai,WorlDa00,tackles_combined,5,,,,,
player,201912220sdg,rai,WorlDa00,tackles_solo,5,,,,,
player,201912220sdg,rai,WorlDa00,tackles_assists,0,,,,,
player,201912220sdg,rai,WorlDa00,tackles_loss,0,,,,,
player,201912220sdg,rai,WorlDa00,qb_hits,0,,,,,
player,201912220sdg,rai,WorlDa00,fumbles_rec,0,,,,,
player,201912220sdg,rai,WorlDa00,fumbles_rec_yds,0,,,,,
player,201912220sdg,rai,WorlDa00,fumbles_rec_td,0,,,,,
player,201912220sdg,rai,WorlDa00,fumbles_forced,0,,,,,
player,201912220sdg,rai,MullTr00,def_int,0,,,,,
player,201912220sdg,rai,MullTr00,def_int_yds,0,,,,,
player,201912220sdg,rai,MullTr00,def_int_td,0,,,,,
player,201912220sdg,rai,MullTr00,def_int_long,0,,,,,
player,201912220sdg,rai,MullTr00,pass_defended,0,,,,,
player,201912220sdg,rai,MullTr00,sacks,0.0,,,,,
player,201912220sdg,rai,MullTr00,tackles_combined,4,,,,,
player,201912220sdg,rai,MullTr00,tackles_solo,3,,,,,
player,201912220sdg,rai,MullTr00,tackles_assists,1,,,,,
player,201912220sdg,rai,MullTr00,tackles_loss,0,,,,,
player,201912220sdg,rai,MullTr00,qb_hits,0,,,,,
player,201912220sdg,rai,MullTr00,fumbles_rec,0,,,,,
