game,2019,10,20191110,201911100clt,mia,"Miami Dolphins",16,clt,"Indianapolis Colts",12
player,201911100clt,mia,HurnAl01,rush_long,0,,,,,
player,201911100clt,mia,HurnAl01,targets,4,,,,,
player,201911100clt,mia,HurnAl01,rec,2,,,,,
player,201911100clt,mia,HurnAl01,rec_yds,32,,,,,
player,201911100clt,mia,HurnAl01,rec_td,0,,,,,
player,201911100clt,mia,HurnAl01,rec_long,18,,,,,
player,201911100clt,mia,HurnAl01,fumbles,0,,,,,
player,201911100clt,mia,HurnAl01,fumbles_lost,0,,,,,
player,201911100clt,mia,GesiMi00,pass_cmp,0,,,,,
player,201911100clt,mia,GesiMi00,pass_att,0,,,,,
player,201911100clt,mia,GesiMi00,pass_yds,0,,,,,
player,201911100clt,mia,GesiMi00,pass_td,0,,,,,
player,201911100clt,mia,GesiMi00,pass_int,0,,,,,
player,201911100clt,mia,GesiMi00,pass_sacked,0,,,,,
player,201911100clt,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201911100clt,mia,GesiMi00,pass_long,0,,,,,
player,201911100clt,mia,GesiMi00,pass_rating,,,,,,
player,201911100clt,mia,GesiMi00,rush_att,0,,,,,
player,201911100clt,mia,GesiMi00,rush_yds,0,,,,,
player,201911100clt,mia,GesiMi00,rush_td,0,,,,,
player,201911100clt,mia,GesiMi00,rush_long,0,,,,,
player,201911100clt,mia,GesiMi00,targets,6,,,,,
player,201911100clt,mia,GesiMi00,rec,3,,,,,
player,201911100clt,mia,GesiMi00,rec_yds,28,,,,,
player,201911100clt,mia,GesiMi00,rec_td,0,,,,,
player,201911100clt,mia,GesiMi00,rec_long,12,,,,,
player,201911100clt,mia,GesiMi00,fumbles,1,,,,,
player,201911100clt,mia,GesiMi00,fumbles_lost,1,,,,,
player,201911100clt,mia,GranJa00,pass_cmp,0,,,,,
player,201911100clt,mia,GranJa00,pass_att,0,,,,,
player,201911100clt,mia,GranJa00,pass_yds,0,,,,,
player,201911100clt,mia,GranJa00,pass_td,0,,,,,
player,201911100clt,mia,GranJa00,pass_int,0,,,,,
player,201911100clt,mia,GranJa00,pass_sacked,0,,,,,
player,201911100clt,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201911100clt,mia,GranJa00,pass_long,0,,,,,
player,201911100clt,mia,GranJa00,pass_rating,,,,,,
player,201911100clt,mia,GranJa00,rush_att,0,,,,,
player,201911100clt,mia,GranJa00,rush_yds,0,,,,,
player,201911100clt,mia,GranJa00,rush_td,0,,,,,
player,201911100clt,mia,GranJa00,rush_long,0,,,,,
player,201911100clt,mia,GranJa00,targets,2,,,,,
player,201911100clt,mia,GranJa00,rec,2,,,,,
player,201911100clt,mia,GranJa00,rec_yds,15,,,,,
player,201911100clt,mia,GranJa00,rec_td,0,,,,,
player,201911100clt,mia,GranJa00,rec_long,12,,,,,
player,201911100clt,mia,GranJa00,fumbles,0,,,,,
player,201911100clt,mia,GranJa00,fumbles_lost,0,,,,,
player,201911100clt,mia,WalfCl00,pass_cmp,0,,,,,
player,201911100clt,mia,WalfCl00,pass_att,0,,,,,
player,201911100clt,mia,WalfCl00,pass_yds,0,,,,,
player,201911100clt,mia,WalfCl00,pass_td,0,,,,,
player,201911100clt,mia,WalfCl00,pass_int,0,,,,,
player,201911100clt,mia,WalfCl00,pass_sacked,0,,,,,
player,201911100clt,mia,WalfCl00,pass_sacked_yds,0,,,,,
player,201911100clt,mia,WalfCl00,pass_long,0,,,,,
player,201911100clt,mia,WalfCl00,pass_rating,,,,,,
player,201911100clt,mia,WalfCl00,rush_att,0,,,,,
player,201911100clt,mia,WalfCl00,rush_yds,0,,,,,
player,201911100clt,mia,WalfCl00,rush_td,0,,,,,
player,201911100clt,mia,WalfCl00,rush_long,0,,,,,
player,201911100clt,mia,WalfCl00,targets,1,,,,,
player,201911100clt,mia,WalfCl00,rec,1,,,,,
player,201911100clt,mia,WalfCl00,rec_yds,8,,,,,
player,201911100clt,mia,WalfCl00,rec_td,0,,,,,
player,201911100clt,mia,WalfCl00,rec_long,8,,,,,
player,201911100clt,mia,WalfCl00,fumbles,0,,,,,
player,201911100clt,mia,WalfCl00,fumbles_lost,0,,,,,
player,201911100clt,mia,GaskMy00,pass_cmp,0,,,,,
player,201911100clt,mia,GaskMy00,pass_att,0,,,,,
player,201911100clt,mia,GaskMy00,pass_yds,0,,,,,
player,201911100clt,mia,GaskMy00,pass_td,0,,,,,
player,201911100clt,mia,GaskMy00,pass_int,0,,,,,
player,201911100clt,mia,GaskMy00,pass_sacked,0,,,,,
player,201911100clt,mia,GaskMy00,pass_sacked_yds,0,,,,,
player,201911100clt,mia,GaskMy00,pass_long,0,,,,,
player,201911100clt,mia,GaskMy00,pass_rating,,,,,,
player,201911100clt,mia,GaskMy00,rush_att,0,,,,,
player,201911100clt,mia,GaskMy00,rush_yds,0,,,,,
player,201911100clt,mia,GaskMy00,rush_td,0,,,,,
player,201911100clt,mia,GaskMy00,rush_long,0,,,,,
player,201911100clt,mia,GaskMy00,targets,1,,,,,
player,201911100clt,mia,GaskMy00,rec,1,,,,,
player,201911100clt,mia,GaskMy00,rec_yds,0,,,,,
player,201911100clt,mia,GaskMy00,rec_td,0,,,,,
player,201911100clt,mia,GaskMy00,rec_long,0,,,,,
player,201911100clt,mia,GaskMy00,fumbles,0,,,,,
player,201911100clt,mia,GaskMy00,fumbles_lost,0,,,,,
player,201911100clt,mia,WilsAl02,pass_cmp,0,,,,,
player,201911100clt,mia,WilsAl02,pass_att,0,,,,,
player,201911100clt,mia,WilsAl02,pass_yds,0,,,,,
player,201911100clt,mia,WilsAl02,pass_td,0,,,,,
player,201911100clt,mia,WilsAl02,pass_int,0,,,,,
player,201911100clt,mia,WilsAl02,pass_sacked,0,,,,,
player,201911100clt,mia,WilsAl02,pass_sacked_yds,0,,,,,
player,201911100clt,mia,WilsAl02,pass_long,0,,,,,
player,201911100clt,mia,WilsAl02,pass_rating,,,,,,
player,201911100clt,mia,WilsAl02,rush_att,0,,,,,
player,201911100clt,mia,WilsAl02,rush_yds,0,,,,,
player,201911100clt,mia,WilsAl02,rush_td,0,,,,,
player,201911100clt,mia,WilsAl02,rush_long,0,,,,,
player,201911100clt,mia,WilsAl02,targets,3,,,,,
player,201911100clt,mia,WilsAl02,rec,1,,,,,
player,201911100clt,mia,WilsAl02,rec_yds,0,,,,,
player,201911100clt,mia,WilsAl02,rec_td,0,,,,,
player,201911100clt,mia,WilsAl02,rec_long,0,,,,,
player,201911100clt,mia,WilsAl02,fumbles,0,,,,,
player,201911100clt,mia,WilsAl02,fumbles_lost,0,,,,,
player,201911100clt,clt,HoyeBr00,pass_cmp,18,,,,,
player,201911100clt,clt,HoyeBr00,pass_att,39,,,,,
player,201911100clt,clt,HoyeBr00,pass_yds,204,,,,,
player,201911100clt,clt,HoyeBr00,pass_td,1,,,,,
player,201911100clt,clt,HoyeBr00,pass_int,3,,,,,
player,201911100clt,clt,HoyeBr00,pass_sacked,1,,,,,
player,201911100clt,clt,HoyeBr00,pass_sacked_yds,13,,,,,
player,201911100clt,clt,HoyeBr00,pass_long,23,,,,,
player,201911100clt,clt,HoyeBr00,pass_rating,38.8,,,,,
player,201911100clt,clt,HoyeBr00,rush_att,2,,,,,
player,201911100clt,clt,HoyeBr00,rush_yds,0,,,,,
player,201911100clt,clt,HoyeBr00,rush_td,0,,,,,
player,201911100clt,clt,HoyeBr00,rush_long,1,,,,,
player,201911100clt,clt,HoyeBr00,targets,0,,,,,
player,201911100clt,clt,HoyeBr00,rec,0,,,,,
player,201911100clt,clt,HoyeBr00,rec_yds,0,,,,,
player,201911100clt,clt,HoyeBr00,rec_td,0,,,,,
player,201911100clt,clt,HoyeBr00,rec_long,0,,,,,
player,201911100clt,clt,HoyeBr00,fumbles,1,,,,,
player,201911100clt,clt,HoyeBr00,fumbles_lost,0,,,,,
player,201911100clt,clt,MackMa00,pass_cmp,0,,,,,
player,201911100clt,clt,MackMa00,pass_att,0,,,,,
player,201911100clt,clt,MackMa00,pass_yds,0,,,,,
player,201911100clt,clt,MackMa00,pass_td,0,,,,,
player,201911100clt,clt,MackMa00,pass_int,0,,,,,
player,201911100clt,clt,MackMa00,pass_sacked,0,,,,,
player,201911100clt,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,MackMa00,pass_long,0,,,,,
player,201911100clt,clt,MackMa00,pass_rating,,,,,,
player,201911100clt,clt,MackMa00,rush_att,19,,,,,
player,201911100clt,clt,MackMa00,rush_yds,74,,,,,
player,201911100clt,clt,MackMa00,rush_td,0,,,,,
player,201911100clt,clt,MackMa00,rush_long,20,,,,,
player,201911100clt,clt,MackMa00,targets,1,,,,,
player,201911100clt,clt,MackMa00,rec,1,,,,,
player,201911100clt,clt,MackMa00,rec_yds,8,,,,,
player,201911100clt,clt,MackMa00,rec_td,0,,,,,
player,201911100clt,clt,MackMa00,rec_long,8,,,,,
player,201911100clt,clt,MackMa00,fumbles,0,,,,,
player,201911100clt,clt,MackMa00,fumbles_lost,0,,,,,
player,201911100clt,clt,WilkJo01,pass_cmp,0,,,,,
player,201911100clt,clt,WilkJo01,pass_att,0,,,,,
player,201911100clt,clt,WilkJo01,pass_yds,0,,,,,
player,201911100clt,clt,WilkJo01,pass_td,0,,,,,
player,201911100clt,clt,WilkJo01,pass_int,0,,,,,
player,201911100clt,clt,WilkJo01,pass_sacked,0,,,,,
player,201911100clt,clt,WilkJo01,pass_sacked_yds,0,,,,,
player,201911100clt,clt,WilkJo01,pass_long,0,,,,,
player,201911100clt,clt,WilkJo01,pass_rating,,,,,,
player,201911100clt,clt,WilkJo01,rush_att,3,,,,,
player,201911100clt,clt,WilkJo01,rush_yds,20,,,,,
player,201911100clt,clt,WilkJo01,rush_td,0,,,,,
player,201911100clt,clt,WilkJo01,rush_long,11,,,,,
player,201911100clt,clt,WilkJo01,targets,0,,,,,
player,201911100clt,clt,WilkJo01,rec,0,,,,,
player,201911100clt,clt,WilkJo01,rec_yds,0,,,,,
player,201911100clt,clt,WilkJo01,rec_td,0,,,,,
player,201911100clt,clt,WilkJo01,rec_long,0,,,,,
player,201911100clt,clt,WilkJo01,fumbles,0,,,,,
player,201911100clt,clt,WilkJo01,fumbles_lost,0,,,,,
player,201911100clt,clt,HineNy00,pass_cmp,0,,,,,
player,201911100clt,clt,HineNy00,pass_att,0,,,,,
player,201911100clt,clt,HineNy00,pass_yds,0,,,,,
player,201911100clt,clt,HineNy00,pass_td,0,,,,,
player,201911100clt,clt,HineNy00,pass_int,0,,,,,
player,201911100clt,clt,HineNy00,pass_sacked,0,,,,,
player,201911100clt,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,HineNy00,pass_long,0,,,,,
player,201911100clt,clt,HineNy00,pass_rating,,,,,,
player,201911100clt,clt,HineNy00,rush_att,3,,,,,
player,201911100clt,clt,HineNy00,rush_yds,14,,,,,
player,201911100clt,clt,HineNy00,rush_td,0,,,,,
player,201911100clt,clt,HineNy00,rush_long,7,,,,,
player,201911100clt,clt,HineNy00,targets,7,,,,,
player,201911100clt,clt,HineNy00,rec,4,,,,,
player,201911100clt,clt,HineNy00,rec_yds,30,,,,,
player,201911100clt,clt,HineNy00,rec_td,0,,,,,
player,201911100clt,clt,HineNy00,rec_long,12,,,,,
player,201911100clt,clt,HineNy00,fumbles,0,,,,,
player,201911100clt,clt,HineNy00,fumbles_lost,0,,,,,
player,201911100clt,clt,WillJo07,pass_cmp,0,,,,,
player,201911100clt,clt,WillJo07,pass_att,0,,,,,
player,201911100clt,clt,WillJo07,pass_yds,0,,,,,
player,201911100clt,clt,WillJo07,pass_td,0,,,,,
player,201911100clt,clt,WillJo07,pass_int,0,,,,,
player,201911100clt,clt,WillJo07,pass_sacked,0,,,,,
player,201911100clt,clt,WillJo07,pass_sacked_yds,0,,,,,
player,201911100clt,clt,WillJo07,pass_long,0,,,,,
player,201911100clt,clt,WillJo07,pass_rating,,,,,,
player,201911100clt,clt,WillJo07,rush_att,2,,,,,
player,201911100clt,clt,WillJo07,rush_yds,1,,,,,
player,201911100clt,clt,WillJo07,rush_td,0,,,,,
player,201911100clt,clt,WillJo07,rush_long,4,,,,,
player,201911100clt,clt,WillJo07,targets,0,,,,,
player,201911100clt,clt,WillJo07,rec,0,,,,,
player,201911100clt,clt,WillJo07,rec_yds,0,,,,,
player,201911100clt,clt,WillJo07,rec_td,0,,,,,
player,201911100clt,clt,WillJo07,rec_long,0,,,,,
player,201911100clt,clt,WillJo07,fumbles,0,,,,,
player,201911100clt,clt,WillJo07,fumbles_lost,0,,,,,
player,201911100clt,clt,EbroEr00,pass_cmp,0,,,,,
player,201911100clt,clt,EbroEr00,pass_att,0,,,,,
player,201911100clt,clt,EbroEr00,pass_yds,0,,,,,
player,201911100clt,clt,EbroEr00,pass_td,0,,,,,
player,201911100clt,clt,EbroEr00,pass_int,0,,,,,
player,201911100clt,clt,EbroEr00,pass_sacked,0,,,,,
player,201911100clt,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,EbroEr00,pass_long,0,,,,,
player,201911100clt,clt,EbroEr00,pass_rating,,,,,,
player,201911100clt,clt,EbroEr00,rush_att,0,,,,,
player,201911100clt,clt,EbroEr00,rush_yds,0,,,,,
player,201911100clt,clt,EbroEr00,rush_td,0,,,,,
player,201911100clt,clt,EbroEr00,rush_long,0,,,,,
player,201911100clt,clt,EbroEr00,targets,12,,,,,
player,201911100clt,clt,EbroEr00,rec,5,,,,,
player,201911100clt,clt,EbroEr00,rec_yds,56,,,,,
player,201911100clt,clt,EbroEr00,rec_td,0,,,,,
player,201911100clt,clt,EbroEr00,rec_long,23,,,,,
player,201911100clt,clt,EbroEr00,fumbles,0,,,,,
player,201911100clt,clt,EbroEr00,fumbles_lost,0,,,,,
player,201911100clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201911100clt,clt,DoylJa00,pass_att,0,,,,,
player,201911100clt,clt,DoylJa00,pass_yds,0,,,,,
player,201911100clt,clt,DoylJa00,pass_td,0,,,,,
player,201911100clt,clt,DoylJa00,pass_int,0,,,,,
player,201911100clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201911100clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,DoylJa00,pass_long,0,,,,,
player,201911100clt,clt,DoylJa00,pass_rating,,,,,,
player,201911100clt,clt,DoylJa00,rush_att,0,,,,,
player,201911100clt,clt,DoylJa00,rush_yds,0,,,,,
player,201911100clt,clt,DoylJa00,rush_td,0,,,,,
player,201911100clt,clt,DoylJa00,rush_long,0,,,,,
player,201911100clt,clt,DoylJa00,targets,4,,,,,
player,201911100clt,clt,DoylJa00,rec,3,,,,,
player,201911100clt,clt,DoylJa00,rec_yds,44,,,,,
player,201911100clt,clt,DoylJa00,rec_td,1,,,,,
player,201911100clt,clt,DoylJa00,rec_long,23,,,,,
player,201911100clt,clt,DoylJa00,fumbles,0,,,,,
player,201911100clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201911100clt,clt,RogeCh02,pass_cmp,0,,,,,
player,201911100clt,clt,RogeCh02,pass_att,0,,,,,
player,201911100clt,clt,RogeCh02,pass_yds,0,,,,,
player,201911100clt,clt,RogeCh02,pass_td,0,,,,,
player,201911100clt,clt,RogeCh02,pass_int,0,,,,,
player,201911100clt,clt,RogeCh02,pass_sacked,0,,,,,
player,201911100clt,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201911100clt,clt,RogeCh02,pass_long,0,,,,,
player,201911100clt,clt,RogeCh02,pass_rating,,,,,,
player,201911100clt,clt,RogeCh02,rush_att,0,,,,,
player,201911100clt,clt,RogeCh02,rush_yds,0,,,,,
player,201911100clt,clt,RogeCh02,rush_td,0,,,,,
player,201911100clt,clt,RogeCh02,rush_long,0,,,,,
player,201911100clt,clt,RogeCh02,targets,4,,,,,
player,201911100clt,clt,RogeCh02,rec,2,,,,,
player,201911100clt,clt,RogeCh02,rec_yds,31,,,,,
player,201911100clt,clt,RogeCh02,rec_td,0,,,,,
player,201911100clt,clt,RogeCh02,rec_long,20,,,,,
player,201911100clt,clt,RogeCh02,fumbles,0,,,,,
player,201911100clt,clt,RogeCh02,fumbles_lost,0,,,,,
player,201911100clt,clt,PascZa00,pass_cmp,0,,,,,
player,201911100clt,clt,PascZa00,pass_att,0,,,,,
player,201911100clt,clt,PascZa00,pass_yds,0,,,,,
player,201911100clt,clt,PascZa00,pass_td,0,,,,,
player,201911100clt,clt,PascZa00,pass_int,0,,,,,
player,201911100clt,clt,PascZa00,pass_sacked,0,,,,,
player,201911100clt,clt,PascZa00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,PascZa00,pass_long,0,,,,,
player,201911100clt,clt,PascZa00,pass_rating,,,,,,
player,201911100clt,clt,PascZa00,rush_att,0,,,,,
player,201911100clt,clt,PascZa00,rush_yds,0,,,,,
player,201911100clt,clt,PascZa00,rush_td,0,,,,,
player,201911100clt,clt,PascZa00,rush_long,0,,,,,
player,201911100clt,clt,PascZa00,targets,7,,,,,
player,201911100clt,clt,PascZa00,rec,2,,,,,
player,201911100clt,clt,PascZa00,rec_yds,26,,,,,
player,201911100clt,clt,PascZa00,rec_td,0,,,,,
player,201911100clt,clt,PascZa00,rec_long,23,,,,,
player,201911100clt,clt,PascZa00,fumbles,0,,,,,
player,201911100clt,clt,PascZa00,fumbles_lost,0,,,,,
player,201911100clt,clt,JohnMa07,pass_cmp,0,,,,,
player,201911100clt,clt,JohnMa07,pass_att,0,,,,,
player,201911100clt,clt,JohnMa07,pass_yds,0,,,,,
player,201911100clt,clt,JohnMa07,pass_td,0,,,,,
player,201911100clt,clt,JohnMa07,pass_int,0,,,,,
player,201911100clt,clt,JohnMa07,pass_sacked,0,,,,,
player,201911100clt,clt,JohnMa07,pass_sacked_yds,0,,,,,
player,201911100clt,clt,JohnMa07,pass_long,0,,,,,
player,201911100clt,clt,JohnMa07,pass_rating,,,,,,
player,201911100clt,clt,JohnMa07,rush_att,0,,,,,
player,201911100clt,clt,JohnMa07,rush_yds,0,,,,,
player,201911100clt,clt,JohnMa07,rush_td,0,,,,,
player,201911100clt,clt,JohnMa07,rush_long,0,,,,,
player,201911100clt,clt,JohnMa07,targets,3,,,,,
player,201911100clt,clt,JohnMa07,rec,1,,,,,
player,201911100clt,clt,JohnMa07,rec_yds,9,,,,,
player,201911100clt,clt,JohnMa07,rec_td,0,,,,,
player,201911100clt,clt,JohnMa07,rec_long,9,,,,,
player,201911100clt,clt,JohnMa07,fumbles,0,,,,,
player,201911100clt,clt,JohnMa07,fumbles_lost,0,,,,,
player,201911100clt,clt,AlieMo00,pass_cmp,0,,,,,
player,201911100clt,clt,AlieMo00,pass_att,0,,,,,
player,201911100clt,clt,AlieMo00,pass_yds,0,,,,,
player,201911100clt,clt,AlieMo00,pass_td,0,,,,,
player,201911100clt,clt,AlieMo00,pass_int,0,,,,,
player,201911100clt,clt,AlieMo00,pass_sacked,0,,,,,
player,201911100clt,clt,AlieMo00,pass_sacked_yds,0,,,,,
player,201911100clt,clt,AlieMo00,pass_long,0,,,,,
player,201911100clt,clt,AlieMo00,pass_rating,,,,,,
player,201911100clt,clt,AlieMo00,rush_att,0,,,,,
player,201911100clt,clt,AlieMo00,rush_yds,0,,,,,
player,201911100clt,clt,AlieMo00,rush_td,0,,,,,
player,201911100clt,clt,AlieMo00,rush_long,0,,,,,
player,201911100clt,clt,AlieMo00,targets,1,,,,,
player,201911100clt,clt,AlieMo00,rec,0,,,,,
player,201911100clt,clt,AlieMo00,rec_yds,0,,,,,
player,201911100clt,clt,AlieMo00,rec_td,0,,,,,
player,201911100clt,clt,AlieMo00,rec_long,0,,,,,
player,201911100clt,clt,AlieMo00,fumbles,0,,,,,
player,201911100clt,clt,AlieMo00,fumbles_lost,0,,,,,
player,201911100clt,mia,NeedNi00,def_int,1,,,,,
player,201911100clt,mia,NeedNi00,def_int_yds,0,,,,,
player,201911100clt,mia,NeedNi00,def_int_td,0,,,,,
player,201911100clt,mia,NeedNi00,def_int_long,0,,,,,
player,201911100clt,mia,NeedNi00,pass_defended,3,,,,,
player,201911100clt,mia,NeedNi00,sacks,0.0,,,,,
player,201911100clt,mia,NeedNi00,tackles_combined,6,,,,,
player,201911100clt,mia,NeedNi00,tackles_solo,5,,,,,
player,201911100clt,mia,NeedNi00,tackles_assists,1,,,,,
player,201911100clt,mia,NeedNi00,tackles_loss,0,,,,,
player,201911100clt,mia,NeedNi00,qb_hits,1,,,,,
player,201911100clt,mia,NeedNi00,fumbles_rec,0,,,,,
player,201911100clt,mia,NeedNi00,fumbles_rec_yds,0,,,,,
player,201911100clt,mia,NeedNi00,fumbles_rec_td,0,,,,,
