game,2019,6,20191013,201910130den,oti,"Tennessee Titans",0,den,"Denver Broncos",16
player,201910130den,oti,DawkDa01,pass_td,0,,,,,
player,201910130den,oti,DawkDa01,pass_int,0,,,,,
player,201910130den,oti,DawkDa01,pass_sacked,0,,,,,
player,201910130den,oti,DawkDa01,pass_sacked_yds,0,,,,,
player,201910130den,oti,DawkDa01,pass_long,0,,,,,
player,201910130den,oti,DawkDa01,pass_rating,,,,,,
player,201910130den,oti,DawkDa01,rush_att,2,,,,,
player,201910130den,oti,DawkDa01,rush_yds,2,,,,,
player,201910130den,oti,DawkDa01,rush_td,0,,,,,
player,201910130den,oti,DawkDa01,rush_long,1,,,,,
player,201910130den,oti,DawkDa01,targets,0,,,,,
player,201910130den,oti,DawkDa01,rec,0,,,,,
player,201910130den,oti,DawkDa01,rec_yds,0,,,,,
player,201910130den,oti,DawkDa01,rec_td,0,,,,,
player,201910130den,oti,DawkDa01,rec_long,0,,,,,
player,201910130den,oti,DawkDa01,fumbles,0,,,,,
player,201910130den,oti,DawkDa01,fumbles_lost,0,,,,,
player,201910130den,oti,HumpAd00,pass_cmp,0,,,,,
player,201910130den,oti,HumpAd00,pass_att,0,,,,,
player,201910130den,oti,HumpAd00,pass_yds,0,,,,,
player,201910130den,oti,HumpAd00,pass_td,0,,,,,
player,201910130den,oti,HumpAd00,pass_int,0,,,,,
player,201910130den,oti,HumpAd00,pass_sacked,0,,,,,
player,201910130den,oti,HumpAd00,pass_sacked_yds,0,,,,,
player,201910130den,oti,HumpAd00,pass_long,0,,,,,
player,201910130den,oti,HumpAd00,pass_rating,,,,,,
player,201910130den,oti,HumpAd00,rush_att,0,,,,,
player,201910130den,oti,HumpAd00,rush_yds,0,,,,,
player,201910130den,oti,HumpAd00,rush_td,0,,,,,
player,201910130den,oti,HumpAd00,rush_long,0,,,,,
player,201910130den,oti,HumpAd00,targets,6,,,,,
player,201910130den,oti,HumpAd00,rec,6,,,,,
player,201910130den,oti,HumpAd00,rec_yds,47,,,,,
player,201910130den,oti,HumpAd00,rec_td,0,,,,,
player,201910130den,oti,HumpAd00,rec_long,16,,,,,
player,201910130den,oti,HumpAd00,fumbles,0,,,,,
player,201910130den,oti,HumpAd00,fumbles_lost,0,,,,,
player,201910130den,oti,WalkHu00,pass_cmp,0,,,,,
player,201910130den,oti,WalkHu00,pass_att,0,,,,,
player,201910130den,oti,WalkHu00,pass_yds,0,,,,,
player,201910130den,oti,WalkHu00,pass_td,0,,,,,
player,201910130den,oti,WalkHu00,pass_int,0,,,,,
player,201910130den,oti,WalkHu00,pass_sacked,0,,,,,
player,201910130den,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201910130den,oti,WalkHu00,pass_long,0,,,,,
player,201910130den,oti,WalkHu00,pass_rating,,,,,,
player,201910130den,oti,WalkHu00,rush_att,0,,,,,
player,201910130den,oti,WalkHu00,rush_yds,0,,,,,
player,201910130den,oti,WalkHu00,rush_td,0,,,,,
player,201910130den,oti,WalkHu00,rush_long,0,,,,,
player,201910130den,oti,WalkHu00,targets,6,,,,,
player,201910130den,oti,WalkHu00,rec,3,,,,,
player,201910130den,oti,WalkHu00,rec_yds,43,,,,,
player,201910130den,oti,WalkHu00,rec_td,0,,,,,
player,201910130den,oti,WalkHu00,rec_long,18,,,,,
player,201910130den,oti,WalkHu00,fumbles,0,,,,,
player,201910130den,oti,WalkHu00,fumbles_lost,0,,,,,
player,201910130den,oti,DaviCo03,pass_cmp,0,,,,,
player,201910130den,oti,DaviCo03,pass_att,0,,,,,
player,201910130den,oti,DaviCo03,pass_yds,0,,,,,
player,201910130den,oti,DaviCo03,pass_td,0,,,,,
player,201910130den,oti,DaviCo03,pass_int,0,,,,,
player,201910130den,oti,DaviCo03,pass_sacked,0,,,,,
player,201910130den,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201910130den,oti,DaviCo03,pass_long,0,,,,,
player,201910130den,oti,DaviCo03,pass_rating,,,,,,
player,201910130den,oti,DaviCo03,rush_att,0,,,,,
player,201910130den,oti,DaviCo03,rush_yds,0,,,,,
player,201910130den,oti,DaviCo03,rush_td,0,,,,,
player,201910130den,oti,DaviCo03,rush_long,0,,,,,
player,201910130den,oti,DaviCo03,targets,5,,,,,
player,201910130den,oti,DaviCo03,rec,3,,,,,
player,201910130den,oti,DaviCo03,rec_yds,36,,,,,
player,201910130den,oti,DaviCo03,rec_td,0,,,,,
player,201910130den,oti,DaviCo03,rec_long,18,,,,,
player,201910130den,oti,DaviCo03,fumbles,0,,,,,
player,201910130den,oti,DaviCo03,fumbles_lost,0,,,,,
player,201910130den,oti,FirkAn00,pass_cmp,0,,,,,
player,201910130den,oti,FirkAn00,pass_att,0,,,,,
player,201910130den,oti,FirkAn00,pass_yds,0,,,,,
player,201910130den,oti,FirkAn00,pass_td,0,,,,,
player,201910130den,oti,FirkAn00,pass_int,0,,,,,
player,201910130den,oti,FirkAn00,pass_sacked,0,,,,,
player,201910130den,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201910130den,oti,FirkAn00,pass_long,0,,,,,
player,201910130den,oti,FirkAn00,pass_rating,,,,,,
player,201910130den,oti,FirkAn00,rush_att,0,,,,,
player,201910130den,oti,FirkAn00,rush_yds,0,,,,,
player,201910130den,oti,FirkAn00,rush_td,0,,,,,
player,201910130den,oti,FirkAn00,rush_long,0,,,,,
player,201910130den,oti,FirkAn00,targets,1,,,,,
player,201910130den,oti,FirkAn00,rec,1,,,,,
player,201910130den,oti,FirkAn00,rec_yds,25,,,,,
player,201910130den,oti,FirkAn00,rec_td,0,,,,,
player,201910130den,oti,FirkAn00,rec_long,25,,,,,
player,201910130den,oti,FirkAn00,fumbles,0,,,,,
player,201910130den,oti,FirkAn00,fumbles_lost,0,,,,,
player,201910130den,oti,BrowAJ00,pass_cmp,0,,,,,
player,201910130den,oti,BrowAJ00,pass_att,0,,,,,
player,201910130den,oti,BrowAJ00,pass_yds,0,,,,,
player,201910130den,oti,BrowAJ00,pass_td,0,,,,,
player,201910130den,oti,BrowAJ00,pass_int,0,,,,,
player,201910130den,oti,BrowAJ00,pass_sacked,0,,,,,
player,201910130den,oti,BrowAJ00,pass_sacked_yds,0,,,,,
player,201910130den,oti,BrowAJ00,pass_long,0,,,,,
player,201910130den,oti,BrowAJ00,pass_rating,,,,,,
player,201910130den,oti,BrowAJ00,rush_att,0,,,,,
player,201910130den,oti,BrowAJ00,rush_yds,0,,,,,
player,201910130den,oti,BrowAJ00,rush_td,0,,,,,
player,201910130den,oti,BrowAJ00,rush_long,0,,,,,
player,201910130den,oti,BrowAJ00,targets,4,,,,,
player,201910130den,oti,BrowAJ00,rec,2,,,,,
player,201910130den,oti,BrowAJ00,rec_yds,23,,,,,
player,201910130den,oti,BrowAJ00,rec_td,0,,,,,
player,201910130den,oti,BrowAJ00,rec_long,13,,,,,
player,201910130den,oti,BrowAJ00,fumbles,1,,,,,
player,201910130den,oti,BrowAJ00,fumbles_lost,0,,,,,
player,201910130den,oti,SmitJo01,pass_cmp,0,,,,,
player,201910130den,oti,SmitJo01,pass_att,0,,,,,
player,201910130den,oti,SmitJo01,pass_yds,0,,,,,
player,201910130den,oti,SmitJo01,pass_td,0,,,,,
player,201910130den,oti,SmitJo01,pass_int,0,,,,,
player,201910130den,oti,SmitJo01,pass_sacked,0,,,,,
player,201910130den,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201910130den,oti,SmitJo01,pass_long,0,,,,,
player,201910130den,oti,SmitJo01,pass_rating,,,,,,
player,201910130den,oti,SmitJo01,rush_att,0,,,,,
player,201910130den,oti,SmitJo01,rush_yds,0,,,,,
player,201910130den,oti,SmitJo01,rush_td,0,,,,,
player,201910130den,oti,SmitJo01,rush_long,0,,,,,
player,201910130den,oti,SmitJo01,targets,2,,,,,
player,201910130den,oti,SmitJo01,rec,1,,,,,
player,201910130den,oti,SmitJo01,rec_yds,8,,,,,
player,201910130den,oti,SmitJo01,rec_td,0,,,,,
player,201910130den,oti,SmitJo01,rec_long,8,,,,,
player,201910130den,oti,SmitJo01,fumbles,0,,,,,
player,201910130den,oti,SmitJo01,fumbles_lost,0,,,,,
player,201910130den,oti,JennDa00,pass_cmp,0,,,,,
player,201910130den,oti,JennDa00,pass_att,0,,,,,
player,201910130den,oti,JennDa00,pass_yds,0,,,,,
player,201910130den,oti,JennDa00,pass_td,0,,,,,
player,201910130den,oti,JennDa00,pass_int,0,,,,,
player,201910130den,oti,JennDa00,pass_sacked,0,,,,,
player,201910130den,oti,JennDa00,pass_sacked_yds,0,,,,,
player,201910130den,oti,JennDa00,pass_long,0,,,,,
player,201910130den,oti,JennDa00,pass_rating,,,,,,
player,201910130den,oti,JennDa00,rush_att,0,,,,,
player,201910130den,oti,JennDa00,rush_yds,0,,,,,
player,201910130den,oti,JennDa00,rush_td,0,,,,,
player,201910130den,oti,JennDa00,rush_long,0,,,,,
player,201910130den,oti,JennDa00,targets,1,,,,,
player,201910130den,oti,JennDa00,rec,0,,,,,
player,201910130den,oti,JennDa00,rec_yds,0,,,,,
player,201910130den,oti,JennDa00,rec_td,0,,,,,
player,201910130den,oti,JennDa00,rec_long,0,,,,,
player,201910130den,oti,JennDa00,fumbles,0,,,,,
player,201910130den,oti,JennDa00,fumbles_lost,0,,,,,
player,201910130den,oti,SharTa00,pass_cmp,0,,,,,
player,201910130den,oti,SharTa00,pass_att,0,,,,,
player,201910130den,oti,SharTa00,pass_yds,0,,,,,
player,201910130den,oti,SharTa00,pass_td,0,,,,,
player,201910130den,oti,SharTa00,pass_int,0,,,,,
player,201910130den,oti,SharTa00,pass_sacked,0,,,,,
player,201910130den,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201910130den,oti,SharTa00,pass_long,0,,,,,
player,201910130den,oti,SharTa00,pass_rating,,,,,,
player,201910130den,oti,SharTa00,rush_att,0,,,,,
player,201910130den,oti,SharTa00,rush_yds,0,,,,,
player,201910130den,oti,SharTa00,rush_td,0,,,,,
player,201910130den,oti,SharTa00,rush_long,0,,,,,
player,201910130den,oti,SharTa00,targets,2,,,,,
player,201910130den,oti,SharTa00,rec,0,,,,,
player,201910130den,oti,SharTa00,rec_yds,0,,,,,
player,201910130den,oti,SharTa00,rec_td,0,,,,,
player,201910130den,oti,SharTa00,rec_long,0,,,,,
player,201910130den,oti,SharTa00,fumbles,0,,,,,
player,201910130den,oti,SharTa00,fumbles_lost,0,,,,,
player,201910130den,oti,LewiDi00,pass_cmp,0,,,,,
player,201910130den,oti,LewiDi00,pass_att,0,,,,,
player,201910130den,oti,LewiDi00,pass_yds,0,,,,,
player,201910130den,oti,LewiDi00,pass_td,0,,,,,
player,201910130den,oti,LewiDi00,pass_int,0,,,,,
player,201910130den,oti,LewiDi00,pass_sacked,0,,,,,
player,201910130den,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201910130den,oti,LewiDi00,pass_long,0,,,,,
player,201910130den,oti,LewiDi00,pass_rating,,,,,,
player,201910130den,oti,LewiDi00,rush_att,1,,,,,
player,201910130den,oti,LewiDi00,rush_yds,-1,,,,,
player,201910130den,oti,LewiDi00,rush_td,0,,,,,
player,201910130den,oti,LewiDi00,rush_long,-1,,,,,
player,201910130den,oti,LewiDi00,targets,3,,,,,
player,201910130den,oti,LewiDi00,rec,3,,,,,
player,201910130den,oti,LewiDi00,rec_yds,20,,,,,
player,201910130den,oti,LewiDi00,rec_td,0,,,,,
player,201910130den,oti,LewiDi00,rec_long,9,,,,,
player,201910130den,oti,LewiDi00,fumbles,0,,,,,
player,201910130den,oti,LewiDi00,fumbles_lost,0,,,,,
player,201910130den,den,FlacJo00,pass_cmp,18,,,,,
player,201910130den,den,FlacJo00,pass_att,28,,,,,
player,201910130den,den,FlacJo00,pass_yds,177,,,,,
player,201910130den,den,FlacJo00,pass_td,0,,,,,
player,201910130den,den,FlacJo00,pass_int,1,,,,,
player,201910130den,den,FlacJo00,pass_sacked,1,,,,,
player,201910130den,den,FlacJo00,pass_sacked_yds,10,,,,,
player,201910130den,den,FlacJo00,pass_long,41,,,,,
player,201910130den,den,FlacJo00,pass_rating,67.1,,,,,
player,201910130den,den,FlacJo00,rush_att,4,,,,,
player,201910130den,den,FlacJo00,rush_yds,-1,,,,,
player,201910130den,den,FlacJo00,rush_td,0,,,,,
player,201910130den,den,FlacJo00,rush_long,1,,,,,
player,201910130den,den,FlacJo00,targets,0,,,,,
player,201910130den,den,FlacJo00,rec,0,,,,,
player,201910130den,den,FlacJo00,rec_yds,0,,,,,
player,201910130den,den,FlacJo00,rec_td,0,,,,,
player,201910130den,den,FlacJo00,rec_long,0,,,,,
player,201910130den,den,FlacJo00,fumbles,0,,,,,
player,201910130den,den,FlacJo00,fumbles_lost,0,,,,,
player,201910130den,den,LindPh00,pass_cmp,0,,,,,
player,201910130den,den,LindPh00,pass_att,0,,,,,
player,201910130den,den,LindPh00,pass_yds,0,,,,,
player,201910130den,den,LindPh00,pass_td,0,,,,,
player,201910130den,den,LindPh00,pass_int,0,,,,,
player,201910130den,den,LindPh00,pass_sacked,0,,,,,
player,201910130den,den,LindPh00,pass_sacked_yds,0,,,,,
player,201910130den,den,LindPh00,pass_long,0,,,,,
player,201910130den,den,LindPh00,pass_rating,,,,,,
player,201910130den,den,LindPh00,rush_att,15,,,,,
player,201910130den,den,LindPh00,rush_yds,70,,,,,
player,201910130den,den,LindPh00,rush_td,1,,,,,
player,201910130den,den,LindPh00,rush_long,30,,,,,
player,201910130den,den,LindPh00,targets,3,,,,,
player,201910130den,den,LindPh00,rec,2,,,,,
player,201910130den,den,LindPh00,rec_yds,5,,,,,
player,201910130den,den,LindPh00,rec_td,0,,,,,
player,201910130den,den,LindPh00,rec_long,3,,,,,
player,201910130den,den,LindPh00,fumbles,0,,,,,
player,201910130den,den,LindPh00,fumbles_lost,0,,,,,
player,201910130den,den,FreeRo00,pass_cmp,0,,,,,
player,201910130den,den,FreeRo00,pass_att,0,,,,,
player,201910130den,den,FreeRo00,pass_yds,0,,,,,
player,201910130den,den,FreeRo00,pass_td,0,,,,,
player,201910130den,den,FreeRo00,pass_int,0,,,,,
player,201910130den,den,FreeRo00,pass_sacked,0,,,,,
player,201910130den,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201910130den,den,FreeRo00,pass_long,0,,,,,
player,201910130den,den,FreeRo00,pass_rating,,,,,,
player,201910130den,den,FreeRo00,rush_att,11,,,,,
player,201910130den,den,FreeRo00,rush_yds,34,,,,,
player,201910130den,den,FreeRo00,rush_td,0,,,,,
player,201910130den,den,FreeRo00,rush_long,8,,,,,
player,201910130den,den,FreeRo00,targets,5,,,,,
player,201910130den,den,FreeRo00,rec,5,,,,,
player,201910130den,den,FreeRo00,rec_yds,42,,,,,
player,201910130den,den,FreeRo00,rec_td,0,,,,,
player,201910130den,den,FreeRo00,rec_long,19,,,,,
player,201910130den,den,FreeRo00,fumbles,0,,,,,
player,201910130den,den,FreeRo00,fumbles_lost,0,,,,,
player,201910130den,den,SuttCo00,pass_cmp,0,,,,,
player,201910130den,den,SuttCo00,pass_att,0,,,,,
player,201910130den,den,SuttCo00,pass_yds,0,,,,,
player,201910130den,den,SuttCo00,pass_td,0,,,,,
player,201910130den,den,SuttCo00,pass_int,0,,,,,
player,201910130den,den,SuttCo00,pass_sacked,0,,,,,
player,201910130den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201910130den,den,SuttCo00,pass_long,0,,,,,
player,201910130den,den,SuttCo00,pass_rating,,,,,,
player,201910130den,den,SuttCo00,rush_att,0,,,,,
player,201910130den,den,SuttCo00,rush_yds,0,,,,,
player,201910130den,den,SuttCo00,rush_td,0,,,,,
player,201910130den,den,SuttCo00,rush_long,0,,,,,
player,201910130den,den,SuttCo00,targets,8,,,,,
player,201910130den,den,SuttCo00,rec,4,,,,,
player,201910130den,den,SuttCo00,rec_yds,76,,,,,
player,201910130den,den,SuttCo00,rec_td,0,,,,,
player,201910130den,den,SuttCo00,rec_long,41,,,,,
player,201910130den,den,SuttCo00,fumbles,1,,,,,
player,201910130den,den,SuttCo00,fumbles_lost,0,,,,,
player,201910130den,den,HamiDa01,pass_cmp,0,,,,,
player,201910130den,den,HamiDa01,pass_att,0,,,,,
player,201910130den,den,HamiDa01,pass_yds,0,,,,,
player,201910130den,den,HamiDa01,pass_td,0,,,,,
player,201910130den,den,HamiDa01,pass_int,0,,,,,
player,201910130den,den,HamiDa01,pass_sacked,0,,,,,
player,201910130den,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201910130den,den,HamiDa01,pass_long,0,,,,,
player,201910130den,den,HamiDa01,pass_rating,,,,,,
player,201910130den,den,HamiDa01,rush_att,0,,,,,
player,201910130den,den,HamiDa01,rush_yds,0,,,,,
player,201910130den,den,HamiDa01,rush_td,0,,,,,
player,201910130den,den,HamiDa01,rush_long,0,,,,,
player,201910130den,den,HamiDa01,targets,2,,,,,
player,201910130den,den,HamiDa01,rec,2,,,,,
player,201910130den,den,HamiDa01,rec_yds,25,,,,,
player,201910130den,den,HamiDa01,rec_td,0,,,,,
player,201910130den,den,HamiDa01,rec_long,13,,,,,
player,201910130den,den,HamiDa01,fumbles,0,,,,,
player,201910130den,den,HamiDa01,fumbles_lost,0,,,,,
player,201910130den,den,FantNo00,pass_cmp,0,,,,,
player,201910130den,den,FantNo00,pass_att,0,,,,,
player,201910130den,den,FantNo00,pass_yds,0,,,,,
player,201910130den,den,FantNo00,pass_td,0,,,,,
player,201910130den,den,FantNo00,pass_int,0,,,,,
player,201910130den,den,FantNo00,pass_sacked,0,,,,,
player,201910130den,den,FantNo00,pass_sacked_yds,0,,,,,
player,201910130den,den,FantNo00,pass_long,0,,,,,
player,201910130den,den,FantNo00,pass_rating,,,,,,
player,201910130den,den,FantNo00,rush_att,0,,,,,
player,201910130den,den,FantNo00,rush_yds,0,,,,,
player,201910130den,den,FantNo00,rush_td,0,,,,,
player,201910130den,den,FantNo00,rush_long,0,,,,,
player,201910130den,den,FantNo00,targets,3,,,,,
player,201910130den,den,FantNo00,rec,2,,,,,
player,201910130den,den,FantNo00,rec_yds,16,,,,,
player,201910130den,den,FantNo00,rec_td,0,,,,,
player,201910130den,den,FantNo00,rec_long,11,,,,,
player,201910130den,den,FantNo00,fumbles,0,,,,,
player,201910130den,den,FantNo00,fumbles_lost,0,,,,,
player,201910130den,den,JanoAn00,pass_cmp,0,,,,,
player,201910130den,den,JanoAn00,pass_att,0,,,,,
player,201910130den,den,JanoAn00,pass_yds,0,,,,,
player,201910130den,den,JanoAn00,pass_td,0,,,,,
player,201910130den,den,JanoAn00,pass_int,0,,,,,
player,201910130den,den,JanoAn00,pass_sacked,0,,,,,
player,201910130den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201910130den,den,JanoAn00,pass_long,0,,,,,
player,201910130den,den,JanoAn00,pass_rating,,,,,,
player,201910130den,den,JanoAn00,rush_att,0,,,,,
player,201910130den,den,JanoAn00,rush_yds,0,,,,,
player,201910130den,den,JanoAn00,rush_td,0,,,,,
player,201910130den,den,JanoAn00,rush_long,0,,,,,
player,201910130den,den,JanoAn00,targets,1,,,,,
player,201910130den,den,JanoAn00,rec,1,,,,,
player,201910130den,den,JanoAn00,rec_yds,8,,,,,
player,201910130den,den,JanoAn00,rec_td,0,,,,,
player,201910130den,den,JanoAn00,rec_long,8,,,,,
player,201910130den,den,JanoAn00,fumbles,0,,,,,
player,201910130den,den,JanoAn00,fumbles_lost,0,,,,,
player,201910130den,den,BrowFr01,pass_cmp,0,,,,,
player,201910130den,den,BrowFr01,pass_att,0,,,,,
player,201910130den,den,BrowFr01,pass_yds,0,,,,,
player,201910130den,den,BrowFr01,pass_td,0,,,,,
player,201910130den,den,BrowFr01,pass_int,0,,,,,
player,201910130den,den,BrowFr01,pass_sacked,0,,,,,
player,201910130den,den,BrowFr01,pass_sacked_yds,0,,,,,
player,201910130den,den,BrowFr01,pass_long,0,,,,,
player,201910130den,den,BrowFr01,pass_rating,,,,,,
player,201910130den,den,BrowFr01,rush_att,0,,,,,
player,201910130den,den,BrowFr01,rush_yds,0,,,,,
player,201910130den,den,BrowFr01,rush_td,0,,,,,
player,201910130den,den,BrowFr01,rush_long,0,,,,,
player,201910130den,den,BrowFr01,targets,1,,,,,
player,201910130den,den,BrowFr01,rec,1,,,,,
player,201910130den,den,BrowFr01,rec_yds,5,,,,,
player,201910130den,den,BrowFr01,rec_td,0,,,,,
player,201910130den,den,BrowFr01,rec_long,5,,,,,
player,201910130den,den,BrowFr01,fumbles,0,,,,,
player,201910130den,den,BrowFr01,fumbles_lost,0,,,,,
player,201910130den,den,SandEm00,pass_cmp,0,,,,,
player,201910130den,den,SandEm00,pass_att,0,,,,,
player,201910130den,den,SandEm00,pass_yds,0,,,,,
player,201910130den,den,SandEm00,pass_td,0,,,,,
player,201910130den,den,SandEm00,pass_int,0,,,,,
player,201910130den,den,SandEm00,pass_sacked,0,,,,,
player,201910130den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201910130den,den,SandEm00,pass_long,0,,,,,
player,201910130den,den,SandEm00,pass_rating,,,,,,
player,201910130den,den,SandEm00,rush_att,0,,,,,
player,201910130den,den,SandEm00,rush_yds,0,,,,,
player,201910130den,den,SandEm00,rush_td,0,,,,,
player,201910130den,den,SandEm00,rush_long,0,,,,,
player,201910130den,den,SandEm00,targets,3,,,,,
player,201910130den,den,SandEm00,rec,1,,,,,
player,201910130den,den,SandEm00,rec_yds,0,,,,,
player,201910130den,den,SandEm00,rec_td,0,,,,,
player,201910130den,den,SandEm00,rec_long,0,,,,,
player,201910130den,den,SandEm00,fumbles,0,,,,,
player,201910130den,den,SandEm00,fumbles_lost,0,,,,,
player,201910130den,oti,ByarKe01,def_int,1,,,,,
player,201910130den,oti,ByarKe01,def_int_yds,25,,,,,
player,201910130den,oti,ByarKe01,def_int_td,0,,,,,
player,201910130den,oti,ByarKe01,def_int_long,25,,,,,
player,201910130den,oti,ByarKe01,pass_defended,1,,,,,
player,201910130den,oti,ByarKe01,sacks,0.0,,,,,
player,201910130den,oti,ByarKe01,tackles_combined,5,,,,,
player,201910130den,oti,ByarKe01,tackles_solo,5,,,,,
player,201910130den,oti,ByarKe01,tackles_assists,0,,,,,
player,201910130den,oti,ByarKe01,tackles_loss,0,,,,,
player,201910130den,oti,ByarKe01,qb_hits,0,,,,,
player,201910130den,oti,ByarKe01,fumbles_rec,0,,,,,
player,201910130den,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201910130den,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201910130den,oti,ByarKe01,fumbles_forced,0,,,,,
player,201910130den,oti,WoodWe20,def_int,0,,,,,
