game,2019,15,20191215,201912150crd,cle,"Cleveland Browns",24,crd,"Arizona Cardinals",38
player,201912150crd,cle,BeckOd00,pass_rating,,,,,,
player,201912150crd,cle,BeckOd00,rush_att,0,,,,,
player,201912150crd,cle,BeckOd00,rush_yds,0,,,,,
player,201912150crd,cle,BeckOd00,rush_td,0,,,,,
player,201912150crd,cle,BeckOd00,rush_long,0,,,,,
player,201912150crd,cle,BeckOd00,targets,13,,,,,
player,201912150crd,cle,BeckOd00,rec,8,,,,,
player,201912150crd,cle,BeckOd00,rec_yds,66,,,,,
player,201912150crd,cle,BeckOd00,rec_td,0,,,,,
player,201912150crd,cle,BeckOd00,rec_long,17,,,,,
player,201912150crd,cle,BeckOd00,fumbles,0,,,,,
player,201912150crd,cle,BeckOd00,fumbles_lost,0,,,,,
player,201912150crd,cle,RatlDa00,pass_cmp,0,,,,,
player,201912150crd,cle,RatlDa00,pass_att,0,,,,,
player,201912150crd,cle,RatlDa00,pass_yds,0,,,,,
player,201912150crd,cle,RatlDa00,pass_td,0,,,,,
player,201912150crd,cle,RatlDa00,pass_int,0,,,,,
player,201912150crd,cle,RatlDa00,pass_sacked,0,,,,,
player,201912150crd,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201912150crd,cle,RatlDa00,pass_long,0,,,,,
player,201912150crd,cle,RatlDa00,pass_rating,,,,,,
player,201912150crd,cle,RatlDa00,rush_att,0,,,,,
player,201912150crd,cle,RatlDa00,rush_yds,0,,,,,
player,201912150crd,cle,RatlDa00,rush_td,0,,,,,
player,201912150crd,cle,RatlDa00,rush_long,0,,,,,
player,201912150crd,cle,RatlDa00,targets,2,,,,,
player,201912150crd,cle,RatlDa00,rec,2,,,,,
player,201912150crd,cle,RatlDa00,rec_yds,33,,,,,
player,201912150crd,cle,RatlDa00,rec_td,0,,,,,
player,201912150crd,cle,RatlDa00,rec_long,21,,,,,
player,201912150crd,cle,RatlDa00,fumbles,0,,,,,
player,201912150crd,cle,RatlDa00,fumbles_lost,0,,,,,
player,201912150crd,cle,SealRi00,pass_cmp,0,,,,,
player,201912150crd,cle,SealRi00,pass_att,0,,,,,
player,201912150crd,cle,SealRi00,pass_yds,0,,,,,
player,201912150crd,cle,SealRi00,pass_td,0,,,,,
player,201912150crd,cle,SealRi00,pass_int,0,,,,,
player,201912150crd,cle,SealRi00,pass_sacked,0,,,,,
player,201912150crd,cle,SealRi00,pass_sacked_yds,0,,,,,
player,201912150crd,cle,SealRi00,pass_long,0,,,,,
player,201912150crd,cle,SealRi00,pass_rating,,,,,,
player,201912150crd,cle,SealRi00,rush_att,0,,,,,
player,201912150crd,cle,SealRi00,rush_yds,0,,,,,
player,201912150crd,cle,SealRi00,rush_td,0,,,,,
player,201912150crd,cle,SealRi00,rush_long,0,,,,,
player,201912150crd,cle,SealRi00,targets,4,,,,,
player,201912150crd,cle,SealRi00,rec,3,,,,,
player,201912150crd,cle,SealRi00,rec_yds,29,,,,,
player,201912150crd,cle,SealRi00,rec_td,2,,,,,
player,201912150crd,cle,SealRi00,rec_long,26,,,,,
player,201912150crd,cle,SealRi00,fumbles,1,,,,,
player,201912150crd,cle,SealRi00,fumbles_lost,1,,,,,
player,201912150crd,cle,LandJa00,pass_cmp,0,,,,,
player,201912150crd,cle,LandJa00,pass_att,0,,,,,
player,201912150crd,cle,LandJa00,pass_yds,0,,,,,
player,201912150crd,cle,LandJa00,pass_td,0,,,,,
player,201912150crd,cle,LandJa00,pass_int,0,,,,,
player,201912150crd,cle,LandJa00,pass_sacked,0,,,,,
player,201912150crd,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201912150crd,cle,LandJa00,pass_long,0,,,,,
player,201912150crd,cle,LandJa00,pass_rating,,,,,,
player,201912150crd,cle,LandJa00,rush_att,0,,,,,
player,201912150crd,cle,LandJa00,rush_yds,0,,,,,
player,201912150crd,cle,LandJa00,rush_td,0,,,,,
player,201912150crd,cle,LandJa00,rush_long,0,,,,,
player,201912150crd,cle,LandJa00,targets,8,,,,,
player,201912150crd,cle,LandJa00,rec,5,,,,,
player,201912150crd,cle,LandJa00,rec_yds,23,,,,,
player,201912150crd,cle,LandJa00,rec_td,0,,,,,
player,201912150crd,cle,LandJa00,rec_long,10,,,,,
player,201912150crd,cle,LandJa00,fumbles,0,,,,,
player,201912150crd,cle,LandJa00,fumbles_lost,0,,,,,
player,201912150crd,cle,HarrDe03,pass_cmp,0,,,,,
player,201912150crd,cle,HarrDe03,pass_att,0,,,,,
player,201912150crd,cle,HarrDe03,pass_yds,0,,,,,
player,201912150crd,cle,HarrDe03,pass_td,0,,,,,
player,201912150crd,cle,HarrDe03,pass_int,0,,,,,
player,201912150crd,cle,HarrDe03,pass_sacked,0,,,,,
player,201912150crd,cle,HarrDe03,pass_sacked_yds,0,,,,,
player,201912150crd,cle,HarrDe03,pass_long,0,,,,,
player,201912150crd,cle,HarrDe03,pass_rating,,,,,,
player,201912150crd,cle,HarrDe03,rush_att,0,,,,,
player,201912150crd,cle,HarrDe03,rush_yds,0,,,,,
player,201912150crd,cle,HarrDe03,rush_td,0,,,,,
player,201912150crd,cle,HarrDe03,rush_long,0,,,,,
player,201912150crd,cle,HarrDe03,targets,2,,,,,
player,201912150crd,cle,HarrDe03,rec,1,,,,,
player,201912150crd,cle,HarrDe03,rec_yds,13,,,,,
player,201912150crd,cle,HarrDe03,rec_td,0,,,,,
player,201912150crd,cle,HarrDe03,rec_long,13,,,,,
player,201912150crd,cle,HarrDe03,fumbles,0,,,,,
player,201912150crd,cle,HarrDe03,fumbles_lost,0,,,,,
player,201912150crd,cle,HodgKh00,pass_cmp,0,,,,,
player,201912150crd,cle,HodgKh00,pass_att,0,,,,,
player,201912150crd,cle,HodgKh00,pass_yds,0,,,,,
player,201912150crd,cle,HodgKh00,pass_td,0,,,,,
player,201912150crd,cle,HodgKh00,pass_int,0,,,,,
player,201912150crd,cle,HodgKh00,pass_sacked,0,,,,,
player,201912150crd,cle,HodgKh00,pass_sacked_yds,0,,,,,
player,201912150crd,cle,HodgKh00,pass_long,0,,,,,
player,201912150crd,cle,HodgKh00,pass_rating,,,,,,
player,201912150crd,cle,HodgKh00,rush_att,0,,,,,
player,201912150crd,cle,HodgKh00,rush_yds,0,,,,,
player,201912150crd,cle,HodgKh00,rush_td,0,,,,,
player,201912150crd,cle,HodgKh00,rush_long,0,,,,,
player,201912150crd,cle,HodgKh00,targets,1,,,,,
player,201912150crd,cle,HodgKh00,rec,0,,,,,
player,201912150crd,cle,HodgKh00,rec_yds,0,,,,,
player,201912150crd,cle,HodgKh00,rec_td,0,,,,,
player,201912150crd,cle,HodgKh00,rec_long,0,,,,,
player,201912150crd,cle,HodgKh00,fumbles,0,,,,,
player,201912150crd,cle,HodgKh00,fumbles_lost,0,,,,,
player,201912150crd,crd,MurrKy00,pass_cmp,19,,,,,
player,201912150crd,crd,MurrKy00,pass_att,25,,,,,
player,201912150crd,crd,MurrKy00,pass_yds,219,,,,,
player,201912150crd,crd,MurrKy00,pass_td,1,,,,,
player,201912150crd,crd,MurrKy00,pass_int,1,,,,,
player,201912150crd,crd,MurrKy00,pass_sacked,0,,,,,
player,201912150crd,crd,MurrKy00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,MurrKy00,pass_long,51,,,,,
player,201912150crd,crd,MurrKy00,pass_rating,98.6,,,,,
player,201912150crd,crd,MurrKy00,rush_att,8,,,,,
player,201912150crd,crd,MurrKy00,rush_yds,56,,,,,
player,201912150crd,crd,MurrKy00,rush_td,0,,,,,
player,201912150crd,crd,MurrKy00,rush_long,35,,,,,
player,201912150crd,crd,MurrKy00,targets,0,,,,,
player,201912150crd,crd,MurrKy00,rec,0,,,,,
player,201912150crd,crd,MurrKy00,rec_yds,0,,,,,
player,201912150crd,crd,MurrKy00,rec_td,0,,,,,
player,201912150crd,crd,MurrKy00,rec_long,0,,,,,
player,201912150crd,crd,MurrKy00,fumbles,0,,,,,
player,201912150crd,crd,MurrKy00,fumbles_lost,0,,,,,
player,201912150crd,crd,DrakKe00,pass_cmp,0,,,,,
player,201912150crd,crd,DrakKe00,pass_att,0,,,,,
player,201912150crd,crd,DrakKe00,pass_yds,0,,,,,
player,201912150crd,crd,DrakKe00,pass_td,0,,,,,
player,201912150crd,crd,DrakKe00,pass_int,0,,,,,
player,201912150crd,crd,DrakKe00,pass_sacked,0,,,,,
player,201912150crd,crd,DrakKe00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,DrakKe00,pass_long,0,,,,,
player,201912150crd,crd,DrakKe00,pass_rating,,,,,,
player,201912150crd,crd,DrakKe00,rush_att,22,,,,,
player,201912150crd,crd,DrakKe00,rush_yds,137,,,,,
player,201912150crd,crd,DrakKe00,rush_td,4,,,,,
player,201912150crd,crd,DrakKe00,rush_long,21,,,,,
player,201912150crd,crd,DrakKe00,targets,1,,,,,
player,201912150crd,crd,DrakKe00,rec,1,,,,,
player,201912150crd,crd,DrakKe00,rec_yds,9,,,,,
player,201912150crd,crd,DrakKe00,rec_td,0,,,,,
player,201912150crd,crd,DrakKe00,rec_long,9,,,,,
player,201912150crd,crd,DrakKe00,fumbles,0,,,,,
player,201912150crd,crd,DrakKe00,fumbles_lost,0,,,,,
player,201912150crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201912150crd,crd,KirkCh01,pass_att,0,,,,,
player,201912150crd,crd,KirkCh01,pass_yds,0,,,,,
player,201912150crd,crd,KirkCh01,pass_td,0,,,,,
player,201912150crd,crd,KirkCh01,pass_int,0,,,,,
player,201912150crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201912150crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201912150crd,crd,KirkCh01,pass_long,0,,,,,
player,201912150crd,crd,KirkCh01,pass_rating,,,,,,
player,201912150crd,crd,KirkCh01,rush_att,1,,,,,
player,201912150crd,crd,KirkCh01,rush_yds,28,,,,,
player,201912150crd,crd,KirkCh01,rush_td,0,,,,,
player,201912150crd,crd,KirkCh01,rush_long,28,,,,,
player,201912150crd,crd,KirkCh01,targets,5,,,,,
player,201912150crd,crd,KirkCh01,rec,4,,,,,
player,201912150crd,crd,KirkCh01,rec_yds,33,,,,,
player,201912150crd,crd,KirkCh01,rec_td,0,,,,,
player,201912150crd,crd,KirkCh01,rec_long,15,,,,,
player,201912150crd,crd,KirkCh01,fumbles,0,,,,,
player,201912150crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201912150crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201912150crd,crd,JohnDa08,pass_att,0,,,,,
player,201912150crd,crd,JohnDa08,pass_yds,0,,,,,
player,201912150crd,crd,JohnDa08,pass_td,0,,,,,
player,201912150crd,crd,JohnDa08,pass_int,0,,,,,
player,201912150crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201912150crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201912150crd,crd,JohnDa08,pass_long,0,,,,,
player,201912150crd,crd,JohnDa08,pass_rating,,,,,,
player,201912150crd,crd,JohnDa08,rush_att,3,,,,,
player,201912150crd,crd,JohnDa08,rush_yds,6,,,,,
player,201912150crd,crd,JohnDa08,rush_td,0,,,,,
player,201912150crd,crd,JohnDa08,rush_long,5,,,,,
player,201912150crd,crd,JohnDa08,targets,0,,,,,
player,201912150crd,crd,JohnDa08,rec,0,,,,,
player,201912150crd,crd,JohnDa08,rec_yds,0,,,,,
player,201912150crd,crd,JohnDa08,rec_td,0,,,,,
player,201912150crd,crd,JohnDa08,rec_long,0,,,,,
player,201912150crd,crd,JohnDa08,fumbles,0,,,,,
player,201912150crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_cmp,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_att,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_yds,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_td,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_int,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_sacked,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_long,0,,,,,
player,201912150crd,crd,ByrdDa00,pass_rating,,,,,,
player,201912150crd,crd,ByrdDa00,rush_att,0,,,,,
player,201912150crd,crd,ByrdDa00,rush_yds,0,,,,,
player,201912150crd,crd,ByrdDa00,rush_td,0,,,,,
player,201912150crd,crd,ByrdDa00,rush_long,0,,,,,
player,201912150crd,crd,ByrdDa00,targets,6,,,,,
player,201912150crd,crd,ByrdDa00,rec,6,,,,,
player,201912150crd,crd,ByrdDa00,rec_yds,86,,,,,
player,201912150crd,crd,ByrdDa00,rec_td,0,,,,,
player,201912150crd,crd,ByrdDa00,rec_long,51,,,,,
player,201912150crd,crd,ByrdDa00,fumbles,0,,,,,
player,201912150crd,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201912150crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201912150crd,crd,FitzLa00,pass_att,0,,,,,
player,201912150crd,crd,FitzLa00,pass_yds,0,,,,,
player,201912150crd,crd,FitzLa00,pass_td,0,,,,,
player,201912150crd,crd,FitzLa00,pass_int,0,,,,,
player,201912150crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201912150crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,FitzLa00,pass_long,0,,,,,
player,201912150crd,crd,FitzLa00,pass_rating,,,,,,
player,201912150crd,crd,FitzLa00,rush_att,0,,,,,
player,201912150crd,crd,FitzLa00,rush_yds,0,,,,,
player,201912150crd,crd,FitzLa00,rush_td,0,,,,,
player,201912150crd,crd,FitzLa00,rush_long,0,,,,,
player,201912150crd,crd,FitzLa00,targets,5,,,,,
player,201912150crd,crd,FitzLa00,rec,3,,,,,
player,201912150crd,crd,FitzLa00,rec_yds,42,,,,,
player,201912150crd,crd,FitzLa00,rec_td,0,,,,,
player,201912150crd,crd,FitzLa00,rec_long,16,,,,,
player,201912150crd,crd,FitzLa00,fumbles,0,,,,,
player,201912150crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201912150crd,crd,ClayCh00,pass_cmp,0,,,,,
player,201912150crd,crd,ClayCh00,pass_att,0,,,,,
player,201912150crd,crd,ClayCh00,pass_yds,0,,,,,
player,201912150crd,crd,ClayCh00,pass_td,0,,,,,
player,201912150crd,crd,ClayCh00,pass_int,0,,,,,
player,201912150crd,crd,ClayCh00,pass_sacked,0,,,,,
player,201912150crd,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,ClayCh00,pass_long,0,,,,,
player,201912150crd,crd,ClayCh00,pass_rating,,,,,,
player,201912150crd,crd,ClayCh00,rush_att,0,,,,,
player,201912150crd,crd,ClayCh00,rush_yds,0,,,,,
player,201912150crd,crd,ClayCh00,rush_td,0,,,,,
player,201912150crd,crd,ClayCh00,rush_long,0,,,,,
player,201912150crd,crd,ClayCh00,targets,2,,,,,
player,201912150crd,crd,ClayCh00,rec,1,,,,,
player,201912150crd,crd,ClayCh00,rec_yds,18,,,,,
player,201912150crd,crd,ClayCh00,rec_td,0,,,,,
player,201912150crd,crd,ClayCh00,rec_long,18,,,,,
player,201912150crd,crd,ClayCh00,fumbles,0,,,,,
player,201912150crd,crd,ClayCh00,fumbles_lost,0,,,,,
player,201912150crd,crd,CoopPh00,pass_cmp,0,,,,,
player,201912150crd,crd,CoopPh00,pass_att,0,,,,,
player,201912150crd,crd,CoopPh00,pass_yds,0,,,,,
player,201912150crd,crd,CoopPh00,pass_td,0,,,,,
player,201912150crd,crd,CoopPh00,pass_int,0,,,,,
player,201912150crd,crd,CoopPh00,pass_sacked,0,,,,,
player,201912150crd,crd,CoopPh00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,CoopPh00,pass_long,0,,,,,
player,201912150crd,crd,CoopPh00,pass_rating,,,,,,
player,201912150crd,crd,CoopPh00,rush_att,0,,,,,
player,201912150crd,crd,CoopPh00,rush_yds,0,,,,,
player,201912150crd,crd,CoopPh00,rush_td,0,,,,,
player,201912150crd,crd,CoopPh00,rush_long,0,,,,,
player,201912150crd,crd,CoopPh00,targets,1,,,,,
player,201912150crd,crd,CoopPh00,rec,1,,,,,
player,201912150crd,crd,CoopPh00,rec_yds,17,,,,,
player,201912150crd,crd,CoopPh00,rec_td,0,,,,,
player,201912150crd,crd,CoopPh00,rec_long,17,,,,,
player,201912150crd,crd,CoopPh00,fumbles,0,,,,,
player,201912150crd,crd,CoopPh00,fumbles_lost,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_cmp,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_att,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_yds,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_td,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_int,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_sacked,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_long,0,,,,,
player,201912150crd,crd,ArnoDa00,pass_rating,,,,,,
player,201912150crd,crd,ArnoDa00,rush_att,0,,,,,
player,201912150crd,crd,ArnoDa00,rush_yds,0,,,,,
player,201912150crd,crd,ArnoDa00,rush_td,0,,,,,
player,201912150crd,crd,ArnoDa00,rush_long,0,,,,,
player,201912150crd,crd,ArnoDa00,targets,1,,,,,
player,201912150crd,crd,ArnoDa00,rec,1,,,,,
player,201912150crd,crd,ArnoDa00,rec_yds,6,,,,,
player,201912150crd,crd,ArnoDa00,rec_td,1,,,,,
player,201912150crd,crd,ArnoDa00,rec_long,6,,,,,
player,201912150crd,crd,ArnoDa00,fumbles,0,,,,,
player,201912150crd,crd,ArnoDa00,fumbles_lost,0,,,,,
player,201912150crd,crd,WillMa04,pass_cmp,0,,,,,
player,201912150crd,crd,WillMa04,pass_att,0,,,,,
player,201912150crd,crd,WillMa04,pass_yds,0,,,,,
player,201912150crd,crd,WillMa04,pass_td,0,,,,,
player,201912150crd,crd,WillMa04,pass_int,0,,,,,
player,201912150crd,crd,WillMa04,pass_sacked,0,,,,,
player,201912150crd,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201912150crd,crd,WillMa04,pass_long,0,,,,,
player,201912150crd,crd,WillMa04,pass_rating,,,,,,
player,201912150crd,crd,WillMa04,rush_att,0,,,,,
player,201912150crd,crd,WillMa04,rush_yds,0,,,,,
player,201912150crd,crd,WillMa04,rush_td,0,,,,,
player,201912150crd,crd,WillMa04,rush_long,0,,,,,
player,201912150crd,crd,WillMa04,targets,1,,,,,
player,201912150crd,crd,WillMa04,rec,1,,,,,
player,201912150crd,crd,WillMa04,rec_yds,4,,,,,
player,201912150crd,crd,WillMa04,rec_td,0,,,,,
player,201912150crd,crd,WillMa04,rec_long,4,,,,,
player,201912150crd,crd,WillMa04,fumbles,0,,,,,
player,201912150crd,crd,WillMa04,fumbles_lost,0,,,,,
player,201912150crd,crd,IsabAn00,pass_cmp,0,,,,,
player,201912150crd,crd,IsabAn00,pass_att,0,,,,,
player,201912150crd,crd,IsabAn00,pass_yds,0,,,,,
player,201912150crd,crd,IsabAn00,pass_td,0,,,,,
player,201912150crd,crd,IsabAn00,pass_int,0,,,,,
player,201912150crd,crd,IsabAn00,pass_sacked,0,,,,,
player,201912150crd,crd,IsabAn00,pass_sacked_yds,0,,,,,
player,201912150crd,crd,IsabAn00,pass_long,0,,,,,
player,201912150crd,crd,IsabAn00,pass_rating,,,,,,
player,201912150crd,crd,IsabAn00,rush_att,1,,,,,
player,201912150crd,crd,IsabAn00,rush_yds,-1,,,,,
player,201912150crd,crd,IsabAn00,rush_td,0,,,,,
player,201912150crd,crd,IsabAn00,rush_long,-1,,,,,
player,201912150crd,crd,IsabAn00,targets,1,,,,,
player,201912150crd,crd,IsabAn00,rec,1,,,,,
player,201912150crd,crd,IsabAn00,rec_yds,4,,,,,
player,201912150crd,crd,IsabAn00,rec_td,0,,,,,
player,201912150crd,crd,IsabAn00,rec_long,4,,,,,
player,201912150crd,crd,IsabAn00,fumbles,0,,,,,
player,201912150crd,crd,IsabAn00,fumbles_lost,0,,,,,
player,201912150crd,cle,WilsMa03,def_int,1,,,,,
player,201912150crd,cle,WilsMa03,def_int_yds,21,,,,,
player,201912150crd,cle,WilsMa03,def_int_td,0,,,,,
player,201912150crd,cle,WilsMa03,def_int_long,21,,,,,
player,201912150crd,cle,WilsMa03,pass_defended,1,,,,,
player,201912150crd,cle,WilsMa03,sacks,0.0,,,,,
player,201912150crd,cle,WilsMa03,tackles_combined,7,,,,,
player,201912150crd,cle,WilsMa03,tackles_solo,6,,,,,
player,201912150crd,cle,WilsMa03,tackles_assists,1,,,,,
player,201912150crd,cle,WilsMa03,tackles_loss,0,,,,,
player,201912150crd,cle,WilsMa03,qb_hits,0,,,,,
player,201912150crd,cle,WilsMa03,fumbles_rec,0,,,,,
player,201912150crd,cle,WilsMa03,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,WilsMa03,fumbles_rec_td,0,,,,,
player,201912150crd,cle,WilsMa03,fumbles_forced,0,,,,,
player,201912150crd,cle,WillGr00,def_int,0,,,,,
player,201912150crd,cle,WillGr00,def_int_yds,0,,,,,
player,201912150crd,cle,WillGr00,def_int_td,0,,,,,
player,201912150crd,cle,WillGr00,def_int_long,0,,,,,
player,201912150crd,cle,WillGr00,pass_defended,0,,,,,
player,201912150crd,cle,WillGr00,sacks,0.0,,,,,
player,201912150crd,cle,WillGr00,tackles_combined,9,,,,,
player,201912150crd,cle,WillGr00,tackles_solo,7,,,,,
player,201912150crd,cle,WillGr00,tackles_assists,2,,,,,
player,201912150crd,cle,WillGr00,tackles_loss,0,,,,,
player,201912150crd,cle,WillGr00,qb_hits,0,,,,,
player,201912150crd,cle,WillGr00,fumbles_rec,0,,,,,
player,201912150crd,cle,WillGr00,fumbles_rec_yds,0,,,,,
player,201912150crd,cle,WillGr00,fumbles_rec_td,0,,,,,
player,201912150crd,cle,WillGr00,fumbles_forced,0,,,,,
