game,2019,2,20190915,201909150den,chi,"Chicago Bears",16,den,"Denver Broncos",14
player,201909150den,chi,TrubMi00,rush_long,8,,,,,
player,201909150den,chi,TrubMi00,targets,0,,,,,
player,201909150den,chi,TrubMi00,rec,0,,,,,
player,201909150den,chi,TrubMi00,rec_yds,0,,,,,
player,201909150den,chi,TrubMi00,rec_td,0,,,,,
player,201909150den,chi,TrubMi00,rec_long,0,,,,,
player,201909150den,chi,TrubMi00,fumbles,0,,,,,
player,201909150den,chi,TrubMi00,fumbles_lost,0,,,,,
player,201909150den,chi,MontDa01,pass_cmp,0,,,,,
player,201909150den,chi,MontDa01,pass_att,0,,,,,
player,201909150den,chi,MontDa01,pass_yds,0,,,,,
player,201909150den,chi,MontDa01,pass_td,0,,,,,
player,201909150den,chi,MontDa01,pass_int,0,,,,,
player,201909150den,chi,MontDa01,pass_sacked,0,,,,,
player,201909150den,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201909150den,chi,MontDa01,pass_long,0,,,,,
player,201909150den,chi,MontDa01,pass_rating,,,,,,
player,201909150den,chi,MontDa01,rush_att,18,,,,,
player,201909150den,chi,MontDa01,rush_yds,62,,,,,
player,201909150den,chi,MontDa01,rush_td,1,,,,,
player,201909150den,chi,MontDa01,rush_long,12,,,,,
player,201909150den,chi,MontDa01,targets,3,,,,,
player,201909150den,chi,MontDa01,rec,1,,,,,
player,201909150den,chi,MontDa01,rec_yds,6,,,,,
player,201909150den,chi,MontDa01,rec_td,0,,,,,
player,201909150den,chi,MontDa01,rec_long,6,,,,,
player,201909150den,chi,MontDa01,fumbles,0,,,,,
player,201909150den,chi,MontDa01,fumbles_lost,0,,,,,
player,201909150den,chi,PattCo00,pass_cmp,0,,,,,
player,201909150den,chi,PattCo00,pass_att,0,,,,,
player,201909150den,chi,PattCo00,pass_yds,0,,,,,
player,201909150den,chi,PattCo00,pass_td,0,,,,,
player,201909150den,chi,PattCo00,pass_int,0,,,,,
player,201909150den,chi,PattCo00,pass_sacked,0,,,,,
player,201909150den,chi,PattCo00,pass_sacked_yds,0,,,,,
player,201909150den,chi,PattCo00,pass_long,0,,,,,
player,201909150den,chi,PattCo00,pass_rating,,,,,,
player,201909150den,chi,PattCo00,rush_att,2,,,,,
player,201909150den,chi,PattCo00,rush_yds,50,,,,,
player,201909150den,chi,PattCo00,rush_td,0,,,,,
player,201909150den,chi,PattCo00,rush_long,46,,,,,
player,201909150den,chi,PattCo00,targets,0,,,,,
player,201909150den,chi,PattCo00,rec,0,,,,,
player,201909150den,chi,PattCo00,rec_yds,0,,,,,
player,201909150den,chi,PattCo00,rec_td,0,,,,,
player,201909150den,chi,PattCo00,rec_long,0,,,,,
player,201909150den,chi,PattCo00,fumbles,0,,,,,
player,201909150den,chi,PattCo00,fumbles_lost,0,,,,,
player,201909150den,chi,CoheTa00,pass_cmp,0,,,,,
player,201909150den,chi,CoheTa00,pass_att,0,,,,,
player,201909150den,chi,CoheTa00,pass_yds,0,,,,,
player,201909150den,chi,CoheTa00,pass_td,0,,,,,
player,201909150den,chi,CoheTa00,pass_int,0,,,,,
player,201909150den,chi,CoheTa00,pass_sacked,0,,,,,
player,201909150den,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201909150den,chi,CoheTa00,pass_long,0,,,,,
player,201909150den,chi,CoheTa00,pass_rating,,,,,,
player,201909150den,chi,CoheTa00,rush_att,4,,,,,
player,201909150den,chi,CoheTa00,rush_yds,18,,,,,
player,201909150den,chi,CoheTa00,rush_td,0,,,,,
player,201909150den,chi,CoheTa00,rush_long,9,,,,,
player,201909150den,chi,CoheTa00,targets,5,,,,,
player,201909150den,chi,CoheTa00,rec,2,,,,,
player,201909150den,chi,CoheTa00,rec_yds,7,,,,,
player,201909150den,chi,CoheTa00,rec_td,0,,,,,
player,201909150den,chi,CoheTa00,rec_long,16,,,,,
player,201909150den,chi,CoheTa00,fumbles,0,,,,,
player,201909150den,chi,CoheTa00,fumbles_lost,0,,,,,
player,201909150den,chi,GabrTa00,pass_cmp,0,,,,,
player,201909150den,chi,GabrTa00,pass_att,0,,,,,
player,201909150den,chi,GabrTa00,pass_yds,0,,,,,
player,201909150den,chi,GabrTa00,pass_td,0,,,,,
player,201909150den,chi,GabrTa00,pass_int,0,,,,,
player,201909150den,chi,GabrTa00,pass_sacked,0,,,,,
player,201909150den,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201909150den,chi,GabrTa00,pass_long,0,,,,,
player,201909150den,chi,GabrTa00,pass_rating,,,,,,
player,201909150den,chi,GabrTa00,rush_att,1,,,,,
player,201909150den,chi,GabrTa00,rush_yds,14,,,,,
player,201909150den,chi,GabrTa00,rush_td,0,,,,,
player,201909150den,chi,GabrTa00,rush_long,14,,,,,
player,201909150den,chi,GabrTa00,targets,2,,,,,
player,201909150den,chi,GabrTa00,rec,1,,,,,
player,201909150den,chi,GabrTa00,rec_yds,11,,,,,
player,201909150den,chi,GabrTa00,rec_td,0,,,,,
player,201909150den,chi,GabrTa00,rec_long,11,,,,,
player,201909150den,chi,GabrTa00,fumbles,0,,,,,
player,201909150den,chi,GabrTa00,fumbles_lost,0,,,,,
player,201909150den,chi,DaviMi01,pass_cmp,0,,,,,
player,201909150den,chi,DaviMi01,pass_att,0,,,,,
player,201909150den,chi,DaviMi01,pass_yds,0,,,,,
player,201909150den,chi,DaviMi01,pass_td,0,,,,,
player,201909150den,chi,DaviMi01,pass_int,0,,,,,
player,201909150den,chi,DaviMi01,pass_sacked,0,,,,,
player,201909150den,chi,DaviMi01,pass_sacked_yds,0,,,,,
player,201909150den,chi,DaviMi01,pass_long,0,,,,,
player,201909150den,chi,DaviMi01,pass_rating,,,,,,
player,201909150den,chi,DaviMi01,rush_att,3,,,,,
player,201909150den,chi,DaviMi01,rush_yds,1,,,,,
player,201909150den,chi,DaviMi01,rush_td,0,,,,,
player,201909150den,chi,DaviMi01,rush_long,2,,,,,
player,201909150den,chi,DaviMi01,targets,0,,,,,
player,201909150den,chi,DaviMi01,rec,0,,,,,
player,201909150den,chi,DaviMi01,rec_yds,0,,,,,
player,201909150den,chi,DaviMi01,rec_td,0,,,,,
player,201909150den,chi,DaviMi01,rec_long,0,,,,,
player,201909150den,chi,DaviMi01,fumbles,0,,,,,
player,201909150den,chi,DaviMi01,fumbles_lost,0,,,,,
player,201909150den,chi,RobiAl02,pass_cmp,0,,,,,
player,201909150den,chi,RobiAl02,pass_att,0,,,,,
player,201909150den,chi,RobiAl02,pass_yds,0,,,,,
player,201909150den,chi,RobiAl02,pass_td,0,,,,,
player,201909150den,chi,RobiAl02,pass_int,0,,,,,
player,201909150den,chi,RobiAl02,pass_sacked,0,,,,,
player,201909150den,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201909150den,chi,RobiAl02,pass_long,0,,,,,
player,201909150den,chi,RobiAl02,pass_rating,,,,,,
player,201909150den,chi,RobiAl02,rush_att,0,,,,,
player,201909150den,chi,RobiAl02,rush_yds,0,,,,,
player,201909150den,chi,RobiAl02,rush_td,0,,,,,
player,201909150den,chi,RobiAl02,rush_long,0,,,,,
player,201909150den,chi,RobiAl02,targets,7,,,,,
player,201909150den,chi,RobiAl02,rec,4,,,,,
player,201909150den,chi,RobiAl02,rec_yds,41,,,,,
player,201909150den,chi,RobiAl02,rec_td,0,,,,,
player,201909150den,chi,RobiAl02,rec_long,25,,,,,
player,201909150den,chi,RobiAl02,fumbles,0,,,,,
player,201909150den,chi,RobiAl02,fumbles_lost,0,,,,,
player,201909150den,chi,ShahAd00,pass_cmp,0,,,,,
player,201909150den,chi,ShahAd00,pass_att,0,,,,,
player,201909150den,chi,ShahAd00,pass_yds,0,,,,,
player,201909150den,chi,ShahAd00,pass_td,0,,,,,
player,201909150den,chi,ShahAd00,pass_int,0,,,,,
player,201909150den,chi,ShahAd00,pass_sacked,0,,,,,
player,201909150den,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201909150den,chi,ShahAd00,pass_long,0,,,,,
player,201909150den,chi,ShahAd00,pass_rating,,,,,,
player,201909150den,chi,ShahAd00,rush_att,0,,,,,
player,201909150den,chi,ShahAd00,rush_yds,0,,,,,
player,201909150den,chi,ShahAd00,rush_td,0,,,,,
player,201909150den,chi,ShahAd00,rush_long,0,,,,,
player,201909150den,chi,ShahAd00,targets,3,,,,,
player,201909150den,chi,ShahAd00,rec,3,,,,,
player,201909150den,chi,ShahAd00,rec_yds,24,,,,,
player,201909150den,chi,ShahAd00,rec_td,0,,,,,
player,201909150den,chi,ShahAd00,rec_long,9,,,,,
player,201909150den,chi,ShahAd00,fumbles,0,,,,,
player,201909150den,chi,ShahAd00,fumbles_lost,0,,,,,
player,201909150den,chi,BrauBe00,pass_cmp,0,,,,,
player,201909150den,chi,BrauBe00,pass_att,0,,,,,
player,201909150den,chi,BrauBe00,pass_yds,0,,,,,
player,201909150den,chi,BrauBe00,pass_td,0,,,,,
player,201909150den,chi,BrauBe00,pass_int,0,,,,,
player,201909150den,chi,BrauBe00,pass_sacked,0,,,,,
player,201909150den,chi,BrauBe00,pass_sacked_yds,0,,,,,
player,201909150den,chi,BrauBe00,pass_long,0,,,,,
player,201909150den,chi,BrauBe00,pass_rating,,,,,,
player,201909150den,chi,BrauBe00,rush_att,0,,,,,
player,201909150den,chi,BrauBe00,rush_yds,0,,,,,
player,201909150den,chi,BrauBe00,rush_td,0,,,,,
player,201909150den,chi,BrauBe00,rush_long,0,,,,,
player,201909150den,chi,BrauBe00,targets,3,,,,,
player,201909150den,chi,BrauBe00,rec,2,,,,,
player,201909150den,chi,BrauBe00,rec_yds,24,,,,,
player,201909150den,chi,BrauBe00,rec_td,0,,,,,
player,201909150den,chi,BrauBe00,rec_long,18,,,,,
player,201909150den,chi,BrauBe00,fumbles,0,,,,,
player,201909150den,chi,BrauBe00,fumbles_lost,0,,,,,
player,201909150den,chi,BurtTr01,pass_cmp,0,,,,,
player,201909150den,chi,BurtTr01,pass_att,0,,,,,
player,201909150den,chi,BurtTr01,pass_yds,0,,,,,
player,201909150den,chi,BurtTr01,pass_td,0,,,,,
player,201909150den,chi,BurtTr01,pass_int,0,,,,,
player,201909150den,chi,BurtTr01,pass_sacked,0,,,,,
player,201909150den,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201909150den,chi,BurtTr01,pass_long,0,,,,,
player,201909150den,chi,BurtTr01,pass_rating,,,,,,
player,201909150den,chi,BurtTr01,rush_att,0,,,,,
player,201909150den,chi,BurtTr01,rush_yds,0,,,,,
player,201909150den,chi,BurtTr01,rush_td,0,,,,,
player,201909150den,chi,BurtTr01,rush_long,0,,,,,
player,201909150den,chi,BurtTr01,targets,3,,,,,
player,201909150den,chi,BurtTr01,rec,2,,,,,
player,201909150den,chi,BurtTr01,rec_yds,5,,,,,
player,201909150den,chi,BurtTr01,rec_td,0,,,,,
player,201909150den,chi,BurtTr01,rec_long,5,,,,,
player,201909150den,chi,BurtTr01,fumbles,0,,,,,
player,201909150den,chi,BurtTr01,fumbles_lost,0,,,,,
player,201909150den,chi,MillAn02,pass_cmp,0,,,,,
player,201909150den,chi,MillAn02,pass_att,0,,,,,
player,201909150den,chi,MillAn02,pass_yds,0,,,,,
player,201909150den,chi,MillAn02,pass_td,0,,,,,
player,201909150den,chi,MillAn02,pass_int,0,,,,,
player,201909150den,chi,MillAn02,pass_sacked,0,,,,,
player,201909150den,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201909150den,chi,MillAn02,pass_long,0,,,,,
player,201909150den,chi,MillAn02,pass_rating,,,,,,
player,201909150den,chi,MillAn02,rush_att,0,,,,,
player,201909150den,chi,MillAn02,rush_yds,0,,,,,
player,201909150den,chi,MillAn02,rush_td,0,,,,,
player,201909150den,chi,MillAn02,rush_long,0,,,,,
player,201909150den,chi,MillAn02,targets,1,,,,,
player,201909150den,chi,MillAn02,rec,1,,,,,
player,201909150den,chi,MillAn02,rec_yds,2,,,,,
player,201909150den,chi,MillAn02,rec_td,0,,,,,
player,201909150den,chi,MillAn02,rec_long,2,,,,,
player,201909150den,chi,MillAn02,fumbles,0,,,,,
player,201909150den,chi,MillAn02,fumbles_lost,0,,,,,
player,201909150den,den,FlacJo00,pass_cmp,35,,,,,
player,201909150den,den,FlacJo00,pass_att,50,,,,,
player,201909150den,den,FlacJo00,pass_yds,292,,,,,
player,201909150den,den,FlacJo00,pass_td,1,,,,,
player,201909150den,den,FlacJo00,pass_int,1,,,,,
player,201909150den,den,FlacJo00,pass_sacked,2,,,,,
player,201909150den,den,FlacJo00,pass_sacked_yds,10,,,,,
player,201909150den,den,FlacJo00,pass_long,24,,,,,
player,201909150den,den,FlacJo00,pass_rating,83.1,,,,,
player,201909150den,den,FlacJo00,rush_att,0,,,,,
player,201909150den,den,FlacJo00,rush_yds,0,,,,,
player,201909150den,den,FlacJo00,rush_td,0,,,,,
player,201909150den,den,FlacJo00,rush_long,0,,,,,
player,201909150den,den,FlacJo00,targets,0,,,,,
player,201909150den,den,FlacJo00,rec,0,,,,,
player,201909150den,den,FlacJo00,rec_yds,0,,,,,
player,201909150den,den,FlacJo00,rec_td,0,,,,,
player,201909150den,den,FlacJo00,rec_long,0,,,,,
player,201909150den,den,FlacJo00,fumbles,0,,,,,
player,201909150den,den,FlacJo00,fumbles_lost,0,,,,,
player,201909150den,den,FreeRo00,pass_cmp,0,,,,,
player,201909150den,den,FreeRo00,pass_att,0,,,,,
player,201909150den,den,FreeRo00,pass_yds,0,,,,,
player,201909150den,den,FreeRo00,pass_td,0,,,,,
player,201909150den,den,FreeRo00,pass_int,0,,,,,
player,201909150den,den,FreeRo00,pass_sacked,0,,,,,
player,201909150den,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201909150den,den,FreeRo00,pass_long,0,,,,,
player,201909150den,den,FreeRo00,pass_rating,,,,,,
player,201909150den,den,FreeRo00,rush_att,11,,,,,
player,201909150den,den,FreeRo00,rush_yds,54,,,,,
player,201909150den,den,FreeRo00,rush_td,0,,,,,
player,201909150den,den,FreeRo00,rush_long,14,,,,,
player,201909150den,den,FreeRo00,targets,7,,,,,
player,201909150den,den,FreeRo00,rec,5,,,,,
player,201909150den,den,FreeRo00,rec_yds,48,,,,,
player,201909150den,den,FreeRo00,rec_td,0,,,,,
player,201909150den,den,FreeRo00,rec_long,19,,,,,
player,201909150den,den,FreeRo00,fumbles,0,,,,,
player,201909150den,den,FreeRo00,fumbles_lost,0,,,,,
player,201909150den,den,LindPh00,pass_cmp,0,,,,,
player,201909150den,den,LindPh00,pass_att,0,,,,,
player,201909150den,den,LindPh00,pass_yds,0,,,,,
player,201909150den,den,LindPh00,pass_td,0,,,,,
player,201909150den,den,LindPh00,pass_int,0,,,,,
player,201909150den,den,LindPh00,pass_sacked,0,,,,,
player,201909150den,den,LindPh00,pass_sacked_yds,0,,,,,
player,201909150den,den,LindPh00,pass_long,0,,,,,
player,201909150den,den,LindPh00,pass_rating,,,,,,
player,201909150den,den,LindPh00,rush_att,13,,,,,
player,201909150den,den,LindPh00,rush_yds,36,,,,,
player,201909150den,den,LindPh00,rush_td,0,,,,,
player,201909150den,den,LindPh00,rush_long,9,,,,,
player,201909150den,den,LindPh00,targets,7,,,,,
player,201909150den,den,LindPh00,rec,4,,,,,
player,201909150den,den,LindPh00,rec_yds,30,,,,,
player,201909150den,den,LindPh00,rec_td,0,,,,,
player,201909150den,den,LindPh00,rec_long,19,,,,,
player,201909150den,den,LindPh00,fumbles,0,,,,,
player,201909150den,den,LindPh00,fumbles_lost,0,,,,,
player,201909150den,den,SandEm00,pass_cmp,0,,,,,
player,201909150den,den,SandEm00,pass_att,0,,,,,
player,201909150den,den,SandEm00,pass_yds,0,,,,,
player,201909150den,den,SandEm00,pass_td,0,,,,,
player,201909150den,den,SandEm00,pass_int,0,,,,,
player,201909150den,den,SandEm00,pass_sacked,0,,,,,
player,201909150den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201909150den,den,SandEm00,pass_long,0,,,,,
player,201909150den,den,SandEm00,pass_rating,,,,,,
player,201909150den,den,SandEm00,rush_att,0,,,,,
player,201909150den,den,SandEm00,rush_yds,0,,,,,
player,201909150den,den,SandEm00,rush_td,0,,,,,
player,201909150den,den,SandEm00,rush_long,0,,,,,
player,201909150den,den,SandEm00,targets,13,,,,,
player,201909150den,den,SandEm00,rec,11,,,,,
player,201909150den,den,SandEm00,rec_yds,98,,,,,
player,201909150den,den,SandEm00,rec_td,1,,,,,
player,201909150den,den,SandEm00,rec_long,21,,,,,
player,201909150den,den,SandEm00,fumbles,0,,,,,
player,201909150den,den,SandEm00,fumbles_lost,0,,,,,
player,201909150den,den,SuttCo00,pass_cmp,0,,,,,
player,201909150den,den,SuttCo00,pass_att,0,,,,,
player,201909150den,den,SuttCo00,pass_yds,0,,,,,
player,201909150den,den,SuttCo00,pass_td,0,,,,,
player,201909150den,den,SuttCo00,pass_int,0,,,,,
player,201909150den,den,SuttCo00,pass_sacked,0,,,,,
player,201909150den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201909150den,den,SuttCo00,pass_long,0,,,,,
player,201909150den,den,SuttCo00,pass_rating,,,,,,
player,201909150den,den,SuttCo00,rush_att,0,,,,,
player,201909150den,den,SuttCo00,rush_yds,0,,,,,
player,201909150den,den,SuttCo00,rush_td,0,,,,,
player,201909150den,den,SuttCo00,rush_long,0,,,,,
player,201909150den,den,SuttCo00,targets,7,,,,,
player,201909150den,den,SuttCo00,rec,4,,,,,
player,201909150den,den,SuttCo00,rec_yds,40,,,,,
player,201909150den,den,SuttCo00,rec_td,0,,,,,
player,201909150den,den,SuttCo00,rec_long,16,,,,,
player,201909150den,den,SuttCo00,fumbles,0,,,,,
player,201909150den,den,SuttCo00,fumbles_lost,0,,,,,
player,201909150den,den,FantNo00,pass_cmp,0,,,,,
player,201909150den,den,FantNo00,pass_att,0,,,,,
player,201909150den,den,FantNo00,pass_yds,0,,,,,
player,201909150den,den,FantNo00,pass_td,0,,,,,
player,201909150den,den,FantNo00,pass_int,0,,,,,
player,201909150den,den,FantNo00,pass_sacked,0,,,,,
player,201909150den,den,FantNo00,pass_sacked_yds,0,,,,,
player,201909150den,den,FantNo00,pass_long,0,,,,,
player,201909150den,den,FantNo00,pass_rating,,,,,,
player,201909150den,den,FantNo00,rush_att,0,,,,,
player,201909150den,den,FantNo00,rush_yds,0,,,,,
player,201909150den,den,FantNo00,rush_td,0,,,,,
player,201909150den,den,FantNo00,rush_long,0,,,,,
player,201909150den,den,FantNo00,targets,4,,,,,
player,201909150den,den,FantNo00,rec,4,,,,,
player,201909150den,den,FantNo00,rec_yds,33,,,,,
player,201909150den,den,FantNo00,rec_td,0,,,,,
player,201909150den,den,FantNo00,rec_long,24,,,,,
player,201909150den,den,FantNo00,fumbles,0,,,,,
player,201909150den,den,FantNo00,fumbles_lost,0,,,,,
player,201909150den,den,HeueJe00,pass_cmp,0,,,,,
player,201909150den,den,HeueJe00,pass_att,0,,,,,
player,201909150den,den,HeueJe00,pass_yds,0,,,,,
player,201909150den,den,HeueJe00,pass_td,0,,,,,
player,201909150den,den,HeueJe00,pass_int,0,,,,,
player,201909150den,den,HeueJe00,pass_sacked,0,,,,,
player,201909150den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201909150den,den,HeueJe00,pass_long,0,,,,,
player,201909150den,den,HeueJe00,pass_rating,,,,,,
player,201909150den,den,HeueJe00,rush_att,0,,,,,
player,201909150den,den,HeueJe00,rush_yds,0,,,,,
player,201909150den,den,HeueJe00,rush_td,0,,,,,
player,201909150den,den,HeueJe00,rush_long,0,,,,,
player,201909150den,den,HeueJe00,targets,5,,,,,
player,201909150den,den,HeueJe00,rec,4,,,,,
player,201909150den,den,HeueJe00,rec_yds,21,,,,,
player,201909150den,den,HeueJe00,rec_td,0,,,,,
player,201909150den,den,HeueJe00,rec_long,8,,,,,
player,201909150den,den,HeueJe00,fumbles,0,,,,,
player,201909150den,den,HeueJe00,fumbles_lost,0,,,,,
player,201909150den,den,HamiDa01,pass_cmp,0,,,,,
player,201909150den,den,HamiDa01,pass_att,0,,,,,
player,201909150den,den,HamiDa01,pass_yds,0,,,,,
player,201909150den,den,HamiDa01,pass_td,0,,,,,
player,201909150den,den,HamiDa01,pass_int,0,,,,,
player,201909150den,den,HamiDa01,pass_sacked,0,,,,,
player,201909150den,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201909150den,den,HamiDa01,pass_long,0,,,,,
player,201909150den,den,HamiDa01,pass_rating,,,,,,
player,201909150den,den,HamiDa01,rush_att,0,,,,,
player,201909150den,den,HamiDa01,rush_yds,0,,,,,
player,201909150den,den,HamiDa01,rush_td,0,,,,,
player,201909150den,den,HamiDa01,rush_long,0,,,,,
player,201909150den,den,HamiDa01,targets,6,,,,,
player,201909150den,den,HamiDa01,rec,2,,,,,
player,201909150den,den,HamiDa01,rec_yds,15,,,,,
player,201909150den,den,HamiDa01,rec_td,0,,,,,
player,201909150den,den,HamiDa01,rec_long,9,,,,,
player,201909150den,den,HamiDa01,fumbles,0,,,,,
player,201909150den,den,HamiDa01,fumbles_lost,0,,,,,
player,201909150den,den,FumaTr00,pass_cmp,0,,,,,
player,201909150den,den,FumaTr00,pass_att,0,,,,,
player,201909150den,den,FumaTr00,pass_yds,0,,,,,
player,201909150den,den,FumaTr00,pass_td,0,,,,,
player,201909150den,den,FumaTr00,pass_int,0,,,,,
player,201909150den,den,FumaTr00,pass_sacked,0,,,,,
player,201909150den,den,FumaTr00,pass_sacked_yds,0,,,,,
player,201909150den,den,FumaTr00,pass_long,0,,,,,
player,201909150den,den,FumaTr00,pass_rating,,,,,,
player,201909150den,den,FumaTr00,rush_att,0,,,,,
player,201909150den,den,FumaTr00,rush_yds,0,,,,,
player,201909150den,den,FumaTr00,rush_td,0,,,,,
player,201909150den,den,FumaTr00,rush_long,0,,,,,
player,201909150den,den,FumaTr00,targets,1,,,,,
player,201909150den,den,FumaTr00,rec,1,,,,,
player,201909150den,den,FumaTr00,rec_yds,7,,,,,
player,201909150den,den,FumaTr00,rec_td,0,,,,,
player,201909150den,den,FumaTr00,rec_long,7,,,,,
player,201909150den,den,FumaTr00,fumbles,0,,,,,
player,201909150den,den,FumaTr00,fumbles_lost,0,,,,,
player,201909150den,chi,FullKy00,def_int,1,,,,,
player,201909150den,chi,FullKy00,def_int_yds,8,,,,,
player,201909150den,chi,FullKy00,def_int_td,0,,,,,
player,201909150den,chi,FullKy00,def_int_long,8,,,,,
player,201909150den,chi,FullKy00,pass_defended,1,,,,,
player,201909150den,chi,FullKy00,sacks,0.0,,,,,
player,201909150den,chi,FullKy00,tackles_combined,6,,,,,
player,201909150den,chi,FullKy00,tackles_solo,5,,,,,
player,201909150den,chi,FullKy00,tackles_assists,1,,,,,
player,201909150den,chi,FullKy00,tackles_loss,0,,,,,
player,201909150den,chi,FullKy00,qb_hits,0,,,,,
player,201909150den,chi,FullKy00,fumbles_rec,0,,,,,
player,201909150den,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201909150den,chi,FullKy00,fumbles_forced,0,,,,,
player,201909150den,chi,WillNi01,def_int,0,,,,,
player,201909150den,chi,WillNi01,def_int_yds,0,,,,,
player,201909150den,chi,WillNi01,def_int_td,0,,,,,
player,201909150den,chi,WillNi01,def_int_long,0,,,,,
player,201909150den,chi,WillNi01,pass_defended,0,,,,,
player,201909150den,chi,WillNi01,sacks,1.0,,,,,
player,201909150den,chi,WillNi01,tackles_combined,2,,,,,
player,201909150den,chi,WillNi01,tackles_solo,2,,,,,
player,201909150den,chi,WillNi01,tackles_assists,0,,,,,
player,201909150den,chi,WillNi01,tackles_loss,1,,,,,
player,201909150den,chi,WillNi01,qb_hits,1,,,,,
player,201909150den,chi,WillNi01,fumbles_rec,0,,,,,
player,201909150den,chi,WillNi01,fumbles_rec_yds,0,,,,,
player,201909150den,chi,WillNi01,fumbles_rec_td,0,,,,,
player,201909150den,chi,WillNi01,fumbles_forced,0,,,,,
player,201909150den,chi,MackKh00,def_int,0,,,,,
player,201909150den,chi,MackKh00,def_int_yds,0,,,,,
player,201909150den,chi,MackKh00,def_int_td,0,,,,,
player,201909150den,chi,MackKh00,def_int_long,0,,,,,
player,201909150den,chi,MackKh00,pass_defended,1,,,,,
player,201909150den,chi,MackKh00,sacks,1.0,,,,,
player,201909150den,chi,MackKh00,tackles_combined,1,,,,,
player,201909150den,chi,MackKh00,tackles_solo,1,,,,,
player,201909150den,chi,MackKh00,tackles_assists,0,,,,,
player,201909150den,chi,MackKh00,tackles_loss,1,,,,,
player,201909150den,chi,MackKh00,qb_hits,1,,,,,
player,201909150den,chi,MackKh00,fumbles_rec,0,,,,,
player,201909150den,chi,MackKh00,fumbles_rec_yds,0,,,,,
player,201909150den,chi,MackKh00,fumbles_rec_td,0,,,,,
player,201909150den,chi,MackKh00,fumbles_forced,0,,,,,
player,201909150den,chi,SmitRo07,def_int,0,,,,,
player,201909150den,chi,SmitRo07,def_int_yds,0,,,,,
player,201909150den,chi,SmitRo07,def_int_td,0,,,,,
player,201909150den,chi,SmitRo07,def_int_long,0,,,,,
player,201909150den,chi,SmitRo07,pass_defended,0,,,,,
player,201909150den,chi,SmitRo07,sacks,0.0,,,,,
player,201909150den,chi,SmitRo07,tackles_combined,13,,,,,
player,201909150den,chi,SmitRo07,tackles_solo,9,,,,,
player,201909150den,chi,SmitRo07,tackles_assists,4,,,,,
player,201909150den,chi,SmitRo07,tackles_loss,0,,,,,
player,201909150den,chi,SmitRo07,qb_hits,0,,,,,
