game,2019,14,20191208,201912080ram,sea,"Seattle Seahawks",12,ram,"Los Angeles Rams",28
player,201912080ram,sea,ProsC.00,rush_long,2,,,,,
player,201912080ram,sea,ProsC.00,targets,0,,,,,
player,201912080ram,sea,ProsC.00,rec,0,,,,,
player,201912080ram,sea,ProsC.00,rec_yds,0,,,,,
player,201912080ram,sea,ProsC.00,rec_td,0,,,,,
player,201912080ram,sea,ProsC.00,rec_long,0,,,,,
player,201912080ram,sea,ProsC.00,fumbles,0,,,,,
player,201912080ram,sea,ProsC.00,fumbles_lost,0,,,,,
player,201912080ram,sea,MetcDK00,pass_cmp,0,,,,,
player,201912080ram,sea,MetcDK00,pass_att,0,,,,,
player,201912080ram,sea,MetcDK00,pass_yds,0,,,,,
player,201912080ram,sea,MetcDK00,pass_td,0,,,,,
player,201912080ram,sea,MetcDK00,pass_int,0,,,,,
player,201912080ram,sea,MetcDK00,pass_sacked,0,,,,,
player,201912080ram,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201912080ram,sea,MetcDK00,pass_long,0,,,,,
player,201912080ram,sea,MetcDK00,pass_rating,,,,,,
player,201912080ram,sea,MetcDK00,rush_att,0,,,,,
player,201912080ram,sea,MetcDK00,rush_yds,0,,,,,
player,201912080ram,sea,MetcDK00,rush_td,0,,,,,
player,201912080ram,sea,MetcDK00,rush_long,0,,,,,
player,201912080ram,sea,MetcDK00,targets,6,,,,,
player,201912080ram,sea,MetcDK00,rec,6,,,,,
player,201912080ram,sea,MetcDK00,rec_yds,78,,,,,
player,201912080ram,sea,MetcDK00,rec_td,0,,,,,
player,201912080ram,sea,MetcDK00,rec_long,35,,,,,
player,201912080ram,sea,MetcDK00,fumbles,0,,,,,
player,201912080ram,sea,MetcDK00,fumbles_lost,0,,,,,
player,201912080ram,sea,LockTy00,pass_cmp,0,,,,,
player,201912080ram,sea,LockTy00,pass_att,0,,,,,
player,201912080ram,sea,LockTy00,pass_yds,0,,,,,
player,201912080ram,sea,LockTy00,pass_td,0,,,,,
player,201912080ram,sea,LockTy00,pass_int,0,,,,,
player,201912080ram,sea,LockTy00,pass_sacked,0,,,,,
player,201912080ram,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201912080ram,sea,LockTy00,pass_long,0,,,,,
player,201912080ram,sea,LockTy00,pass_rating,,,,,,
player,201912080ram,sea,LockTy00,rush_att,0,,,,,
player,201912080ram,sea,LockTy00,rush_yds,0,,,,,
player,201912080ram,sea,LockTy00,rush_td,0,,,,,
player,201912080ram,sea,LockTy00,rush_long,0,,,,,
player,201912080ram,sea,LockTy00,targets,6,,,,,
player,201912080ram,sea,LockTy00,rec,4,,,,,
player,201912080ram,sea,LockTy00,rec_yds,43,,,,,
player,201912080ram,sea,LockTy00,rec_td,0,,,,,
player,201912080ram,sea,LockTy00,rec_long,19,,,,,
player,201912080ram,sea,LockTy00,fumbles,0,,,,,
player,201912080ram,sea,LockTy00,fumbles_lost,0,,,,,
player,201912080ram,sea,HollJa03,pass_cmp,0,,,,,
player,201912080ram,sea,HollJa03,pass_att,0,,,,,
player,201912080ram,sea,HollJa03,pass_yds,0,,,,,
player,201912080ram,sea,HollJa03,pass_td,0,,,,,
player,201912080ram,sea,HollJa03,pass_int,0,,,,,
player,201912080ram,sea,HollJa03,pass_sacked,0,,,,,
player,201912080ram,sea,HollJa03,pass_sacked_yds,0,,,,,
player,201912080ram,sea,HollJa03,pass_long,0,,,,,
player,201912080ram,sea,HollJa03,pass_rating,,,,,,
player,201912080ram,sea,HollJa03,rush_att,0,,,,,
player,201912080ram,sea,HollJa03,rush_yds,0,,,,,
player,201912080ram,sea,HollJa03,rush_td,0,,,,,
player,201912080ram,sea,HollJa03,rush_long,0,,,,,
player,201912080ram,sea,HollJa03,targets,6,,,,,
player,201912080ram,sea,HollJa03,rec,4,,,,,
player,201912080ram,sea,HollJa03,rec_yds,34,,,,,
player,201912080ram,sea,HollJa03,rec_td,0,,,,,
player,201912080ram,sea,HollJa03,rec_long,19,,,,,
player,201912080ram,sea,HollJa03,fumbles,0,,,,,
player,201912080ram,sea,HollJa03,fumbles_lost,0,,,,,
player,201912080ram,sea,GordJo02,pass_cmp,0,,,,,
player,201912080ram,sea,GordJo02,pass_att,0,,,,,
player,201912080ram,sea,GordJo02,pass_yds,0,,,,,
player,201912080ram,sea,GordJo02,pass_td,0,,,,,
player,201912080ram,sea,GordJo02,pass_int,0,,,,,
player,201912080ram,sea,GordJo02,pass_sacked,0,,,,,
player,201912080ram,sea,GordJo02,pass_sacked_yds,0,,,,,
player,201912080ram,sea,GordJo02,pass_long,0,,,,,
player,201912080ram,sea,GordJo02,pass_rating,,,,,,
player,201912080ram,sea,GordJo02,rush_att,0,,,,,
player,201912080ram,sea,GordJo02,rush_yds,0,,,,,
player,201912080ram,sea,GordJo02,rush_td,0,,,,,
player,201912080ram,sea,GordJo02,rush_long,0,,,,,
player,201912080ram,sea,GordJo02,targets,5,,,,,
player,201912080ram,sea,GordJo02,rec,2,,,,,
player,201912080ram,sea,GordJo02,rec_yds,34,,,,,
player,201912080ram,sea,GordJo02,rec_td,0,,,,,
player,201912080ram,sea,GordJo02,rec_long,23,,,,,
player,201912080ram,sea,GordJo02,fumbles,0,,,,,
player,201912080ram,sea,GordJo02,fumbles_lost,0,,,,,
player,201912080ram,sea,PennRa00,pass_cmp,0,,,,,
player,201912080ram,sea,PennRa00,pass_att,0,,,,,
player,201912080ram,sea,PennRa00,pass_yds,0,,,,,
player,201912080ram,sea,PennRa00,pass_td,0,,,,,
player,201912080ram,sea,PennRa00,pass_int,0,,,,,
player,201912080ram,sea,PennRa00,pass_sacked,0,,,,,
player,201912080ram,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201912080ram,sea,PennRa00,pass_long,0,,,,,
player,201912080ram,sea,PennRa00,pass_rating,,,,,,
player,201912080ram,sea,PennRa00,rush_att,0,,,,,
player,201912080ram,sea,PennRa00,rush_yds,0,,,,,
player,201912080ram,sea,PennRa00,rush_td,0,,,,,
player,201912080ram,sea,PennRa00,rush_long,0,,,,,
player,201912080ram,sea,PennRa00,targets,1,,,,,
player,201912080ram,sea,PennRa00,rec,1,,,,,
player,201912080ram,sea,PennRa00,rec_yds,16,,,,,
player,201912080ram,sea,PennRa00,rec_td,0,,,,,
player,201912080ram,sea,PennRa00,rec_long,16,,,,,
player,201912080ram,sea,PennRa00,fumbles,0,,,,,
player,201912080ram,sea,PennRa00,fumbles_lost,0,,,,,
player,201912080ram,sea,MoorDa03,pass_cmp,0,,,,,
player,201912080ram,sea,MoorDa03,pass_att,0,,,,,
player,201912080ram,sea,MoorDa03,pass_yds,0,,,,,
player,201912080ram,sea,MoorDa03,pass_td,0,,,,,
player,201912080ram,sea,MoorDa03,pass_int,0,,,,,
player,201912080ram,sea,MoorDa03,pass_sacked,0,,,,,
player,201912080ram,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201912080ram,sea,MoorDa03,pass_long,0,,,,,
player,201912080ram,sea,MoorDa03,pass_rating,,,,,,
player,201912080ram,sea,MoorDa03,rush_att,0,,,,,
player,201912080ram,sea,MoorDa03,rush_yds,0,,,,,
player,201912080ram,sea,MoorDa03,rush_td,0,,,,,
player,201912080ram,sea,MoorDa03,rush_long,0,,,,,
player,201912080ram,sea,MoorDa03,targets,2,,,,,
player,201912080ram,sea,MoorDa03,rec,1,,,,,
player,201912080ram,sea,MoorDa03,rec_yds,15,,,,,
player,201912080ram,sea,MoorDa03,rec_td,0,,,,,
player,201912080ram,sea,MoorDa03,rec_long,15,,,,,
player,201912080ram,sea,MoorDa03,fumbles,1,,,,,
player,201912080ram,sea,MoorDa03,fumbles_lost,0,,,,,
player,201912080ram,sea,TurnMa00,pass_cmp,0,,,,,
player,201912080ram,sea,TurnMa00,pass_att,0,,,,,
player,201912080ram,sea,TurnMa00,pass_yds,0,,,,,
player,201912080ram,sea,TurnMa00,pass_td,0,,,,,
player,201912080ram,sea,TurnMa00,pass_int,0,,,,,
player,201912080ram,sea,TurnMa00,pass_sacked,0,,,,,
player,201912080ram,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201912080ram,sea,TurnMa00,pass_long,0,,,,,
player,201912080ram,sea,TurnMa00,pass_rating,,,,,,
player,201912080ram,sea,TurnMa00,rush_att,0,,,,,
player,201912080ram,sea,TurnMa00,rush_yds,0,,,,,
player,201912080ram,sea,TurnMa00,rush_td,0,,,,,
player,201912080ram,sea,TurnMa00,rush_long,0,,,,,
player,201912080ram,sea,TurnMa00,targets,3,,,,,
player,201912080ram,sea,TurnMa00,rec,1,,,,,
player,201912080ram,sea,TurnMa00,rec_yds,10,,,,,
player,201912080ram,sea,TurnMa00,rec_td,0,,,,,
player,201912080ram,sea,TurnMa00,rec_long,10,,,,,
player,201912080ram,sea,TurnMa00,fumbles,0,,,,,
player,201912080ram,sea,TurnMa00,fumbles_lost,0,,,,,
player,201912080ram,ram,GoffJa00,pass_cmp,22,,,,,
player,201912080ram,ram,GoffJa00,pass_att,31,,,,,
player,201912080ram,ram,GoffJa00,pass_yds,293,,,,,
player,201912080ram,ram,GoffJa00,pass_td,2,,,,,
player,201912080ram,ram,GoffJa00,pass_int,2,,,,,
player,201912080ram,ram,GoffJa00,pass_sacked,0,,,,,
player,201912080ram,ram,GoffJa00,pass_sacked_yds,0,,,,,
player,201912080ram,ram,GoffJa00,pass_long,33,,,,,
player,201912080ram,ram,GoffJa00,pass_rating,95.2,,,,,
player,201912080ram,ram,GoffJa00,rush_att,2,,,,,
player,201912080ram,ram,GoffJa00,rush_yds,4,,,,,
player,201912080ram,ram,GoffJa00,rush_td,0,,,,,
player,201912080ram,ram,GoffJa00,rush_long,5,,,,,
player,201912080ram,ram,GoffJa00,targets,0,,,,,
player,201912080ram,ram,GoffJa00,rec,0,,,,,
player,201912080ram,ram,GoffJa00,rec_yds,0,,,,,
player,201912080ram,ram,GoffJa00,rec_td,0,,,,,
player,201912080ram,ram,GoffJa00,rec_long,0,,,,,
player,201912080ram,ram,GoffJa00,fumbles,0,,,,,
player,201912080ram,ram,GoffJa00,fumbles_lost,0,,,,,
player,201912080ram,ram,KuppCo00,pass_cmp,0,,,,,
player,201912080ram,ram,KuppCo00,pass_att,1,,,,,
player,201912080ram,ram,KuppCo00,pass_yds,0,,,,,
player,201912080ram,ram,KuppCo00,pass_td,0,,,,,
player,201912080ram,ram,KuppCo00,pass_int,0,,,,,
player,201912080ram,ram,KuppCo00,pass_sacked,0,,,,,
player,201912080ram,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201912080ram,ram,KuppCo00,pass_long,0,,,,,
player,201912080ram,ram,KuppCo00,pass_rating,39.6,,,,,
player,201912080ram,ram,KuppCo00,rush_att,0,,,,,
player,201912080ram,ram,KuppCo00,rush_yds,0,,,,,
player,201912080ram,ram,KuppCo00,rush_td,0,,,,,
player,201912080ram,ram,KuppCo00,rush_long,0,,,,,
player,201912080ram,ram,KuppCo00,targets,4,,,,,
player,201912080ram,ram,KuppCo00,rec,4,,,,,
player,201912080ram,ram,KuppCo00,rec_yds,45,,,,,
player,201912080ram,ram,KuppCo00,rec_td,1,,,,,
player,201912080ram,ram,KuppCo00,rec_long,21,,,,,
player,201912080ram,ram,KuppCo00,fumbles,0,,,,,
player,201912080ram,ram,KuppCo00,fumbles_lost,0,,,,,
player,201912080ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201912080ram,ram,GurlTo01,pass_att,0,,,,,
player,201912080ram,ram,GurlTo01,pass_yds,0,,,,,
player,201912080ram,ram,GurlTo01,pass_td,0,,,,,
player,201912080ram,ram,GurlTo01,pass_int,0,,,,,
player,201912080ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201912080ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201912080ram,ram,GurlTo01,pass_long,0,,,,,
player,201912080ram,ram,GurlTo01,pass_rating,,,,,,
player,201912080ram,ram,GurlTo01,rush_att,23,,,,,
player,201912080ram,ram,GurlTo01,rush_yds,79,,,,,
player,201912080ram,ram,GurlTo01,rush_td,1,,,,,
player,201912080ram,ram,GurlTo01,rush_long,23,,,,,
player,201912080ram,ram,GurlTo01,targets,4,,,,,
player,201912080ram,ram,GurlTo01,rec,4,,,,,
player,201912080ram,ram,GurlTo01,rec_yds,34,,,,,
player,201912080ram,ram,GurlTo01,rec_td,0,,,,,
player,201912080ram,ram,GurlTo01,rec_long,20,,,,,
player,201912080ram,ram,GurlTo01,fumbles,0,,,,,
player,201912080ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201912080ram,ram,WoodRo02,pass_cmp,0,,,,,
player,201912080ram,ram,WoodRo02,pass_att,0,,,,,
player,201912080ram,ram,WoodRo02,pass_yds,0,,,,,
player,201912080ram,ram,WoodRo02,pass_td,0,,,,,
player,201912080ram,ram,WoodRo02,pass_int,0,,,,,
player,201912080ram,ram,WoodRo02,pass_sacked,0,,,,,
player,201912080ram,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201912080ram,ram,WoodRo02,pass_long,0,,,,,
player,201912080ram,ram,WoodRo02,pass_rating,,,,,,
player,201912080ram,ram,WoodRo02,rush_att,2,,,,,
player,201912080ram,ram,WoodRo02,rush_yds,29,,,,,
player,201912080ram,ram,WoodRo02,rush_td,0,,,,,
player,201912080ram,ram,WoodRo02,rush_long,16,,,,,
player,201912080ram,ram,WoodRo02,targets,9,,,,,
player,201912080ram,ram,WoodRo02,rec,7,,,,,
player,201912080ram,ram,WoodRo02,rec_yds,98,,,,,
player,201912080ram,ram,WoodRo02,rec_td,1,,,,,
player,201912080ram,ram,WoodRo02,rec_long,20,,,,,
player,201912080ram,ram,WoodRo02,fumbles,0,,,,,
player,201912080ram,ram,WoodRo02,fumbles_lost,0,,,,,
player,201912080ram,ram,ReynJo00,pass_cmp,0,,,,,
player,201912080ram,ram,ReynJo00,pass_att,0,,,,,
player,201912080ram,ram,ReynJo00,pass_yds,0,,,,,
player,201912080ram,ram,ReynJo00,pass_td,0,,,,,
player,201912080ram,ram,ReynJo00,pass_int,0,,,,,
player,201912080ram,ram,ReynJo00,pass_sacked,0,,,,,
player,201912080ram,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201912080ram,ram,ReynJo00,pass_long,0,,,,,
player,201912080ram,ram,ReynJo00,pass_rating,,,,,,
player,201912080ram,ram,ReynJo00,rush_att,3,,,,,
player,201912080ram,ram,ReynJo00,rush_yds,29,,,,,
player,201912080ram,ram,ReynJo00,rush_td,0,,,,,
player,201912080ram,ram,ReynJo00,rush_long,12,,,,,
player,201912080ram,ram,ReynJo00,targets,0,,,,,
player,201912080ram,ram,ReynJo00,rec,0,,,,,
player,201912080ram,ram,ReynJo00,rec_yds,0,,,,,
player,201912080ram,ram,ReynJo00,rec_td,0,,,,,
player,201912080ram,ram,ReynJo00,rec_long,0,,,,,
player,201912080ram,ram,ReynJo00,fumbles,0,,,,,
player,201912080ram,ram,ReynJo00,fumbles_lost,0,,,,,
player,201912080ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201912080ram,ram,BrowMa03,pass_att,0,,,,,
player,201912080ram,ram,BrowMa03,pass_yds,0,,,,,
player,201912080ram,ram,BrowMa03,pass_td,0,,,,,
player,201912080ram,ram,BrowMa03,pass_int,0,,,,,
player,201912080ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201912080ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201912080ram,ram,BrowMa03,pass_long,0,,,,,
player,201912080ram,ram,BrowMa03,pass_rating,,,,,,
player,201912080ram,ram,BrowMa03,rush_att,5,,,,,
player,201912080ram,ram,BrowMa03,rush_yds,21,,,,,
player,201912080ram,ram,BrowMa03,rush_td,1,,,,,
player,201912080ram,ram,BrowMa03,rush_long,17,,,,,
player,201912080ram,ram,BrowMa03,targets,0,,,,,
player,201912080ram,ram,BrowMa03,rec,0,,,,,
player,201912080ram,ram,BrowMa03,rec_yds,0,,,,,
player,201912080ram,ram,BrowMa03,rec_td,0,,,,,
player,201912080ram,ram,BrowMa03,rec_long,0,,,,,
player,201912080ram,ram,BrowMa03,fumbles,0,,,,,
player,201912080ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201912080ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201912080ram,ram,HigbTy00,pass_att,0,,,,,
player,201912080ram,ram,HigbTy00,pass_yds,0,,,,,
player,201912080ram,ram,HigbTy00,pass_td,0,,,,,
player,201912080ram,ram,HigbTy00,pass_int,0,,,,,
player,201912080ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201912080ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201912080ram,ram,HigbTy00,pass_long,0,,,,,
player,201912080ram,ram,HigbTy00,pass_rating,,,,,,
player,201912080ram,ram,HigbTy00,rush_att,0,,,,,
player,201912080ram,ram,HigbTy00,rush_yds,0,,,,,
player,201912080ram,ram,HigbTy00,rush_td,0,,,,,
player,201912080ram,ram,HigbTy00,rush_long,0,,,,,
player,201912080ram,ram,HigbTy00,targets,11,,,,,
player,201912080ram,ram,HigbTy00,rec,7,,,,,
player,201912080ram,ram,HigbTy00,rec_yds,116,,,,,
player,201912080ram,ram,HigbTy00,rec_td,0,,,,,
player,201912080ram,ram,HigbTy00,rec_long,33,,,,,
player,201912080ram,ram,HigbTy00,fumbles,0,,,,,
player,201912080ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201912080ram,ram,CookBr00,pass_cmp,0,,,,,
player,201912080ram,ram,CookBr00,pass_att,0,,,,,
player,201912080ram,ram,CookBr00,pass_yds,0,,,,,
player,201912080ram,ram,CookBr00,pass_td,0,,,,,
player,201912080ram,ram,CookBr00,pass_int,0,,,,,
player,201912080ram,ram,CookBr00,pass_sacked,0,,,,,
player,201912080ram,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201912080ram,ram,CookBr00,pass_long,0,,,,,
player,201912080ram,ram,CookBr00,pass_rating,,,,,,
player,201912080ram,ram,CookBr00,rush_att,0,,,,,
player,201912080ram,ram,CookBr00,rush_yds,0,,,,,
player,201912080ram,ram,CookBr00,rush_td,0,,,,,
player,201912080ram,ram,CookBr00,rush_long,0,,,,,
player,201912080ram,ram,CookBr00,targets,2,,,,,
player,201912080ram,ram,CookBr00,rec,0,,,,,
player,201912080ram,ram,CookBr00,rec_yds,0,,,,,
player,201912080ram,ram,CookBr00,rec_td,0,,,,,
player,201912080ram,ram,CookBr00,rec_long,0,,,,,
player,201912080ram,ram,CookBr00,fumbles,0,,,,,
player,201912080ram,ram,CookBr00,fumbles_lost,0,,,,,
player,201912080ram,sea,DiggQu00,def_int,2,,,,,
player,201912080ram,sea,DiggQu00,def_int_yds,55,,,,,
player,201912080ram,sea,DiggQu00,def_int_td,1,,,,,
player,201912080ram,sea,DiggQu00,def_int_long,55,,,,,
player,201912080ram,sea,DiggQu00,pass_defended,2,,,,,
player,201912080ram,sea,DiggQu00,sacks,0.0,,,,,
player,201912080ram,sea,DiggQu00,tackles_combined,5,,,,,
player,201912080ram,sea,DiggQu00,tackles_solo,4,,,,,
player,201912080ram,sea,DiggQu00,tackles_assists,1,,,,,
player,201912080ram,sea,DiggQu00,tackles_loss,0,,,,,
player,201912080ram,sea,DiggQu00,qb_hits,0,,,,,
player,201912080ram,sea,DiggQu00,fumbles_rec,0,,,,,
player,201912080ram,sea,DiggQu00,fumbles_rec_yds,0,,,,,
player,201912080ram,sea,DiggQu00,fumbles_rec_td,0,,,,,
player,201912080ram,sea,DiggQu00,fumbles_forced,0,,,,,
player,201912080ram,sea,WagnBo00,def_int,0,,,,,
player,201912080ram,sea,WagnBo00,def_int_yds,0,,,,,
player,201912080ram,sea,WagnBo00,def_int_td,0,,,,,
player,201912080ram,sea,WagnBo00,def_int_long,0,,,,,
player,201912080ram,sea,WagnBo00,pass_defended,0,,,,,
player,201912080ram,sea,WagnBo00,sacks,0.0,,,,,
player,201912080ram,sea,WagnBo00,tackles_combined,14,,,,,
player,201912080ram,sea,WagnBo00,tackles_solo,11,,,,,
player,201912080ram,sea,WagnBo00,tackles_assists,3,,,,,
player,201912080ram,sea,WagnBo00,tackles_loss,0,,,,,
player,201912080ram,sea,WagnBo00,qb_hits,0,,,,,
player,201912080ram,sea,WagnBo00,fumbles_rec,0,,,,,
player,201912080ram,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201912080ram,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201912080ram,sea,WagnBo00,fumbles_forced,0,,,,,
player,201912080ram,sea,FlowTr01,def_int,0,,,,,
player,201912080ram,sea,FlowTr01,def_int_yds,0,,,,,
player,201912080ram,sea,FlowTr01,def_int_td,0,,,,,
player,201912080ram,sea,FlowTr01,def_int_long,0,,,,,
player,201912080ram,sea,FlowTr01,pass_defended,0,,,,,
player,201912080ram,sea,FlowTr01,sacks,0.0,,,,,
player,201912080ram,sea,FlowTr01,tackles_combined,6,,,,,
player,201912080ram,sea,FlowTr01,tackles_solo,6,,,,,
player,201912080ram,sea,FlowTr01,tackles_assists,0,,,,,
player,201912080ram,sea,FlowTr01,tackles_loss,0,,,,,
player,201912080ram,sea,FlowTr01,qb_hits,0,,,,,
player,201912080ram,sea,FlowTr01,fumbles_rec,0,,,,,
player,201912080ram,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201912080ram,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201912080ram,sea,FlowTr01,fumbles_forced,0,,,,,
player,201912080ram,sea,McDoBr01,def_int,0,,,,,
player,201912080ram,sea,McDoBr01,def_int_yds,0,,,,,
player,201912080ram,sea,McDoBr01,def_int_td,0,,,,,
player,201912080ram,sea,McDoBr01,def_int_long,0,,,,,
player,201912080ram,sea,McDoBr01,pass_defended,0,,,,,
player,201912080ram,sea,McDoBr01,sacks,0.0,,,,,
player,201912080ram,sea,McDoBr01,tackles_combined,6,,,,,
player,201912080ram,sea,McDoBr01,tackles_solo,5,,,,,
player,201912080ram,sea,McDoBr01,tackles_assists,1,,,,,
player,201912080ram,sea,McDoBr01,tackles_loss,1,,,,,
player,201912080ram,sea,McDoBr01,qb_hits,0,,,,,
player,201912080ram,sea,McDoBr01,fumbles_rec,0,,,,,
player,201912080ram,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201912080ram,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201912080ram,sea,McDoBr01,fumbles_forced,0,,,,,
player,201912080ram,sea,ReedJa02,def_int,0,,,,,
player,201912080ram,sea,ReedJa02,def_int_yds,0,,,,,
player,201912080ram,sea,ReedJa02,def_int_td,0,,,,,
player,201912080ram,sea,ReedJa02,def_int_long,0,,,,,
player,201912080ram,sea,ReedJa02,pass_defended,0,,,,,
player,201912080ram,sea,ReedJa02,sacks,0.0,,,,,
player,201912080ram,sea,ReedJa02,tackles_combined,5,,,,,
player,201912080ram,sea,ReedJa02,tackles_solo,4,,,,,
player,201912080ram,sea,ReedJa02,tackles_assists,1,,,,,
player,201912080ram,sea,ReedJa02,tackles_loss,0,,,,,
player,201912080ram,sea,ReedJa02,qb_hits,1,,,,,
