game,2019,12,20191124,201911240cle,mia,"Miami Dolphins",24,cle,"Cleveland Browns",41
player,201911240cle,mia,HurnAl01,pass_sacked_yds,0,,,,,
player,201911240cle,mia,HurnAl01,pass_long,0,,,,,
player,201911240cle,mia,HurnAl01,pass_rating,,,,,,
player,201911240cle,mia,HurnAl01,rush_att,0,,,,,
player,201911240cle,mia,HurnAl01,rush_yds,0,,,,,
player,201911240cle,mia,HurnAl01,rush_td,0,,,,,
player,201911240cle,mia,HurnAl01,rush_long,0,,,,,
player,201911240cle,mia,HurnAl01,targets,7,,,,,
player,201911240cle,mia,HurnAl01,rec,4,,,,,
player,201911240cle,mia,HurnAl01,rec_yds,42,,,,,
player,201911240cle,mia,HurnAl01,rec_td,1,,,,,
player,201911240cle,mia,HurnAl01,rec_long,19,,,,,
player,201911240cle,mia,HurnAl01,fumbles,0,,,,,
player,201911240cle,mia,HurnAl01,fumbles_lost,0,,,,,
player,201911240cle,mia,GesiMi00,pass_cmp,0,,,,,
player,201911240cle,mia,GesiMi00,pass_att,0,,,,,
player,201911240cle,mia,GesiMi00,pass_yds,0,,,,,
player,201911240cle,mia,GesiMi00,pass_td,0,,,,,
player,201911240cle,mia,GesiMi00,pass_int,0,,,,,
player,201911240cle,mia,GesiMi00,pass_sacked,0,,,,,
player,201911240cle,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201911240cle,mia,GesiMi00,pass_long,0,,,,,
player,201911240cle,mia,GesiMi00,pass_rating,,,,,,
player,201911240cle,mia,GesiMi00,rush_att,0,,,,,
player,201911240cle,mia,GesiMi00,rush_yds,0,,,,,
player,201911240cle,mia,GesiMi00,rush_td,0,,,,,
player,201911240cle,mia,GesiMi00,rush_long,0,,,,,
player,201911240cle,mia,GesiMi00,targets,7,,,,,
player,201911240cle,mia,GesiMi00,rec,3,,,,,
player,201911240cle,mia,GesiMi00,rec_yds,28,,,,,
player,201911240cle,mia,GesiMi00,rec_td,1,,,,,
player,201911240cle,mia,GesiMi00,rec_long,11,,,,,
player,201911240cle,mia,GesiMi00,fumbles,0,,,,,
player,201911240cle,mia,GesiMi00,fumbles_lost,0,,,,,
player,201911240cle,mia,SmytDu00,pass_cmp,0,,,,,
player,201911240cle,mia,SmytDu00,pass_att,0,,,,,
player,201911240cle,mia,SmytDu00,pass_yds,0,,,,,
player,201911240cle,mia,SmytDu00,pass_td,0,,,,,
player,201911240cle,mia,SmytDu00,pass_int,0,,,,,
player,201911240cle,mia,SmytDu00,pass_sacked,0,,,,,
player,201911240cle,mia,SmytDu00,pass_sacked_yds,0,,,,,
player,201911240cle,mia,SmytDu00,pass_long,0,,,,,
player,201911240cle,mia,SmytDu00,pass_rating,,,,,,
player,201911240cle,mia,SmytDu00,rush_att,0,,,,,
player,201911240cle,mia,SmytDu00,rush_yds,0,,,,,
player,201911240cle,mia,SmytDu00,rush_td,0,,,,,
player,201911240cle,mia,SmytDu00,rush_long,0,,,,,
player,201911240cle,mia,SmytDu00,targets,2,,,,,
player,201911240cle,mia,SmytDu00,rec,0,,,,,
player,201911240cle,mia,SmytDu00,rec_yds,0,,,,,
player,201911240cle,mia,SmytDu00,rec_td,0,,,,,
player,201911240cle,mia,SmytDu00,rec_long,0,,,,,
player,201911240cle,mia,SmytDu00,fumbles,0,,,,,
player,201911240cle,mia,SmytDu00,fumbles_lost,0,,,,,
player,201911240cle,mia,GranJa00,pass_cmp,0,,,,,
player,201911240cle,mia,GranJa00,pass_att,0,,,,,
player,201911240cle,mia,GranJa00,pass_yds,0,,,,,
player,201911240cle,mia,GranJa00,pass_td,0,,,,,
player,201911240cle,mia,GranJa00,pass_int,0,,,,,
player,201911240cle,mia,GranJa00,pass_sacked,0,,,,,
player,201911240cle,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201911240cle,mia,GranJa00,pass_long,0,,,,,
player,201911240cle,mia,GranJa00,pass_rating,,,,,,
player,201911240cle,mia,GranJa00,rush_att,0,,,,,
player,201911240cle,mia,GranJa00,rush_yds,0,,,,,
player,201911240cle,mia,GranJa00,rush_td,0,,,,,
player,201911240cle,mia,GranJa00,rush_long,0,,,,,
player,201911240cle,mia,GranJa00,targets,1,,,,,
player,201911240cle,mia,GranJa00,rec,0,,,,,
player,201911240cle,mia,GranJa00,rec_yds,0,,,,,
player,201911240cle,mia,GranJa00,rec_td,0,,,,,
player,201911240cle,mia,GranJa00,rec_long,0,,,,,
player,201911240cle,mia,GranJa00,fumbles,0,,,,,
player,201911240cle,mia,GranJa00,fumbles_lost,0,,,,,
player,201911240cle,cle,MayfBa00,pass_cmp,24,,,,,
player,201911240cle,cle,MayfBa00,pass_att,34,,,,,
player,201911240cle,cle,MayfBa00,pass_yds,327,,,,,
player,201911240cle,cle,MayfBa00,pass_td,3,,,,,
player,201911240cle,cle,MayfBa00,pass_int,1,,,,,
player,201911240cle,cle,MayfBa00,pass_sacked,1,,,,,
player,201911240cle,cle,MayfBa00,pass_sacked_yds,7,,,,,
player,201911240cle,cle,MayfBa00,pass_long,37,,,,,
player,201911240cle,cle,MayfBa00,pass_rating,118.1,,,,,
player,201911240cle,cle,MayfBa00,rush_att,2,,,,,
player,201911240cle,cle,MayfBa00,rush_yds,5,,,,,
player,201911240cle,cle,MayfBa00,rush_td,0,,,,,
player,201911240cle,cle,MayfBa00,rush_long,5,,,,,
player,201911240cle,cle,MayfBa00,targets,0,,,,,
player,201911240cle,cle,MayfBa00,rec,0,,,,,
player,201911240cle,cle,MayfBa00,rec_yds,0,,,,,
player,201911240cle,cle,MayfBa00,rec_td,0,,,,,
player,201911240cle,cle,MayfBa00,rec_long,0,,,,,
player,201911240cle,cle,MayfBa00,fumbles,1,,,,,
player,201911240cle,cle,MayfBa00,fumbles_lost,0,,,,,
player,201911240cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201911240cle,cle,ChubNi00,pass_att,0,,,,,
player,201911240cle,cle,ChubNi00,pass_yds,0,,,,,
player,201911240cle,cle,ChubNi00,pass_td,0,,,,,
player,201911240cle,cle,ChubNi00,pass_int,0,,,,,
player,201911240cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201911240cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,ChubNi00,pass_long,0,,,,,
player,201911240cle,cle,ChubNi00,pass_rating,,,,,,
player,201911240cle,cle,ChubNi00,rush_att,21,,,,,
player,201911240cle,cle,ChubNi00,rush_yds,106,,,,,
player,201911240cle,cle,ChubNi00,rush_td,1,,,,,
player,201911240cle,cle,ChubNi00,rush_long,17,,,,,
player,201911240cle,cle,ChubNi00,targets,4,,,,,
player,201911240cle,cle,ChubNi00,rec,3,,,,,
player,201911240cle,cle,ChubNi00,rec_yds,58,,,,,
player,201911240cle,cle,ChubNi00,rec_td,0,,,,,
player,201911240cle,cle,ChubNi00,rec_long,32,,,,,
player,201911240cle,cle,ChubNi00,fumbles,0,,,,,
player,201911240cle,cle,ChubNi00,fumbles_lost,0,,,,,
player,201911240cle,cle,HuntKa00,pass_cmp,0,,,,,
player,201911240cle,cle,HuntKa00,pass_att,0,,,,,
player,201911240cle,cle,HuntKa00,pass_yds,0,,,,,
player,201911240cle,cle,HuntKa00,pass_td,0,,,,,
player,201911240cle,cle,HuntKa00,pass_int,0,,,,,
player,201911240cle,cle,HuntKa00,pass_sacked,0,,,,,
player,201911240cle,cle,HuntKa00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,HuntKa00,pass_long,0,,,,,
player,201911240cle,cle,HuntKa00,pass_rating,,,,,,
player,201911240cle,cle,HuntKa00,rush_att,8,,,,,
player,201911240cle,cle,HuntKa00,rush_yds,37,,,,,
player,201911240cle,cle,HuntKa00,rush_td,1,,,,,
player,201911240cle,cle,HuntKa00,rush_long,9,,,,,
player,201911240cle,cle,HuntKa00,targets,3,,,,,
player,201911240cle,cle,HuntKa00,rec,2,,,,,
player,201911240cle,cle,HuntKa00,rec_yds,9,,,,,
player,201911240cle,cle,HuntKa00,rec_td,0,,,,,
player,201911240cle,cle,HuntKa00,rec_long,6,,,,,
player,201911240cle,cle,HuntKa00,fumbles,1,,,,,
player,201911240cle,cle,HuntKa00,fumbles_lost,0,,,,,
player,201911240cle,cle,LandJa00,pass_cmp,0,,,,,
player,201911240cle,cle,LandJa00,pass_att,0,,,,,
player,201911240cle,cle,LandJa00,pass_yds,0,,,,,
player,201911240cle,cle,LandJa00,pass_td,0,,,,,
player,201911240cle,cle,LandJa00,pass_int,0,,,,,
player,201911240cle,cle,LandJa00,pass_sacked,0,,,,,
player,201911240cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,LandJa00,pass_long,0,,,,,
player,201911240cle,cle,LandJa00,pass_rating,,,,,,
player,201911240cle,cle,LandJa00,rush_att,0,,,,,
player,201911240cle,cle,LandJa00,rush_yds,0,,,,,
player,201911240cle,cle,LandJa00,rush_td,0,,,,,
player,201911240cle,cle,LandJa00,rush_long,0,,,,,
player,201911240cle,cle,LandJa00,targets,13,,,,,
player,201911240cle,cle,LandJa00,rec,10,,,,,
player,201911240cle,cle,LandJa00,rec_yds,148,,,,,
player,201911240cle,cle,LandJa00,rec_td,2,,,,,
player,201911240cle,cle,LandJa00,rec_long,37,,,,,
player,201911240cle,cle,LandJa00,fumbles,0,,,,,
player,201911240cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201911240cle,cle,BeckOd00,pass_cmp,0,,,,,
player,201911240cle,cle,BeckOd00,pass_att,0,,,,,
player,201911240cle,cle,BeckOd00,pass_yds,0,,,,,
player,201911240cle,cle,BeckOd00,pass_td,0,,,,,
player,201911240cle,cle,BeckOd00,pass_int,0,,,,,
player,201911240cle,cle,BeckOd00,pass_sacked,0,,,,,
player,201911240cle,cle,BeckOd00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,BeckOd00,pass_long,0,,,,,
player,201911240cle,cle,BeckOd00,pass_rating,,,,,,
player,201911240cle,cle,BeckOd00,rush_att,0,,,,,
player,201911240cle,cle,BeckOd00,rush_yds,0,,,,,
player,201911240cle,cle,BeckOd00,rush_td,0,,,,,
player,201911240cle,cle,BeckOd00,rush_long,0,,,,,
player,201911240cle,cle,BeckOd00,targets,8,,,,,
player,201911240cle,cle,BeckOd00,rec,6,,,,,
player,201911240cle,cle,BeckOd00,rec_yds,84,,,,,
player,201911240cle,cle,BeckOd00,rec_td,1,,,,,
player,201911240cle,cle,BeckOd00,rec_long,35,,,,,
player,201911240cle,cle,BeckOd00,fumbles,0,,,,,
player,201911240cle,cle,BeckOd00,fumbles_lost,0,,,,,
player,201911240cle,cle,HarrDe03,pass_cmp,0,,,,,
player,201911240cle,cle,HarrDe03,pass_att,0,,,,,
player,201911240cle,cle,HarrDe03,pass_yds,0,,,,,
player,201911240cle,cle,HarrDe03,pass_td,0,,,,,
player,201911240cle,cle,HarrDe03,pass_int,0,,,,,
player,201911240cle,cle,HarrDe03,pass_sacked,0,,,,,
player,201911240cle,cle,HarrDe03,pass_sacked_yds,0,,,,,
player,201911240cle,cle,HarrDe03,pass_long,0,,,,,
player,201911240cle,cle,HarrDe03,pass_rating,,,,,,
player,201911240cle,cle,HarrDe03,rush_att,0,,,,,
player,201911240cle,cle,HarrDe03,rush_yds,0,,,,,
player,201911240cle,cle,HarrDe03,rush_td,0,,,,,
player,201911240cle,cle,HarrDe03,rush_long,0,,,,,
player,201911240cle,cle,HarrDe03,targets,2,,,,,
player,201911240cle,cle,HarrDe03,rec,2,,,,,
player,201911240cle,cle,HarrDe03,rec_yds,20,,,,,
player,201911240cle,cle,HarrDe03,rec_td,0,,,,,
player,201911240cle,cle,HarrDe03,rec_long,12,,,,,
player,201911240cle,cle,HarrDe03,fumbles,0,,,,,
player,201911240cle,cle,HarrDe03,fumbles_lost,0,,,,,
player,201911240cle,cle,CarlSt00,pass_cmp,0,,,,,
player,201911240cle,cle,CarlSt00,pass_att,0,,,,,
player,201911240cle,cle,CarlSt00,pass_yds,0,,,,,
player,201911240cle,cle,CarlSt00,pass_td,0,,,,,
player,201911240cle,cle,CarlSt00,pass_int,0,,,,,
player,201911240cle,cle,CarlSt00,pass_sacked,0,,,,,
player,201911240cle,cle,CarlSt00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,CarlSt00,pass_long,0,,,,,
player,201911240cle,cle,CarlSt00,pass_rating,,,,,,
player,201911240cle,cle,CarlSt00,rush_att,0,,,,,
player,201911240cle,cle,CarlSt00,rush_yds,0,,,,,
player,201911240cle,cle,CarlSt00,rush_td,0,,,,,
player,201911240cle,cle,CarlSt00,rush_long,0,,,,,
player,201911240cle,cle,CarlSt00,targets,1,,,,,
player,201911240cle,cle,CarlSt00,rec,1,,,,,
player,201911240cle,cle,CarlSt00,rec_yds,8,,,,,
player,201911240cle,cle,CarlSt00,rec_td,0,,,,,
player,201911240cle,cle,CarlSt00,rec_long,8,,,,,
player,201911240cle,cle,CarlSt00,fumbles,0,,,,,
player,201911240cle,cle,CarlSt00,fumbles_lost,0,,,,,
player,201911240cle,cle,HodgKh00,pass_cmp,0,,,,,
player,201911240cle,cle,HodgKh00,pass_att,0,,,,,
player,201911240cle,cle,HodgKh00,pass_yds,0,,,,,
player,201911240cle,cle,HodgKh00,pass_td,0,,,,,
player,201911240cle,cle,HodgKh00,pass_int,0,,,,,
player,201911240cle,cle,HodgKh00,pass_sacked,0,,,,,
player,201911240cle,cle,HodgKh00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,HodgKh00,pass_long,0,,,,,
player,201911240cle,cle,HodgKh00,pass_rating,,,,,,
player,201911240cle,cle,HodgKh00,rush_att,0,,,,,
player,201911240cle,cle,HodgKh00,rush_yds,0,,,,,
player,201911240cle,cle,HodgKh00,rush_td,0,,,,,
player,201911240cle,cle,HodgKh00,rush_long,0,,,,,
player,201911240cle,cle,HodgKh00,targets,1,,,,,
player,201911240cle,cle,HodgKh00,rec,0,,,,,
player,201911240cle,cle,HodgKh00,rec_yds,0,,,,,
player,201911240cle,cle,HodgKh00,rec_td,0,,,,,
player,201911240cle,cle,HodgKh00,rec_long,0,,,,,
player,201911240cle,cle,HodgKh00,fumbles,0,,,,,
player,201911240cle,cle,HodgKh00,fumbles_lost,0,,,,,
player,201911240cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201911240cle,cle,HiggRa00,pass_att,0,,,,,
player,201911240cle,cle,HiggRa00,pass_yds,0,,,,,
player,201911240cle,cle,HiggRa00,pass_td,0,,,,,
player,201911240cle,cle,HiggRa00,pass_int,0,,,,,
player,201911240cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201911240cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,HiggRa00,pass_long,0,,,,,
player,201911240cle,cle,HiggRa00,pass_rating,,,,,,
player,201911240cle,cle,HiggRa00,rush_att,0,,,,,
player,201911240cle,cle,HiggRa00,rush_yds,0,,,,,
player,201911240cle,cle,HiggRa00,rush_td,0,,,,,
player,201911240cle,cle,HiggRa00,rush_long,0,,,,,
player,201911240cle,cle,HiggRa00,targets,1,,,,,
player,201911240cle,cle,HiggRa00,rec,0,,,,,
player,201911240cle,cle,HiggRa00,rec_yds,0,,,,,
player,201911240cle,cle,HiggRa00,rec_td,0,,,,,
player,201911240cle,cle,HiggRa00,rec_long,0,,,,,
player,201911240cle,cle,HiggRa00,fumbles,0,,,,,
player,201911240cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201911240cle,cle,SealRi00,pass_cmp,0,,,,,
player,201911240cle,cle,SealRi00,pass_att,0,,,,,
player,201911240cle,cle,SealRi00,pass_yds,0,,,,,
player,201911240cle,cle,SealRi00,pass_td,0,,,,,
player,201911240cle,cle,SealRi00,pass_int,0,,,,,
player,201911240cle,cle,SealRi00,pass_sacked,0,,,,,
player,201911240cle,cle,SealRi00,pass_sacked_yds,0,,,,,
player,201911240cle,cle,SealRi00,pass_long,0,,,,,
player,201911240cle,cle,SealRi00,pass_rating,,,,,,
player,201911240cle,cle,SealRi00,rush_att,0,,,,,
player,201911240cle,cle,SealRi00,rush_yds,0,,,,,
player,201911240cle,cle,SealRi00,rush_td,0,,,,,
player,201911240cle,cle,SealRi00,rush_long,0,,,,,
player,201911240cle,cle,SealRi00,targets,1,,,,,
player,201911240cle,cle,SealRi00,rec,0,,,,,
player,201911240cle,cle,SealRi00,rec_yds,0,,,,,
player,201911240cle,cle,SealRi00,rec_td,0,,,,,
player,201911240cle,cle,SealRi00,rec_long,0,,,,,
player,201911240cle,cle,SealRi00,fumbles,0,,,,,
player,201911240cle,cle,SealRi00,fumbles_lost,0,,,,,
player,201911240cle,cle,GilbGa01,pass_cmp,0,,,,,
player,201911240cle,cle,GilbGa01,pass_att,0,,,,,
player,201911240cle,cle,GilbGa01,pass_yds,0,,,,,
player,201911240cle,cle,GilbGa01,pass_td,0,,,,,
player,201911240cle,cle,GilbGa01,pass_int,0,,,,,
player,201911240cle,cle,GilbGa01,pass_sacked,0,,,,,
player,201911240cle,cle,GilbGa01,pass_sacked_yds,0,,,,,
player,201911240cle,cle,GilbGa01,pass_long,0,,,,,
player,201911240cle,cle,GilbGa01,pass_rating,,,,,,
player,201911240cle,cle,GilbGa01,rush_att,1,,,,,
player,201911240cle,cle,GilbGa01,rush_yds,-1,,,,,
player,201911240cle,cle,GilbGa01,rush_td,0,,,,,
player,201911240cle,cle,GilbGa01,rush_long,-1,,,,,
player,201911240cle,cle,GilbGa01,targets,0,,,,,
player,201911240cle,cle,GilbGa01,rec,0,,,,,
player,201911240cle,cle,GilbGa01,rec_yds,0,,,,,
player,201911240cle,cle,GilbGa01,rec_td,0,,,,,
player,201911240cle,cle,GilbGa01,rec_long,0,,,,,
player,201911240cle,cle,GilbGa01,fumbles,0,,,,,
player,201911240cle,cle,GilbGa01,fumbles_lost,0,,,,,
player,201911240cle,mia,LewiRy01,def_int,1,,,,,
player,201911240cle,mia,LewiRy01,def_int_yds,3,,,,,
player,201911240cle,mia,LewiRy01,def_int_td,0,,,,,
player,201911240cle,mia,LewiRy01,def_int_long,3,,,,,
player,201911240cle,mia,LewiRy01,pass_defended,3,,,,,
player,201911240cle,mia,LewiRy01,sacks,0.0,,,,,
player,201911240cle,mia,LewiRy01,tackles_combined,4,,,,,
player,201911240cle,mia,LewiRy01,tackles_solo,4,,,,,
player,201911240cle,mia,LewiRy01,tackles_assists,0,,,,,
player,201911240cle,mia,LewiRy01,tackles_loss,0,,,,,
player,201911240cle,mia,LewiRy01,qb_hits,0,,,,,
player,201911240cle,mia,LewiRy01,fumbles_rec,0,,,,,
player,201911240cle,mia,LewiRy01,fumbles_rec_yds,0,,,,,
