game,2019,16,20191222,201912220clt,car,"Carolina Panthers",6,clt,"Indianapolis Colts",38
player,201912220clt,car,BonnRe00,rush_yds,12,,,,,
player,201912220clt,car,BonnRe00,rush_td,0,,,,,
player,201912220clt,car,BonnRe00,rush_long,7,,,,,
player,201912220clt,car,BonnRe00,targets,0,,,,,
player,201912220clt,car,BonnRe00,rec,0,,,,,
player,201912220clt,car,BonnRe00,rec_yds,0,,,,,
player,201912220clt,car,BonnRe00,rec_td,0,,,,,
player,201912220clt,car,BonnRe00,rec_long,0,,,,,
player,201912220clt,car,BonnRe00,fumbles,0,,,,,
player,201912220clt,car,BonnRe00,fumbles_lost,0,,,,,
player,201912220clt,car,SamuCu00,pass_cmp,0,,,,,
player,201912220clt,car,SamuCu00,pass_att,0,,,,,
player,201912220clt,car,SamuCu00,pass_yds,0,,,,,
player,201912220clt,car,SamuCu00,pass_td,0,,,,,
player,201912220clt,car,SamuCu00,pass_int,0,,,,,
player,201912220clt,car,SamuCu00,pass_sacked,0,,,,,
player,201912220clt,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201912220clt,car,SamuCu00,pass_long,0,,,,,
player,201912220clt,car,SamuCu00,pass_rating,,,,,,
player,201912220clt,car,SamuCu00,rush_att,2,,,,,
player,201912220clt,car,SamuCu00,rush_yds,4,,,,,
player,201912220clt,car,SamuCu00,rush_td,0,,,,,
player,201912220clt,car,SamuCu00,rush_long,3,,,,,
player,201912220clt,car,SamuCu00,targets,5,,,,,
player,201912220clt,car,SamuCu00,rec,2,,,,,
player,201912220clt,car,SamuCu00,rec_yds,17,,,,,
player,201912220clt,car,SamuCu00,rec_td,0,,,,,
player,201912220clt,car,SamuCu00,rec_long,12,,,,,
player,201912220clt,car,SamuCu00,fumbles,0,,,,,
player,201912220clt,car,SamuCu00,fumbles_lost,0,,,,,
player,201912220clt,car,OlseGr00,pass_cmp,0,,,,,
player,201912220clt,car,OlseGr00,pass_att,0,,,,,
player,201912220clt,car,OlseGr00,pass_yds,0,,,,,
player,201912220clt,car,OlseGr00,pass_td,0,,,,,
player,201912220clt,car,OlseGr00,pass_int,0,,,,,
player,201912220clt,car,OlseGr00,pass_sacked,0,,,,,
player,201912220clt,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201912220clt,car,OlseGr00,pass_long,0,,,,,
player,201912220clt,car,OlseGr00,pass_rating,,,,,,
player,201912220clt,car,OlseGr00,rush_att,0,,,,,
player,201912220clt,car,OlseGr00,rush_yds,0,,,,,
player,201912220clt,car,OlseGr00,rush_td,0,,,,,
player,201912220clt,car,OlseGr00,rush_long,0,,,,,
player,201912220clt,car,OlseGr00,targets,5,,,,,
player,201912220clt,car,OlseGr00,rec,2,,,,,
player,201912220clt,car,OlseGr00,rec_yds,33,,,,,
player,201912220clt,car,OlseGr00,rec_td,0,,,,,
player,201912220clt,car,OlseGr00,rec_long,28,,,,,
player,201912220clt,car,OlseGr00,fumbles,0,,,,,
player,201912220clt,car,OlseGr00,fumbles_lost,0,,,,,
player,201912220clt,car,WrigJa02,pass_cmp,0,,,,,
player,201912220clt,car,WrigJa02,pass_att,0,,,,,
player,201912220clt,car,WrigJa02,pass_yds,0,,,,,
player,201912220clt,car,WrigJa02,pass_td,0,,,,,
player,201912220clt,car,WrigJa02,pass_int,0,,,,,
player,201912220clt,car,WrigJa02,pass_sacked,0,,,,,
player,201912220clt,car,WrigJa02,pass_sacked_yds,0,,,,,
player,201912220clt,car,WrigJa02,pass_long,0,,,,,
player,201912220clt,car,WrigJa02,pass_rating,,,,,,
player,201912220clt,car,WrigJa02,rush_att,0,,,,,
player,201912220clt,car,WrigJa02,rush_yds,0,,,,,
player,201912220clt,car,WrigJa02,rush_td,0,,,,,
player,201912220clt,car,WrigJa02,rush_long,0,,,,,
player,201912220clt,car,WrigJa02,targets,5,,,,,
player,201912220clt,car,WrigJa02,rec,1,,,,,
player,201912220clt,car,WrigJa02,rec_yds,19,,,,,
player,201912220clt,car,WrigJa02,rec_td,0,,,,,
player,201912220clt,car,WrigJa02,rec_long,19,,,,,
player,201912220clt,car,WrigJa02,fumbles,0,,,,,
player,201912220clt,car,WrigJa02,fumbles_lost,0,,,,,
player,201912220clt,car,HogaCh00,pass_cmp,0,,,,,
player,201912220clt,car,HogaCh00,pass_att,0,,,,,
player,201912220clt,car,HogaCh00,pass_yds,0,,,,,
player,201912220clt,car,HogaCh00,pass_td,0,,,,,
player,201912220clt,car,HogaCh00,pass_int,0,,,,,
player,201912220clt,car,HogaCh00,pass_sacked,0,,,,,
player,201912220clt,car,HogaCh00,pass_sacked_yds,0,,,,,
player,201912220clt,car,HogaCh00,pass_long,0,,,,,
player,201912220clt,car,HogaCh00,pass_rating,,,,,,
player,201912220clt,car,HogaCh00,rush_att,0,,,,,
player,201912220clt,car,HogaCh00,rush_yds,0,,,,,
player,201912220clt,car,HogaCh00,rush_td,0,,,,,
player,201912220clt,car,HogaCh00,rush_long,0,,,,,
player,201912220clt,car,HogaCh00,targets,3,,,,,
player,201912220clt,car,HogaCh00,rec,2,,,,,
player,201912220clt,car,HogaCh00,rec_yds,16,,,,,
player,201912220clt,car,HogaCh00,rec_td,0,,,,,
player,201912220clt,car,HogaCh00,rec_long,9,,,,,
player,201912220clt,car,HogaCh00,fumbles,0,,,,,
player,201912220clt,car,HogaCh00,fumbles_lost,0,,,,,
player,201912220clt,car,ThomIa00,pass_cmp,0,,,,,
player,201912220clt,car,ThomIa00,pass_att,0,,,,,
player,201912220clt,car,ThomIa00,pass_yds,0,,,,,
player,201912220clt,car,ThomIa00,pass_td,0,,,,,
player,201912220clt,car,ThomIa00,pass_int,0,,,,,
player,201912220clt,car,ThomIa00,pass_sacked,0,,,,,
player,201912220clt,car,ThomIa00,pass_sacked_yds,0,,,,,
player,201912220clt,car,ThomIa00,pass_long,0,,,,,
player,201912220clt,car,ThomIa00,pass_rating,,,,,,
player,201912220clt,car,ThomIa00,rush_att,0,,,,,
player,201912220clt,car,ThomIa00,rush_yds,0,,,,,
player,201912220clt,car,ThomIa00,rush_td,0,,,,,
player,201912220clt,car,ThomIa00,rush_long,0,,,,,
player,201912220clt,car,ThomIa00,targets,3,,,,,
player,201912220clt,car,ThomIa00,rec,3,,,,,
player,201912220clt,car,ThomIa00,rec_yds,16,,,,,
player,201912220clt,car,ThomIa00,rec_td,0,,,,,
player,201912220clt,car,ThomIa00,rec_long,7,,,,,
player,201912220clt,car,ThomIa00,fumbles,0,,,,,
player,201912220clt,car,ThomIa00,fumbles_lost,0,,,,,
player,201912220clt,car,WhitDe01,pass_cmp,0,,,,,
player,201912220clt,car,WhitDe01,pass_att,0,,,,,
player,201912220clt,car,WhitDe01,pass_yds,0,,,,,
player,201912220clt,car,WhitDe01,pass_td,0,,,,,
player,201912220clt,car,WhitDe01,pass_int,0,,,,,
player,201912220clt,car,WhitDe01,pass_sacked,0,,,,,
player,201912220clt,car,WhitDe01,pass_sacked_yds,0,,,,,
player,201912220clt,car,WhitDe01,pass_long,0,,,,,
player,201912220clt,car,WhitDe01,pass_rating,,,,,,
player,201912220clt,car,WhitDe01,rush_att,0,,,,,
player,201912220clt,car,WhitDe01,rush_yds,0,,,,,
player,201912220clt,car,WhitDe01,rush_td,0,,,,,
player,201912220clt,car,WhitDe01,rush_long,0,,,,,
player,201912220clt,car,WhitDe01,targets,3,,,,,
player,201912220clt,car,WhitDe01,rec,1,,,,,
player,201912220clt,car,WhitDe01,rec_yds,12,,,,,
player,201912220clt,car,WhitDe01,rec_td,0,,,,,
player,201912220clt,car,WhitDe01,rec_long,12,,,,,
player,201912220clt,car,WhitDe01,fumbles,0,,,,,
player,201912220clt,car,WhitDe01,fumbles_lost,0,,,,,
player,201912220clt,car,ZylsBr00,pass_cmp,0,,,,,
player,201912220clt,car,ZylsBr00,pass_att,0,,,,,
player,201912220clt,car,ZylsBr00,pass_yds,0,,,,,
player,201912220clt,car,ZylsBr00,pass_td,0,,,,,
player,201912220clt,car,ZylsBr00,pass_int,0,,,,,
player,201912220clt,car,ZylsBr00,pass_sacked,0,,,,,
player,201912220clt,car,ZylsBr00,pass_sacked_yds,0,,,,,
player,201912220clt,car,ZylsBr00,pass_long,0,,,,,
player,201912220clt,car,ZylsBr00,pass_rating,,,,,,
player,201912220clt,car,ZylsBr00,rush_att,0,,,,,
player,201912220clt,car,ZylsBr00,rush_yds,0,,,,,
player,201912220clt,car,ZylsBr00,rush_td,0,,,,,
player,201912220clt,car,ZylsBr00,rush_long,0,,,,,
player,201912220clt,car,ZylsBr00,targets,1,,,,,
player,201912220clt,car,ZylsBr00,rec,1,,,,,
player,201912220clt,car,ZylsBr00,rec_yds,3,,,,,
player,201912220clt,car,ZylsBr00,rec_td,0,,,,,
player,201912220clt,car,ZylsBr00,rec_long,3,,,,,
player,201912220clt,car,ZylsBr00,fumbles,0,,,,,
player,201912220clt,car,ZylsBr00,fumbles_lost,0,,,,,
player,201912220clt,car,MoorD.00,pass_cmp,0,,,,,
player,201912220clt,car,MoorD.00,pass_att,0,,,,,
player,201912220clt,car,MoorD.00,pass_yds,0,,,,,
player,201912220clt,car,MoorD.00,pass_td,0,,,,,
player,201912220clt,car,MoorD.00,pass_int,0,,,,,
player,201912220clt,car,MoorD.00,pass_sacked,0,,,,,
player,201912220clt,car,MoorD.00,pass_sacked_yds,0,,,,,
player,201912220clt,car,MoorD.00,pass_long,0,,,,,
player,201912220clt,car,MoorD.00,pass_rating,,,,,,
player,201912220clt,car,MoorD.00,rush_att,0,,,,,
player,201912220clt,car,MoorD.00,rush_yds,0,,,,,
player,201912220clt,car,MoorD.00,rush_td,0,,,,,
player,201912220clt,car,MoorD.00,rush_long,0,,,,,
player,201912220clt,car,MoorD.00,targets,2,,,,,
player,201912220clt,car,MoorD.00,rec,1,,,,,
player,201912220clt,car,MoorD.00,rec_yds,1,,,,,
player,201912220clt,car,MoorD.00,rec_td,0,,,,,
player,201912220clt,car,MoorD.00,rec_long,1,,,,,
player,201912220clt,car,MoorD.00,fumbles,0,,,,,
player,201912220clt,car,MoorD.00,fumbles_lost,0,,,,,
player,201912220clt,clt,BrisJa00,pass_cmp,14,,,,,
player,201912220clt,clt,BrisJa00,pass_att,27,,,,,
player,201912220clt,clt,BrisJa00,pass_yds,119,,,,,
player,201912220clt,clt,BrisJa00,pass_td,0,,,,,
player,201912220clt,clt,BrisJa00,pass_int,0,,,,,
player,201912220clt,clt,BrisJa00,pass_sacked,3,,,,,
player,201912220clt,clt,BrisJa00,pass_sacked_yds,13,,,,,
player,201912220clt,clt,BrisJa00,pass_long,21,,,,,
player,201912220clt,clt,BrisJa00,pass_rating,63.7,,,,,
player,201912220clt,clt,BrisJa00,rush_att,3,,,,,
player,201912220clt,clt,BrisJa00,rush_yds,37,,,,,
player,201912220clt,clt,BrisJa00,rush_td,1,,,,,
player,201912220clt,clt,BrisJa00,rush_long,24,,,,,
player,201912220clt,clt,BrisJa00,targets,1,,,,,
player,201912220clt,clt,BrisJa00,rec,1,,,,,
player,201912220clt,clt,BrisJa00,rec_yds,2,,,,,
player,201912220clt,clt,BrisJa00,rec_td,0,,,,,
player,201912220clt,clt,BrisJa00,rec_long,2,,,,,
player,201912220clt,clt,BrisJa00,fumbles,0,,,,,
player,201912220clt,clt,BrisJa00,fumbles_lost,0,,,,,
player,201912220clt,clt,MackMa00,pass_cmp,0,,,,,
player,201912220clt,clt,MackMa00,pass_att,0,,,,,
player,201912220clt,clt,MackMa00,pass_yds,0,,,,,
player,201912220clt,clt,MackMa00,pass_td,0,,,,,
player,201912220clt,clt,MackMa00,pass_int,0,,,,,
player,201912220clt,clt,MackMa00,pass_sacked,0,,,,,
player,201912220clt,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,MackMa00,pass_long,0,,,,,
player,201912220clt,clt,MackMa00,pass_rating,,,,,,
player,201912220clt,clt,MackMa00,rush_att,16,,,,,
player,201912220clt,clt,MackMa00,rush_yds,95,,,,,
player,201912220clt,clt,MackMa00,rush_td,1,,,,,
player,201912220clt,clt,MackMa00,rush_long,30,,,,,
player,201912220clt,clt,MackMa00,targets,2,,,,,
player,201912220clt,clt,MackMa00,rec,2,,,,,
player,201912220clt,clt,MackMa00,rec_yds,6,,,,,
player,201912220clt,clt,MackMa00,rec_td,0,,,,,
player,201912220clt,clt,MackMa00,rec_long,3,,,,,
player,201912220clt,clt,MackMa00,fumbles,0,,,,,
player,201912220clt,clt,MackMa00,fumbles_lost,0,,,,,
player,201912220clt,clt,WilkJo01,pass_cmp,0,,,,,
player,201912220clt,clt,WilkJo01,pass_att,0,,,,,
player,201912220clt,clt,WilkJo01,pass_yds,0,,,,,
player,201912220clt,clt,WilkJo01,pass_td,0,,,,,
player,201912220clt,clt,WilkJo01,pass_int,0,,,,,
player,201912220clt,clt,WilkJo01,pass_sacked,0,,,,,
player,201912220clt,clt,WilkJo01,pass_sacked_yds,0,,,,,
player,201912220clt,clt,WilkJo01,pass_long,0,,,,,
player,201912220clt,clt,WilkJo01,pass_rating,,,,,,
player,201912220clt,clt,WilkJo01,rush_att,9,,,,,
player,201912220clt,clt,WilkJo01,rush_yds,84,,,,,
player,201912220clt,clt,WilkJo01,rush_td,1,,,,,
player,201912220clt,clt,WilkJo01,rush_long,38,,,,,
player,201912220clt,clt,WilkJo01,targets,0,,,,,
player,201912220clt,clt,WilkJo01,rec,0,,,,,
player,201912220clt,clt,WilkJo01,rec_yds,0,,,,,
player,201912220clt,clt,WilkJo01,rec_td,0,,,,,
player,201912220clt,clt,WilkJo01,rec_long,0,,,,,
player,201912220clt,clt,WilkJo01,fumbles,0,,,,,
player,201912220clt,clt,WilkJo01,fumbles_lost,0,,,,,
player,201912220clt,clt,HineNy00,pass_cmp,0,,,,,
player,201912220clt,clt,HineNy00,pass_att,0,,,,,
player,201912220clt,clt,HineNy00,pass_yds,0,,,,,
player,201912220clt,clt,HineNy00,pass_td,0,,,,,
player,201912220clt,clt,HineNy00,pass_int,0,,,,,
player,201912220clt,clt,HineNy00,pass_sacked,0,,,,,
player,201912220clt,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,HineNy00,pass_long,0,,,,,
player,201912220clt,clt,HineNy00,pass_rating,,,,,,
player,201912220clt,clt,HineNy00,rush_att,1,,,,,
player,201912220clt,clt,HineNy00,rush_yds,4,,,,,
player,201912220clt,clt,HineNy00,rush_td,0,,,,,
player,201912220clt,clt,HineNy00,rush_long,4,,,,,
player,201912220clt,clt,HineNy00,targets,1,,,,,
player,201912220clt,clt,HineNy00,rec,1,,,,,
player,201912220clt,clt,HineNy00,rec_yds,2,,,,,
player,201912220clt,clt,HineNy00,rec_td,0,,,,,
player,201912220clt,clt,HineNy00,rec_long,2,,,,,
player,201912220clt,clt,HineNy00,fumbles,0,,,,,
player,201912220clt,clt,HineNy00,fumbles_lost,0,,,,,
player,201912220clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201912220clt,clt,HiltT.00,pass_att,0,,,,,
player,201912220clt,clt,HiltT.00,pass_yds,0,,,,,
player,201912220clt,clt,HiltT.00,pass_td,0,,,,,
player,201912220clt,clt,HiltT.00,pass_int,0,,,,,
player,201912220clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201912220clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,HiltT.00,pass_long,0,,,,,
player,201912220clt,clt,HiltT.00,pass_rating,,,,,,
player,201912220clt,clt,HiltT.00,rush_att,0,,,,,
player,201912220clt,clt,HiltT.00,rush_yds,0,,,,,
player,201912220clt,clt,HiltT.00,rush_td,0,,,,,
player,201912220clt,clt,HiltT.00,rush_long,0,,,,,
player,201912220clt,clt,HiltT.00,targets,4,,,,,
player,201912220clt,clt,HiltT.00,rec,3,,,,,
player,201912220clt,clt,HiltT.00,rec_yds,26,,,,,
player,201912220clt,clt,HiltT.00,rec_td,0,,,,,
player,201912220clt,clt,HiltT.00,rec_long,11,,,,,
player,201912220clt,clt,HiltT.00,fumbles,0,,,,,
player,201912220clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201912220clt,clt,AlieMo00,pass_cmp,0,,,,,
player,201912220clt,clt,AlieMo00,pass_att,0,,,,,
player,201912220clt,clt,AlieMo00,pass_yds,0,,,,,
player,201912220clt,clt,AlieMo00,pass_td,0,,,,,
player,201912220clt,clt,AlieMo00,pass_int,0,,,,,
player,201912220clt,clt,AlieMo00,pass_sacked,0,,,,,
player,201912220clt,clt,AlieMo00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,AlieMo00,pass_long,0,,,,,
player,201912220clt,clt,AlieMo00,pass_rating,,,,,,
player,201912220clt,clt,AlieMo00,rush_att,0,,,,,
player,201912220clt,clt,AlieMo00,rush_yds,0,,,,,
player,201912220clt,clt,AlieMo00,rush_td,0,,,,,
player,201912220clt,clt,AlieMo00,rush_long,0,,,,,
player,201912220clt,clt,AlieMo00,targets,1,,,,,
player,201912220clt,clt,AlieMo00,rec,1,,,,,
player,201912220clt,clt,AlieMo00,rec_yds,21,,,,,
player,201912220clt,clt,AlieMo00,rec_td,0,,,,,
player,201912220clt,clt,AlieMo00,rec_long,21,,,,,
player,201912220clt,clt,AlieMo00,fumbles,0,,,,,
player,201912220clt,clt,AlieMo00,fumbles_lost,0,,,,,
player,201912220clt,clt,TravRo00,pass_cmp,0,,,,,
player,201912220clt,clt,TravRo00,pass_att,0,,,,,
player,201912220clt,clt,TravRo00,pass_yds,0,,,,,
player,201912220clt,clt,TravRo00,pass_td,0,,,,,
player,201912220clt,clt,TravRo00,pass_int,0,,,,,
player,201912220clt,clt,TravRo00,pass_sacked,0,,,,,
player,201912220clt,clt,TravRo00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,TravRo00,pass_long,0,,,,,
player,201912220clt,clt,TravRo00,pass_rating,,,,,,
player,201912220clt,clt,TravRo00,rush_att,0,,,,,
player,201912220clt,clt,TravRo00,rush_yds,0,,,,,
player,201912220clt,clt,TravRo00,rush_td,0,,,,,
player,201912220clt,clt,TravRo00,rush_long,0,,,,,
player,201912220clt,clt,TravRo00,targets,2,,,,,
player,201912220clt,clt,TravRo00,rec,1,,,,,
player,201912220clt,clt,TravRo00,rec_yds,19,,,,,
player,201912220clt,clt,TravRo00,rec_td,0,,,,,
player,201912220clt,clt,TravRo00,rec_long,19,,,,,
player,201912220clt,clt,TravRo00,fumbles,0,,,,,
player,201912220clt,clt,TravRo00,fumbles_lost,0,,,,,
player,201912220clt,clt,InmaDo00,pass_cmp,0,,,,,
player,201912220clt,clt,InmaDo00,pass_att,0,,,,,
player,201912220clt,clt,InmaDo00,pass_yds,0,,,,,
player,201912220clt,clt,InmaDo00,pass_td,0,,,,,
player,201912220clt,clt,InmaDo00,pass_int,0,,,,,
player,201912220clt,clt,InmaDo00,pass_sacked,0,,,,,
player,201912220clt,clt,InmaDo00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,InmaDo00,pass_long,0,,,,,
player,201912220clt,clt,InmaDo00,pass_rating,,,,,,
player,201912220clt,clt,InmaDo00,rush_att,0,,,,,
player,201912220clt,clt,InmaDo00,rush_yds,0,,,,,
player,201912220clt,clt,InmaDo00,rush_td,0,,,,,
player,201912220clt,clt,InmaDo00,rush_long,0,,,,,
player,201912220clt,clt,InmaDo00,targets,2,,,,,
player,201912220clt,clt,InmaDo00,rec,1,,,,,
player,201912220clt,clt,InmaDo00,rec_yds,18,,,,,
player,201912220clt,clt,InmaDo00,rec_td,0,,,,,
player,201912220clt,clt,InmaDo00,rec_long,18,,,,,
player,201912220clt,clt,InmaDo00,fumbles,0,,,,,
player,201912220clt,clt,InmaDo00,fumbles_lost,0,,,,,
player,201912220clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201912220clt,clt,DoylJa00,pass_att,0,,,,,
player,201912220clt,clt,DoylJa00,pass_yds,0,,,,,
player,201912220clt,clt,DoylJa00,pass_td,0,,,,,
player,201912220clt,clt,DoylJa00,pass_int,0,,,,,
player,201912220clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201912220clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,DoylJa00,pass_long,0,,,,,
player,201912220clt,clt,DoylJa00,pass_rating,,,,,,
player,201912220clt,clt,DoylJa00,rush_att,0,,,,,
player,201912220clt,clt,DoylJa00,rush_yds,0,,,,,
player,201912220clt,clt,DoylJa00,rush_td,0,,,,,
player,201912220clt,clt,DoylJa00,rush_long,0,,,,,
player,201912220clt,clt,DoylJa00,targets,4,,,,,
player,201912220clt,clt,DoylJa00,rec,2,,,,,
player,201912220clt,clt,DoylJa00,rec_yds,17,,,,,
player,201912220clt,clt,DoylJa00,rec_td,0,,,,,
player,201912220clt,clt,DoylJa00,rec_long,11,,,,,
player,201912220clt,clt,DoylJa00,fumbles,0,,,,,
player,201912220clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201912220clt,clt,PascZa00,pass_cmp,0,,,,,
player,201912220clt,clt,PascZa00,pass_att,0,,,,,
player,201912220clt,clt,PascZa00,pass_yds,0,,,,,
player,201912220clt,clt,PascZa00,pass_td,0,,,,,
player,201912220clt,clt,PascZa00,pass_int,0,,,,,
player,201912220clt,clt,PascZa00,pass_sacked,0,,,,,
player,201912220clt,clt,PascZa00,pass_sacked_yds,0,,,,,
player,201912220clt,clt,PascZa00,pass_long,0,,,,,
player,201912220clt,clt,PascZa00,pass_rating,,,,,,
player,201912220clt,clt,PascZa00,rush_att,0,,,,,
player,201912220clt,clt,PascZa00,rush_yds,0,,,,,
player,201912220clt,clt,PascZa00,rush_td,0,,,,,
player,201912220clt,clt,PascZa00,rush_long,0,,,,,
player,201912220clt,clt,PascZa00,targets,3,,,,,
player,201912220clt,clt,PascZa00,rec,1,,,,,
player,201912220clt,clt,PascZa00,rec_yds,6,,,,,
player,201912220clt,clt,PascZa00,rec_td,0,,,,,
player,201912220clt,clt,PascZa00,rec_long,6,,,,,
player,201912220clt,clt,PascZa00,fumbles,0,,,,,
player,201912220clt,clt,PascZa00,fumbles_lost,0,,,,,
player,201912220clt,clt,JohnMa07,pass_cmp,0,,,,,
