game,2019,7,20191020,201910200oti,sdg,"Los Angeles Chargers",20,oti,"Tennessee Titans",23
player,201910200oti,sdg,RivePh00,special_teams,0,,,,,
player,201910200oti,sdg,RivePh00,st_pct,0%,,,,,
player,201910200oti,sdg,WillMi07,pos,WR,,,,,
player,201910200oti,sdg,WillMi07,offense,61,,,,,
player,201910200oti,sdg,WillMi07,off_pct,95%,,,,,
player,201910200oti,sdg,WillMi07,defense,0,,,,,
player,201910200oti,sdg,WillMi07,def_pct,0%,,,,,
player,201910200oti,sdg,WillMi07,special_teams,0,,,,,
player,201910200oti,sdg,WillMi07,st_pct,0%,,,,,
player,201910200oti,sdg,AlleKe00,pos,WR,,,,,
player,201910200oti,sdg,AlleKe00,offense,60,,,,,
player,201910200oti,sdg,AlleKe00,off_pct,94%,,,,,
player,201910200oti,sdg,AlleKe00,defense,0,,,,,
player,201910200oti,sdg,AlleKe00,def_pct,0%,,,,,
player,201910200oti,sdg,AlleKe00,special_teams,0,,,,,
player,201910200oti,sdg,AlleKe00,st_pct,0%,,,,,
player,201910200oti,sdg,HenrHu00,pos,TE,,,,,
player,201910200oti,sdg,HenrHu00,offense,58,,,,,
player,201910200oti,sdg,HenrHu00,off_pct,91%,,,,,
player,201910200oti,sdg,HenrHu00,defense,0,,,,,
player,201910200oti,sdg,HenrHu00,def_pct,0%,,,,,
player,201910200oti,sdg,HenrHu00,special_teams,0,,,,,
player,201910200oti,sdg,HenrHu00,st_pct,0%,,,,,
player,201910200oti,sdg,QuesSc00,pos,C,,,,,
player,201910200oti,sdg,QuesSc00,offense,38,,,,,
player,201910200oti,sdg,QuesSc00,off_pct,59%,,,,,
player,201910200oti,sdg,QuesSc00,defense,0,,,,,
player,201910200oti,sdg,QuesSc00,def_pct,0%,,,,,
player,201910200oti,sdg,QuesSc00,special_teams,11,,,,,
player,201910200oti,sdg,QuesSc00,st_pct,46%,,,,,
player,201910200oti,sdg,EkelAu00,pos,RB,,,,,
player,201910200oti,sdg,EkelAu00,offense,38,,,,,
player,201910200oti,sdg,EkelAu00,off_pct,59%,,,,,
player,201910200oti,sdg,EkelAu00,defense,0,,,,,
player,201910200oti,sdg,EkelAu00,def_pct,0%,,,,,
player,201910200oti,sdg,EkelAu00,special_teams,1,,,,,
player,201910200oti,sdg,EkelAu00,st_pct,4%,,,,,
player,201910200oti,sdg,GordMe00,pos,RB,,,,,
player,201910200oti,sdg,GordMe00,offense,34,,,,,
player,201910200oti,sdg,GordMe00,off_pct,53%,,,,,
player,201910200oti,sdg,GordMe00,defense,0,,,,,
player,201910200oti,sdg,GordMe00,def_pct,0%,,,,,
player,201910200oti,sdg,GordMe00,special_teams,0,,,,,
player,201910200oti,sdg,GordMe00,st_pct,0%,,,,,
player,201910200oti,sdg,DaviGe00,pos,WR,,,,,
player,201910200oti,sdg,DaviGe00,offense,28,,,,,
player,201910200oti,sdg,DaviGe00,off_pct,44%,,,,,
player,201910200oti,sdg,DaviGe00,defense,0,,,,,
player,201910200oti,sdg,DaviGe00,def_pct,0%,,,,,
player,201910200oti,sdg,DaviGe00,special_teams,12,,,,,
player,201910200oti,sdg,DaviGe00,st_pct,50%,,,,,
player,201910200oti,sdg,LampFo00,pos,G,,,,,
player,201910200oti,sdg,LampFo00,offense,26,,,,,
player,201910200oti,sdg,LampFo00,off_pct,41%,,,,,
player,201910200oti,sdg,LampFo00,defense,0,,,,,
player,201910200oti,sdg,LampFo00,def_pct,0%,,,,,
player,201910200oti,sdg,LampFo00,special_teams,0,,,,,
player,201910200oti,sdg,LampFo00,st_pct,0%,,,,,
player,201910200oti,sdg,PattAn00,pos,WR,,,,,
player,201910200oti,sdg,PattAn00,offense,20,,,,,
player,201910200oti,sdg,PattAn00,off_pct,31%,,,,,
player,201910200oti,sdg,PattAn00,defense,0,,,,,
player,201910200oti,sdg,PattAn00,def_pct,0%,,,,,
player,201910200oti,sdg,PattAn00,special_teams,0,,,,,
player,201910200oti,sdg,PattAn00,st_pct,0%,,,,,
player,201910200oti,sdg,GreeVi00,pos,TE,,,,,
player,201910200oti,sdg,GreeVi00,offense,12,,,,,
player,201910200oti,sdg,GreeVi00,off_pct,19%,,,,,
player,201910200oti,sdg,GreeVi00,defense,0,,,,,
player,201910200oti,sdg,GreeVi00,def_pct,0%,,,,,
player,201910200oti,sdg,GreeVi00,special_teams,5,,,,,
player,201910200oti,sdg,GreeVi00,st_pct,21%,,,,,
player,201910200oti,sdg,WattDe00,pos,FB,,,,,
player,201910200oti,sdg,WattDe00,offense,5,,,,,
player,201910200oti,sdg,WattDe00,off_pct,8%,,,,,
player,201910200oti,sdg,WattDe00,defense,0,,,,,
player,201910200oti,sdg,WattDe00,def_pct,0%,,,,,
player,201910200oti,sdg,WattDe00,special_teams,17,,,,,
player,201910200oti,sdg,WattDe00,st_pct,71%,,,,,
player,201910200oti,sdg,KendLa00,pos,TE,,,,,
player,201910200oti,sdg,KendLa00,offense,2,,,,,
player,201910200oti,sdg,KendLa00,off_pct,3%,,,,,
player,201910200oti,sdg,KendLa00,defense,0,,,,,
player,201910200oti,sdg,KendLa00,def_pct,0%,,,,,
player,201910200oti,sdg,KendLa00,special_teams,0,,,,,
player,201910200oti,sdg,KendLa00,st_pct,0%,,,,,
player,201910200oti,sdg,PipkTr00,pos,T,,,,,
player,201910200oti,sdg,PipkTr00,offense,1,,,,,
player,201910200oti,sdg,PipkTr00,off_pct,2%,,,,,
player,201910200oti,sdg,PipkTr00,defense,0,,,,,
player,201910200oti,sdg,PipkTr00,def_pct,0%,,,,,
player,201910200oti,sdg,PipkTr00,special_teams,5,,,,,
player,201910200oti,sdg,PipkTr00,st_pct,21%,,,,,
player,201910200oti,sdg,GroyRy00,pos,G,,,,,
player,201910200oti,sdg,GroyRy00,offense,1,,,,,
player,201910200oti,sdg,GroyRy00,off_pct,2%,,,,,
player,201910200oti,sdg,GroyRy00,defense,0,,,,,
player,201910200oti,sdg,GroyRy00,def_pct,0%,,,,,
player,201910200oti,sdg,GroyRy00,special_teams,0,,,,,
player,201910200oti,sdg,GroyRy00,st_pct,0%,,,,,
player,201910200oti,sdg,DaviMi03,pos,CB,,,,,
player,201910200oti,sdg,DaviMi03,offense,0,,,,,
player,201910200oti,sdg,DaviMi03,off_pct,0%,,,,,
player,201910200oti,sdg,DaviMi03,defense,64,,,,,
player,201910200oti,sdg,DaviMi03,def_pct,100%,,,,,
player,201910200oti,sdg,DaviMi03,special_teams,4,,,,,
player,201910200oti,sdg,DaviMi03,st_pct,17%,,,,,
player,201910200oti,sdg,JenkRa00,pos,FS,,,,,
player,201910200oti,sdg,JenkRa00,offense,0,,,,,
player,201910200oti,sdg,JenkRa00,off_pct,0%,,,,,
player,201910200oti,sdg,JenkRa00,defense,64,,,,,
player,201910200oti,sdg,JenkRa00,def_pct,100%,,,,,
player,201910200oti,sdg,JenkRa00,special_teams,4,,,,,
player,201910200oti,sdg,JenkRa00,st_pct,17%,,,,,
player,201910200oti,sdg,TeamRo00,pos,CB,,,,,
player,201910200oti,sdg,TeamRo00,offense,0,,,,,
player,201910200oti,sdg,TeamRo00,off_pct,0%,,,,,
player,201910200oti,sdg,TeamRo00,defense,64,,,,,
player,201910200oti,sdg,TeamRo00,def_pct,100%,,,,,
player,201910200oti,sdg,TeamRo00,special_teams,2,,,,,
player,201910200oti,sdg,TeamRo00,st_pct,8%,,,,,
player,201910200oti,sdg,HaywCa00,pos,CB,,,,,
player,201910200oti,sdg,HaywCa00,offense,0,,,,,
player,201910200oti,sdg,HaywCa00,off_pct,0%,,,,,
player,201910200oti,sdg,HaywCa00,defense,59,,,,,
player,201910200oti,sdg,HaywCa00,def_pct,92%,,,,,
player,201910200oti,sdg,HaywCa00,special_teams,0,,,,,
player,201910200oti,sdg,HaywCa00,st_pct,0%,,,,,
player,201910200oti,sdg,DaviTh20,pos,LB,,,,,
player,201910200oti,sdg,DaviTh20,offense,0,,,,,
player,201910200oti,sdg,DaviTh20,off_pct,0%,,,,,
player,201910200oti,sdg,DaviTh20,defense,53,,,,,
player,201910200oti,sdg,DaviTh20,def_pct,83%,,,,,
player,201910200oti,sdg,DaviTh20,special_teams,0,,,,,
player,201910200oti,sdg,DaviTh20,st_pct,0%,,,,,
player,201910200oti,sdg,BosaJo00,pos,DE,,,,,
player,201910200oti,sdg,BosaJo00,offense,0,,,,,
player,201910200oti,sdg,BosaJo00,off_pct,0%,,,,,
player,201910200oti,sdg,BosaJo00,defense,51,,,,,
player,201910200oti,sdg,BosaJo00,def_pct,80%,,,,,
player,201910200oti,sdg,BosaJo00,special_teams,0,,,,,
player,201910200oti,sdg,BosaJo00,st_pct,0%,,,,,
player,201910200oti,sdg,SquaDa00,pos,NT,,,,,
player,201910200oti,sdg,SquaDa00,offense,0,,,,,
player,201910200oti,sdg,SquaDa00,off_pct,0%,,,,,
player,201910200oti,sdg,SquaDa00,defense,47,,,,,
player,201910200oti,sdg,SquaDa00,def_pct,73%,,,,,
player,201910200oti,sdg,SquaDa00,special_teams,4,,,,,
player,201910200oti,sdg,SquaDa00,st_pct,17%,,,,,
player,201910200oti,sdg,TillJe00,pos,DT,,,,,
player,201910200oti,sdg,TillJe00,offense,0,,,,,
player,201910200oti,sdg,TillJe00,off_pct,0%,,,,,
player,201910200oti,sdg,TillJe00,defense,45,,,,,
player,201910200oti,sdg,TillJe00,def_pct,70%,,,,,
player,201910200oti,sdg,TillJe00,special_teams,7,,,,,
player,201910200oti,sdg,TillJe00,st_pct,29%,,,,,
player,201910200oti,sdg,PerrDe00,pos,LB,,,,,
player,201910200oti,sdg,PerrDe00,offense,0,,,,,
player,201910200oti,sdg,PerrDe00,off_pct,0%,,,,,
player,201910200oti,sdg,PerrDe00,defense,44,,,,,
player,201910200oti,sdg,PerrDe00,def_pct,69%,,,,,
player,201910200oti,sdg,PerrDe00,special_teams,3,,,,,
player,201910200oti,sdg,PerrDe00,st_pct,12%,,,,,
player,201910200oti,sdg,KingDe01,pos,CB,,,,,
player,201910200oti,sdg,KingDe01,offense,0,,,,,
player,201910200oti,sdg,KingDe01,off_pct,0%,,,,,
player,201910200oti,sdg,KingDe01,defense,42,,,,,
player,201910200oti,sdg,KingDe01,def_pct,66%,,,,,
player,201910200oti,sdg,KingDe01,special_teams,11,,,,,
player,201910200oti,sdg,KingDe01,st_pct,46%,,,,,
player,201910200oti,sdg,NwosUc00,pos,LB,,,,,
player,201910200oti,sdg,NwosUc00,offense,0,,,,,
player,201910200oti,sdg,NwosUc00,off_pct,0%,,,,,
player,201910200oti,sdg,NwosUc00,defense,40,,,,,
player,201910200oti,sdg,NwosUc00,def_pct,62%,,,,,
player,201910200oti,sdg,NwosUc00,special_teams,0,,,,,
player,201910200oti,sdg,NwosUc00,st_pct,0%,,,,,
player,201910200oti,sdg,RochIs00,pos,DE,,,,,
player,201910200oti,sdg,RochIs00,offense,0,,,,,
player,201910200oti,sdg,RochIs00,off_pct,0%,,,,,
player,201910200oti,sdg,RochIs00,defense,33,,,,,
player,201910200oti,sdg,RochIs00,def_pct,52%,,,,,
player,201910200oti,sdg,RochIs00,special_teams,14,,,,,
player,201910200oti,sdg,RochIs00,st_pct,58%,,,,,
player,201910200oti,sdg,WhitKy00,pos,LB,,,,,
player,201910200oti,sdg,WhitKy00,offense,0,,,,,
player,201910200oti,sdg,WhitKy00,off_pct,0%,,,,,
player,201910200oti,sdg,WhitKy00,defense,22,,,,,
player,201910200oti,sdg,WhitKy00,def_pct,34%,,,,,
player,201910200oti,sdg,WhitKy00,special_teams,0,,,,,
player,201910200oti,sdg,WhitKy00,st_pct,0%,,,,,
player,201910200oti,sdg,TranDr00,pos,LB,,,,,
player,201910200oti,sdg,TranDr00,offense,0,,,,,
player,201910200oti,sdg,TranDr00,off_pct,0%,,,,,
player,201910200oti,sdg,TranDr00,defense,21,,,,,
player,201910200oti,sdg,TranDr00,def_pct,33%,,,,,
player,201910200oti,sdg,TranDr00,special_teams,19,,,,,
player,201910200oti,sdg,TranDr00,st_pct,79%,,,,,
player,201910200oti,sdg,BrouCo00,pos,DT,,,,,
player,201910200oti,sdg,BrouCo00,offense,0,,,,,
player,201910200oti,sdg,BrouCo00,off_pct,0%,,,,,
player,201910200oti,sdg,BrouCo00,defense,18,,,,,
player,201910200oti,sdg,BrouCo00,def_pct,28%,,,,,
player,201910200oti,sdg,BrouCo00,special_teams,4,,,,,
player,201910200oti,sdg,BrouCo00,st_pct,17%,,,,,
player,201910200oti,sdg,EgbuEm00,pos,LB,,,,,
player,201910200oti,sdg,EgbuEm00,offense,0,,,,,
player,201910200oti,sdg,EgbuEm00,off_pct,0%,,,,,
player,201910200oti,sdg,EgbuEm00,defense,13,,,,,
player,201910200oti,sdg,EgbuEm00,def_pct,20%,,,,,
player,201910200oti,sdg,EgbuEm00,special_teams,13,,,,,
player,201910200oti,sdg,EgbuEm00,st_pct,54%,,,,,
player,201910200oti,sdg,WatkJa01,pos,SS,,,,,
player,201910200oti,sdg,WatkJa01,offense,0,,,,,
player,201910200oti,sdg,WatkJa01,off_pct,0%,,,,,
player,201910200oti,sdg,WatkJa01,defense,10,,,,,
player,201910200oti,sdg,WatkJa01,def_pct,16%,,,,,
player,201910200oti,sdg,WatkJa01,special_teams,8,,,,,
player,201910200oti,sdg,WatkJa01,st_pct,33%,,,,,
player,201910200oti,sdg,McGiT.00,pos,DT,,,,,
player,201910200oti,sdg,McGiT.00,offense,0,,,,,
player,201910200oti,sdg,McGiT.00,off_pct,0%,,,,,
player,201910200oti,sdg,McGiT.00,defense,9,,,,,
player,201910200oti,sdg,McGiT.00,def_pct,14%,,,,,
player,201910200oti,sdg,McGiT.00,special_teams,1,,,,,
player,201910200oti,sdg,McGiT.00,st_pct,4%,,,,,
player,201910200oti,sdg,FacyBr00,pos,CB,,,,,
player,201910200oti,sdg,FacyBr00,offense,0,,,,,
player,201910200oti,sdg,FacyBr00,off_pct,0%,,,,,
player,201910200oti,sdg,FacyBr00,defense,5,,,,,
player,201910200oti,sdg,FacyBr00,def_pct,8%,,,,,
player,201910200oti,sdg,FacyBr00,special_teams,19,,,,,
player,201910200oti,sdg,FacyBr00,st_pct,79%,,,,,
player,201910200oti,sdg,DzubNi00,pos,LB,,,,,
player,201910200oti,sdg,DzubNi00,offense,0,,,,,
player,201910200oti,sdg,DzubNi00,off_pct,0%,,,,,
player,201910200oti,sdg,DzubNi00,defense,0,,,,,
player,201910200oti,sdg,DzubNi00,def_pct,0%,,,,,
player,201910200oti,sdg,DzubNi00,special_teams,19,,,,,
player,201910200oti,sdg,DzubNi00,st_pct,79%,,,,,
player,201910200oti,sdg,BrowJa05,pos,LB,,,,,
player,201910200oti,sdg,BrowJa05,offense,0,,,,,
player,201910200oti,sdg,BrowJa05,off_pct,0%,,,,,
player,201910200oti,sdg,BrowJa05,defense,0,,,,,
player,201910200oti,sdg,BrowJa05,def_pct,0%,,,,,
player,201910200oti,sdg,BrowJa05,special_teams,15,,,,,
player,201910200oti,sdg,BrowJa05,st_pct,62%,,,,,
player,201910200oti,sdg,PopeTr00,pos,RB,,,,,
player,201910200oti,sdg,PopeTr00,offense,0,,,,,
player,201910200oti,sdg,PopeTr00,off_pct,0%,,,,,
player,201910200oti,sdg,PopeTr00,defense,0,,,,,
player,201910200oti,sdg,PopeTr00,def_pct,0%,,,,,
player,201910200oti,sdg,PopeTr00,special_teams,13,,,,,
player,201910200oti,sdg,PopeTr00,st_pct,54%,,,,,
player,201910200oti,sdg,McLaCh00,pos,K,,,,,
player,201910200oti,sdg,McLaCh00,offense,0,,,,,
player,201910200oti,sdg,McLaCh00,off_pct,0%,,,,,
player,201910200oti,sdg,McLaCh00,defense,0,,,,,
player,201910200oti,sdg,McLaCh00,def_pct,0%,,,,,
player,201910200oti,sdg,McLaCh00,special_teams,10,,,,,
player,201910200oti,sdg,McLaCh00,st_pct,42%,,,,,
player,201910200oti,sdg,MoorJa02,pos,WR,,,,,
player,201910200oti,sdg,MoorJa02,offense,0,,,,,
player,201910200oti,sdg,MoorJa02,off_pct,0%,,,,,
player,201910200oti,sdg,MoorJa02,defense,0,,,,,
player,201910200oti,sdg,MoorJa02,def_pct,0%,,,,,
player,201910200oti,sdg,MoorJa02,special_teams,9,,,,,
player,201910200oti,sdg,MoorJa02,st_pct,38%,,,,,
player,201910200oti,sdg,MazzCo01,pos,LS,,,,,
player,201910200oti,sdg,MazzCo01,offense,0,,,,,
player,201910200oti,sdg,MazzCo01,off_pct,0%,,,,,
player,201910200oti,sdg,MazzCo01,defense,0,,,,,
player,201910200oti,sdg,MazzCo01,def_pct,0%,,,,,
player,201910200oti,sdg,MazzCo01,special_teams,7,,,,,
player,201910200oti,sdg,MazzCo01,st_pct,29%,,,,,
player,201910200oti,sdg,LongTy00,pos,P,,,,,
player,201910200oti,sdg,LongTy00,offense,0,,,,,
player,201910200oti,sdg,LongTy00,off_pct,0%,,,,,
player,201910200oti,sdg,LongTy00,defense,0,,,,,
player,201910200oti,sdg,LongTy00,def_pct,0%,,,,,
player,201910200oti,sdg,LongTy00,special_teams,7,,,,,
player,201910200oti,sdg,LongTy00,st_pct,29%,,,,,
