game,2019,14,20191208,201912080nor,sfo,"San Francisco 49ers",48,nor,"New Orleans Saints",46
player,201912080nor,sfo,MostRa00,rush_td,1,,,,,
player,201912080nor,sfo,MostRa00,rush_long,19,,,,,
player,201912080nor,sfo,MostRa00,targets,2,,,,,
player,201912080nor,sfo,MostRa00,rec,2,,,,,
player,201912080nor,sfo,MostRa00,rec_yds,40,,,,,
player,201912080nor,sfo,MostRa00,rec_td,1,,,,,
player,201912080nor,sfo,MostRa00,rec_long,35,,,,,
player,201912080nor,sfo,MostRa00,fumbles,0,,,,,
player,201912080nor,sfo,MostRa00,fumbles_lost,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_cmp,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_att,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_yds,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_td,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_int,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_sacked,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_long,0,,,,,
player,201912080nor,sfo,BreiMa00,pass_rating,,,,,,
player,201912080nor,sfo,BreiMa00,rush_att,6,,,,,
player,201912080nor,sfo,BreiMa00,rush_yds,54,,,,,
player,201912080nor,sfo,BreiMa00,rush_td,0,,,,,
player,201912080nor,sfo,BreiMa00,rush_long,28,,,,,
player,201912080nor,sfo,BreiMa00,targets,1,,,,,
player,201912080nor,sfo,BreiMa00,rec,1,,,,,
player,201912080nor,sfo,BreiMa00,rec_yds,4,,,,,
player,201912080nor,sfo,BreiMa00,rec_td,0,,,,,
player,201912080nor,sfo,BreiMa00,rec_long,4,,,,,
player,201912080nor,sfo,BreiMa00,fumbles,0,,,,,
player,201912080nor,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_cmp,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_att,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_yds,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_td,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_int,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_sacked,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_long,0,,,,,
player,201912080nor,sfo,SamuDe00,pass_rating,,,,,,
player,201912080nor,sfo,SamuDe00,rush_att,2,,,,,
player,201912080nor,sfo,SamuDe00,rush_yds,33,,,,,
player,201912080nor,sfo,SamuDe00,rush_td,0,,,,,
player,201912080nor,sfo,SamuDe00,rush_long,31,,,,,
player,201912080nor,sfo,SamuDe00,targets,8,,,,,
player,201912080nor,sfo,SamuDe00,rec,5,,,,,
player,201912080nor,sfo,SamuDe00,rec_yds,76,,,,,
player,201912080nor,sfo,SamuDe00,rec_td,0,,,,,
player,201912080nor,sfo,SamuDe00,rec_long,25,,,,,
player,201912080nor,sfo,SamuDe00,fumbles,0,,,,,
player,201912080nor,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_cmp,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_att,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_yds,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_td,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_int,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_sacked,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_long,0,,,,,
player,201912080nor,sfo,ColeTe01,pass_rating,,,,,,
player,201912080nor,sfo,ColeTe01,rush_att,3,,,,,
player,201912080nor,sfo,ColeTe01,rush_yds,6,,,,,
player,201912080nor,sfo,ColeTe01,rush_td,0,,,,,
player,201912080nor,sfo,ColeTe01,rush_long,6,,,,,
player,201912080nor,sfo,ColeTe01,targets,0,,,,,
player,201912080nor,sfo,ColeTe01,rec,0,,,,,
player,201912080nor,sfo,ColeTe01,rec_yds,0,,,,,
player,201912080nor,sfo,ColeTe01,rec_td,0,,,,,
player,201912080nor,sfo,ColeTe01,rec_long,0,,,,,
player,201912080nor,sfo,ColeTe01,fumbles,0,,,,,
player,201912080nor,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201912080nor,sfo,KittGe00,pass_cmp,0,,,,,
player,201912080nor,sfo,KittGe00,pass_att,0,,,,,
player,201912080nor,sfo,KittGe00,pass_yds,0,,,,,
player,201912080nor,sfo,KittGe00,pass_td,0,,,,,
player,201912080nor,sfo,KittGe00,pass_int,0,,,,,
player,201912080nor,sfo,KittGe00,pass_sacked,0,,,,,
player,201912080nor,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,KittGe00,pass_long,0,,,,,
player,201912080nor,sfo,KittGe00,pass_rating,,,,,,
player,201912080nor,sfo,KittGe00,rush_att,0,,,,,
player,201912080nor,sfo,KittGe00,rush_yds,0,,,,,
player,201912080nor,sfo,KittGe00,rush_td,0,,,,,
player,201912080nor,sfo,KittGe00,rush_long,0,,,,,
player,201912080nor,sfo,KittGe00,targets,8,,,,,
player,201912080nor,sfo,KittGe00,rec,6,,,,,
player,201912080nor,sfo,KittGe00,rec_yds,67,,,,,
player,201912080nor,sfo,KittGe00,rec_td,1,,,,,
player,201912080nor,sfo,KittGe00,rec_long,39,,,,,
player,201912080nor,sfo,KittGe00,fumbles,0,,,,,
player,201912080nor,sfo,KittGe00,fumbles_lost,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_cmp,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_att,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_yds,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_td,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_int,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_sacked,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_long,0,,,,,
player,201912080nor,sfo,JuszKy00,pass_rating,,,,,,
player,201912080nor,sfo,JuszKy00,rush_att,0,,,,,
player,201912080nor,sfo,JuszKy00,rush_yds,0,,,,,
player,201912080nor,sfo,JuszKy00,rush_td,0,,,,,
player,201912080nor,sfo,JuszKy00,rush_long,0,,,,,
player,201912080nor,sfo,JuszKy00,targets,3,,,,,
player,201912080nor,sfo,JuszKy00,rec,3,,,,,
player,201912080nor,sfo,JuszKy00,rec_yds,22,,,,,
player,201912080nor,sfo,JuszKy00,rec_td,0,,,,,
player,201912080nor,sfo,JuszKy00,rec_long,15,,,,,
player,201912080nor,sfo,JuszKy00,fumbles,0,,,,,
player,201912080nor,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201912080nor,sfo,BourKe00,pass_cmp,0,,,,,
player,201912080nor,sfo,BourKe00,pass_att,0,,,,,
player,201912080nor,sfo,BourKe00,pass_yds,0,,,,,
player,201912080nor,sfo,BourKe00,pass_td,0,,,,,
player,201912080nor,sfo,BourKe00,pass_int,0,,,,,
player,201912080nor,sfo,BourKe00,pass_sacked,0,,,,,
player,201912080nor,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,BourKe00,pass_long,0,,,,,
player,201912080nor,sfo,BourKe00,pass_rating,,,,,,
player,201912080nor,sfo,BourKe00,rush_att,0,,,,,
player,201912080nor,sfo,BourKe00,rush_yds,0,,,,,
player,201912080nor,sfo,BourKe00,rush_td,0,,,,,
player,201912080nor,sfo,BourKe00,rush_long,0,,,,,
player,201912080nor,sfo,BourKe00,targets,4,,,,,
player,201912080nor,sfo,BourKe00,rec,3,,,,,
player,201912080nor,sfo,BourKe00,rec_yds,18,,,,,
player,201912080nor,sfo,BourKe00,rec_td,2,,,,,
player,201912080nor,sfo,BourKe00,rec_long,6,,,,,
player,201912080nor,sfo,BourKe00,fumbles,0,,,,,
player,201912080nor,sfo,BourKe00,fumbles_lost,0,,,,,
player,201912080nor,sfo,JameRi00,pass_cmp,0,,,,,
player,201912080nor,sfo,JameRi00,pass_att,0,,,,,
player,201912080nor,sfo,JameRi00,pass_yds,0,,,,,
player,201912080nor,sfo,JameRi00,pass_td,0,,,,,
player,201912080nor,sfo,JameRi00,pass_int,0,,,,,
player,201912080nor,sfo,JameRi00,pass_sacked,0,,,,,
player,201912080nor,sfo,JameRi00,pass_sacked_yds,0,,,,,
player,201912080nor,sfo,JameRi00,pass_long,0,,,,,
player,201912080nor,sfo,JameRi00,pass_rating,,,,,,
player,201912080nor,sfo,JameRi00,rush_att,1,,,,,
player,201912080nor,sfo,JameRi00,rush_yds,-1,,,,,
player,201912080nor,sfo,JameRi00,rush_td,0,,,,,
player,201912080nor,sfo,JameRi00,rush_long,-1,,,,,
player,201912080nor,sfo,JameRi00,targets,0,,,,,
player,201912080nor,sfo,JameRi00,rec,0,,,,,
player,201912080nor,sfo,JameRi00,rec_yds,0,,,,,
player,201912080nor,sfo,JameRi00,rec_td,0,,,,,
player,201912080nor,sfo,JameRi00,rec_long,0,,,,,
player,201912080nor,sfo,JameRi00,fumbles,0,,,,,
player,201912080nor,sfo,JameRi00,fumbles_lost,0,,,,,
player,201912080nor,nor,BreeDr00,pass_cmp,29,,,,,
player,201912080nor,nor,BreeDr00,pass_att,40,,,,,
player,201912080nor,nor,BreeDr00,pass_yds,349,,,,,
player,201912080nor,nor,BreeDr00,pass_td,5,,,,,
player,201912080nor,nor,BreeDr00,pass_int,0,,,,,
player,201912080nor,nor,BreeDr00,pass_sacked,0,,,,,
player,201912080nor,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201912080nor,nor,BreeDr00,pass_long,49,,,,,
player,201912080nor,nor,BreeDr00,pass_rating,138.4,,,,,
player,201912080nor,nor,BreeDr00,rush_att,1,,,,,
player,201912080nor,nor,BreeDr00,rush_yds,1,,,,,
player,201912080nor,nor,BreeDr00,rush_td,1,,,,,
player,201912080nor,nor,BreeDr00,rush_long,1,,,,,
player,201912080nor,nor,BreeDr00,targets,0,,,,,
player,201912080nor,nor,BreeDr00,rec,0,,,,,
player,201912080nor,nor,BreeDr00,rec_yds,0,,,,,
player,201912080nor,nor,BreeDr00,rec_td,0,,,,,
player,201912080nor,nor,BreeDr00,rec_long,0,,,,,
player,201912080nor,nor,BreeDr00,fumbles,0,,,,,
player,201912080nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201912080nor,nor,HillTa00,pass_cmp,0,,,,,
player,201912080nor,nor,HillTa00,pass_att,1,,,,,
player,201912080nor,nor,HillTa00,pass_yds,0,,,,,
player,201912080nor,nor,HillTa00,pass_td,0,,,,,
player,201912080nor,nor,HillTa00,pass_int,0,,,,,
player,201912080nor,nor,HillTa00,pass_sacked,0,,,,,
player,201912080nor,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201912080nor,nor,HillTa00,pass_long,0,,,,,
player,201912080nor,nor,HillTa00,pass_rating,39.6,,,,,
player,201912080nor,nor,HillTa00,rush_att,5,,,,,
player,201912080nor,nor,HillTa00,rush_yds,13,,,,,
player,201912080nor,nor,HillTa00,rush_td,0,,,,,
player,201912080nor,nor,HillTa00,rush_long,7,,,,,
player,201912080nor,nor,HillTa00,targets,1,,,,,
player,201912080nor,nor,HillTa00,rec,1,,,,,
player,201912080nor,nor,HillTa00,rec_yds,12,,,,,
player,201912080nor,nor,HillTa00,rec_td,0,,,,,
player,201912080nor,nor,HillTa00,rec_long,12,,,,,
player,201912080nor,nor,HillTa00,fumbles,0,,,,,
player,201912080nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201912080nor,nor,MurrLa00,pass_cmp,0,,,,,
player,201912080nor,nor,MurrLa00,pass_att,0,,,,,
player,201912080nor,nor,MurrLa00,pass_yds,0,,,,,
player,201912080nor,nor,MurrLa00,pass_td,0,,,,,
player,201912080nor,nor,MurrLa00,pass_int,0,,,,,
player,201912080nor,nor,MurrLa00,pass_sacked,0,,,,,
player,201912080nor,nor,MurrLa00,pass_sacked_yds,0,,,,,
player,201912080nor,nor,MurrLa00,pass_long,0,,,,,
player,201912080nor,nor,MurrLa00,pass_rating,,,,,,
player,201912080nor,nor,MurrLa00,rush_att,7,,,,,
player,201912080nor,nor,MurrLa00,rush_yds,69,,,,,
player,201912080nor,nor,MurrLa00,rush_td,0,,,,,
player,201912080nor,nor,MurrLa00,rush_long,18,,,,,
player,201912080nor,nor,MurrLa00,targets,3,,,,,
player,201912080nor,nor,MurrLa00,rec,2,,,,,
player,201912080nor,nor,MurrLa00,rec_yds,25,,,,,
player,201912080nor,nor,MurrLa00,rec_td,0,,,,,
player,201912080nor,nor,MurrLa00,rec_long,30,,,,,
player,201912080nor,nor,MurrLa00,fumbles,0,,,,,
player,201912080nor,nor,MurrLa00,fumbles_lost,0,,,,,
player,201912080nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201912080nor,nor,KamaAl00,pass_att,0,,,,,
player,201912080nor,nor,KamaAl00,pass_yds,0,,,,,
player,201912080nor,nor,KamaAl00,pass_td,0,,,,,
player,201912080nor,nor,KamaAl00,pass_int,0,,,,,
player,201912080nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201912080nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201912080nor,nor,KamaAl00,pass_long,0,,,,,
player,201912080nor,nor,KamaAl00,pass_rating,,,,,,
player,201912080nor,nor,KamaAl00,rush_att,13,,,,,
player,201912080nor,nor,KamaAl00,rush_yds,25,,,,,
player,201912080nor,nor,KamaAl00,rush_td,0,,,,,
player,201912080nor,nor,KamaAl00,rush_long,17,,,,,
player,201912080nor,nor,KamaAl00,targets,6,,,,,
player,201912080nor,nor,KamaAl00,rec,4,,,,,
player,201912080nor,nor,KamaAl00,rec_yds,18,,,,,
player,201912080nor,nor,KamaAl00,rec_td,0,,,,,
player,201912080nor,nor,KamaAl00,rec_long,9,,,,,
player,201912080nor,nor,KamaAl00,fumbles,1,,,,,
player,201912080nor,nor,KamaAl00,fumbles_lost,1,,,,,
player,201912080nor,nor,HarrDe07,pass_cmp,0,,,,,
player,201912080nor,nor,HarrDe07,pass_att,0,,,,,
player,201912080nor,nor,HarrDe07,pass_yds,0,,,,,
player,201912080nor,nor,HarrDe07,pass_td,0,,,,,
player,201912080nor,nor,HarrDe07,pass_int,0,,,,,
player,201912080nor,nor,HarrDe07,pass_sacked,0,,,,,
player,201912080nor,nor,HarrDe07,pass_sacked_yds,0,,,,,
player,201912080nor,nor,HarrDe07,pass_long,0,,,,,
player,201912080nor,nor,HarrDe07,pass_rating,,,,,,
player,201912080nor,nor,HarrDe07,rush_att,1,,,,,
player,201912080nor,nor,HarrDe07,rush_yds,8,,,,,
player,201912080nor,nor,HarrDe07,rush_td,0,,,,,
player,201912080nor,nor,HarrDe07,rush_long,8,,,,,
player,201912080nor,nor,HarrDe07,targets,1,,,,,
player,201912080nor,nor,HarrDe07,rec,1,,,,,
player,201912080nor,nor,HarrDe07,rec_yds,13,,,,,
player,201912080nor,nor,HarrDe07,rec_td,0,,,,,
player,201912080nor,nor,HarrDe07,rec_long,13,,,,,
player,201912080nor,nor,HarrDe07,fumbles,0,,,,,
player,201912080nor,nor,HarrDe07,fumbles_lost,0,,,,,
player,201912080nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201912080nor,nor,ThomMi05,pass_att,0,,,,,
player,201912080nor,nor,ThomMi05,pass_yds,0,,,,,
player,201912080nor,nor,ThomMi05,pass_td,0,,,,,
player,201912080nor,nor,ThomMi05,pass_int,0,,,,,
player,201912080nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201912080nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201912080nor,nor,ThomMi05,pass_long,0,,,,,
player,201912080nor,nor,ThomMi05,pass_rating,,,,,,
player,201912080nor,nor,ThomMi05,rush_att,0,,,,,
player,201912080nor,nor,ThomMi05,rush_yds,0,,,,,
player,201912080nor,nor,ThomMi05,rush_td,0,,,,,
player,201912080nor,nor,ThomMi05,rush_long,0,,,,,
player,201912080nor,nor,ThomMi05,targets,15,,,,,
player,201912080nor,nor,ThomMi05,rec,11,,,,,
player,201912080nor,nor,ThomMi05,rec_yds,134,,,,,
player,201912080nor,nor,ThomMi05,rec_td,1,,,,,
player,201912080nor,nor,ThomMi05,rec_long,49,,,,,
player,201912080nor,nor,ThomMi05,fumbles,1,,,,,
player,201912080nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201912080nor,nor,CookJa02,pass_cmp,0,,,,,
player,201912080nor,nor,CookJa02,pass_att,0,,,,,
player,201912080nor,nor,CookJa02,pass_yds,0,,,,,
player,201912080nor,nor,CookJa02,pass_td,0,,,,,
player,201912080nor,nor,CookJa02,pass_int,0,,,,,
player,201912080nor,nor,CookJa02,pass_sacked,0,,,,,
player,201912080nor,nor,CookJa02,pass_sacked_yds,0,,,,,
player,201912080nor,nor,CookJa02,pass_long,0,,,,,
player,201912080nor,nor,CookJa02,pass_rating,,,,,,
player,201912080nor,nor,CookJa02,rush_att,0,,,,,
player,201912080nor,nor,CookJa02,rush_yds,0,,,,,
player,201912080nor,nor,CookJa02,rush_td,0,,,,,
player,201912080nor,nor,CookJa02,rush_long,0,,,,,
player,201912080nor,nor,CookJa02,targets,2,,,,,
player,201912080nor,nor,CookJa02,rec,2,,,,,
player,201912080nor,nor,CookJa02,rec_yds,64,,,,,
player,201912080nor,nor,CookJa02,rec_td,2,,,,,
player,201912080nor,nor,CookJa02,rec_long,38,,,,,
player,201912080nor,nor,CookJa02,fumbles,0,,,,,
player,201912080nor,nor,CookJa02,fumbles_lost,0,,,,,
player,201912080nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201912080nor,nor,GinnTe00,pass_att,0,,,,,
player,201912080nor,nor,GinnTe00,pass_yds,0,,,,,
player,201912080nor,nor,GinnTe00,pass_td,0,,,,,
player,201912080nor,nor,GinnTe00,pass_int,0,,,,,
player,201912080nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201912080nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201912080nor,nor,GinnTe00,pass_long,0,,,,,
player,201912080nor,nor,GinnTe00,pass_rating,,,,,,
player,201912080nor,nor,GinnTe00,rush_att,0,,,,,
player,201912080nor,nor,GinnTe00,rush_yds,0,,,,,
player,201912080nor,nor,GinnTe00,rush_td,0,,,,,
player,201912080nor,nor,GinnTe00,rush_long,0,,,,,
player,201912080nor,nor,GinnTe00,targets,6,,,,,
player,201912080nor,nor,GinnTe00,rec,4,,,,,
player,201912080nor,nor,GinnTe00,rec_yds,50,,,,,
player,201912080nor,nor,GinnTe00,rec_td,0,,,,,
player,201912080nor,nor,GinnTe00,rec_long,25,,,,,
player,201912080nor,nor,GinnTe00,fumbles,0,,,,,
player,201912080nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201912080nor,nor,SmitTr03,pass_cmp,0,,,,,
player,201912080nor,nor,SmitTr03,pass_att,0,,,,,
player,201912080nor,nor,SmitTr03,pass_yds,0,,,,,
player,201912080nor,nor,SmitTr03,pass_td,0,,,,,
player,201912080nor,nor,SmitTr03,pass_int,0,,,,,
player,201912080nor,nor,SmitTr03,pass_sacked,0,,,,,
player,201912080nor,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201912080nor,nor,SmitTr03,pass_long,0,,,,,
player,201912080nor,nor,SmitTr03,pass_rating,,,,,,
player,201912080nor,nor,SmitTr03,rush_att,0,,,,,
player,201912080nor,nor,SmitTr03,rush_yds,0,,,,,
player,201912080nor,nor,SmitTr03,rush_td,0,,,,,
player,201912080nor,nor,SmitTr03,rush_long,0,,,,,
player,201912080nor,nor,SmitTr03,targets,4,,,,,
player,201912080nor,nor,SmitTr03,rec,2,,,,,
player,201912080nor,nor,SmitTr03,rec_yds,29,,,,,
player,201912080nor,nor,SmitTr03,rec_td,1,,,,,
player,201912080nor,nor,SmitTr03,rec_long,18,,,,,
player,201912080nor,nor,SmitTr03,fumbles,0,,,,,
player,201912080nor,nor,SmitTr03,fumbles_lost,0,,,,,
player,201912080nor,nor,HillJo02,pass_cmp,0,,,,,
player,201912080nor,nor,HillJo02,pass_att,0,,,,,
player,201912080nor,nor,HillJo02,pass_yds,0,,,,,
player,201912080nor,nor,HillJo02,pass_td,0,,,,,
player,201912080nor,nor,HillJo02,pass_int,0,,,,,
player,201912080nor,nor,HillJo02,pass_sacked,0,,,,,
player,201912080nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201912080nor,nor,HillJo02,pass_long,0,,,,,
player,201912080nor,nor,HillJo02,pass_rating,,,,,,
player,201912080nor,nor,HillJo02,rush_att,0,,,,,
player,201912080nor,nor,HillJo02,rush_yds,0,,,,,
player,201912080nor,nor,HillJo02,rush_td,0,,,,,
player,201912080nor,nor,HillJo02,rush_long,0,,,,,
player,201912080nor,nor,HillJo02,targets,3,,,,,
player,201912080nor,nor,HillJo02,rec,2,,,,,
player,201912080nor,nor,HillJo02,rec_yds,4,,,,,
player,201912080nor,nor,HillJo02,rec_td,1,,,,,
player,201912080nor,nor,HillJo02,rec_long,3,,,,,
player,201912080nor,nor,HillJo02,fumbles,0,,,,,
player,201912080nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201912080nor,sfo,GreeDr00,def_int,0,,,,,
player,201912080nor,sfo,GreeDr00,def_int_yds,0,,,,,
player,201912080nor,sfo,GreeDr00,def_int_td,0,,,,,
player,201912080nor,sfo,GreeDr00,def_int_long,0,,,,,
player,201912080nor,sfo,GreeDr00,pass_defended,1,,,,,
player,201912080nor,sfo,GreeDr00,sacks,0.0,,,,,
player,201912080nor,sfo,GreeDr00,tackles_combined,7,,,,,
player,201912080nor,sfo,GreeDr00,tackles_solo,6,,,,,
player,201912080nor,sfo,GreeDr00,tackles_assists,1,,,,,
player,201912080nor,sfo,GreeDr00,tackles_loss,0,,,,,
player,201912080nor,sfo,GreeDr00,qb_hits,0,,,,,
player,201912080nor,sfo,GreeDr00,fumbles_rec,0,,,,,
player,201912080nor,sfo,GreeDr00,fumbles_rec_yds,0,,,,,
player,201912080nor,sfo,GreeDr00,fumbles_rec_td,0,,,,,
player,201912080nor,sfo,GreeDr00,fumbles_forced,0,,,,,
player,201912080nor,sfo,SherRi00,def_int,0,,,,,
player,201912080nor,sfo,SherRi00,def_int_yds,0,,,,,
player,201912080nor,sfo,SherRi00,def_int_td,0,,,,,
player,201912080nor,sfo,SherRi00,def_int_long,0,,,,,
player,201912080nor,sfo,SherRi00,pass_defended,1,,,,,
player,201912080nor,sfo,SherRi00,sacks,0.0,,,,,
player,201912080nor,sfo,SherRi00,tackles_combined,7,,,,,
player,201912080nor,sfo,SherRi00,tackles_solo,7,,,,,
player,201912080nor,sfo,SherRi00,tackles_assists,0,,,,,
player,201912080nor,sfo,SherRi00,tackles_loss,1,,,,,
player,201912080nor,sfo,SherRi00,qb_hits,0,,,,,
player,201912080nor,sfo,SherRi00,fumbles_rec,0,,,,,
