game,2019,10,20191110,201911100gnb,car,"Carolina Panthers",16,gnb,"Green Bay Packers",24
player,201911100gnb,car,ThomSh01,special_teams,5,,,,,
player,201911100gnb,car,ThomSh01,st_pct,22%,,,,,
player,201911100gnb,car,BostTr00,pos,FS,,,,,
player,201911100gnb,car,BostTr00,offense,0,,,,,
player,201911100gnb,car,BostTr00,off_pct,0%,,,,,
player,201911100gnb,car,BostTr00,defense,68,,,,,
player,201911100gnb,car,BostTr00,def_pct,100%,,,,,
player,201911100gnb,car,BostTr00,special_teams,0,,,,,
player,201911100gnb,car,BostTr00,st_pct,0%,,,,,
player,201911100gnb,car,CockRo00,pos,CB,,,,,
player,201911100gnb,car,CockRo00,offense,0,,,,,
player,201911100gnb,car,CockRo00,off_pct,0%,,,,,
player,201911100gnb,car,CockRo00,defense,60,,,,,
player,201911100gnb,car,CockRo00,def_pct,88%,,,,,
player,201911100gnb,car,CockRo00,special_teams,8,,,,,
player,201911100gnb,car,CockRo00,st_pct,35%,,,,,
player,201911100gnb,car,JackDo02,pos,CB,,,,,
player,201911100gnb,car,JackDo02,offense,0,,,,,
player,201911100gnb,car,JackDo02,off_pct,0%,,,,,
player,201911100gnb,car,JackDo02,defense,60,,,,,
player,201911100gnb,car,JackDo02,def_pct,88%,,,,,
player,201911100gnb,car,JackDo02,special_teams,5,,,,,
player,201911100gnb,car,JackDo02,st_pct,22%,,,,,
player,201911100gnb,car,IrviBr00,pos,LB,,,,,
player,201911100gnb,car,IrviBr00,offense,0,,,,,
player,201911100gnb,car,IrviBr00,off_pct,0%,,,,,
player,201911100gnb,car,IrviBr00,defense,57,,,,,
player,201911100gnb,car,IrviBr00,def_pct,84%,,,,,
player,201911100gnb,car,IrviBr00,special_teams,4,,,,,
player,201911100gnb,car,IrviBr00,st_pct,17%,,,,,
player,201911100gnb,car,AddiMa00,pos,LB,,,,,
player,201911100gnb,car,AddiMa00,offense,0,,,,,
player,201911100gnb,car,AddiMa00,off_pct,0%,,,,,
player,201911100gnb,car,AddiMa00,defense,57,,,,,
player,201911100gnb,car,AddiMa00,def_pct,84%,,,,,
player,201911100gnb,car,AddiMa00,special_teams,0,,,,,
player,201911100gnb,car,AddiMa00,st_pct,0%,,,,,
player,201911100gnb,car,McCoGe99,pos,DT,,,,,
player,201911100gnb,car,McCoGe99,offense,0,,,,,
player,201911100gnb,car,McCoGe99,off_pct,0%,,,,,
player,201911100gnb,car,McCoGe99,defense,47,,,,,
player,201911100gnb,car,McCoGe99,def_pct,69%,,,,,
player,201911100gnb,car,McCoGe99,special_teams,4,,,,,
player,201911100gnb,car,McCoGe99,st_pct,17%,,,,,
player,201911100gnb,car,PoexDo00,pos,NT,,,,,
player,201911100gnb,car,PoexDo00,offense,0,,,,,
player,201911100gnb,car,PoexDo00,off_pct,0%,,,,,
player,201911100gnb,car,PoexDo00,defense,45,,,,,
player,201911100gnb,car,PoexDo00,def_pct,66%,,,,,
player,201911100gnb,car,PoexDo00,special_teams,5,,,,,
player,201911100gnb,car,PoexDo00,st_pct,22%,,,,,
player,201911100gnb,car,ElliJa01,pos,CB,,,,,
player,201911100gnb,car,ElliJa01,offense,0,,,,,
player,201911100gnb,car,ElliJa01,off_pct,0%,,,,,
player,201911100gnb,car,ElliJa01,defense,32,,,,,
player,201911100gnb,car,ElliJa01,def_pct,47%,,,,,
player,201911100gnb,car,ElliJa01,special_teams,9,,,,,
player,201911100gnb,car,ElliJa01,st_pct,39%,,,,,
player,201911100gnb,car,ButlVe00,pos,DE,,,,,
player,201911100gnb,car,ButlVe00,offense,0,,,,,
player,201911100gnb,car,ButlVe00,off_pct,0%,,,,,
player,201911100gnb,car,ButlVe00,defense,28,,,,,
player,201911100gnb,car,ButlVe00,def_pct,41%,,,,,
player,201911100gnb,car,ButlVe00,special_teams,4,,,,,
player,201911100gnb,car,ButlVe00,st_pct,17%,,,,,
player,201911100gnb,car,LoveKy00,pos,NT,,,,,
player,201911100gnb,car,LoveKy00,offense,0,,,,,
player,201911100gnb,car,LoveKy00,off_pct,0%,,,,,
player,201911100gnb,car,LoveKy00,defense,24,,,,,
player,201911100gnb,car,LoveKy00,def_pct,35%,,,,,
player,201911100gnb,car,LoveKy00,special_teams,0,,,,,
player,201911100gnb,car,LoveKy00,st_pct,0%,,,,,
player,201911100gnb,car,HortWe00,pos,DE,,,,,
player,201911100gnb,car,HortWe00,offense,0,,,,,
player,201911100gnb,car,HortWe00,off_pct,0%,,,,,
player,201911100gnb,car,HortWe00,defense,19,,,,,
player,201911100gnb,car,HortWe00,def_pct,28%,,,,,
player,201911100gnb,car,HortWe00,special_teams,1,,,,,
player,201911100gnb,car,HortWe00,st_pct,4%,,,,,
player,201911100gnb,car,ObadEf00,pos,DE,,,,,
player,201911100gnb,car,ObadEf00,offense,0,,,,,
player,201911100gnb,car,ObadEf00,off_pct,0%,,,,,
player,201911100gnb,car,ObadEf00,defense,13,,,,,
player,201911100gnb,car,ObadEf00,def_pct,19%,,,,,
player,201911100gnb,car,ObadEf00,special_teams,6,,,,,
player,201911100gnb,car,ObadEf00,st_pct,26%,,,,,
player,201911100gnb,car,LukeCo00,pos,FS,,,,,
player,201911100gnb,car,LukeCo00,offense,0,,,,,
player,201911100gnb,car,LukeCo00,off_pct,0%,,,,,
player,201911100gnb,car,LukeCo00,defense,11,,,,,
player,201911100gnb,car,LukeCo00,def_pct,16%,,,,,
player,201911100gnb,car,LukeCo00,special_teams,13,,,,,
player,201911100gnb,car,LukeCo00,st_pct,57%,,,,,
player,201911100gnb,car,BurnBr00,pos,LB,,,,,
player,201911100gnb,car,BurnBr00,offense,0,,,,,
player,201911100gnb,car,BurnBr00,off_pct,0%,,,,,
player,201911100gnb,car,BurnBr00,defense,11,,,,,
player,201911100gnb,car,BurnBr00,def_pct,16%,,,,,
player,201911100gnb,car,BurnBr00,special_teams,5,,,,,
player,201911100gnb,car,BurnBr00,st_pct,22%,,,,,
player,201911100gnb,car,HaynMa01,pos,LB,,,,,
player,201911100gnb,car,HaynMa01,offense,0,,,,,
player,201911100gnb,car,HaynMa01,off_pct,0%,,,,,
player,201911100gnb,car,HaynMa01,defense,7,,,,,
player,201911100gnb,car,HaynMa01,def_pct,10%,,,,,
player,201911100gnb,car,HaynMa01,special_teams,15,,,,,
player,201911100gnb,car,HaynMa01,st_pct,65%,,,,,
player,201911100gnb,car,JoneCo01,pos,FS,,,,,
player,201911100gnb,car,JoneCo01,offense,0,,,,,
player,201911100gnb,car,JoneCo01,off_pct,0%,,,,,
player,201911100gnb,car,JoneCo01,defense,5,,,,,
player,201911100gnb,car,JoneCo01,def_pct,7%,,,,,
player,201911100gnb,car,JoneCo01,special_teams,21,,,,,
player,201911100gnb,car,JoneCo01,st_pct,91%,,,,,
player,201911100gnb,car,CartJe00,pos,LB,,,,,
player,201911100gnb,car,CartJe00,offense,0,,,,,
player,201911100gnb,car,CartJe00,off_pct,0%,,,,,
player,201911100gnb,car,CartJe00,defense,0,,,,,
player,201911100gnb,car,CartJe00,def_pct,0%,,,,,
player,201911100gnb,car,CartJe00,special_teams,16,,,,,
player,201911100gnb,car,CartJe00,st_pct,70%,,,,,
player,201911100gnb,car,SmitAn04,pos,LB,,,,,
player,201911100gnb,car,SmitAn04,offense,0,,,,,
player,201911100gnb,car,SmitAn04,off_pct,0%,,,,,
player,201911100gnb,car,SmitAn04,defense,0,,,,,
player,201911100gnb,car,SmitAn04,def_pct,0%,,,,,
player,201911100gnb,car,SmitAn04,special_teams,16,,,,,
player,201911100gnb,car,SmitAn04,st_pct,70%,,,,,
player,201911100gnb,car,BonnRe00,pos,RB,,,,,
player,201911100gnb,car,BonnRe00,offense,0,,,,,
player,201911100gnb,car,BonnRe00,off_pct,0%,,,,,
player,201911100gnb,car,BonnRe00,defense,0,,,,,
player,201911100gnb,car,BonnRe00,def_pct,0%,,,,,
player,201911100gnb,car,BonnRe00,special_teams,16,,,,,
player,201911100gnb,car,BonnRe00,st_pct,70%,,,,,
player,201911100gnb,car,GaulRa00,pos,SS,,,,,
player,201911100gnb,car,GaulRa00,offense,0,,,,,
player,201911100gnb,car,GaulRa00,off_pct,0%,,,,,
player,201911100gnb,car,GaulRa00,defense,0,,,,,
player,201911100gnb,car,GaulRa00,def_pct,0%,,,,,
player,201911100gnb,car,GaulRa00,special_teams,16,,,,,
player,201911100gnb,car,GaulRa00,st_pct,70%,,,,,
player,201911100gnb,car,ScarJo00,pos,RB,,,,,
player,201911100gnb,car,ScarJo00,offense,0,,,,,
player,201911100gnb,car,ScarJo00,off_pct,0%,,,,,
player,201911100gnb,car,ScarJo00,defense,0,,,,,
player,201911100gnb,car,ScarJo00,def_pct,0%,,,,,
player,201911100gnb,car,ScarJo00,special_teams,12,,,,,
player,201911100gnb,car,ScarJo00,st_pct,52%,,,,,
player,201911100gnb,car,SlyeJo00,pos,K,,,,,
player,201911100gnb,car,SlyeJo00,offense,0,,,,,
player,201911100gnb,car,SlyeJo00,off_pct,0%,,,,,
player,201911100gnb,car,SlyeJo00,defense,0,,,,,
player,201911100gnb,car,SlyeJo00,def_pct,0%,,,,,
player,201911100gnb,car,SlyeJo00,special_teams,6,,,,,
player,201911100gnb,car,SlyeJo00,st_pct,26%,,,,,
player,201911100gnb,car,PalaMi00,pos,P,,,,,
player,201911100gnb,car,PalaMi00,offense,0,,,,,
player,201911100gnb,car,PalaMi00,off_pct,0%,,,,,
player,201911100gnb,car,PalaMi00,defense,0,,,,,
player,201911100gnb,car,PalaMi00,def_pct,0%,,,,,
player,201911100gnb,car,PalaMi00,special_teams,5,,,,,
player,201911100gnb,car,PalaMi00,st_pct,22%,,,,,
player,201911100gnb,car,JansJ.00,pos,LS,,,,,
player,201911100gnb,car,JansJ.00,offense,0,,,,,
player,201911100gnb,car,JansJ.00,off_pct,0%,,,,,
player,201911100gnb,car,JansJ.00,defense,0,,,,,
player,201911100gnb,car,JansJ.00,def_pct,0%,,,,,
player,201911100gnb,car,JansJ.00,special_teams,5,,,,,
player,201911100gnb,car,JansJ.00,st_pct,22%,,,,,
player,201911100gnb,car,LarsTy00,pos,C,,,,,
player,201911100gnb,car,LarsTy00,offense,0,,,,,
player,201911100gnb,car,LarsTy00,off_pct,0%,,,,,
player,201911100gnb,car,LarsTy00,defense,0,,,,,
player,201911100gnb,car,LarsTy00,def_pct,0%,,,,,
player,201911100gnb,car,LarsTy00,special_teams,2,,,,,
player,201911100gnb,car,LarsTy00,st_pct,9%,,,,,
