game,2019,11,20191117,201911170ram,chi,"Chicago Bears",7,ram,"Los Angeles Rams",17
player,201911170ram,chi,FloyLe00,defense,46,,,,,
player,201911170ram,chi,FloyLe00,def_pct,84%,,,,,
player,201911170ram,chi,FloyLe00,special_teams,4,,,,,
player,201911170ram,chi,FloyLe00,st_pct,16%,,,,,
player,201911170ram,chi,NichBi00,pos,DT,,,,,
player,201911170ram,chi,NichBi00,offense,0,,,,,
player,201911170ram,chi,NichBi00,off_pct,0%,,,,,
player,201911170ram,chi,NichBi00,defense,43,,,,,
player,201911170ram,chi,NichBi00,def_pct,78%,,,,,
player,201911170ram,chi,NichBi00,special_teams,3,,,,,
player,201911170ram,chi,NichBi00,st_pct,12%,,,,,
player,201911170ram,chi,WillNi01,pos,DT,,,,,
player,201911170ram,chi,WillNi01,offense,0,,,,,
player,201911170ram,chi,WillNi01,off_pct,0%,,,,,
player,201911170ram,chi,WillNi01,defense,40,,,,,
player,201911170ram,chi,WillNi01,def_pct,73%,,,,,
player,201911170ram,chi,WillNi01,special_teams,8,,,,,
player,201911170ram,chi,WillNi01,st_pct,32%,,,,,
player,201911170ram,chi,KwiaNi00,pos,LB,,,,,
player,201911170ram,chi,KwiaNi00,offense,0,,,,,
player,201911170ram,chi,KwiaNi00,off_pct,0%,,,,,
player,201911170ram,chi,KwiaNi00,defense,36,,,,,
player,201911170ram,chi,KwiaNi00,def_pct,65%,,,,,
player,201911170ram,chi,KwiaNi00,special_teams,15,,,,,
player,201911170ram,chi,KwiaNi00,st_pct,60%,,,,,
player,201911170ram,chi,GoldEd00,pos,NT,,,,,
player,201911170ram,chi,GoldEd00,offense,0,,,,,
player,201911170ram,chi,GoldEd00,off_pct,0%,,,,,
player,201911170ram,chi,GoldEd00,defense,32,,,,,
player,201911170ram,chi,GoldEd00,def_pct,58%,,,,,
player,201911170ram,chi,GoldEd00,special_teams,0,,,,,
player,201911170ram,chi,GoldEd00,st_pct,0%,,,,,
player,201911170ram,chi,RobeRo00,pos,DT,,,,,
player,201911170ram,chi,RobeRo00,offense,0,,,,,
player,201911170ram,chi,RobeRo00,off_pct,0%,,,,,
player,201911170ram,chi,RobeRo00,defense,31,,,,,
player,201911170ram,chi,RobeRo00,def_pct,56%,,,,,
player,201911170ram,chi,RobeRo00,special_teams,11,,,,,
player,201911170ram,chi,RobeRo00,st_pct,44%,,,,,
player,201911170ram,chi,UrbaBr00,pos,DE,,,,,
player,201911170ram,chi,UrbaBr00,offense,0,,,,,
player,201911170ram,chi,UrbaBr00,off_pct,0%,,,,,
player,201911170ram,chi,UrbaBr00,defense,20,,,,,
player,201911170ram,chi,UrbaBr00,def_pct,36%,,,,,
player,201911170ram,chi,UrbaBr00,special_teams,3,,,,,
player,201911170ram,chi,UrbaBr00,st_pct,12%,,,,,
player,201911170ram,chi,SkriBu00,pos,CB,,,,,
player,201911170ram,chi,SkriBu00,offense,0,,,,,
player,201911170ram,chi,SkriBu00,off_pct,0%,,,,,
player,201911170ram,chi,SkriBu00,defense,16,,,,,
player,201911170ram,chi,SkriBu00,def_pct,29%,,,,,
player,201911170ram,chi,SkriBu00,special_teams,6,,,,,
player,201911170ram,chi,SkriBu00,st_pct,24%,,,,,
player,201911170ram,chi,VaugJa01,pos,LB,,,,,
player,201911170ram,chi,VaugJa01,offense,0,,,,,
player,201911170ram,chi,VaugJa01,off_pct,0%,,,,,
player,201911170ram,chi,VaugJa01,defense,9,,,,,
player,201911170ram,chi,VaugJa01,def_pct,16%,,,,,
player,201911170ram,chi,VaugJa01,special_teams,7,,,,,
player,201911170ram,chi,VaugJa01,st_pct,28%,,,,,
player,201911170ram,chi,LyncAa00,pos,LB,,,,,
player,201911170ram,chi,LyncAa00,offense,0,,,,,
player,201911170ram,chi,LyncAa00,off_pct,0%,,,,,
player,201911170ram,chi,LyncAa00,defense,8,,,,,
player,201911170ram,chi,LyncAa00,def_pct,15%,,,,,
player,201911170ram,chi,LyncAa00,special_teams,0,,,,,
player,201911170ram,chi,LyncAa00,st_pct,0%,,,,,
player,201911170ram,chi,BushDe00,pos,SS,,,,,
player,201911170ram,chi,BushDe00,offense,0,,,,,
player,201911170ram,chi,BushDe00,off_pct,0%,,,,,
player,201911170ram,chi,BushDe00,defense,3,,,,,
player,201911170ram,chi,BushDe00,def_pct,5%,,,,,
player,201911170ram,chi,BushDe00,special_teams,10,,,,,
player,201911170ram,chi,BushDe00,st_pct,40%,,,,,
player,201911170ram,chi,McMaSh99,pos,FS,,,,,
player,201911170ram,chi,McMaSh99,offense,0,,,,,
player,201911170ram,chi,McMaSh99,off_pct,0%,,,,,
player,201911170ram,chi,McMaSh99,defense,2,,,,,
player,201911170ram,chi,McMaSh99,def_pct,4%,,,,,
player,201911170ram,chi,McMaSh99,special_teams,17,,,,,
player,201911170ram,chi,McMaSh99,st_pct,68%,,,,,
player,201911170ram,chi,PierKe00,pos,LB,,,,,
player,201911170ram,chi,PierKe00,offense,0,,,,,
player,201911170ram,chi,PierKe00,off_pct,0%,,,,,
player,201911170ram,chi,PierKe00,defense,0,,,,,
player,201911170ram,chi,PierKe00,def_pct,0%,,,,,
player,201911170ram,chi,PierKe00,special_teams,17,,,,,
player,201911170ram,chi,PierKe00,st_pct,68%,,,,,
player,201911170ram,chi,IyieJo00,pos,LB,,,,,
player,201911170ram,chi,IyieJo00,offense,0,,,,,
player,201911170ram,chi,IyieJo00,off_pct,0%,,,,,
player,201911170ram,chi,IyieJo00,defense,0,,,,,
player,201911170ram,chi,IyieJo00,def_pct,0%,,,,,
player,201911170ram,chi,IyieJo00,special_teams,17,,,,,
player,201911170ram,chi,IyieJo00,st_pct,68%,,,,,
player,201911170ram,chi,HousDe00,pos,FS,,,,,
player,201911170ram,chi,HousDe00,offense,0,,,,,
player,201911170ram,chi,HousDe00,off_pct,0%,,,,,
player,201911170ram,chi,HousDe00,defense,0,,,,,
player,201911170ram,chi,HousDe00,def_pct,0%,,,,,
player,201911170ram,chi,HousDe00,special_teams,17,,,,,
player,201911170ram,chi,HousDe00,st_pct,68%,,,,,
player,201911170ram,chi,WoodJo02,pos,LB,,,,,
player,201911170ram,chi,WoodJo02,offense,0,,,,,
player,201911170ram,chi,WoodJo02,off_pct,0%,,,,,
player,201911170ram,chi,WoodJo02,defense,0,,,,,
player,201911170ram,chi,WoodJo02,def_pct,0%,,,,,
player,201911170ram,chi,WoodJo02,special_teams,14,,,,,
player,201911170ram,chi,WoodJo02,st_pct,56%,,,,,
player,201911170ram,chi,ScalPa00,pos,LS,,,,,
player,201911170ram,chi,ScalPa00,offense,0,,,,,
player,201911170ram,chi,ScalPa00,off_pct,0%,,,,,
player,201911170ram,chi,ScalPa00,defense,0,,,,,
player,201911170ram,chi,ScalPa00,def_pct,0%,,,,,
player,201911170ram,chi,ScalPa00,special_teams,10,,,,,
player,201911170ram,chi,ScalPa00,st_pct,40%,,,,,
player,201911170ram,chi,ODonPa00,pos,P,,,,,
player,201911170ram,chi,ODonPa00,offense,0,,,,,
player,201911170ram,chi,ODonPa00,off_pct,0%,,,,,
player,201911170ram,chi,ODonPa00,defense,0,,,,,
player,201911170ram,chi,ODonPa00,def_pct,0%,,,,,
player,201911170ram,chi,ODonPa00,special_teams,10,,,,,
player,201911170ram,chi,ODonPa00,st_pct,40%,,,,,
player,201911170ram,chi,PineEd00,pos,K,,,,,
player,201911170ram,chi,PineEd00,offense,0,,,,,
player,201911170ram,chi,PineEd00,off_pct,0%,,,,,
player,201911170ram,chi,PineEd00,defense,0,,,,,
player,201911170ram,chi,PineEd00,def_pct,0%,,,,,
player,201911170ram,chi,PineEd00,special_teams,5,,,,,
player,201911170ram,chi,PineEd00,st_pct,20%,,,,,
player,201911170ram,chi,LarsTe20,pos,G,,,,,
player,201911170ram,chi,LarsTe20,offense,0,,,,,
player,201911170ram,chi,LarsTe20,off_pct,0%,,,,,
player,201911170ram,chi,LarsTe20,defense,0,,,,,
player,201911170ram,chi,LarsTe20,def_pct,0%,,,,,
player,201911170ram,chi,LarsTe20,special_teams,3,,,,,
player,201911170ram,chi,LarsTe20,st_pct,12%,,,,,
player,201911170ram,chi,ToliKe00,pos,CB,,,,,
player,201911170ram,chi,ToliKe00,offense,0,,,,,
player,201911170ram,chi,ToliKe00,off_pct,0%,,,,,
player,201911170ram,chi,ToliKe00,defense,0,,,,,
player,201911170ram,chi,ToliKe00,def_pct,0%,,,,,
player,201911170ram,chi,ToliKe00,special_teams,1,,,,,
player,201911170ram,chi,ToliKe00,st_pct,4%,,,,,
