game,2019,13,20191201,201912010nyg,gnb,"Green Bay Packers",31,nyg,"New York Giants",13
player,201912010nyg,gnb,RodgAa00,fumbles,0,,,,,
player,201912010nyg,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_cmp,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_att,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_yds,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_td,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_int,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_sacked,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_long,0,,,,,
player,201912010nyg,gnb,WillJa06,pass_rating,,,,,,
player,201912010nyg,gnb,WillJa06,rush_att,10,,,,,
player,201912010nyg,gnb,WillJa06,rush_yds,41,,,,,
player,201912010nyg,gnb,WillJa06,rush_td,0,,,,,
player,201912010nyg,gnb,WillJa06,rush_long,9,,,,,
player,201912010nyg,gnb,WillJa06,targets,4,,,,,
player,201912010nyg,gnb,WillJa06,rec,4,,,,,
player,201912010nyg,gnb,WillJa06,rec_yds,26,,,,,
player,201912010nyg,gnb,WillJa06,rec_td,0,,,,,
player,201912010nyg,gnb,WillJa06,rec_long,10,,,,,
player,201912010nyg,gnb,WillJa06,fumbles,0,,,,,
player,201912010nyg,gnb,WillJa06,fumbles_lost,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_cmp,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_att,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_yds,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_td,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_int,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_sacked,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_long,0,,,,,
player,201912010nyg,gnb,JoneAa00,pass_rating,,,,,,
player,201912010nyg,gnb,JoneAa00,rush_att,11,,,,,
player,201912010nyg,gnb,JoneAa00,rush_yds,18,,,,,
player,201912010nyg,gnb,JoneAa00,rush_td,0,,,,,
player,201912010nyg,gnb,JoneAa00,rush_long,9,,,,,
player,201912010nyg,gnb,JoneAa00,targets,6,,,,,
player,201912010nyg,gnb,JoneAa00,rec,4,,,,,
player,201912010nyg,gnb,JoneAa00,rec_yds,13,,,,,
player,201912010nyg,gnb,JoneAa00,rec_td,0,,,,,
player,201912010nyg,gnb,JoneAa00,rec_long,7,,,,,
player,201912010nyg,gnb,JoneAa00,fumbles,0,,,,,
player,201912010nyg,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_cmp,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_att,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_yds,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_td,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_int,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_sacked,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_long,0,,,,,
player,201912010nyg,gnb,LazaAl00,pass_rating,,,,,,
player,201912010nyg,gnb,LazaAl00,rush_att,0,,,,,
player,201912010nyg,gnb,LazaAl00,rush_yds,0,,,,,
player,201912010nyg,gnb,LazaAl00,rush_td,0,,,,,
player,201912010nyg,gnb,LazaAl00,rush_long,0,,,,,
player,201912010nyg,gnb,LazaAl00,targets,3,,,,,
player,201912010nyg,gnb,LazaAl00,rec,3,,,,,
player,201912010nyg,gnb,LazaAl00,rec_yds,103,,,,,
player,201912010nyg,gnb,LazaAl00,rec_td,1,,,,,
player,201912010nyg,gnb,LazaAl00,rec_long,43,,,,,
player,201912010nyg,gnb,LazaAl00,fumbles,0,,,,,
player,201912010nyg,gnb,LazaAl00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_cmp,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_att,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_yds,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_td,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_int,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_sacked,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_long,0,,,,,
player,201912010nyg,gnb,AdamDa01,pass_rating,,,,,,
player,201912010nyg,gnb,AdamDa01,rush_att,0,,,,,
player,201912010nyg,gnb,AdamDa01,rush_yds,0,,,,,
player,201912010nyg,gnb,AdamDa01,rush_td,0,,,,,
player,201912010nyg,gnb,AdamDa01,rush_long,0,,,,,
player,201912010nyg,gnb,AdamDa01,targets,10,,,,,
player,201912010nyg,gnb,AdamDa01,rec,6,,,,,
player,201912010nyg,gnb,AdamDa01,rec_yds,64,,,,,
player,201912010nyg,gnb,AdamDa01,rec_td,2,,,,,
player,201912010nyg,gnb,AdamDa01,rec_long,25,,,,,
player,201912010nyg,gnb,AdamDa01,fumbles,1,,,,,
player,201912010nyg,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_cmp,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_att,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_yds,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_td,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_int,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_sacked,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_long,0,,,,,
player,201912010nyg,gnb,AlliGe01,pass_rating,,,,,,
player,201912010nyg,gnb,AlliGe01,rush_att,0,,,,,
player,201912010nyg,gnb,AlliGe01,rush_yds,0,,,,,
player,201912010nyg,gnb,AlliGe01,rush_td,0,,,,,
player,201912010nyg,gnb,AlliGe01,rush_long,0,,,,,
player,201912010nyg,gnb,AlliGe01,targets,3,,,,,
player,201912010nyg,gnb,AlliGe01,rec,2,,,,,
player,201912010nyg,gnb,AlliGe01,rec_yds,20,,,,,
player,201912010nyg,gnb,AlliGe01,rec_td,0,,,,,
player,201912010nyg,gnb,AlliGe01,rec_long,15,,,,,
player,201912010nyg,gnb,AlliGe01,fumbles,0,,,,,
player,201912010nyg,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_cmp,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_att,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_yds,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_td,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_int,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_sacked,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_long,0,,,,,
player,201912010nyg,gnb,GrahJi00,pass_rating,,,,,,
player,201912010nyg,gnb,GrahJi00,rush_att,0,,,,,
player,201912010nyg,gnb,GrahJi00,rush_yds,0,,,,,
player,201912010nyg,gnb,GrahJi00,rush_td,0,,,,,
player,201912010nyg,gnb,GrahJi00,rush_long,0,,,,,
player,201912010nyg,gnb,GrahJi00,targets,1,,,,,
player,201912010nyg,gnb,GrahJi00,rec,1,,,,,
player,201912010nyg,gnb,GrahJi00,rec_yds,16,,,,,
player,201912010nyg,gnb,GrahJi00,rec_td,0,,,,,
player,201912010nyg,gnb,GrahJi00,rec_long,16,,,,,
player,201912010nyg,gnb,GrahJi00,fumbles,0,,,,,
player,201912010nyg,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_cmp,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_att,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_yds,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_td,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_int,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_sacked,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_long,0,,,,,
player,201912010nyg,gnb,LewiMa00,pass_rating,,,,,,
player,201912010nyg,gnb,LewiMa00,rush_att,0,,,,,
player,201912010nyg,gnb,LewiMa00,rush_yds,0,,,,,
player,201912010nyg,gnb,LewiMa00,rush_td,0,,,,,
player,201912010nyg,gnb,LewiMa00,rush_long,0,,,,,
player,201912010nyg,gnb,LewiMa00,targets,2,,,,,
player,201912010nyg,gnb,LewiMa00,rec,1,,,,,
player,201912010nyg,gnb,LewiMa00,rec_yds,1,,,,,
player,201912010nyg,gnb,LewiMa00,rec_td,1,,,,,
player,201912010nyg,gnb,LewiMa00,rec_long,1,,,,,
player,201912010nyg,gnb,LewiMa00,fumbles,0,,,,,
player,201912010nyg,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_cmp,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_att,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_yds,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_td,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_int,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_sacked,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_long,0,,,,,
player,201912010nyg,gnb,TonyRo00,pass_rating,,,,,,
player,201912010nyg,gnb,TonyRo00,rush_att,0,,,,,
player,201912010nyg,gnb,TonyRo00,rush_yds,0,,,,,
player,201912010nyg,gnb,TonyRo00,rush_td,0,,,,,
player,201912010nyg,gnb,TonyRo00,rush_long,0,,,,,
player,201912010nyg,gnb,TonyRo00,targets,1,,,,,
player,201912010nyg,gnb,TonyRo00,rec,0,,,,,
player,201912010nyg,gnb,TonyRo00,rec_yds,0,,,,,
player,201912010nyg,gnb,TonyRo00,rec_td,0,,,,,
player,201912010nyg,gnb,TonyRo00,rec_long,0,,,,,
player,201912010nyg,gnb,TonyRo00,fumbles,0,,,,,
player,201912010nyg,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_cmp,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_att,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_yds,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_td,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_int,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_sacked,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_long,0,,,,,
player,201912010nyg,gnb,ValdMa00,pass_rating,,,,,,
player,201912010nyg,gnb,ValdMa00,rush_att,0,,,,,
player,201912010nyg,gnb,ValdMa00,rush_yds,0,,,,,
player,201912010nyg,gnb,ValdMa00,rush_td,0,,,,,
player,201912010nyg,gnb,ValdMa00,rush_long,0,,,,,
player,201912010nyg,gnb,ValdMa00,targets,2,,,,,
player,201912010nyg,gnb,ValdMa00,rec,0,,,,,
player,201912010nyg,gnb,ValdMa00,rec_yds,0,,,,,
player,201912010nyg,gnb,ValdMa00,rec_td,0,,,,,
player,201912010nyg,gnb,ValdMa00,rec_long,0,,,,,
player,201912010nyg,gnb,ValdMa00,fumbles,0,,,,,
player,201912010nyg,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_cmp,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_att,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_yds,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_td,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_int,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_sacked,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_long,0,,,,,
player,201912010nyg,gnb,VitaDa00,pass_rating,,,,,,
player,201912010nyg,gnb,VitaDa00,rush_att,0,,,,,
player,201912010nyg,gnb,VitaDa00,rush_yds,0,,,,,
player,201912010nyg,gnb,VitaDa00,rush_td,0,,,,,
player,201912010nyg,gnb,VitaDa00,rush_long,0,,,,,
player,201912010nyg,gnb,VitaDa00,targets,1,,,,,
player,201912010nyg,gnb,VitaDa00,rec,0,,,,,
player,201912010nyg,gnb,VitaDa00,rec_yds,0,,,,,
player,201912010nyg,gnb,VitaDa00,rec_td,0,,,,,
player,201912010nyg,gnb,VitaDa00,rec_long,0,,,,,
player,201912010nyg,gnb,VitaDa00,fumbles,0,,,,,
player,201912010nyg,gnb,VitaDa00,fumbles_lost,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_cmp,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_att,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_yds,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_td,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_int,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_sacked,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_sacked_yds,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_long,0,,,,,
player,201912010nyg,gnb,BoylTi00,pass_rating,,,,,,
player,201912010nyg,gnb,BoylTi00,rush_att,2,,,,,
player,201912010nyg,gnb,BoylTi00,rush_yds,-4,,,,,
player,201912010nyg,gnb,BoylTi00,rush_td,0,,,,,
player,201912010nyg,gnb,BoylTi00,rush_long,-1,,,,,
player,201912010nyg,gnb,BoylTi00,targets,0,,,,,
player,201912010nyg,gnb,BoylTi00,rec,0,,,,,
player,201912010nyg,gnb,BoylTi00,rec_yds,0,,,,,
player,201912010nyg,gnb,BoylTi00,rec_td,0,,,,,
player,201912010nyg,gnb,BoylTi00,rec_long,0,,,,,
player,201912010nyg,gnb,BoylTi00,fumbles,0,,,,,
player,201912010nyg,gnb,BoylTi00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,JoneDa05,pass_cmp,20,,,,,
player,201912010nyg,nyg,JoneDa05,pass_att,37,,,,,
player,201912010nyg,nyg,JoneDa05,pass_yds,240,,,,,
player,201912010nyg,nyg,JoneDa05,pass_td,1,,,,,
player,201912010nyg,nyg,JoneDa05,pass_int,3,,,,,
player,201912010nyg,nyg,JoneDa05,pass_sacked,0,,,,,
player,201912010nyg,nyg,JoneDa05,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,JoneDa05,pass_long,43,,,,,
player,201912010nyg,nyg,JoneDa05,pass_rating,49.4,,,,,
player,201912010nyg,nyg,JoneDa05,rush_att,5,,,,,
player,201912010nyg,nyg,JoneDa05,rush_yds,6,,,,,
player,201912010nyg,nyg,JoneDa05,rush_td,0,,,,,
player,201912010nyg,nyg,JoneDa05,rush_long,6,,,,,
player,201912010nyg,nyg,JoneDa05,targets,0,,,,,
player,201912010nyg,nyg,JoneDa05,rec,0,,,,,
player,201912010nyg,nyg,JoneDa05,rec_yds,0,,,,,
player,201912010nyg,nyg,JoneDa05,rec_td,0,,,,,
player,201912010nyg,nyg,JoneDa05,rec_long,0,,,,,
player,201912010nyg,nyg,JoneDa05,fumbles,1,,,,,
player,201912010nyg,nyg,JoneDa05,fumbles_lost,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201912010nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201912010nyg,nyg,BarkSa00,rush_att,19,,,,,
player,201912010nyg,nyg,BarkSa00,rush_yds,83,,,,,
player,201912010nyg,nyg,BarkSa00,rush_td,0,,,,,
player,201912010nyg,nyg,BarkSa00,rush_long,16,,,,,
player,201912010nyg,nyg,BarkSa00,targets,7,,,,,
player,201912010nyg,nyg,BarkSa00,rec,3,,,,,
player,201912010nyg,nyg,BarkSa00,rec_yds,32,,,,,
player,201912010nyg,nyg,BarkSa00,rec_td,0,,,,,
player,201912010nyg,nyg,BarkSa00,rec_long,27,,,,,
player,201912010nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201912010nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_cmp,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_att,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_yds,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_td,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_int,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_sacked,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_long,0,,,,,
player,201912010nyg,nyg,AlleJa01,pass_rating,,,,,,
player,201912010nyg,nyg,AlleJa01,rush_att,1,,,,,
player,201912010nyg,nyg,AlleJa01,rush_yds,4,,,,,
player,201912010nyg,nyg,AlleJa01,rush_td,0,,,,,
player,201912010nyg,nyg,AlleJa01,rush_long,4,,,,,
player,201912010nyg,nyg,AlleJa01,targets,0,,,,,
player,201912010nyg,nyg,AlleJa01,rec,0,,,,,
player,201912010nyg,nyg,AlleJa01,rec_yds,0,,,,,
player,201912010nyg,nyg,AlleJa01,rec_td,0,,,,,
player,201912010nyg,nyg,AlleJa01,rec_long,0,,,,,
player,201912010nyg,nyg,AlleJa01,fumbles,0,,,,,
player,201912010nyg,nyg,AlleJa01,fumbles_lost,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_cmp,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_att,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_yds,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_td,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_int,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_sacked,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_long,0,,,,,
player,201912010nyg,nyg,PennEl00,pass_rating,,,,,,
player,201912010nyg,nyg,PennEl00,rush_att,2,,,,,
player,201912010nyg,nyg,PennEl00,rush_yds,2,,,,,
player,201912010nyg,nyg,PennEl00,rush_td,0,,,,,
player,201912010nyg,nyg,PennEl00,rush_long,2,,,,,
player,201912010nyg,nyg,PennEl00,targets,1,,,,,
player,201912010nyg,nyg,PennEl00,rec,0,,,,,
player,201912010nyg,nyg,PennEl00,rec_yds,0,,,,,
player,201912010nyg,nyg,PennEl00,rec_td,0,,,,,
player,201912010nyg,nyg,PennEl00,rec_long,0,,,,,
player,201912010nyg,nyg,PennEl00,fumbles,0,,,,,
player,201912010nyg,nyg,PennEl00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_cmp,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_att,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_yds,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_td,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_int,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_sacked,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_long,0,,,,,
player,201912010nyg,nyg,SmitKa00,pass_rating,,,,,,
player,201912010nyg,nyg,SmitKa00,rush_att,0,,,,,
player,201912010nyg,nyg,SmitKa00,rush_yds,0,,,,,
player,201912010nyg,nyg,SmitKa00,rush_td,0,,,,,
player,201912010nyg,nyg,SmitKa00,rush_long,0,,,,,
player,201912010nyg,nyg,SmitKa00,targets,8,,,,,
player,201912010nyg,nyg,SmitKa00,rec,6,,,,,
player,201912010nyg,nyg,SmitKa00,rec_yds,70,,,,,
player,201912010nyg,nyg,SmitKa00,rec_td,0,,,,,
player,201912010nyg,nyg,SmitKa00,rec_long,32,,,,,
player,201912010nyg,nyg,SmitKa00,fumbles,0,,,,,
player,201912010nyg,nyg,SmitKa00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_cmp,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_att,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_yds,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_td,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_int,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_sacked,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_long,0,,,,,
player,201912010nyg,nyg,SlayDa01,pass_rating,,,,,,
player,201912010nyg,nyg,SlayDa01,rush_att,0,,,,,
player,201912010nyg,nyg,SlayDa01,rush_yds,0,,,,,
player,201912010nyg,nyg,SlayDa01,rush_td,0,,,,,
player,201912010nyg,nyg,SlayDa01,rush_long,0,,,,,
player,201912010nyg,nyg,SlayDa01,targets,9,,,,,
player,201912010nyg,nyg,SlayDa01,rec,6,,,,,
player,201912010nyg,nyg,SlayDa01,rec_yds,44,,,,,
player,201912010nyg,nyg,SlayDa01,rec_td,0,,,,,
player,201912010nyg,nyg,SlayDa01,rec_long,13,,,,,
player,201912010nyg,nyg,SlayDa01,fumbles,0,,,,,
player,201912010nyg,nyg,SlayDa01,fumbles_lost,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_cmp,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_att,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_yds,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_td,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_int,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_sacked,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_long,0,,,,,
player,201912010nyg,nyg,LatiCo00,pass_rating,,,,,,
player,201912010nyg,nyg,LatiCo00,rush_att,0,,,,,
player,201912010nyg,nyg,LatiCo00,rush_yds,0,,,,,
player,201912010nyg,nyg,LatiCo00,rush_td,0,,,,,
player,201912010nyg,nyg,LatiCo00,rush_long,0,,,,,
player,201912010nyg,nyg,LatiCo00,targets,3,,,,,
player,201912010nyg,nyg,LatiCo00,rec,1,,,,,
player,201912010nyg,nyg,LatiCo00,rec_yds,43,,,,,
player,201912010nyg,nyg,LatiCo00,rec_td,0,,,,,
player,201912010nyg,nyg,LatiCo00,rec_long,43,,,,,
player,201912010nyg,nyg,LatiCo00,fumbles,0,,,,,
player,201912010nyg,nyg,LatiCo00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201912010nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201912010nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201912010nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201912010nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201912010nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201912010nyg,nyg,ShepSt00,targets,7,,,,,
player,201912010nyg,nyg,ShepSt00,rec,3,,,,,
player,201912010nyg,nyg,ShepSt00,rec_yds,40,,,,,
player,201912010nyg,nyg,ShepSt00,rec_td,1,,,,,
player,201912010nyg,nyg,ShepSt00,rec_long,18,,,,,
player,201912010nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201912010nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201912010nyg,nyg,ScotDa02,pass_cmp,0,,,,,
player,201912010nyg,nyg,ScotDa02,pass_att,0,,,,,
player,201912010nyg,nyg,ScotDa02,pass_yds,0,,,,,
player,201912010nyg,nyg,ScotDa02,pass_td,0,,,,,
