game,2019,3,20190922,201909220sfo,pit,"Pittsburgh Steelers",20,sfo,"San Francisco 49ers",24
player,201909220sfo,pit,JohnDi01,rush_long,6,,,,,
player,201909220sfo,pit,JohnDi01,targets,6,,,,,
player,201909220sfo,pit,JohnDi01,rec,3,,,,,
player,201909220sfo,pit,JohnDi01,rec_yds,52,,,,,
player,201909220sfo,pit,JohnDi01,rec_td,1,,,,,
player,201909220sfo,pit,JohnDi01,rec_long,39,,,,,
player,201909220sfo,pit,JohnDi01,fumbles,0,,,,,
player,201909220sfo,pit,JohnDi01,fumbles_lost,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_cmp,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_att,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_yds,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_td,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_int,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_sacked,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_sacked_yds,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_long,0,,,,,
player,201909220sfo,pit,SnelBe00,pass_rating,,,,,,
player,201909220sfo,pit,SnelBe00,rush_att,3,,,,,
player,201909220sfo,pit,SnelBe00,rush_yds,6,,,,,
player,201909220sfo,pit,SnelBe00,rush_td,0,,,,,
player,201909220sfo,pit,SnelBe00,rush_long,4,,,,,
player,201909220sfo,pit,SnelBe00,targets,0,,,,,
player,201909220sfo,pit,SnelBe00,rec,0,,,,,
player,201909220sfo,pit,SnelBe00,rec_yds,0,,,,,
player,201909220sfo,pit,SnelBe00,rec_td,0,,,,,
player,201909220sfo,pit,SnelBe00,rec_long,0,,,,,
player,201909220sfo,pit,SnelBe00,fumbles,0,,,,,
player,201909220sfo,pit,SnelBe00,fumbles_lost,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_cmp,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_att,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_yds,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_td,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_int,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_sacked,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_long,0,,,,,
player,201909220sfo,pit,SmitJu00,pass_rating,,,,,,
player,201909220sfo,pit,SmitJu00,rush_att,0,,,,,
player,201909220sfo,pit,SmitJu00,rush_yds,0,,,,,
player,201909220sfo,pit,SmitJu00,rush_td,0,,,,,
player,201909220sfo,pit,SmitJu00,rush_long,0,,,,,
player,201909220sfo,pit,SmitJu00,targets,7,,,,,
player,201909220sfo,pit,SmitJu00,rec,3,,,,,
player,201909220sfo,pit,SmitJu00,rec_yds,81,,,,,
player,201909220sfo,pit,SmitJu00,rec_td,1,,,,,
player,201909220sfo,pit,SmitJu00,rec_long,76,,,,,
player,201909220sfo,pit,SmitJu00,fumbles,0,,,,,
player,201909220sfo,pit,SmitJu00,fumbles_lost,0,,,,,
player,201909220sfo,pit,WashJa00,pass_cmp,0,,,,,
player,201909220sfo,pit,WashJa00,pass_att,0,,,,,
player,201909220sfo,pit,WashJa00,pass_yds,0,,,,,
player,201909220sfo,pit,WashJa00,pass_td,0,,,,,
player,201909220sfo,pit,WashJa00,pass_int,0,,,,,
player,201909220sfo,pit,WashJa00,pass_sacked,0,,,,,
player,201909220sfo,pit,WashJa00,pass_sacked_yds,0,,,,,
player,201909220sfo,pit,WashJa00,pass_long,0,,,,,
player,201909220sfo,pit,WashJa00,pass_rating,,,,,,
player,201909220sfo,pit,WashJa00,rush_att,0,,,,,
player,201909220sfo,pit,WashJa00,rush_yds,0,,,,,
player,201909220sfo,pit,WashJa00,rush_td,0,,,,,
player,201909220sfo,pit,WashJa00,rush_long,0,,,,,
player,201909220sfo,pit,WashJa00,targets,5,,,,,
player,201909220sfo,pit,WashJa00,rec,2,,,,,
player,201909220sfo,pit,WashJa00,rec_yds,14,,,,,
player,201909220sfo,pit,WashJa00,rec_td,0,,,,,
player,201909220sfo,pit,WashJa00,rec_long,8,,,,,
player,201909220sfo,pit,WashJa00,fumbles,0,,,,,
player,201909220sfo,pit,WashJa00,fumbles_lost,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_cmp,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_att,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_yds,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_td,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_int,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_sacked,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_long,0,,,,,
player,201909220sfo,pit,McDoVa00,pass_rating,,,,,,
player,201909220sfo,pit,McDoVa00,rush_att,0,,,,,
player,201909220sfo,pit,McDoVa00,rush_yds,0,,,,,
player,201909220sfo,pit,McDoVa00,rush_td,0,,,,,
player,201909220sfo,pit,McDoVa00,rush_long,0,,,,,
player,201909220sfo,pit,McDoVa00,targets,2,,,,,
player,201909220sfo,pit,McDoVa00,rec,1,,,,,
player,201909220sfo,pit,McDoVa00,rec_yds,10,,,,,
player,201909220sfo,pit,McDoVa00,rec_td,0,,,,,
player,201909220sfo,pit,McDoVa00,rec_long,10,,,,,
player,201909220sfo,pit,McDoVa00,fumbles,0,,,,,
player,201909220sfo,pit,McDoVa00,fumbles_lost,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_cmp,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_att,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_yds,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_td,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_int,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_sacked,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_sacked_yds,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_long,0,,,,,
player,201909220sfo,pit,GrimXa00,pass_rating,,,,,,
player,201909220sfo,pit,GrimXa00,rush_att,0,,,,,
player,201909220sfo,pit,GrimXa00,rush_yds,0,,,,,
player,201909220sfo,pit,GrimXa00,rush_td,0,,,,,
player,201909220sfo,pit,GrimXa00,rush_long,0,,,,,
player,201909220sfo,pit,GrimXa00,targets,2,,,,,
player,201909220sfo,pit,GrimXa00,rec,1,,,,,
player,201909220sfo,pit,GrimXa00,rec_yds,3,,,,,
player,201909220sfo,pit,GrimXa00,rec_td,0,,,,,
player,201909220sfo,pit,GrimXa00,rec_long,3,,,,,
player,201909220sfo,pit,GrimXa00,fumbles,0,,,,,
player,201909220sfo,pit,GrimXa00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,GaroJi00,pass_cmp,23,,,,,
player,201909220sfo,sfo,GaroJi00,pass_att,32,,,,,
player,201909220sfo,sfo,GaroJi00,pass_yds,277,,,,,
player,201909220sfo,sfo,GaroJi00,pass_td,1,,,,,
player,201909220sfo,sfo,GaroJi00,pass_int,2,,,,,
player,201909220sfo,sfo,GaroJi00,pass_sacked,1,,,,,
player,201909220sfo,sfo,GaroJi00,pass_sacked_yds,9,,,,,
player,201909220sfo,sfo,GaroJi00,pass_long,27,,,,,
player,201909220sfo,sfo,GaroJi00,pass_rating,82.4,,,,,
player,201909220sfo,sfo,GaroJi00,rush_att,6,,,,,
player,201909220sfo,sfo,GaroJi00,rush_yds,3,,,,,
player,201909220sfo,sfo,GaroJi00,rush_td,0,,,,,
player,201909220sfo,sfo,GaroJi00,rush_long,2,,,,,
player,201909220sfo,sfo,GaroJi00,targets,0,,,,,
player,201909220sfo,sfo,GaroJi00,rec,0,,,,,
player,201909220sfo,sfo,GaroJi00,rec_yds,0,,,,,
player,201909220sfo,sfo,GaroJi00,rec_td,0,,,,,
player,201909220sfo,sfo,GaroJi00,rec_long,0,,,,,
player,201909220sfo,sfo,GaroJi00,fumbles,2,,,,,
player,201909220sfo,sfo,GaroJi00,fumbles_lost,1,,,,,
player,201909220sfo,sfo,MostRa00,pass_cmp,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_att,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_yds,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_td,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_int,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_sacked,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_long,0,,,,,
player,201909220sfo,sfo,MostRa00,pass_rating,,,,,,
player,201909220sfo,sfo,MostRa00,rush_att,12,,,,,
player,201909220sfo,sfo,MostRa00,rush_yds,79,,,,,
player,201909220sfo,sfo,MostRa00,rush_td,0,,,,,
player,201909220sfo,sfo,MostRa00,rush_long,19,,,,,
player,201909220sfo,sfo,MostRa00,targets,1,,,,,
player,201909220sfo,sfo,MostRa00,rec,0,,,,,
player,201909220sfo,sfo,MostRa00,rec_yds,0,,,,,
player,201909220sfo,sfo,MostRa00,rec_td,0,,,,,
player,201909220sfo,sfo,MostRa00,rec_long,0,,,,,
player,201909220sfo,sfo,MostRa00,fumbles,1,,,,,
player,201909220sfo,sfo,MostRa00,fumbles_lost,1,,,,,
player,201909220sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201909220sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201909220sfo,sfo,BreiMa00,rush_att,14,,,,,
player,201909220sfo,sfo,BreiMa00,rush_yds,68,,,,,
player,201909220sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201909220sfo,sfo,BreiMa00,rush_long,10,,,,,
player,201909220sfo,sfo,BreiMa00,targets,3,,,,,
player,201909220sfo,sfo,BreiMa00,rec,2,,,,,
player,201909220sfo,sfo,BreiMa00,rec_yds,20,,,,,
player,201909220sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201909220sfo,sfo,BreiMa00,rec_long,15,,,,,
player,201909220sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201909220sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_cmp,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_att,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_yds,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_td,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_int,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_sacked,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_long,0,,,,,
player,201909220sfo,sfo,WilsJe01,pass_rating,,,,,,
player,201909220sfo,sfo,WilsJe01,rush_att,8,,,,,
player,201909220sfo,sfo,WilsJe01,rush_yds,18,,,,,
player,201909220sfo,sfo,WilsJe01,rush_td,2,,,,,
player,201909220sfo,sfo,WilsJe01,rush_long,5,,,,,
player,201909220sfo,sfo,WilsJe01,targets,1,,,,,
player,201909220sfo,sfo,WilsJe01,rec,0,,,,,
player,201909220sfo,sfo,WilsJe01,rec_yds,0,,,,,
player,201909220sfo,sfo,WilsJe01,rec_td,0,,,,,
player,201909220sfo,sfo,WilsJe01,rec_long,0,,,,,
player,201909220sfo,sfo,WilsJe01,fumbles,0,,,,,
player,201909220sfo,sfo,WilsJe01,fumbles_lost,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_att,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_td,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_int,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_long,0,,,,,
player,201909220sfo,sfo,KittGe00,pass_rating,,,,,,
player,201909220sfo,sfo,KittGe00,rush_att,0,,,,,
player,201909220sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201909220sfo,sfo,KittGe00,rush_td,0,,,,,
player,201909220sfo,sfo,KittGe00,rush_long,0,,,,,
player,201909220sfo,sfo,KittGe00,targets,8,,,,,
player,201909220sfo,sfo,KittGe00,rec,6,,,,,
player,201909220sfo,sfo,KittGe00,rec_yds,57,,,,,
player,201909220sfo,sfo,KittGe00,rec_td,0,,,,,
player,201909220sfo,sfo,KittGe00,rec_long,12,,,,,
player,201909220sfo,sfo,KittGe00,fumbles,0,,,,,
player,201909220sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201909220sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201909220sfo,sfo,JuszKy00,rush_att,0,,,,,
player,201909220sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201909220sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201909220sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201909220sfo,sfo,JuszKy00,targets,3,,,,,
player,201909220sfo,sfo,JuszKy00,rec,3,,,,,
player,201909220sfo,sfo,JuszKy00,rec_yds,51,,,,,
player,201909220sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201909220sfo,sfo,JuszKy00,rec_long,27,,,,,
player,201909220sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201909220sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_cmp,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_att,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_yds,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_td,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_int,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_sacked,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_long,0,,,,,
player,201909220sfo,sfo,SamuDe00,pass_rating,,,,,,
player,201909220sfo,sfo,SamuDe00,rush_att,0,,,,,
player,201909220sfo,sfo,SamuDe00,rush_yds,0,,,,,
player,201909220sfo,sfo,SamuDe00,rush_td,0,,,,,
player,201909220sfo,sfo,SamuDe00,rush_long,0,,,,,
player,201909220sfo,sfo,SamuDe00,targets,4,,,,,
player,201909220sfo,sfo,SamuDe00,rec,3,,,,,
player,201909220sfo,sfo,SamuDe00,rec_yds,44,,,,,
player,201909220sfo,sfo,SamuDe00,rec_td,0,,,,,
player,201909220sfo,sfo,SamuDe00,rec_long,20,,,,,
player,201909220sfo,sfo,SamuDe00,fumbles,0,,,,,
player,201909220sfo,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201909220sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201909220sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201909220sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201909220sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201909220sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201909220sfo,sfo,GoodMa00,targets,2,,,,,
player,201909220sfo,sfo,GoodMa00,rec,2,,,,,
player,201909220sfo,sfo,GoodMa00,rec_yds,41,,,,,
player,201909220sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201909220sfo,sfo,GoodMa00,rec_long,25,,,,,
player,201909220sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201909220sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_cmp,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_att,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_yds,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_td,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_int,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_sacked,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_long,0,,,,,
player,201909220sfo,sfo,JameRi00,pass_rating,,,,,,
player,201909220sfo,sfo,JameRi00,rush_att,0,,,,,
player,201909220sfo,sfo,JameRi00,rush_yds,0,,,,,
player,201909220sfo,sfo,JameRi00,rush_td,0,,,,,
player,201909220sfo,sfo,JameRi00,rush_long,0,,,,,
player,201909220sfo,sfo,JameRi00,targets,2,,,,,
player,201909220sfo,sfo,JameRi00,rec,2,,,,,
player,201909220sfo,sfo,JameRi00,rec_yds,22,,,,,
player,201909220sfo,sfo,JameRi00,rec_td,0,,,,,
player,201909220sfo,sfo,JameRi00,rec_long,16,,,,,
player,201909220sfo,sfo,JameRi00,fumbles,1,,,,,
player,201909220sfo,sfo,JameRi00,fumbles_lost,1,,,,,
player,201909220sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_att,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_td,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_int,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_long,0,,,,,
player,201909220sfo,sfo,BourKe00,pass_rating,,,,,,
player,201909220sfo,sfo,BourKe00,rush_att,0,,,,,
player,201909220sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201909220sfo,sfo,BourKe00,rush_td,0,,,,,
player,201909220sfo,sfo,BourKe00,rush_long,0,,,,,
player,201909220sfo,sfo,BourKe00,targets,2,,,,,
player,201909220sfo,sfo,BourKe00,rec,1,,,,,
player,201909220sfo,sfo,BourKe00,rec_yds,22,,,,,
player,201909220sfo,sfo,BourKe00,rec_td,0,,,,,
player,201909220sfo,sfo,BourKe00,rec_long,22,,,,,
player,201909220sfo,sfo,BourKe00,fumbles,0,,,,,
player,201909220sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_cmp,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_att,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_yds,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_td,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_int,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_sacked,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_long,0,,,,,
player,201909220sfo,sfo,PettDa00,pass_rating,,,,,,
player,201909220sfo,sfo,PettDa00,rush_att,0,,,,,
player,201909220sfo,sfo,PettDa00,rush_yds,0,,,,,
player,201909220sfo,sfo,PettDa00,rush_td,0,,,,,
player,201909220sfo,sfo,PettDa00,rush_long,0,,,,,
player,201909220sfo,sfo,PettDa00,targets,5,,,,,
player,201909220sfo,sfo,PettDa00,rec,4,,,,,
player,201909220sfo,sfo,PettDa00,rec_yds,20,,,,,
player,201909220sfo,sfo,PettDa00,rec_td,1,,,,,
player,201909220sfo,sfo,PettDa00,rec_long,12,,,,,
player,201909220sfo,sfo,PettDa00,fumbles,0,,,,,
player,201909220sfo,sfo,PettDa00,fumbles_lost,0,,,,,
player,201909220sfo,pit,FitzMi00,def_int,1,,,,,
player,201909220sfo,pit,FitzMi00,def_int_yds,14,,,,,
player,201909220sfo,pit,FitzMi00,def_int_td,0,,,,,
player,201909220sfo,pit,FitzMi00,def_int_long,14,,,,,
player,201909220sfo,pit,FitzMi00,pass_defended,1,,,,,
player,201909220sfo,pit,FitzMi00,sacks,0.0,,,,,
player,201909220sfo,pit,FitzMi00,tackles_combined,5,,,,,
player,201909220sfo,pit,FitzMi00,tackles_solo,4,,,,,
player,201909220sfo,pit,FitzMi00,tackles_assists,1,,,,,
player,201909220sfo,pit,FitzMi00,tackles_loss,0,,,,,
player,201909220sfo,pit,FitzMi00,qb_hits,1,,,,,
player,201909220sfo,pit,FitzMi00,fumbles_rec,0,,,,,
