game,2019,11,20191117,201911170det,dal,"Dallas Cowboys",35,det,"Detroit Lions",27
player,201911170det,dal,CoopAm00,pass_long,0,,,,,
player,201911170det,dal,CoopAm00,pass_rating,,,,,,
player,201911170det,dal,CoopAm00,rush_att,0,,,,,
player,201911170det,dal,CoopAm00,rush_yds,0,,,,,
player,201911170det,dal,CoopAm00,rush_td,0,,,,,
player,201911170det,dal,CoopAm00,rush_long,0,,,,,
player,201911170det,dal,CoopAm00,targets,8,,,,,
player,201911170det,dal,CoopAm00,rec,3,,,,,
player,201911170det,dal,CoopAm00,rec_yds,38,,,,,
player,201911170det,dal,CoopAm00,rec_td,0,,,,,
player,201911170det,dal,CoopAm00,rec_long,16,,,,,
player,201911170det,dal,CoopAm00,fumbles,0,,,,,
player,201911170det,dal,CoopAm00,fumbles_lost,0,,,,,
player,201911170det,dal,JarwBl00,pass_cmp,0,,,,,
player,201911170det,dal,JarwBl00,pass_att,0,,,,,
player,201911170det,dal,JarwBl00,pass_yds,0,,,,,
player,201911170det,dal,JarwBl00,pass_td,0,,,,,
player,201911170det,dal,JarwBl00,pass_int,0,,,,,
player,201911170det,dal,JarwBl00,pass_sacked,0,,,,,
player,201911170det,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201911170det,dal,JarwBl00,pass_long,0,,,,,
player,201911170det,dal,JarwBl00,pass_rating,,,,,,
player,201911170det,dal,JarwBl00,rush_att,0,,,,,
player,201911170det,dal,JarwBl00,rush_yds,0,,,,,
player,201911170det,dal,JarwBl00,rush_td,0,,,,,
player,201911170det,dal,JarwBl00,rush_long,0,,,,,
player,201911170det,dal,JarwBl00,targets,2,,,,,
player,201911170det,dal,JarwBl00,rec,2,,,,,
player,201911170det,dal,JarwBl00,rec_yds,38,,,,,
player,201911170det,dal,JarwBl00,rec_td,0,,,,,
player,201911170det,dal,JarwBl00,rec_long,23,,,,,
player,201911170det,dal,JarwBl00,fumbles,0,,,,,
player,201911170det,dal,JarwBl00,fumbles_lost,0,,,,,
player,201911170det,dal,WittJa00,pass_cmp,0,,,,,
player,201911170det,dal,WittJa00,pass_att,0,,,,,
player,201911170det,dal,WittJa00,pass_yds,0,,,,,
player,201911170det,dal,WittJa00,pass_td,0,,,,,
player,201911170det,dal,WittJa00,pass_int,0,,,,,
player,201911170det,dal,WittJa00,pass_sacked,0,,,,,
player,201911170det,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201911170det,dal,WittJa00,pass_long,0,,,,,
player,201911170det,dal,WittJa00,pass_rating,,,,,,
player,201911170det,dal,WittJa00,rush_att,0,,,,,
player,201911170det,dal,WittJa00,rush_yds,0,,,,,
player,201911170det,dal,WittJa00,rush_td,0,,,,,
player,201911170det,dal,WittJa00,rush_long,0,,,,,
player,201911170det,dal,WittJa00,targets,7,,,,,
player,201911170det,dal,WittJa00,rec,5,,,,,
player,201911170det,dal,WittJa00,rec_yds,33,,,,,
player,201911170det,dal,WittJa00,rec_td,0,,,,,
player,201911170det,dal,WittJa00,rec_long,11,,,,,
player,201911170det,dal,WittJa00,fumbles,0,,,,,
player,201911170det,dal,WittJa00,fumbles_lost,0,,,,,
player,201911170det,dal,AustTa00,pass_cmp,0,,,,,
player,201911170det,dal,AustTa00,pass_att,0,,,,,
player,201911170det,dal,AustTa00,pass_yds,0,,,,,
player,201911170det,dal,AustTa00,pass_td,0,,,,,
player,201911170det,dal,AustTa00,pass_int,0,,,,,
player,201911170det,dal,AustTa00,pass_sacked,0,,,,,
player,201911170det,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201911170det,dal,AustTa00,pass_long,0,,,,,
player,201911170det,dal,AustTa00,pass_rating,,,,,,
player,201911170det,dal,AustTa00,rush_att,0,,,,,
player,201911170det,dal,AustTa00,rush_yds,0,,,,,
player,201911170det,dal,AustTa00,rush_td,0,,,,,
player,201911170det,dal,AustTa00,rush_long,0,,,,,
player,201911170det,dal,AustTa00,targets,1,,,,,
player,201911170det,dal,AustTa00,rec,0,,,,,
player,201911170det,dal,AustTa00,rec_yds,0,,,,,
player,201911170det,dal,AustTa00,rec_td,0,,,,,
player,201911170det,dal,AustTa00,rec_long,0,,,,,
player,201911170det,dal,AustTa00,fumbles,0,,,,,
player,201911170det,dal,AustTa00,fumbles_lost,0,,,,,
player,201911170det,det,DrisJe00,pass_cmp,15,,,,,
player,201911170det,det,DrisJe00,pass_att,26,,,,,
player,201911170det,det,DrisJe00,pass_yds,209,,,,,
player,201911170det,det,DrisJe00,pass_td,2,,,,,
player,201911170det,det,DrisJe00,pass_int,0,,,,,
player,201911170det,det,DrisJe00,pass_sacked,3,,,,,
player,201911170det,det,DrisJe00,pass_sacked_yds,18,,,,,
player,201911170det,det,DrisJe00,pass_long,39,,,,,
player,201911170det,det,DrisJe00,pass_rating,109.3,,,,,
player,201911170det,det,DrisJe00,rush_att,8,,,,,
player,201911170det,det,DrisJe00,rush_yds,51,,,,,
player,201911170det,det,DrisJe00,rush_td,1,,,,,
player,201911170det,det,DrisJe00,rush_long,23,,,,,
player,201911170det,det,DrisJe00,targets,0,,,,,
player,201911170det,det,DrisJe00,rec,0,,,,,
player,201911170det,det,DrisJe00,rec_yds,0,,,,,
player,201911170det,det,DrisJe00,rec_td,0,,,,,
player,201911170det,det,DrisJe00,rec_long,0,,,,,
player,201911170det,det,DrisJe00,fumbles,0,,,,,
player,201911170det,det,DrisJe00,fumbles_lost,0,,,,,
player,201911170det,det,ScarBo01,pass_cmp,0,,,,,
player,201911170det,det,ScarBo01,pass_att,0,,,,,
player,201911170det,det,ScarBo01,pass_yds,0,,,,,
player,201911170det,det,ScarBo01,pass_td,0,,,,,
player,201911170det,det,ScarBo01,pass_int,0,,,,,
player,201911170det,det,ScarBo01,pass_sacked,0,,,,,
player,201911170det,det,ScarBo01,pass_sacked_yds,0,,,,,
player,201911170det,det,ScarBo01,pass_long,0,,,,,
player,201911170det,det,ScarBo01,pass_rating,,,,,,
player,201911170det,det,ScarBo01,rush_att,14,,,,,
player,201911170det,det,ScarBo01,rush_yds,55,,,,,
player,201911170det,det,ScarBo01,rush_td,1,,,,,
player,201911170det,det,ScarBo01,rush_long,23,,,,,
player,201911170det,det,ScarBo01,targets,0,,,,,
player,201911170det,det,ScarBo01,rec,0,,,,,
player,201911170det,det,ScarBo01,rec_yds,0,,,,,
player,201911170det,det,ScarBo01,rec_td,0,,,,,
player,201911170det,det,ScarBo01,rec_long,0,,,,,
player,201911170det,det,ScarBo01,fumbles,0,,,,,
player,201911170det,det,ScarBo01,fumbles_lost,0,,,,,
player,201911170det,det,McKiJ.00,pass_cmp,0,,,,,
player,201911170det,det,McKiJ.00,pass_att,0,,,,,
player,201911170det,det,McKiJ.00,pass_yds,0,,,,,
player,201911170det,det,McKiJ.00,pass_td,0,,,,,
player,201911170det,det,McKiJ.00,pass_int,0,,,,,
player,201911170det,det,McKiJ.00,pass_sacked,0,,,,,
player,201911170det,det,McKiJ.00,pass_sacked_yds,0,,,,,
player,201911170det,det,McKiJ.00,pass_long,0,,,,,
player,201911170det,det,McKiJ.00,pass_rating,,,,,,
player,201911170det,det,McKiJ.00,rush_att,3,,,,,
player,201911170det,det,McKiJ.00,rush_yds,13,,,,,
player,201911170det,det,McKiJ.00,rush_td,0,,,,,
player,201911170det,det,McKiJ.00,rush_long,6,,,,,
player,201911170det,det,McKiJ.00,targets,4,,,,,
player,201911170det,det,McKiJ.00,rec,3,,,,,
player,201911170det,det,McKiJ.00,rec_yds,40,,,,,
player,201911170det,det,McKiJ.00,rec_td,0,,,,,
player,201911170det,det,McKiJ.00,rec_long,22,,,,,
player,201911170det,det,McKiJ.00,fumbles,0,,,,,
player,201911170det,det,McKiJ.00,fumbles_lost,0,,,,,
player,201911170det,det,JohnTy02,pass_cmp,0,,,,,
player,201911170det,det,JohnTy02,pass_att,0,,,,,
player,201911170det,det,JohnTy02,pass_yds,0,,,,,
player,201911170det,det,JohnTy02,pass_td,0,,,,,
player,201911170det,det,JohnTy02,pass_int,0,,,,,
player,201911170det,det,JohnTy02,pass_sacked,0,,,,,
player,201911170det,det,JohnTy02,pass_sacked_yds,0,,,,,
player,201911170det,det,JohnTy02,pass_long,0,,,,,
player,201911170det,det,JohnTy02,pass_rating,,,,,,
player,201911170det,det,JohnTy02,rush_att,2,,,,,
player,201911170det,det,JohnTy02,rush_yds,6,,,,,
player,201911170det,det,JohnTy02,rush_td,0,,,,,
player,201911170det,det,JohnTy02,rush_long,5,,,,,
player,201911170det,det,JohnTy02,targets,1,,,,,
player,201911170det,det,JohnTy02,rec,1,,,,,
player,201911170det,det,JohnTy02,rec_yds,0,,,,,
player,201911170det,det,JohnTy02,rec_td,0,,,,,
player,201911170det,det,JohnTy02,rec_long,0,,,,,
player,201911170det,det,JohnTy02,fumbles,0,,,,,
player,201911170det,det,JohnTy02,fumbles_lost,0,,,,,
player,201911170det,det,AmenDa00,pass_cmp,0,,,,,
player,201911170det,det,AmenDa00,pass_att,0,,,,,
player,201911170det,det,AmenDa00,pass_yds,0,,,,,
player,201911170det,det,AmenDa00,pass_td,0,,,,,
player,201911170det,det,AmenDa00,pass_int,0,,,,,
player,201911170det,det,AmenDa00,pass_sacked,0,,,,,
player,201911170det,det,AmenDa00,pass_sacked_yds,0,,,,,
player,201911170det,det,AmenDa00,pass_long,0,,,,,
player,201911170det,det,AmenDa00,pass_rating,,,,,,
player,201911170det,det,AmenDa00,rush_att,0,,,,,
player,201911170det,det,AmenDa00,rush_yds,0,,,,,
player,201911170det,det,AmenDa00,rush_td,0,,,,,
player,201911170det,det,AmenDa00,rush_long,0,,,,,
player,201911170det,det,AmenDa00,targets,5,,,,,
player,201911170det,det,AmenDa00,rec,4,,,,,
player,201911170det,det,AmenDa00,rec_yds,47,,,,,
player,201911170det,det,AmenDa00,rec_td,0,,,,,
player,201911170det,det,AmenDa00,rec_long,21,,,,,
player,201911170det,det,AmenDa00,fumbles,0,,,,,
player,201911170det,det,AmenDa00,fumbles_lost,0,,,,,
player,201911170det,det,HallMa02,pass_cmp,0,,,,,
player,201911170det,det,HallMa02,pass_att,0,,,,,
player,201911170det,det,HallMa02,pass_yds,0,,,,,
player,201911170det,det,HallMa02,pass_td,0,,,,,
player,201911170det,det,HallMa02,pass_int,0,,,,,
player,201911170det,det,HallMa02,pass_sacked,0,,,,,
player,201911170det,det,HallMa02,pass_sacked_yds,0,,,,,
player,201911170det,det,HallMa02,pass_long,0,,,,,
player,201911170det,det,HallMa02,pass_rating,,,,,,
player,201911170det,det,HallMa02,rush_att,0,,,,,
player,201911170det,det,HallMa02,rush_yds,0,,,,,
player,201911170det,det,HallMa02,rush_td,0,,,,,
player,201911170det,det,HallMa02,rush_long,0,,,,,
player,201911170det,det,HallMa02,targets,1,,,,,
player,201911170det,det,HallMa02,rec,1,,,,,
player,201911170det,det,HallMa02,rec_yds,39,,,,,
player,201911170det,det,HallMa02,rec_td,0,,,,,
player,201911170det,det,HallMa02,rec_long,39,,,,,
player,201911170det,det,HallMa02,fumbles,0,,,,,
player,201911170det,det,HallMa02,fumbles_lost,0,,,,,
player,201911170det,det,GollKe00,pass_cmp,0,,,,,
player,201911170det,det,GollKe00,pass_att,0,,,,,
player,201911170det,det,GollKe00,pass_yds,0,,,,,
player,201911170det,det,GollKe00,pass_td,0,,,,,
player,201911170det,det,GollKe00,pass_int,0,,,,,
player,201911170det,det,GollKe00,pass_sacked,0,,,,,
player,201911170det,det,GollKe00,pass_sacked_yds,0,,,,,
player,201911170det,det,GollKe00,pass_long,0,,,,,
player,201911170det,det,GollKe00,pass_rating,,,,,,
player,201911170det,det,GollKe00,rush_att,0,,,,,
player,201911170det,det,GollKe00,rush_yds,0,,,,,
player,201911170det,det,GollKe00,rush_td,0,,,,,
player,201911170det,det,GollKe00,rush_long,0,,,,,
player,201911170det,det,GollKe00,targets,5,,,,,
player,201911170det,det,GollKe00,rec,1,,,,,
player,201911170det,det,GollKe00,rec_yds,34,,,,,
player,201911170det,det,GollKe00,rec_td,0,,,,,
player,201911170det,det,GollKe00,rec_long,34,,,,,
player,201911170det,det,GollKe00,fumbles,0,,,,,
player,201911170det,det,GollKe00,fumbles_lost,0,,,,,
player,201911170det,det,HockTJ00,pass_cmp,0,,,,,
player,201911170det,det,HockTJ00,pass_att,0,,,,,
player,201911170det,det,HockTJ00,pass_yds,0,,,,,
player,201911170det,det,HockTJ00,pass_td,0,,,,,
player,201911170det,det,HockTJ00,pass_int,0,,,,,
player,201911170det,det,HockTJ00,pass_sacked,0,,,,,
player,201911170det,det,HockTJ00,pass_sacked_yds,0,,,,,
player,201911170det,det,HockTJ00,pass_long,0,,,,,
player,201911170det,det,HockTJ00,pass_rating,,,,,,
player,201911170det,det,HockTJ00,rush_att,0,,,,,
player,201911170det,det,HockTJ00,rush_yds,0,,,,,
player,201911170det,det,HockTJ00,rush_td,0,,,,,
player,201911170det,det,HockTJ00,rush_long,0,,,,,
player,201911170det,det,HockTJ00,targets,2,,,,,
player,201911170det,det,HockTJ00,rec,1,,,,,
player,201911170det,det,HockTJ00,rec_yds,6,,,,,
player,201911170det,det,HockTJ00,rec_td,0,,,,,
player,201911170det,det,HockTJ00,rec_long,6,,,,,
player,201911170det,det,HockTJ00,fumbles,0,,,,,
player,201911170det,det,HockTJ00,fumbles_lost,0,,,,,
player,201911170det,det,ThomLo00,pass_cmp,0,,,,,
player,201911170det,det,ThomLo00,pass_att,0,,,,,
player,201911170det,det,ThomLo00,pass_yds,0,,,,,
player,201911170det,det,ThomLo00,pass_td,0,,,,,
player,201911170det,det,ThomLo00,pass_int,0,,,,,
player,201911170det,det,ThomLo00,pass_sacked,0,,,,,
player,201911170det,det,ThomLo00,pass_sacked_yds,0,,,,,
player,201911170det,det,ThomLo00,pass_long,0,,,,,
player,201911170det,det,ThomLo00,pass_rating,,,,,,
player,201911170det,det,ThomLo00,rush_att,0,,,,,
player,201911170det,det,ThomLo00,rush_yds,0,,,,,
player,201911170det,det,ThomLo00,rush_td,0,,,,,
player,201911170det,det,ThomLo00,rush_long,0,,,,,
player,201911170det,det,ThomLo00,targets,1,,,,,
player,201911170det,det,ThomLo00,rec,0,,,,,
player,201911170det,det,ThomLo00,rec_yds,0,,,,,
player,201911170det,det,ThomLo00,rec_td,0,,,,,
player,201911170det,det,ThomLo00,rec_long,0,,,,,
player,201911170det,det,ThomLo00,fumbles,0,,,,,
player,201911170det,det,ThomLo00,fumbles_lost,0,,,,,
player,201911170det,det,JoneMa02,pass_cmp,0,,,,,
player,201911170det,det,JoneMa02,pass_att,0,,,,,
player,201911170det,det,JoneMa02,pass_yds,0,,,,,
player,201911170det,det,JoneMa02,pass_td,0,,,,,
player,201911170det,det,JoneMa02,pass_int,0,,,,,
player,201911170det,det,JoneMa02,pass_sacked,0,,,,,
player,201911170det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201911170det,det,JoneMa02,pass_long,0,,,,,
player,201911170det,det,JoneMa02,pass_rating,,,,,,
player,201911170det,det,JoneMa02,rush_att,1,,,,,
player,201911170det,det,JoneMa02,rush_yds,-4,,,,,
player,201911170det,det,JoneMa02,rush_td,0,,,,,
player,201911170det,det,JoneMa02,rush_long,-4,,,,,
player,201911170det,det,JoneMa02,targets,5,,,,,
player,201911170det,det,JoneMa02,rec,4,,,,,
player,201911170det,det,JoneMa02,rec_yds,43,,,,,
player,201911170det,det,JoneMa02,rec_td,2,,,,,
player,201911170det,det,JoneMa02,rec_long,25,,,,,
player,201911170det,det,JoneMa02,fumbles,0,,,,,
player,201911170det,det,JoneMa02,fumbles_lost,0,,,,,
player,201911170det,dal,BennMi99,def_int,0,,,,,
player,201911170det,dal,BennMi99,def_int_yds,0,,,,,
player,201911170det,dal,BennMi99,def_int_td,0,,,,,
player,201911170det,dal,BennMi99,def_int_long,0,,,,,
player,201911170det,dal,BennMi99,pass_defended,0,,,,,
player,201911170det,dal,BennMi99,sacks,2.0,,,,,
player,201911170det,dal,BennMi99,tackles_combined,3,,,,,
player,201911170det,dal,BennMi99,tackles_solo,2,,,,,
player,201911170det,dal,BennMi99,tackles_assists,1,,,,,
player,201911170det,dal,BennMi99,tackles_loss,1,,,,,
player,201911170det,dal,BennMi99,qb_hits,1,,,,,
player,201911170det,dal,BennMi99,fumbles_rec,0,,,,,
player,201911170det,dal,BennMi99,fumbles_rec_yds,0,,,,,
player,201911170det,dal,BennMi99,fumbles_rec_td,0,,,,,
player,201911170det,dal,BennMi99,fumbles_forced,0,,,,,
player,201911170det,dal,QuinRo00,def_int,0,,,,,
player,201911170det,dal,QuinRo00,def_int_yds,0,,,,,
player,201911170det,dal,QuinRo00,def_int_td,0,,,,,
player,201911170det,dal,QuinRo00,def_int_long,0,,,,,
player,201911170det,dal,QuinRo00,pass_defended,0,,,,,
player,201911170det,dal,QuinRo00,sacks,1.0,,,,,
player,201911170det,dal,QuinRo00,tackles_combined,3,,,,,
player,201911170det,dal,QuinRo00,tackles_solo,3,,,,,
player,201911170det,dal,QuinRo00,tackles_assists,0,,,,,
player,201911170det,dal,QuinRo00,tackles_loss,2,,,,,
player,201911170det,dal,QuinRo00,qb_hits,4,,,,,
player,201911170det,dal,QuinRo00,fumbles_rec,0,,,,,
player,201911170det,dal,QuinRo00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,QuinRo00,fumbles_rec_td,0,,,,,
player,201911170det,dal,QuinRo00,fumbles_forced,0,,,,,
player,201911170det,dal,SmitJa05,def_int,0,,,,,
player,201911170det,dal,SmitJa05,def_int_yds,0,,,,,
player,201911170det,dal,SmitJa05,def_int_td,0,,,,,
player,201911170det,dal,SmitJa05,def_int_long,0,,,,,
player,201911170det,dal,SmitJa05,pass_defended,0,,,,,
player,201911170det,dal,SmitJa05,sacks,0.0,,,,,
player,201911170det,dal,SmitJa05,tackles_combined,9,,,,,
player,201911170det,dal,SmitJa05,tackles_solo,9,,,,,
player,201911170det,dal,SmitJa05,tackles_assists,0,,,,,
player,201911170det,dal,SmitJa05,tackles_loss,1,,,,,
player,201911170det,dal,SmitJa05,qb_hits,0,,,,,
player,201911170det,dal,SmitJa05,fumbles_rec,0,,,,,
player,201911170det,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201911170det,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201911170det,dal,SmitJa05,fumbles_forced,0,,,,,
player,201911170det,dal,ThomDa05,def_int,0,,,,,
player,201911170det,dal,ThomDa05,def_int_yds,0,,,,,
player,201911170det,dal,ThomDa05,def_int_td,0,,,,,
player,201911170det,dal,ThomDa05,def_int_long,0,,,,,
player,201911170det,dal,ThomDa05,pass_defended,1,,,,,
player,201911170det,dal,ThomDa05,sacks,0.0,,,,,
player,201911170det,dal,ThomDa05,tackles_combined,6,,,,,
player,201911170det,dal,ThomDa05,tackles_solo,6,,,,,
player,201911170det,dal,ThomDa05,tackles_assists,0,,,,,
player,201911170det,dal,ThomDa05,tackles_loss,0,,,,,
player,201911170det,dal,ThomDa05,qb_hits,0,,,,,
player,201911170det,dal,ThomDa05,fumbles_rec,0,,,,,
player,201911170det,dal,ThomDa05,fumbles_rec_yds,0,,,,,
player,201911170det,dal,ThomDa05,fumbles_rec_td,0,,,,,
player,201911170det,dal,ThomDa05,fumbles_forced,0,,,,,
player,201911170det,dal,LawrDe00,def_int,0,,,,,
player,201911170det,dal,LawrDe00,def_int_yds,0,,,,,
player,201911170det,dal,LawrDe00,def_int_td,0,,,,,
player,201911170det,dal,LawrDe00,def_int_long,0,,,,,
player,201911170det,dal,LawrDe00,pass_defended,0,,,,,
player,201911170det,dal,LawrDe00,sacks,0.0,,,,,
player,201911170det,dal,LawrDe00,tackles_combined,5,,,,,
player,201911170det,dal,LawrDe00,tackles_solo,5,,,,,
player,201911170det,dal,LawrDe00,tackles_assists,0,,,,,
player,201911170det,dal,LawrDe00,tackles_loss,1,,,,,
player,201911170det,dal,LawrDe00,qb_hits,1,,,,,
player,201911170det,dal,LawrDe00,fumbles_rec,0,,,,,
player,201911170det,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201911170det,dal,LawrDe00,fumbles_rec_td,0,,,,,
