game,2019,16,20191221,201912210tam,htx,"Houston Texans",23,tam,"Tampa Bay Buccaneers",20
player,201912210tam,htx,WatsDe00,rec_td,0,,,,,
player,201912210tam,htx,WatsDe00,rec_long,0,,,,,
player,201912210tam,htx,WatsDe00,fumbles,1,,,,,
player,201912210tam,htx,WatsDe00,fumbles_lost,0,,,,,
player,201912210tam,htx,HydeCa00,pass_cmp,0,,,,,
player,201912210tam,htx,HydeCa00,pass_att,0,,,,,
player,201912210tam,htx,HydeCa00,pass_yds,0,,,,,
player,201912210tam,htx,HydeCa00,pass_td,0,,,,,
player,201912210tam,htx,HydeCa00,pass_int,0,,,,,
player,201912210tam,htx,HydeCa00,pass_sacked,0,,,,,
player,201912210tam,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201912210tam,htx,HydeCa00,pass_long,0,,,,,
player,201912210tam,htx,HydeCa00,pass_rating,,,,,,
player,201912210tam,htx,HydeCa00,rush_att,17,,,,,
player,201912210tam,htx,HydeCa00,rush_yds,27,,,,,
player,201912210tam,htx,HydeCa00,rush_td,1,,,,,
player,201912210tam,htx,HydeCa00,rush_long,6,,,,,
player,201912210tam,htx,HydeCa00,targets,1,,,,,
player,201912210tam,htx,HydeCa00,rec,1,,,,,
player,201912210tam,htx,HydeCa00,rec_yds,10,,,,,
player,201912210tam,htx,HydeCa00,rec_td,0,,,,,
player,201912210tam,htx,HydeCa00,rec_long,10,,,,,
player,201912210tam,htx,HydeCa00,fumbles,0,,,,,
player,201912210tam,htx,HydeCa00,fumbles_lost,0,,,,,
player,201912210tam,htx,JohnDu00,pass_cmp,0,,,,,
player,201912210tam,htx,JohnDu00,pass_att,0,,,,,
player,201912210tam,htx,JohnDu00,pass_yds,0,,,,,
player,201912210tam,htx,JohnDu00,pass_td,0,,,,,
player,201912210tam,htx,JohnDu00,pass_int,0,,,,,
player,201912210tam,htx,JohnDu00,pass_sacked,0,,,,,
player,201912210tam,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201912210tam,htx,JohnDu00,pass_long,0,,,,,
player,201912210tam,htx,JohnDu00,pass_rating,,,,,,
player,201912210tam,htx,JohnDu00,rush_att,2,,,,,
player,201912210tam,htx,JohnDu00,rush_yds,4,,,,,
player,201912210tam,htx,JohnDu00,rush_td,0,,,,,
player,201912210tam,htx,JohnDu00,rush_long,6,,,,,
player,201912210tam,htx,JohnDu00,targets,4,,,,,
player,201912210tam,htx,JohnDu00,rec,1,,,,,
player,201912210tam,htx,JohnDu00,rec_yds,12,,,,,
player,201912210tam,htx,JohnDu00,rec_td,0,,,,,
player,201912210tam,htx,JohnDu00,rec_long,12,,,,,
player,201912210tam,htx,JohnDu00,fumbles,1,,,,,
player,201912210tam,htx,JohnDu00,fumbles_lost,1,,,,,
player,201912210tam,htx,StilKe00,pass_cmp,0,,,,,
player,201912210tam,htx,StilKe00,pass_att,0,,,,,
player,201912210tam,htx,StilKe00,pass_yds,0,,,,,
player,201912210tam,htx,StilKe00,pass_td,0,,,,,
player,201912210tam,htx,StilKe00,pass_int,0,,,,,
player,201912210tam,htx,StilKe00,pass_sacked,0,,,,,
player,201912210tam,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201912210tam,htx,StilKe00,pass_long,0,,,,,
player,201912210tam,htx,StilKe00,pass_rating,,,,,,
player,201912210tam,htx,StilKe00,rush_att,0,,,,,
player,201912210tam,htx,StilKe00,rush_yds,0,,,,,
player,201912210tam,htx,StilKe00,rush_td,0,,,,,
player,201912210tam,htx,StilKe00,rush_long,0,,,,,
player,201912210tam,htx,StilKe00,targets,9,,,,,
player,201912210tam,htx,StilKe00,rec,5,,,,,
player,201912210tam,htx,StilKe00,rec_yds,57,,,,,
player,201912210tam,htx,StilKe00,rec_td,0,,,,,
player,201912210tam,htx,StilKe00,rec_long,21,,,,,
player,201912210tam,htx,StilKe00,fumbles,0,,,,,
player,201912210tam,htx,StilKe00,fumbles_lost,0,,,,,
player,201912210tam,htx,CartDe02,pass_cmp,0,,,,,
player,201912210tam,htx,CartDe02,pass_att,0,,,,,
player,201912210tam,htx,CartDe02,pass_yds,0,,,,,
player,201912210tam,htx,CartDe02,pass_td,0,,,,,
player,201912210tam,htx,CartDe02,pass_int,0,,,,,
player,201912210tam,htx,CartDe02,pass_sacked,0,,,,,
player,201912210tam,htx,CartDe02,pass_sacked_yds,0,,,,,
player,201912210tam,htx,CartDe02,pass_long,0,,,,,
player,201912210tam,htx,CartDe02,pass_rating,,,,,,
player,201912210tam,htx,CartDe02,rush_att,0,,,,,
player,201912210tam,htx,CartDe02,rush_yds,0,,,,,
player,201912210tam,htx,CartDe02,rush_td,0,,,,,
player,201912210tam,htx,CartDe02,rush_long,0,,,,,
player,201912210tam,htx,CartDe02,targets,2,,,,,
player,201912210tam,htx,CartDe02,rec,2,,,,,
player,201912210tam,htx,CartDe02,rec_yds,44,,,,,
player,201912210tam,htx,CartDe02,rec_td,0,,,,,
player,201912210tam,htx,CartDe02,rec_long,39,,,,,
player,201912210tam,htx,CartDe02,fumbles,0,,,,,
player,201912210tam,htx,CartDe02,fumbles_lost,0,,,,,
player,201912210tam,htx,FellDa01,pass_cmp,0,,,,,
player,201912210tam,htx,FellDa01,pass_att,0,,,,,
player,201912210tam,htx,FellDa01,pass_yds,0,,,,,
player,201912210tam,htx,FellDa01,pass_td,0,,,,,
player,201912210tam,htx,FellDa01,pass_int,0,,,,,
player,201912210tam,htx,FellDa01,pass_sacked,0,,,,,
player,201912210tam,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201912210tam,htx,FellDa01,pass_long,0,,,,,
player,201912210tam,htx,FellDa01,pass_rating,,,,,,
player,201912210tam,htx,FellDa01,rush_att,0,,,,,
player,201912210tam,htx,FellDa01,rush_yds,0,,,,,
player,201912210tam,htx,FellDa01,rush_td,0,,,,,
player,201912210tam,htx,FellDa01,rush_long,0,,,,,
player,201912210tam,htx,FellDa01,targets,3,,,,,
player,201912210tam,htx,FellDa01,rec,3,,,,,
player,201912210tam,htx,FellDa01,rec_yds,27,,,,,
player,201912210tam,htx,FellDa01,rec_td,0,,,,,
player,201912210tam,htx,FellDa01,rec_long,17,,,,,
player,201912210tam,htx,FellDa01,fumbles,0,,,,,
player,201912210tam,htx,FellDa01,fumbles_lost,0,,,,,
player,201912210tam,htx,HopkDe00,pass_cmp,0,,,,,
player,201912210tam,htx,HopkDe00,pass_att,0,,,,,
player,201912210tam,htx,HopkDe00,pass_yds,0,,,,,
player,201912210tam,htx,HopkDe00,pass_td,0,,,,,
player,201912210tam,htx,HopkDe00,pass_int,0,,,,,
player,201912210tam,htx,HopkDe00,pass_sacked,0,,,,,
player,201912210tam,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201912210tam,htx,HopkDe00,pass_long,0,,,,,
player,201912210tam,htx,HopkDe00,pass_rating,,,,,,
player,201912210tam,htx,HopkDe00,rush_att,0,,,,,
player,201912210tam,htx,HopkDe00,rush_yds,0,,,,,
player,201912210tam,htx,HopkDe00,rush_td,0,,,,,
player,201912210tam,htx,HopkDe00,rush_long,0,,,,,
player,201912210tam,htx,HopkDe00,targets,9,,,,,
player,201912210tam,htx,HopkDe00,rec,5,,,,,
player,201912210tam,htx,HopkDe00,rec_yds,23,,,,,
player,201912210tam,htx,HopkDe00,rec_td,0,,,,,
player,201912210tam,htx,HopkDe00,rec_long,7,,,,,
player,201912210tam,htx,HopkDe00,fumbles,0,,,,,
player,201912210tam,htx,HopkDe00,fumbles_lost,0,,,,,
player,201912210tam,htx,FullWi01,pass_cmp,0,,,,,
player,201912210tam,htx,FullWi01,pass_att,0,,,,,
player,201912210tam,htx,FullWi01,pass_yds,0,,,,,
player,201912210tam,htx,FullWi01,pass_td,0,,,,,
player,201912210tam,htx,FullWi01,pass_int,0,,,,,
player,201912210tam,htx,FullWi01,pass_sacked,0,,,,,
player,201912210tam,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201912210tam,htx,FullWi01,pass_long,0,,,,,
player,201912210tam,htx,FullWi01,pass_rating,,,,,,
player,201912210tam,htx,FullWi01,rush_att,0,,,,,
player,201912210tam,htx,FullWi01,rush_yds,0,,,,,
player,201912210tam,htx,FullWi01,rush_td,0,,,,,
player,201912210tam,htx,FullWi01,rush_long,0,,,,,
player,201912210tam,htx,FullWi01,targets,2,,,,,
player,201912210tam,htx,FullWi01,rec,2,,,,,
player,201912210tam,htx,FullWi01,rec_yds,11,,,,,
player,201912210tam,htx,FullWi01,rec_td,0,,,,,
player,201912210tam,htx,FullWi01,rec_long,7,,,,,
player,201912210tam,htx,FullWi01,fumbles,0,,,,,
player,201912210tam,htx,FullWi01,fumbles_lost,0,,,,,
player,201912210tam,htx,AkinJo00,pass_cmp,0,,,,,
player,201912210tam,htx,AkinJo00,pass_att,0,,,,,
player,201912210tam,htx,AkinJo00,pass_yds,0,,,,,
player,201912210tam,htx,AkinJo00,pass_td,0,,,,,
player,201912210tam,htx,AkinJo00,pass_int,0,,,,,
player,201912210tam,htx,AkinJo00,pass_sacked,0,,,,,
player,201912210tam,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201912210tam,htx,AkinJo00,pass_long,0,,,,,
player,201912210tam,htx,AkinJo00,pass_rating,,,,,,
player,201912210tam,htx,AkinJo00,rush_att,0,,,,,
player,201912210tam,htx,AkinJo00,rush_yds,0,,,,,
player,201912210tam,htx,AkinJo00,rush_td,0,,,,,
player,201912210tam,htx,AkinJo00,rush_long,0,,,,,
player,201912210tam,htx,AkinJo00,targets,2,,,,,
player,201912210tam,htx,AkinJo00,rec,0,,,,,
player,201912210tam,htx,AkinJo00,rec_yds,0,,,,,
player,201912210tam,htx,AkinJo00,rec_td,0,,,,,
player,201912210tam,htx,AkinJo00,rec_long,0,,,,,
player,201912210tam,htx,AkinJo00,fumbles,0,,,,,
player,201912210tam,htx,AkinJo00,fumbles_lost,0,,,,,
player,201912210tam,tam,WinsJa00,pass_cmp,25,,,,,
player,201912210tam,tam,WinsJa00,pass_att,48,,,,,
player,201912210tam,tam,WinsJa00,pass_yds,335,,,,,
player,201912210tam,tam,WinsJa00,pass_td,1,,,,,
player,201912210tam,tam,WinsJa00,pass_int,4,,,,,
player,201912210tam,tam,WinsJa00,pass_sacked,3,,,,,
player,201912210tam,tam,WinsJa00,pass_sacked_yds,6,,,,,
player,201912210tam,tam,WinsJa00,pass_long,31,,,,,
player,201912210tam,tam,WinsJa00,pass_rating,46.8,,,,,
player,201912210tam,tam,WinsJa00,rush_att,2,,,,,
player,201912210tam,tam,WinsJa00,rush_yds,16,,,,,
player,201912210tam,tam,WinsJa00,rush_td,0,,,,,
player,201912210tam,tam,WinsJa00,rush_long,14,,,,,
player,201912210tam,tam,WinsJa00,targets,0,,,,,
player,201912210tam,tam,WinsJa00,rec,0,,,,,
player,201912210tam,tam,WinsJa00,rec_yds,0,,,,,
player,201912210tam,tam,WinsJa00,rec_td,0,,,,,
player,201912210tam,tam,WinsJa00,rec_long,0,,,,,
player,201912210tam,tam,WinsJa00,fumbles,0,,,,,
player,201912210tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201912210tam,tam,JoneRo01,pass_cmp,0,,,,,
player,201912210tam,tam,JoneRo01,pass_att,0,,,,,
player,201912210tam,tam,JoneRo01,pass_yds,0,,,,,
player,201912210tam,tam,JoneRo01,pass_td,0,,,,,
player,201912210tam,tam,JoneRo01,pass_int,0,,,,,
player,201912210tam,tam,JoneRo01,pass_sacked,0,,,,,
player,201912210tam,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201912210tam,tam,JoneRo01,pass_long,0,,,,,
player,201912210tam,tam,JoneRo01,pass_rating,,,,,,
player,201912210tam,tam,JoneRo01,rush_att,14,,,,,
player,201912210tam,tam,JoneRo01,rush_yds,77,,,,,
player,201912210tam,tam,JoneRo01,rush_td,1,,,,,
player,201912210tam,tam,JoneRo01,rush_long,49,,,,,
player,201912210tam,tam,JoneRo01,targets,4,,,,,
player,201912210tam,tam,JoneRo01,rec,3,,,,,
player,201912210tam,tam,JoneRo01,rec_yds,32,,,,,
player,201912210tam,tam,JoneRo01,rec_td,0,,,,,
player,201912210tam,tam,JoneRo01,rec_long,23,,,,,
player,201912210tam,tam,JoneRo01,fumbles,0,,,,,
player,201912210tam,tam,JoneRo01,fumbles_lost,0,,,,,
player,201912210tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201912210tam,tam,BarbPe01,pass_att,0,,,,,
player,201912210tam,tam,BarbPe01,pass_yds,0,,,,,
player,201912210tam,tam,BarbPe01,pass_td,0,,,,,
player,201912210tam,tam,BarbPe01,pass_int,0,,,,,
player,201912210tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201912210tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201912210tam,tam,BarbPe01,pass_long,0,,,,,
player,201912210tam,tam,BarbPe01,pass_rating,,,,,,
player,201912210tam,tam,BarbPe01,rush_att,5,,,,,
player,201912210tam,tam,BarbPe01,rush_yds,13,,,,,
player,201912210tam,tam,BarbPe01,rush_td,0,,,,,
player,201912210tam,tam,BarbPe01,rush_long,7,,,,,
player,201912210tam,tam,BarbPe01,targets,0,,,,,
player,201912210tam,tam,BarbPe01,rec,0,,,,,
player,201912210tam,tam,BarbPe01,rec_yds,0,,,,,
player,201912210tam,tam,BarbPe01,rec_td,0,,,,,
player,201912210tam,tam,BarbPe01,rec_long,0,,,,,
player,201912210tam,tam,BarbPe01,fumbles,1,,,,,
player,201912210tam,tam,BarbPe01,fumbles_lost,1,,,,,
player,201912210tam,tam,PerrBr02,pass_cmp,0,,,,,
player,201912210tam,tam,PerrBr02,pass_att,0,,,,,
player,201912210tam,tam,PerrBr02,pass_yds,0,,,,,
player,201912210tam,tam,PerrBr02,pass_td,0,,,,,
player,201912210tam,tam,PerrBr02,pass_int,0,,,,,
player,201912210tam,tam,PerrBr02,pass_sacked,0,,,,,
player,201912210tam,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201912210tam,tam,PerrBr02,pass_long,0,,,,,
player,201912210tam,tam,PerrBr02,pass_rating,,,,,,
player,201912210tam,tam,PerrBr02,rush_att,0,,,,,
player,201912210tam,tam,PerrBr02,rush_yds,0,,,,,
player,201912210tam,tam,PerrBr02,rush_td,0,,,,,
player,201912210tam,tam,PerrBr02,rush_long,0,,,,,
player,201912210tam,tam,PerrBr02,targets,12,,,,,
player,201912210tam,tam,PerrBr02,rec,7,,,,,
player,201912210tam,tam,PerrBr02,rec_yds,102,,,,,
player,201912210tam,tam,PerrBr02,rec_td,0,,,,,
player,201912210tam,tam,PerrBr02,rec_long,27,,,,,
player,201912210tam,tam,PerrBr02,fumbles,0,,,,,
player,201912210tam,tam,PerrBr02,fumbles_lost,0,,,,,
player,201912210tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201912210tam,tam,HowaO.00,pass_att,0,,,,,
player,201912210tam,tam,HowaO.00,pass_yds,0,,,,,
player,201912210tam,tam,HowaO.00,pass_td,0,,,,,
player,201912210tam,tam,HowaO.00,pass_int,0,,,,,
player,201912210tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201912210tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201912210tam,tam,HowaO.00,pass_long,0,,,,,
player,201912210tam,tam,HowaO.00,pass_rating,,,,,,
player,201912210tam,tam,HowaO.00,rush_att,0,,,,,
player,201912210tam,tam,HowaO.00,rush_yds,0,,,,,
player,201912210tam,tam,HowaO.00,rush_td,0,,,,,
player,201912210tam,tam,HowaO.00,rush_long,0,,,,,
player,201912210tam,tam,HowaO.00,targets,7,,,,,
player,201912210tam,tam,HowaO.00,rec,3,,,,,
player,201912210tam,tam,HowaO.00,rec_yds,46,,,,,
player,201912210tam,tam,HowaO.00,rec_td,0,,,,,
player,201912210tam,tam,HowaO.00,rec_long,18,,,,,
player,201912210tam,tam,HowaO.00,fumbles,0,,,,,
player,201912210tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201912210tam,tam,WatsJu01,pass_cmp,0,,,,,
player,201912210tam,tam,WatsJu01,pass_att,0,,,,,
player,201912210tam,tam,WatsJu01,pass_yds,0,,,,,
player,201912210tam,tam,WatsJu01,pass_td,0,,,,,
player,201912210tam,tam,WatsJu01,pass_int,0,,,,,
player,201912210tam,tam,WatsJu01,pass_sacked,0,,,,,
player,201912210tam,tam,WatsJu01,pass_sacked_yds,0,,,,,
player,201912210tam,tam,WatsJu01,pass_long,0,,,,,
player,201912210tam,tam,WatsJu01,pass_rating,,,,,,
player,201912210tam,tam,WatsJu01,rush_att,0,,,,,
player,201912210tam,tam,WatsJu01,rush_yds,0,,,,,
player,201912210tam,tam,WatsJu01,rush_td,0,,,,,
player,201912210tam,tam,WatsJu01,rush_long,0,,,,,
player,201912210tam,tam,WatsJu01,targets,10,,,,,
player,201912210tam,tam,WatsJu01,rec,5,,,,,
player,201912210tam,tam,WatsJu01,rec_yds,43,,,,,
player,201912210tam,tam,WatsJu01,rec_td,1,,,,,
player,201912210tam,tam,WatsJu01,rec_long,12,,,,,
player,201912210tam,tam,WatsJu01,fumbles,0,,,,,
player,201912210tam,tam,WatsJu01,fumbles_lost,0,,,,,
player,201912210tam,tam,OgunDa00,pass_cmp,0,,,,,
player,201912210tam,tam,OgunDa00,pass_att,0,,,,,
player,201912210tam,tam,OgunDa00,pass_yds,0,,,,,
player,201912210tam,tam,OgunDa00,pass_td,0,,,,,
player,201912210tam,tam,OgunDa00,pass_int,0,,,,,
player,201912210tam,tam,OgunDa00,pass_sacked,0,,,,,
player,201912210tam,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201912210tam,tam,OgunDa00,pass_long,0,,,,,
player,201912210tam,tam,OgunDa00,pass_rating,,,,,,
player,201912210tam,tam,OgunDa00,rush_att,0,,,,,
player,201912210tam,tam,OgunDa00,rush_yds,0,,,,,
player,201912210tam,tam,OgunDa00,rush_td,0,,,,,
player,201912210tam,tam,OgunDa00,rush_long,0,,,,,
player,201912210tam,tam,OgunDa00,targets,5,,,,,
player,201912210tam,tam,OgunDa00,rec,3,,,,,
player,201912210tam,tam,OgunDa00,rec_yds,34,,,,,
player,201912210tam,tam,OgunDa00,rec_td,0,,,,,
player,201912210tam,tam,OgunDa00,rec_long,19,,,,,
player,201912210tam,tam,OgunDa00,fumbles,0,,,,,
player,201912210tam,tam,OgunDa00,fumbles_lost,0,,,,,
player,201912210tam,tam,HymaIs00,pass_cmp,0,,,,,
player,201912210tam,tam,HymaIs00,pass_att,0,,,,,
player,201912210tam,tam,HymaIs00,pass_yds,0,,,,,
player,201912210tam,tam,HymaIs00,pass_td,0,,,,,
player,201912210tam,tam,HymaIs00,pass_int,0,,,,,
player,201912210tam,tam,HymaIs00,pass_sacked,0,,,,,
player,201912210tam,tam,HymaIs00,pass_sacked_yds,0,,,,,
player,201912210tam,tam,HymaIs00,pass_long,0,,,,,
player,201912210tam,tam,HymaIs00,pass_rating,,,,,,
player,201912210tam,tam,HymaIs00,rush_att,0,,,,,
player,201912210tam,tam,HymaIs00,rush_yds,0,,,,,
player,201912210tam,tam,HymaIs00,rush_td,0,,,,,
player,201912210tam,tam,HymaIs00,rush_long,0,,,,,
player,201912210tam,tam,HymaIs00,targets,3,,,,,
player,201912210tam,tam,HymaIs00,rec,1,,,,,
player,201912210tam,tam,HymaIs00,rec_yds,31,,,,,
player,201912210tam,tam,HymaIs00,rec_td,0,,,,,
player,201912210tam,tam,HymaIs00,rec_long,31,,,,,
player,201912210tam,tam,HymaIs00,fumbles,0,,,,,
player,201912210tam,tam,HymaIs00,fumbles_lost,0,,,,,
player,201912210tam,tam,McElCo00,pass_cmp,0,,,,,
player,201912210tam,tam,McElCo00,pass_att,0,,,,,
player,201912210tam,tam,McElCo00,pass_yds,0,,,,,
player,201912210tam,tam,McElCo00,pass_td,0,,,,,
player,201912210tam,tam,McElCo00,pass_int,0,,,,,
player,201912210tam,tam,McElCo00,pass_sacked,0,,,,,
player,201912210tam,tam,McElCo00,pass_sacked_yds,0,,,,,
player,201912210tam,tam,McElCo00,pass_long,0,,,,,
player,201912210tam,tam,McElCo00,pass_rating,,,,,,
player,201912210tam,tam,McElCo00,rush_att,0,,,,,
player,201912210tam,tam,McElCo00,rush_yds,0,,,,,
player,201912210tam,tam,McElCo00,rush_td,0,,,,,
player,201912210tam,tam,McElCo00,rush_long,0,,,,,
player,201912210tam,tam,McElCo00,targets,1,,,,,
player,201912210tam,tam,McElCo00,rec,1,,,,,
player,201912210tam,tam,McElCo00,rec_yds,30,,,,,
player,201912210tam,tam,McElCo00,rec_td,0,,,,,
player,201912210tam,tam,McElCo00,rec_long,30,,,,,
player,201912210tam,tam,McElCo00,fumbles,0,,,,,
player,201912210tam,tam,McElCo00,fumbles_lost,0,,,,,
player,201912210tam,tam,BratCa00,pass_cmp,0,,,,,
player,201912210tam,tam,BratCa00,pass_att,0,,,,,
player,201912210tam,tam,BratCa00,pass_yds,0,,,,,
player,201912210tam,tam,BratCa00,pass_td,0,,,,,
player,201912210tam,tam,BratCa00,pass_int,0,,,,,
player,201912210tam,tam,BratCa00,pass_sacked,0,,,,,
player,201912210tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201912210tam,tam,BratCa00,pass_long,0,,,,,
player,201912210tam,tam,BratCa00,pass_rating,,,,,,
player,201912210tam,tam,BratCa00,rush_att,0,,,,,
player,201912210tam,tam,BratCa00,rush_yds,0,,,,,
player,201912210tam,tam,BratCa00,rush_td,0,,,,,
player,201912210tam,tam,BratCa00,rush_long,0,,,,,
player,201912210tam,tam,BratCa00,targets,5,,,,,
player,201912210tam,tam,BratCa00,rec,2,,,,,
player,201912210tam,tam,BratCa00,rec_yds,17,,,,,
player,201912210tam,tam,BratCa00,rec_td,0,,,,,
player,201912210tam,tam,BratCa00,rec_long,12,,,,,
player,201912210tam,tam,BratCa00,fumbles,0,,,,,
player,201912210tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201912210tam,htx,ReidJu00,def_int,1,,,,,
player,201912210tam,htx,ReidJu00,def_int_yds,18,,,,,
player,201912210tam,htx,ReidJu00,def_int_td,0,,,,,
player,201912210tam,htx,ReidJu00,def_int_long,18,,,,,
player,201912210tam,htx,ReidJu00,pass_defended,1,,,,,
player,201912210tam,htx,ReidJu00,sacks,0.0,,,,,
player,201912210tam,htx,ReidJu00,tackles_combined,4,,,,,
player,201912210tam,htx,ReidJu00,tackles_solo,4,,,,,
player,201912210tam,htx,ReidJu00,tackles_assists,0,,,,,
player,201912210tam,htx,ReidJu00,tackles_loss,0,,,,,
player,201912210tam,htx,ReidJu00,qb_hits,0,,,,,
player,201912210tam,htx,ReidJu00,fumbles_rec,1,,,,,
player,201912210tam,htx,ReidJu00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,ReidJu00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,ReidJu00,fumbles_forced,0,,,,,
player,201912210tam,htx,RobyBr00,def_int,1,,,,,
player,201912210tam,htx,RobyBr00,def_int_yds,27,,,,,
player,201912210tam,htx,RobyBr00,def_int_td,1,,,,,
player,201912210tam,htx,RobyBr00,def_int_long,27,,,,,
player,201912210tam,htx,RobyBr00,pass_defended,2,,,,,
player,201912210tam,htx,RobyBr00,sacks,0.0,,,,,
player,201912210tam,htx,RobyBr00,tackles_combined,4,,,,,
player,201912210tam,htx,RobyBr00,tackles_solo,4,,,,,
player,201912210tam,htx,RobyBr00,tackles_assists,0,,,,,
player,201912210tam,htx,RobyBr00,tackles_loss,0,,,,,
player,201912210tam,htx,RobyBr00,qb_hits,0,,,,,
player,201912210tam,htx,RobyBr00,fumbles_rec,0,,,,,
player,201912210tam,htx,RobyBr00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,RobyBr00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,RobyBr00,fumbles_forced,0,,,,,
player,201912210tam,htx,AddaJa00,def_int,1,,,,,
player,201912210tam,htx,AddaJa00,def_int_yds,4,,,,,
player,201912210tam,htx,AddaJa00,def_int_td,0,,,,,
player,201912210tam,htx,AddaJa00,def_int_long,4,,,,,
player,201912210tam,htx,AddaJa00,pass_defended,1,,,,,
player,201912210tam,htx,AddaJa00,sacks,0.0,,,,,
player,201912210tam,htx,AddaJa00,tackles_combined,1,,,,,
player,201912210tam,htx,AddaJa00,tackles_solo,1,,,,,
player,201912210tam,htx,AddaJa00,tackles_assists,0,,,,,
player,201912210tam,htx,AddaJa00,tackles_loss,0,,,,,
player,201912210tam,htx,AddaJa00,qb_hits,0,,,,,
player,201912210tam,htx,AddaJa00,fumbles_rec,0,,,,,
player,201912210tam,htx,AddaJa00,fumbles_rec_yds,0,,,,,
player,201912210tam,htx,AddaJa00,fumbles_rec_td,0,,,,,
player,201912210tam,htx,AddaJa00,fumbles_forced,0,,,,,
player,201912210tam,htx,JoseJo20,def_int,1,,,,,
player,201912210tam,htx,JoseJo20,def_int_yds,0,,,,,
player,201912210tam,htx,JoseJo20,def_int_td,0,,,,,
player,201912210tam,htx,JoseJo20,def_int_long,0,,,,,
player,201912210tam,htx,JoseJo20,pass_defended,1,,,,,
player,201912210tam,htx,JoseJo20,sacks,0.0,,,,,
player,201912210tam,htx,JoseJo20,tackles_combined,0,,,,,
