game,2019,5,20191006,201910060kan,clt,"Indianapolis Colts",19,kan,"Kansas City Chiefs",13
player,201910060kan,clt,CainDe00,targets,1,,,,,
player,201910060kan,clt,CainDe00,rec,1,,,,,
player,201910060kan,clt,CainDe00,rec_yds,7,,,,,
player,201910060kan,clt,CainDe00,rec_td,0,,,,,
player,201910060kan,clt,CainDe00,rec_long,7,,,,,
player,201910060kan,clt,CainDe00,fumbles,0,,,,,
player,201910060kan,clt,CainDe00,fumbles_lost,0,,,,,
player,201910060kan,clt,RogeCh02,pass_cmp,0,,,,,
player,201910060kan,clt,RogeCh02,pass_att,0,,,,,
player,201910060kan,clt,RogeCh02,pass_yds,0,,,,,
player,201910060kan,clt,RogeCh02,pass_td,0,,,,,
player,201910060kan,clt,RogeCh02,pass_int,0,,,,,
player,201910060kan,clt,RogeCh02,pass_sacked,0,,,,,
player,201910060kan,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201910060kan,clt,RogeCh02,pass_long,0,,,,,
player,201910060kan,clt,RogeCh02,pass_rating,,,,,,
player,201910060kan,clt,RogeCh02,rush_att,0,,,,,
player,201910060kan,clt,RogeCh02,rush_yds,0,,,,,
player,201910060kan,clt,RogeCh02,rush_td,0,,,,,
player,201910060kan,clt,RogeCh02,rush_long,0,,,,,
player,201910060kan,clt,RogeCh02,targets,1,,,,,
player,201910060kan,clt,RogeCh02,rec,0,,,,,
player,201910060kan,clt,RogeCh02,rec_yds,0,,,,,
player,201910060kan,clt,RogeCh02,rec_td,0,,,,,
player,201910060kan,clt,RogeCh02,rec_long,0,,,,,
player,201910060kan,clt,RogeCh02,fumbles,0,,,,,
player,201910060kan,clt,RogeCh02,fumbles_lost,0,,,,,
player,201910060kan,clt,HineNy00,pass_cmp,0,,,,,
player,201910060kan,clt,HineNy00,pass_att,0,,,,,
player,201910060kan,clt,HineNy00,pass_yds,0,,,,,
player,201910060kan,clt,HineNy00,pass_td,0,,,,,
player,201910060kan,clt,HineNy00,pass_int,0,,,,,
player,201910060kan,clt,HineNy00,pass_sacked,0,,,,,
player,201910060kan,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201910060kan,clt,HineNy00,pass_long,0,,,,,
player,201910060kan,clt,HineNy00,pass_rating,,,,,,
player,201910060kan,clt,HineNy00,rush_att,2,,,,,
player,201910060kan,clt,HineNy00,rush_yds,-1,,,,,
player,201910060kan,clt,HineNy00,rush_td,0,,,,,
player,201910060kan,clt,HineNy00,rush_long,3,,,,,
player,201910060kan,clt,HineNy00,targets,5,,,,,
player,201910060kan,clt,HineNy00,rec,4,,,,,
player,201910060kan,clt,HineNy00,rec_yds,46,,,,,
player,201910060kan,clt,HineNy00,rec_td,0,,,,,
player,201910060kan,clt,HineNy00,rec_long,18,,,,,
player,201910060kan,clt,HineNy00,fumbles,0,,,,,
player,201910060kan,clt,HineNy00,fumbles_lost,0,,,,,
player,201910060kan,kan,MahoPa00,pass_cmp,22,,,,,
player,201910060kan,kan,MahoPa00,pass_att,39,,,,,
player,201910060kan,kan,MahoPa00,pass_yds,321,,,,,
player,201910060kan,kan,MahoPa00,pass_td,1,,,,,
player,201910060kan,kan,MahoPa00,pass_int,0,,,,,
player,201910060kan,kan,MahoPa00,pass_sacked,4,,,,,
player,201910060kan,kan,MahoPa00,pass_sacked_yds,33,,,,,
player,201910060kan,kan,MahoPa00,pass_long,31,,,,,
player,201910060kan,kan,MahoPa00,pass_rating,91.9,,,,,
player,201910060kan,kan,MahoPa00,rush_att,3,,,,,
player,201910060kan,kan,MahoPa00,rush_yds,17,,,,,
player,201910060kan,kan,MahoPa00,rush_td,0,,,,,
player,201910060kan,kan,MahoPa00,rush_long,14,,,,,
player,201910060kan,kan,MahoPa00,targets,0,,,,,
player,201910060kan,kan,MahoPa00,rec,0,,,,,
player,201910060kan,kan,MahoPa00,rec_yds,0,,,,,
player,201910060kan,kan,MahoPa00,rec_td,0,,,,,
player,201910060kan,kan,MahoPa00,rec_long,0,,,,,
player,201910060kan,kan,MahoPa00,fumbles,0,,,,,
player,201910060kan,kan,MahoPa00,fumbles_lost,0,,,,,
player,201910060kan,kan,WillDa05,pass_cmp,0,,,,,
player,201910060kan,kan,WillDa05,pass_att,0,,,,,
player,201910060kan,kan,WillDa05,pass_yds,0,,,,,
player,201910060kan,kan,WillDa05,pass_td,0,,,,,
player,201910060kan,kan,WillDa05,pass_int,0,,,,,
player,201910060kan,kan,WillDa05,pass_sacked,0,,,,,
player,201910060kan,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201910060kan,kan,WillDa05,pass_long,0,,,,,
player,201910060kan,kan,WillDa05,pass_rating,,,,,,
player,201910060kan,kan,WillDa05,rush_att,9,,,,,
player,201910060kan,kan,WillDa05,rush_yds,23,,,,,
player,201910060kan,kan,WillDa05,rush_td,0,,,,,
player,201910060kan,kan,WillDa05,rush_long,6,,,,,
player,201910060kan,kan,WillDa05,targets,4,,,,,
player,201910060kan,kan,WillDa05,rec,3,,,,,
player,201910060kan,kan,WillDa05,rec_yds,15,,,,,
player,201910060kan,kan,WillDa05,rec_td,0,,,,,
player,201910060kan,kan,WillDa05,rec_long,7,,,,,
player,201910060kan,kan,WillDa05,fumbles,0,,,,,
player,201910060kan,kan,WillDa05,fumbles_lost,0,,,,,
player,201910060kan,kan,SherAn00,pass_cmp,0,,,,,
player,201910060kan,kan,SherAn00,pass_att,0,,,,,
player,201910060kan,kan,SherAn00,pass_yds,0,,,,,
player,201910060kan,kan,SherAn00,pass_td,0,,,,,
player,201910060kan,kan,SherAn00,pass_int,0,,,,,
player,201910060kan,kan,SherAn00,pass_sacked,0,,,,,
player,201910060kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201910060kan,kan,SherAn00,pass_long,0,,,,,
player,201910060kan,kan,SherAn00,pass_rating,,,,,,
player,201910060kan,kan,SherAn00,rush_att,1,,,,,
player,201910060kan,kan,SherAn00,rush_yds,2,,,,,
player,201910060kan,kan,SherAn00,rush_td,0,,,,,
player,201910060kan,kan,SherAn00,rush_long,2,,,,,
player,201910060kan,kan,SherAn00,targets,1,,,,,
player,201910060kan,kan,SherAn00,rec,0,,,,,
player,201910060kan,kan,SherAn00,rec_yds,0,,,,,
player,201910060kan,kan,SherAn00,rec_td,0,,,,,
player,201910060kan,kan,SherAn00,rec_long,0,,,,,
player,201910060kan,kan,SherAn00,fumbles,0,,,,,
player,201910060kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201910060kan,kan,PrinBy00,pass_cmp,0,,,,,
player,201910060kan,kan,PrinBy00,pass_att,0,,,,,
player,201910060kan,kan,PrinBy00,pass_yds,0,,,,,
player,201910060kan,kan,PrinBy00,pass_td,0,,,,,
player,201910060kan,kan,PrinBy00,pass_int,0,,,,,
player,201910060kan,kan,PrinBy00,pass_sacked,0,,,,,
player,201910060kan,kan,PrinBy00,pass_sacked_yds,0,,,,,
player,201910060kan,kan,PrinBy00,pass_long,0,,,,,
player,201910060kan,kan,PrinBy00,pass_rating,,,,,,
player,201910060kan,kan,PrinBy00,rush_att,0,,,,,
player,201910060kan,kan,PrinBy00,rush_yds,0,,,,,
player,201910060kan,kan,PrinBy00,rush_td,0,,,,,
player,201910060kan,kan,PrinBy00,rush_long,0,,,,,
player,201910060kan,kan,PrinBy00,targets,9,,,,,
player,201910060kan,kan,PrinBy00,rec,6,,,,,
player,201910060kan,kan,PrinBy00,rec_yds,103,,,,,
player,201910060kan,kan,PrinBy00,rec_td,1,,,,,
player,201910060kan,kan,PrinBy00,rec_long,28,,,,,
player,201910060kan,kan,PrinBy00,fumbles,0,,,,,
player,201910060kan,kan,PrinBy00,fumbles_lost,0,,,,,
player,201910060kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201910060kan,kan,KelcTr00,pass_att,0,,,,,
player,201910060kan,kan,KelcTr00,pass_yds,0,,,,,
player,201910060kan,kan,KelcTr00,pass_td,0,,,,,
player,201910060kan,kan,KelcTr00,pass_int,0,,,,,
player,201910060kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201910060kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201910060kan,kan,KelcTr00,pass_long,0,,,,,
player,201910060kan,kan,KelcTr00,pass_rating,,,,,,
player,201910060kan,kan,KelcTr00,rush_att,0,,,,,
player,201910060kan,kan,KelcTr00,rush_yds,0,,,,,
player,201910060kan,kan,KelcTr00,rush_td,0,,,,,
player,201910060kan,kan,KelcTr00,rush_long,0,,,,,
player,201910060kan,kan,KelcTr00,targets,10,,,,,
player,201910060kan,kan,KelcTr00,rec,4,,,,,
player,201910060kan,kan,KelcTr00,rec_yds,70,,,,,
player,201910060kan,kan,KelcTr00,rec_td,0,,,,,
player,201910060kan,kan,KelcTr00,rec_long,24,,,,,
player,201910060kan,kan,KelcTr00,fumbles,0,,,,,
player,201910060kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201910060kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201910060kan,kan,RobiDe01,pass_att,0,,,,,
player,201910060kan,kan,RobiDe01,pass_yds,0,,,,,
player,201910060kan,kan,RobiDe01,pass_td,0,,,,,
player,201910060kan,kan,RobiDe01,pass_int,0,,,,,
player,201910060kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201910060kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201910060kan,kan,RobiDe01,pass_long,0,,,,,
player,201910060kan,kan,RobiDe01,pass_rating,,,,,,
player,201910060kan,kan,RobiDe01,rush_att,0,,,,,
player,201910060kan,kan,RobiDe01,rush_yds,0,,,,,
player,201910060kan,kan,RobiDe01,rush_td,0,,,,,
player,201910060kan,kan,RobiDe01,rush_long,0,,,,,
player,201910060kan,kan,RobiDe01,targets,6,,,,,
player,201910060kan,kan,RobiDe01,rec,3,,,,,
player,201910060kan,kan,RobiDe01,rec_yds,31,,,,,
player,201910060kan,kan,RobiDe01,rec_td,0,,,,,
player,201910060kan,kan,RobiDe01,rec_long,14,,,,,
player,201910060kan,kan,RobiDe01,fumbles,0,,,,,
player,201910060kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201910060kan,kan,McCoLe01,pass_cmp,0,,,,,
player,201910060kan,kan,McCoLe01,pass_att,0,,,,,
player,201910060kan,kan,McCoLe01,pass_yds,0,,,,,
player,201910060kan,kan,McCoLe01,pass_td,0,,,,,
player,201910060kan,kan,McCoLe01,pass_int,0,,,,,
player,201910060kan,kan,McCoLe01,pass_sacked,0,,,,,
player,201910060kan,kan,McCoLe01,pass_sacked_yds,0,,,,,
player,201910060kan,kan,McCoLe01,pass_long,0,,,,,
player,201910060kan,kan,McCoLe01,pass_rating,,,,,,
player,201910060kan,kan,McCoLe01,rush_att,0,,,,,
player,201910060kan,kan,McCoLe01,rush_yds,0,,,,,
player,201910060kan,kan,McCoLe01,rush_td,0,,,,,
player,201910060kan,kan,McCoLe01,rush_long,0,,,,,
player,201910060kan,kan,McCoLe01,targets,2,,,,,
player,201910060kan,kan,McCoLe01,rec,2,,,,,
player,201910060kan,kan,McCoLe01,rec_yds,23,,,,,
player,201910060kan,kan,McCoLe01,rec_td,0,,,,,
player,201910060kan,kan,McCoLe01,rec_long,21,,,,,
player,201910060kan,kan,McCoLe01,fumbles,1,,,,,
player,201910060kan,kan,McCoLe01,fumbles_lost,1,,,,,
player,201910060kan,kan,HardMe00,pass_cmp,0,,,,,
player,201910060kan,kan,HardMe00,pass_att,0,,,,,
player,201910060kan,kan,HardMe00,pass_yds,0,,,,,
player,201910060kan,kan,HardMe00,pass_td,0,,,,,
player,201910060kan,kan,HardMe00,pass_int,0,,,,,
player,201910060kan,kan,HardMe00,pass_sacked,0,,,,,
player,201910060kan,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201910060kan,kan,HardMe00,pass_long,0,,,,,
player,201910060kan,kan,HardMe00,pass_rating,,,,,,
player,201910060kan,kan,HardMe00,rush_att,1,,,,,
player,201910060kan,kan,HardMe00,rush_yds,-6,,,,,
player,201910060kan,kan,HardMe00,rush_td,0,,,,,
player,201910060kan,kan,HardMe00,rush_long,-6,,,,,
player,201910060kan,kan,HardMe00,targets,6,,,,,
player,201910060kan,kan,HardMe00,rec,4,,,,,
player,201910060kan,kan,HardMe00,rec_yds,79,,,,,
player,201910060kan,kan,HardMe00,rec_td,0,,,,,
player,201910060kan,kan,HardMe00,rec_long,31,,,,,
player,201910060kan,kan,HardMe00,fumbles,0,,,,,
player,201910060kan,kan,HardMe00,fumbles_lost,0,,,,,
player,201910060kan,clt,HousJu00,def_int,0,,,,,
player,201910060kan,clt,HousJu00,def_int_yds,0,,,,,
player,201910060kan,clt,HousJu00,def_int_td,0,,,,,
player,201910060kan,clt,HousJu00,def_int_long,0,,,,,
player,201910060kan,clt,HousJu00,pass_defended,0,,,,,
player,201910060kan,clt,HousJu00,sacks,1.0,,,,,
player,201910060kan,clt,HousJu00,tackles_combined,4,,,,,
player,201910060kan,clt,HousJu00,tackles_solo,3,,,,,
player,201910060kan,clt,HousJu00,tackles_assists,1,,,,,
player,201910060kan,clt,HousJu00,tackles_loss,2,,,,,
player,201910060kan,clt,HousJu00,qb_hits,1,,,,,
player,201910060kan,clt,HousJu00,fumbles_rec,0,,,,,
player,201910060kan,clt,HousJu00,fumbles_rec_yds,0,,,,,
player,201910060kan,clt,HousJu00,fumbles_rec_td,0,,,,,
player,201910060kan,clt,HousJu00,fumbles_forced,0,,,,,
player,201910060kan,clt,MoorKe03,def_int,0,,,,,
player,201910060kan,clt,MoorKe03,def_int_yds,0,,,,,
player,201910060kan,clt,MoorKe03,def_int_td,0,,,,,
player,201910060kan,clt,MoorKe03,def_int_long,0,,,,,
player,201910060kan,clt,MoorKe03,pass_defended,0,,,,,
player,201910060kan,clt,MoorKe03,sacks,1.0,,,,,
player,201910060kan,clt,MoorKe03,tackles_combined,4,,,,,
player,201910060kan,clt,MoorKe03,tackles_solo,3,,,,,
player,201910060kan,clt,MoorKe03,tackles_assists,1,,,,,
player,201910060kan,clt,MoorKe03,tackles_loss,1,,,,,
player,201910060kan,clt,MoorKe03,qb_hits,1,,,,,
player,201910060kan,clt,MoorKe03,fumbles_rec,0,,,,,
player,201910060kan,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201910060kan,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201910060kan,clt,MoorKe03,fumbles_forced,0,,,,,
player,201910060kan,clt,StewGr00,def_int,0,,,,,
player,201910060kan,clt,StewGr00,def_int_yds,0,,,,,
player,201910060kan,clt,StewGr00,def_int_td,0,,,,,
player,201910060kan,clt,StewGr00,def_int_long,0,,,,,
player,201910060kan,clt,StewGr00,pass_defended,0,,,,,
player,201910060kan,clt,StewGr00,sacks,1.0,,,,,
player,201910060kan,clt,StewGr00,tackles_combined,2,,,,,
player,201910060kan,clt,StewGr00,tackles_solo,2,,,,,
player,201910060kan,clt,StewGr00,tackles_assists,0,,,,,
player,201910060kan,clt,StewGr00,tackles_loss,1,,,,,
player,201910060kan,clt,StewGr00,qb_hits,1,,,,,
player,201910060kan,clt,StewGr00,fumbles_rec,0,,,,,
player,201910060kan,clt,StewGr00,fumbles_rec_yds,0,,,,,
player,201910060kan,clt,StewGr00,fumbles_rec_td,0,,,,,
player,201910060kan,clt,StewGr00,fumbles_forced,0,,,,,
player,201910060kan,clt,TuraKe00,def_int,0,,,,,
player,201910060kan,clt,TuraKe00,def_int_yds,0,,,,,
player,201910060kan,clt,TuraKe00,def_int_td,0,,,,,
player,201910060kan,clt,TuraKe00,def_int_long,0,,,,,
player,201910060kan,clt,TuraKe00,pass_defended,0,,,,,
player,201910060kan,clt,TuraKe00,sacks,0.5,,,,,
player,201910060kan,clt,TuraKe00,tackles_combined,2,,,,,
player,201910060kan,clt,TuraKe00,tackles_solo,0,,,,,
player,201910060kan,clt,TuraKe00,tackles_assists,2,,,,,
