game,2019,10,20191110,201911100oti,kan,"Kansas City Chiefs",32,oti,"Tennessee Titans",35
player,201911100oti,kan,ColqDu20,pass_cmp,0,,,,,
player,201911100oti,kan,ColqDu20,pass_att,1,,,,,
player,201911100oti,kan,ColqDu20,pass_yds,0,,,,,
player,201911100oti,kan,ColqDu20,pass_td,0,,,,,
player,201911100oti,kan,ColqDu20,pass_int,0,,,,,
player,201911100oti,kan,ColqDu20,pass_sacked,0,,,,,
player,201911100oti,kan,ColqDu20,pass_sacked_yds,0,,,,,
player,201911100oti,kan,ColqDu20,pass_long,0,,,,,
player,201911100oti,kan,ColqDu20,pass_rating,39.6,,,,,
player,201911100oti,kan,ColqDu20,rush_att,0,,,,,
player,201911100oti,kan,ColqDu20,rush_yds,0,,,,,
player,201911100oti,kan,ColqDu20,rush_td,0,,,,,
player,201911100oti,kan,ColqDu20,rush_long,0,,,,,
player,201911100oti,kan,ColqDu20,targets,0,,,,,
player,201911100oti,kan,ColqDu20,rec,0,,,,,
player,201911100oti,kan,ColqDu20,rec_yds,0,,,,,
player,201911100oti,kan,ColqDu20,rec_td,0,,,,,
player,201911100oti,kan,ColqDu20,rec_long,0,,,,,
player,201911100oti,kan,ColqDu20,fumbles,0,,,,,
player,201911100oti,kan,ColqDu20,fumbles_lost,0,,,,,
player,201911100oti,kan,WillDa05,pass_cmp,0,,,,,
player,201911100oti,kan,WillDa05,pass_att,0,,,,,
player,201911100oti,kan,WillDa05,pass_yds,0,,,,,
player,201911100oti,kan,WillDa05,pass_td,0,,,,,
player,201911100oti,kan,WillDa05,pass_int,0,,,,,
player,201911100oti,kan,WillDa05,pass_sacked,0,,,,,
player,201911100oti,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201911100oti,kan,WillDa05,pass_long,0,,,,,
player,201911100oti,kan,WillDa05,pass_rating,,,,,,
player,201911100oti,kan,WillDa05,rush_att,19,,,,,
player,201911100oti,kan,WillDa05,rush_yds,77,,,,,
player,201911100oti,kan,WillDa05,rush_td,0,,,,,
player,201911100oti,kan,WillDa05,rush_long,15,,,,,
player,201911100oti,kan,WillDa05,targets,5,,,,,
player,201911100oti,kan,WillDa05,rec,5,,,,,
player,201911100oti,kan,WillDa05,rec_yds,32,,,,,
player,201911100oti,kan,WillDa05,rec_td,0,,,,,
player,201911100oti,kan,WillDa05,rec_long,10,,,,,
player,201911100oti,kan,WillDa05,fumbles,1,,,,,
player,201911100oti,kan,WillDa05,fumbles_lost,1,,,,,
player,201911100oti,kan,WatkSa00,pass_cmp,0,,,,,
player,201911100oti,kan,WatkSa00,pass_att,0,,,,,
player,201911100oti,kan,WatkSa00,pass_yds,0,,,,,
player,201911100oti,kan,WatkSa00,pass_td,0,,,,,
player,201911100oti,kan,WatkSa00,pass_int,0,,,,,
player,201911100oti,kan,WatkSa00,pass_sacked,0,,,,,
player,201911100oti,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201911100oti,kan,WatkSa00,pass_long,0,,,,,
player,201911100oti,kan,WatkSa00,pass_rating,,,,,,
player,201911100oti,kan,WatkSa00,rush_att,2,,,,,
player,201911100oti,kan,WatkSa00,rush_yds,12,,,,,
player,201911100oti,kan,WatkSa00,rush_td,0,,,,,
player,201911100oti,kan,WatkSa00,rush_long,11,,,,,
player,201911100oti,kan,WatkSa00,targets,9,,,,,
player,201911100oti,kan,WatkSa00,rec,5,,,,,
player,201911100oti,kan,WatkSa00,rec_yds,39,,,,,
player,201911100oti,kan,WatkSa00,rec_td,0,,,,,
player,201911100oti,kan,WatkSa00,rec_long,10,,,,,
player,201911100oti,kan,WatkSa00,fumbles,0,,,,,
player,201911100oti,kan,WatkSa00,fumbles_lost,0,,,,,
player,201911100oti,kan,WillDa10,pass_cmp,0,,,,,
player,201911100oti,kan,WillDa10,pass_att,0,,,,,
player,201911100oti,kan,WillDa10,pass_yds,0,,,,,
player,201911100oti,kan,WillDa10,pass_td,0,,,,,
player,201911100oti,kan,WillDa10,pass_int,0,,,,,
player,201911100oti,kan,WillDa10,pass_sacked,0,,,,,
player,201911100oti,kan,WillDa10,pass_sacked_yds,0,,,,,
player,201911100oti,kan,WillDa10,pass_long,0,,,,,
player,201911100oti,kan,WillDa10,pass_rating,,,,,,
player,201911100oti,kan,WillDa10,rush_att,2,,,,,
player,201911100oti,kan,WillDa10,rush_yds,6,,,,,
player,201911100oti,kan,WillDa10,rush_td,0,,,,,
player,201911100oti,kan,WillDa10,rush_long,5,,,,,
player,201911100oti,kan,WillDa10,targets,1,,,,,
player,201911100oti,kan,WillDa10,rec,1,,,,,
player,201911100oti,kan,WillDa10,rec_yds,9,,,,,
player,201911100oti,kan,WillDa10,rec_td,0,,,,,
player,201911100oti,kan,WillDa10,rec_long,9,,,,,
player,201911100oti,kan,WillDa10,fumbles,0,,,,,
player,201911100oti,kan,WillDa10,fumbles_lost,0,,,,,
player,201911100oti,kan,HillTy00,pass_cmp,0,,,,,
player,201911100oti,kan,HillTy00,pass_att,0,,,,,
player,201911100oti,kan,HillTy00,pass_yds,0,,,,,
player,201911100oti,kan,HillTy00,pass_td,0,,,,,
player,201911100oti,kan,HillTy00,pass_int,0,,,,,
player,201911100oti,kan,HillTy00,pass_sacked,0,,,,,
player,201911100oti,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201911100oti,kan,HillTy00,pass_long,0,,,,,
player,201911100oti,kan,HillTy00,pass_rating,,,,,,
player,201911100oti,kan,HillTy00,rush_att,1,,,,,
player,201911100oti,kan,HillTy00,rush_yds,3,,,,,
player,201911100oti,kan,HillTy00,rush_td,0,,,,,
player,201911100oti,kan,HillTy00,rush_long,3,,,,,
player,201911100oti,kan,HillTy00,targets,19,,,,,
player,201911100oti,kan,HillTy00,rec,11,,,,,
player,201911100oti,kan,HillTy00,rec_yds,157,,,,,
player,201911100oti,kan,HillTy00,rec_td,1,,,,,
player,201911100oti,kan,HillTy00,rec_long,39,,,,,
player,201911100oti,kan,HillTy00,fumbles,0,,,,,
player,201911100oti,kan,HillTy00,fumbles_lost,0,,,,,
player,201911100oti,kan,KelcTr00,pass_cmp,0,,,,,
player,201911100oti,kan,KelcTr00,pass_att,0,,,,,
player,201911100oti,kan,KelcTr00,pass_yds,0,,,,,
player,201911100oti,kan,KelcTr00,pass_td,0,,,,,
player,201911100oti,kan,KelcTr00,pass_int,0,,,,,
player,201911100oti,kan,KelcTr00,pass_sacked,0,,,,,
player,201911100oti,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201911100oti,kan,KelcTr00,pass_long,0,,,,,
player,201911100oti,kan,KelcTr00,pass_rating,,,,,,
player,201911100oti,kan,KelcTr00,rush_att,0,,,,,
player,201911100oti,kan,KelcTr00,rush_yds,0,,,,,
player,201911100oti,kan,KelcTr00,rush_td,0,,,,,
player,201911100oti,kan,KelcTr00,rush_long,0,,,,,
player,201911100oti,kan,KelcTr00,targets,7,,,,,
player,201911100oti,kan,KelcTr00,rec,7,,,,,
player,201911100oti,kan,KelcTr00,rec_yds,75,,,,,
player,201911100oti,kan,KelcTr00,rec_td,1,,,,,
player,201911100oti,kan,KelcTr00,rec_long,17,,,,,
player,201911100oti,kan,KelcTr00,fumbles,0,,,,,
player,201911100oti,kan,KelcTr00,fumbles_lost,0,,,,,
player,201911100oti,kan,HardMe00,pass_cmp,0,,,,,
player,201911100oti,kan,HardMe00,pass_att,0,,,,,
player,201911100oti,kan,HardMe00,pass_yds,0,,,,,
player,201911100oti,kan,HardMe00,pass_td,0,,,,,
player,201911100oti,kan,HardMe00,pass_int,0,,,,,
player,201911100oti,kan,HardMe00,pass_sacked,0,,,,,
player,201911100oti,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201911100oti,kan,HardMe00,pass_long,0,,,,,
player,201911100oti,kan,HardMe00,pass_rating,,,,,,
player,201911100oti,kan,HardMe00,rush_att,0,,,,,
player,201911100oti,kan,HardMe00,rush_yds,0,,,,,
player,201911100oti,kan,HardMe00,rush_td,0,,,,,
player,201911100oti,kan,HardMe00,rush_long,0,,,,,
player,201911100oti,kan,HardMe00,targets,1,,,,,
player,201911100oti,kan,HardMe00,rec,1,,,,,
player,201911100oti,kan,HardMe00,rec_yds,63,,,,,
player,201911100oti,kan,HardMe00,rec_td,1,,,,,
player,201911100oti,kan,HardMe00,rec_long,63,,,,,
player,201911100oti,kan,HardMe00,fumbles,0,,,,,
player,201911100oti,kan,HardMe00,fumbles_lost,0,,,,,
player,201911100oti,kan,RobiDe01,pass_cmp,0,,,,,
player,201911100oti,kan,RobiDe01,pass_att,0,,,,,
player,201911100oti,kan,RobiDe01,pass_yds,0,,,,,
player,201911100oti,kan,RobiDe01,pass_td,0,,,,,
player,201911100oti,kan,RobiDe01,pass_int,0,,,,,
player,201911100oti,kan,RobiDe01,pass_sacked,0,,,,,
player,201911100oti,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201911100oti,kan,RobiDe01,pass_long,0,,,,,
player,201911100oti,kan,RobiDe01,pass_rating,,,,,,
player,201911100oti,kan,RobiDe01,rush_att,0,,,,,
player,201911100oti,kan,RobiDe01,rush_yds,0,,,,,
player,201911100oti,kan,RobiDe01,rush_td,0,,,,,
player,201911100oti,kan,RobiDe01,rush_long,0,,,,,
player,201911100oti,kan,RobiDe01,targets,5,,,,,
player,201911100oti,kan,RobiDe01,rec,4,,,,,
player,201911100oti,kan,RobiDe01,rec_yds,56,,,,,
player,201911100oti,kan,RobiDe01,rec_td,0,,,,,
player,201911100oti,kan,RobiDe01,rec_long,23,,,,,
player,201911100oti,kan,RobiDe01,fumbles,0,,,,,
player,201911100oti,kan,RobiDe01,fumbles_lost,0,,,,,
player,201911100oti,kan,YeldDe00,pass_cmp,0,,,,,
player,201911100oti,kan,YeldDe00,pass_att,0,,,,,
player,201911100oti,kan,YeldDe00,pass_yds,0,,,,,
player,201911100oti,kan,YeldDe00,pass_td,0,,,,,
player,201911100oti,kan,YeldDe00,pass_int,0,,,,,
player,201911100oti,kan,YeldDe00,pass_sacked,0,,,,,
player,201911100oti,kan,YeldDe00,pass_sacked_yds,0,,,,,
player,201911100oti,kan,YeldDe00,pass_long,0,,,,,
player,201911100oti,kan,YeldDe00,pass_rating,,,,,,
player,201911100oti,kan,YeldDe00,rush_att,0,,,,,
player,201911100oti,kan,YeldDe00,rush_yds,0,,,,,
player,201911100oti,kan,YeldDe00,rush_td,0,,,,,
player,201911100oti,kan,YeldDe00,rush_long,0,,,,,
player,201911100oti,kan,YeldDe00,targets,1,,,,,
player,201911100oti,kan,YeldDe00,rec,1,,,,,
player,201911100oti,kan,YeldDe00,rec_yds,7,,,,,
player,201911100oti,kan,YeldDe00,rec_td,0,,,,,
player,201911100oti,kan,YeldDe00,rec_long,7,,,,,
player,201911100oti,kan,YeldDe00,fumbles,0,,,,,
player,201911100oti,kan,YeldDe00,fumbles_lost,0,,,,,
player,201911100oti,kan,ThomDa06,pass_cmp,0,,,,,
player,201911100oti,kan,ThomDa06,pass_att,0,,,,,
player,201911100oti,kan,ThomDa06,pass_yds,0,,,,,
player,201911100oti,kan,ThomDa06,pass_td,0,,,,,
player,201911100oti,kan,ThomDa06,pass_int,0,,,,,
player,201911100oti,kan,ThomDa06,pass_sacked,0,,,,,
player,201911100oti,kan,ThomDa06,pass_sacked_yds,0,,,,,
player,201911100oti,kan,ThomDa06,pass_long,0,,,,,
player,201911100oti,kan,ThomDa06,pass_rating,,,,,,
player,201911100oti,kan,ThomDa06,rush_att,1,,,,,
player,201911100oti,kan,ThomDa06,rush_yds,-1,,,,,
player,201911100oti,kan,ThomDa06,rush_td,0,,,,,
player,201911100oti,kan,ThomDa06,rush_long,-1,,,,,
player,201911100oti,kan,ThomDa06,targets,1,,,,,
player,201911100oti,kan,ThomDa06,rec,1,,,,,
player,201911100oti,kan,ThomDa06,rec_yds,8,,,,,
player,201911100oti,kan,ThomDa06,rec_td,0,,,,,
player,201911100oti,kan,ThomDa06,rec_long,8,,,,,
player,201911100oti,kan,ThomDa06,fumbles,0,,,,,
player,201911100oti,kan,ThomDa06,fumbles_lost,0,,,,,
player,201911100oti,oti,TannRy00,pass_cmp,13,,,,,
player,201911100oti,oti,TannRy00,pass_att,19,,,,,
player,201911100oti,oti,TannRy00,pass_yds,181,,,,,
player,201911100oti,oti,TannRy00,pass_td,2,,,,,
player,201911100oti,oti,TannRy00,pass_int,0,,,,,
player,201911100oti,oti,TannRy00,pass_sacked,4,,,,,
player,201911100oti,oti,TannRy00,pass_sacked_yds,35,,,,,
player,201911100oti,oti,TannRy00,pass_long,52,,,,,
player,201911100oti,oti,TannRy00,pass_rating,133.9,,,,,
player,201911100oti,oti,TannRy00,rush_att,3,,,,,
player,201911100oti,oti,TannRy00,rush_yds,37,,,,,
player,201911100oti,oti,TannRy00,rush_td,0,,,,,
player,201911100oti,oti,TannRy00,rush_long,18,,,,,
player,201911100oti,oti,TannRy00,targets,0,,,,,
player,201911100oti,oti,TannRy00,rec,0,,,,,
player,201911100oti,oti,TannRy00,rec_yds,0,,,,,
player,201911100oti,oti,TannRy00,rec_td,0,,,,,
player,201911100oti,oti,TannRy00,rec_long,0,,,,,
player,201911100oti,oti,TannRy00,fumbles,1,,,,,
player,201911100oti,oti,TannRy00,fumbles_lost,1,,,,,
player,201911100oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201911100oti,oti,HenrDe00,pass_att,0,,,,,
player,201911100oti,oti,HenrDe00,pass_yds,0,,,,,
player,201911100oti,oti,HenrDe00,pass_td,0,,,,,
player,201911100oti,oti,HenrDe00,pass_int,0,,,,,
player,201911100oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201911100oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,HenrDe00,pass_long,0,,,,,
player,201911100oti,oti,HenrDe00,pass_rating,,,,,,
player,201911100oti,oti,HenrDe00,rush_att,23,,,,,
player,201911100oti,oti,HenrDe00,rush_yds,188,,,,,
player,201911100oti,oti,HenrDe00,rush_td,2,,,,,
player,201911100oti,oti,HenrDe00,rush_long,68,,,,,
player,201911100oti,oti,HenrDe00,targets,2,,,,,
player,201911100oti,oti,HenrDe00,rec,2,,,,,
player,201911100oti,oti,HenrDe00,rec_yds,3,,,,,
player,201911100oti,oti,HenrDe00,rec_td,0,,,,,
player,201911100oti,oti,HenrDe00,rec_long,6,,,,,
player,201911100oti,oti,HenrDe00,fumbles,0,,,,,
player,201911100oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201911100oti,oti,RaymKa00,pass_cmp,0,,,,,
player,201911100oti,oti,RaymKa00,pass_att,0,,,,,
player,201911100oti,oti,RaymKa00,pass_yds,0,,,,,
player,201911100oti,oti,RaymKa00,pass_td,0,,,,,
player,201911100oti,oti,RaymKa00,pass_int,0,,,,,
player,201911100oti,oti,RaymKa00,pass_sacked,0,,,,,
player,201911100oti,oti,RaymKa00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,RaymKa00,pass_long,0,,,,,
player,201911100oti,oti,RaymKa00,pass_rating,,,,,,
player,201911100oti,oti,RaymKa00,rush_att,0,,,,,
player,201911100oti,oti,RaymKa00,rush_yds,0,,,,,
player,201911100oti,oti,RaymKa00,rush_td,0,,,,,
player,201911100oti,oti,RaymKa00,rush_long,0,,,,,
player,201911100oti,oti,RaymKa00,targets,1,,,,,
player,201911100oti,oti,RaymKa00,rec,1,,,,,
player,201911100oti,oti,RaymKa00,rec_yds,52,,,,,
player,201911100oti,oti,RaymKa00,rec_td,0,,,,,
player,201911100oti,oti,RaymKa00,rec_long,52,,,,,
player,201911100oti,oti,RaymKa00,fumbles,0,,,,,
player,201911100oti,oti,RaymKa00,fumbles_lost,0,,,,,
player,201911100oti,oti,FirkAn00,pass_cmp,0,,,,,
player,201911100oti,oti,FirkAn00,pass_att,0,,,,,
player,201911100oti,oti,FirkAn00,pass_yds,0,,,,,
player,201911100oti,oti,FirkAn00,pass_td,0,,,,,
player,201911100oti,oti,FirkAn00,pass_int,0,,,,,
player,201911100oti,oti,FirkAn00,pass_sacked,0,,,,,
player,201911100oti,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,FirkAn00,pass_long,0,,,,,
player,201911100oti,oti,FirkAn00,pass_rating,,,,,,
player,201911100oti,oti,FirkAn00,rush_att,0,,,,,
player,201911100oti,oti,FirkAn00,rush_yds,0,,,,,
player,201911100oti,oti,FirkAn00,rush_td,0,,,,,
player,201911100oti,oti,FirkAn00,rush_long,0,,,,,
player,201911100oti,oti,FirkAn00,targets,4,,,,,
player,201911100oti,oti,FirkAn00,rec,3,,,,,
player,201911100oti,oti,FirkAn00,rec_yds,36,,,,,
player,201911100oti,oti,FirkAn00,rec_td,1,,,,,
player,201911100oti,oti,FirkAn00,rec_long,20,,,,,
player,201911100oti,oti,FirkAn00,fumbles,0,,,,,
player,201911100oti,oti,FirkAn00,fumbles_lost,0,,,,,
player,201911100oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201911100oti,oti,SmitJo01,pass_att,0,,,,,
player,201911100oti,oti,SmitJo01,pass_yds,0,,,,,
player,201911100oti,oti,SmitJo01,pass_td,0,,,,,
player,201911100oti,oti,SmitJo01,pass_int,0,,,,,
player,201911100oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201911100oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201911100oti,oti,SmitJo01,pass_long,0,,,,,
player,201911100oti,oti,SmitJo01,pass_rating,,,,,,
player,201911100oti,oti,SmitJo01,rush_att,0,,,,,
player,201911100oti,oti,SmitJo01,rush_yds,0,,,,,
player,201911100oti,oti,SmitJo01,rush_td,0,,,,,
player,201911100oti,oti,SmitJo01,rush_long,0,,,,,
player,201911100oti,oti,SmitJo01,targets,6,,,,,
player,201911100oti,oti,SmitJo01,rec,4,,,,,
player,201911100oti,oti,SmitJo01,rec_yds,30,,,,,
player,201911100oti,oti,SmitJo01,rec_td,0,,,,,
player,201911100oti,oti,SmitJo01,rec_long,9,,,,,
player,201911100oti,oti,SmitJo01,fumbles,0,,,,,
player,201911100oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201911100oti,oti,HumpAd00,pass_cmp,0,,,,,
player,201911100oti,oti,HumpAd00,pass_att,0,,,,,
player,201911100oti,oti,HumpAd00,pass_yds,0,,,,,
player,201911100oti,oti,HumpAd00,pass_td,0,,,,,
player,201911100oti,oti,HumpAd00,pass_int,0,,,,,
player,201911100oti,oti,HumpAd00,pass_sacked,0,,,,,
player,201911100oti,oti,HumpAd00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,HumpAd00,pass_long,0,,,,,
player,201911100oti,oti,HumpAd00,pass_rating,,,,,,
player,201911100oti,oti,HumpAd00,rush_att,0,,,,,
player,201911100oti,oti,HumpAd00,rush_yds,0,,,,,
player,201911100oti,oti,HumpAd00,rush_td,0,,,,,
player,201911100oti,oti,HumpAd00,rush_long,0,,,,,
player,201911100oti,oti,HumpAd00,targets,1,,,,,
player,201911100oti,oti,HumpAd00,rec,1,,,,,
player,201911100oti,oti,HumpAd00,rec_yds,23,,,,,
player,201911100oti,oti,HumpAd00,rec_td,1,,,,,
player,201911100oti,oti,HumpAd00,rec_long,23,,,,,
player,201911100oti,oti,HumpAd00,fumbles,0,,,,,
player,201911100oti,oti,HumpAd00,fumbles_lost,0,,,,,
player,201911100oti,oti,SharTa00,pass_cmp,0,,,,,
player,201911100oti,oti,SharTa00,pass_att,0,,,,,
player,201911100oti,oti,SharTa00,pass_yds,0,,,,,
player,201911100oti,oti,SharTa00,pass_td,0,,,,,
player,201911100oti,oti,SharTa00,pass_int,0,,,,,
player,201911100oti,oti,SharTa00,pass_sacked,0,,,,,
player,201911100oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,SharTa00,pass_long,0,,,,,
player,201911100oti,oti,SharTa00,pass_rating,,,,,,
player,201911100oti,oti,SharTa00,rush_att,0,,,,,
player,201911100oti,oti,SharTa00,rush_yds,0,,,,,
player,201911100oti,oti,SharTa00,rush_td,0,,,,,
player,201911100oti,oti,SharTa00,rush_long,0,,,,,
player,201911100oti,oti,SharTa00,targets,1,,,,,
player,201911100oti,oti,SharTa00,rec,1,,,,,
player,201911100oti,oti,SharTa00,rec_yds,20,,,,,
player,201911100oti,oti,SharTa00,rec_td,0,,,,,
player,201911100oti,oti,SharTa00,rec_long,20,,,,,
player,201911100oti,oti,SharTa00,fumbles,0,,,,,
player,201911100oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_cmp,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_att,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_yds,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_td,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_int,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_sacked,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_sacked_yds,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_long,0,,,,,
player,201911100oti,oti,BrowAJ00,pass_rating,,,,,,
player,201911100oti,oti,BrowAJ00,rush_att,0,,,,,
player,201911100oti,oti,BrowAJ00,rush_yds,0,,,,,
player,201911100oti,oti,BrowAJ00,rush_td,0,,,,,
player,201911100oti,oti,BrowAJ00,rush_long,0,,,,,
player,201911100oti,oti,BrowAJ00,targets,4,,,,,
player,201911100oti,oti,BrowAJ00,rec,1,,,,,
player,201911100oti,oti,BrowAJ00,rec_yds,17,,,,,
player,201911100oti,oti,BrowAJ00,rec_td,0,,,,,
player,201911100oti,oti,BrowAJ00,rec_long,17,,,,,
player,201911100oti,oti,BrowAJ00,fumbles,0,,,,,
player,201911100oti,oti,BrowAJ00,fumbles_lost,0,,,,,
player,201911100oti,kan,JoneCh09,def_int,0,,,,,
player,201911100oti,kan,JoneCh09,def_int_yds,0,,,,,
player,201911100oti,kan,JoneCh09,def_int_td,0,,,,,
player,201911100oti,kan,JoneCh09,def_int_long,0,,,,,
player,201911100oti,kan,JoneCh09,pass_defended,0,,,,,
player,201911100oti,kan,JoneCh09,sacks,2.0,,,,,
player,201911100oti,kan,JoneCh09,tackles_combined,7,,,,,
player,201911100oti,kan,JoneCh09,tackles_solo,4,,,,,
player,201911100oti,kan,JoneCh09,tackles_assists,3,,,,,
player,201911100oti,kan,JoneCh09,tackles_loss,1,,,,,
player,201911100oti,kan,JoneCh09,qb_hits,2,,,,,
player,201911100oti,kan,JoneCh09,fumbles_rec,0,,,,,
player,201911100oti,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201911100oti,kan,JoneCh09,fumbles_forced,1,,,,,
player,201911100oti,kan,ClarFr01,def_int,0,,,,,
player,201911100oti,kan,ClarFr01,def_int_yds,0,,,,,
player,201911100oti,kan,ClarFr01,def_int_td,0,,,,,
player,201911100oti,kan,ClarFr01,def_int_long,0,,,,,
player,201911100oti,kan,ClarFr01,pass_defended,1,,,,,
player,201911100oti,kan,ClarFr01,sacks,1.0,,,,,
player,201911100oti,kan,ClarFr01,tackles_combined,4,,,,,
player,201911100oti,kan,ClarFr01,tackles_solo,4,,,,,
player,201911100oti,kan,ClarFr01,tackles_assists,0,,,,,
player,201911100oti,kan,ClarFr01,tackles_loss,1,,,,,
player,201911100oti,kan,ClarFr01,qb_hits,1,,,,,
player,201911100oti,kan,ClarFr01,fumbles_rec,0,,,,,
player,201911100oti,kan,ClarFr01,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,ClarFr01,fumbles_rec_td,0,,,,,
player,201911100oti,kan,ClarFr01,fumbles_forced,0,,,,,
player,201911100oti,kan,OgbaEm00,def_int,0,,,,,
player,201911100oti,kan,OgbaEm00,def_int_yds,0,,,,,
player,201911100oti,kan,OgbaEm00,def_int_td,0,,,,,
player,201911100oti,kan,OgbaEm00,def_int_long,0,,,,,
player,201911100oti,kan,OgbaEm00,pass_defended,0,,,,,
player,201911100oti,kan,OgbaEm00,sacks,1.0,,,,,
player,201911100oti,kan,OgbaEm00,tackles_combined,3,,,,,
player,201911100oti,kan,OgbaEm00,tackles_solo,3,,,,,
player,201911100oti,kan,OgbaEm00,tackles_assists,0,,,,,
player,201911100oti,kan,OgbaEm00,tackles_loss,1,,,,,
player,201911100oti,kan,OgbaEm00,qb_hits,1,,,,,
player,201911100oti,kan,OgbaEm00,fumbles_rec,0,,,,,
player,201911100oti,kan,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201911100oti,kan,OgbaEm00,fumbles_rec_td,0,,,,,
player,201911100oti,kan,OgbaEm00,fumbles_forced,0,,,,,
player,201911100oti,kan,SoreDa01,def_int,0,,,,,
player,201911100oti,kan,SoreDa01,def_int_yds,0,,,,,
player,201911100oti,kan,SoreDa01,def_int_td,0,,,,,
player,201911100oti,kan,SoreDa01,def_int_long,0,,,,,
player,201911100oti,kan,SoreDa01,pass_defended,0,,,,,
player,201911100oti,kan,SoreDa01,sacks,0.0,,,,,
