game,2019,6,20191010,201910100nwe,nyg,"New York Giants",14,nwe,"New England Patriots",35
player,201910100nwe,nyg,SlayDa01,def_pct,0%,,,,,
player,201910100nwe,nyg,SlayDa01,special_teams,0,,,,,
player,201910100nwe,nyg,SlayDa01,st_pct,0%,,,,,
player,201910100nwe,nyg,HillJo03,pos,RB,,,,,
player,201910100nwe,nyg,HillJo03,offense,31,,,,,
player,201910100nwe,nyg,HillJo03,off_pct,62%,,,,,
player,201910100nwe,nyg,HillJo03,defense,0,,,,,
player,201910100nwe,nyg,HillJo03,def_pct,0%,,,,,
player,201910100nwe,nyg,HillJo03,special_teams,0,,,,,
player,201910100nwe,nyg,HillJo03,st_pct,0%,,,,,
player,201910100nwe,nyg,LatiCo00,pos,WR,,,,,
player,201910100nwe,nyg,LatiCo00,offense,23,,,,,
player,201910100nwe,nyg,LatiCo00,off_pct,46%,,,,,
player,201910100nwe,nyg,LatiCo00,defense,0,,,,,
player,201910100nwe,nyg,LatiCo00,def_pct,0%,,,,,
player,201910100nwe,nyg,LatiCo00,special_teams,1,,,,,
player,201910100nwe,nyg,LatiCo00,st_pct,4%,,,,,
player,201910100nwe,nyg,PennEl00,pos,RB,,,,,
player,201910100nwe,nyg,PennEl00,offense,20,,,,,
player,201910100nwe,nyg,PennEl00,off_pct,40%,,,,,
player,201910100nwe,nyg,PennEl00,defense,0,,,,,
player,201910100nwe,nyg,PennEl00,def_pct,0%,,,,,
player,201910100nwe,nyg,PennEl00,special_teams,9,,,,,
player,201910100nwe,nyg,PennEl00,st_pct,35%,,,,,
player,201910100nwe,nyg,CoreCo00,pos,WR,,,,,
player,201910100nwe,nyg,CoreCo00,offense,17,,,,,
player,201910100nwe,nyg,CoreCo00,off_pct,34%,,,,,
player,201910100nwe,nyg,CoreCo00,defense,0,,,,,
player,201910100nwe,nyg,CoreCo00,def_pct,0%,,,,,
player,201910100nwe,nyg,CoreCo00,special_teams,15,,,,,
player,201910100nwe,nyg,CoreCo00,st_pct,58%,,,,,
player,201910100nwe,nyg,SmitKa00,pos,TE,,,,,
player,201910100nwe,nyg,SmitKa00,offense,10,,,,,
player,201910100nwe,nyg,SmitKa00,off_pct,20%,,,,,
player,201910100nwe,nyg,SmitKa00,defense,0,,,,,
player,201910100nwe,nyg,SmitKa00,def_pct,0%,,,,,
player,201910100nwe,nyg,SmitKa00,special_teams,0,,,,,
player,201910100nwe,nyg,SmitKa00,st_pct,0%,,,,,
player,201910100nwe,nyg,WaltAu00,pos,RB,,,,,
player,201910100nwe,nyg,WaltAu00,offense,1,,,,,
player,201910100nwe,nyg,WaltAu00,off_pct,2%,,,,,
player,201910100nwe,nyg,WaltAu00,defense,0,,,,,
player,201910100nwe,nyg,WaltAu00,def_pct,0%,,,,,
player,201910100nwe,nyg,WaltAu00,special_teams,0,,,,,
player,201910100nwe,nyg,WaltAu00,st_pct,0%,,,,,
player,201910100nwe,nyg,PeppJa00,pos,SS,,,,,
player,201910100nwe,nyg,PeppJa00,offense,0,,,,,
player,201910100nwe,nyg,PeppJa00,off_pct,0%,,,,,
player,201910100nwe,nyg,PeppJa00,defense,82,,,,,
player,201910100nwe,nyg,PeppJa00,def_pct,100%,,,,,
player,201910100nwe,nyg,PeppJa00,special_teams,0,,,,,
player,201910100nwe,nyg,PeppJa00,st_pct,0%,,,,,
player,201910100nwe,nyg,OgleAl00,pos,LB,,,,,
player,201910100nwe,nyg,OgleAl00,offense,0,,,,,
player,201910100nwe,nyg,OgleAl00,off_pct,0%,,,,,
player,201910100nwe,nyg,OgleAl00,defense,81,,,,,
player,201910100nwe,nyg,OgleAl00,def_pct,99%,,,,,
player,201910100nwe,nyg,OgleAl00,special_teams,1,,,,,
player,201910100nwe,nyg,OgleAl00,st_pct,4%,,,,,
player,201910100nwe,nyg,BethAn20,pos,FS,,,,,
player,201910100nwe,nyg,BethAn20,offense,0,,,,,
player,201910100nwe,nyg,BethAn20,off_pct,0%,,,,,
player,201910100nwe,nyg,BethAn20,defense,80,,,,,
player,201910100nwe,nyg,BethAn20,def_pct,98%,,,,,
player,201910100nwe,nyg,BethAn20,special_teams,1,,,,,
player,201910100nwe,nyg,BethAn20,st_pct,4%,,,,,
player,201910100nwe,nyg,JenkJa03,pos,CB,,,,,
player,201910100nwe,nyg,JenkJa03,offense,0,,,,,
player,201910100nwe,nyg,JenkJa03,off_pct,0%,,,,,
player,201910100nwe,nyg,JenkJa03,defense,80,,,,,
player,201910100nwe,nyg,JenkJa03,def_pct,98%,,,,,
player,201910100nwe,nyg,JenkJa03,special_teams,1,,,,,
player,201910100nwe,nyg,JenkJa03,st_pct,4%,,,,,
player,201910100nwe,nyg,BakeDe00,pos,CB,,,,,
player,201910100nwe,nyg,BakeDe00,offense,0,,,,,
player,201910100nwe,nyg,BakeDe00,off_pct,0%,,,,,
player,201910100nwe,nyg,BakeDe00,defense,79,,,,,
player,201910100nwe,nyg,BakeDe00,def_pct,96%,,,,,
player,201910100nwe,nyg,BakeDe00,special_teams,1,,,,,
player,201910100nwe,nyg,BakeDe00,st_pct,4%,,,,,
player,201910100nwe,nyg,LawrDe03,pos,DE,,,,,
player,201910100nwe,nyg,LawrDe03,offense,0,,,,,
player,201910100nwe,nyg,LawrDe03,off_pct,0%,,,,,
player,201910100nwe,nyg,LawrDe03,defense,62,,,,,
player,201910100nwe,nyg,LawrDe03,def_pct,76%,,,,,
player,201910100nwe,nyg,LawrDe03,special_teams,9,,,,,
player,201910100nwe,nyg,LawrDe03,st_pct,35%,,,,,
player,201910100nwe,nyg,HaleGr00,pos,CB,,,,,
player,201910100nwe,nyg,HaleGr00,offense,0,,,,,
player,201910100nwe,nyg,HaleGr00,off_pct,0%,,,,,
player,201910100nwe,nyg,HaleGr00,defense,61,,,,,
player,201910100nwe,nyg,HaleGr00,def_pct,74%,,,,,
player,201910100nwe,nyg,HaleGr00,special_teams,1,,,,,
player,201910100nwe,nyg,HaleGr00,st_pct,4%,,,,,
player,201910100nwe,nyg,MayoDa00,pos,LB,,,,,
player,201910100nwe,nyg,MayoDa00,offense,0,,,,,
player,201910100nwe,nyg,MayoDa00,off_pct,0%,,,,,
player,201910100nwe,nyg,MayoDa00,defense,58,,,,,
player,201910100nwe,nyg,MayoDa00,def_pct,71%,,,,,
player,201910100nwe,nyg,MayoDa00,special_teams,12,,,,,
player,201910100nwe,nyg,MayoDa00,st_pct,46%,,,,,
player,201910100nwe,nyg,GoldMa00,pos,DE,,,,,
player,201910100nwe,nyg,GoldMa00,offense,0,,,,,
player,201910100nwe,nyg,GoldMa00,off_pct,0%,,,,,
player,201910100nwe,nyg,GoldMa00,defense,57,,,,,
player,201910100nwe,nyg,GoldMa00,def_pct,70%,,,,,
player,201910100nwe,nyg,GoldMa00,special_teams,1,,,,,
player,201910100nwe,nyg,GoldMa00,st_pct,4%,,,,,
player,201910100nwe,nyg,XimiOs00,pos,LB,,,,,
player,201910100nwe,nyg,XimiOs00,offense,0,,,,,
player,201910100nwe,nyg,XimiOs00,off_pct,0%,,,,,
player,201910100nwe,nyg,XimiOs00,defense,52,,,,,
player,201910100nwe,nyg,XimiOs00,def_pct,63%,,,,,
player,201910100nwe,nyg,XimiOs00,special_teams,13,,,,,
player,201910100nwe,nyg,XimiOs00,st_pct,50%,,,,,
player,201910100nwe,nyg,TomlDa00,pos,NT,,,,,
player,201910100nwe,nyg,TomlDa00,offense,0,,,,,
player,201910100nwe,nyg,TomlDa00,off_pct,0%,,,,,
player,201910100nwe,nyg,TomlDa00,defense,52,,,,,
player,201910100nwe,nyg,TomlDa00,def_pct,63%,,,,,
player,201910100nwe,nyg,TomlDa00,special_teams,8,,,,,
player,201910100nwe,nyg,TomlDa00,st_pct,31%,,,,,
player,201910100nwe,nyg,HillB.00,pos,DE,,,,,
player,201910100nwe,nyg,HillB.00,offense,0,,,,,
player,201910100nwe,nyg,HillB.00,off_pct,0%,,,,,
player,201910100nwe,nyg,HillB.00,defense,50,,,,,
player,201910100nwe,nyg,HillB.00,def_pct,61%,,,,,
player,201910100nwe,nyg,HillB.00,special_teams,6,,,,,
player,201910100nwe,nyg,HillB.00,st_pct,23%,,,,,
player,201910100nwe,nyg,CartLo01,pos,LB,,,,,
player,201910100nwe,nyg,CartLo01,offense,0,,,,,
player,201910100nwe,nyg,CartLo01,off_pct,0%,,,,,
player,201910100nwe,nyg,CartLo01,defense,50,,,,,
player,201910100nwe,nyg,CartLo01,def_pct,61%,,,,,
player,201910100nwe,nyg,CartLo01,special_teams,0,,,,,
player,201910100nwe,nyg,CartLo01,st_pct,0%,,,,,
player,201910100nwe,nyg,ThomMi02,pos,SS,,,,,
player,201910100nwe,nyg,ThomMi02,offense,0,,,,,
player,201910100nwe,nyg,ThomMi02,off_pct,0%,,,,,
player,201910100nwe,nyg,ThomMi02,defense,31,,,,,
player,201910100nwe,nyg,ThomMi02,def_pct,38%,,,,,
player,201910100nwe,nyg,ThomMi02,special_teams,24,,,,,
player,201910100nwe,nyg,ThomMi02,st_pct,92%,,,,,
player,201910100nwe,nyg,PierOl00,pos,DE,,,,,
player,201910100nwe,nyg,PierOl00,offense,0,,,,,
player,201910100nwe,nyg,PierOl00,off_pct,0%,,,,,
player,201910100nwe,nyg,PierOl00,defense,18,,,,,
player,201910100nwe,nyg,PierOl00,def_pct,22%,,,,,
player,201910100nwe,nyg,PierOl00,special_teams,1,,,,,
player,201910100nwe,nyg,PierOl00,st_pct,4%,,,,,
player,201910100nwe,nyg,McInR.00,pos,DE,,,,,
player,201910100nwe,nyg,McInR.00,offense,0,,,,,
player,201910100nwe,nyg,McInR.00,off_pct,0%,,,,,
player,201910100nwe,nyg,McInR.00,defense,4,,,,,
player,201910100nwe,nyg,McInR.00,def_pct,5%,,,,,
player,201910100nwe,nyg,McInR.00,special_teams,11,,,,,
player,201910100nwe,nyg,McInR.00,st_pct,42%,,,,,
player,201910100nwe,nyg,SkipTu00,pos,LB,,,,,
player,201910100nwe,nyg,SkipTu00,offense,0,,,,,
player,201910100nwe,nyg,SkipTu00,off_pct,0%,,,,,
player,201910100nwe,nyg,SkipTu00,defense,2,,,,,
player,201910100nwe,nyg,SkipTu00,def_pct,2%,,,,,
player,201910100nwe,nyg,SkipTu00,special_teams,5,,,,,
player,201910100nwe,nyg,SkipTu00,st_pct,19%,,,,,
player,201910100nwe,nyg,ChanSe00,pos,FS,,,,,
player,201910100nwe,nyg,ChanSe00,offense,0,,,,,
player,201910100nwe,nyg,ChanSe00,off_pct,0%,,,,,
player,201910100nwe,nyg,ChanSe00,defense,1,,,,,
player,201910100nwe,nyg,ChanSe00,def_pct,1%,,,,,
player,201910100nwe,nyg,ChanSe00,special_teams,23,,,,,
player,201910100nwe,nyg,ChanSe00,st_pct,88%,,,,,
player,201910100nwe,nyg,BallCo00,pos,CB,,,,,
player,201910100nwe,nyg,BallCo00,offense,0,,,,,
player,201910100nwe,nyg,BallCo00,off_pct,0%,,,,,
player,201910100nwe,nyg,BallCo00,defense,1,,,,,
player,201910100nwe,nyg,BallCo00,def_pct,1%,,,,,
player,201910100nwe,nyg,BallCo00,special_teams,19,,,,,
player,201910100nwe,nyg,BallCo00,st_pct,73%,,,,,
player,201910100nwe,nyg,LoveJu00,pos,CB,,,,,
player,201910100nwe,nyg,LoveJu00,offense,0,,,,,
player,201910100nwe,nyg,LoveJu00,off_pct,0%,,,,,
player,201910100nwe,nyg,LoveJu00,defense,1,,,,,
player,201910100nwe,nyg,LoveJu00,def_pct,1%,,,,,
player,201910100nwe,nyg,LoveJu00,special_teams,11,,,,,
player,201910100nwe,nyg,LoveJu00,st_pct,42%,,,,,
player,201910100nwe,nyg,HamiAn01,pos,CB,,,,,
player,201910100nwe,nyg,HamiAn01,offense,0,,,,,
player,201910100nwe,nyg,HamiAn01,off_pct,0%,,,,,
player,201910100nwe,nyg,HamiAn01,defense,0,,,,,
player,201910100nwe,nyg,HamiAn01,def_pct,0%,,,,,
player,201910100nwe,nyg,HamiAn01,special_teams,23,,,,,
player,201910100nwe,nyg,HamiAn01,st_pct,88%,,,,,
player,201910100nwe,nyg,StupNa01,pos,LB,,,,,
player,201910100nwe,nyg,StupNa01,offense,0,,,,,
player,201910100nwe,nyg,StupNa01,off_pct,0%,,,,,
player,201910100nwe,nyg,StupNa01,defense,0,,,,,
player,201910100nwe,nyg,StupNa01,def_pct,0%,,,,,
player,201910100nwe,nyg,StupNa01,special_teams,23,,,,,
player,201910100nwe,nyg,StupNa01,st_pct,88%,,,,,
player,201910100nwe,nyg,TauaJo00,pos,LB,,,,,
player,201910100nwe,nyg,TauaJo00,offense,0,,,,,
player,201910100nwe,nyg,TauaJo00,off_pct,0%,,,,,
player,201910100nwe,nyg,TauaJo00,defense,0,,,,,
player,201910100nwe,nyg,TauaJo00,def_pct,0%,,,,,
player,201910100nwe,nyg,TauaJo00,special_teams,17,,,,,
player,201910100nwe,nyg,TauaJo00,st_pct,65%,,,,,
player,201910100nwe,nyg,DeOsZa99,pos,LS,,,,,
player,201910100nwe,nyg,DeOsZa99,offense,0,,,,,
player,201910100nwe,nyg,DeOsZa99,off_pct,0%,,,,,
player,201910100nwe,nyg,DeOsZa99,defense,0,,,,,
player,201910100nwe,nyg,DeOsZa99,def_pct,0%,,,,,
player,201910100nwe,nyg,DeOsZa99,special_teams,8,,,,,
player,201910100nwe,nyg,DeOsZa99,st_pct,31%,,,,,
player,201910100nwe,nyg,PeacCh00,pos,DE,,,,,
player,201910100nwe,nyg,PeacCh00,offense,0,,,,,
player,201910100nwe,nyg,PeacCh00,off_pct,0%,,,,,
player,201910100nwe,nyg,PeacCh00,defense,0,,,,,
player,201910100nwe,nyg,PeacCh00,def_pct,0%,,,,,
player,201910100nwe,nyg,PeacCh00,special_teams,8,,,,,
player,201910100nwe,nyg,PeacCh00,st_pct,31%,,,,,
player,201910100nwe,nyg,DixoRi00,pos,P,,,,,
player,201910100nwe,nyg,DixoRi00,offense,0,,,,,
player,201910100nwe,nyg,DixoRi00,off_pct,0%,,,,,
player,201910100nwe,nyg,DixoRi00,defense,0,,,,,
player,201910100nwe,nyg,DixoRi00,def_pct,0%,,,,,
player,201910100nwe,nyg,DixoRi00,special_teams,8,,,,,
player,201910100nwe,nyg,DixoRi00,st_pct,31%,,,,,
player,201910100nwe,nyg,DickGa00,pos,TE,,,,,
player,201910100nwe,nyg,DickGa00,offense,0,,,,,
player,201910100nwe,nyg,DickGa00,off_pct,0%,,,,,
player,201910100nwe,nyg,DickGa00,defense,0,,,,,
player,201910100nwe,nyg,DickGa00,def_pct,0%,,,,,
player,201910100nwe,nyg,DickGa00,special_teams,6,,,,,
player,201910100nwe,nyg,DickGa00,st_pct,23%,,,,,
player,201910100nwe,nyg,RosaAl00,pos,K,,,,,
player,201910100nwe,nyg,RosaAl00,offense,0,,,,,
player,201910100nwe,nyg,RosaAl00,off_pct,0%,,,,,
player,201910100nwe,nyg,RosaAl00,defense,0,,,,,
player,201910100nwe,nyg,RosaAl00,def_pct,0%,,,,,
player,201910100nwe,nyg,RosaAl00,special_teams,5,,,,,
player,201910100nwe,nyg,RosaAl00,st_pct,19%,,,,,
player,201910100nwe,nyg,GateNi00,pos,G,,,,,
player,201910100nwe,nyg,GateNi00,offense,0,,,,,
player,201910100nwe,nyg,GateNi00,off_pct,0%,,,,,
player,201910100nwe,nyg,GateNi00,defense,0,,,,,
player,201910100nwe,nyg,GateNi00,def_pct,0%,,,,,
player,201910100nwe,nyg,GateNi00,special_teams,2,,,,,
player,201910100nwe,nyg,GateNi00,st_pct,8%,,,,,
