game,2019,10,20191110,201911100tam,crd,"Arizona Cardinals",27,tam,"Tampa Bay Buccaneers",30
player,201911100tam,crd,MurrKy00,rush_yds,38,,,,,
player,201911100tam,crd,MurrKy00,rush_td,0,,,,,
player,201911100tam,crd,MurrKy00,rush_long,32,,,,,
player,201911100tam,crd,MurrKy00,targets,0,,,,,
player,201911100tam,crd,MurrKy00,rec,0,,,,,
player,201911100tam,crd,MurrKy00,rec_yds,0,,,,,
player,201911100tam,crd,MurrKy00,rec_td,0,,,,,
player,201911100tam,crd,MurrKy00,rec_long,0,,,,,
player,201911100tam,crd,MurrKy00,fumbles,0,,,,,
player,201911100tam,crd,MurrKy00,fumbles_lost,0,,,,,
player,201911100tam,crd,LeexAn20,pass_cmp,1,,,,,
player,201911100tam,crd,LeexAn20,pass_att,1,,,,,
player,201911100tam,crd,LeexAn20,pass_yds,26,,,,,
player,201911100tam,crd,LeexAn20,pass_td,0,,,,,
player,201911100tam,crd,LeexAn20,pass_int,0,,,,,
player,201911100tam,crd,LeexAn20,pass_sacked,0,,,,,
player,201911100tam,crd,LeexAn20,pass_sacked_yds,0,,,,,
player,201911100tam,crd,LeexAn20,pass_long,26,,,,,
player,201911100tam,crd,LeexAn20,pass_rating,118.7,,,,,
player,201911100tam,crd,LeexAn20,rush_att,0,,,,,
player,201911100tam,crd,LeexAn20,rush_yds,0,,,,,
player,201911100tam,crd,LeexAn20,rush_td,0,,,,,
player,201911100tam,crd,LeexAn20,rush_long,0,,,,,
player,201911100tam,crd,LeexAn20,targets,0,,,,,
player,201911100tam,crd,LeexAn20,rec,0,,,,,
player,201911100tam,crd,LeexAn20,rec_yds,0,,,,,
player,201911100tam,crd,LeexAn20,rec_td,0,,,,,
player,201911100tam,crd,LeexAn20,rec_long,0,,,,,
player,201911100tam,crd,LeexAn20,fumbles,0,,,,,
player,201911100tam,crd,LeexAn20,fumbles_lost,0,,,,,
player,201911100tam,crd,DrakKe00,pass_cmp,0,,,,,
player,201911100tam,crd,DrakKe00,pass_att,0,,,,,
player,201911100tam,crd,DrakKe00,pass_yds,0,,,,,
player,201911100tam,crd,DrakKe00,pass_td,0,,,,,
player,201911100tam,crd,DrakKe00,pass_int,0,,,,,
player,201911100tam,crd,DrakKe00,pass_sacked,0,,,,,
player,201911100tam,crd,DrakKe00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,DrakKe00,pass_long,0,,,,,
player,201911100tam,crd,DrakKe00,pass_rating,,,,,,
player,201911100tam,crd,DrakKe00,rush_att,10,,,,,
player,201911100tam,crd,DrakKe00,rush_yds,35,,,,,
player,201911100tam,crd,DrakKe00,rush_td,0,,,,,
player,201911100tam,crd,DrakKe00,rush_long,17,,,,,
player,201911100tam,crd,DrakKe00,targets,7,,,,,
player,201911100tam,crd,DrakKe00,rec,6,,,,,
player,201911100tam,crd,DrakKe00,rec_yds,6,,,,,
player,201911100tam,crd,DrakKe00,rec_td,0,,,,,
player,201911100tam,crd,DrakKe00,rec_long,4,,,,,
player,201911100tam,crd,DrakKe00,fumbles,0,,,,,
player,201911100tam,crd,DrakKe00,fumbles_lost,0,,,,,
player,201911100tam,crd,JohnDa08,pass_cmp,0,,,,,
player,201911100tam,crd,JohnDa08,pass_att,0,,,,,
player,201911100tam,crd,JohnDa08,pass_yds,0,,,,,
player,201911100tam,crd,JohnDa08,pass_td,0,,,,,
player,201911100tam,crd,JohnDa08,pass_int,0,,,,,
player,201911100tam,crd,JohnDa08,pass_sacked,0,,,,,
player,201911100tam,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201911100tam,crd,JohnDa08,pass_long,0,,,,,
player,201911100tam,crd,JohnDa08,pass_rating,,,,,,
player,201911100tam,crd,JohnDa08,rush_att,5,,,,,
player,201911100tam,crd,JohnDa08,rush_yds,2,,,,,
player,201911100tam,crd,JohnDa08,rush_td,0,,,,,
player,201911100tam,crd,JohnDa08,rush_long,5,,,,,
player,201911100tam,crd,JohnDa08,targets,1,,,,,
player,201911100tam,crd,JohnDa08,rec,1,,,,,
player,201911100tam,crd,JohnDa08,rec_yds,8,,,,,
player,201911100tam,crd,JohnDa08,rec_td,0,,,,,
player,201911100tam,crd,JohnDa08,rec_long,8,,,,,
player,201911100tam,crd,JohnDa08,fumbles,1,,,,,
player,201911100tam,crd,JohnDa08,fumbles_lost,1,,,,,
player,201911100tam,crd,KirkCh01,pass_cmp,0,,,,,
player,201911100tam,crd,KirkCh01,pass_att,0,,,,,
player,201911100tam,crd,KirkCh01,pass_yds,0,,,,,
player,201911100tam,crd,KirkCh01,pass_td,0,,,,,
player,201911100tam,crd,KirkCh01,pass_int,0,,,,,
player,201911100tam,crd,KirkCh01,pass_sacked,0,,,,,
player,201911100tam,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201911100tam,crd,KirkCh01,pass_long,0,,,,,
player,201911100tam,crd,KirkCh01,pass_rating,,,,,,
player,201911100tam,crd,KirkCh01,rush_att,0,,,,,
player,201911100tam,crd,KirkCh01,rush_yds,0,,,,,
player,201911100tam,crd,KirkCh01,rush_td,0,,,,,
player,201911100tam,crd,KirkCh01,rush_long,0,,,,,
player,201911100tam,crd,KirkCh01,targets,10,,,,,
player,201911100tam,crd,KirkCh01,rec,6,,,,,
player,201911100tam,crd,KirkCh01,rec_yds,138,,,,,
player,201911100tam,crd,KirkCh01,rec_td,3,,,,,
player,201911100tam,crd,KirkCh01,rec_long,69,,,,,
player,201911100tam,crd,KirkCh01,fumbles,0,,,,,
player,201911100tam,crd,KirkCh01,fumbles_lost,0,,,,,
player,201911100tam,crd,IsabAn00,pass_cmp,0,,,,,
player,201911100tam,crd,IsabAn00,pass_att,0,,,,,
player,201911100tam,crd,IsabAn00,pass_yds,0,,,,,
player,201911100tam,crd,IsabAn00,pass_td,0,,,,,
player,201911100tam,crd,IsabAn00,pass_int,0,,,,,
player,201911100tam,crd,IsabAn00,pass_sacked,0,,,,,
player,201911100tam,crd,IsabAn00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,IsabAn00,pass_long,0,,,,,
player,201911100tam,crd,IsabAn00,pass_rating,,,,,,
player,201911100tam,crd,IsabAn00,rush_att,0,,,,,
player,201911100tam,crd,IsabAn00,rush_yds,0,,,,,
player,201911100tam,crd,IsabAn00,rush_td,0,,,,,
player,201911100tam,crd,IsabAn00,rush_long,0,,,,,
player,201911100tam,crd,IsabAn00,targets,3,,,,,
player,201911100tam,crd,IsabAn00,rec,3,,,,,
player,201911100tam,crd,IsabAn00,rec_yds,78,,,,,
player,201911100tam,crd,IsabAn00,rec_td,0,,,,,
player,201911100tam,crd,IsabAn00,rec_long,55,,,,,
player,201911100tam,crd,IsabAn00,fumbles,0,,,,,
player,201911100tam,crd,IsabAn00,fumbles_lost,0,,,,,
player,201911100tam,crd,FitzLa00,pass_cmp,0,,,,,
player,201911100tam,crd,FitzLa00,pass_att,0,,,,,
player,201911100tam,crd,FitzLa00,pass_yds,0,,,,,
player,201911100tam,crd,FitzLa00,pass_td,0,,,,,
player,201911100tam,crd,FitzLa00,pass_int,0,,,,,
player,201911100tam,crd,FitzLa00,pass_sacked,0,,,,,
player,201911100tam,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,FitzLa00,pass_long,0,,,,,
player,201911100tam,crd,FitzLa00,pass_rating,,,,,,
player,201911100tam,crd,FitzLa00,rush_att,0,,,,,
player,201911100tam,crd,FitzLa00,rush_yds,0,,,,,
player,201911100tam,crd,FitzLa00,rush_td,0,,,,,
player,201911100tam,crd,FitzLa00,rush_long,0,,,,,
player,201911100tam,crd,FitzLa00,targets,8,,,,,
player,201911100tam,crd,FitzLa00,rec,8,,,,,
player,201911100tam,crd,FitzLa00,rec_yds,71,,,,,
player,201911100tam,crd,FitzLa00,rec_td,0,,,,,
player,201911100tam,crd,FitzLa00,rec_long,24,,,,,
player,201911100tam,crd,FitzLa00,fumbles,0,,,,,
player,201911100tam,crd,FitzLa00,fumbles_lost,0,,,,,
player,201911100tam,crd,CoopPh00,pass_cmp,0,,,,,
player,201911100tam,crd,CoopPh00,pass_att,0,,,,,
player,201911100tam,crd,CoopPh00,pass_yds,0,,,,,
player,201911100tam,crd,CoopPh00,pass_td,0,,,,,
player,201911100tam,crd,CoopPh00,pass_int,0,,,,,
player,201911100tam,crd,CoopPh00,pass_sacked,0,,,,,
player,201911100tam,crd,CoopPh00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,CoopPh00,pass_long,0,,,,,
player,201911100tam,crd,CoopPh00,pass_rating,,,,,,
player,201911100tam,crd,CoopPh00,rush_att,0,,,,,
player,201911100tam,crd,CoopPh00,rush_yds,0,,,,,
player,201911100tam,crd,CoopPh00,rush_td,0,,,,,
player,201911100tam,crd,CoopPh00,rush_long,0,,,,,
player,201911100tam,crd,CoopPh00,targets,5,,,,,
player,201911100tam,crd,CoopPh00,rec,2,,,,,
player,201911100tam,crd,CoopPh00,rec_yds,29,,,,,
player,201911100tam,crd,CoopPh00,rec_td,0,,,,,
player,201911100tam,crd,CoopPh00,rec_long,26,,,,,
player,201911100tam,crd,CoopPh00,fumbles,0,,,,,
player,201911100tam,crd,CoopPh00,fumbles_lost,0,,,,,
player,201911100tam,crd,WillMa04,pass_cmp,0,,,,,
player,201911100tam,crd,WillMa04,pass_att,0,,,,,
player,201911100tam,crd,WillMa04,pass_yds,0,,,,,
player,201911100tam,crd,WillMa04,pass_td,0,,,,,
player,201911100tam,crd,WillMa04,pass_int,0,,,,,
player,201911100tam,crd,WillMa04,pass_sacked,0,,,,,
player,201911100tam,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201911100tam,crd,WillMa04,pass_long,0,,,,,
player,201911100tam,crd,WillMa04,pass_rating,,,,,,
player,201911100tam,crd,WillMa04,rush_att,0,,,,,
player,201911100tam,crd,WillMa04,rush_yds,0,,,,,
player,201911100tam,crd,WillMa04,rush_td,0,,,,,
player,201911100tam,crd,WillMa04,rush_long,0,,,,,
player,201911100tam,crd,WillMa04,targets,2,,,,,
player,201911100tam,crd,WillMa04,rec,1,,,,,
player,201911100tam,crd,WillMa04,rec_yds,15,,,,,
player,201911100tam,crd,WillMa04,rec_td,0,,,,,
player,201911100tam,crd,WillMa04,rec_long,15,,,,,
player,201911100tam,crd,WillMa04,fumbles,0,,,,,
player,201911100tam,crd,WillMa04,fumbles_lost,0,,,,,
player,201911100tam,crd,ClayCh00,pass_cmp,0,,,,,
player,201911100tam,crd,ClayCh00,pass_att,0,,,,,
player,201911100tam,crd,ClayCh00,pass_yds,0,,,,,
player,201911100tam,crd,ClayCh00,pass_td,0,,,,,
player,201911100tam,crd,ClayCh00,pass_int,0,,,,,
player,201911100tam,crd,ClayCh00,pass_sacked,0,,,,,
player,201911100tam,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,ClayCh00,pass_long,0,,,,,
player,201911100tam,crd,ClayCh00,pass_rating,,,,,,
player,201911100tam,crd,ClayCh00,rush_att,0,,,,,
player,201911100tam,crd,ClayCh00,rush_yds,0,,,,,
player,201911100tam,crd,ClayCh00,rush_td,0,,,,,
player,201911100tam,crd,ClayCh00,rush_long,0,,,,,
player,201911100tam,crd,ClayCh00,targets,1,,,,,
player,201911100tam,crd,ClayCh00,rec,1,,,,,
player,201911100tam,crd,ClayCh00,rec_yds,5,,,,,
player,201911100tam,crd,ClayCh00,rec_td,0,,,,,
player,201911100tam,crd,ClayCh00,rec_long,5,,,,,
player,201911100tam,crd,ClayCh00,fumbles,0,,,,,
player,201911100tam,crd,ClayCh00,fumbles_lost,0,,,,,
player,201911100tam,crd,SherTr00,pass_cmp,0,,,,,
player,201911100tam,crd,SherTr00,pass_att,0,,,,,
player,201911100tam,crd,SherTr00,pass_yds,0,,,,,
player,201911100tam,crd,SherTr00,pass_td,0,,,,,
player,201911100tam,crd,SherTr00,pass_int,0,,,,,
player,201911100tam,crd,SherTr00,pass_sacked,0,,,,,
player,201911100tam,crd,SherTr00,pass_sacked_yds,0,,,,,
player,201911100tam,crd,SherTr00,pass_long,0,,,,,
player,201911100tam,crd,SherTr00,pass_rating,,,,,,
player,201911100tam,crd,SherTr00,rush_att,0,,,,,
player,201911100tam,crd,SherTr00,rush_yds,0,,,,,
player,201911100tam,crd,SherTr00,rush_td,0,,,,,
player,201911100tam,crd,SherTr00,rush_long,0,,,,,
player,201911100tam,crd,SherTr00,targets,2,,,,,
player,201911100tam,crd,SherTr00,rec,0,,,,,
player,201911100tam,crd,SherTr00,rec_yds,0,,,,,
player,201911100tam,crd,SherTr00,rec_td,0,,,,,
player,201911100tam,crd,SherTr00,rec_long,0,,,,,
player,201911100tam,crd,SherTr00,fumbles,0,,,,,
player,201911100tam,crd,SherTr00,fumbles_lost,0,,,,,
player,201911100tam,crd,JohnKe07,pass_cmp,0,,,,,
player,201911100tam,crd,JohnKe07,pass_att,0,,,,,
player,201911100tam,crd,JohnKe07,pass_yds,0,,,,,
player,201911100tam,crd,JohnKe07,pass_td,0,,,,,
player,201911100tam,crd,JohnKe07,pass_int,0,,,,,
player,201911100tam,crd,JohnKe07,pass_sacked,0,,,,,
player,201911100tam,crd,JohnKe07,pass_sacked_yds,0,,,,,
player,201911100tam,crd,JohnKe07,pass_long,0,,,,,
player,201911100tam,crd,JohnKe07,pass_rating,,,,,,
player,201911100tam,crd,JohnKe07,rush_att,0,,,,,
player,201911100tam,crd,JohnKe07,rush_yds,0,,,,,
player,201911100tam,crd,JohnKe07,rush_td,0,,,,,
player,201911100tam,crd,JohnKe07,rush_long,0,,,,,
player,201911100tam,crd,JohnKe07,targets,4,,,,,
player,201911100tam,crd,JohnKe07,rec,0,,,,,
player,201911100tam,crd,JohnKe07,rec_yds,0,,,,,
player,201911100tam,crd,JohnKe07,rec_td,0,,,,,
player,201911100tam,crd,JohnKe07,rec_long,0,,,,,
player,201911100tam,crd,JohnKe07,fumbles,0,,,,,
player,201911100tam,crd,JohnKe07,fumbles_lost,0,,,,,
player,201911100tam,tam,WinsJa00,pass_cmp,30,,,,,
player,201911100tam,tam,WinsJa00,pass_att,48,,,,,
player,201911100tam,tam,WinsJa00,pass_yds,358,,,,,
player,201911100tam,tam,WinsJa00,pass_td,1,,,,,
player,201911100tam,tam,WinsJa00,pass_int,2,,,,,
player,201911100tam,tam,WinsJa00,pass_sacked,4,,,,,
player,201911100tam,tam,WinsJa00,pass_sacked_yds,19,,,,,
player,201911100tam,tam,WinsJa00,pass_long,49,,,,,
player,201911100tam,tam,WinsJa00,pass_rating,74.8,,,,,
player,201911100tam,tam,WinsJa00,rush_att,3,,,,,
player,201911100tam,tam,WinsJa00,rush_yds,40,,,,,
player,201911100tam,tam,WinsJa00,rush_td,0,,,,,
player,201911100tam,tam,WinsJa00,rush_long,26,,,,,
player,201911100tam,tam,WinsJa00,targets,0,,,,,
player,201911100tam,tam,WinsJa00,rec,0,,,,,
player,201911100tam,tam,WinsJa00,rec_yds,0,,,,,
player,201911100tam,tam,WinsJa00,rec_td,0,,,,,
player,201911100tam,tam,WinsJa00,rec_long,0,,,,,
player,201911100tam,tam,WinsJa00,fumbles,1,,,,,
player,201911100tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201911100tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201911100tam,tam,BarbPe01,pass_att,0,,,,,
player,201911100tam,tam,BarbPe01,pass_yds,0,,,,,
player,201911100tam,tam,BarbPe01,pass_td,0,,,,,
player,201911100tam,tam,BarbPe01,pass_int,0,,,,,
player,201911100tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201911100tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201911100tam,tam,BarbPe01,pass_long,0,,,,,
player,201911100tam,tam,BarbPe01,pass_rating,,,,,,
player,201911100tam,tam,BarbPe01,rush_att,11,,,,,
player,201911100tam,tam,BarbPe01,rush_yds,43,,,,,
player,201911100tam,tam,BarbPe01,rush_td,1,,,,,
player,201911100tam,tam,BarbPe01,rush_long,17,,,,,
player,201911100tam,tam,BarbPe01,targets,1,,,,,
player,201911100tam,tam,BarbPe01,rec,1,,,,,
player,201911100tam,tam,BarbPe01,rec_yds,4,,,,,
player,201911100tam,tam,BarbPe01,rec_td,0,,,,,
player,201911100tam,tam,BarbPe01,rec_long,4,,,,,
player,201911100tam,tam,BarbPe01,fumbles,0,,,,,
player,201911100tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201911100tam,tam,JoneRo01,pass_cmp,0,,,,,
player,201911100tam,tam,JoneRo01,pass_att,0,,,,,
player,201911100tam,tam,JoneRo01,pass_yds,0,,,,,
player,201911100tam,tam,JoneRo01,pass_td,0,,,,,
player,201911100tam,tam,JoneRo01,pass_int,0,,,,,
player,201911100tam,tam,JoneRo01,pass_sacked,0,,,,,
player,201911100tam,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201911100tam,tam,JoneRo01,pass_long,0,,,,,
player,201911100tam,tam,JoneRo01,pass_rating,,,,,,
player,201911100tam,tam,JoneRo01,rush_att,11,,,,,
player,201911100tam,tam,JoneRo01,rush_yds,29,,,,,
player,201911100tam,tam,JoneRo01,rush_td,1,,,,,
player,201911100tam,tam,JoneRo01,rush_long,11,,,,,
player,201911100tam,tam,JoneRo01,targets,8,,,,,
player,201911100tam,tam,JoneRo01,rec,8,,,,,
player,201911100tam,tam,JoneRo01,rec_yds,77,,,,,
player,201911100tam,tam,JoneRo01,rec_td,0,,,,,
player,201911100tam,tam,JoneRo01,rec_long,17,,,,,
player,201911100tam,tam,JoneRo01,fumbles,1,,,,,
player,201911100tam,tam,JoneRo01,fumbles_lost,1,,,,,
player,201911100tam,tam,LogaT.00,pass_cmp,0,,,,,
player,201911100tam,tam,LogaT.00,pass_att,0,,,,,
player,201911100tam,tam,LogaT.00,pass_yds,0,,,,,
player,201911100tam,tam,LogaT.00,pass_td,0,,,,,
player,201911100tam,tam,LogaT.00,pass_int,0,,,,,
player,201911100tam,tam,LogaT.00,pass_sacked,0,,,,,
player,201911100tam,tam,LogaT.00,pass_sacked_yds,0,,,,,
player,201911100tam,tam,LogaT.00,pass_long,0,,,,,
player,201911100tam,tam,LogaT.00,pass_rating,,,,,,
player,201911100tam,tam,LogaT.00,rush_att,1,,,,,
player,201911100tam,tam,LogaT.00,rush_yds,6,,,,,
player,201911100tam,tam,LogaT.00,rush_td,0,,,,,
player,201911100tam,tam,LogaT.00,rush_long,6,,,,,
player,201911100tam,tam,LogaT.00,targets,1,,,,,
player,201911100tam,tam,LogaT.00,rec,0,,,,,
player,201911100tam,tam,LogaT.00,rec_yds,0,,,,,
player,201911100tam,tam,LogaT.00,rec_td,0,,,,,
player,201911100tam,tam,LogaT.00,rec_long,0,,,,,
player,201911100tam,tam,LogaT.00,fumbles,0,,,,,
player,201911100tam,tam,LogaT.00,fumbles_lost,0,,,,,
player,201911100tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201911100tam,tam,EvanMi00,pass_att,0,,,,,
player,201911100tam,tam,EvanMi00,pass_yds,0,,,,,
player,201911100tam,tam,EvanMi00,pass_td,0,,,,,
player,201911100tam,tam,EvanMi00,pass_int,0,,,,,
player,201911100tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201911100tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201911100tam,tam,EvanMi00,pass_long,0,,,,,
player,201911100tam,tam,EvanMi00,pass_rating,,,,,,
player,201911100tam,tam,EvanMi00,rush_att,0,,,,,
player,201911100tam,tam,EvanMi00,rush_yds,0,,,,,
player,201911100tam,tam,EvanMi00,rush_td,0,,,,,
player,201911100tam,tam,EvanMi00,rush_long,0,,,,,
player,201911100tam,tam,EvanMi00,targets,6,,,,,
player,201911100tam,tam,EvanMi00,rec,4,,,,,
player,201911100tam,tam,EvanMi00,rec_yds,82,,,,,
player,201911100tam,tam,EvanMi00,rec_td,0,,,,,
player,201911100tam,tam,EvanMi00,rec_long,27,,,,,
player,201911100tam,tam,EvanMi00,fumbles,0,,,,,
player,201911100tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201911100tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201911100tam,tam,GodwCh00,pass_att,0,,,,,
player,201911100tam,tam,GodwCh00,pass_yds,0,,,,,
player,201911100tam,tam,GodwCh00,pass_td,0,,,,,
player,201911100tam,tam,GodwCh00,pass_int,0,,,,,
player,201911100tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201911100tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201911100tam,tam,GodwCh00,pass_long,0,,,,,
player,201911100tam,tam,GodwCh00,pass_rating,,,,,,
player,201911100tam,tam,GodwCh00,rush_att,0,,,,,
player,201911100tam,tam,GodwCh00,rush_yds,0,,,,,
player,201911100tam,tam,GodwCh00,rush_td,0,,,,,
player,201911100tam,tam,GodwCh00,rush_long,0,,,,,
player,201911100tam,tam,GodwCh00,targets,12,,,,,
player,201911100tam,tam,GodwCh00,rec,6,,,,,
player,201911100tam,tam,GodwCh00,rec_yds,74,,,,,
player,201911100tam,tam,GodwCh00,rec_td,0,,,,,
player,201911100tam,tam,GodwCh00,rec_long,49,,,,,
player,201911100tam,tam,GodwCh00,fumbles,0,,,,,
player,201911100tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201911100tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201911100tam,tam,HowaO.00,pass_att,0,,,,,
player,201911100tam,tam,HowaO.00,pass_yds,0,,,,,
player,201911100tam,tam,HowaO.00,pass_td,0,,,,,
player,201911100tam,tam,HowaO.00,pass_int,0,,,,,
player,201911100tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201911100tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201911100tam,tam,HowaO.00,pass_long,0,,,,,
player,201911100tam,tam,HowaO.00,pass_rating,,,,,,
player,201911100tam,tam,HowaO.00,rush_att,0,,,,,
player,201911100tam,tam,HowaO.00,rush_yds,0,,,,,
player,201911100tam,tam,HowaO.00,rush_td,0,,,,,
player,201911100tam,tam,HowaO.00,rush_long,0,,,,,
player,201911100tam,tam,HowaO.00,targets,7,,,,,
player,201911100tam,tam,HowaO.00,rec,4,,,,,
player,201911100tam,tam,HowaO.00,rec_yds,47,,,,,
player,201911100tam,tam,HowaO.00,rec_td,1,,,,,
player,201911100tam,tam,HowaO.00,rec_long,26,,,,,
player,201911100tam,tam,HowaO.00,fumbles,0,,,,,
player,201911100tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201911100tam,tam,MillSc01,pass_cmp,0,,,,,
player,201911100tam,tam,MillSc01,pass_att,0,,,,,
player,201911100tam,tam,MillSc01,pass_yds,0,,,,,
player,201911100tam,tam,MillSc01,pass_td,0,,,,,
player,201911100tam,tam,MillSc01,pass_int,0,,,,,
player,201911100tam,tam,MillSc01,pass_sacked,0,,,,,
player,201911100tam,tam,MillSc01,pass_sacked_yds,0,,,,,
player,201911100tam,tam,MillSc01,pass_long,0,,,,,
player,201911100tam,tam,MillSc01,pass_rating,,,,,,
player,201911100tam,tam,MillSc01,rush_att,0,,,,,
player,201911100tam,tam,MillSc01,rush_yds,0,,,,,
player,201911100tam,tam,MillSc01,rush_td,0,,,,,
player,201911100tam,tam,MillSc01,rush_long,0,,,,,
player,201911100tam,tam,MillSc01,targets,3,,,,,
player,201911100tam,tam,MillSc01,rec,2,,,,,
player,201911100tam,tam,MillSc01,rec_yds,33,,,,,
player,201911100tam,tam,MillSc01,rec_td,0,,,,,
player,201911100tam,tam,MillSc01,rec_long,28,,,,,
player,201911100tam,tam,MillSc01,fumbles,0,,,,,
player,201911100tam,tam,MillSc01,fumbles_lost,0,,,,,
player,201911100tam,tam,OgunDa00,pass_cmp,0,,,,,
player,201911100tam,tam,OgunDa00,pass_att,0,,,,,
player,201911100tam,tam,OgunDa00,pass_yds,0,,,,,
player,201911100tam,tam,OgunDa00,pass_td,0,,,,,
player,201911100tam,tam,OgunDa00,pass_int,0,,,,,
player,201911100tam,tam,OgunDa00,pass_sacked,0,,,,,
player,201911100tam,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201911100tam,tam,OgunDa00,pass_long,0,,,,,
player,201911100tam,tam,OgunDa00,pass_rating,,,,,,
player,201911100tam,tam,OgunDa00,rush_att,0,,,,,
player,201911100tam,tam,OgunDa00,rush_yds,0,,,,,
player,201911100tam,tam,OgunDa00,rush_td,0,,,,,
player,201911100tam,tam,OgunDa00,rush_long,0,,,,,
player,201911100tam,tam,OgunDa00,targets,3,,,,,
player,201911100tam,tam,OgunDa00,rec,3,,,,,
player,201911100tam,tam,OgunDa00,rec_yds,24,,,,,
player,201911100tam,tam,OgunDa00,rec_td,0,,,,,
player,201911100tam,tam,OgunDa00,rec_long,11,,,,,
player,201911100tam,tam,OgunDa00,fumbles,0,,,,,
player,201911100tam,tam,OgunDa00,fumbles_lost,0,,,,,
player,201911100tam,tam,PerrBr02,pass_cmp,0,,,,,
player,201911100tam,tam,PerrBr02,pass_att,0,,,,,
player,201911100tam,tam,PerrBr02,pass_yds,0,,,,,
player,201911100tam,tam,PerrBr02,pass_td,0,,,,,
player,201911100tam,tam,PerrBr02,pass_int,0,,,,,
player,201911100tam,tam,PerrBr02,pass_sacked,0,,,,,
player,201911100tam,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201911100tam,tam,PerrBr02,pass_long,0,,,,,
player,201911100tam,tam,PerrBr02,pass_rating,,,,,,
player,201911100tam,tam,PerrBr02,rush_att,0,,,,,
player,201911100tam,tam,PerrBr02,rush_yds,0,,,,,
player,201911100tam,tam,PerrBr02,rush_td,0,,,,,
