game,2019,6,20191013,201910130mia,was,"Washington Redskins",17,mia,"Miami Dolphins",16
player,201910130mia,was,ThomCh03,pass_rating,,,,,,
player,201910130mia,was,ThomCh03,rush_att,3,,,,,
player,201910130mia,was,ThomCh03,rush_yds,12,,,,,
player,201910130mia,was,ThomCh03,rush_td,0,,,,,
player,201910130mia,was,ThomCh03,rush_long,8,,,,,
player,201910130mia,was,ThomCh03,targets,3,,,,,
player,201910130mia,was,ThomCh03,rec,2,,,,,
player,201910130mia,was,ThomCh03,rec_yds,8,,,,,
player,201910130mia,was,ThomCh03,rec_td,0,,,,,
player,201910130mia,was,ThomCh03,rec_long,4,,,,,
player,201910130mia,was,ThomCh03,fumbles,0,,,,,
player,201910130mia,was,ThomCh03,fumbles_lost,0,,,,,
player,201910130mia,was,SmalWe00,pass_cmp,0,,,,,
player,201910130mia,was,SmalWe00,pass_att,0,,,,,
player,201910130mia,was,SmalWe00,pass_yds,0,,,,,
player,201910130mia,was,SmalWe00,pass_td,0,,,,,
player,201910130mia,was,SmalWe00,pass_int,0,,,,,
player,201910130mia,was,SmalWe00,pass_sacked,0,,,,,
player,201910130mia,was,SmalWe00,pass_sacked_yds,0,,,,,
player,201910130mia,was,SmalWe00,pass_long,0,,,,,
player,201910130mia,was,SmalWe00,pass_rating,,,,,,
player,201910130mia,was,SmalWe00,rush_att,1,,,,,
player,201910130mia,was,SmalWe00,rush_yds,4,,,,,
player,201910130mia,was,SmalWe00,rush_td,0,,,,,
player,201910130mia,was,SmalWe00,rush_long,4,,,,,
player,201910130mia,was,SmalWe00,targets,0,,,,,
player,201910130mia,was,SmalWe00,rec,0,,,,,
player,201910130mia,was,SmalWe00,rec_yds,0,,,,,
player,201910130mia,was,SmalWe00,rec_td,0,,,,,
player,201910130mia,was,SmalWe00,rec_long,0,,,,,
player,201910130mia,was,SmalWe00,fumbles,0,,,,,
player,201910130mia,was,SmalWe00,fumbles_lost,0,,,,,
player,201910130mia,was,SimsSt00,pass_cmp,0,,,,,
player,201910130mia,was,SimsSt00,pass_att,0,,,,,
player,201910130mia,was,SimsSt00,pass_yds,0,,,,,
player,201910130mia,was,SimsSt00,pass_td,0,,,,,
player,201910130mia,was,SimsSt00,pass_int,0,,,,,
player,201910130mia,was,SimsSt00,pass_sacked,0,,,,,
player,201910130mia,was,SimsSt00,pass_sacked_yds,0,,,,,
player,201910130mia,was,SimsSt00,pass_long,0,,,,,
player,201910130mia,was,SimsSt00,pass_rating,,,,,,
player,201910130mia,was,SimsSt00,rush_att,1,,,,,
player,201910130mia,was,SimsSt00,rush_yds,1,,,,,
player,201910130mia,was,SimsSt00,rush_td,0,,,,,
player,201910130mia,was,SimsSt00,rush_long,1,,,,,
player,201910130mia,was,SimsSt00,targets,0,,,,,
player,201910130mia,was,SimsSt00,rec,0,,,,,
player,201910130mia,was,SimsSt00,rec_yds,0,,,,,
player,201910130mia,was,SimsSt00,rec_td,0,,,,,
player,201910130mia,was,SimsSt00,rec_long,0,,,,,
player,201910130mia,was,SimsSt00,fumbles,0,,,,,
player,201910130mia,was,SimsSt00,fumbles_lost,0,,,,,
player,201910130mia,was,McLaTe00,pass_cmp,0,,,,,
player,201910130mia,was,McLaTe00,pass_att,0,,,,,
player,201910130mia,was,McLaTe00,pass_yds,0,,,,,
player,201910130mia,was,McLaTe00,pass_td,0,,,,,
player,201910130mia,was,McLaTe00,pass_int,0,,,,,
player,201910130mia,was,McLaTe00,pass_sacked,0,,,,,
player,201910130mia,was,McLaTe00,pass_sacked_yds,0,,,,,
player,201910130mia,was,McLaTe00,pass_long,0,,,,,
player,201910130mia,was,McLaTe00,pass_rating,,,,,,
player,201910130mia,was,McLaTe00,rush_att,0,,,,,
player,201910130mia,was,McLaTe00,rush_yds,0,,,,,
player,201910130mia,was,McLaTe00,rush_td,0,,,,,
player,201910130mia,was,McLaTe00,rush_long,0,,,,,
player,201910130mia,was,McLaTe00,targets,7,,,,,
player,201910130mia,was,McLaTe00,rec,4,,,,,
player,201910130mia,was,McLaTe00,rec_yds,100,,,,,
player,201910130mia,was,McLaTe00,rec_td,2,,,,,
player,201910130mia,was,McLaTe00,rec_long,33,,,,,
player,201910130mia,was,McLaTe00,fumbles,0,,,,,
player,201910130mia,was,McLaTe00,fumbles_lost,0,,,,,
player,201910130mia,was,SpriJe00,pass_cmp,0,,,,,
player,201910130mia,was,SpriJe00,pass_att,0,,,,,
player,201910130mia,was,SpriJe00,pass_yds,0,,,,,
player,201910130mia,was,SpriJe00,pass_td,0,,,,,
player,201910130mia,was,SpriJe00,pass_int,0,,,,,
player,201910130mia,was,SpriJe00,pass_sacked,0,,,,,
player,201910130mia,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201910130mia,was,SpriJe00,pass_long,0,,,,,
player,201910130mia,was,SpriJe00,pass_rating,,,,,,
player,201910130mia,was,SpriJe00,rush_att,0,,,,,
player,201910130mia,was,SpriJe00,rush_yds,0,,,,,
player,201910130mia,was,SpriJe00,rush_td,0,,,,,
player,201910130mia,was,SpriJe00,rush_long,0,,,,,
player,201910130mia,was,SpriJe00,targets,3,,,,,
player,201910130mia,was,SpriJe00,rec,2,,,,,
player,201910130mia,was,SpriJe00,rec_yds,24,,,,,
player,201910130mia,was,SpriJe00,rec_td,0,,,,,
player,201910130mia,was,SpriJe00,rec_long,19,,,,,
player,201910130mia,was,SpriJe00,fumbles,0,,,,,
player,201910130mia,was,SpriJe00,fumbles_lost,0,,,,,
player,201910130mia,was,QuinTr00,pass_cmp,0,,,,,
player,201910130mia,was,QuinTr00,pass_att,0,,,,,
player,201910130mia,was,QuinTr00,pass_yds,0,,,,,
player,201910130mia,was,QuinTr00,pass_td,0,,,,,
player,201910130mia,was,QuinTr00,pass_int,0,,,,,
player,201910130mia,was,QuinTr00,pass_sacked,0,,,,,
player,201910130mia,was,QuinTr00,pass_sacked_yds,0,,,,,
player,201910130mia,was,QuinTr00,pass_long,0,,,,,
player,201910130mia,was,QuinTr00,pass_rating,,,,,,
player,201910130mia,was,QuinTr00,rush_att,0,,,,,
player,201910130mia,was,QuinTr00,rush_yds,0,,,,,
player,201910130mia,was,QuinTr00,rush_td,0,,,,,
player,201910130mia,was,QuinTr00,rush_long,0,,,,,
player,201910130mia,was,QuinTr00,targets,4,,,,,
player,201910130mia,was,QuinTr00,rec,2,,,,,
player,201910130mia,was,QuinTr00,rec_yds,8,,,,,
player,201910130mia,was,QuinTr00,rec_td,0,,,,,
player,201910130mia,was,QuinTr00,rec_long,7,,,,,
player,201910130mia,was,QuinTr00,fumbles,0,,,,,
player,201910130mia,was,QuinTr00,fumbles_lost,0,,,,,
player,201910130mia,was,HarmKe00,pass_cmp,0,,,,,
player,201910130mia,was,HarmKe00,pass_att,0,,,,,
player,201910130mia,was,HarmKe00,pass_yds,0,,,,,
player,201910130mia,was,HarmKe00,pass_td,0,,,,,
player,201910130mia,was,HarmKe00,pass_int,0,,,,,
player,201910130mia,was,HarmKe00,pass_sacked,0,,,,,
player,201910130mia,was,HarmKe00,pass_sacked_yds,0,,,,,
player,201910130mia,was,HarmKe00,pass_long,0,,,,,
player,201910130mia,was,HarmKe00,pass_rating,,,,,,
player,201910130mia,was,HarmKe00,rush_att,0,,,,,
player,201910130mia,was,HarmKe00,rush_yds,0,,,,,
player,201910130mia,was,HarmKe00,rush_td,0,,,,,
player,201910130mia,was,HarmKe00,rush_long,0,,,,,
player,201910130mia,was,HarmKe00,targets,1,,,,,
player,201910130mia,was,HarmKe00,rec,1,,,,,
player,201910130mia,was,HarmKe00,rec_yds,8,,,,,
player,201910130mia,was,HarmKe00,rec_td,0,,,,,
player,201910130mia,was,HarmKe00,rec_long,8,,,,,
player,201910130mia,was,HarmKe00,fumbles,0,,,,,
player,201910130mia,was,HarmKe00,fumbles_lost,0,,,,,
player,201910130mia,was,RichPa01,pass_cmp,0,,,,,
player,201910130mia,was,RichPa01,pass_att,0,,,,,
player,201910130mia,was,RichPa01,pass_yds,0,,,,,
player,201910130mia,was,RichPa01,pass_td,0,,,,,
player,201910130mia,was,RichPa01,pass_int,0,,,,,
player,201910130mia,was,RichPa01,pass_sacked,0,,,,,
player,201910130mia,was,RichPa01,pass_sacked_yds,0,,,,,
player,201910130mia,was,RichPa01,pass_long,0,,,,,
player,201910130mia,was,RichPa01,pass_rating,,,,,,
player,201910130mia,was,RichPa01,rush_att,1,,,,,
player,201910130mia,was,RichPa01,rush_yds,0,,,,,
player,201910130mia,was,RichPa01,rush_td,0,,,,,
player,201910130mia,was,RichPa01,rush_long,0,,,,,
player,201910130mia,was,RichPa01,targets,4,,,,,
player,201910130mia,was,RichPa01,rec,0,,,,,
player,201910130mia,was,RichPa01,rec_yds,0,,,,,
player,201910130mia,was,RichPa01,rec_td,0,,,,,
player,201910130mia,was,RichPa01,rec_long,0,,,,,
player,201910130mia,was,RichPa01,fumbles,0,,,,,
player,201910130mia,was,RichPa01,fumbles_lost,0,,,,,
player,201910130mia,mia,RoseJo01,pass_cmp,15,,,,,
player,201910130mia,mia,RoseJo01,pass_att,25,,,,,
player,201910130mia,mia,RoseJo01,pass_yds,85,,,,,
player,201910130mia,mia,RoseJo01,pass_td,0,,,,,
player,201910130mia,mia,RoseJo01,pass_int,2,,,,,
player,201910130mia,mia,RoseJo01,pass_sacked,5,,,,,
player,201910130mia,mia,RoseJo01,pass_sacked_yds,30,,,,,
player,201910130mia,mia,RoseJo01,pass_long,16,,,,,
player,201910130mia,mia,RoseJo01,pass_rating,32.9,,,,,
player,201910130mia,mia,RoseJo01,rush_att,0,,,,,
player,201910130mia,mia,RoseJo01,rush_yds,0,,,,,
player,201910130mia,mia,RoseJo01,rush_td,0,,,,,
player,201910130mia,mia,RoseJo01,rush_long,0,,,,,
player,201910130mia,mia,RoseJo01,targets,0,,,,,
player,201910130mia,mia,RoseJo01,rec,0,,,,,
player,201910130mia,mia,RoseJo01,rec_yds,0,,,,,
player,201910130mia,mia,RoseJo01,rec_td,0,,,,,
player,201910130mia,mia,RoseJo01,rec_long,0,,,,,
player,201910130mia,mia,RoseJo01,fumbles,0,,,,,
player,201910130mia,mia,RoseJo01,fumbles_lost,0,,,,,
player,201910130mia,mia,FitzRy00,pass_cmp,12,,,,,
player,201910130mia,mia,FitzRy00,pass_att,18,,,,,
player,201910130mia,mia,FitzRy00,pass_yds,132,,,,,
player,201910130mia,mia,FitzRy00,pass_td,1,,,,,
player,201910130mia,mia,FitzRy00,pass_int,0,,,,,
player,201910130mia,mia,FitzRy00,pass_sacked,0,,,,,
player,201910130mia,mia,FitzRy00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,FitzRy00,pass_long,30,,,,,
player,201910130mia,mia,FitzRy00,pass_rating,106.7,,,,,
player,201910130mia,mia,FitzRy00,rush_att,2,,,,,
player,201910130mia,mia,FitzRy00,rush_yds,5,,,,,
player,201910130mia,mia,FitzRy00,rush_td,0,,,,,
player,201910130mia,mia,FitzRy00,rush_long,5,,,,,
player,201910130mia,mia,FitzRy00,targets,0,,,,,
player,201910130mia,mia,FitzRy00,rec,0,,,,,
player,201910130mia,mia,FitzRy00,rec_yds,0,,,,,
player,201910130mia,mia,FitzRy00,rec_td,0,,,,,
player,201910130mia,mia,FitzRy00,rec_long,0,,,,,
player,201910130mia,mia,FitzRy00,fumbles,0,,,,,
player,201910130mia,mia,FitzRy00,fumbles_lost,0,,,,,
player,201910130mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201910130mia,mia,DrakKe00,pass_att,0,,,,,
player,201910130mia,mia,DrakKe00,pass_yds,0,,,,,
player,201910130mia,mia,DrakKe00,pass_td,0,,,,,
player,201910130mia,mia,DrakKe00,pass_int,0,,,,,
player,201910130mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201910130mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,DrakKe00,pass_long,0,,,,,
player,201910130mia,mia,DrakKe00,pass_rating,,,,,,
player,201910130mia,mia,DrakKe00,rush_att,10,,,,,
player,201910130mia,mia,DrakKe00,rush_yds,40,,,,,
player,201910130mia,mia,DrakKe00,rush_td,0,,,,,
player,201910130mia,mia,DrakKe00,rush_long,9,,,,,
player,201910130mia,mia,DrakKe00,targets,9,,,,,
player,201910130mia,mia,DrakKe00,rec,6,,,,,
player,201910130mia,mia,DrakKe00,rec_yds,30,,,,,
player,201910130mia,mia,DrakKe00,rec_td,0,,,,,
player,201910130mia,mia,DrakKe00,rec_long,9,,,,,
player,201910130mia,mia,DrakKe00,fumbles,0,,,,,
player,201910130mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201910130mia,mia,WaltMa00,pass_cmp,0,,,,,
player,201910130mia,mia,WaltMa00,pass_att,0,,,,,
player,201910130mia,mia,WaltMa00,pass_yds,0,,,,,
player,201910130mia,mia,WaltMa00,pass_td,0,,,,,
player,201910130mia,mia,WaltMa00,pass_int,0,,,,,
player,201910130mia,mia,WaltMa00,pass_sacked,0,,,,,
player,201910130mia,mia,WaltMa00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,WaltMa00,pass_long,0,,,,,
player,201910130mia,mia,WaltMa00,pass_rating,,,,,,
player,201910130mia,mia,WaltMa00,rush_att,6,,,,,
player,201910130mia,mia,WaltMa00,rush_yds,32,,,,,
player,201910130mia,mia,WaltMa00,rush_td,0,,,,,
player,201910130mia,mia,WaltMa00,rush_long,14,,,,,
player,201910130mia,mia,WaltMa00,targets,6,,,,,
player,201910130mia,mia,WaltMa00,rec,5,,,,,
player,201910130mia,mia,WaltMa00,rec_yds,43,,,,,
player,201910130mia,mia,WaltMa00,rec_td,0,,,,,
player,201910130mia,mia,WaltMa00,rec_long,18,,,,,
player,201910130mia,mia,WaltMa00,fumbles,0,,,,,
player,201910130mia,mia,WaltMa00,fumbles_lost,0,,,,,
player,201910130mia,mia,BallKa00,pass_cmp,0,,,,,
player,201910130mia,mia,BallKa00,pass_att,0,,,,,
player,201910130mia,mia,BallKa00,pass_yds,0,,,,,
player,201910130mia,mia,BallKa00,pass_td,0,,,,,
player,201910130mia,mia,BallKa00,pass_int,0,,,,,
player,201910130mia,mia,BallKa00,pass_sacked,0,,,,,
player,201910130mia,mia,BallKa00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,BallKa00,pass_long,0,,,,,
player,201910130mia,mia,BallKa00,pass_rating,,,,,,
player,201910130mia,mia,BallKa00,rush_att,3,,,,,
player,201910130mia,mia,BallKa00,rush_yds,7,,,,,
player,201910130mia,mia,BallKa00,rush_td,1,,,,,
player,201910130mia,mia,BallKa00,rush_long,6,,,,,
player,201910130mia,mia,BallKa00,targets,0,,,,,
player,201910130mia,mia,BallKa00,rec,0,,,,,
player,201910130mia,mia,BallKa00,rec_yds,0,,,,,
player,201910130mia,mia,BallKa00,rec_td,0,,,,,
player,201910130mia,mia,BallKa00,rec_long,0,,,,,
player,201910130mia,mia,BallKa00,fumbles,0,,,,,
player,201910130mia,mia,BallKa00,fumbles_lost,0,,,,,
player,201910130mia,mia,GesiMi00,pass_cmp,0,,,,,
player,201910130mia,mia,GesiMi00,pass_att,0,,,,,
player,201910130mia,mia,GesiMi00,pass_yds,0,,,,,
player,201910130mia,mia,GesiMi00,pass_td,0,,,,,
player,201910130mia,mia,GesiMi00,pass_int,0,,,,,
player,201910130mia,mia,GesiMi00,pass_sacked,0,,,,,
player,201910130mia,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,GesiMi00,pass_long,0,,,,,
player,201910130mia,mia,GesiMi00,pass_rating,,,,,,
player,201910130mia,mia,GesiMi00,rush_att,0,,,,,
player,201910130mia,mia,GesiMi00,rush_yds,0,,,,,
player,201910130mia,mia,GesiMi00,rush_td,0,,,,,
player,201910130mia,mia,GesiMi00,rush_long,0,,,,,
player,201910130mia,mia,GesiMi00,targets,7,,,,,
player,201910130mia,mia,GesiMi00,rec,3,,,,,
player,201910130mia,mia,GesiMi00,rec_yds,51,,,,,
player,201910130mia,mia,GesiMi00,rec_td,0,,,,,
player,201910130mia,mia,GesiMi00,rec_long,30,,,,,
player,201910130mia,mia,GesiMi00,fumbles,0,,,,,
player,201910130mia,mia,GesiMi00,fumbles_lost,0,,,,,
player,201910130mia,mia,WillPr01,pass_cmp,0,,,,,
player,201910130mia,mia,WillPr01,pass_att,0,,,,,
player,201910130mia,mia,WillPr01,pass_yds,0,,,,,
player,201910130mia,mia,WillPr01,pass_td,0,,,,,
player,201910130mia,mia,WillPr01,pass_int,0,,,,,
player,201910130mia,mia,WillPr01,pass_sacked,0,,,,,
player,201910130mia,mia,WillPr01,pass_sacked_yds,0,,,,,
player,201910130mia,mia,WillPr01,pass_long,0,,,,,
player,201910130mia,mia,WillPr01,pass_rating,,,,,,
player,201910130mia,mia,WillPr01,rush_att,0,,,,,
player,201910130mia,mia,WillPr01,rush_yds,0,,,,,
player,201910130mia,mia,WillPr01,rush_td,0,,,,,
player,201910130mia,mia,WillPr01,rush_long,0,,,,,
player,201910130mia,mia,WillPr01,targets,6,,,,,
player,201910130mia,mia,WillPr01,rec,2,,,,,
player,201910130mia,mia,WillPr01,rec_yds,31,,,,,
player,201910130mia,mia,WillPr01,rec_td,0,,,,,
player,201910130mia,mia,WillPr01,rec_long,21,,,,,
player,201910130mia,mia,WillPr01,fumbles,0,,,,,
player,201910130mia,mia,WillPr01,fumbles_lost,0,,,,,
player,201910130mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201910130mia,mia,ParkDe01,pass_att,0,,,,,
player,201910130mia,mia,ParkDe01,pass_yds,0,,,,,
player,201910130mia,mia,ParkDe01,pass_td,0,,,,,
player,201910130mia,mia,ParkDe01,pass_int,0,,,,,
player,201910130mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201910130mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201910130mia,mia,ParkDe01,pass_long,0,,,,,
player,201910130mia,mia,ParkDe01,pass_rating,,,,,,
player,201910130mia,mia,ParkDe01,rush_att,0,,,,,
player,201910130mia,mia,ParkDe01,rush_yds,0,,,,,
player,201910130mia,mia,ParkDe01,rush_td,0,,,,,
player,201910130mia,mia,ParkDe01,rush_long,0,,,,,
player,201910130mia,mia,ParkDe01,targets,4,,,,,
player,201910130mia,mia,ParkDe01,rec,3,,,,,
player,201910130mia,mia,ParkDe01,rec_yds,28,,,,,
player,201910130mia,mia,ParkDe01,rec_td,1,,,,,
player,201910130mia,mia,ParkDe01,rec_long,12,,,,,
player,201910130mia,mia,ParkDe01,fumbles,0,,,,,
player,201910130mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201910130mia,mia,HurnAl01,pass_cmp,0,,,,,
player,201910130mia,mia,HurnAl01,pass_att,0,,,,,
player,201910130mia,mia,HurnAl01,pass_yds,0,,,,,
player,201910130mia,mia,HurnAl01,pass_td,0,,,,,
player,201910130mia,mia,HurnAl01,pass_int,0,,,,,
player,201910130mia,mia,HurnAl01,pass_sacked,0,,,,,
player,201910130mia,mia,HurnAl01,pass_sacked_yds,0,,,,,
player,201910130mia,mia,HurnAl01,pass_long,0,,,,,
player,201910130mia,mia,HurnAl01,pass_rating,,,,,,
player,201910130mia,mia,HurnAl01,rush_att,0,,,,,
player,201910130mia,mia,HurnAl01,rush_yds,0,,,,,
player,201910130mia,mia,HurnAl01,rush_td,0,,,,,
player,201910130mia,mia,HurnAl01,rush_long,0,,,,,
player,201910130mia,mia,HurnAl01,targets,2,,,,,
player,201910130mia,mia,HurnAl01,rec,2,,,,,
player,201910130mia,mia,HurnAl01,rec_yds,16,,,,,
player,201910130mia,mia,HurnAl01,rec_td,0,,,,,
player,201910130mia,mia,HurnAl01,rec_long,11,,,,,
player,201910130mia,mia,HurnAl01,fumbles,0,,,,,
player,201910130mia,mia,HurnAl01,fumbles_lost,0,,,,,
player,201910130mia,mia,WilsAl02,pass_cmp,0,,,,,
player,201910130mia,mia,WilsAl02,pass_att,0,,,,,
player,201910130mia,mia,WilsAl02,pass_yds,0,,,,,
player,201910130mia,mia,WilsAl02,pass_td,0,,,,,
player,201910130mia,mia,WilsAl02,pass_int,0,,,,,
player,201910130mia,mia,WilsAl02,pass_sacked,0,,,,,
player,201910130mia,mia,WilsAl02,pass_sacked_yds,0,,,,,
player,201910130mia,mia,WilsAl02,pass_long,0,,,,,
player,201910130mia,mia,WilsAl02,pass_rating,,,,,,
player,201910130mia,mia,WilsAl02,rush_att,0,,,,,
player,201910130mia,mia,WilsAl02,rush_yds,0,,,,,
player,201910130mia,mia,WilsAl02,rush_td,0,,,,,
player,201910130mia,mia,WilsAl02,rush_long,0,,,,,
player,201910130mia,mia,WilsAl02,targets,6,,,,,
player,201910130mia,mia,WilsAl02,rec,5,,,,,
player,201910130mia,mia,WilsAl02,rec_yds,15,,,,,
player,201910130mia,mia,WilsAl02,rec_td,0,,,,,
player,201910130mia,mia,WilsAl02,rec_long,8,,,,,
player,201910130mia,mia,WilsAl02,fumbles,0,,,,,
player,201910130mia,mia,WilsAl02,fumbles_lost,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_cmp,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_att,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_yds,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_td,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_int,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_sacked,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_long,0,,,,,
player,201910130mia,mia,OLeaNi00,pass_rating,,,,,,
player,201910130mia,mia,OLeaNi00,rush_att,0,,,,,
player,201910130mia,mia,OLeaNi00,rush_yds,0,,,,,
player,201910130mia,mia,OLeaNi00,rush_td,0,,,,,
player,201910130mia,mia,OLeaNi00,rush_long,0,,,,,
player,201910130mia,mia,OLeaNi00,targets,1,,,,,
player,201910130mia,mia,OLeaNi00,rec,1,,,,,
player,201910130mia,mia,OLeaNi00,rec_yds,3,,,,,
player,201910130mia,mia,OLeaNi00,rec_td,0,,,,,
player,201910130mia,mia,OLeaNi00,rec_long,3,,,,,
player,201910130mia,mia,OLeaNi00,fumbles,1,,,,,
player,201910130mia,mia,OLeaNi00,fumbles_lost,0,,,,,
player,201910130mia,mia,FordIs00,pass_cmp,0,,,,,
player,201910130mia,mia,FordIs00,pass_att,0,,,,,
player,201910130mia,mia,FordIs00,pass_yds,0,,,,,
player,201910130mia,mia,FordIs00,pass_td,0,,,,,
player,201910130mia,mia,FordIs00,pass_int,0,,,,,
player,201910130mia,mia,FordIs00,pass_sacked,0,,,,,
player,201910130mia,mia,FordIs00,pass_sacked_yds,0,,,,,
player,201910130mia,mia,FordIs00,pass_long,0,,,,,
player,201910130mia,mia,FordIs00,pass_rating,,,,,,
player,201910130mia,mia,FordIs00,rush_att,0,,,,,
player,201910130mia,mia,FordIs00,rush_yds,0,,,,,
player,201910130mia,mia,FordIs00,rush_td,0,,,,,
player,201910130mia,mia,FordIs00,rush_long,0,,,,,
player,201910130mia,mia,FordIs00,targets,1,,,,,
player,201910130mia,mia,FordIs00,rec,0,,,,,
player,201910130mia,mia,FordIs00,rec_yds,0,,,,,
player,201910130mia,mia,FordIs00,rec_td,0,,,,,
player,201910130mia,mia,FordIs00,rec_long,0,,,,,
player,201910130mia,mia,FordIs00,fumbles,0,,,,,
player,201910130mia,mia,FordIs00,fumbles_lost,0,,,,,
