game,2019,10,20191107,201911070rai,sdg,"Los Angeles Chargers",24,rai,"Oakland Raiders",26
player,201911070rai,sdg,RivePh00,pass_sacked_yds,38,,,,,
player,201911070rai,sdg,RivePh00,pass_long,45,,,,,
player,201911070rai,sdg,RivePh00,pass_rating,57.5,,,,,
player,201911070rai,sdg,RivePh00,rush_att,0,,,,,
player,201911070rai,sdg,RivePh00,rush_yds,0,,,,,
player,201911070rai,sdg,RivePh00,rush_td,0,,,,,
player,201911070rai,sdg,RivePh00,rush_long,0,,,,,
player,201911070rai,sdg,RivePh00,targets,0,,,,,
player,201911070rai,sdg,RivePh00,rec,0,,,,,
player,201911070rai,sdg,RivePh00,rec_yds,0,,,,,
player,201911070rai,sdg,RivePh00,rec_td,0,,,,,
player,201911070rai,sdg,RivePh00,rec_long,0,,,,,
player,201911070rai,sdg,RivePh00,fumbles,1,,,,,
player,201911070rai,sdg,RivePh00,fumbles_lost,0,,,,,
player,201911070rai,sdg,GordMe00,pass_cmp,0,,,,,
player,201911070rai,sdg,GordMe00,pass_att,0,,,,,
player,201911070rai,sdg,GordMe00,pass_yds,0,,,,,
player,201911070rai,sdg,GordMe00,pass_td,0,,,,,
player,201911070rai,sdg,GordMe00,pass_int,0,,,,,
player,201911070rai,sdg,GordMe00,pass_sacked,0,,,,,
player,201911070rai,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,GordMe00,pass_long,0,,,,,
player,201911070rai,sdg,GordMe00,pass_rating,,,,,,
player,201911070rai,sdg,GordMe00,rush_att,22,,,,,
player,201911070rai,sdg,GordMe00,rush_yds,108,,,,,
player,201911070rai,sdg,GordMe00,rush_td,1,,,,,
player,201911070rai,sdg,GordMe00,rush_long,24,,,,,
player,201911070rai,sdg,GordMe00,targets,1,,,,,
player,201911070rai,sdg,GordMe00,rec,1,,,,,
player,201911070rai,sdg,GordMe00,rec_yds,25,,,,,
player,201911070rai,sdg,GordMe00,rec_td,0,,,,,
player,201911070rai,sdg,GordMe00,rec_long,25,,,,,
player,201911070rai,sdg,GordMe00,fumbles,0,,,,,
player,201911070rai,sdg,GordMe00,fumbles_lost,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_cmp,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_att,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_yds,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_td,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_int,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_sacked,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_long,0,,,,,
player,201911070rai,sdg,EkelAu00,pass_rating,,,,,,
player,201911070rai,sdg,EkelAu00,rush_att,6,,,,,
player,201911070rai,sdg,EkelAu00,rush_yds,19,,,,,
player,201911070rai,sdg,EkelAu00,rush_td,0,,,,,
player,201911070rai,sdg,EkelAu00,rush_long,10,,,,,
player,201911070rai,sdg,EkelAu00,targets,2,,,,,
player,201911070rai,sdg,EkelAu00,rec,2,,,,,
player,201911070rai,sdg,EkelAu00,rec_yds,29,,,,,
player,201911070rai,sdg,EkelAu00,rec_td,1,,,,,
player,201911070rai,sdg,EkelAu00,rec_long,23,,,,,
player,201911070rai,sdg,EkelAu00,fumbles,0,,,,,
player,201911070rai,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_cmp,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_att,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_yds,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_td,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_int,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_sacked,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_long,0,,,,,
player,201911070rai,sdg,AlleKe00,pass_rating,,,,,,
player,201911070rai,sdg,AlleKe00,rush_att,1,,,,,
player,201911070rai,sdg,AlleKe00,rush_yds,18,,,,,
player,201911070rai,sdg,AlleKe00,rush_td,0,,,,,
player,201911070rai,sdg,AlleKe00,rush_long,18,,,,,
player,201911070rai,sdg,AlleKe00,targets,11,,,,,
player,201911070rai,sdg,AlleKe00,rec,8,,,,,
player,201911070rai,sdg,AlleKe00,rec_yds,68,,,,,
player,201911070rai,sdg,AlleKe00,rec_td,0,,,,,
player,201911070rai,sdg,AlleKe00,rec_long,26,,,,,
player,201911070rai,sdg,AlleKe00,fumbles,0,,,,,
player,201911070rai,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201911070rai,sdg,WattDe00,pass_cmp,0,,,,,
player,201911070rai,sdg,WattDe00,pass_att,0,,,,,
player,201911070rai,sdg,WattDe00,pass_yds,0,,,,,
player,201911070rai,sdg,WattDe00,pass_td,0,,,,,
player,201911070rai,sdg,WattDe00,pass_int,0,,,,,
player,201911070rai,sdg,WattDe00,pass_sacked,0,,,,,
player,201911070rai,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,WattDe00,pass_long,0,,,,,
player,201911070rai,sdg,WattDe00,pass_rating,,,,,,
player,201911070rai,sdg,WattDe00,rush_att,1,,,,,
player,201911070rai,sdg,WattDe00,rush_yds,1,,,,,
player,201911070rai,sdg,WattDe00,rush_td,0,,,,,
player,201911070rai,sdg,WattDe00,rush_long,1,,,,,
player,201911070rai,sdg,WattDe00,targets,1,,,,,
player,201911070rai,sdg,WattDe00,rec,0,,,,,
player,201911070rai,sdg,WattDe00,rec_yds,0,,,,,
player,201911070rai,sdg,WattDe00,rec_td,0,,,,,
player,201911070rai,sdg,WattDe00,rec_long,0,,,,,
player,201911070rai,sdg,WattDe00,fumbles,0,,,,,
player,201911070rai,sdg,WattDe00,fumbles_lost,0,,,,,
player,201911070rai,sdg,WillMi07,pass_cmp,0,,,,,
player,201911070rai,sdg,WillMi07,pass_att,0,,,,,
player,201911070rai,sdg,WillMi07,pass_yds,0,,,,,
player,201911070rai,sdg,WillMi07,pass_td,0,,,,,
player,201911070rai,sdg,WillMi07,pass_int,0,,,,,
player,201911070rai,sdg,WillMi07,pass_sacked,0,,,,,
player,201911070rai,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,WillMi07,pass_long,0,,,,,
player,201911070rai,sdg,WillMi07,pass_rating,,,,,,
player,201911070rai,sdg,WillMi07,rush_att,0,,,,,
player,201911070rai,sdg,WillMi07,rush_yds,0,,,,,
player,201911070rai,sdg,WillMi07,rush_td,0,,,,,
player,201911070rai,sdg,WillMi07,rush_long,0,,,,,
player,201911070rai,sdg,WillMi07,targets,3,,,,,
player,201911070rai,sdg,WillMi07,rec,2,,,,,
player,201911070rai,sdg,WillMi07,rec_yds,55,,,,,
player,201911070rai,sdg,WillMi07,rec_td,0,,,,,
player,201911070rai,sdg,WillMi07,rec_long,45,,,,,
player,201911070rai,sdg,WillMi07,fumbles,0,,,,,
player,201911070rai,sdg,WillMi07,fumbles_lost,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_cmp,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_att,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_yds,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_td,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_int,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_sacked,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_long,0,,,,,
player,201911070rai,sdg,HenrHu00,pass_rating,,,,,,
player,201911070rai,sdg,HenrHu00,rush_att,0,,,,,
player,201911070rai,sdg,HenrHu00,rush_yds,0,,,,,
player,201911070rai,sdg,HenrHu00,rush_td,0,,,,,
player,201911070rai,sdg,HenrHu00,rush_long,0,,,,,
player,201911070rai,sdg,HenrHu00,targets,7,,,,,
player,201911070rai,sdg,HenrHu00,rec,4,,,,,
player,201911070rai,sdg,HenrHu00,rec_yds,30,,,,,
player,201911070rai,sdg,HenrHu00,rec_td,1,,,,,
player,201911070rai,sdg,HenrHu00,rec_long,13,,,,,
player,201911070rai,sdg,HenrHu00,fumbles,0,,,,,
player,201911070rai,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201911070rai,sdg,KendLa00,pass_cmp,0,,,,,
player,201911070rai,sdg,KendLa00,pass_att,0,,,,,
player,201911070rai,sdg,KendLa00,pass_yds,0,,,,,
player,201911070rai,sdg,KendLa00,pass_td,0,,,,,
player,201911070rai,sdg,KendLa00,pass_int,0,,,,,
player,201911070rai,sdg,KendLa00,pass_sacked,0,,,,,
player,201911070rai,sdg,KendLa00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,KendLa00,pass_long,0,,,,,
player,201911070rai,sdg,KendLa00,pass_rating,,,,,,
player,201911070rai,sdg,KendLa00,rush_att,0,,,,,
player,201911070rai,sdg,KendLa00,rush_yds,0,,,,,
player,201911070rai,sdg,KendLa00,rush_td,0,,,,,
player,201911070rai,sdg,KendLa00,rush_long,0,,,,,
player,201911070rai,sdg,KendLa00,targets,1,,,,,
player,201911070rai,sdg,KendLa00,rec,0,,,,,
player,201911070rai,sdg,KendLa00,rec_yds,0,,,,,
player,201911070rai,sdg,KendLa00,rec_td,0,,,,,
player,201911070rai,sdg,KendLa00,rec_long,0,,,,,
player,201911070rai,sdg,KendLa00,fumbles,0,,,,,
player,201911070rai,sdg,KendLa00,fumbles_lost,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_cmp,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_att,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_yds,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_td,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_int,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_sacked,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_long,0,,,,,
player,201911070rai,sdg,MoorJa02,pass_rating,,,,,,
player,201911070rai,sdg,MoorJa02,rush_att,0,,,,,
player,201911070rai,sdg,MoorJa02,rush_yds,0,,,,,
player,201911070rai,sdg,MoorJa02,rush_td,0,,,,,
player,201911070rai,sdg,MoorJa02,rush_long,0,,,,,
player,201911070rai,sdg,MoorJa02,targets,1,,,,,
player,201911070rai,sdg,MoorJa02,rec,0,,,,,
player,201911070rai,sdg,MoorJa02,rec_yds,0,,,,,
player,201911070rai,sdg,MoorJa02,rec_td,0,,,,,
player,201911070rai,sdg,MoorJa02,rec_long,0,,,,,
player,201911070rai,sdg,MoorJa02,fumbles,0,,,,,
player,201911070rai,sdg,MoorJa02,fumbles_lost,0,,,,,
player,201911070rai,sdg,PattAn00,pass_cmp,0,,,,,
player,201911070rai,sdg,PattAn00,pass_att,0,,,,,
player,201911070rai,sdg,PattAn00,pass_yds,0,,,,,
player,201911070rai,sdg,PattAn00,pass_td,0,,,,,
player,201911070rai,sdg,PattAn00,pass_int,0,,,,,
player,201911070rai,sdg,PattAn00,pass_sacked,0,,,,,
player,201911070rai,sdg,PattAn00,pass_sacked_yds,0,,,,,
player,201911070rai,sdg,PattAn00,pass_long,0,,,,,
player,201911070rai,sdg,PattAn00,pass_rating,,,,,,
player,201911070rai,sdg,PattAn00,rush_att,0,,,,,
player,201911070rai,sdg,PattAn00,rush_yds,0,,,,,
player,201911070rai,sdg,PattAn00,rush_td,0,,,,,
player,201911070rai,sdg,PattAn00,rush_long,0,,,,,
player,201911070rai,sdg,PattAn00,targets,4,,,,,
player,201911070rai,sdg,PattAn00,rec,0,,,,,
player,201911070rai,sdg,PattAn00,rec_yds,0,,,,,
player,201911070rai,sdg,PattAn00,rec_td,0,,,,,
player,201911070rai,sdg,PattAn00,rec_long,0,,,,,
player,201911070rai,sdg,PattAn00,fumbles,0,,,,,
player,201911070rai,sdg,PattAn00,fumbles_lost,0,,,,,
player,201911070rai,rai,CarrDe02,pass_cmp,21,,,,,
player,201911070rai,rai,CarrDe02,pass_att,31,,,,,
player,201911070rai,rai,CarrDe02,pass_yds,218,,,,,
player,201911070rai,rai,CarrDe02,pass_td,1,,,,,
player,201911070rai,rai,CarrDe02,pass_int,0,,,,,
player,201911070rai,rai,CarrDe02,pass_sacked,3,,,,,
player,201911070rai,rai,CarrDe02,pass_sacked_yds,18,,,,,
player,201911070rai,rai,CarrDe02,pass_long,27,,,,,
player,201911070rai,rai,CarrDe02,pass_rating,98.6,,,,,
player,201911070rai,rai,CarrDe02,rush_att,1,,,,,
player,201911070rai,rai,CarrDe02,rush_yds,4,,,,,
player,201911070rai,rai,CarrDe02,rush_td,0,,,,,
player,201911070rai,rai,CarrDe02,rush_long,4,,,,,
player,201911070rai,rai,CarrDe02,targets,0,,,,,
player,201911070rai,rai,CarrDe02,rec,0,,,,,
player,201911070rai,rai,CarrDe02,rec_yds,0,,,,,
player,201911070rai,rai,CarrDe02,rec_td,0,,,,,
player,201911070rai,rai,CarrDe02,rec_long,0,,,,,
player,201911070rai,rai,CarrDe02,fumbles,0,,,,,
player,201911070rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201911070rai,rai,JacoJo01,pass_cmp,0,,,,,
player,201911070rai,rai,JacoJo01,pass_att,0,,,,,
player,201911070rai,rai,JacoJo01,pass_yds,0,,,,,
player,201911070rai,rai,JacoJo01,pass_td,0,,,,,
player,201911070rai,rai,JacoJo01,pass_int,0,,,,,
player,201911070rai,rai,JacoJo01,pass_sacked,0,,,,,
player,201911070rai,rai,JacoJo01,pass_sacked_yds,0,,,,,
player,201911070rai,rai,JacoJo01,pass_long,0,,,,,
player,201911070rai,rai,JacoJo01,pass_rating,,,,,,
player,201911070rai,rai,JacoJo01,rush_att,16,,,,,
player,201911070rai,rai,JacoJo01,rush_yds,71,,,,,
player,201911070rai,rai,JacoJo01,rush_td,1,,,,,
player,201911070rai,rai,JacoJo01,rush_long,18,,,,,
player,201911070rai,rai,JacoJo01,targets,5,,,,,
player,201911070rai,rai,JacoJo01,rec,3,,,,,
player,201911070rai,rai,JacoJo01,rec_yds,30,,,,,
player,201911070rai,rai,JacoJo01,rec_td,0,,,,,
player,201911070rai,rai,JacoJo01,rec_long,17,,,,,
player,201911070rai,rai,JacoJo01,fumbles,0,,,,,
player,201911070rai,rai,JacoJo01,fumbles_lost,0,,,,,
player,201911070rai,rai,IngoAl01,pass_cmp,0,,,,,
player,201911070rai,rai,IngoAl01,pass_att,0,,,,,
player,201911070rai,rai,IngoAl01,pass_yds,0,,,,,
player,201911070rai,rai,IngoAl01,pass_td,0,,,,,
player,201911070rai,rai,IngoAl01,pass_int,0,,,,,
player,201911070rai,rai,IngoAl01,pass_sacked,0,,,,,
player,201911070rai,rai,IngoAl01,pass_sacked_yds,0,,,,,
player,201911070rai,rai,IngoAl01,pass_long,0,,,,,
player,201911070rai,rai,IngoAl01,pass_rating,,,,,,
player,201911070rai,rai,IngoAl01,rush_att,1,,,,,
player,201911070rai,rai,IngoAl01,rush_yds,3,,,,,
player,201911070rai,rai,IngoAl01,rush_td,0,,,,,
player,201911070rai,rai,IngoAl01,rush_long,3,,,,,
player,201911070rai,rai,IngoAl01,targets,1,,,,,
player,201911070rai,rai,IngoAl01,rec,1,,,,,
player,201911070rai,rai,IngoAl01,rec_yds,9,,,,,
player,201911070rai,rai,IngoAl01,rec_td,1,,,,,
player,201911070rai,rai,IngoAl01,rec_long,9,,,,,
player,201911070rai,rai,IngoAl01,fumbles,0,,,,,
player,201911070rai,rai,IngoAl01,fumbles_lost,0,,,,,
player,201911070rai,rai,RichJa01,pass_cmp,0,,,,,
player,201911070rai,rai,RichJa01,pass_att,0,,,,,
player,201911070rai,rai,RichJa01,pass_yds,0,,,,,
player,201911070rai,rai,RichJa01,pass_td,0,,,,,
player,201911070rai,rai,RichJa01,pass_int,0,,,,,
player,201911070rai,rai,RichJa01,pass_sacked,0,,,,,
player,201911070rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201911070rai,rai,RichJa01,pass_long,0,,,,,
player,201911070rai,rai,RichJa01,pass_rating,,,,,,
player,201911070rai,rai,RichJa01,rush_att,2,,,,,
player,201911070rai,rai,RichJa01,rush_yds,0,,,,,
player,201911070rai,rai,RichJa01,rush_td,0,,,,,
player,201911070rai,rai,RichJa01,rush_long,0,,,,,
player,201911070rai,rai,RichJa01,targets,4,,,,,
player,201911070rai,rai,RichJa01,rec,4,,,,,
player,201911070rai,rai,RichJa01,rec_yds,43,,,,,
player,201911070rai,rai,RichJa01,rec_td,0,,,,,
player,201911070rai,rai,RichJa01,rec_long,13,,,,,
player,201911070rai,rai,RichJa01,fumbles,0,,,,,
player,201911070rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201911070rai,rai,RenfHu00,pass_cmp,0,,,,,
player,201911070rai,rai,RenfHu00,pass_att,0,,,,,
player,201911070rai,rai,RenfHu00,pass_yds,0,,,,,
player,201911070rai,rai,RenfHu00,pass_td,0,,,,,
player,201911070rai,rai,RenfHu00,pass_int,0,,,,,
player,201911070rai,rai,RenfHu00,pass_sacked,0,,,,,
player,201911070rai,rai,RenfHu00,pass_sacked_yds,0,,,,,
player,201911070rai,rai,RenfHu00,pass_long,0,,,,,
player,201911070rai,rai,RenfHu00,pass_rating,,,,,,
player,201911070rai,rai,RenfHu00,rush_att,0,,,,,
player,201911070rai,rai,RenfHu00,rush_yds,0,,,,,
player,201911070rai,rai,RenfHu00,rush_td,0,,,,,
player,201911070rai,rai,RenfHu00,rush_long,0,,,,,
player,201911070rai,rai,RenfHu00,targets,5,,,,,
player,201911070rai,rai,RenfHu00,rec,4,,,,,
player,201911070rai,rai,RenfHu00,rec_yds,42,,,,,
player,201911070rai,rai,RenfHu00,rec_td,0,,,,,
player,201911070rai,rai,RenfHu00,rec_long,14,,,,,
player,201911070rai,rai,RenfHu00,fumbles,0,,,,,
player,201911070rai,rai,RenfHu00,fumbles_lost,0,,,,,
player,201911070rai,rai,WallDa01,pass_cmp,0,,,,,
player,201911070rai,rai,WallDa01,pass_att,0,,,,,
player,201911070rai,rai,WallDa01,pass_yds,0,,,,,
player,201911070rai,rai,WallDa01,pass_td,0,,,,,
player,201911070rai,rai,WallDa01,pass_int,0,,,,,
player,201911070rai,rai,WallDa01,pass_sacked,0,,,,,
player,201911070rai,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201911070rai,rai,WallDa01,pass_long,0,,,,,
player,201911070rai,rai,WallDa01,pass_rating,,,,,,
player,201911070rai,rai,WallDa01,rush_att,0,,,,,
player,201911070rai,rai,WallDa01,rush_yds,0,,,,,
player,201911070rai,rai,WallDa01,rush_td,0,,,,,
player,201911070rai,rai,WallDa01,rush_long,0,,,,,
player,201911070rai,rai,WallDa01,targets,5,,,,,
player,201911070rai,rai,WallDa01,rec,3,,,,,
player,201911070rai,rai,WallDa01,rec_yds,40,,,,,
player,201911070rai,rai,WallDa01,rec_td,0,,,,,
player,201911070rai,rai,WallDa01,rec_long,27,,,,,
player,201911070rai,rai,WallDa01,fumbles,0,,,,,
player,201911070rai,rai,WallDa01,fumbles_lost,0,,,,,
player,201911070rai,rai,WillTy00,pass_cmp,0,,,,,
player,201911070rai,rai,WillTy00,pass_att,0,,,,,
player,201911070rai,rai,WillTy00,pass_yds,0,,,,,
player,201911070rai,rai,WillTy00,pass_td,0,,,,,
player,201911070rai,rai,WillTy00,pass_int,0,,,,,
player,201911070rai,rai,WillTy00,pass_sacked,0,,,,,
player,201911070rai,rai,WillTy00,pass_sacked_yds,0,,,,,
player,201911070rai,rai,WillTy00,pass_long,0,,,,,
player,201911070rai,rai,WillTy00,pass_rating,,,,,,
player,201911070rai,rai,WillTy00,rush_att,0,,,,,
player,201911070rai,rai,WillTy00,rush_yds,0,,,,,
player,201911070rai,rai,WillTy00,rush_td,0,,,,,
player,201911070rai,rai,WillTy00,rush_long,0,,,,,
player,201911070rai,rai,WillTy00,targets,5,,,,,
player,201911070rai,rai,WillTy00,rec,3,,,,,
player,201911070rai,rai,WillTy00,rec_yds,25,,,,,
player,201911070rai,rai,WillTy00,rec_td,0,,,,,
player,201911070rai,rai,WillTy00,rec_long,12,,,,,
player,201911070rai,rai,WillTy00,fumbles,0,,,,,
player,201911070rai,rai,WillTy00,fumbles_lost,0,,,,,
player,201911070rai,rai,WashDe00,pass_cmp,0,,,,,
player,201911070rai,rai,WashDe00,pass_att,0,,,,,
player,201911070rai,rai,WashDe00,pass_yds,0,,,,,
player,201911070rai,rai,WashDe00,pass_td,0,,,,,
player,201911070rai,rai,WashDe00,pass_int,0,,,,,
player,201911070rai,rai,WashDe00,pass_sacked,0,,,,,
player,201911070rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201911070rai,rai,WashDe00,pass_long,0,,,,,
player,201911070rai,rai,WashDe00,pass_rating,,,,,,
player,201911070rai,rai,WashDe00,rush_att,1,,,,,
player,201911070rai,rai,WashDe00,rush_yds,0,,,,,
player,201911070rai,rai,WashDe00,rush_td,0,,,,,
player,201911070rai,rai,WashDe00,rush_long,0,,,,,
player,201911070rai,rai,WashDe00,targets,2,,,,,
player,201911070rai,rai,WashDe00,rec,2,,,,,
player,201911070rai,rai,WashDe00,rec_yds,19,,,,,
player,201911070rai,rai,WashDe00,rec_td,0,,,,,
player,201911070rai,rai,WashDe00,rec_long,10,,,,,
player,201911070rai,rai,WashDe00,fumbles,0,,,,,
player,201911070rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201911070rai,rai,JoneZa00,pass_cmp,0,,,,,
player,201911070rai,rai,JoneZa00,pass_att,0,,,,,
player,201911070rai,rai,JoneZa00,pass_yds,0,,,,,
player,201911070rai,rai,JoneZa00,pass_td,0,,,,,
player,201911070rai,rai,JoneZa00,pass_int,0,,,,,
player,201911070rai,rai,JoneZa00,pass_sacked,0,,,,,
player,201911070rai,rai,JoneZa00,pass_sacked_yds,0,,,,,
player,201911070rai,rai,JoneZa00,pass_long,0,,,,,
player,201911070rai,rai,JoneZa00,pass_rating,,,,,,
player,201911070rai,rai,JoneZa00,rush_att,0,,,,,
player,201911070rai,rai,JoneZa00,rush_yds,0,,,,,
player,201911070rai,rai,JoneZa00,rush_td,0,,,,,
player,201911070rai,rai,JoneZa00,rush_long,0,,,,,
player,201911070rai,rai,JoneZa00,targets,3,,,,,
player,201911070rai,rai,JoneZa00,rec,1,,,,,
player,201911070rai,rai,JoneZa00,rec_yds,10,,,,,
player,201911070rai,rai,JoneZa00,rec_td,0,,,,,
player,201911070rai,rai,JoneZa00,rec_long,10,,,,,
player,201911070rai,rai,JoneZa00,fumbles,0,,,,,
player,201911070rai,rai,JoneZa00,fumbles_lost,0,,,,,
player,201911070rai,sdg,IngrMe00,def_int,0,,,,,
player,201911070rai,sdg,IngrMe00,def_int_yds,0,,,,,
player,201911070rai,sdg,IngrMe00,def_int_td,0,,,,,
player,201911070rai,sdg,IngrMe00,def_int_long,0,,,,,
player,201911070rai,sdg,IngrMe00,pass_defended,1,,,,,
player,201911070rai,sdg,IngrMe00,sacks,2.0,,,,,
player,201911070rai,sdg,IngrMe00,tackles_combined,7,,,,,
player,201911070rai,sdg,IngrMe00,tackles_solo,7,,,,,
player,201911070rai,sdg,IngrMe00,tackles_assists,0,,,,,
player,201911070rai,sdg,IngrMe00,tackles_loss,2,,,,,
player,201911070rai,sdg,IngrMe00,qb_hits,2,,,,,
player,201911070rai,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201911070rai,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201911070rai,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201911070rai,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201911070rai,sdg,NwosUc00,def_int,0,,,,,
player,201911070rai,sdg,NwosUc00,def_int_yds,0,,,,,
player,201911070rai,sdg,NwosUc00,def_int_td,0,,,,,
player,201911070rai,sdg,NwosUc00,def_int_long,0,,,,,
player,201911070rai,sdg,NwosUc00,pass_defended,0,,,,,
player,201911070rai,sdg,NwosUc00,sacks,1.0,,,,,
player,201911070rai,sdg,NwosUc00,tackles_combined,1,,,,,
player,201911070rai,sdg,NwosUc00,tackles_solo,1,,,,,
player,201911070rai,sdg,NwosUc00,tackles_assists,0,,,,,
player,201911070rai,sdg,NwosUc00,tackles_loss,1,,,,,
player,201911070rai,sdg,NwosUc00,qb_hits,1,,,,,
player,201911070rai,sdg,NwosUc00,fumbles_rec,0,,,,,
player,201911070rai,sdg,NwosUc00,fumbles_rec_yds,0,,,,,
player,201911070rai,sdg,NwosUc00,fumbles_rec_td,0,,,,,
player,201911070rai,sdg,NwosUc00,fumbles_forced,0,,,,,
player,201911070rai,sdg,TranDr00,def_int,0,,,,,
player,201911070rai,sdg,TranDr00,def_int_yds,0,,,,,
player,201911070rai,sdg,TranDr00,def_int_td,0,,,,,
player,201911070rai,sdg,TranDr00,def_int_long,0,,,,,
player,201911070rai,sdg,TranDr00,pass_defended,0,,,,,
player,201911070rai,sdg,TranDr00,sacks,0.0,,,,,
player,201911070rai,sdg,TranDr00,tackles_combined,14,,,,,
player,201911070rai,sdg,TranDr00,tackles_solo,6,,,,,
player,201911070rai,sdg,TranDr00,tackles_assists,8,,,,,
player,201911070rai,sdg,TranDr00,tackles_loss,0,,,,,
player,201911070rai,sdg,TranDr00,qb_hits,0,,,,,
player,201911070rai,sdg,TranDr00,fumbles_rec,0,,,,,
player,201911070rai,sdg,TranDr00,fumbles_rec_yds,0,,,,,
player,201911070rai,sdg,TranDr00,fumbles_rec_td,0,,,,,
player,201911070rai,sdg,TranDr00,fumbles_forced,0,,,,,
player,201911070rai,sdg,DaviTh20,def_int,0,,,,,
player,201911070rai,sdg,DaviTh20,def_int_yds,0,,,,,
