game,2019,7,20191020,201910200atl,ram,"Los Angeles Rams",37,atl,"Atlanta Falcons",10
player,201910200atl,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,CookBr00,pass_long,0,,,,,
player,201910200atl,ram,CookBr00,pass_rating,,,,,,
player,201910200atl,ram,CookBr00,rush_att,0,,,,,
player,201910200atl,ram,CookBr00,rush_yds,0,,,,,
player,201910200atl,ram,CookBr00,rush_td,0,,,,,
player,201910200atl,ram,CookBr00,rush_long,0,,,,,
player,201910200atl,ram,CookBr00,targets,7,,,,,
player,201910200atl,ram,CookBr00,rec,4,,,,,
player,201910200atl,ram,CookBr00,rec_yds,59,,,,,
player,201910200atl,ram,CookBr00,rec_td,0,,,,,
player,201910200atl,ram,CookBr00,rec_long,21,,,,,
player,201910200atl,ram,CookBr00,fumbles,0,,,,,
player,201910200atl,ram,CookBr00,fumbles_lost,0,,,,,
player,201910200atl,ram,EverGe00,pass_cmp,0,,,,,
player,201910200atl,ram,EverGe00,pass_att,0,,,,,
player,201910200atl,ram,EverGe00,pass_yds,0,,,,,
player,201910200atl,ram,EverGe00,pass_td,0,,,,,
player,201910200atl,ram,EverGe00,pass_int,0,,,,,
player,201910200atl,ram,EverGe00,pass_sacked,0,,,,,
player,201910200atl,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,EverGe00,pass_long,0,,,,,
player,201910200atl,ram,EverGe00,pass_rating,,,,,,
player,201910200atl,ram,EverGe00,rush_att,0,,,,,
player,201910200atl,ram,EverGe00,rush_yds,0,,,,,
player,201910200atl,ram,EverGe00,rush_td,0,,,,,
player,201910200atl,ram,EverGe00,rush_long,0,,,,,
player,201910200atl,ram,EverGe00,targets,10,,,,,
player,201910200atl,ram,EverGe00,rec,4,,,,,
player,201910200atl,ram,EverGe00,rec_yds,50,,,,,
player,201910200atl,ram,EverGe00,rec_td,1,,,,,
player,201910200atl,ram,EverGe00,rec_long,33,,,,,
player,201910200atl,ram,EverGe00,fumbles,0,,,,,
player,201910200atl,ram,EverGe00,fumbles_lost,0,,,,,
player,201910200atl,ram,KuppCo00,pass_cmp,0,,,,,
player,201910200atl,ram,KuppCo00,pass_att,0,,,,,
player,201910200atl,ram,KuppCo00,pass_yds,0,,,,,
player,201910200atl,ram,KuppCo00,pass_td,0,,,,,
player,201910200atl,ram,KuppCo00,pass_int,0,,,,,
player,201910200atl,ram,KuppCo00,pass_sacked,0,,,,,
player,201910200atl,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,KuppCo00,pass_long,0,,,,,
player,201910200atl,ram,KuppCo00,pass_rating,,,,,,
player,201910200atl,ram,KuppCo00,rush_att,0,,,,,
player,201910200atl,ram,KuppCo00,rush_yds,0,,,,,
player,201910200atl,ram,KuppCo00,rush_td,0,,,,,
player,201910200atl,ram,KuppCo00,rush_long,0,,,,,
player,201910200atl,ram,KuppCo00,targets,8,,,,,
player,201910200atl,ram,KuppCo00,rec,6,,,,,
player,201910200atl,ram,KuppCo00,rec_yds,50,,,,,
player,201910200atl,ram,KuppCo00,rec_td,0,,,,,
player,201910200atl,ram,KuppCo00,rec_long,17,,,,,
player,201910200atl,ram,KuppCo00,fumbles,0,,,,,
player,201910200atl,ram,KuppCo00,fumbles_lost,0,,,,,
player,201910200atl,ram,ScotNi01,pass_cmp,0,,,,,
player,201910200atl,ram,ScotNi01,pass_att,0,,,,,
player,201910200atl,ram,ScotNi01,pass_yds,0,,,,,
player,201910200atl,ram,ScotNi01,pass_td,0,,,,,
player,201910200atl,ram,ScotNi01,pass_int,0,,,,,
player,201910200atl,ram,ScotNi01,pass_sacked,0,,,,,
player,201910200atl,ram,ScotNi01,pass_sacked_yds,0,,,,,
player,201910200atl,ram,ScotNi01,pass_long,0,,,,,
player,201910200atl,ram,ScotNi01,pass_rating,,,,,,
player,201910200atl,ram,ScotNi01,rush_att,0,,,,,
player,201910200atl,ram,ScotNi01,rush_yds,0,,,,,
player,201910200atl,ram,ScotNi01,rush_td,0,,,,,
player,201910200atl,ram,ScotNi01,rush_long,0,,,,,
player,201910200atl,ram,ScotNi01,targets,1,,,,,
player,201910200atl,ram,ScotNi01,rec,1,,,,,
player,201910200atl,ram,ScotNi01,rec_yds,23,,,,,
player,201910200atl,ram,ScotNi01,rec_td,0,,,,,
player,201910200atl,ram,ScotNi01,rec_long,23,,,,,
player,201910200atl,ram,ScotNi01,fumbles,0,,,,,
player,201910200atl,ram,ScotNi01,fumbles_lost,0,,,,,
player,201910200atl,ram,HigbTy00,pass_cmp,0,,,,,
player,201910200atl,ram,HigbTy00,pass_att,0,,,,,
player,201910200atl,ram,HigbTy00,pass_yds,0,,,,,
player,201910200atl,ram,HigbTy00,pass_td,0,,,,,
player,201910200atl,ram,HigbTy00,pass_int,0,,,,,
player,201910200atl,ram,HigbTy00,pass_sacked,0,,,,,
player,201910200atl,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,HigbTy00,pass_long,0,,,,,
player,201910200atl,ram,HigbTy00,pass_rating,,,,,,
player,201910200atl,ram,HigbTy00,rush_att,0,,,,,
player,201910200atl,ram,HigbTy00,rush_yds,0,,,,,
player,201910200atl,ram,HigbTy00,rush_td,0,,,,,
player,201910200atl,ram,HigbTy00,rush_long,0,,,,,
player,201910200atl,ram,HigbTy00,targets,1,,,,,
player,201910200atl,ram,HigbTy00,rec,1,,,,,
player,201910200atl,ram,HigbTy00,rec_yds,8,,,,,
player,201910200atl,ram,HigbTy00,rec_td,0,,,,,
player,201910200atl,ram,HigbTy00,rec_long,8,,,,,
player,201910200atl,ram,HigbTy00,fumbles,0,,,,,
player,201910200atl,ram,HigbTy00,fumbles_lost,0,,,,,
player,201910200atl,ram,ReynJo00,pass_cmp,0,,,,,
player,201910200atl,ram,ReynJo00,pass_att,0,,,,,
player,201910200atl,ram,ReynJo00,pass_yds,0,,,,,
player,201910200atl,ram,ReynJo00,pass_td,0,,,,,
player,201910200atl,ram,ReynJo00,pass_int,0,,,,,
player,201910200atl,ram,ReynJo00,pass_sacked,0,,,,,
player,201910200atl,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,ReynJo00,pass_long,0,,,,,
player,201910200atl,ram,ReynJo00,pass_rating,,,,,,
player,201910200atl,ram,ReynJo00,rush_att,0,,,,,
player,201910200atl,ram,ReynJo00,rush_yds,0,,,,,
player,201910200atl,ram,ReynJo00,rush_td,0,,,,,
player,201910200atl,ram,ReynJo00,rush_long,0,,,,,
player,201910200atl,ram,ReynJo00,targets,1,,,,,
player,201910200atl,ram,ReynJo00,rec,0,,,,,
player,201910200atl,ram,ReynJo00,rec_yds,0,,,,,
player,201910200atl,ram,ReynJo00,rec_td,0,,,,,
player,201910200atl,ram,ReynJo00,rec_long,0,,,,,
player,201910200atl,ram,ReynJo00,fumbles,0,,,,,
player,201910200atl,ram,ReynJo00,fumbles_lost,0,,,,,
player,201910200atl,ram,MundJo00,pass_cmp,0,,,,,
player,201910200atl,ram,MundJo00,pass_att,0,,,,,
player,201910200atl,ram,MundJo00,pass_yds,0,,,,,
player,201910200atl,ram,MundJo00,pass_td,0,,,,,
player,201910200atl,ram,MundJo00,pass_int,0,,,,,
player,201910200atl,ram,MundJo00,pass_sacked,0,,,,,
player,201910200atl,ram,MundJo00,pass_sacked_yds,0,,,,,
player,201910200atl,ram,MundJo00,pass_long,0,,,,,
player,201910200atl,ram,MundJo00,pass_rating,,,,,,
player,201910200atl,ram,MundJo00,rush_att,0,,,,,
player,201910200atl,ram,MundJo00,rush_yds,0,,,,,
player,201910200atl,ram,MundJo00,rush_td,0,,,,,
player,201910200atl,ram,MundJo00,rush_long,0,,,,,
player,201910200atl,ram,MundJo00,targets,1,,,,,
player,201910200atl,ram,MundJo00,rec,0,,,,,
player,201910200atl,ram,MundJo00,rec_yds,0,,,,,
player,201910200atl,ram,MundJo00,rec_td,0,,,,,
player,201910200atl,ram,MundJo00,rec_long,0,,,,,
player,201910200atl,ram,MundJo00,fumbles,0,,,,,
player,201910200atl,ram,MundJo00,fumbles_lost,0,,,,,
player,201910200atl,atl,RyanMa00,pass_cmp,16,,,,,
player,201910200atl,atl,RyanMa00,pass_att,27,,,,,
player,201910200atl,atl,RyanMa00,pass_yds,159,,,,,
player,201910200atl,atl,RyanMa00,pass_td,0,,,,,
player,201910200atl,atl,RyanMa00,pass_int,1,,,,,
player,201910200atl,atl,RyanMa00,pass_sacked,5,,,,,
player,201910200atl,atl,RyanMa00,pass_sacked_yds,38,,,,,
player,201910200atl,atl,RyanMa00,pass_long,39,,,,,
player,201910200atl,atl,RyanMa00,pass_rating,60.6,,,,,
player,201910200atl,atl,RyanMa00,rush_att,1,,,,,
player,201910200atl,atl,RyanMa00,rush_yds,2,,,,,
player,201910200atl,atl,RyanMa00,rush_td,0,,,,,
player,201910200atl,atl,RyanMa00,rush_long,2,,,,,
player,201910200atl,atl,RyanMa00,targets,0,,,,,
player,201910200atl,atl,RyanMa00,rec,0,,,,,
player,201910200atl,atl,RyanMa00,rec_yds,0,,,,,
player,201910200atl,atl,RyanMa00,rec_td,0,,,,,
player,201910200atl,atl,RyanMa00,rec_long,0,,,,,
player,201910200atl,atl,RyanMa00,fumbles,2,,,,,
player,201910200atl,atl,RyanMa00,fumbles_lost,1,,,,,
player,201910200atl,atl,SchaMa00,pass_cmp,6,,,,,
player,201910200atl,atl,SchaMa00,pass_att,6,,,,,
player,201910200atl,atl,SchaMa00,pass_yds,65,,,,,
player,201910200atl,atl,SchaMa00,pass_td,1,,,,,
player,201910200atl,atl,SchaMa00,pass_int,0,,,,,
player,201910200atl,atl,SchaMa00,pass_sacked,0,,,,,
player,201910200atl,atl,SchaMa00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,SchaMa00,pass_long,19,,,,,
player,201910200atl,atl,SchaMa00,pass_rating,151.4,,,,,
player,201910200atl,atl,SchaMa00,rush_att,1,,,,,
player,201910200atl,atl,SchaMa00,rush_yds,-1,,,,,
player,201910200atl,atl,SchaMa00,rush_td,0,,,,,
player,201910200atl,atl,SchaMa00,rush_long,-1,,,,,
player,201910200atl,atl,SchaMa00,targets,0,,,,,
player,201910200atl,atl,SchaMa00,rec,0,,,,,
player,201910200atl,atl,SchaMa00,rec_yds,0,,,,,
player,201910200atl,atl,SchaMa00,rec_td,0,,,,,
player,201910200atl,atl,SchaMa00,rec_long,0,,,,,
player,201910200atl,atl,SchaMa00,fumbles,0,,,,,
player,201910200atl,atl,SchaMa00,fumbles_lost,0,,,,,
player,201910200atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201910200atl,atl,FreeDe00,pass_att,0,,,,,
player,201910200atl,atl,FreeDe00,pass_yds,0,,,,,
player,201910200atl,atl,FreeDe00,pass_td,0,,,,,
player,201910200atl,atl,FreeDe00,pass_int,0,,,,,
player,201910200atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201910200atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,FreeDe00,pass_long,0,,,,,
player,201910200atl,atl,FreeDe00,pass_rating,,,,,,
player,201910200atl,atl,FreeDe00,rush_att,7,,,,,
player,201910200atl,atl,FreeDe00,rush_yds,19,,,,,
player,201910200atl,atl,FreeDe00,rush_td,0,,,,,
player,201910200atl,atl,FreeDe00,rush_long,9,,,,,
player,201910200atl,atl,FreeDe00,targets,3,,,,,
player,201910200atl,atl,FreeDe00,rec,2,,,,,
player,201910200atl,atl,FreeDe00,rec_yds,6,,,,,
player,201910200atl,atl,FreeDe00,rec_td,0,,,,,
player,201910200atl,atl,FreeDe00,rec_long,4,,,,,
player,201910200atl,atl,FreeDe00,fumbles,1,,,,,
player,201910200atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201910200atl,atl,HillBr02,pass_cmp,0,,,,,
player,201910200atl,atl,HillBr02,pass_att,0,,,,,
player,201910200atl,atl,HillBr02,pass_yds,0,,,,,
player,201910200atl,atl,HillBr02,pass_td,0,,,,,
player,201910200atl,atl,HillBr02,pass_int,0,,,,,
player,201910200atl,atl,HillBr02,pass_sacked,0,,,,,
player,201910200atl,atl,HillBr02,pass_sacked_yds,0,,,,,
player,201910200atl,atl,HillBr02,pass_long,0,,,,,
player,201910200atl,atl,HillBr02,pass_rating,,,,,,
player,201910200atl,atl,HillBr02,rush_att,5,,,,,
player,201910200atl,atl,HillBr02,rush_yds,11,,,,,
player,201910200atl,atl,HillBr02,rush_td,0,,,,,
player,201910200atl,atl,HillBr02,rush_long,5,,,,,
player,201910200atl,atl,HillBr02,targets,2,,,,,
player,201910200atl,atl,HillBr02,rec,2,,,,,
player,201910200atl,atl,HillBr02,rec_yds,14,,,,,
player,201910200atl,atl,HillBr02,rec_td,0,,,,,
player,201910200atl,atl,HillBr02,rec_long,12,,,,,
player,201910200atl,atl,HillBr02,fumbles,0,,,,,
player,201910200atl,atl,HillBr02,fumbles_lost,0,,,,,
player,201910200atl,atl,SmitIt00,pass_cmp,0,,,,,
player,201910200atl,atl,SmitIt00,pass_att,0,,,,,
player,201910200atl,atl,SmitIt00,pass_yds,0,,,,,
player,201910200atl,atl,SmitIt00,pass_td,0,,,,,
player,201910200atl,atl,SmitIt00,pass_int,0,,,,,
player,201910200atl,atl,SmitIt00,pass_sacked,0,,,,,
player,201910200atl,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,SmitIt00,pass_long,0,,,,,
player,201910200atl,atl,SmitIt00,pass_rating,,,,,,
player,201910200atl,atl,SmitIt00,rush_att,1,,,,,
player,201910200atl,atl,SmitIt00,rush_yds,7,,,,,
player,201910200atl,atl,SmitIt00,rush_td,0,,,,,
player,201910200atl,atl,SmitIt00,rush_long,7,,,,,
player,201910200atl,atl,SmitIt00,targets,0,,,,,
player,201910200atl,atl,SmitIt00,rec,0,,,,,
player,201910200atl,atl,SmitIt00,rec_yds,0,,,,,
player,201910200atl,atl,SmitIt00,rec_td,0,,,,,
player,201910200atl,atl,SmitIt00,rec_long,0,,,,,
player,201910200atl,atl,SmitIt00,fumbles,0,,,,,
player,201910200atl,atl,SmitIt00,fumbles_lost,0,,,,,
player,201910200atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201910200atl,atl,JoneJu02,pass_att,0,,,,,
player,201910200atl,atl,JoneJu02,pass_yds,0,,,,,
player,201910200atl,atl,JoneJu02,pass_td,0,,,,,
player,201910200atl,atl,JoneJu02,pass_int,0,,,,,
player,201910200atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201910200atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201910200atl,atl,JoneJu02,pass_long,0,,,,,
player,201910200atl,atl,JoneJu02,pass_rating,,,,,,
player,201910200atl,atl,JoneJu02,rush_att,0,,,,,
player,201910200atl,atl,JoneJu02,rush_yds,0,,,,,
player,201910200atl,atl,JoneJu02,rush_td,0,,,,,
player,201910200atl,atl,JoneJu02,rush_long,0,,,,,
player,201910200atl,atl,JoneJu02,targets,9,,,,,
player,201910200atl,atl,JoneJu02,rec,6,,,,,
player,201910200atl,atl,JoneJu02,rec_yds,93,,,,,
player,201910200atl,atl,JoneJu02,rec_td,0,,,,,
player,201910200atl,atl,JoneJu02,rec_long,39,,,,,
player,201910200atl,atl,JoneJu02,fumbles,0,,,,,
player,201910200atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201910200atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201910200atl,atl,HoopAu00,pass_att,0,,,,,
player,201910200atl,atl,HoopAu00,pass_yds,0,,,,,
player,201910200atl,atl,HoopAu00,pass_td,0,,,,,
player,201910200atl,atl,HoopAu00,pass_int,0,,,,,
player,201910200atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201910200atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,HoopAu00,pass_long,0,,,,,
player,201910200atl,atl,HoopAu00,pass_rating,,,,,,
player,201910200atl,atl,HoopAu00,rush_att,0,,,,,
player,201910200atl,atl,HoopAu00,rush_yds,0,,,,,
player,201910200atl,atl,HoopAu00,rush_td,0,,,,,
player,201910200atl,atl,HoopAu00,rush_long,0,,,,,
player,201910200atl,atl,HoopAu00,targets,5,,,,,
player,201910200atl,atl,HoopAu00,rec,4,,,,,
player,201910200atl,atl,HoopAu00,rec_yds,46,,,,,
player,201910200atl,atl,HoopAu00,rec_td,1,,,,,
player,201910200atl,atl,HoopAu00,rec_long,19,,,,,
player,201910200atl,atl,HoopAu00,fumbles,0,,,,,
player,201910200atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201910200atl,atl,RidlCa00,pass_cmp,0,,,,,
player,201910200atl,atl,RidlCa00,pass_att,0,,,,,
player,201910200atl,atl,RidlCa00,pass_yds,0,,,,,
player,201910200atl,atl,RidlCa00,pass_td,0,,,,,
player,201910200atl,atl,RidlCa00,pass_int,0,,,,,
player,201910200atl,atl,RidlCa00,pass_sacked,0,,,,,
player,201910200atl,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,RidlCa00,pass_long,0,,,,,
player,201910200atl,atl,RidlCa00,pass_rating,,,,,,
player,201910200atl,atl,RidlCa00,rush_att,0,,,,,
player,201910200atl,atl,RidlCa00,rush_yds,0,,,,,
player,201910200atl,atl,RidlCa00,rush_td,0,,,,,
player,201910200atl,atl,RidlCa00,rush_long,0,,,,,
player,201910200atl,atl,RidlCa00,targets,6,,,,,
player,201910200atl,atl,RidlCa00,rec,4,,,,,
player,201910200atl,atl,RidlCa00,rec_yds,30,,,,,
player,201910200atl,atl,RidlCa00,rec_td,0,,,,,
player,201910200atl,atl,RidlCa00,rec_long,14,,,,,
player,201910200atl,atl,RidlCa00,fumbles,0,,,,,
player,201910200atl,atl,RidlCa00,fumbles_lost,0,,,,,
player,201910200atl,atl,HardJu00,pass_cmp,0,,,,,
player,201910200atl,atl,HardJu00,pass_att,0,,,,,
player,201910200atl,atl,HardJu00,pass_yds,0,,,,,
player,201910200atl,atl,HardJu00,pass_td,0,,,,,
player,201910200atl,atl,HardJu00,pass_int,0,,,,,
player,201910200atl,atl,HardJu00,pass_sacked,0,,,,,
player,201910200atl,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,HardJu00,pass_long,0,,,,,
player,201910200atl,atl,HardJu00,pass_rating,,,,,,
player,201910200atl,atl,HardJu00,rush_att,0,,,,,
player,201910200atl,atl,HardJu00,rush_yds,0,,,,,
player,201910200atl,atl,HardJu00,rush_td,0,,,,,
player,201910200atl,atl,HardJu00,rush_long,0,,,,,
player,201910200atl,atl,HardJu00,targets,2,,,,,
player,201910200atl,atl,HardJu00,rec,2,,,,,
