game,2019,15,20191215,201912150sdg,min,"Minnesota Vikings",39,sdg,"Los Angeles Chargers",10
player,201912150sdg,sdg,JoneJu03,tackles_solo,2,,,,,
player,201912150sdg,sdg,JoneJu03,tackles_assists,0,,,,,
player,201912150sdg,sdg,JoneJu03,tackles_loss,0,,,,,
player,201912150sdg,sdg,JoneJu03,qb_hits,0,,,,,
player,201912150sdg,sdg,JoneJu03,fumbles_rec,0,,,,,
player,201912150sdg,sdg,JoneJu03,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,JoneJu03,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,JoneJu03,fumbles_forced,0,,,,,
player,201912150sdg,sdg,MebaBr99,def_int,0,,,,,
player,201912150sdg,sdg,MebaBr99,def_int_yds,0,,,,,
player,201912150sdg,sdg,MebaBr99,def_int_td,0,,,,,
player,201912150sdg,sdg,MebaBr99,def_int_long,0,,,,,
player,201912150sdg,sdg,MebaBr99,pass_defended,0,,,,,
player,201912150sdg,sdg,MebaBr99,sacks,0.0,,,,,
player,201912150sdg,sdg,MebaBr99,tackles_combined,2,,,,,
player,201912150sdg,sdg,MebaBr99,tackles_solo,1,,,,,
player,201912150sdg,sdg,MebaBr99,tackles_assists,1,,,,,
player,201912150sdg,sdg,MebaBr99,tackles_loss,0,,,,,
player,201912150sdg,sdg,MebaBr99,qb_hits,0,,,,,
player,201912150sdg,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201912150sdg,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201912150sdg,sdg,SquaDa00,def_int,0,,,,,
player,201912150sdg,sdg,SquaDa00,def_int_yds,0,,,,,
player,201912150sdg,sdg,SquaDa00,def_int_td,0,,,,,
player,201912150sdg,sdg,SquaDa00,def_int_long,0,,,,,
player,201912150sdg,sdg,SquaDa00,pass_defended,0,,,,,
player,201912150sdg,sdg,SquaDa00,sacks,0.0,,,,,
player,201912150sdg,sdg,SquaDa00,tackles_combined,2,,,,,
player,201912150sdg,sdg,SquaDa00,tackles_solo,2,,,,,
player,201912150sdg,sdg,SquaDa00,tackles_assists,0,,,,,
player,201912150sdg,sdg,SquaDa00,tackles_loss,0,,,,,
player,201912150sdg,sdg,SquaDa00,qb_hits,0,,,,,
player,201912150sdg,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,FacyBr00,def_int,0,,,,,
player,201912150sdg,sdg,FacyBr00,def_int_yds,0,,,,,
player,201912150sdg,sdg,FacyBr00,def_int_td,0,,,,,
player,201912150sdg,sdg,FacyBr00,def_int_long,0,,,,,
player,201912150sdg,sdg,FacyBr00,pass_defended,0,,,,,
player,201912150sdg,sdg,FacyBr00,sacks,0.0,,,,,
player,201912150sdg,sdg,FacyBr00,tackles_combined,1,,,,,
player,201912150sdg,sdg,FacyBr00,tackles_solo,1,,,,,
player,201912150sdg,sdg,FacyBr00,tackles_assists,0,,,,,
player,201912150sdg,sdg,FacyBr00,tackles_loss,0,,,,,
player,201912150sdg,sdg,FacyBr00,qb_hits,0,,,,,
player,201912150sdg,sdg,FacyBr00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,FacyBr00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,FacyBr00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,FacyBr00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,NwosUc00,def_int,0,,,,,
player,201912150sdg,sdg,NwosUc00,def_int_yds,0,,,,,
player,201912150sdg,sdg,NwosUc00,def_int_td,0,,,,,
player,201912150sdg,sdg,NwosUc00,def_int_long,0,,,,,
player,201912150sdg,sdg,NwosUc00,pass_defended,0,,,,,
player,201912150sdg,sdg,NwosUc00,sacks,0.0,,,,,
player,201912150sdg,sdg,NwosUc00,tackles_combined,1,,,,,
player,201912150sdg,sdg,NwosUc00,tackles_solo,1,,,,,
player,201912150sdg,sdg,NwosUc00,tackles_assists,0,,,,,
player,201912150sdg,sdg,NwosUc00,tackles_loss,0,,,,,
player,201912150sdg,sdg,NwosUc00,qb_hits,0,,,,,
player,201912150sdg,sdg,NwosUc00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,NwosUc00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,NwosUc00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,NwosUc00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,PhilAd00,def_int,0,,,,,
player,201912150sdg,sdg,PhilAd00,def_int_yds,0,,,,,
player,201912150sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201912150sdg,sdg,PhilAd00,def_int_long,0,,,,,
player,201912150sdg,sdg,PhilAd00,pass_defended,0,,,,,
player,201912150sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201912150sdg,sdg,PhilAd00,tackles_combined,1,,,,,
player,201912150sdg,sdg,PhilAd00,tackles_solo,1,,,,,
player,201912150sdg,sdg,PhilAd00,tackles_assists,0,,,,,
player,201912150sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201912150sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201912150sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,WhitKy00,def_int,0,,,,,
player,201912150sdg,sdg,WhitKy00,def_int_yds,0,,,,,
player,201912150sdg,sdg,WhitKy00,def_int_td,0,,,,,
player,201912150sdg,sdg,WhitKy00,def_int_long,0,,,,,
player,201912150sdg,sdg,WhitKy00,pass_defended,0,,,,,
player,201912150sdg,sdg,WhitKy00,sacks,0.0,,,,,
player,201912150sdg,sdg,WhitKy00,tackles_combined,1,,,,,
player,201912150sdg,sdg,WhitKy00,tackles_solo,0,,,,,
player,201912150sdg,sdg,WhitKy00,tackles_assists,1,,,,,
player,201912150sdg,sdg,WhitKy00,tackles_loss,0,,,,,
player,201912150sdg,sdg,WhitKy00,qb_hits,0,,,,,
player,201912150sdg,sdg,WhitKy00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,WhitKy00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,WhitKy00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,WhitKy00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,WatkJa01,def_int,0,,,,,
player,201912150sdg,sdg,WatkJa01,def_int_yds,0,,,,,
player,201912150sdg,sdg,WatkJa01,def_int_td,0,,,,,
player,201912150sdg,sdg,WatkJa01,def_int_long,0,,,,,
player,201912150sdg,sdg,WatkJa01,pass_defended,1,,,,,
player,201912150sdg,sdg,WatkJa01,sacks,0.0,,,,,
player,201912150sdg,sdg,WatkJa01,tackles_combined,0,,,,,
player,201912150sdg,sdg,WatkJa01,tackles_solo,0,,,,,
player,201912150sdg,sdg,WatkJa01,tackles_assists,0,,,,,
player,201912150sdg,sdg,WatkJa01,tackles_loss,0,,,,,
player,201912150sdg,sdg,WatkJa01,qb_hits,0,,,,,
player,201912150sdg,sdg,WatkJa01,fumbles_rec,0,,,,,
player,201912150sdg,sdg,WatkJa01,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,WatkJa01,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,WatkJa01,fumbles_forced,0,,,,,
player,201912150sdg,min,AbduAm00,kick_ret,1,,,,,
player,201912150sdg,min,AbduAm00,kick_ret_yds,25,,,,,
player,201912150sdg,min,AbduAm00,kick_ret_yds_per_ret,25.0,,,,,
player,201912150sdg,min,AbduAm00,kick_ret_td,0,,,,,
player,201912150sdg,min,AbduAm00,kick_ret_long,25,,,,,
player,201912150sdg,min,AbduAm00,punt_ret,0,,,,,
player,201912150sdg,min,AbduAm00,punt_ret_yds,0,,,,,
player,201912150sdg,min,AbduAm00,punt_ret_yds_per_ret,,,,,,
player,201912150sdg,min,AbduAm00,punt_ret_td,0,,,,,
player,201912150sdg,min,AbduAm00,punt_ret_long,0,,,,,
player,201912150sdg,sdg,PopeTr00,kick_ret,3,,,,,
player,201912150sdg,sdg,PopeTr00,kick_ret_yds,48,,,,,
player,201912150sdg,sdg,PopeTr00,kick_ret_yds_per_ret,16.0,,,,,
player,201912150sdg,sdg,PopeTr00,kick_ret_td,0,,,,,
player,201912150sdg,sdg,PopeTr00,kick_ret_long,34,,,,,
player,201912150sdg,sdg,PopeTr00,punt_ret,0,,,,,
player,201912150sdg,sdg,PopeTr00,punt_ret_yds,0,,,,,
player,201912150sdg,sdg,PopeTr00,punt_ret_yds_per_ret,,,,,,
player,201912150sdg,sdg,PopeTr00,punt_ret_td,0,,,,,
player,201912150sdg,sdg,PopeTr00,punt_ret_long,0,,,,,
player,201912150sdg,min,BailDa00,xpm,3,,,,,
player,201912150sdg,min,BailDa00,xpa,4,,,,,
player,201912150sdg,min,BailDa00,fgm,4,,,,,
player,201912150sdg,min,BailDa00,fga,4,,,,,
player,201912150sdg,min,BailDa00,punt,0,,,,,
player,201912150sdg,min,BailDa00,punt_yds,0,,,,,
player,201912150sdg,min,BailDa00,punt_yds_per_punt,,,,,,
player,201912150sdg,min,BailDa00,punt_long,0,,,,,
player,201912150sdg,min,ColqBr00,xpm,,,,,,
player,201912150sdg,min,ColqBr00,xpa,,,,,,
player,201912150sdg,min,ColqBr00,fgm,,,,,,
player,201912150sdg,min,ColqBr00,fga,,,,,,
player,201912150sdg,min,ColqBr00,punt,2,,,,,
player,201912150sdg,min,ColqBr00,punt_yds,103,,,,,
player,201912150sdg,min,ColqBr00,punt_yds_per_punt,51.5,,,,,
player,201912150sdg,min,ColqBr00,punt_long,56,,,,,
player,201912150sdg,sdg,BadgMi00,xpm,1,,,,,
player,201912150sdg,sdg,BadgMi00,xpa,1,,,,,
player,201912150sdg,sdg,BadgMi00,fgm,1,,,,,
player,201912150sdg,sdg,BadgMi00,fga,1,,,,,
player,201912150sdg,sdg,BadgMi00,punt,0,,,,,
player,201912150sdg,sdg,BadgMi00,punt_yds,0,,,,,
player,201912150sdg,sdg,BadgMi00,punt_yds_per_punt,,,,,,
player,201912150sdg,sdg,BadgMi00,punt_long,0,,,,,
player,201912150sdg,sdg,LongTy00,xpm,,,,,,
player,201912150sdg,sdg,LongTy00,xpa,,,,,,
player,201912150sdg,sdg,LongTy00,fgm,,,,,,
player,201912150sdg,sdg,LongTy00,fga,,,,,,
player,201912150sdg,sdg,LongTy00,punt,1,,,,,
player,201912150sdg,sdg,LongTy00,punt_yds,26,,,,,
player,201912150sdg,sdg,LongTy00,punt_yds_per_punt,26.0,,,,,
player,201912150sdg,sdg,LongTy00,punt_long,26,,,,,
player,201912150sdg,sdg,TeviSa00,pos,T,,,,,
player,201912150sdg,sdg,TeviSa00,offense,62,,,,,
player,201912150sdg,sdg,TeviSa00,off_pct,100%,,,,,
player,201912150sdg,sdg,TeviSa00,defense,0,,,,,
player,201912150sdg,sdg,TeviSa00,def_pct,0%,,,,,
player,201912150sdg,sdg,TeviSa00,special_teams,2,,,,,
player,201912150sdg,sdg,TeviSa00,st_pct,8%,,,,,
player,201912150sdg,sdg,SchoMi00,pos,G,,,,,
player,201912150sdg,sdg,SchoMi00,offense,62,,,,,
player,201912150sdg,sdg,SchoMi00,off_pct,100%,,,,,
player,201912150sdg,sdg,SchoMi00,defense,0,,,,,
player,201912150sdg,sdg,SchoMi00,def_pct,0%,,,,,
player,201912150sdg,sdg,SchoMi00,special_teams,2,,,,,
player,201912150sdg,sdg,SchoMi00,st_pct,8%,,,,,
player,201912150sdg,sdg,QuesSc00,pos,C,,,,,
player,201912150sdg,sdg,QuesSc00,offense,62,,,,,
player,201912150sdg,sdg,QuesSc00,off_pct,100%,,,,,
player,201912150sdg,sdg,QuesSc00,defense,0,,,,,
player,201912150sdg,sdg,QuesSc00,def_pct,0%,,,,,
player,201912150sdg,sdg,QuesSc00,special_teams,2,,,,,
player,201912150sdg,sdg,QuesSc00,st_pct,8%,,,,,
player,201912150sdg,sdg,FeenDa00,pos,G,,,,,
player,201912150sdg,sdg,FeenDa00,offense,62,,,,,
player,201912150sdg,sdg,FeenDa00,off_pct,100%,,,,,
player,201912150sdg,sdg,FeenDa00,defense,0,,,,,
player,201912150sdg,sdg,FeenDa00,def_pct,0%,,,,,
player,201912150sdg,sdg,FeenDa00,special_teams,2,,,,,
player,201912150sdg,sdg,FeenDa00,st_pct,8%,,,,,
player,201912150sdg,sdg,RivePh00,pos,QB,,,,,
player,201912150sdg,sdg,RivePh00,offense,62,,,,,
player,201912150sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201912150sdg,sdg,RivePh00,defense,0,,,,,
player,201912150sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201912150sdg,sdg,RivePh00,special_teams,0,,,,,
player,201912150sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201912150sdg,sdg,AlleKe00,pos,WR,,,,,
player,201912150sdg,sdg,AlleKe00,offense,58,,,,,
player,201912150sdg,sdg,AlleKe00,off_pct,94%,,,,,
player,201912150sdg,sdg,AlleKe00,defense,0,,,,,
player,201912150sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201912150sdg,sdg,AlleKe00,special_teams,0,,,,,
player,201912150sdg,sdg,AlleKe00,st_pct,0%,,,,,
player,201912150sdg,sdg,WillMi07,pos,WR,,,,,
player,201912150sdg,sdg,WillMi07,offense,52,,,,,
player,201912150sdg,sdg,WillMi07,off_pct,84%,,,,,
player,201912150sdg,sdg,WillMi07,defense,0,,,,,
player,201912150sdg,sdg,WillMi07,def_pct,0%,,,,,
player,201912150sdg,sdg,WillMi07,special_teams,0,,,,,
player,201912150sdg,sdg,WillMi07,st_pct,0%,,,,,
player,201912150sdg,sdg,PattAn00,pos,WR,,,,,
player,201912150sdg,sdg,PattAn00,offense,46,,,,,
player,201912150sdg,sdg,PattAn00,off_pct,74%,,,,,
player,201912150sdg,sdg,PattAn00,defense,0,,,,,
player,201912150sdg,sdg,PattAn00,def_pct,0%,,,,,
player,201912150sdg,sdg,PattAn00,special_teams,9,,,,,
player,201912150sdg,sdg,PattAn00,st_pct,36%,,,,,
player,201912150sdg,sdg,HenrHu00,pos,TE,,,,,
player,201912150sdg,sdg,HenrHu00,offense,43,,,,,
player,201912150sdg,sdg,HenrHu00,off_pct,69%,,,,,
player,201912150sdg,sdg,HenrHu00,defense,0,,,,,
player,201912150sdg,sdg,HenrHu00,def_pct,0%,,,,,
player,201912150sdg,sdg,HenrHu00,special_teams,0,,,,,
player,201912150sdg,sdg,HenrHu00,st_pct,0%,,,,,
player,201912150sdg,sdg,OkunRu20,pos,T,,,,,
player,201912150sdg,sdg,OkunRu20,offense,32,,,,,
player,201912150sdg,sdg,OkunRu20,off_pct,52%,,,,,
player,201912150sdg,sdg,OkunRu20,defense,0,,,,,
player,201912150sdg,sdg,OkunRu20,def_pct,0%,,,,,
player,201912150sdg,sdg,OkunRu20,special_teams,2,,,,,
player,201912150sdg,sdg,OkunRu20,st_pct,8%,,,,,
player,201912150sdg,sdg,ScotTr01,pos,T,,,,,
player,201912150sdg,sdg,ScotTr01,offense,30,,,,,
player,201912150sdg,sdg,ScotTr01,off_pct,48%,,,,,
player,201912150sdg,sdg,ScotTr01,defense,0,,,,,
player,201912150sdg,sdg,ScotTr01,def_pct,0%,,,,,
player,201912150sdg,sdg,ScotTr01,special_teams,2,,,,,
player,201912150sdg,sdg,ScotTr01,st_pct,8%,,,,,
player,201912150sdg,sdg,EkelAu00,pos,RB,,,,,
player,201912150sdg,sdg,EkelAu00,offense,30,,,,,
player,201912150sdg,sdg,EkelAu00,off_pct,48%,,,,,
player,201912150sdg,sdg,EkelAu00,defense,0,,,,,
player,201912150sdg,sdg,EkelAu00,def_pct,0%,,,,,
player,201912150sdg,sdg,EkelAu00,special_teams,0,,,,,
player,201912150sdg,sdg,EkelAu00,st_pct,0%,,,,,
player,201912150sdg,sdg,GordMe00,pos,RB,,,,,
player,201912150sdg,sdg,GordMe00,offense,25,,,,,
player,201912150sdg,sdg,GordMe00,off_pct,40%,,,,,
player,201912150sdg,sdg,GordMe00,defense,0,,,,,
player,201912150sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201912150sdg,sdg,GordMe00,special_teams,0,,,,,
player,201912150sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201912150sdg,sdg,GreeVi00,pos,TE,,,,,
player,201912150sdg,sdg,GreeVi00,offense,23,,,,,
player,201912150sdg,sdg,GreeVi00,off_pct,37%,,,,,
player,201912150sdg,sdg,GreeVi00,defense,0,,,,,
player,201912150sdg,sdg,GreeVi00,def_pct,0%,,,,,
player,201912150sdg,sdg,GreeVi00,special_teams,2,,,,,
player,201912150sdg,sdg,GreeVi00,st_pct,8%,,,,,
player,201912150sdg,sdg,JackJu01,pos,RB,,,,,
player,201912150sdg,sdg,JackJu01,offense,13,,,,,
player,201912150sdg,sdg,JackJu01,off_pct,21%,,,,,
player,201912150sdg,sdg,JackJu01,defense,0,,,,,
player,201912150sdg,sdg,JackJu01,def_pct,0%,,,,,
player,201912150sdg,sdg,JackJu01,special_teams,13,,,,,
player,201912150sdg,sdg,JackJu01,st_pct,52%,,,,,
player,201912150sdg,sdg,MoorJa02,pos,WR,,,,,
player,201912150sdg,sdg,MoorJa02,offense,8,,,,,
player,201912150sdg,sdg,MoorJa02,off_pct,13%,,,,,
player,201912150sdg,sdg,MoorJa02,defense,0,,,,,
player,201912150sdg,sdg,MoorJa02,def_pct,0%,,,,,
player,201912150sdg,sdg,MoorJa02,special_teams,0,,,,,
player,201912150sdg,sdg,MoorJa02,st_pct,0%,,,,,
player,201912150sdg,sdg,WattDe00,pos,FB,,,,,
player,201912150sdg,sdg,WattDe00,offense,5,,,,,
player,201912150sdg,sdg,WattDe00,off_pct,8%,,,,,
player,201912150sdg,sdg,WattDe00,defense,0,,,,,
player,201912150sdg,sdg,WattDe00,def_pct,0%,,,,,
player,201912150sdg,sdg,WattDe00,special_teams,16,,,,,
player,201912150sdg,sdg,WattDe00,st_pct,64%,,,,,
player,201912150sdg,sdg,GroyRy00,pos,G,,,,,
player,201912150sdg,sdg,GroyRy00,offense,5,,,,,
player,201912150sdg,sdg,GroyRy00,off_pct,8%,,,,,
player,201912150sdg,sdg,GroyRy00,defense,0,,,,,
player,201912150sdg,sdg,GroyRy00,def_pct,0%,,,,,
player,201912150sdg,sdg,GroyRy00,special_teams,8,,,,,
player,201912150sdg,sdg,GroyRy00,st_pct,32%,,,,,
player,201912150sdg,sdg,KendLa00,pos,TE,,,,,
player,201912150sdg,sdg,KendLa00,offense,2,,,,,
player,201912150sdg,sdg,KendLa00,off_pct,3%,,,,,
player,201912150sdg,sdg,KendLa00,defense,0,,,,,
player,201912150sdg,sdg,KendLa00,def_pct,0%,,,,,
player,201912150sdg,sdg,KendLa00,special_teams,9,,,,,
player,201912150sdg,sdg,KendLa00,st_pct,36%,,,,,
player,201912150sdg,sdg,JenkRa00,pos,FS,,,,,
player,201912150sdg,sdg,JenkRa00,offense,0,,,,,
player,201912150sdg,sdg,JenkRa00,off_pct,0%,,,,,
player,201912150sdg,sdg,JenkRa00,defense,65,,,,,
player,201912150sdg,sdg,JenkRa00,def_pct,100%,,,,,
player,201912150sdg,sdg,JenkRa00,special_teams,10,,,,,
player,201912150sdg,sdg,JenkRa00,st_pct,40%,,,,,
player,201912150sdg,sdg,JameDe00,pos,FS,,,,,
player,201912150sdg,sdg,JameDe00,offense,0,,,,,
player,201912150sdg,sdg,JameDe00,off_pct,0%,,,,,
player,201912150sdg,sdg,JameDe00,defense,65,,,,,
player,201912150sdg,sdg,JameDe00,def_pct,100%,,,,,
player,201912150sdg,sdg,JameDe00,special_teams,0,,,,,
player,201912150sdg,sdg,JameDe00,st_pct,0%,,,,,
player,201912150sdg,sdg,HaywCa00,pos,CB,,,,,
player,201912150sdg,sdg,HaywCa00,offense,0,,,,,
player,201912150sdg,sdg,HaywCa00,off_pct,0%,,,,,
player,201912150sdg,sdg,HaywCa00,defense,62,,,,,
player,201912150sdg,sdg,HaywCa00,def_pct,95%,,,,,
player,201912150sdg,sdg,HaywCa00,special_teams,0,,,,,
player,201912150sdg,sdg,HaywCa00,st_pct,0%,,,,,
player,201912150sdg,sdg,BosaJo00,pos,DE,,,,,
player,201912150sdg,sdg,BosaJo00,offense,0,,,,,
player,201912150sdg,sdg,BosaJo00,off_pct,0%,,,,,
player,201912150sdg,sdg,BosaJo00,defense,56,,,,,
player,201912150sdg,sdg,BosaJo00,def_pct,86%,,,,,
player,201912150sdg,sdg,BosaJo00,special_teams,1,,,,,
player,201912150sdg,sdg,BosaJo00,st_pct,4%,,,,,
player,201912150sdg,sdg,DaviMi03,pos,CB,,,,,
player,201912150sdg,sdg,DaviMi03,offense,0,,,,,
player,201912150sdg,sdg,DaviMi03,off_pct,0%,,,,,
player,201912150sdg,sdg,DaviMi03,defense,53,,,,,
player,201912150sdg,sdg,DaviMi03,def_pct,82%,,,,,
player,201912150sdg,sdg,DaviMi03,special_teams,9,,,,,
player,201912150sdg,sdg,DaviMi03,st_pct,36%,,,,,
player,201912150sdg,sdg,DaviTh20,pos,LB,,,,,
player,201912150sdg,sdg,DaviTh20,offense,0,,,,,
player,201912150sdg,sdg,DaviTh20,off_pct,0%,,,,,
player,201912150sdg,sdg,DaviTh20,defense,53,,,,,
player,201912150sdg,sdg,DaviTh20,def_pct,82%,,,,,
player,201912150sdg,sdg,DaviTh20,special_teams,1,,,,,
player,201912150sdg,sdg,DaviTh20,st_pct,4%,,,,,
player,201912150sdg,sdg,IngrMe00,pos,DE,,,,,
player,201912150sdg,sdg,IngrMe00,offense,0,,,,,
player,201912150sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201912150sdg,sdg,IngrMe00,defense,45,,,,,
player,201912150sdg,sdg,IngrMe00,def_pct,69%,,,,,
player,201912150sdg,sdg,IngrMe00,special_teams,0,,,,,
player,201912150sdg,sdg,IngrMe00,st_pct,0%,,,,,
player,201912150sdg,sdg,JoneJu03,pos,DT,,,,,
player,201912150sdg,sdg,JoneJu03,offense,0,,,,,
player,201912150sdg,sdg,JoneJu03,off_pct,0%,,,,,
player,201912150sdg,sdg,JoneJu03,defense,42,,,,,
player,201912150sdg,sdg,JoneJu03,def_pct,65%,,,,,
player,201912150sdg,sdg,JoneJu03,special_teams,8,,,,,
player,201912150sdg,sdg,JoneJu03,st_pct,32%,,,,,
player,201912150sdg,sdg,PhilAd00,pos,SS,,,,,
player,201912150sdg,sdg,PhilAd00,offense,0,,,,,
player,201912150sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201912150sdg,sdg,PhilAd00,defense,36,,,,,
player,201912150sdg,sdg,PhilAd00,def_pct,55%,,,,,
player,201912150sdg,sdg,PhilAd00,special_teams,14,,,,,
player,201912150sdg,sdg,PhilAd00,st_pct,56%,,,,,
player,201912150sdg,sdg,TranDr00,pos,LB,,,,,
player,201912150sdg,sdg,TranDr00,offense,0,,,,,
player,201912150sdg,sdg,TranDr00,off_pct,0%,,,,,
player,201912150sdg,sdg,TranDr00,defense,36,,,,,
player,201912150sdg,sdg,TranDr00,def_pct,55%,,,,,
player,201912150sdg,sdg,TranDr00,special_teams,14,,,,,
player,201912150sdg,sdg,TranDr00,st_pct,56%,,,,,
player,201912150sdg,sdg,MebaBr99,pos,NT,,,,,
player,201912150sdg,sdg,MebaBr99,offense,0,,,,,
player,201912150sdg,sdg,MebaBr99,off_pct,0%,,,,,
player,201912150sdg,sdg,MebaBr99,defense,34,,,,,
player,201912150sdg,sdg,MebaBr99,def_pct,52%,,,,,
player,201912150sdg,sdg,MebaBr99,special_teams,1,,,,,
player,201912150sdg,sdg,MebaBr99,st_pct,4%,,,,,
player,201912150sdg,sdg,WhitKy00,pos,LB,,,,,
player,201912150sdg,sdg,WhitKy00,offense,0,,,,,
player,201912150sdg,sdg,WhitKy00,off_pct,0%,,,,,
player,201912150sdg,sdg,WhitKy00,defense,29,,,,,
player,201912150sdg,sdg,WhitKy00,def_pct,45%,,,,,
player,201912150sdg,sdg,WhitKy00,special_teams,1,,,,,
player,201912150sdg,sdg,WhitKy00,st_pct,4%,,,,,
player,201912150sdg,sdg,PerrDe00,pos,LB,,,,,
player,201912150sdg,sdg,PerrDe00,offense,0,,,,,
player,201912150sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201912150sdg,sdg,PerrDe00,defense,27,,,,,
player,201912150sdg,sdg,PerrDe00,def_pct,42%,,,,,
player,201912150sdg,sdg,PerrDe00,special_teams,0,,,,,
player,201912150sdg,sdg,PerrDe00,st_pct,0%,,,,,
player,201912150sdg,sdg,TillJe00,pos,DT,,,,,
player,201912150sdg,sdg,TillJe00,offense,0,,,,,
player,201912150sdg,sdg,TillJe00,off_pct,0%,,,,,
player,201912150sdg,sdg,TillJe00,defense,25,,,,,
player,201912150sdg,sdg,TillJe00,def_pct,38%,,,,,
player,201912150sdg,sdg,TillJe00,special_teams,8,,,,,
player,201912150sdg,sdg,TillJe00,st_pct,32%,,,,,
player,201912150sdg,sdg,SquaDa00,pos,NT,,,,,
player,201912150sdg,sdg,SquaDa00,offense,0,,,,,
player,201912150sdg,sdg,SquaDa00,off_pct,0%,,,,,
player,201912150sdg,sdg,SquaDa00,defense,24,,,,,
player,201912150sdg,sdg,SquaDa00,def_pct,37%,,,,,
player,201912150sdg,sdg,SquaDa00,special_teams,9,,,,,
player,201912150sdg,sdg,SquaDa00,st_pct,36%,,,,,
player,201912150sdg,sdg,NwosUc00,pos,LB,,,,,
player,201912150sdg,sdg,NwosUc00,offense,0,,,,,
player,201912150sdg,sdg,NwosUc00,off_pct,0%,,,,,
player,201912150sdg,sdg,NwosUc00,defense,22,,,,,
player,201912150sdg,sdg,NwosUc00,def_pct,34%,,,,,
player,201912150sdg,sdg,NwosUc00,special_teams,23,,,,,
player,201912150sdg,sdg,NwosUc00,st_pct,92%,,,,,
player,201912150sdg,sdg,RochIs00,pos,DE,,,,,
player,201912150sdg,sdg,RochIs00,offense,0,,,,,
player,201912150sdg,sdg,RochIs00,off_pct,0%,,,,,
player,201912150sdg,sdg,RochIs00,defense,18,,,,,
player,201912150sdg,sdg,RochIs00,def_pct,28%,,,,,
player,201912150sdg,sdg,RochIs00,special_teams,8,,,,,
player,201912150sdg,sdg,RochIs00,st_pct,32%,,,,,
player,201912150sdg,sdg,WatkJa01,pos,SS,,,,,
player,201912150sdg,sdg,WatkJa01,offense,0,,,,,
player,201912150sdg,sdg,WatkJa01,off_pct,0%,,,,,
player,201912150sdg,sdg,WatkJa01,defense,12,,,,,
player,201912150sdg,sdg,WatkJa01,def_pct,18%,,,,,
player,201912150sdg,sdg,WatkJa01,special_teams,5,,,,,
player,201912150sdg,sdg,WatkJa01,st_pct,20%,,,,,
player,201912150sdg,sdg,FacyBr00,pos,CB,,,,,
player,201912150sdg,sdg,FacyBr00,offense,0,,,,,
player,201912150sdg,sdg,FacyBr00,off_pct,0%,,,,,
player,201912150sdg,sdg,FacyBr00,defense,11,,,,,
player,201912150sdg,sdg,FacyBr00,def_pct,17%,,,,,
player,201912150sdg,sdg,FacyBr00,special_teams,14,,,,,
player,201912150sdg,sdg,FacyBr00,st_pct,56%,,,,,
player,201912150sdg,sdg,DzubNi00,pos,LB,,,,,
player,201912150sdg,sdg,DzubNi00,offense,0,,,,,
