game,2019,15,20191215,201912150sdg,min,"Minnesota Vikings",39,sdg,"Los Angeles Chargers",10
player,201912150sdg,min,CookDa01,rec_long,11,,,,,
player,201912150sdg,min,CookDa01,fumbles,0,,,,,
player,201912150sdg,min,CookDa01,fumbles_lost,0,,,,,
player,201912150sdg,min,AbduAm00,pass_cmp,0,,,,,
player,201912150sdg,min,AbduAm00,pass_att,0,,,,,
player,201912150sdg,min,AbduAm00,pass_yds,0,,,,,
player,201912150sdg,min,AbduAm00,pass_td,0,,,,,
player,201912150sdg,min,AbduAm00,pass_int,0,,,,,
player,201912150sdg,min,AbduAm00,pass_sacked,0,,,,,
player,201912150sdg,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,AbduAm00,pass_long,0,,,,,
player,201912150sdg,min,AbduAm00,pass_rating,,,,,,
player,201912150sdg,min,AbduAm00,rush_att,5,,,,,
player,201912150sdg,min,AbduAm00,rush_yds,25,,,,,
player,201912150sdg,min,AbduAm00,rush_td,0,,,,,
player,201912150sdg,min,AbduAm00,rush_long,11,,,,,
player,201912150sdg,min,AbduAm00,targets,2,,,,,
player,201912150sdg,min,AbduAm00,rec,0,,,,,
player,201912150sdg,min,AbduAm00,rec_yds,0,,,,,
player,201912150sdg,min,AbduAm00,rec_td,0,,,,,
player,201912150sdg,min,AbduAm00,rec_long,0,,,,,
player,201912150sdg,min,AbduAm00,fumbles,0,,,,,
player,201912150sdg,min,AbduAm00,fumbles_lost,0,,,,,
player,201912150sdg,min,JohnOl00,pass_cmp,0,,,,,
player,201912150sdg,min,JohnOl00,pass_att,0,,,,,
player,201912150sdg,min,JohnOl00,pass_yds,0,,,,,
player,201912150sdg,min,JohnOl00,pass_td,0,,,,,
player,201912150sdg,min,JohnOl00,pass_int,0,,,,,
player,201912150sdg,min,JohnOl00,pass_sacked,0,,,,,
player,201912150sdg,min,JohnOl00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,JohnOl00,pass_long,0,,,,,
player,201912150sdg,min,JohnOl00,pass_rating,,,,,,
player,201912150sdg,min,JohnOl00,rush_att,1,,,,,
player,201912150sdg,min,JohnOl00,rush_yds,6,,,,,
player,201912150sdg,min,JohnOl00,rush_td,0,,,,,
player,201912150sdg,min,JohnOl00,rush_long,6,,,,,
player,201912150sdg,min,JohnOl00,targets,1,,,,,
player,201912150sdg,min,JohnOl00,rec,1,,,,,
player,201912150sdg,min,JohnOl00,rec_yds,19,,,,,
player,201912150sdg,min,JohnOl00,rec_td,0,,,,,
player,201912150sdg,min,JohnOl00,rec_long,19,,,,,
player,201912150sdg,min,JohnOl00,fumbles,0,,,,,
player,201912150sdg,min,JohnOl00,fumbles_lost,0,,,,,
player,201912150sdg,min,HamxC.00,pass_cmp,0,,,,,
player,201912150sdg,min,HamxC.00,pass_att,0,,,,,
player,201912150sdg,min,HamxC.00,pass_yds,0,,,,,
player,201912150sdg,min,HamxC.00,pass_td,0,,,,,
player,201912150sdg,min,HamxC.00,pass_int,0,,,,,
player,201912150sdg,min,HamxC.00,pass_sacked,0,,,,,
player,201912150sdg,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,HamxC.00,pass_long,0,,,,,
player,201912150sdg,min,HamxC.00,pass_rating,,,,,,
player,201912150sdg,min,HamxC.00,rush_att,1,,,,,
player,201912150sdg,min,HamxC.00,rush_yds,5,,,,,
player,201912150sdg,min,HamxC.00,rush_td,0,,,,,
player,201912150sdg,min,HamxC.00,rush_long,5,,,,,
player,201912150sdg,min,HamxC.00,targets,3,,,,,
player,201912150sdg,min,HamxC.00,rec,3,,,,,
player,201912150sdg,min,HamxC.00,rec_yds,13,,,,,
player,201912150sdg,min,HamxC.00,rec_td,0,,,,,
player,201912150sdg,min,HamxC.00,rec_long,10,,,,,
player,201912150sdg,min,HamxC.00,fumbles,0,,,,,
player,201912150sdg,min,HamxC.00,fumbles_lost,0,,,,,
player,201912150sdg,min,DiggSt00,pass_cmp,0,,,,,
player,201912150sdg,min,DiggSt00,pass_att,0,,,,,
player,201912150sdg,min,DiggSt00,pass_yds,0,,,,,
player,201912150sdg,min,DiggSt00,pass_td,0,,,,,
player,201912150sdg,min,DiggSt00,pass_int,0,,,,,
player,201912150sdg,min,DiggSt00,pass_sacked,0,,,,,
player,201912150sdg,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,DiggSt00,pass_long,0,,,,,
player,201912150sdg,min,DiggSt00,pass_rating,,,,,,
player,201912150sdg,min,DiggSt00,rush_att,1,,,,,
player,201912150sdg,min,DiggSt00,rush_yds,4,,,,,
player,201912150sdg,min,DiggSt00,rush_td,0,,,,,
player,201912150sdg,min,DiggSt00,rush_long,4,,,,,
player,201912150sdg,min,DiggSt00,targets,6,,,,,
player,201912150sdg,min,DiggSt00,rec,4,,,,,
player,201912150sdg,min,DiggSt00,rec_yds,76,,,,,
player,201912150sdg,min,DiggSt00,rec_td,0,,,,,
player,201912150sdg,min,DiggSt00,rec_long,46,,,,,
player,201912150sdg,min,DiggSt00,fumbles,0,,,,,
player,201912150sdg,min,DiggSt00,fumbles_lost,0,,,,,
player,201912150sdg,min,ThieAd00,pass_cmp,0,,,,,
player,201912150sdg,min,ThieAd00,pass_att,0,,,,,
player,201912150sdg,min,ThieAd00,pass_yds,0,,,,,
player,201912150sdg,min,ThieAd00,pass_td,0,,,,,
player,201912150sdg,min,ThieAd00,pass_int,0,,,,,
player,201912150sdg,min,ThieAd00,pass_sacked,0,,,,,
player,201912150sdg,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,ThieAd00,pass_long,0,,,,,
player,201912150sdg,min,ThieAd00,pass_rating,,,,,,
player,201912150sdg,min,ThieAd00,rush_att,1,,,,,
player,201912150sdg,min,ThieAd00,rush_yds,3,,,,,
player,201912150sdg,min,ThieAd00,rush_td,0,,,,,
player,201912150sdg,min,ThieAd00,rush_long,3,,,,,
player,201912150sdg,min,ThieAd00,targets,3,,,,,
player,201912150sdg,min,ThieAd00,rec,3,,,,,
player,201912150sdg,min,ThieAd00,rec_yds,27,,,,,
player,201912150sdg,min,ThieAd00,rec_td,0,,,,,
player,201912150sdg,min,ThieAd00,rec_long,13,,,,,
player,201912150sdg,min,ThieAd00,fumbles,0,,,,,
player,201912150sdg,min,ThieAd00,fumbles_lost,0,,,,,
player,201912150sdg,min,RudoKy00,pass_cmp,0,,,,,
player,201912150sdg,min,RudoKy00,pass_att,0,,,,,
player,201912150sdg,min,RudoKy00,pass_yds,0,,,,,
player,201912150sdg,min,RudoKy00,pass_td,0,,,,,
player,201912150sdg,min,RudoKy00,pass_int,0,,,,,
player,201912150sdg,min,RudoKy00,pass_sacked,0,,,,,
player,201912150sdg,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,RudoKy00,pass_long,0,,,,,
player,201912150sdg,min,RudoKy00,pass_rating,,,,,,
player,201912150sdg,min,RudoKy00,rush_att,0,,,,,
player,201912150sdg,min,RudoKy00,rush_yds,0,,,,,
player,201912150sdg,min,RudoKy00,rush_td,0,,,,,
player,201912150sdg,min,RudoKy00,rush_long,0,,,,,
player,201912150sdg,min,RudoKy00,targets,3,,,,,
player,201912150sdg,min,RudoKy00,rec,3,,,,,
player,201912150sdg,min,RudoKy00,rec_yds,48,,,,,
player,201912150sdg,min,RudoKy00,rec_td,0,,,,,
player,201912150sdg,min,RudoKy00,rec_long,22,,,,,
player,201912150sdg,min,RudoKy00,fumbles,0,,,,,
player,201912150sdg,min,RudoKy00,fumbles_lost,0,,,,,
player,201912150sdg,min,SmitIr01,pass_cmp,0,,,,,
player,201912150sdg,min,SmitIr01,pass_att,0,,,,,
player,201912150sdg,min,SmitIr01,pass_yds,0,,,,,
player,201912150sdg,min,SmitIr01,pass_td,0,,,,,
player,201912150sdg,min,SmitIr01,pass_int,0,,,,,
player,201912150sdg,min,SmitIr01,pass_sacked,0,,,,,
player,201912150sdg,min,SmitIr01,pass_sacked_yds,0,,,,,
player,201912150sdg,min,SmitIr01,pass_long,0,,,,,
player,201912150sdg,min,SmitIr01,pass_rating,,,,,,
player,201912150sdg,min,SmitIr01,rush_att,0,,,,,
player,201912150sdg,min,SmitIr01,rush_yds,0,,,,,
player,201912150sdg,min,SmitIr01,rush_td,0,,,,,
player,201912150sdg,min,SmitIr01,rush_long,0,,,,,
player,201912150sdg,min,SmitIr01,targets,3,,,,,
player,201912150sdg,min,SmitIr01,rec,2,,,,,
player,201912150sdg,min,SmitIr01,rec_yds,8,,,,,
player,201912150sdg,min,SmitIr01,rec_td,1,,,,,
player,201912150sdg,min,SmitIr01,rec_long,7,,,,,
player,201912150sdg,min,SmitIr01,fumbles,0,,,,,
player,201912150sdg,min,SmitIr01,fumbles_lost,0,,,,,
player,201912150sdg,min,MannSe00,pass_cmp,0,,,,,
player,201912150sdg,min,MannSe00,pass_att,0,,,,,
player,201912150sdg,min,MannSe00,pass_yds,0,,,,,
player,201912150sdg,min,MannSe00,pass_td,0,,,,,
player,201912150sdg,min,MannSe00,pass_int,0,,,,,
player,201912150sdg,min,MannSe00,pass_sacked,0,,,,,
player,201912150sdg,min,MannSe00,pass_sacked_yds,0,,,,,
player,201912150sdg,min,MannSe00,pass_long,0,,,,,
player,201912150sdg,min,MannSe00,pass_rating,,,,,,
player,201912150sdg,min,MannSe00,rush_att,3,,,,,
player,201912150sdg,min,MannSe00,rush_yds,-3,,,,,
player,201912150sdg,min,MannSe00,rush_td,0,,,,,
player,201912150sdg,min,MannSe00,rush_long,-1,,,,,
player,201912150sdg,min,MannSe00,targets,0,,,,,
player,201912150sdg,min,MannSe00,rec,0,,,,,
player,201912150sdg,min,MannSe00,rec_yds,0,,,,,
player,201912150sdg,min,MannSe00,rec_td,0,,,,,
player,201912150sdg,min,MannSe00,rec_long,0,,,,,
player,201912150sdg,min,MannSe00,fumbles,0,,,,,
player,201912150sdg,min,MannSe00,fumbles_lost,0,,,,,
player,201912150sdg,sdg,RivePh00,pass_cmp,28,,,,,
player,201912150sdg,sdg,RivePh00,pass_att,39,,,,,
player,201912150sdg,sdg,RivePh00,pass_yds,307,,,,,
player,201912150sdg,sdg,RivePh00,pass_td,1,,,,,
player,201912150sdg,sdg,RivePh00,pass_int,3,,,,,
player,201912150sdg,sdg,RivePh00,pass_sacked,3,,,,,
player,201912150sdg,sdg,RivePh00,pass_sacked_yds,24,,,,,
player,201912150sdg,sdg,RivePh00,pass_long,39,,,,,
player,201912150sdg,sdg,RivePh00,pass_rating,71.2,,,,,
player,201912150sdg,sdg,RivePh00,rush_att,0,,,,,
player,201912150sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201912150sdg,sdg,RivePh00,rush_td,0,,,,,
player,201912150sdg,sdg,RivePh00,rush_long,0,,,,,
player,201912150sdg,sdg,RivePh00,targets,0,,,,,
player,201912150sdg,sdg,RivePh00,rec,0,,,,,
player,201912150sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201912150sdg,sdg,RivePh00,rec_td,0,,,,,
player,201912150sdg,sdg,RivePh00,rec_long,0,,,,,
player,201912150sdg,sdg,RivePh00,fumbles,1,,,,,
player,201912150sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201912150sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_att,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_td,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_int,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_long,0,,,,,
player,201912150sdg,sdg,GordMe00,pass_rating,,,,,,
player,201912150sdg,sdg,GordMe00,rush_att,7,,,,,
player,201912150sdg,sdg,GordMe00,rush_yds,28,,,,,
player,201912150sdg,sdg,GordMe00,rush_td,0,,,,,
player,201912150sdg,sdg,GordMe00,rush_long,12,,,,,
player,201912150sdg,sdg,GordMe00,targets,7,,,,,
player,201912150sdg,sdg,GordMe00,rec,5,,,,,
player,201912150sdg,sdg,GordMe00,rec_yds,36,,,,,
player,201912150sdg,sdg,GordMe00,rec_td,0,,,,,
player,201912150sdg,sdg,GordMe00,rec_long,10,,,,,
player,201912150sdg,sdg,GordMe00,fumbles,2,,,,,
player,201912150sdg,sdg,GordMe00,fumbles_lost,2,,,,,
player,201912150sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201912150sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201912150sdg,sdg,EkelAu00,rush_att,7,,,,,
player,201912150sdg,sdg,EkelAu00,rush_yds,19,,,,,
player,201912150sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201912150sdg,sdg,EkelAu00,rush_long,11,,,,,
player,201912150sdg,sdg,EkelAu00,targets,7,,,,,
player,201912150sdg,sdg,EkelAu00,rec,5,,,,,
player,201912150sdg,sdg,EkelAu00,rec_yds,62,,,,,
player,201912150sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201912150sdg,sdg,EkelAu00,rec_long,27,,,,,
player,201912150sdg,sdg,EkelAu00,fumbles,1,,,,,
player,201912150sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_att,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_td,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_int,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_long,0,,,,,
player,201912150sdg,sdg,JackJu01,pass_rating,,,,,,
player,201912150sdg,sdg,JackJu01,rush_att,5,,,,,
player,201912150sdg,sdg,JackJu01,rush_yds,15,,,,,
player,201912150sdg,sdg,JackJu01,rush_td,0,,,,,
player,201912150sdg,sdg,JackJu01,rush_long,5,,,,,
player,201912150sdg,sdg,JackJu01,targets,2,,,,,
player,201912150sdg,sdg,JackJu01,rec,2,,,,,
player,201912150sdg,sdg,JackJu01,rec_yds,2,,,,,
player,201912150sdg,sdg,JackJu01,rec_td,0,,,,,
player,201912150sdg,sdg,JackJu01,rec_long,5,,,,,
player,201912150sdg,sdg,JackJu01,fumbles,0,,,,,
player,201912150sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201912150sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201912150sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201912150sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201912150sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201912150sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201912150sdg,sdg,AlleKe00,targets,10,,,,,
player,201912150sdg,sdg,AlleKe00,rec,9,,,,,
player,201912150sdg,sdg,AlleKe00,rec_yds,99,,,,,
player,201912150sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201912150sdg,sdg,AlleKe00,rec_long,19,,,,,
player,201912150sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201912150sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_att,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_td,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_int,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_long,0,,,,,
player,201912150sdg,sdg,WillMi07,pass_rating,,,,,,
player,201912150sdg,sdg,WillMi07,rush_att,0,,,,,
player,201912150sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201912150sdg,sdg,WillMi07,rush_td,0,,,,,
player,201912150sdg,sdg,WillMi07,rush_long,0,,,,,
player,201912150sdg,sdg,WillMi07,targets,9,,,,,
player,201912150sdg,sdg,WillMi07,rec,4,,,,,
player,201912150sdg,sdg,WillMi07,rec_yds,71,,,,,
player,201912150sdg,sdg,WillMi07,rec_td,1,,,,,
player,201912150sdg,sdg,WillMi07,rec_long,39,,,,,
player,201912150sdg,sdg,WillMi07,fumbles,0,,,,,
player,201912150sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201912150sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201912150sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201912150sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201912150sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201912150sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201912150sdg,sdg,HenrHu00,targets,2,,,,,
player,201912150sdg,sdg,HenrHu00,rec,2,,,,,
player,201912150sdg,sdg,HenrHu00,rec_yds,29,,,,,
player,201912150sdg,sdg,HenrHu00,rec_td,0,,,,,
player,201912150sdg,sdg,HenrHu00,rec_long,24,,,,,
player,201912150sdg,sdg,HenrHu00,fumbles,1,,,,,
player,201912150sdg,sdg,HenrHu00,fumbles_lost,1,,,,,
player,201912150sdg,sdg,PattAn00,pass_cmp,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_att,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_yds,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_td,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_int,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_sacked,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_sacked_yds,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_long,0,,,,,
player,201912150sdg,sdg,PattAn00,pass_rating,,,,,,
player,201912150sdg,sdg,PattAn00,rush_att,0,,,,,
player,201912150sdg,sdg,PattAn00,rush_yds,0,,,,,
player,201912150sdg,sdg,PattAn00,rush_td,0,,,,,
player,201912150sdg,sdg,PattAn00,rush_long,0,,,,,
player,201912150sdg,sdg,PattAn00,targets,1,,,,,
player,201912150sdg,sdg,PattAn00,rec,1,,,,,
player,201912150sdg,sdg,PattAn00,rec_yds,8,,,,,
player,201912150sdg,sdg,PattAn00,rec_td,0,,,,,
player,201912150sdg,sdg,PattAn00,rec_long,8,,,,,
player,201912150sdg,sdg,PattAn00,fumbles,0,,,,,
player,201912150sdg,sdg,PattAn00,fumbles_lost,0,,,,,
player,201912150sdg,min,SmitHa00,def_int,1,,,,,
player,201912150sdg,min,SmitHa00,def_int_yds,0,,,,,
player,201912150sdg,min,SmitHa00,def_int_td,0,,,,,
player,201912150sdg,min,SmitHa00,def_int_long,0,,,,,
player,201912150sdg,min,SmitHa00,pass_defended,1,,,,,
player,201912150sdg,min,SmitHa00,sacks,0.0,,,,,
player,201912150sdg,min,SmitHa00,tackles_combined,6,,,,,
player,201912150sdg,min,SmitHa00,tackles_solo,5,,,,,
player,201912150sdg,min,SmitHa00,tackles_assists,1,,,,,
player,201912150sdg,min,SmitHa00,tackles_loss,1,,,,,
player,201912150sdg,min,SmitHa00,qb_hits,0,,,,,
player,201912150sdg,min,SmitHa00,fumbles_rec,1,,,,,
player,201912150sdg,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,SmitHa00,fumbles_forced,0,,,,,
player,201912150sdg,min,HarrAn01,def_int,1,,,,,
player,201912150sdg,min,HarrAn01,def_int_yds,7,,,,,
player,201912150sdg,min,HarrAn01,def_int_td,0,,,,,
player,201912150sdg,min,HarrAn01,def_int_long,7,,,,,
player,201912150sdg,min,HarrAn01,pass_defended,1,,,,,
player,201912150sdg,min,HarrAn01,sacks,0.0,,,,,
player,201912150sdg,min,HarrAn01,tackles_combined,4,,,,,
player,201912150sdg,min,HarrAn01,tackles_solo,2,,,,,
player,201912150sdg,min,HarrAn01,tackles_assists,2,,,,,
player,201912150sdg,min,HarrAn01,tackles_loss,1,,,,,
player,201912150sdg,min,HarrAn01,qb_hits,0,,,,,
player,201912150sdg,min,HarrAn01,fumbles_rec,0,,,,,
player,201912150sdg,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201912150sdg,min,HarrAn01,fumbles_forced,0,,,,,
player,201912150sdg,min,HughMi00,def_int,1,,,,,
player,201912150sdg,min,HughMi00,def_int_yds,0,,,,,
player,201912150sdg,min,HughMi00,def_int_td,0,,,,,
player,201912150sdg,min,HughMi00,def_int_long,0,,,,,
player,201912150sdg,min,HughMi00,pass_defended,2,,,,,
player,201912150sdg,min,HughMi00,sacks,0.0,,,,,
player,201912150sdg,min,HughMi00,tackles_combined,4,,,,,
player,201912150sdg,min,HughMi00,tackles_solo,4,,,,,
player,201912150sdg,min,HughMi00,tackles_assists,0,,,,,
player,201912150sdg,min,HughMi00,tackles_loss,0,,,,,
player,201912150sdg,min,HughMi00,qb_hits,0,,,,,
player,201912150sdg,min,HughMi00,fumbles_rec,0,,,,,
player,201912150sdg,min,HughMi00,fumbles_rec_yds,0,,,,,
