game,2019,7,20191020,201910200nyg,crd,"Arizona Cardinals",27,nyg,"New York Giants",21
player,201910200nyg,crd,JohnDa08,pass_rating,,,,,,
player,201910200nyg,crd,JohnDa08,rush_att,1,,,,,
player,201910200nyg,crd,JohnDa08,rush_yds,2,,,,,
player,201910200nyg,crd,JohnDa08,rush_td,0,,,,,
player,201910200nyg,crd,JohnDa08,rush_long,2,,,,,
player,201910200nyg,crd,JohnDa08,targets,0,,,,,
player,201910200nyg,crd,JohnDa08,rec,0,,,,,
player,201910200nyg,crd,JohnDa08,rec_yds,0,,,,,
player,201910200nyg,crd,JohnDa08,rec_td,0,,,,,
player,201910200nyg,crd,JohnDa08,rec_long,0,,,,,
player,201910200nyg,crd,JohnDa08,fumbles,0,,,,,
player,201910200nyg,crd,JohnDa08,fumbles_lost,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_cmp,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_att,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_yds,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_td,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_int,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_sacked,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_long,0,,,,,
player,201910200nyg,crd,CoopPh00,pass_rating,,,,,,
player,201910200nyg,crd,CoopPh00,rush_att,0,,,,,
player,201910200nyg,crd,CoopPh00,rush_yds,0,,,,,
player,201910200nyg,crd,CoopPh00,rush_td,0,,,,,
player,201910200nyg,crd,CoopPh00,rush_long,0,,,,,
player,201910200nyg,crd,CoopPh00,targets,4,,,,,
player,201910200nyg,crd,CoopPh00,rec,4,,,,,
player,201910200nyg,crd,CoopPh00,rec_yds,29,,,,,
player,201910200nyg,crd,CoopPh00,rec_td,0,,,,,
player,201910200nyg,crd,CoopPh00,rec_long,10,,,,,
player,201910200nyg,crd,CoopPh00,fumbles,0,,,,,
player,201910200nyg,crd,CoopPh00,fumbles_lost,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_cmp,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_att,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_yds,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_td,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_int,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_sacked,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_long,0,,,,,
player,201910200nyg,crd,ClayCh00,pass_rating,,,,,,
player,201910200nyg,crd,ClayCh00,rush_att,0,,,,,
player,201910200nyg,crd,ClayCh00,rush_yds,0,,,,,
player,201910200nyg,crd,ClayCh00,rush_td,0,,,,,
player,201910200nyg,crd,ClayCh00,rush_long,0,,,,,
player,201910200nyg,crd,ClayCh00,targets,2,,,,,
player,201910200nyg,crd,ClayCh00,rec,1,,,,,
player,201910200nyg,crd,ClayCh00,rec_yds,12,,,,,
player,201910200nyg,crd,ClayCh00,rec_td,0,,,,,
player,201910200nyg,crd,ClayCh00,rec_long,12,,,,,
player,201910200nyg,crd,ClayCh00,fumbles,0,,,,,
player,201910200nyg,crd,ClayCh00,fumbles_lost,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_cmp,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_att,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_yds,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_td,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_int,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_sacked,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_long,0,,,,,
player,201910200nyg,crd,FitzLa00,pass_rating,,,,,,
player,201910200nyg,crd,FitzLa00,rush_att,0,,,,,
player,201910200nyg,crd,FitzLa00,rush_yds,0,,,,,
player,201910200nyg,crd,FitzLa00,rush_td,0,,,,,
player,201910200nyg,crd,FitzLa00,rush_long,0,,,,,
player,201910200nyg,crd,FitzLa00,targets,3,,,,,
player,201910200nyg,crd,FitzLa00,rec,1,,,,,
player,201910200nyg,crd,FitzLa00,rec_yds,12,,,,,
player,201910200nyg,crd,FitzLa00,rec_td,0,,,,,
player,201910200nyg,crd,FitzLa00,rec_long,12,,,,,
player,201910200nyg,crd,FitzLa00,fumbles,0,,,,,
player,201910200nyg,crd,FitzLa00,fumbles_lost,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_cmp,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_att,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_yds,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_td,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_int,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_sacked,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_long,0,,,,,
player,201910200nyg,crd,IsabAn00,pass_rating,,,,,,
player,201910200nyg,crd,IsabAn00,rush_att,0,,,,,
player,201910200nyg,crd,IsabAn00,rush_yds,0,,,,,
player,201910200nyg,crd,IsabAn00,rush_td,0,,,,,
player,201910200nyg,crd,IsabAn00,rush_long,0,,,,,
player,201910200nyg,crd,IsabAn00,targets,2,,,,,
player,201910200nyg,crd,IsabAn00,rec,2,,,,,
player,201910200nyg,crd,IsabAn00,rec_yds,8,,,,,
player,201910200nyg,crd,IsabAn00,rec_td,0,,,,,
player,201910200nyg,crd,IsabAn00,rec_long,5,,,,,
player,201910200nyg,crd,IsabAn00,fumbles,0,,,,,
player,201910200nyg,crd,IsabAn00,fumbles_lost,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_cmp,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_att,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_yds,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_td,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_int,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_sacked,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_long,0,,,,,
player,201910200nyg,crd,JohnKe07,pass_rating,,,,,,
player,201910200nyg,crd,JohnKe07,rush_att,0,,,,,
player,201910200nyg,crd,JohnKe07,rush_yds,0,,,,,
player,201910200nyg,crd,JohnKe07,rush_td,0,,,,,
player,201910200nyg,crd,JohnKe07,rush_long,0,,,,,
player,201910200nyg,crd,JohnKe07,targets,2,,,,,
player,201910200nyg,crd,JohnKe07,rec,1,,,,,
player,201910200nyg,crd,JohnKe07,rec_yds,6,,,,,
player,201910200nyg,crd,JohnKe07,rec_td,0,,,,,
player,201910200nyg,crd,JohnKe07,rec_long,6,,,,,
player,201910200nyg,crd,JohnKe07,fumbles,0,,,,,
player,201910200nyg,crd,JohnKe07,fumbles_lost,0,,,,,
player,201910200nyg,crd,WillMa04,pass_cmp,0,,,,,
player,201910200nyg,crd,WillMa04,pass_att,0,,,,,
player,201910200nyg,crd,WillMa04,pass_yds,0,,,,,
player,201910200nyg,crd,WillMa04,pass_td,0,,,,,
player,201910200nyg,crd,WillMa04,pass_int,0,,,,,
player,201910200nyg,crd,WillMa04,pass_sacked,0,,,,,
player,201910200nyg,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,WillMa04,pass_long,0,,,,,
player,201910200nyg,crd,WillMa04,pass_rating,,,,,,
player,201910200nyg,crd,WillMa04,rush_att,0,,,,,
player,201910200nyg,crd,WillMa04,rush_yds,0,,,,,
player,201910200nyg,crd,WillMa04,rush_td,0,,,,,
player,201910200nyg,crd,WillMa04,rush_long,0,,,,,
player,201910200nyg,crd,WillMa04,targets,1,,,,,
player,201910200nyg,crd,WillMa04,rec,1,,,,,
player,201910200nyg,crd,WillMa04,rec_yds,5,,,,,
player,201910200nyg,crd,WillMa04,rec_td,0,,,,,
player,201910200nyg,crd,WillMa04,rec_long,5,,,,,
player,201910200nyg,crd,WillMa04,fumbles,0,,,,,
player,201910200nyg,crd,WillMa04,fumbles_lost,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_cmp,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_att,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_yds,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_td,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_int,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_sacked,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_long,0,,,,,
player,201910200nyg,crd,ByrdDa00,pass_rating,,,,,,
player,201910200nyg,crd,ByrdDa00,rush_att,0,,,,,
player,201910200nyg,crd,ByrdDa00,rush_yds,0,,,,,
player,201910200nyg,crd,ByrdDa00,rush_td,0,,,,,
player,201910200nyg,crd,ByrdDa00,rush_long,0,,,,,
player,201910200nyg,crd,ByrdDa00,targets,2,,,,,
player,201910200nyg,crd,ByrdDa00,rec,1,,,,,
player,201910200nyg,crd,ByrdDa00,rec_yds,4,,,,,
player,201910200nyg,crd,ByrdDa00,rec_td,0,,,,,
player,201910200nyg,crd,ByrdDa00,rec_long,4,,,,,
player,201910200nyg,crd,ByrdDa00,fumbles,0,,,,,
player,201910200nyg,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201910200nyg,crd,SherTr00,pass_cmp,0,,,,,
player,201910200nyg,crd,SherTr00,pass_att,0,,,,,
player,201910200nyg,crd,SherTr00,pass_yds,0,,,,,
player,201910200nyg,crd,SherTr00,pass_td,0,,,,,
player,201910200nyg,crd,SherTr00,pass_int,0,,,,,
player,201910200nyg,crd,SherTr00,pass_sacked,0,,,,,
player,201910200nyg,crd,SherTr00,pass_sacked_yds,0,,,,,
player,201910200nyg,crd,SherTr00,pass_long,0,,,,,
player,201910200nyg,crd,SherTr00,pass_rating,,,,,,
player,201910200nyg,crd,SherTr00,rush_att,0,,,,,
player,201910200nyg,crd,SherTr00,rush_yds,0,,,,,
player,201910200nyg,crd,SherTr00,rush_td,0,,,,,
player,201910200nyg,crd,SherTr00,rush_long,0,,,,,
player,201910200nyg,crd,SherTr00,targets,1,,,,,
player,201910200nyg,crd,SherTr00,rec,1,,,,,
player,201910200nyg,crd,SherTr00,rec_yds,4,,,,,
player,201910200nyg,crd,SherTr00,rec_td,0,,,,,
player,201910200nyg,crd,SherTr00,rec_long,4,,,,,
player,201910200nyg,crd,SherTr00,fumbles,0,,,,,
player,201910200nyg,crd,SherTr00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,JoneDa05,pass_cmp,22,,,,,
player,201910200nyg,nyg,JoneDa05,pass_att,35,,,,,
player,201910200nyg,nyg,JoneDa05,pass_yds,223,,,,,
player,201910200nyg,nyg,JoneDa05,pass_td,1,,,,,
player,201910200nyg,nyg,JoneDa05,pass_int,1,,,,,
player,201910200nyg,nyg,JoneDa05,pass_sacked,8,,,,,
player,201910200nyg,nyg,JoneDa05,pass_sacked_yds,67,,,,,
player,201910200nyg,nyg,JoneDa05,pass_long,28,,,,,
player,201910200nyg,nyg,JoneDa05,pass_rating,78.6,,,,,
player,201910200nyg,nyg,JoneDa05,rush_att,4,,,,,
player,201910200nyg,nyg,JoneDa05,rush_yds,35,,,,,
player,201910200nyg,nyg,JoneDa05,rush_td,0,,,,,
player,201910200nyg,nyg,JoneDa05,rush_long,11,,,,,
player,201910200nyg,nyg,JoneDa05,targets,0,,,,,
player,201910200nyg,nyg,JoneDa05,rec,0,,,,,
player,201910200nyg,nyg,JoneDa05,rec_yds,0,,,,,
player,201910200nyg,nyg,JoneDa05,rec_td,0,,,,,
player,201910200nyg,nyg,JoneDa05,rec_long,0,,,,,
player,201910200nyg,nyg,JoneDa05,fumbles,3,,,,,
player,201910200nyg,nyg,JoneDa05,fumbles_lost,2,,,,,
player,201910200nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201910200nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201910200nyg,nyg,BarkSa00,rush_att,18,,,,,
player,201910200nyg,nyg,BarkSa00,rush_yds,72,,,,,
player,201910200nyg,nyg,BarkSa00,rush_td,1,,,,,
player,201910200nyg,nyg,BarkSa00,rush_long,20,,,,,
player,201910200nyg,nyg,BarkSa00,targets,5,,,,,
player,201910200nyg,nyg,BarkSa00,rec,3,,,,,
player,201910200nyg,nyg,BarkSa00,rec_yds,8,,,,,
player,201910200nyg,nyg,BarkSa00,rec_td,0,,,,,
player,201910200nyg,nyg,BarkSa00,rec_long,10,,,,,
player,201910200nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201910200nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_cmp,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_att,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_yds,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_td,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_int,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_sacked,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_long,0,,,,,
player,201910200nyg,nyg,TateGo00,pass_rating,,,,,,
player,201910200nyg,nyg,TateGo00,rush_att,0,,,,,
player,201910200nyg,nyg,TateGo00,rush_yds,0,,,,,
player,201910200nyg,nyg,TateGo00,rush_td,0,,,,,
player,201910200nyg,nyg,TateGo00,rush_long,0,,,,,
player,201910200nyg,nyg,TateGo00,targets,11,,,,,
player,201910200nyg,nyg,TateGo00,rec,6,,,,,
player,201910200nyg,nyg,TateGo00,rec_yds,80,,,,,
player,201910200nyg,nyg,TateGo00,rec_td,0,,,,,
player,201910200nyg,nyg,TateGo00,rec_long,20,,,,,
player,201910200nyg,nyg,TateGo00,fumbles,0,,,,,
player,201910200nyg,nyg,TateGo00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_cmp,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_att,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_yds,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_td,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_int,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_sacked,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_long,0,,,,,
player,201910200nyg,nyg,FowlBe00,pass_rating,,,,,,
player,201910200nyg,nyg,FowlBe00,rush_att,0,,,,,
player,201910200nyg,nyg,FowlBe00,rush_yds,0,,,,,
player,201910200nyg,nyg,FowlBe00,rush_td,0,,,,,
player,201910200nyg,nyg,FowlBe00,rush_long,0,,,,,
player,201910200nyg,nyg,FowlBe00,targets,5,,,,,
player,201910200nyg,nyg,FowlBe00,rec,4,,,,,
player,201910200nyg,nyg,FowlBe00,rec_yds,35,,,,,
player,201910200nyg,nyg,FowlBe00,rec_td,0,,,,,
player,201910200nyg,nyg,FowlBe00,rec_long,13,,,,,
player,201910200nyg,nyg,FowlBe00,fumbles,0,,,,,
player,201910200nyg,nyg,FowlBe00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_cmp,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_att,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_yds,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_td,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_int,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_sacked,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_long,0,,,,,
player,201910200nyg,nyg,LatiCo00,pass_rating,,,,,,
player,201910200nyg,nyg,LatiCo00,rush_att,0,,,,,
player,201910200nyg,nyg,LatiCo00,rush_yds,0,,,,,
player,201910200nyg,nyg,LatiCo00,rush_td,0,,,,,
player,201910200nyg,nyg,LatiCo00,rush_long,0,,,,,
player,201910200nyg,nyg,LatiCo00,targets,5,,,,,
player,201910200nyg,nyg,LatiCo00,rec,4,,,,,
player,201910200nyg,nyg,LatiCo00,rec_yds,33,,,,,
player,201910200nyg,nyg,LatiCo00,rec_td,0,,,,,
player,201910200nyg,nyg,LatiCo00,rec_long,13,,,,,
player,201910200nyg,nyg,LatiCo00,fumbles,0,,,,,
player,201910200nyg,nyg,LatiCo00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201910200nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201910200nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201910200nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201910200nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201910200nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201910200nyg,nyg,ElliRh00,targets,2,,,,,
player,201910200nyg,nyg,ElliRh00,rec,2,,,,,
player,201910200nyg,nyg,ElliRh00,rec_yds,33,,,,,
player,201910200nyg,nyg,ElliRh00,rec_td,1,,,,,
player,201910200nyg,nyg,ElliRh00,rec_long,28,,,,,
player,201910200nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201910200nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_cmp,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_att,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_yds,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_td,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_int,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_sacked,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_long,0,,,,,
player,201910200nyg,nyg,SlayDa01,pass_rating,,,,,,
player,201910200nyg,nyg,SlayDa01,rush_att,0,,,,,
player,201910200nyg,nyg,SlayDa01,rush_yds,0,,,,,
player,201910200nyg,nyg,SlayDa01,rush_td,0,,,,,
player,201910200nyg,nyg,SlayDa01,rush_long,0,,,,,
player,201910200nyg,nyg,SlayDa01,targets,2,,,,,
player,201910200nyg,nyg,SlayDa01,rec,2,,,,,
player,201910200nyg,nyg,SlayDa01,rec_yds,28,,,,,
player,201910200nyg,nyg,SlayDa01,rec_td,0,,,,,
player,201910200nyg,nyg,SlayDa01,rec_long,20,,,,,
player,201910200nyg,nyg,SlayDa01,fumbles,0,,,,,
player,201910200nyg,nyg,SlayDa01,fumbles_lost,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_cmp,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_att,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_yds,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_td,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_int,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_sacked,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_long,0,,,,,
player,201910200nyg,nyg,EngrEv00,pass_rating,,,,,,
player,201910200nyg,nyg,EngrEv00,rush_att,0,,,,,
player,201910200nyg,nyg,EngrEv00,rush_yds,0,,,,,
player,201910200nyg,nyg,EngrEv00,rush_td,0,,,,,
player,201910200nyg,nyg,EngrEv00,rush_long,0,,,,,
player,201910200nyg,nyg,EngrEv00,targets,5,,,,,
player,201910200nyg,nyg,EngrEv00,rec,1,,,,,
player,201910200nyg,nyg,EngrEv00,rec_yds,6,,,,,
player,201910200nyg,nyg,EngrEv00,rec_td,0,,,,,
player,201910200nyg,nyg,EngrEv00,rec_long,6,,,,,
player,201910200nyg,nyg,EngrEv00,fumbles,0,,,,,
player,201910200nyg,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201910200nyg,crd,HickJo00,def_int,1,,,,,
player,201910200nyg,crd,HickJo00,def_int_yds,14,,,,,
player,201910200nyg,crd,HickJo00,def_int_td,0,,,,,
player,201910200nyg,crd,HickJo00,def_int_long,14,,,,,
player,201910200nyg,crd,HickJo00,pass_defended,1,,,,,
player,201910200nyg,crd,HickJo00,sacks,0.0,,,,,
player,201910200nyg,crd,HickJo00,tackles_combined,7,,,,,
player,201910200nyg,crd,HickJo00,tackles_solo,4,,,,,
player,201910200nyg,crd,HickJo00,tackles_assists,3,,,,,
player,201910200nyg,crd,HickJo00,tackles_loss,0,,,,,
player,201910200nyg,crd,HickJo00,qb_hits,0,,,,,
player,201910200nyg,crd,HickJo00,fumbles_rec,0,,,,,
player,201910200nyg,crd,HickJo00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,HickJo00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,HickJo00,fumbles_forced,0,,,,,
player,201910200nyg,crd,JoneCh03,def_int,0,,,,,
player,201910200nyg,crd,JoneCh03,def_int_yds,0,,,,,
player,201910200nyg,crd,JoneCh03,def_int_td,0,,,,,
player,201910200nyg,crd,JoneCh03,def_int_long,0,,,,,
player,201910200nyg,crd,JoneCh03,pass_defended,0,,,,,
player,201910200nyg,crd,JoneCh03,sacks,4.0,,,,,
player,201910200nyg,crd,JoneCh03,tackles_combined,5,,,,,
player,201910200nyg,crd,JoneCh03,tackles_solo,5,,,,,
player,201910200nyg,crd,JoneCh03,tackles_assists,0,,,,,
player,201910200nyg,crd,JoneCh03,tackles_loss,3,,,,,
player,201910200nyg,crd,JoneCh03,qb_hits,4,,,,,
player,201910200nyg,crd,JoneCh03,fumbles_rec,1,,,,,
player,201910200nyg,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,JoneCh03,fumbles_forced,1,,,,,
player,201910200nyg,crd,PetePa00,def_int,0,,,,,
