game,2019,7,20191020,201910200nyg,crd,"Arizona Cardinals",27,nyg,"New York Giants",21
player,201910200nyg,nyg,HamiAn01,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,HamiAn01,fumbles_forced,0,,,,,
player,201910200nyg,nyg,HillB.00,def_int,0,,,,,
player,201910200nyg,nyg,HillB.00,def_int_yds,0,,,,,
player,201910200nyg,nyg,HillB.00,def_int_td,0,,,,,
player,201910200nyg,nyg,HillB.00,def_int_long,0,,,,,
player,201910200nyg,nyg,HillB.00,pass_defended,0,,,,,
player,201910200nyg,nyg,HillB.00,sacks,0.0,,,,,
player,201910200nyg,nyg,HillB.00,tackles_combined,1,,,,,
player,201910200nyg,nyg,HillB.00,tackles_solo,0,,,,,
player,201910200nyg,nyg,HillB.00,tackles_assists,1,,,,,
player,201910200nyg,nyg,HillB.00,tackles_loss,0,,,,,
player,201910200nyg,nyg,HillB.00,qb_hits,0,,,,,
player,201910200nyg,nyg,HillB.00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,HillB.00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,HillB.00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,HillB.00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,SoldNa00,def_int,0,,,,,
player,201910200nyg,nyg,SoldNa00,def_int_yds,0,,,,,
player,201910200nyg,nyg,SoldNa00,def_int_td,0,,,,,
player,201910200nyg,nyg,SoldNa00,def_int_long,0,,,,,
player,201910200nyg,nyg,SoldNa00,pass_defended,0,,,,,
player,201910200nyg,nyg,SoldNa00,sacks,0.0,,,,,
player,201910200nyg,nyg,SoldNa00,tackles_combined,0,,,,,
player,201910200nyg,nyg,SoldNa00,tackles_solo,0,,,,,
player,201910200nyg,nyg,SoldNa00,tackles_assists,0,,,,,
player,201910200nyg,nyg,SoldNa00,tackles_loss,0,,,,,
player,201910200nyg,nyg,SoldNa00,qb_hits,0,,,,,
player,201910200nyg,nyg,SoldNa00,fumbles_rec,1,,,,,
player,201910200nyg,nyg,SoldNa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,SoldNa00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,SoldNa00,fumbles_forced,0,,,,,
player,201910200nyg,crd,CoopPh00,kick_ret,1,,,,,
player,201910200nyg,crd,CoopPh00,kick_ret_yds,0,,,,,
player,201910200nyg,crd,CoopPh00,kick_ret_yds_per_ret,0.0,,,,,
player,201910200nyg,crd,CoopPh00,kick_ret_td,0,,,,,
player,201910200nyg,crd,CoopPh00,kick_ret_long,0,,,,,
player,201910200nyg,crd,CoopPh00,punt_ret,1,,,,,
player,201910200nyg,crd,CoopPh00,punt_ret_yds,3,,,,,
player,201910200nyg,crd,CoopPh00,punt_ret_yds_per_ret,3.0,,,,,
player,201910200nyg,crd,CoopPh00,punt_ret_td,0,,,,,
player,201910200nyg,crd,CoopPh00,punt_ret_long,3,,,,,
player,201910200nyg,nyg,TateGo00,kick_ret,0,,,,,
player,201910200nyg,nyg,TateGo00,kick_ret_yds,0,,,,,
player,201910200nyg,nyg,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201910200nyg,nyg,TateGo00,kick_ret_td,0,,,,,
player,201910200nyg,nyg,TateGo00,kick_ret_long,0,,,,,
player,201910200nyg,nyg,TateGo00,punt_ret,1,,,,,
player,201910200nyg,nyg,TateGo00,punt_ret_yds,17,,,,,
player,201910200nyg,nyg,TateGo00,punt_ret_yds_per_ret,17.0,,,,,
player,201910200nyg,nyg,TateGo00,punt_ret_td,0,,,,,
player,201910200nyg,nyg,TateGo00,punt_ret_long,17,,,,,
player,201910200nyg,nyg,SlayDa01,kick_ret,4,,,,,
player,201910200nyg,nyg,SlayDa01,kick_ret_yds,87,,,,,
player,201910200nyg,nyg,SlayDa01,kick_ret_yds_per_ret,21.8,,,,,
player,201910200nyg,nyg,SlayDa01,kick_ret_td,0,,,,,
player,201910200nyg,nyg,SlayDa01,kick_ret_long,30,,,,,
player,201910200nyg,nyg,SlayDa01,punt_ret,0,,,,,
player,201910200nyg,nyg,SlayDa01,punt_ret_yds,0,,,,,
player,201910200nyg,nyg,SlayDa01,punt_ret_yds_per_ret,,,,,,
player,201910200nyg,nyg,SlayDa01,punt_ret_td,0,,,,,
player,201910200nyg,nyg,SlayDa01,punt_ret_long,0,,,,,
player,201910200nyg,crd,GonzZa00,xpm,3,,,,,
player,201910200nyg,crd,GonzZa00,xpa,3,,,,,
player,201910200nyg,crd,GonzZa00,fgm,2,,,,,
player,201910200nyg,crd,GonzZa00,fga,2,,,,,
player,201910200nyg,crd,GonzZa00,punt,0,,,,,
player,201910200nyg,crd,GonzZa00,punt_yds,0,,,,,
player,201910200nyg,crd,GonzZa00,punt_yds_per_punt,,,,,,
player,201910200nyg,crd,GonzZa00,punt_long,0,,,,,
player,201910200nyg,crd,LeexAn20,xpm,,,,,,
player,201910200nyg,crd,LeexAn20,xpa,,,,,,
player,201910200nyg,crd,LeexAn20,fgm,,,,,,
player,201910200nyg,crd,LeexAn20,fga,,,,,,
player,201910200nyg,crd,LeexAn20,punt,4,,,,,
player,201910200nyg,crd,LeexAn20,punt_yds,169,,,,,
player,201910200nyg,crd,LeexAn20,punt_yds_per_punt,42.3,,,,,
player,201910200nyg,crd,LeexAn20,punt_long,57,,,,,
player,201910200nyg,nyg,RosaAl00,xpm,3,,,,,
player,201910200nyg,nyg,RosaAl00,xpa,3,,,,,
player,201910200nyg,nyg,RosaAl00,fgm,,,,,,
player,201910200nyg,nyg,RosaAl00,fga,1,,,,,
player,201910200nyg,nyg,RosaAl00,punt,0,,,,,
player,201910200nyg,nyg,RosaAl00,punt_yds,0,,,,,
player,201910200nyg,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201910200nyg,nyg,RosaAl00,punt_long,0,,,,,
player,201910200nyg,nyg,DixoRi00,xpm,,,,,,
player,201910200nyg,nyg,DixoRi00,xpa,,,,,,
player,201910200nyg,nyg,DixoRi00,fgm,,,,,,
player,201910200nyg,nyg,DixoRi00,fga,,,,,,
player,201910200nyg,nyg,DixoRi00,punt,3,,,,,
player,201910200nyg,nyg,DixoRi00,punt_yds,112,,,,,
player,201910200nyg,nyg,DixoRi00,punt_yds_per_punt,37.3,,,,,
player,201910200nyg,nyg,DixoRi00,punt_long,43,,,,,
player,201910200nyg,nyg,HernWi00,pos,G,,,,,
player,201910200nyg,nyg,HernWi00,offense,71,,,,,
player,201910200nyg,nyg,HernWi00,off_pct,100%,,,,,
player,201910200nyg,nyg,HernWi00,defense,0,,,,,
player,201910200nyg,nyg,HernWi00,def_pct,0%,,,,,
player,201910200nyg,nyg,HernWi00,special_teams,4,,,,,
player,201910200nyg,nyg,HernWi00,st_pct,14%,,,,,
player,201910200nyg,nyg,RemmMi00,pos,T,,,,,
player,201910200nyg,nyg,RemmMi00,offense,71,,,,,
player,201910200nyg,nyg,RemmMi00,off_pct,100%,,,,,
player,201910200nyg,nyg,RemmMi00,defense,0,,,,,
player,201910200nyg,nyg,RemmMi00,def_pct,0%,,,,,
player,201910200nyg,nyg,RemmMi00,special_teams,4,,,,,
player,201910200nyg,nyg,RemmMi00,st_pct,14%,,,,,
player,201910200nyg,nyg,ZeitKe00,pos,G,,,,,
player,201910200nyg,nyg,ZeitKe00,offense,71,,,,,
player,201910200nyg,nyg,ZeitKe00,off_pct,100%,,,,,
player,201910200nyg,nyg,ZeitKe00,defense,0,,,,,
player,201910200nyg,nyg,ZeitKe00,def_pct,0%,,,,,
player,201910200nyg,nyg,ZeitKe00,special_teams,4,,,,,
player,201910200nyg,nyg,ZeitKe00,st_pct,14%,,,,,
player,201910200nyg,nyg,SoldNa00,pos,T,,,,,
player,201910200nyg,nyg,SoldNa00,offense,71,,,,,
player,201910200nyg,nyg,SoldNa00,off_pct,100%,,,,,
player,201910200nyg,nyg,SoldNa00,defense,0,,,,,
player,201910200nyg,nyg,SoldNa00,def_pct,0%,,,,,
player,201910200nyg,nyg,SoldNa00,special_teams,4,,,,,
player,201910200nyg,nyg,SoldNa00,st_pct,14%,,,,,
player,201910200nyg,nyg,HalaJo00,pos,C,,,,,
player,201910200nyg,nyg,HalaJo00,offense,71,,,,,
player,201910200nyg,nyg,HalaJo00,off_pct,100%,,,,,
player,201910200nyg,nyg,HalaJo00,defense,0,,,,,
player,201910200nyg,nyg,HalaJo00,def_pct,0%,,,,,
player,201910200nyg,nyg,HalaJo00,special_teams,0,,,,,
player,201910200nyg,nyg,HalaJo00,st_pct,0%,,,,,
player,201910200nyg,nyg,JoneDa05,pos,QB,,,,,
player,201910200nyg,nyg,JoneDa05,offense,71,,,,,
player,201910200nyg,nyg,JoneDa05,off_pct,100%,,,,,
player,201910200nyg,nyg,JoneDa05,defense,0,,,,,
player,201910200nyg,nyg,JoneDa05,def_pct,0%,,,,,
player,201910200nyg,nyg,JoneDa05,special_teams,0,,,,,
player,201910200nyg,nyg,JoneDa05,st_pct,0%,,,,,
player,201910200nyg,nyg,TateGo00,pos,WR,,,,,
player,201910200nyg,nyg,TateGo00,offense,70,,,,,
player,201910200nyg,nyg,TateGo00,off_pct,99%,,,,,
player,201910200nyg,nyg,TateGo00,defense,0,,,,,
player,201910200nyg,nyg,TateGo00,def_pct,0%,,,,,
player,201910200nyg,nyg,TateGo00,special_teams,5,,,,,
player,201910200nyg,nyg,TateGo00,st_pct,17%,,,,,
player,201910200nyg,nyg,SlayDa01,pos,WR,,,,,
player,201910200nyg,nyg,SlayDa01,offense,69,,,,,
player,201910200nyg,nyg,SlayDa01,off_pct,97%,,,,,
player,201910200nyg,nyg,SlayDa01,defense,0,,,,,
player,201910200nyg,nyg,SlayDa01,def_pct,0%,,,,,
player,201910200nyg,nyg,SlayDa01,special_teams,6,,,,,
player,201910200nyg,nyg,SlayDa01,st_pct,21%,,,,,
player,201910200nyg,nyg,BarkSa00,pos,RB,,,,,
player,201910200nyg,nyg,BarkSa00,offense,61,,,,,
player,201910200nyg,nyg,BarkSa00,off_pct,86%,,,,,
player,201910200nyg,nyg,BarkSa00,defense,0,,,,,
player,201910200nyg,nyg,BarkSa00,def_pct,0%,,,,,
player,201910200nyg,nyg,BarkSa00,special_teams,0,,,,,
player,201910200nyg,nyg,BarkSa00,st_pct,0%,,,,,
player,201910200nyg,nyg,EngrEv00,pos,TE,,,,,
player,201910200nyg,nyg,EngrEv00,offense,59,,,,,
player,201910200nyg,nyg,EngrEv00,off_pct,83%,,,,,
player,201910200nyg,nyg,EngrEv00,defense,0,,,,,
player,201910200nyg,nyg,EngrEv00,def_pct,0%,,,,,
player,201910200nyg,nyg,EngrEv00,special_teams,0,,,,,
player,201910200nyg,nyg,EngrEv00,st_pct,0%,,,,,
player,201910200nyg,nyg,ElliRh00,pos,TE,,,,,
player,201910200nyg,nyg,ElliRh00,offense,28,,,,,
player,201910200nyg,nyg,ElliRh00,off_pct,39%,,,,,
player,201910200nyg,nyg,ElliRh00,defense,0,,,,,
player,201910200nyg,nyg,ElliRh00,def_pct,0%,,,,,
player,201910200nyg,nyg,ElliRh00,special_teams,14,,,,,
player,201910200nyg,nyg,ElliRh00,st_pct,48%,,,,,
player,201910200nyg,nyg,FowlBe00,pos,WR,,,,,
player,201910200nyg,nyg,FowlBe00,offense,28,,,,,
player,201910200nyg,nyg,FowlBe00,off_pct,39%,,,,,
player,201910200nyg,nyg,FowlBe00,defense,0,,,,,
player,201910200nyg,nyg,FowlBe00,def_pct,0%,,,,,
player,201910200nyg,nyg,FowlBe00,special_teams,3,,,,,
player,201910200nyg,nyg,FowlBe00,st_pct,10%,,,,,
player,201910200nyg,nyg,LatiCo00,pos,WR,,,,,
player,201910200nyg,nyg,LatiCo00,offense,23,,,,,
player,201910200nyg,nyg,LatiCo00,off_pct,32%,,,,,
player,201910200nyg,nyg,LatiCo00,defense,0,,,,,
player,201910200nyg,nyg,LatiCo00,def_pct,0%,,,,,
player,201910200nyg,nyg,LatiCo00,special_teams,0,,,,,
player,201910200nyg,nyg,LatiCo00,st_pct,0%,,,,,
player,201910200nyg,nyg,GallWa00,pos,RB,,,,,
player,201910200nyg,nyg,GallWa00,offense,10,,,,,
player,201910200nyg,nyg,GallWa00,off_pct,14%,,,,,
player,201910200nyg,nyg,GallWa00,defense,0,,,,,
player,201910200nyg,nyg,GallWa00,def_pct,0%,,,,,
player,201910200nyg,nyg,GallWa00,special_teams,0,,,,,
player,201910200nyg,nyg,GallWa00,st_pct,0%,,,,,
player,201910200nyg,nyg,PennEl00,pos,RB,,,,,
player,201910200nyg,nyg,PennEl00,offense,6,,,,,
player,201910200nyg,nyg,PennEl00,off_pct,8%,,,,,
player,201910200nyg,nyg,PennEl00,defense,0,,,,,
player,201910200nyg,nyg,PennEl00,def_pct,0%,,,,,
player,201910200nyg,nyg,PennEl00,special_teams,17,,,,,
player,201910200nyg,nyg,PennEl00,st_pct,59%,,,,,
player,201910200nyg,nyg,CoreCo00,pos,WR,,,,,
player,201910200nyg,nyg,CoreCo00,offense,1,,,,,
player,201910200nyg,nyg,CoreCo00,off_pct,1%,,,,,
player,201910200nyg,nyg,CoreCo00,defense,0,,,,,
player,201910200nyg,nyg,CoreCo00,def_pct,0%,,,,,
player,201910200nyg,nyg,CoreCo00,special_teams,17,,,,,
player,201910200nyg,nyg,CoreCo00,st_pct,59%,,,,,
player,201910200nyg,nyg,OgleAl00,pos,LB,,,,,
player,201910200nyg,nyg,OgleAl00,offense,0,,,,,
player,201910200nyg,nyg,OgleAl00,off_pct,0%,,,,,
player,201910200nyg,nyg,OgleAl00,defense,65,,,,,
player,201910200nyg,nyg,OgleAl00,def_pct,100%,,,,,
player,201910200nyg,nyg,OgleAl00,special_teams,0,,,,,
player,201910200nyg,nyg,OgleAl00,st_pct,0%,,,,,
player,201910200nyg,nyg,PeppJa00,pos,SS,,,,,
player,201910200nyg,nyg,PeppJa00,offense,0,,,,,
player,201910200nyg,nyg,PeppJa00,off_pct,0%,,,,,
player,201910200nyg,nyg,PeppJa00,defense,65,,,,,
player,201910200nyg,nyg,PeppJa00,def_pct,100%,,,,,
player,201910200nyg,nyg,PeppJa00,special_teams,0,,,,,
player,201910200nyg,nyg,PeppJa00,st_pct,0%,,,,,
player,201910200nyg,nyg,BethAn20,pos,FS,,,,,
player,201910200nyg,nyg,BethAn20,offense,0,,,,,
player,201910200nyg,nyg,BethAn20,off_pct,0%,,,,,
player,201910200nyg,nyg,BethAn20,defense,65,,,,,
player,201910200nyg,nyg,BethAn20,def_pct,100%,,,,,
player,201910200nyg,nyg,BethAn20,special_teams,0,,,,,
player,201910200nyg,nyg,BethAn20,st_pct,0%,,,,,
player,201910200nyg,nyg,BakeDe00,pos,CB,,,,,
player,201910200nyg,nyg,BakeDe00,offense,0,,,,,
player,201910200nyg,nyg,BakeDe00,off_pct,0%,,,,,
player,201910200nyg,nyg,BakeDe00,defense,64,,,,,
player,201910200nyg,nyg,BakeDe00,def_pct,98%,,,,,
player,201910200nyg,nyg,BakeDe00,special_teams,11,,,,,
player,201910200nyg,nyg,BakeDe00,st_pct,38%,,,,,
player,201910200nyg,nyg,JenkJa03,pos,CB,,,,,
player,201910200nyg,nyg,JenkJa03,offense,0,,,,,
player,201910200nyg,nyg,JenkJa03,off_pct,0%,,,,,
player,201910200nyg,nyg,JenkJa03,defense,63,,,,,
player,201910200nyg,nyg,JenkJa03,def_pct,97%,,,,,
player,201910200nyg,nyg,JenkJa03,special_teams,0,,,,,
player,201910200nyg,nyg,JenkJa03,st_pct,0%,,,,,
player,201910200nyg,nyg,HaleGr00,pos,CB,,,,,
player,201910200nyg,nyg,HaleGr00,offense,0,,,,,
player,201910200nyg,nyg,HaleGr00,off_pct,0%,,,,,
player,201910200nyg,nyg,HaleGr00,defense,63,,,,,
player,201910200nyg,nyg,HaleGr00,def_pct,97%,,,,,
player,201910200nyg,nyg,HaleGr00,special_teams,0,,,,,
player,201910200nyg,nyg,HaleGr00,st_pct,0%,,,,,
player,201910200nyg,nyg,CartLo01,pos,LB,,,,,
player,201910200nyg,nyg,CartLo01,offense,0,,,,,
player,201910200nyg,nyg,CartLo01,off_pct,0%,,,,,
player,201910200nyg,nyg,CartLo01,defense,56,,,,,
player,201910200nyg,nyg,CartLo01,def_pct,86%,,,,,
player,201910200nyg,nyg,CartLo01,special_teams,2,,,,,
player,201910200nyg,nyg,CartLo01,st_pct,7%,,,,,
player,201910200nyg,nyg,GoldMa00,pos,DE,,,,,
player,201910200nyg,nyg,GoldMa00,offense,0,,,,,
player,201910200nyg,nyg,GoldMa00,off_pct,0%,,,,,
player,201910200nyg,nyg,GoldMa00,defense,54,,,,,
player,201910200nyg,nyg,GoldMa00,def_pct,83%,,,,,
player,201910200nyg,nyg,GoldMa00,special_teams,0,,,,,
player,201910200nyg,nyg,GoldMa00,st_pct,0%,,,,,
player,201910200nyg,nyg,LawrDe03,pos,DE,,,,,
player,201910200nyg,nyg,LawrDe03,offense,0,,,,,
player,201910200nyg,nyg,LawrDe03,off_pct,0%,,,,,
player,201910200nyg,nyg,LawrDe03,defense,42,,,,,
player,201910200nyg,nyg,LawrDe03,def_pct,65%,,,,,
player,201910200nyg,nyg,LawrDe03,special_teams,11,,,,,
player,201910200nyg,nyg,LawrDe03,st_pct,38%,,,,,
player,201910200nyg,nyg,XimiOs00,pos,LB,,,,,
player,201910200nyg,nyg,XimiOs00,offense,0,,,,,
player,201910200nyg,nyg,XimiOs00,off_pct,0%,,,,,
player,201910200nyg,nyg,XimiOs00,defense,35,,,,,
player,201910200nyg,nyg,XimiOs00,def_pct,54%,,,,,
player,201910200nyg,nyg,XimiOs00,special_teams,18,,,,,
player,201910200nyg,nyg,XimiOs00,st_pct,62%,,,,,
player,201910200nyg,nyg,ThomMi02,pos,SS,,,,,
player,201910200nyg,nyg,ThomMi02,offense,0,,,,,
player,201910200nyg,nyg,ThomMi02,off_pct,0%,,,,,
player,201910200nyg,nyg,ThomMi02,defense,34,,,,,
player,201910200nyg,nyg,ThomMi02,def_pct,52%,,,,,
player,201910200nyg,nyg,ThomMi02,special_teams,25,,,,,
player,201910200nyg,nyg,ThomMi02,st_pct,86%,,,,,
player,201910200nyg,nyg,TomlDa00,pos,NT,,,,,
player,201910200nyg,nyg,TomlDa00,offense,0,,,,,
player,201910200nyg,nyg,TomlDa00,off_pct,0%,,,,,
player,201910200nyg,nyg,TomlDa00,defense,31,,,,,
player,201910200nyg,nyg,TomlDa00,def_pct,48%,,,,,
player,201910200nyg,nyg,TomlDa00,special_teams,12,,,,,
player,201910200nyg,nyg,TomlDa00,st_pct,41%,,,,,
player,201910200nyg,nyg,MayoDa00,pos,LB,,,,,
player,201910200nyg,nyg,MayoDa00,offense,0,,,,,
player,201910200nyg,nyg,MayoDa00,off_pct,0%,,,,,
player,201910200nyg,nyg,MayoDa00,defense,30,,,,,
player,201910200nyg,nyg,MayoDa00,def_pct,46%,,,,,
player,201910200nyg,nyg,MayoDa00,special_teams,12,,,,,
player,201910200nyg,nyg,MayoDa00,st_pct,41%,,,,,
player,201910200nyg,nyg,HillB.00,pos,DE,,,,,
player,201910200nyg,nyg,HillB.00,offense,0,,,,,
player,201910200nyg,nyg,HillB.00,off_pct,0%,,,,,
player,201910200nyg,nyg,HillB.00,defense,20,,,,,
player,201910200nyg,nyg,HillB.00,def_pct,31%,,,,,
player,201910200nyg,nyg,HillB.00,special_teams,8,,,,,
player,201910200nyg,nyg,HillB.00,st_pct,28%,,,,,
player,201910200nyg,nyg,PierOl00,pos,DE,,,,,
player,201910200nyg,nyg,PierOl00,offense,0,,,,,
player,201910200nyg,nyg,PierOl00,off_pct,0%,,,,,
player,201910200nyg,nyg,PierOl00,defense,16,,,,,
player,201910200nyg,nyg,PierOl00,def_pct,25%,,,,,
player,201910200nyg,nyg,PierOl00,special_teams,1,,,,,
player,201910200nyg,nyg,PierOl00,st_pct,3%,,,,,
player,201910200nyg,nyg,HamiAn01,pos,CB,,,,,
player,201910200nyg,nyg,HamiAn01,offense,0,,,,,
player,201910200nyg,nyg,HamiAn01,off_pct,0%,,,,,
player,201910200nyg,nyg,HamiAn01,defense,9,,,,,
player,201910200nyg,nyg,HamiAn01,def_pct,14%,,,,,
player,201910200nyg,nyg,HamiAn01,special_teams,23,,,,,
player,201910200nyg,nyg,HamiAn01,st_pct,79%,,,,,
player,201910200nyg,nyg,ChanSe00,pos,FS,,,,,
player,201910200nyg,nyg,ChanSe00,offense,0,,,,,
player,201910200nyg,nyg,ChanSe00,off_pct,0%,,,,,
player,201910200nyg,nyg,ChanSe00,defense,2,,,,,
player,201910200nyg,nyg,ChanSe00,def_pct,3%,,,,,
player,201910200nyg,nyg,ChanSe00,special_teams,21,,,,,
player,201910200nyg,nyg,ChanSe00,st_pct,72%,,,,,
player,201910200nyg,nyg,SkipTu00,pos,LB,,,,,
player,201910200nyg,nyg,SkipTu00,offense,0,,,,,
player,201910200nyg,nyg,SkipTu00,off_pct,0%,,,,,
player,201910200nyg,nyg,SkipTu00,defense,1,,,,,
player,201910200nyg,nyg,SkipTu00,def_pct,2%,,,,,
player,201910200nyg,nyg,SkipTu00,special_teams,4,,,,,
player,201910200nyg,nyg,SkipTu00,st_pct,14%,,,,,
player,201910200nyg,nyg,DaviTa00,pos,LB,,,,,
player,201910200nyg,nyg,DaviTa00,offense,0,,,,,
player,201910200nyg,nyg,DaviTa00,off_pct,0%,,,,,
player,201910200nyg,nyg,DaviTa00,defense,0,,,,,
player,201910200nyg,nyg,DaviTa00,def_pct,0%,,,,,
player,201910200nyg,nyg,DaviTa00,special_teams,23,,,,,
player,201910200nyg,nyg,DaviTa00,st_pct,79%,,,,,
player,201910200nyg,nyg,TauaJo00,pos,LB,,,,,
player,201910200nyg,nyg,TauaJo00,offense,0,,,,,
player,201910200nyg,nyg,TauaJo00,off_pct,0%,,,,,
player,201910200nyg,nyg,TauaJo00,defense,0,,,,,
player,201910200nyg,nyg,TauaJo00,def_pct,0%,,,,,
player,201910200nyg,nyg,TauaJo00,special_teams,17,,,,,
player,201910200nyg,nyg,TauaJo00,st_pct,59%,,,,,
player,201910200nyg,nyg,LoveJu00,pos,CB,,,,,
player,201910200nyg,nyg,LoveJu00,offense,0,,,,,
player,201910200nyg,nyg,LoveJu00,off_pct,0%,,,,,
player,201910200nyg,nyg,LoveJu00,defense,0,,,,,
player,201910200nyg,nyg,LoveJu00,def_pct,0%,,,,,
player,201910200nyg,nyg,LoveJu00,special_teams,15,,,,,
player,201910200nyg,nyg,LoveJu00,st_pct,52%,,,,,
player,201910200nyg,nyg,DixoRi00,pos,P,,,,,
player,201910200nyg,nyg,DixoRi00,offense,0,,,,,
player,201910200nyg,nyg,DixoRi00,off_pct,0%,,,,,
player,201910200nyg,nyg,DixoRi00,defense,0,,,,,
player,201910200nyg,nyg,DixoRi00,def_pct,0%,,,,,
player,201910200nyg,nyg,DixoRi00,special_teams,8,,,,,
player,201910200nyg,nyg,DixoRi00,st_pct,28%,,,,,
player,201910200nyg,nyg,DeOsZa99,pos,LS,,,,,
player,201910200nyg,nyg,DeOsZa99,offense,0,,,,,
player,201910200nyg,nyg,DeOsZa99,off_pct,0%,,,,,
player,201910200nyg,nyg,DeOsZa99,defense,0,,,,,
player,201910200nyg,nyg,DeOsZa99,def_pct,0%,,,,,
player,201910200nyg,nyg,DeOsZa99,special_teams,8,,,,,
player,201910200nyg,nyg,DeOsZa99,st_pct,28%,,,,,
player,201910200nyg,nyg,RosaAl00,pos,K,,,,,
player,201910200nyg,nyg,RosaAl00,offense,0,,,,,
player,201910200nyg,nyg,RosaAl00,off_pct,0%,,,,,
player,201910200nyg,nyg,RosaAl00,defense,0,,,,,
player,201910200nyg,nyg,RosaAl00,def_pct,0%,,,,,
player,201910200nyg,nyg,RosaAl00,special_teams,8,,,,,
player,201910200nyg,nyg,RosaAl00,st_pct,28%,,,,,
player,201910200nyg,nyg,McInR.00,pos,DE,,,,,
player,201910200nyg,nyg,McInR.00,offense,0,,,,,
player,201910200nyg,nyg,McInR.00,off_pct,0%,,,,,
player,201910200nyg,nyg,McInR.00,defense,0,,,,,
player,201910200nyg,nyg,McInR.00,def_pct,0%,,,,,
player,201910200nyg,nyg,McInR.00,special_teams,6,,,,,
player,201910200nyg,nyg,McInR.00,st_pct,21%,,,,,
player,201910200nyg,nyg,GateNi00,pos,G,,,,,
player,201910200nyg,nyg,GateNi00,offense,0,,,,,
player,201910200nyg,nyg,GateNi00,off_pct,0%,,,,,
player,201910200nyg,nyg,GateNi00,defense,0,,,,,
player,201910200nyg,nyg,GateNi00,def_pct,0%,,,,,
player,201910200nyg,nyg,GateNi00,special_teams,4,,,,,
player,201910200nyg,nyg,GateNi00,st_pct,14%,,,,,
player,201910200nyg,nyg,AlleJa01,pos,RB,,,,,
player,201910200nyg,nyg,AlleJa01,offense,0,,,,,
player,201910200nyg,nyg,AlleJa01,off_pct,0%,,,,,
player,201910200nyg,nyg,AlleJa01,defense,0,,,,,
player,201910200nyg,nyg,AlleJa01,def_pct,0%,,,,,
player,201910200nyg,nyg,AlleJa01,special_teams,4,,,,,
player,201910200nyg,nyg,AlleJa01,st_pct,14%,,,,,
player,201910200nyg,crd,HumpD.00,pos,T,,,,,
player,201910200nyg,crd,HumpD.00,offense,65,,,,,
player,201910200nyg,crd,HumpD.00,off_pct,100%,,,,,
player,201910200nyg,crd,HumpD.00,defense,0,,,,,
player,201910200nyg,crd,HumpD.00,def_pct,0%,,,,,
player,201910200nyg,crd,HumpD.00,special_teams,6,,,,,
player,201910200nyg,crd,HumpD.00,st_pct,21%,,,,,
player,201910200nyg,crd,MurrJu00,pos,T,,,,,
player,201910200nyg,crd,MurrJu00,offense,65,,,,,
player,201910200nyg,crd,MurrJu00,off_pct,100%,,,,,
player,201910200nyg,crd,MurrJu00,defense,0,,,,,
player,201910200nyg,crd,MurrJu00,def_pct,0%,,,,,
player,201910200nyg,crd,MurrJu00,special_teams,6,,,,,
player,201910200nyg,crd,MurrJu00,st_pct,21%,,,,,
player,201910200nyg,crd,PughJu00,pos,G,,,,,
player,201910200nyg,crd,PughJu00,offense,65,,,,,
player,201910200nyg,crd,PughJu00,off_pct,100%,,,,,
player,201910200nyg,crd,PughJu00,defense,0,,,,,
player,201910200nyg,crd,PughJu00,def_pct,0%,,,,,
player,201910200nyg,crd,PughJu00,special_teams,6,,,,,
player,201910200nyg,crd,PughJu00,st_pct,21%,,,,,
player,201910200nyg,crd,SweeJ.00,pos,G,,,,,
player,201910200nyg,crd,SweeJ.00,offense,65,,,,,
player,201910200nyg,crd,SweeJ.00,off_pct,100%,,,,,
player,201910200nyg,crd,SweeJ.00,defense,0,,,,,
player,201910200nyg,crd,SweeJ.00,def_pct,0%,,,,,
player,201910200nyg,crd,SweeJ.00,special_teams,6,,,,,
player,201910200nyg,crd,SweeJ.00,st_pct,21%,,,,,
player,201910200nyg,crd,ShipA.20,pos,C,,,,,
player,201910200nyg,crd,ShipA.20,offense,65,,,,,
player,201910200nyg,crd,ShipA.20,off_pct,100%,,,,,
player,201910200nyg,crd,ShipA.20,defense,0,,,,,
player,201910200nyg,crd,ShipA.20,def_pct,0%,,,,,
player,201910200nyg,crd,ShipA.20,special_teams,0,,,,,
player,201910200nyg,crd,ShipA.20,st_pct,0%,,,,,
player,201910200nyg,crd,MurrKy00,pos,QB,,,,,
player,201910200nyg,crd,MurrKy00,offense,65,,,,,
player,201910200nyg,crd,MurrKy00,off_pct,100%,,,,,
player,201910200nyg,crd,MurrKy00,defense,0,,,,,
player,201910200nyg,crd,MurrKy00,def_pct,0%,,,,,
player,201910200nyg,crd,MurrKy00,special_teams,0,,,,,
player,201910200nyg,crd,MurrKy00,st_pct,0%,,,,,
player,201910200nyg,crd,EdmoCh00,pos,RB,,,,,
