game,2019,1,20190908,201909080sdg,clt,"Indianapolis Colts",24,sdg,"Los Angeles Chargers",30
player,201909080sdg,clt,BrisJa00,pass_sacked_yds,17,,,,,
player,201909080sdg,clt,BrisJa00,pass_long,25,,,,,
player,201909080sdg,clt,BrisJa00,pass_rating,120.7,,,,,
player,201909080sdg,clt,BrisJa00,rush_att,3,,,,,
player,201909080sdg,clt,BrisJa00,rush_yds,9,,,,,
player,201909080sdg,clt,BrisJa00,rush_td,0,,,,,
player,201909080sdg,clt,BrisJa00,rush_long,6,,,,,
player,201909080sdg,clt,BrisJa00,targets,0,,,,,
player,201909080sdg,clt,BrisJa00,rec,0,,,,,
player,201909080sdg,clt,BrisJa00,rec_yds,0,,,,,
player,201909080sdg,clt,BrisJa00,rec_td,0,,,,,
player,201909080sdg,clt,BrisJa00,rec_long,0,,,,,
player,201909080sdg,clt,BrisJa00,fumbles,1,,,,,
player,201909080sdg,clt,BrisJa00,fumbles_lost,0,,,,,
player,201909080sdg,clt,MackMa00,pass_cmp,0,,,,,
player,201909080sdg,clt,MackMa00,pass_att,0,,,,,
player,201909080sdg,clt,MackMa00,pass_yds,0,,,,,
player,201909080sdg,clt,MackMa00,pass_td,0,,,,,
player,201909080sdg,clt,MackMa00,pass_int,0,,,,,
player,201909080sdg,clt,MackMa00,pass_sacked,0,,,,,
player,201909080sdg,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,MackMa00,pass_long,0,,,,,
player,201909080sdg,clt,MackMa00,pass_rating,,,,,,
player,201909080sdg,clt,MackMa00,rush_att,25,,,,,
player,201909080sdg,clt,MackMa00,rush_yds,174,,,,,
player,201909080sdg,clt,MackMa00,rush_td,1,,,,,
player,201909080sdg,clt,MackMa00,rush_long,63,,,,,
player,201909080sdg,clt,MackMa00,targets,0,,,,,
player,201909080sdg,clt,MackMa00,rec,0,,,,,
player,201909080sdg,clt,MackMa00,rec_yds,0,,,,,
player,201909080sdg,clt,MackMa00,rec_td,0,,,,,
player,201909080sdg,clt,MackMa00,rec_long,0,,,,,
player,201909080sdg,clt,MackMa00,fumbles,0,,,,,
player,201909080sdg,clt,MackMa00,fumbles_lost,0,,,,,
player,201909080sdg,clt,HineNy00,pass_cmp,0,,,,,
player,201909080sdg,clt,HineNy00,pass_att,0,,,,,
player,201909080sdg,clt,HineNy00,pass_yds,0,,,,,
player,201909080sdg,clt,HineNy00,pass_td,0,,,,,
player,201909080sdg,clt,HineNy00,pass_int,0,,,,,
player,201909080sdg,clt,HineNy00,pass_sacked,0,,,,,
player,201909080sdg,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,HineNy00,pass_long,0,,,,,
player,201909080sdg,clt,HineNy00,pass_rating,,,,,,
player,201909080sdg,clt,HineNy00,rush_att,4,,,,,
player,201909080sdg,clt,HineNy00,rush_yds,13,,,,,
player,201909080sdg,clt,HineNy00,rush_td,0,,,,,
player,201909080sdg,clt,HineNy00,rush_long,6,,,,,
player,201909080sdg,clt,HineNy00,targets,4,,,,,
player,201909080sdg,clt,HineNy00,rec,4,,,,,
player,201909080sdg,clt,HineNy00,rec_yds,4,,,,,
player,201909080sdg,clt,HineNy00,rec_td,0,,,,,
player,201909080sdg,clt,HineNy00,rec_long,8,,,,,
player,201909080sdg,clt,HineNy00,fumbles,0,,,,,
player,201909080sdg,clt,HineNy00,fumbles_lost,0,,,,,
player,201909080sdg,clt,CampPa00,pass_cmp,0,,,,,
player,201909080sdg,clt,CampPa00,pass_att,0,,,,,
player,201909080sdg,clt,CampPa00,pass_yds,0,,,,,
player,201909080sdg,clt,CampPa00,pass_td,0,,,,,
player,201909080sdg,clt,CampPa00,pass_int,0,,,,,
player,201909080sdg,clt,CampPa00,pass_sacked,0,,,,,
player,201909080sdg,clt,CampPa00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,CampPa00,pass_long,0,,,,,
player,201909080sdg,clt,CampPa00,pass_rating,,,,,,
player,201909080sdg,clt,CampPa00,rush_att,1,,,,,
player,201909080sdg,clt,CampPa00,rush_yds,7,,,,,
player,201909080sdg,clt,CampPa00,rush_td,0,,,,,
player,201909080sdg,clt,CampPa00,rush_long,7,,,,,
player,201909080sdg,clt,CampPa00,targets,1,,,,,
player,201909080sdg,clt,CampPa00,rec,1,,,,,
player,201909080sdg,clt,CampPa00,rec_yds,1,,,,,
player,201909080sdg,clt,CampPa00,rec_td,0,,,,,
player,201909080sdg,clt,CampPa00,rec_long,1,,,,,
player,201909080sdg,clt,CampPa00,fumbles,0,,,,,
player,201909080sdg,clt,CampPa00,fumbles_lost,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_cmp,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_att,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_yds,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_td,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_int,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_sacked,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_long,0,,,,,
player,201909080sdg,clt,HiltT.00,pass_rating,,,,,,
player,201909080sdg,clt,HiltT.00,rush_att,0,,,,,
player,201909080sdg,clt,HiltT.00,rush_yds,0,,,,,
player,201909080sdg,clt,HiltT.00,rush_td,0,,,,,
player,201909080sdg,clt,HiltT.00,rush_long,0,,,,,
player,201909080sdg,clt,HiltT.00,targets,9,,,,,
player,201909080sdg,clt,HiltT.00,rec,8,,,,,
player,201909080sdg,clt,HiltT.00,rec_yds,87,,,,,
player,201909080sdg,clt,HiltT.00,rec_td,2,,,,,
player,201909080sdg,clt,HiltT.00,rec_long,19,,,,,
player,201909080sdg,clt,HiltT.00,fumbles,0,,,,,
player,201909080sdg,clt,HiltT.00,fumbles_lost,0,,,,,
player,201909080sdg,clt,CainDe00,pass_cmp,0,,,,,
player,201909080sdg,clt,CainDe00,pass_att,0,,,,,
player,201909080sdg,clt,CainDe00,pass_yds,0,,,,,
player,201909080sdg,clt,CainDe00,pass_td,0,,,,,
player,201909080sdg,clt,CainDe00,pass_int,0,,,,,
player,201909080sdg,clt,CainDe00,pass_sacked,0,,,,,
player,201909080sdg,clt,CainDe00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,CainDe00,pass_long,0,,,,,
player,201909080sdg,clt,CainDe00,pass_rating,,,,,,
player,201909080sdg,clt,CainDe00,rush_att,0,,,,,
player,201909080sdg,clt,CainDe00,rush_yds,0,,,,,
player,201909080sdg,clt,CainDe00,rush_td,0,,,,,
player,201909080sdg,clt,CainDe00,rush_long,0,,,,,
player,201909080sdg,clt,CainDe00,targets,2,,,,,
player,201909080sdg,clt,CainDe00,rec,2,,,,,
player,201909080sdg,clt,CainDe00,rec_yds,35,,,,,
player,201909080sdg,clt,CainDe00,rec_td,0,,,,,
player,201909080sdg,clt,CainDe00,rec_long,25,,,,,
player,201909080sdg,clt,CainDe00,fumbles,0,,,,,
player,201909080sdg,clt,CainDe00,fumbles_lost,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_cmp,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_att,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_yds,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_td,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_int,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_sacked,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_long,0,,,,,
player,201909080sdg,clt,FuncDe00,pass_rating,,,,,,
player,201909080sdg,clt,FuncDe00,rush_att,0,,,,,
player,201909080sdg,clt,FuncDe00,rush_yds,0,,,,,
player,201909080sdg,clt,FuncDe00,rush_td,0,,,,,
player,201909080sdg,clt,FuncDe00,rush_long,0,,,,,
player,201909080sdg,clt,FuncDe00,targets,5,,,,,
player,201909080sdg,clt,FuncDe00,rec,3,,,,,
player,201909080sdg,clt,FuncDe00,rec_yds,32,,,,,
player,201909080sdg,clt,FuncDe00,rec_td,0,,,,,
player,201909080sdg,clt,FuncDe00,rec_long,16,,,,,
player,201909080sdg,clt,FuncDe00,fumbles,0,,,,,
player,201909080sdg,clt,FuncDe00,fumbles_lost,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_cmp,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_att,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_yds,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_td,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_int,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_sacked,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_long,0,,,,,
player,201909080sdg,clt,DoylJa00,pass_rating,,,,,,
player,201909080sdg,clt,DoylJa00,rush_att,0,,,,,
player,201909080sdg,clt,DoylJa00,rush_yds,0,,,,,
player,201909080sdg,clt,DoylJa00,rush_td,0,,,,,
player,201909080sdg,clt,DoylJa00,rush_long,0,,,,,
player,201909080sdg,clt,DoylJa00,targets,2,,,,,
player,201909080sdg,clt,DoylJa00,rec,1,,,,,
player,201909080sdg,clt,DoylJa00,rec_yds,20,,,,,
player,201909080sdg,clt,DoylJa00,rec_td,0,,,,,
player,201909080sdg,clt,DoylJa00,rec_long,20,,,,,
player,201909080sdg,clt,DoylJa00,fumbles,0,,,,,
player,201909080sdg,clt,DoylJa00,fumbles_lost,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_cmp,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_att,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_yds,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_td,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_int,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_sacked,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_long,0,,,,,
player,201909080sdg,clt,EbroEr00,pass_rating,,,,,,
player,201909080sdg,clt,EbroEr00,rush_att,0,,,,,
player,201909080sdg,clt,EbroEr00,rush_yds,0,,,,,
player,201909080sdg,clt,EbroEr00,rush_td,0,,,,,
player,201909080sdg,clt,EbroEr00,rush_long,0,,,,,
player,201909080sdg,clt,EbroEr00,targets,3,,,,,
player,201909080sdg,clt,EbroEr00,rec,1,,,,,
player,201909080sdg,clt,EbroEr00,rec_yds,8,,,,,
player,201909080sdg,clt,EbroEr00,rec_td,0,,,,,
player,201909080sdg,clt,EbroEr00,rec_long,8,,,,,
player,201909080sdg,clt,EbroEr00,fumbles,0,,,,,
player,201909080sdg,clt,EbroEr00,fumbles_lost,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_cmp,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_att,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_yds,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_td,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_int,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_sacked,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_sacked_yds,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_long,0,,,,,
player,201909080sdg,clt,AlieMo00,pass_rating,,,,,,
player,201909080sdg,clt,AlieMo00,rush_att,0,,,,,
player,201909080sdg,clt,AlieMo00,rush_yds,0,,,,,
player,201909080sdg,clt,AlieMo00,rush_td,0,,,,,
player,201909080sdg,clt,AlieMo00,rush_long,0,,,,,
player,201909080sdg,clt,AlieMo00,targets,1,,,,,
player,201909080sdg,clt,AlieMo00,rec,1,,,,,
player,201909080sdg,clt,AlieMo00,rec_yds,3,,,,,
player,201909080sdg,clt,AlieMo00,rec_td,0,,,,,
player,201909080sdg,clt,AlieMo00,rec_long,3,,,,,
player,201909080sdg,clt,AlieMo00,fumbles,0,,,,,
player,201909080sdg,clt,AlieMo00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,RivePh00,pass_cmp,25,,,,,
player,201909080sdg,sdg,RivePh00,pass_att,34,,,,,
player,201909080sdg,sdg,RivePh00,pass_yds,333,,,,,
player,201909080sdg,sdg,RivePh00,pass_td,3,,,,,
player,201909080sdg,sdg,RivePh00,pass_int,1,,,,,
player,201909080sdg,sdg,RivePh00,pass_sacked,4,,,,,
player,201909080sdg,sdg,RivePh00,pass_sacked_yds,23,,,,,
player,201909080sdg,sdg,RivePh00,pass_long,55,,,,,
player,201909080sdg,sdg,RivePh00,pass_rating,121.3,,,,,
player,201909080sdg,sdg,RivePh00,rush_att,1,,,,,
player,201909080sdg,sdg,RivePh00,rush_yds,6,,,,,
player,201909080sdg,sdg,RivePh00,rush_td,0,,,,,
player,201909080sdg,sdg,RivePh00,rush_long,6,,,,,
player,201909080sdg,sdg,RivePh00,targets,0,,,,,
player,201909080sdg,sdg,RivePh00,rec,0,,,,,
player,201909080sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201909080sdg,sdg,RivePh00,rec_td,0,,,,,
player,201909080sdg,sdg,RivePh00,rec_long,0,,,,,
player,201909080sdg,sdg,RivePh00,fumbles,1,,,,,
player,201909080sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201909080sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201909080sdg,sdg,EkelAu00,rush_att,12,,,,,
player,201909080sdg,sdg,EkelAu00,rush_yds,58,,,,,
player,201909080sdg,sdg,EkelAu00,rush_td,1,,,,,
player,201909080sdg,sdg,EkelAu00,rush_long,19,,,,,
player,201909080sdg,sdg,EkelAu00,targets,7,,,,,
player,201909080sdg,sdg,EkelAu00,rec,6,,,,,
player,201909080sdg,sdg,EkelAu00,rec_yds,96,,,,,
player,201909080sdg,sdg,EkelAu00,rec_td,2,,,,,
player,201909080sdg,sdg,EkelAu00,rec_long,55,,,,,
player,201909080sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201909080sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_att,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_td,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_int,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_long,0,,,,,
player,201909080sdg,sdg,JackJu01,pass_rating,,,,,,
player,201909080sdg,sdg,JackJu01,rush_att,6,,,,,
player,201909080sdg,sdg,JackJu01,rush_yds,57,,,,,
player,201909080sdg,sdg,JackJu01,rush_td,0,,,,,
player,201909080sdg,sdg,JackJu01,rush_long,24,,,,,
player,201909080sdg,sdg,JackJu01,targets,3,,,,,
player,201909080sdg,sdg,JackJu01,rec,1,,,,,
player,201909080sdg,sdg,JackJu01,rec_yds,4,,,,,
player,201909080sdg,sdg,JackJu01,rec_td,0,,,,,
player,201909080sdg,sdg,JackJu01,rec_long,4,,,,,
player,201909080sdg,sdg,JackJu01,fumbles,0,,,,,
player,201909080sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_cmp,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_att,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_yds,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_td,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_int,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_sacked,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_long,0,,,,,
player,201909080sdg,sdg,WattDe00,pass_rating,,,,,,
player,201909080sdg,sdg,WattDe00,rush_att,2,,,,,
player,201909080sdg,sdg,WattDe00,rush_yds,4,,,,,
player,201909080sdg,sdg,WattDe00,rush_td,0,,,,,
player,201909080sdg,sdg,WattDe00,rush_long,2,,,,,
player,201909080sdg,sdg,WattDe00,targets,0,,,,,
player,201909080sdg,sdg,WattDe00,rec,0,,,,,
player,201909080sdg,sdg,WattDe00,rec_yds,0,,,,,
player,201909080sdg,sdg,WattDe00,rec_td,0,,,,,
player,201909080sdg,sdg,WattDe00,rec_long,0,,,,,
player,201909080sdg,sdg,WattDe00,fumbles,0,,,,,
player,201909080sdg,sdg,WattDe00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201909080sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201909080sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201909080sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201909080sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201909080sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201909080sdg,sdg,AlleKe00,targets,10,,,,,
player,201909080sdg,sdg,AlleKe00,rec,8,,,,,
player,201909080sdg,sdg,AlleKe00,rec_yds,123,,,,,
player,201909080sdg,sdg,AlleKe00,rec_td,1,,,,,
player,201909080sdg,sdg,AlleKe00,rec_long,28,,,,,
player,201909080sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201909080sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201909080sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201909080sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201909080sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201909080sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201909080sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201909080sdg,sdg,HenrHu00,targets,5,,,,,
player,201909080sdg,sdg,HenrHu00,rec,4,,,,,
player,201909080sdg,sdg,HenrHu00,rec_yds,60,,,,,
player,201909080sdg,sdg,HenrHu00,rec_td,0,,,,,
player,201909080sdg,sdg,HenrHu00,rec_long,22,,,,,
player,201909080sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201909080sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_att,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_td,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_int,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_long,0,,,,,
player,201909080sdg,sdg,WillMi07,pass_rating,,,,,,
player,201909080sdg,sdg,WillMi07,rush_att,0,,,,,
player,201909080sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201909080sdg,sdg,WillMi07,rush_td,0,,,,,
player,201909080sdg,sdg,WillMi07,rush_long,0,,,,,
player,201909080sdg,sdg,WillMi07,targets,3,,,,,
player,201909080sdg,sdg,WillMi07,rec,2,,,,,
player,201909080sdg,sdg,WillMi07,rec_yds,29,,,,,
player,201909080sdg,sdg,WillMi07,rec_td,0,,,,,
player,201909080sdg,sdg,WillMi07,rec_long,17,,,,,
player,201909080sdg,sdg,WillMi07,fumbles,0,,,,,
player,201909080sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201909080sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201909080sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201909080sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201909080sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201909080sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201909080sdg,sdg,BenjTr00,targets,3,,,,,
player,201909080sdg,sdg,BenjTr00,rec,2,,,,,
player,201909080sdg,sdg,BenjTr00,rec_yds,12,,,,,
player,201909080sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201909080sdg,sdg,BenjTr00,rec_long,10,,,,,
player,201909080sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201909080sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201909080sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201909080sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201909080sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201909080sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201909080sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201909080sdg,sdg,InmaDo00,targets,1,,,,,
player,201909080sdg,sdg,InmaDo00,rec,1,,,,,
player,201909080sdg,sdg,InmaDo00,rec_yds,5,,,,,
player,201909080sdg,sdg,InmaDo00,rec_td,0,,,,,
player,201909080sdg,sdg,InmaDo00,rec_long,5,,,,,
player,201909080sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201909080sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_cmp,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_att,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_yds,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_td,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_int,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_sacked,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_long,0,,,,,
player,201909080sdg,sdg,GreeVi00,pass_rating,,,,,,
player,201909080sdg,sdg,GreeVi00,rush_att,0,,,,,
player,201909080sdg,sdg,GreeVi00,rush_yds,0,,,,,
player,201909080sdg,sdg,GreeVi00,rush_td,0,,,,,
player,201909080sdg,sdg,GreeVi00,rush_long,0,,,,,
player,201909080sdg,sdg,GreeVi00,targets,1,,,,,
player,201909080sdg,sdg,GreeVi00,rec,1,,,,,
player,201909080sdg,sdg,GreeVi00,rec_yds,4,,,,,
player,201909080sdg,sdg,GreeVi00,rec_td,0,,,,,
player,201909080sdg,sdg,GreeVi00,rec_long,4,,,,,
player,201909080sdg,sdg,GreeVi00,fumbles,0,,,,,
player,201909080sdg,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_cmp,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_att,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_yds,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_td,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_int,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_sacked,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_sacked_yds,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_long,0,,,,,
player,201909080sdg,sdg,TaylTy00,pass_rating,,,,,,
player,201909080sdg,sdg,TaylTy00,rush_att,0,,,,,
player,201909080sdg,sdg,TaylTy00,rush_yds,0,,,,,
player,201909080sdg,sdg,TaylTy00,rush_td,0,,,,,
player,201909080sdg,sdg,TaylTy00,rush_long,0,,,,,
player,201909080sdg,sdg,TaylTy00,targets,1,,,,,
