game,2019,4,20190929,201909290ram,tam,"Tampa Bay Buccaneers",55,ram,"Los Angeles Rams",40
player,201909290ram,tam,BarbPe01,fumbles_lost,0,,,,,
player,201909290ram,tam,GodwCh00,pass_cmp,0,,,,,
player,201909290ram,tam,GodwCh00,pass_att,0,,,,,
player,201909290ram,tam,GodwCh00,pass_yds,0,,,,,
player,201909290ram,tam,GodwCh00,pass_td,0,,,,,
player,201909290ram,tam,GodwCh00,pass_int,0,,,,,
player,201909290ram,tam,GodwCh00,pass_sacked,0,,,,,
player,201909290ram,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,GodwCh00,pass_long,0,,,,,
player,201909290ram,tam,GodwCh00,pass_rating,,,,,,
player,201909290ram,tam,GodwCh00,rush_att,0,,,,,
player,201909290ram,tam,GodwCh00,rush_yds,0,,,,,
player,201909290ram,tam,GodwCh00,rush_td,0,,,,,
player,201909290ram,tam,GodwCh00,rush_long,0,,,,,
player,201909290ram,tam,GodwCh00,targets,14,,,,,
player,201909290ram,tam,GodwCh00,rec,12,,,,,
player,201909290ram,tam,GodwCh00,rec_yds,172,,,,,
player,201909290ram,tam,GodwCh00,rec_td,2,,,,,
player,201909290ram,tam,GodwCh00,rec_long,30,,,,,
player,201909290ram,tam,GodwCh00,fumbles,0,,,,,
player,201909290ram,tam,GodwCh00,fumbles_lost,0,,,,,
player,201909290ram,tam,EvanMi00,pass_cmp,0,,,,,
player,201909290ram,tam,EvanMi00,pass_att,0,,,,,
player,201909290ram,tam,EvanMi00,pass_yds,0,,,,,
player,201909290ram,tam,EvanMi00,pass_td,0,,,,,
player,201909290ram,tam,EvanMi00,pass_int,0,,,,,
player,201909290ram,tam,EvanMi00,pass_sacked,0,,,,,
player,201909290ram,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,EvanMi00,pass_long,0,,,,,
player,201909290ram,tam,EvanMi00,pass_rating,,,,,,
player,201909290ram,tam,EvanMi00,rush_att,0,,,,,
player,201909290ram,tam,EvanMi00,rush_yds,0,,,,,
player,201909290ram,tam,EvanMi00,rush_td,0,,,,,
player,201909290ram,tam,EvanMi00,rush_long,0,,,,,
player,201909290ram,tam,EvanMi00,targets,7,,,,,
player,201909290ram,tam,EvanMi00,rec,4,,,,,
player,201909290ram,tam,EvanMi00,rec_yds,89,,,,,
player,201909290ram,tam,EvanMi00,rec_td,1,,,,,
player,201909290ram,tam,EvanMi00,rec_long,67,,,,,
player,201909290ram,tam,EvanMi00,fumbles,0,,,,,
player,201909290ram,tam,EvanMi00,fumbles_lost,0,,,,,
player,201909290ram,tam,BratCa00,pass_cmp,0,,,,,
player,201909290ram,tam,BratCa00,pass_att,0,,,,,
player,201909290ram,tam,BratCa00,pass_yds,0,,,,,
player,201909290ram,tam,BratCa00,pass_td,0,,,,,
player,201909290ram,tam,BratCa00,pass_int,0,,,,,
player,201909290ram,tam,BratCa00,pass_sacked,0,,,,,
player,201909290ram,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,BratCa00,pass_long,0,,,,,
player,201909290ram,tam,BratCa00,pass_rating,,,,,,
player,201909290ram,tam,BratCa00,rush_att,0,,,,,
player,201909290ram,tam,BratCa00,rush_yds,0,,,,,
player,201909290ram,tam,BratCa00,rush_td,0,,,,,
player,201909290ram,tam,BratCa00,rush_long,0,,,,,
player,201909290ram,tam,BratCa00,targets,3,,,,,
player,201909290ram,tam,BratCa00,rec,3,,,,,
player,201909290ram,tam,BratCa00,rec_yds,36,,,,,
player,201909290ram,tam,BratCa00,rec_td,1,,,,,
player,201909290ram,tam,BratCa00,rec_long,13,,,,,
player,201909290ram,tam,BratCa00,fumbles,0,,,,,
player,201909290ram,tam,BratCa00,fumbles_lost,0,,,,,
player,201909290ram,tam,HowaO.00,pass_cmp,0,,,,,
player,201909290ram,tam,HowaO.00,pass_att,0,,,,,
player,201909290ram,tam,HowaO.00,pass_yds,0,,,,,
player,201909290ram,tam,HowaO.00,pass_td,0,,,,,
player,201909290ram,tam,HowaO.00,pass_int,0,,,,,
player,201909290ram,tam,HowaO.00,pass_sacked,0,,,,,
player,201909290ram,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,HowaO.00,pass_long,0,,,,,
player,201909290ram,tam,HowaO.00,pass_rating,,,,,,
player,201909290ram,tam,HowaO.00,rush_att,0,,,,,
player,201909290ram,tam,HowaO.00,rush_yds,0,,,,,
player,201909290ram,tam,HowaO.00,rush_td,0,,,,,
player,201909290ram,tam,HowaO.00,rush_long,0,,,,,
player,201909290ram,tam,HowaO.00,targets,3,,,,,
player,201909290ram,tam,HowaO.00,rec,3,,,,,
player,201909290ram,tam,HowaO.00,rec_yds,33,,,,,
player,201909290ram,tam,HowaO.00,rec_td,0,,,,,
player,201909290ram,tam,HowaO.00,rec_long,14,,,,,
player,201909290ram,tam,HowaO.00,fumbles,0,,,,,
player,201909290ram,tam,HowaO.00,fumbles_lost,0,,,,,
player,201909290ram,tam,OgunDa00,pass_cmp,0,,,,,
player,201909290ram,tam,OgunDa00,pass_att,0,,,,,
player,201909290ram,tam,OgunDa00,pass_yds,0,,,,,
player,201909290ram,tam,OgunDa00,pass_td,0,,,,,
player,201909290ram,tam,OgunDa00,pass_int,0,,,,,
player,201909290ram,tam,OgunDa00,pass_sacked,0,,,,,
player,201909290ram,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,OgunDa00,pass_long,0,,,,,
player,201909290ram,tam,OgunDa00,pass_rating,,,,,,
player,201909290ram,tam,OgunDa00,rush_att,1,,,,,
player,201909290ram,tam,OgunDa00,rush_yds,0,,,,,
player,201909290ram,tam,OgunDa00,rush_td,0,,,,,
player,201909290ram,tam,OgunDa00,rush_long,0,,,,,
player,201909290ram,tam,OgunDa00,targets,4,,,,,
player,201909290ram,tam,OgunDa00,rec,3,,,,,
player,201909290ram,tam,OgunDa00,rec_yds,16,,,,,
player,201909290ram,tam,OgunDa00,rec_td,0,,,,,
player,201909290ram,tam,OgunDa00,rec_long,7,,,,,
player,201909290ram,tam,OgunDa00,fumbles,0,,,,,
player,201909290ram,tam,OgunDa00,fumbles_lost,0,,,,,
player,201909290ram,tam,WilsJe00,pass_cmp,0,,,,,
player,201909290ram,tam,WilsJe00,pass_att,0,,,,,
player,201909290ram,tam,WilsJe00,pass_yds,0,,,,,
player,201909290ram,tam,WilsJe00,pass_td,0,,,,,
player,201909290ram,tam,WilsJe00,pass_int,0,,,,,
player,201909290ram,tam,WilsJe00,pass_sacked,0,,,,,
player,201909290ram,tam,WilsJe00,pass_sacked_yds,0,,,,,
player,201909290ram,tam,WilsJe00,pass_long,0,,,,,
player,201909290ram,tam,WilsJe00,pass_rating,,,,,,
player,201909290ram,tam,WilsJe00,rush_att,0,,,,,
player,201909290ram,tam,WilsJe00,rush_yds,0,,,,,
player,201909290ram,tam,WilsJe00,rush_td,0,,,,,
player,201909290ram,tam,WilsJe00,rush_long,0,,,,,
player,201909290ram,tam,WilsJe00,targets,4,,,,,
player,201909290ram,tam,WilsJe00,rec,1,,,,,
player,201909290ram,tam,WilsJe00,rec_yds,14,,,,,
player,201909290ram,tam,WilsJe00,rec_td,0,,,,,
player,201909290ram,tam,WilsJe00,rec_long,14,,,,,
player,201909290ram,tam,WilsJe00,fumbles,0,,,,,
player,201909290ram,tam,WilsJe00,fumbles_lost,0,,,,,
player,201909290ram,tam,WatsJu01,pass_cmp,0,,,,,
player,201909290ram,tam,WatsJu01,pass_att,0,,,,,
player,201909290ram,tam,WatsJu01,pass_yds,0,,,,,
player,201909290ram,tam,WatsJu01,pass_td,0,,,,,
player,201909290ram,tam,WatsJu01,pass_int,0,,,,,
player,201909290ram,tam,WatsJu01,pass_sacked,0,,,,,
player,201909290ram,tam,WatsJu01,pass_sacked_yds,0,,,,,
player,201909290ram,tam,WatsJu01,pass_long,0,,,,,
player,201909290ram,tam,WatsJu01,pass_rating,,,,,,
player,201909290ram,tam,WatsJu01,rush_att,0,,,,,
player,201909290ram,tam,WatsJu01,rush_yds,0,,,,,
player,201909290ram,tam,WatsJu01,rush_td,0,,,,,
player,201909290ram,tam,WatsJu01,rush_long,0,,,,,
player,201909290ram,tam,WatsJu01,targets,1,,,,,
player,201909290ram,tam,WatsJu01,rec,1,,,,,
player,201909290ram,tam,WatsJu01,rec_yds,13,,,,,
player,201909290ram,tam,WatsJu01,rec_td,0,,,,,
player,201909290ram,tam,WatsJu01,rec_long,13,,,,,
player,201909290ram,tam,WatsJu01,fumbles,0,,,,,
player,201909290ram,tam,WatsJu01,fumbles_lost,0,,,,,
player,201909290ram,tam,PerrBr02,pass_cmp,0,,,,,
player,201909290ram,tam,PerrBr02,pass_att,0,,,,,
player,201909290ram,tam,PerrBr02,pass_yds,0,,,,,
player,201909290ram,tam,PerrBr02,pass_td,0,,,,,
player,201909290ram,tam,PerrBr02,pass_int,0,,,,,
player,201909290ram,tam,PerrBr02,pass_sacked,0,,,,,
player,201909290ram,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201909290ram,tam,PerrBr02,pass_long,0,,,,,
player,201909290ram,tam,PerrBr02,pass_rating,,,,,,
player,201909290ram,tam,PerrBr02,rush_att,0,,,,,
player,201909290ram,tam,PerrBr02,rush_yds,0,,,,,
player,201909290ram,tam,PerrBr02,rush_td,0,,,,,
player,201909290ram,tam,PerrBr02,rush_long,0,,,,,
player,201909290ram,tam,PerrBr02,targets,1,,,,,
player,201909290ram,tam,PerrBr02,rec,0,,,,,
player,201909290ram,tam,PerrBr02,rec_yds,0,,,,,
player,201909290ram,tam,PerrBr02,rec_td,0,,,,,
player,201909290ram,tam,PerrBr02,rec_long,0,,,,,
player,201909290ram,tam,PerrBr02,fumbles,0,,,,,
player,201909290ram,tam,PerrBr02,fumbles_lost,0,,,,,
player,201909290ram,tam,MillSc01,pass_cmp,0,,,,,
player,201909290ram,tam,MillSc01,pass_att,0,,,,,
player,201909290ram,tam,MillSc01,pass_yds,0,,,,,
player,201909290ram,tam,MillSc01,pass_td,0,,,,,
player,201909290ram,tam,MillSc01,pass_int,0,,,,,
player,201909290ram,tam,MillSc01,pass_sacked,0,,,,,
player,201909290ram,tam,MillSc01,pass_sacked_yds,0,,,,,
player,201909290ram,tam,MillSc01,pass_long,0,,,,,
player,201909290ram,tam,MillSc01,pass_rating,,,,,,
player,201909290ram,tam,MillSc01,rush_att,0,,,,,
player,201909290ram,tam,MillSc01,rush_yds,0,,,,,
player,201909290ram,tam,MillSc01,rush_td,0,,,,,
player,201909290ram,tam,MillSc01,rush_long,0,,,,,
player,201909290ram,tam,MillSc01,targets,1,,,,,
player,201909290ram,tam,MillSc01,rec,0,,,,,
player,201909290ram,tam,MillSc01,rec_yds,0,,,,,
player,201909290ram,tam,MillSc01,rec_td,0,,,,,
player,201909290ram,tam,MillSc01,rec_long,0,,,,,
player,201909290ram,tam,MillSc01,fumbles,0,,,,,
player,201909290ram,tam,MillSc01,fumbles_lost,0,,,,,
player,201909290ram,ram,GoffJa00,pass_cmp,45,,,,,
player,201909290ram,ram,GoffJa00,pass_att,68,,,,,
player,201909290ram,ram,GoffJa00,pass_yds,517,,,,,
player,201909290ram,ram,GoffJa00,pass_td,2,,,,,
player,201909290ram,ram,GoffJa00,pass_int,3,,,,,
player,201909290ram,ram,GoffJa00,pass_sacked,2,,,,,
player,201909290ram,ram,GoffJa00,pass_sacked_yds,27,,,,,
player,201909290ram,ram,GoffJa00,pass_long,37,,,,,
player,201909290ram,ram,GoffJa00,pass_rating,80.3,,,,,
player,201909290ram,ram,GoffJa00,rush_att,0,,,,,
player,201909290ram,ram,GoffJa00,rush_yds,0,,,,,
player,201909290ram,ram,GoffJa00,rush_td,0,,,,,
player,201909290ram,ram,GoffJa00,rush_long,0,,,,,
player,201909290ram,ram,GoffJa00,targets,0,,,,,
player,201909290ram,ram,GoffJa00,rec,0,,,,,
player,201909290ram,ram,GoffJa00,rec_yds,0,,,,,
player,201909290ram,ram,GoffJa00,rec_td,0,,,,,
player,201909290ram,ram,GoffJa00,rec_long,0,,,,,
player,201909290ram,ram,GoffJa00,fumbles,1,,,,,
player,201909290ram,ram,GoffJa00,fumbles_lost,1,,,,,
player,201909290ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201909290ram,ram,GurlTo01,pass_att,0,,,,,
player,201909290ram,ram,GurlTo01,pass_yds,0,,,,,
player,201909290ram,ram,GurlTo01,pass_td,0,,,,,
player,201909290ram,ram,GurlTo01,pass_int,0,,,,,
player,201909290ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201909290ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201909290ram,ram,GurlTo01,pass_long,0,,,,,
player,201909290ram,ram,GurlTo01,pass_rating,,,,,,
player,201909290ram,ram,GurlTo01,rush_att,5,,,,,
player,201909290ram,ram,GurlTo01,rush_yds,16,,,,,
player,201909290ram,ram,GurlTo01,rush_td,2,,,,,
player,201909290ram,ram,GurlTo01,rush_long,13,,,,,
player,201909290ram,ram,GurlTo01,targets,11,,,,,
player,201909290ram,ram,GurlTo01,rec,7,,,,,
player,201909290ram,ram,GurlTo01,rec_yds,54,,,,,
player,201909290ram,ram,GurlTo01,rec_td,0,,,,,
player,201909290ram,ram,GurlTo01,rec_long,12,,,,,
player,201909290ram,ram,GurlTo01,fumbles,0,,,,,
player,201909290ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201909290ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201909290ram,ram,BrowMa03,pass_att,0,,,,,
player,201909290ram,ram,BrowMa03,pass_yds,0,,,,,
player,201909290ram,ram,BrowMa03,pass_td,0,,,,,
player,201909290ram,ram,BrowMa03,pass_int,0,,,,,
player,201909290ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201909290ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201909290ram,ram,BrowMa03,pass_long,0,,,,,
player,201909290ram,ram,BrowMa03,pass_rating,,,,,,
player,201909290ram,ram,BrowMa03,rush_att,5,,,,,
player,201909290ram,ram,BrowMa03,rush_yds,14,,,,,
player,201909290ram,ram,BrowMa03,rush_td,0,,,,,
player,201909290ram,ram,BrowMa03,rush_long,6,,,,,
player,201909290ram,ram,BrowMa03,targets,1,,,,,
player,201909290ram,ram,BrowMa03,rec,0,,,,,
player,201909290ram,ram,BrowMa03,rec_yds,0,,,,,
player,201909290ram,ram,BrowMa03,rec_td,0,,,,,
player,201909290ram,ram,BrowMa03,rec_long,0,,,,,
player,201909290ram,ram,BrowMa03,fumbles,0,,,,,
player,201909290ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201909290ram,ram,WoodRo02,pass_cmp,0,,,,,
player,201909290ram,ram,WoodRo02,pass_att,0,,,,,
player,201909290ram,ram,WoodRo02,pass_yds,0,,,,,
player,201909290ram,ram,WoodRo02,pass_td,0,,,,,
player,201909290ram,ram,WoodRo02,pass_int,0,,,,,
player,201909290ram,ram,WoodRo02,pass_sacked,0,,,,,
player,201909290ram,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201909290ram,ram,WoodRo02,pass_long,0,,,,,
player,201909290ram,ram,WoodRo02,pass_rating,,,,,,
player,201909290ram,ram,WoodRo02,rush_att,0,,,,,
player,201909290ram,ram,WoodRo02,rush_yds,0,,,,,
player,201909290ram,ram,WoodRo02,rush_td,0,,,,,
player,201909290ram,ram,WoodRo02,rush_long,0,,,,,
player,201909290ram,ram,WoodRo02,targets,15,,,,,
player,201909290ram,ram,WoodRo02,rec,13,,,,,
player,201909290ram,ram,WoodRo02,rec_yds,164,,,,,
player,201909290ram,ram,WoodRo02,rec_td,0,,,,,
player,201909290ram,ram,WoodRo02,rec_long,37,,,,,
player,201909290ram,ram,WoodRo02,fumbles,0,,,,,
player,201909290ram,ram,WoodRo02,fumbles_lost,0,,,,,
player,201909290ram,ram,CookBr00,pass_cmp,0,,,,,
player,201909290ram,ram,CookBr00,pass_att,0,,,,,
player,201909290ram,ram,CookBr00,pass_yds,0,,,,,
player,201909290ram,ram,CookBr00,pass_td,0,,,,,
player,201909290ram,ram,CookBr00,pass_int,0,,,,,
player,201909290ram,ram,CookBr00,pass_sacked,0,,,,,
player,201909290ram,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201909290ram,ram,CookBr00,pass_long,0,,,,,
player,201909290ram,ram,CookBr00,pass_rating,,,,,,
player,201909290ram,ram,CookBr00,rush_att,0,,,,,
player,201909290ram,ram,CookBr00,rush_yds,0,,,,,
player,201909290ram,ram,CookBr00,rush_td,0,,,,,
player,201909290ram,ram,CookBr00,rush_long,0,,,,,
player,201909290ram,ram,CookBr00,targets,9,,,,,
player,201909290ram,ram,CookBr00,rec,6,,,,,
player,201909290ram,ram,CookBr00,rec_yds,71,,,,,
player,201909290ram,ram,CookBr00,rec_td,0,,,,,
player,201909290ram,ram,CookBr00,rec_long,23,,,,,
player,201909290ram,ram,CookBr00,fumbles,0,,,,,
player,201909290ram,ram,CookBr00,fumbles_lost,0,,,,,
player,201909290ram,ram,EverGe00,pass_cmp,0,,,,,
player,201909290ram,ram,EverGe00,pass_att,0,,,,,
player,201909290ram,ram,EverGe00,pass_yds,0,,,,,
player,201909290ram,ram,EverGe00,pass_td,0,,,,,
player,201909290ram,ram,EverGe00,pass_int,0,,,,,
player,201909290ram,ram,EverGe00,pass_sacked,0,,,,,
player,201909290ram,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201909290ram,ram,EverGe00,pass_long,0,,,,,
player,201909290ram,ram,EverGe00,pass_rating,,,,,,
player,201909290ram,ram,EverGe00,rush_att,0,,,,,
player,201909290ram,ram,EverGe00,rush_yds,0,,,,,
player,201909290ram,ram,EverGe00,rush_td,0,,,,,
player,201909290ram,ram,EverGe00,rush_long,0,,,,,
player,201909290ram,ram,EverGe00,targets,8,,,,,
player,201909290ram,ram,EverGe00,rec,5,,,,,
player,201909290ram,ram,EverGe00,rec_yds,44,,,,,
player,201909290ram,ram,EverGe00,rec_td,1,,,,,
player,201909290ram,ram,EverGe00,rec_long,15,,,,,
player,201909290ram,ram,EverGe00,fumbles,0,,,,,
player,201909290ram,ram,EverGe00,fumbles_lost,0,,,,,
player,201909290ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201909290ram,ram,HigbTy00,pass_att,0,,,,,
player,201909290ram,ram,HigbTy00,pass_yds,0,,,,,
player,201909290ram,ram,HigbTy00,pass_td,0,,,,,
player,201909290ram,ram,HigbTy00,pass_int,0,,,,,
player,201909290ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201909290ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201909290ram,ram,HigbTy00,pass_long,0,,,,,
player,201909290ram,ram,HigbTy00,pass_rating,,,,,,
player,201909290ram,ram,HigbTy00,rush_att,0,,,,,
player,201909290ram,ram,HigbTy00,rush_yds,0,,,,,
player,201909290ram,ram,HigbTy00,rush_td,0,,,,,
player,201909290ram,ram,HigbTy00,rush_long,0,,,,,
player,201909290ram,ram,HigbTy00,targets,7,,,,,
player,201909290ram,ram,HigbTy00,rec,4,,,,,
player,201909290ram,ram,HigbTy00,rec_yds,41,,,,,
player,201909290ram,ram,HigbTy00,rec_td,0,,,,,
player,201909290ram,ram,HigbTy00,rec_long,13,,,,,
player,201909290ram,ram,HigbTy00,fumbles,0,,,,,
player,201909290ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201909290ram,ram,ReynJo00,pass_cmp,0,,,,,
player,201909290ram,ram,ReynJo00,pass_att,0,,,,,
player,201909290ram,ram,ReynJo00,pass_yds,0,,,,,
player,201909290ram,ram,ReynJo00,pass_td,0,,,,,
player,201909290ram,ram,ReynJo00,pass_int,0,,,,,
player,201909290ram,ram,ReynJo00,pass_sacked,0,,,,,
player,201909290ram,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201909290ram,ram,ReynJo00,pass_long,0,,,,,
player,201909290ram,ram,ReynJo00,pass_rating,,,,,,
player,201909290ram,ram,ReynJo00,rush_att,0,,,,,
player,201909290ram,ram,ReynJo00,rush_yds,0,,,,,
player,201909290ram,ram,ReynJo00,rush_td,0,,,,,
player,201909290ram,ram,ReynJo00,rush_long,0,,,,,
player,201909290ram,ram,ReynJo00,targets,2,,,,,
player,201909290ram,ram,ReynJo00,rec,1,,,,,
player,201909290ram,ram,ReynJo00,rec_yds,22,,,,,
player,201909290ram,ram,ReynJo00,rec_td,0,,,,,
player,201909290ram,ram,ReynJo00,rec_long,22,,,,,
player,201909290ram,ram,ReynJo00,fumbles,0,,,,,
player,201909290ram,ram,ReynJo00,fumbles_lost,0,,,,,
player,201909290ram,ram,KuppCo00,pass_cmp,0,,,,,
player,201909290ram,ram,KuppCo00,pass_att,0,,,,,
player,201909290ram,ram,KuppCo00,pass_yds,0,,,,,
player,201909290ram,ram,KuppCo00,pass_td,0,,,,,
player,201909290ram,ram,KuppCo00,pass_int,0,,,,,
player,201909290ram,ram,KuppCo00,pass_sacked,0,,,,,
player,201909290ram,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201909290ram,ram,KuppCo00,pass_long,0,,,,,
player,201909290ram,ram,KuppCo00,pass_rating,,,,,,
player,201909290ram,ram,KuppCo00,rush_att,1,,,,,
player,201909290ram,ram,KuppCo00,rush_yds,-2,,,,,
player,201909290ram,ram,KuppCo00,rush_td,0,,,,,
player,201909290ram,ram,KuppCo00,rush_long,-2,,,,,
player,201909290ram,ram,KuppCo00,targets,15,,,,,
player,201909290ram,ram,KuppCo00,rec,9,,,,,
player,201909290ram,ram,KuppCo00,rec_yds,121,,,,,
player,201909290ram,ram,KuppCo00,rec_td,1,,,,,
player,201909290ram,ram,KuppCo00,rec_long,29,,,,,
player,201909290ram,ram,KuppCo00,fumbles,0,,,,,
player,201909290ram,ram,KuppCo00,fumbles_lost,0,,,,,
player,201909290ram,tam,BarrSh00,def_int,1,,,,,
player,201909290ram,tam,BarrSh00,def_int_yds,4,,,,,
player,201909290ram,tam,BarrSh00,def_int_td,0,,,,,
player,201909290ram,tam,BarrSh00,def_int_long,4,,,,,
player,201909290ram,tam,BarrSh00,pass_defended,2,,,,,
player,201909290ram,tam,BarrSh00,sacks,1.0,,,,,
player,201909290ram,tam,BarrSh00,tackles_combined,4,,,,,
player,201909290ram,tam,BarrSh00,tackles_solo,3,,,,,
player,201909290ram,tam,BarrSh00,tackles_assists,1,,,,,
player,201909290ram,tam,BarrSh00,tackles_loss,0,,,,,
player,201909290ram,tam,BarrSh00,qb_hits,1,,,,,
player,201909290ram,tam,BarrSh00,fumbles_rec,0,,,,,
