game,2019,8,20191027,201910270chi,sdg,"Los Angeles Chargers",17,chi,"Chicago Bears",16
player,201910270chi,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,GordMe00,pass_long,0,,,,,
player,201910270chi,sdg,GordMe00,pass_rating,,,,,,
player,201910270chi,sdg,GordMe00,rush_att,8,,,,,
player,201910270chi,sdg,GordMe00,rush_yds,31,,,,,
player,201910270chi,sdg,GordMe00,rush_td,1,,,,,
player,201910270chi,sdg,GordMe00,rush_long,19,,,,,
player,201910270chi,sdg,GordMe00,targets,3,,,,,
player,201910270chi,sdg,GordMe00,rec,2,,,,,
player,201910270chi,sdg,GordMe00,rec_yds,3,,,,,
player,201910270chi,sdg,GordMe00,rec_td,0,,,,,
player,201910270chi,sdg,GordMe00,rec_long,3,,,,,
player,201910270chi,sdg,GordMe00,fumbles,0,,,,,
player,201910270chi,sdg,GordMe00,fumbles_lost,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_cmp,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_att,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_yds,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_td,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_int,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_sacked,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_long,0,,,,,
player,201910270chi,sdg,EkelAu00,pass_rating,,,,,,
player,201910270chi,sdg,EkelAu00,rush_att,3,,,,,
player,201910270chi,sdg,EkelAu00,rush_yds,3,,,,,
player,201910270chi,sdg,EkelAu00,rush_td,0,,,,,
player,201910270chi,sdg,EkelAu00,rush_long,3,,,,,
player,201910270chi,sdg,EkelAu00,targets,3,,,,,
player,201910270chi,sdg,EkelAu00,rec,2,,,,,
player,201910270chi,sdg,EkelAu00,rec_yds,19,,,,,
player,201910270chi,sdg,EkelAu00,rec_td,1,,,,,
player,201910270chi,sdg,EkelAu00,rec_long,11,,,,,
player,201910270chi,sdg,EkelAu00,fumbles,0,,,,,
player,201910270chi,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201910270chi,sdg,WattDe00,pass_cmp,0,,,,,
player,201910270chi,sdg,WattDe00,pass_att,0,,,,,
player,201910270chi,sdg,WattDe00,pass_yds,0,,,,,
player,201910270chi,sdg,WattDe00,pass_td,0,,,,,
player,201910270chi,sdg,WattDe00,pass_int,0,,,,,
player,201910270chi,sdg,WattDe00,pass_sacked,0,,,,,
player,201910270chi,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,WattDe00,pass_long,0,,,,,
player,201910270chi,sdg,WattDe00,pass_rating,,,,,,
player,201910270chi,sdg,WattDe00,rush_att,1,,,,,
player,201910270chi,sdg,WattDe00,rush_yds,2,,,,,
player,201910270chi,sdg,WattDe00,rush_td,0,,,,,
player,201910270chi,sdg,WattDe00,rush_long,2,,,,,
player,201910270chi,sdg,WattDe00,targets,0,,,,,
player,201910270chi,sdg,WattDe00,rec,0,,,,,
player,201910270chi,sdg,WattDe00,rec_yds,0,,,,,
player,201910270chi,sdg,WattDe00,rec_td,0,,,,,
player,201910270chi,sdg,WattDe00,rec_long,0,,,,,
player,201910270chi,sdg,WattDe00,fumbles,0,,,,,
player,201910270chi,sdg,WattDe00,fumbles_lost,0,,,,,
player,201910270chi,sdg,WillMi07,pass_cmp,0,,,,,
player,201910270chi,sdg,WillMi07,pass_att,0,,,,,
player,201910270chi,sdg,WillMi07,pass_yds,0,,,,,
player,201910270chi,sdg,WillMi07,pass_td,0,,,,,
player,201910270chi,sdg,WillMi07,pass_int,0,,,,,
player,201910270chi,sdg,WillMi07,pass_sacked,0,,,,,
player,201910270chi,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,WillMi07,pass_long,0,,,,,
player,201910270chi,sdg,WillMi07,pass_rating,,,,,,
player,201910270chi,sdg,WillMi07,rush_att,0,,,,,
player,201910270chi,sdg,WillMi07,rush_yds,0,,,,,
player,201910270chi,sdg,WillMi07,rush_td,0,,,,,
player,201910270chi,sdg,WillMi07,rush_long,0,,,,,
player,201910270chi,sdg,WillMi07,targets,6,,,,,
player,201910270chi,sdg,WillMi07,rec,3,,,,,
player,201910270chi,sdg,WillMi07,rec_yds,69,,,,,
player,201910270chi,sdg,WillMi07,rec_td,0,,,,,
player,201910270chi,sdg,WillMi07,rec_long,43,,,,,
player,201910270chi,sdg,WillMi07,fumbles,0,,,,,
player,201910270chi,sdg,WillMi07,fumbles_lost,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_cmp,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_att,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_yds,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_td,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_int,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_sacked,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_long,0,,,,,
player,201910270chi,sdg,AlleKe00,pass_rating,,,,,,
player,201910270chi,sdg,AlleKe00,rush_att,0,,,,,
player,201910270chi,sdg,AlleKe00,rush_yds,0,,,,,
player,201910270chi,sdg,AlleKe00,rush_td,0,,,,,
player,201910270chi,sdg,AlleKe00,rush_long,0,,,,,
player,201910270chi,sdg,AlleKe00,targets,10,,,,,
player,201910270chi,sdg,AlleKe00,rec,7,,,,,
player,201910270chi,sdg,AlleKe00,rec_yds,53,,,,,
player,201910270chi,sdg,AlleKe00,rec_td,0,,,,,
player,201910270chi,sdg,AlleKe00,rec_long,17,,,,,
player,201910270chi,sdg,AlleKe00,fumbles,0,,,,,
player,201910270chi,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_cmp,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_att,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_yds,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_td,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_int,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_sacked,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_long,0,,,,,
player,201910270chi,sdg,HenrHu00,pass_rating,,,,,,
player,201910270chi,sdg,HenrHu00,rush_att,0,,,,,
player,201910270chi,sdg,HenrHu00,rush_yds,0,,,,,
player,201910270chi,sdg,HenrHu00,rush_td,0,,,,,
player,201910270chi,sdg,HenrHu00,rush_long,0,,,,,
player,201910270chi,sdg,HenrHu00,targets,6,,,,,
player,201910270chi,sdg,HenrHu00,rec,4,,,,,
player,201910270chi,sdg,HenrHu00,rec_yds,47,,,,,
player,201910270chi,sdg,HenrHu00,rec_td,0,,,,,
player,201910270chi,sdg,HenrHu00,rec_long,20,,,,,
player,201910270chi,sdg,HenrHu00,fumbles,0,,,,,
player,201910270chi,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_cmp,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_att,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_yds,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_td,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_int,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_sacked,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_long,0,,,,,
player,201910270chi,sdg,GreeVi00,pass_rating,,,,,,
player,201910270chi,sdg,GreeVi00,rush_att,0,,,,,
player,201910270chi,sdg,GreeVi00,rush_yds,0,,,,,
player,201910270chi,sdg,GreeVi00,rush_td,0,,,,,
player,201910270chi,sdg,GreeVi00,rush_long,0,,,,,
player,201910270chi,sdg,GreeVi00,targets,1,,,,,
player,201910270chi,sdg,GreeVi00,rec,1,,,,,
player,201910270chi,sdg,GreeVi00,rec_yds,10,,,,,
player,201910270chi,sdg,GreeVi00,rec_td,0,,,,,
player,201910270chi,sdg,GreeVi00,rec_long,10,,,,,
player,201910270chi,sdg,GreeVi00,fumbles,0,,,,,
player,201910270chi,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201910270chi,chi,TrubMi00,pass_cmp,23,,,,,
player,201910270chi,chi,TrubMi00,pass_att,35,,,,,
player,201910270chi,chi,TrubMi00,pass_yds,253,,,,,
player,201910270chi,chi,TrubMi00,pass_td,0,,,,,
player,201910270chi,chi,TrubMi00,pass_int,1,,,,,
player,201910270chi,chi,TrubMi00,pass_sacked,4,,,,,
player,201910270chi,chi,TrubMi00,pass_sacked_yds,27,,,,,
player,201910270chi,chi,TrubMi00,pass_long,35,,,,,
player,201910270chi,chi,TrubMi00,pass_rating,75.1,,,,,
player,201910270chi,chi,TrubMi00,rush_att,4,,,,,
player,201910270chi,chi,TrubMi00,rush_yds,10,,,,,
player,201910270chi,chi,TrubMi00,rush_td,0,,,,,
player,201910270chi,chi,TrubMi00,rush_long,11,,,,,
player,201910270chi,chi,TrubMi00,targets,0,,,,,
player,201910270chi,chi,TrubMi00,rec,0,,,,,
player,201910270chi,chi,TrubMi00,rec_yds,0,,,,,
player,201910270chi,chi,TrubMi00,rec_td,0,,,,,
player,201910270chi,chi,TrubMi00,rec_long,0,,,,,
player,201910270chi,chi,TrubMi00,fumbles,1,,,,,
player,201910270chi,chi,TrubMi00,fumbles_lost,1,,,,,
player,201910270chi,chi,MontDa01,pass_cmp,0,,,,,
player,201910270chi,chi,MontDa01,pass_att,0,,,,,
player,201910270chi,chi,MontDa01,pass_yds,0,,,,,
player,201910270chi,chi,MontDa01,pass_td,0,,,,,
player,201910270chi,chi,MontDa01,pass_int,0,,,,,
player,201910270chi,chi,MontDa01,pass_sacked,0,,,,,
player,201910270chi,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201910270chi,chi,MontDa01,pass_long,0,,,,,
player,201910270chi,chi,MontDa01,pass_rating,,,,,,
player,201910270chi,chi,MontDa01,rush_att,27,,,,,
player,201910270chi,chi,MontDa01,rush_yds,135,,,,,
player,201910270chi,chi,MontDa01,rush_td,1,,,,,
player,201910270chi,chi,MontDa01,rush_long,55,,,,,
player,201910270chi,chi,MontDa01,targets,5,,,,,
player,201910270chi,chi,MontDa01,rec,4,,,,,
player,201910270chi,chi,MontDa01,rec_yds,12,,,,,
player,201910270chi,chi,MontDa01,rec_td,0,,,,,
player,201910270chi,chi,MontDa01,rec_long,8,,,,,
player,201910270chi,chi,MontDa01,fumbles,0,,,,,
player,201910270chi,chi,MontDa01,fumbles_lost,0,,,,,
player,201910270chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201910270chi,chi,CoheTa00,pass_att,0,,,,,
player,201910270chi,chi,CoheTa00,pass_yds,0,,,,,
player,201910270chi,chi,CoheTa00,pass_td,0,,,,,
player,201910270chi,chi,CoheTa00,pass_int,0,,,,,
player,201910270chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201910270chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201910270chi,chi,CoheTa00,pass_long,0,,,,,
player,201910270chi,chi,CoheTa00,pass_rating,,,,,,
player,201910270chi,chi,CoheTa00,rush_att,4,,,,,
player,201910270chi,chi,CoheTa00,rush_yds,9,,,,,
player,201910270chi,chi,CoheTa00,rush_td,0,,,,,
player,201910270chi,chi,CoheTa00,rush_long,6,,,,,
player,201910270chi,chi,CoheTa00,targets,3,,,,,
player,201910270chi,chi,CoheTa00,rec,3,,,,,
player,201910270chi,chi,CoheTa00,rec_yds,37,,,,,
player,201910270chi,chi,CoheTa00,rec_td,0,,,,,
player,201910270chi,chi,CoheTa00,rec_long,31,,,,,
player,201910270chi,chi,CoheTa00,fumbles,0,,,,,
player,201910270chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201910270chi,chi,PattCo00,pass_cmp,0,,,,,
player,201910270chi,chi,PattCo00,pass_att,0,,,,,
player,201910270chi,chi,PattCo00,pass_yds,0,,,,,
player,201910270chi,chi,PattCo00,pass_td,0,,,,,
player,201910270chi,chi,PattCo00,pass_int,0,,,,,
player,201910270chi,chi,PattCo00,pass_sacked,0,,,,,
player,201910270chi,chi,PattCo00,pass_sacked_yds,0,,,,,
player,201910270chi,chi,PattCo00,pass_long,0,,,,,
player,201910270chi,chi,PattCo00,pass_rating,,,,,,
player,201910270chi,chi,PattCo00,rush_att,1,,,,,
player,201910270chi,chi,PattCo00,rush_yds,5,,,,,
player,201910270chi,chi,PattCo00,rush_td,0,,,,,
player,201910270chi,chi,PattCo00,rush_long,5,,,,,
player,201910270chi,chi,PattCo00,targets,2,,,,,
player,201910270chi,chi,PattCo00,rec,2,,,,,
player,201910270chi,chi,PattCo00,rec_yds,1,,,,,
player,201910270chi,chi,PattCo00,rec_td,0,,,,,
player,201910270chi,chi,PattCo00,rec_long,1,,,,,
player,201910270chi,chi,PattCo00,fumbles,0,,,,,
player,201910270chi,chi,PattCo00,fumbles_lost,0,,,,,
player,201910270chi,chi,DaviMi01,pass_cmp,0,,,,,
player,201910270chi,chi,DaviMi01,pass_att,0,,,,,
player,201910270chi,chi,DaviMi01,pass_yds,0,,,,,
player,201910270chi,chi,DaviMi01,pass_td,0,,,,,
player,201910270chi,chi,DaviMi01,pass_int,0,,,,,
player,201910270chi,chi,DaviMi01,pass_sacked,0,,,,,
player,201910270chi,chi,DaviMi01,pass_sacked_yds,0,,,,,
player,201910270chi,chi,DaviMi01,pass_long,0,,,,,
player,201910270chi,chi,DaviMi01,pass_rating,,,,,,
player,201910270chi,chi,DaviMi01,rush_att,2,,,,,
player,201910270chi,chi,DaviMi01,rush_yds,3,,,,,
player,201910270chi,chi,DaviMi01,rush_td,0,,,,,
player,201910270chi,chi,DaviMi01,rush_long,3,,,,,
player,201910270chi,chi,DaviMi01,targets,1,,,,,
player,201910270chi,chi,DaviMi01,rec,1,,,,,
player,201910270chi,chi,DaviMi01,rec_yds,5,,,,,
player,201910270chi,chi,DaviMi01,rec_td,0,,,,,
player,201910270chi,chi,DaviMi01,rec_long,5,,,,,
player,201910270chi,chi,DaviMi01,fumbles,0,,,,,
player,201910270chi,chi,DaviMi01,fumbles_lost,0,,,,,
player,201910270chi,chi,MillAn02,pass_cmp,0,,,,,
player,201910270chi,chi,MillAn02,pass_att,0,,,,,
player,201910270chi,chi,MillAn02,pass_yds,0,,,,,
player,201910270chi,chi,MillAn02,pass_td,0,,,,,
player,201910270chi,chi,MillAn02,pass_int,0,,,,,
player,201910270chi,chi,MillAn02,pass_sacked,0,,,,,
player,201910270chi,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201910270chi,chi,MillAn02,pass_long,0,,,,,
player,201910270chi,chi,MillAn02,pass_rating,,,,,,
player,201910270chi,chi,MillAn02,rush_att,0,,,,,
player,201910270chi,chi,MillAn02,rush_yds,0,,,,,
player,201910270chi,chi,MillAn02,rush_td,0,,,,,
player,201910270chi,chi,MillAn02,rush_long,0,,,,,
player,201910270chi,chi,MillAn02,targets,3,,,,,
player,201910270chi,chi,MillAn02,rec,3,,,,,
player,201910270chi,chi,MillAn02,rec_yds,67,,,,,
player,201910270chi,chi,MillAn02,rec_td,0,,,,,
player,201910270chi,chi,MillAn02,rec_long,35,,,,,
player,201910270chi,chi,MillAn02,fumbles,0,,,,,
player,201910270chi,chi,MillAn02,fumbles_lost,0,,,,,
player,201910270chi,chi,RobiAl02,pass_cmp,0,,,,,
player,201910270chi,chi,RobiAl02,pass_att,0,,,,,
player,201910270chi,chi,RobiAl02,pass_yds,0,,,,,
player,201910270chi,chi,RobiAl02,pass_td,0,,,,,
player,201910270chi,chi,RobiAl02,pass_int,0,,,,,
player,201910270chi,chi,RobiAl02,pass_sacked,0,,,,,
player,201910270chi,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201910270chi,chi,RobiAl02,pass_long,0,,,,,
player,201910270chi,chi,RobiAl02,pass_rating,,,,,,
player,201910270chi,chi,RobiAl02,rush_att,0,,,,,
player,201910270chi,chi,RobiAl02,rush_yds,0,,,,,
player,201910270chi,chi,RobiAl02,rush_td,0,,,,,
player,201910270chi,chi,RobiAl02,rush_long,0,,,,,
player,201910270chi,chi,RobiAl02,targets,7,,,,,
player,201910270chi,chi,RobiAl02,rec,5,,,,,
player,201910270chi,chi,RobiAl02,rec_yds,62,,,,,
player,201910270chi,chi,RobiAl02,rec_td,0,,,,,
player,201910270chi,chi,RobiAl02,rec_long,31,,,,,
player,201910270chi,chi,RobiAl02,fumbles,0,,,,,
player,201910270chi,chi,RobiAl02,fumbles_lost,0,,,,,
player,201910270chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201910270chi,chi,GabrTa00,pass_att,0,,,,,
player,201910270chi,chi,GabrTa00,pass_yds,0,,,,,
player,201910270chi,chi,GabrTa00,pass_td,0,,,,,
player,201910270chi,chi,GabrTa00,pass_int,0,,,,,
player,201910270chi,chi,GabrTa00,pass_sacked,0,,,,,
player,201910270chi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201910270chi,chi,GabrTa00,pass_long,0,,,,,
player,201910270chi,chi,GabrTa00,pass_rating,,,,,,
player,201910270chi,chi,GabrTa00,rush_att,0,,,,,
player,201910270chi,chi,GabrTa00,rush_yds,0,,,,,
player,201910270chi,chi,GabrTa00,rush_td,0,,,,,
player,201910270chi,chi,GabrTa00,rush_long,0,,,,,
player,201910270chi,chi,GabrTa00,targets,6,,,,,
player,201910270chi,chi,GabrTa00,rec,4,,,,,
player,201910270chi,chi,GabrTa00,rec_yds,53,,,,,
player,201910270chi,chi,GabrTa00,rec_td,0,,,,,
player,201910270chi,chi,GabrTa00,rec_long,22,,,,,
player,201910270chi,chi,GabrTa00,fumbles,0,,,,,
player,201910270chi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201910270chi,chi,BurtTr01,pass_cmp,0,,,,,
player,201910270chi,chi,BurtTr01,pass_att,0,,,,,
player,201910270chi,chi,BurtTr01,pass_yds,0,,,,,
player,201910270chi,chi,BurtTr01,pass_td,0,,,,,
player,201910270chi,chi,BurtTr01,pass_int,0,,,,,
player,201910270chi,chi,BurtTr01,pass_sacked,0,,,,,
player,201910270chi,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201910270chi,chi,BurtTr01,pass_long,0,,,,,
player,201910270chi,chi,BurtTr01,pass_rating,,,,,,
player,201910270chi,chi,BurtTr01,rush_att,0,,,,,
player,201910270chi,chi,BurtTr01,rush_yds,0,,,,,
player,201910270chi,chi,BurtTr01,rush_td,0,,,,,
player,201910270chi,chi,BurtTr01,rush_long,0,,,,,
player,201910270chi,chi,BurtTr01,targets,4,,,,,
player,201910270chi,chi,BurtTr01,rec,1,,,,,
player,201910270chi,chi,BurtTr01,rec_yds,16,,,,,
player,201910270chi,chi,BurtTr01,rec_td,0,,,,,
player,201910270chi,chi,BurtTr01,rec_long,16,,,,,
player,201910270chi,chi,BurtTr01,fumbles,0,,,,,
player,201910270chi,chi,BurtTr01,fumbles_lost,0,,,,,
player,201910270chi,chi,ShahAd00,pass_cmp,0,,,,,
player,201910270chi,chi,ShahAd00,pass_att,0,,,,,
player,201910270chi,chi,ShahAd00,pass_yds,0,,,,,
player,201910270chi,chi,ShahAd00,pass_td,0,,,,,
player,201910270chi,chi,ShahAd00,pass_int,0,,,,,
player,201910270chi,chi,ShahAd00,pass_sacked,0,,,,,
player,201910270chi,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201910270chi,chi,ShahAd00,pass_long,0,,,,,
player,201910270chi,chi,ShahAd00,pass_rating,,,,,,
player,201910270chi,chi,ShahAd00,rush_att,0,,,,,
player,201910270chi,chi,ShahAd00,rush_yds,0,,,,,
player,201910270chi,chi,ShahAd00,rush_td,0,,,,,
player,201910270chi,chi,ShahAd00,rush_long,0,,,,,
player,201910270chi,chi,ShahAd00,targets,2,,,,,
player,201910270chi,chi,ShahAd00,rec,0,,,,,
player,201910270chi,chi,ShahAd00,rec_yds,0,,,,,
player,201910270chi,chi,ShahAd00,rec_td,0,,,,,
player,201910270chi,chi,ShahAd00,rec_long,0,,,,,
player,201910270chi,chi,ShahAd00,fumbles,0,,,,,
player,201910270chi,chi,ShahAd00,fumbles_lost,0,,,,,
player,201910270chi,sdg,HaywCa00,def_int,1,,,,,
player,201910270chi,sdg,HaywCa00,def_int_yds,37,,,,,
player,201910270chi,sdg,HaywCa00,def_int_td,0,,,,,
player,201910270chi,sdg,HaywCa00,def_int_long,37,,,,,
player,201910270chi,sdg,HaywCa00,pass_defended,3,,,,,
player,201910270chi,sdg,HaywCa00,sacks,0.0,,,,,
player,201910270chi,sdg,HaywCa00,tackles_combined,2,,,,,
player,201910270chi,sdg,HaywCa00,tackles_solo,2,,,,,
player,201910270chi,sdg,HaywCa00,tackles_assists,0,,,,,
player,201910270chi,sdg,HaywCa00,tackles_loss,0,,,,,
player,201910270chi,sdg,HaywCa00,qb_hits,0,,,,,
player,201910270chi,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201910270chi,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201910270chi,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201910270chi,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201910270chi,sdg,BosaJo00,def_int,0,,,,,
player,201910270chi,sdg,BosaJo00,def_int_yds,0,,,,,
player,201910270chi,sdg,BosaJo00,def_int_td,0,,,,,
player,201910270chi,sdg,BosaJo00,def_int_long,0,,,,,
player,201910270chi,sdg,BosaJo00,pass_defended,0,,,,,
player,201910270chi,sdg,BosaJo00,sacks,2.0,,,,,
player,201910270chi,sdg,BosaJo00,tackles_combined,7,,,,,
player,201910270chi,sdg,BosaJo00,tackles_solo,7,,,,,
player,201910270chi,sdg,BosaJo00,tackles_assists,0,,,,,
player,201910270chi,sdg,BosaJo00,tackles_loss,4,,,,,
player,201910270chi,sdg,BosaJo00,qb_hits,3,,,,,
player,201910270chi,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201910270chi,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201910270chi,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201910270chi,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201910270chi,sdg,TeamRo00,def_int,0,,,,,
player,201910270chi,sdg,TeamRo00,def_int_yds,0,,,,,
player,201910270chi,sdg,TeamRo00,def_int_td,0,,,,,
player,201910270chi,sdg,TeamRo00,def_int_long,0,,,,,
player,201910270chi,sdg,TeamRo00,pass_defended,1,,,,,
player,201910270chi,sdg,TeamRo00,sacks,1.0,,,,,
player,201910270chi,sdg,TeamRo00,tackles_combined,8,,,,,
player,201910270chi,sdg,TeamRo00,tackles_solo,8,,,,,
player,201910270chi,sdg,TeamRo00,tackles_assists,0,,,,,
player,201910270chi,sdg,TeamRo00,tackles_loss,0,,,,,
player,201910270chi,sdg,TeamRo00,qb_hits,1,,,,,
player,201910270chi,sdg,TeamRo00,fumbles_rec,0,,,,,
player,201910270chi,sdg,TeamRo00,fumbles_rec_yds,0,,,,,
player,201910270chi,sdg,TeamRo00,fumbles_rec_td,0,,,,,
player,201910270chi,sdg,TeamRo00,fumbles_forced,0,,,,,
player,201910270chi,sdg,DaviTh20,def_int,0,,,,,
player,201910270chi,sdg,DaviTh20,def_int_yds,0,,,,,
player,201910270chi,sdg,DaviTh20,def_int_td,0,,,,,
player,201910270chi,sdg,DaviTh20,def_int_long,0,,,,,
player,201910270chi,sdg,DaviTh20,pass_defended,0,,,,,
player,201910270chi,sdg,DaviTh20,sacks,0.0,,,,,
player,201910270chi,sdg,DaviTh20,tackles_combined,7,,,,,
player,201910270chi,sdg,DaviTh20,tackles_solo,6,,,,,
player,201910270chi,sdg,DaviTh20,tackles_assists,1,,,,,
player,201910270chi,sdg,DaviTh20,tackles_loss,1,,,,,
player,201910270chi,sdg,DaviTh20,qb_hits,0,,,,,
player,201910270chi,sdg,DaviTh20,fumbles_rec,0,,,,,
player,201910270chi,sdg,DaviTh20,fumbles_rec_yds,0,,,,,
player,201910270chi,sdg,DaviTh20,fumbles_rec_td,0,,,,,
player,201910270chi,sdg,DaviTh20,fumbles_forced,0,,,,,
player,201910270chi,sdg,JenkRa00,def_int,0,,,,,
player,201910270chi,sdg,JenkRa00,def_int_yds,0,,,,,
player,201910270chi,sdg,JenkRa00,def_int_td,0,,,,,
player,201910270chi,sdg,JenkRa00,def_int_long,0,,,,,
