game,2019,12,20191125,201911250ram,rav,"Baltimore Ravens",45,ram,"Los Angeles Rams",6
player,201911250ram,rav,GrifRo01,pass_cmp,1,,,,,
player,201911250ram,rav,GrifRo01,pass_att,3,,,,,
player,201911250ram,rav,GrifRo01,pass_yds,39,,,,,
player,201911250ram,rav,GrifRo01,pass_td,0,,,,,
player,201911250ram,rav,GrifRo01,pass_int,0,,,,,
player,201911250ram,rav,GrifRo01,pass_sacked,1,,,,,
player,201911250ram,rav,GrifRo01,pass_sacked_yds,4,,,,,
player,201911250ram,rav,GrifRo01,pass_long,39,,,,,
player,201911250ram,rav,GrifRo01,pass_rating,81.9,,,,,
player,201911250ram,rav,GrifRo01,rush_att,3,,,,,
player,201911250ram,rav,GrifRo01,rush_yds,-3,,,,,
player,201911250ram,rav,GrifRo01,rush_td,0,,,,,
player,201911250ram,rav,GrifRo01,rush_long,-1,,,,,
player,201911250ram,rav,GrifRo01,targets,0,,,,,
player,201911250ram,rav,GrifRo01,rec,0,,,,,
player,201911250ram,rav,GrifRo01,rec_yds,0,,,,,
player,201911250ram,rav,GrifRo01,rec_td,0,,,,,
player,201911250ram,rav,GrifRo01,rec_long,0,,,,,
player,201911250ram,rav,GrifRo01,fumbles,0,,,,,
player,201911250ram,rav,GrifRo01,fumbles_lost,0,,,,,
player,201911250ram,rav,IngrMa01,pass_cmp,0,,,,,
player,201911250ram,rav,IngrMa01,pass_att,0,,,,,
player,201911250ram,rav,IngrMa01,pass_yds,0,,,,,
player,201911250ram,rav,IngrMa01,pass_td,0,,,,,
player,201911250ram,rav,IngrMa01,pass_int,0,,,,,
player,201911250ram,rav,IngrMa01,pass_sacked,0,,,,,
player,201911250ram,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201911250ram,rav,IngrMa01,pass_long,0,,,,,
player,201911250ram,rav,IngrMa01,pass_rating,,,,,,
player,201911250ram,rav,IngrMa01,rush_att,15,,,,,
player,201911250ram,rav,IngrMa01,rush_yds,111,,,,,
player,201911250ram,rav,IngrMa01,rush_td,1,,,,,
player,201911250ram,rav,IngrMa01,rush_long,25,,,,,
player,201911250ram,rav,IngrMa01,targets,1,,,,,
player,201911250ram,rav,IngrMa01,rec,1,,,,,
player,201911250ram,rav,IngrMa01,rec_yds,7,,,,,
player,201911250ram,rav,IngrMa01,rec_td,1,,,,,
player,201911250ram,rav,IngrMa01,rec_long,7,,,,,
player,201911250ram,rav,IngrMa01,fumbles,0,,,,,
player,201911250ram,rav,IngrMa01,fumbles_lost,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_cmp,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_att,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_yds,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_td,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_int,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_sacked,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_long,0,,,,,
player,201911250ram,rav,EdwaGu00,pass_rating,,,,,,
player,201911250ram,rav,EdwaGu00,rush_att,14,,,,,
player,201911250ram,rav,EdwaGu00,rush_yds,55,,,,,
player,201911250ram,rav,EdwaGu00,rush_td,0,,,,,
player,201911250ram,rav,EdwaGu00,rush_long,11,,,,,
player,201911250ram,rav,EdwaGu00,targets,0,,,,,
player,201911250ram,rav,EdwaGu00,rec,0,,,,,
player,201911250ram,rav,EdwaGu00,rec_yds,0,,,,,
player,201911250ram,rav,EdwaGu00,rec_td,0,,,,,
player,201911250ram,rav,EdwaGu00,rec_long,0,,,,,
player,201911250ram,rav,EdwaGu00,fumbles,0,,,,,
player,201911250ram,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201911250ram,rav,HillJu00,pass_cmp,0,,,,,
player,201911250ram,rav,HillJu00,pass_att,0,,,,,
player,201911250ram,rav,HillJu00,pass_yds,0,,,,,
player,201911250ram,rav,HillJu00,pass_td,0,,,,,
player,201911250ram,rav,HillJu00,pass_int,0,,,,,
player,201911250ram,rav,HillJu00,pass_sacked,0,,,,,
player,201911250ram,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,HillJu00,pass_long,0,,,,,
player,201911250ram,rav,HillJu00,pass_rating,,,,,,
player,201911250ram,rav,HillJu00,rush_att,8,,,,,
player,201911250ram,rav,HillJu00,rush_yds,27,,,,,
player,201911250ram,rav,HillJu00,rush_td,0,,,,,
player,201911250ram,rav,HillJu00,rush_long,11,,,,,
player,201911250ram,rav,HillJu00,targets,0,,,,,
player,201911250ram,rav,HillJu00,rec,0,,,,,
player,201911250ram,rav,HillJu00,rec_yds,0,,,,,
player,201911250ram,rav,HillJu00,rec_td,0,,,,,
player,201911250ram,rav,HillJu00,rec_long,0,,,,,
player,201911250ram,rav,HillJu00,fumbles,0,,,,,
player,201911250ram,rav,HillJu00,fumbles_lost,0,,,,,
player,201911250ram,rav,BoykMi00,pass_cmp,0,,,,,
player,201911250ram,rav,BoykMi00,pass_att,0,,,,,
player,201911250ram,rav,BoykMi00,pass_yds,0,,,,,
player,201911250ram,rav,BoykMi00,pass_td,0,,,,,
player,201911250ram,rav,BoykMi00,pass_int,0,,,,,
player,201911250ram,rav,BoykMi00,pass_sacked,0,,,,,
player,201911250ram,rav,BoykMi00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,BoykMi00,pass_long,0,,,,,
player,201911250ram,rav,BoykMi00,pass_rating,,,,,,
player,201911250ram,rav,BoykMi00,rush_att,0,,,,,
player,201911250ram,rav,BoykMi00,rush_yds,0,,,,,
player,201911250ram,rav,BoykMi00,rush_td,0,,,,,
player,201911250ram,rav,BoykMi00,rush_long,0,,,,,
player,201911250ram,rav,BoykMi00,targets,2,,,,,
player,201911250ram,rav,BoykMi00,rec,2,,,,,
player,201911250ram,rav,BoykMi00,rec_yds,54,,,,,
player,201911250ram,rav,BoykMi00,rec_td,0,,,,,
player,201911250ram,rav,BoykMi00,rec_long,39,,,,,
player,201911250ram,rav,BoykMi00,fumbles,0,,,,,
player,201911250ram,rav,BoykMi00,fumbles_lost,0,,,,,
player,201911250ram,rav,AndrMa00,pass_cmp,0,,,,,
player,201911250ram,rav,AndrMa00,pass_att,0,,,,,
player,201911250ram,rav,AndrMa00,pass_yds,0,,,,,
player,201911250ram,rav,AndrMa00,pass_td,0,,,,,
player,201911250ram,rav,AndrMa00,pass_int,0,,,,,
player,201911250ram,rav,AndrMa00,pass_sacked,0,,,,,
player,201911250ram,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,AndrMa00,pass_long,0,,,,,
player,201911250ram,rav,AndrMa00,pass_rating,,,,,,
player,201911250ram,rav,AndrMa00,rush_att,0,,,,,
player,201911250ram,rav,AndrMa00,rush_yds,0,,,,,
player,201911250ram,rav,AndrMa00,rush_td,0,,,,,
player,201911250ram,rav,AndrMa00,rush_long,0,,,,,
player,201911250ram,rav,AndrMa00,targets,3,,,,,
player,201911250ram,rav,AndrMa00,rec,2,,,,,
player,201911250ram,rav,AndrMa00,rec_yds,45,,,,,
player,201911250ram,rav,AndrMa00,rec_td,0,,,,,
player,201911250ram,rav,AndrMa00,rec_long,38,,,,,
player,201911250ram,rav,AndrMa00,fumbles,0,,,,,
player,201911250ram,rav,AndrMa00,fumbles_lost,0,,,,,
player,201911250ram,rav,BrowMa04,pass_cmp,0,,,,,
player,201911250ram,rav,BrowMa04,pass_att,0,,,,,
player,201911250ram,rav,BrowMa04,pass_yds,0,,,,,
player,201911250ram,rav,BrowMa04,pass_td,0,,,,,
player,201911250ram,rav,BrowMa04,pass_int,0,,,,,
player,201911250ram,rav,BrowMa04,pass_sacked,0,,,,,
player,201911250ram,rav,BrowMa04,pass_sacked_yds,0,,,,,
player,201911250ram,rav,BrowMa04,pass_long,0,,,,,
player,201911250ram,rav,BrowMa04,pass_rating,,,,,,
player,201911250ram,rav,BrowMa04,rush_att,0,,,,,
player,201911250ram,rav,BrowMa04,rush_yds,0,,,,,
player,201911250ram,rav,BrowMa04,rush_td,0,,,,,
player,201911250ram,rav,BrowMa04,rush_long,0,,,,,
player,201911250ram,rav,BrowMa04,targets,7,,,,,
player,201911250ram,rav,BrowMa04,rec,5,,,,,
player,201911250ram,rav,BrowMa04,rec_yds,42,,,,,
player,201911250ram,rav,BrowMa04,rec_td,2,,,,,
player,201911250ram,rav,BrowMa04,rec_long,18,,,,,
player,201911250ram,rav,BrowMa04,fumbles,0,,,,,
player,201911250ram,rav,BrowMa04,fumbles_lost,0,,,,,
player,201911250ram,rav,RobeSe00,pass_cmp,0,,,,,
player,201911250ram,rav,RobeSe00,pass_att,0,,,,,
player,201911250ram,rav,RobeSe00,pass_yds,0,,,,,
player,201911250ram,rav,RobeSe00,pass_td,0,,,,,
player,201911250ram,rav,RobeSe00,pass_int,0,,,,,
player,201911250ram,rav,RobeSe00,pass_sacked,0,,,,,
player,201911250ram,rav,RobeSe00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,RobeSe00,pass_long,0,,,,,
player,201911250ram,rav,RobeSe00,pass_rating,,,,,,
player,201911250ram,rav,RobeSe00,rush_att,0,,,,,
player,201911250ram,rav,RobeSe00,rush_yds,0,,,,,
player,201911250ram,rav,RobeSe00,rush_td,0,,,,,
player,201911250ram,rav,RobeSe00,rush_long,0,,,,,
player,201911250ram,rav,RobeSe00,targets,4,,,,,
player,201911250ram,rav,RobeSe00,rec,3,,,,,
player,201911250ram,rav,RobeSe00,rec_yds,39,,,,,
player,201911250ram,rav,RobeSe00,rec_td,0,,,,,
player,201911250ram,rav,RobeSe00,rec_long,16,,,,,
player,201911250ram,rav,RobeSe00,fumbles,0,,,,,
player,201911250ram,rav,RobeSe00,fumbles_lost,0,,,,,
player,201911250ram,rav,SneaWi00,pass_cmp,0,,,,,
player,201911250ram,rav,SneaWi00,pass_att,0,,,,,
player,201911250ram,rav,SneaWi00,pass_yds,0,,,,,
player,201911250ram,rav,SneaWi00,pass_td,0,,,,,
player,201911250ram,rav,SneaWi00,pass_int,0,,,,,
player,201911250ram,rav,SneaWi00,pass_sacked,0,,,,,
player,201911250ram,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,SneaWi00,pass_long,0,,,,,
player,201911250ram,rav,SneaWi00,pass_rating,,,,,,
player,201911250ram,rav,SneaWi00,rush_att,0,,,,,
player,201911250ram,rav,SneaWi00,rush_yds,0,,,,,
player,201911250ram,rav,SneaWi00,rush_td,0,,,,,
player,201911250ram,rav,SneaWi00,rush_long,0,,,,,
player,201911250ram,rav,SneaWi00,targets,3,,,,,
player,201911250ram,rav,SneaWi00,rec,2,,,,,
player,201911250ram,rav,SneaWi00,rec_yds,14,,,,,
player,201911250ram,rav,SneaWi00,rec_td,2,,,,,
player,201911250ram,rav,SneaWi00,rec_long,7,,,,,
player,201911250ram,rav,SneaWi00,fumbles,0,,,,,
player,201911250ram,rav,SneaWi00,fumbles_lost,0,,,,,
player,201911250ram,rav,BoylNi00,pass_cmp,0,,,,,
player,201911250ram,rav,BoylNi00,pass_att,0,,,,,
player,201911250ram,rav,BoylNi00,pass_yds,0,,,,,
player,201911250ram,rav,BoylNi00,pass_td,0,,,,,
player,201911250ram,rav,BoylNi00,pass_int,0,,,,,
player,201911250ram,rav,BoylNi00,pass_sacked,0,,,,,
player,201911250ram,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,BoylNi00,pass_long,0,,,,,
player,201911250ram,rav,BoylNi00,pass_rating,,,,,,
player,201911250ram,rav,BoylNi00,rush_att,0,,,,,
player,201911250ram,rav,BoylNi00,rush_yds,0,,,,,
player,201911250ram,rav,BoylNi00,rush_td,0,,,,,
player,201911250ram,rav,BoylNi00,rush_long,0,,,,,
player,201911250ram,rav,BoylNi00,targets,1,,,,,
player,201911250ram,rav,BoylNi00,rec,1,,,,,
player,201911250ram,rav,BoylNi00,rec_yds,7,,,,,
player,201911250ram,rav,BoylNi00,rec_td,0,,,,,
player,201911250ram,rav,BoylNi00,rec_long,7,,,,,
player,201911250ram,rav,BoylNi00,fumbles,0,,,,,
player,201911250ram,rav,BoylNi00,fumbles_lost,0,,,,,
player,201911250ram,rav,HursHa00,pass_cmp,0,,,,,
player,201911250ram,rav,HursHa00,pass_att,0,,,,,
player,201911250ram,rav,HursHa00,pass_yds,0,,,,,
player,201911250ram,rav,HursHa00,pass_td,0,,,,,
player,201911250ram,rav,HursHa00,pass_int,0,,,,,
player,201911250ram,rav,HursHa00,pass_sacked,0,,,,,
player,201911250ram,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201911250ram,rav,HursHa00,pass_long,0,,,,,
player,201911250ram,rav,HursHa00,pass_rating,,,,,,
player,201911250ram,rav,HursHa00,rush_att,0,,,,,
player,201911250ram,rav,HursHa00,rush_yds,0,,,,,
player,201911250ram,rav,HursHa00,rush_td,0,,,,,
player,201911250ram,rav,HursHa00,rush_long,0,,,,,
player,201911250ram,rav,HursHa00,targets,1,,,,,
player,201911250ram,rav,HursHa00,rec,0,,,,,
player,201911250ram,rav,HursHa00,rec_yds,0,,,,,
player,201911250ram,rav,HursHa00,rec_td,0,,,,,
player,201911250ram,rav,HursHa00,rec_long,0,,,,,
player,201911250ram,rav,HursHa00,fumbles,0,,,,,
player,201911250ram,rav,HursHa00,fumbles_lost,0,,,,,
player,201911250ram,ram,GoffJa00,pass_cmp,26,,,,,
player,201911250ram,ram,GoffJa00,pass_att,37,,,,,
player,201911250ram,ram,GoffJa00,pass_yds,212,,,,,
player,201911250ram,ram,GoffJa00,pass_td,0,,,,,
player,201911250ram,ram,GoffJa00,pass_int,2,,,,,
player,201911250ram,ram,GoffJa00,pass_sacked,2,,,,,
player,201911250ram,ram,GoffJa00,pass_sacked_yds,13,,,,,
player,201911250ram,ram,GoffJa00,pass_long,38,,,,,
player,201911250ram,ram,GoffJa00,pass_rating,62.0,,,,,
player,201911250ram,ram,GoffJa00,rush_att,1,,,,,
player,201911250ram,ram,GoffJa00,rush_yds,-1,,,,,
player,201911250ram,ram,GoffJa00,rush_td,0,,,,,
player,201911250ram,ram,GoffJa00,rush_long,-1,,,,,
player,201911250ram,ram,GoffJa00,targets,0,,,,,
player,201911250ram,ram,GoffJa00,rec,0,,,,,
player,201911250ram,ram,GoffJa00,rec_yds,0,,,,,
player,201911250ram,ram,GoffJa00,rec_td,0,,,,,
player,201911250ram,ram,GoffJa00,rec_long,0,,,,,
player,201911250ram,ram,GoffJa00,fumbles,1,,,,,
player,201911250ram,ram,GoffJa00,fumbles_lost,0,,,,,
player,201911250ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201911250ram,ram,GurlTo01,pass_att,0,,,,,
player,201911250ram,ram,GurlTo01,pass_yds,0,,,,,
player,201911250ram,ram,GurlTo01,pass_td,0,,,,,
player,201911250ram,ram,GurlTo01,pass_int,0,,,,,
player,201911250ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201911250ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201911250ram,ram,GurlTo01,pass_long,0,,,,,
player,201911250ram,ram,GurlTo01,pass_rating,,,,,,
player,201911250ram,ram,GurlTo01,rush_att,6,,,,,
player,201911250ram,ram,GurlTo01,rush_yds,22,,,,,
player,201911250ram,ram,GurlTo01,rush_td,0,,,,,
player,201911250ram,ram,GurlTo01,rush_long,15,,,,,
player,201911250ram,ram,GurlTo01,targets,3,,,,,
player,201911250ram,ram,GurlTo01,rec,3,,,,,
player,201911250ram,ram,GurlTo01,rec_yds,-3,,,,,
player,201911250ram,ram,GurlTo01,rec_td,0,,,,,
player,201911250ram,ram,GurlTo01,rec_long,4,,,,,
player,201911250ram,ram,GurlTo01,fumbles,0,,,,,
player,201911250ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201911250ram,ram,CookBr00,pass_cmp,0,,,,,
player,201911250ram,ram,CookBr00,pass_att,0,,,,,
player,201911250ram,ram,CookBr00,pass_yds,0,,,,,
player,201911250ram,ram,CookBr00,pass_td,0,,,,,
player,201911250ram,ram,CookBr00,pass_int,0,,,,,
player,201911250ram,ram,CookBr00,pass_sacked,0,,,,,
player,201911250ram,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201911250ram,ram,CookBr00,pass_long,0,,,,,
player,201911250ram,ram,CookBr00,pass_rating,,,,,,
player,201911250ram,ram,CookBr00,rush_att,1,,,,,
player,201911250ram,ram,CookBr00,rush_yds,1,,,,,
player,201911250ram,ram,CookBr00,rush_td,0,,,,,
player,201911250ram,ram,CookBr00,rush_long,1,,,,,
player,201911250ram,ram,CookBr00,targets,4,,,,,
player,201911250ram,ram,CookBr00,rec,2,,,,,
player,201911250ram,ram,CookBr00,rec_yds,32,,,,,
player,201911250ram,ram,CookBr00,rec_td,0,,,,,
player,201911250ram,ram,CookBr00,rec_long,22,,,,,
player,201911250ram,ram,CookBr00,fumbles,0,,,,,
player,201911250ram,ram,CookBr00,fumbles_lost,0,,,,,
player,201911250ram,ram,WoodRo02,pass_cmp,0,,,,,
player,201911250ram,ram,WoodRo02,pass_att,0,,,,,
player,201911250ram,ram,WoodRo02,pass_yds,0,,,,,
player,201911250ram,ram,WoodRo02,pass_td,0,,,,,
player,201911250ram,ram,WoodRo02,pass_int,0,,,,,
player,201911250ram,ram,WoodRo02,pass_sacked,0,,,,,
player,201911250ram,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201911250ram,ram,WoodRo02,pass_long,0,,,,,
player,201911250ram,ram,WoodRo02,pass_rating,,,,,,
player,201911250ram,ram,WoodRo02,rush_att,0,,,,,
player,201911250ram,ram,WoodRo02,rush_yds,0,,,,,
player,201911250ram,ram,WoodRo02,rush_td,0,,,,,
player,201911250ram,ram,WoodRo02,rush_long,0,,,,,
player,201911250ram,ram,WoodRo02,targets,9,,,,,
player,201911250ram,ram,WoodRo02,rec,6,,,,,
player,201911250ram,ram,WoodRo02,rec_yds,97,,,,,
player,201911250ram,ram,WoodRo02,rec_td,0,,,,,
player,201911250ram,ram,WoodRo02,rec_long,38,,,,,
player,201911250ram,ram,WoodRo02,fumbles,0,,,,,
player,201911250ram,ram,WoodRo02,fumbles_lost,0,,,,,
player,201911250ram,ram,KuppCo00,pass_cmp,0,,,,,
player,201911250ram,ram,KuppCo00,pass_att,0,,,,,
player,201911250ram,ram,KuppCo00,pass_yds,0,,,,,
player,201911250ram,ram,KuppCo00,pass_td,0,,,,,
player,201911250ram,ram,KuppCo00,pass_int,0,,,,,
player,201911250ram,ram,KuppCo00,pass_sacked,0,,,,,
player,201911250ram,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201911250ram,ram,KuppCo00,pass_long,0,,,,,
player,201911250ram,ram,KuppCo00,pass_rating,,,,,,
player,201911250ram,ram,KuppCo00,rush_att,0,,,,,
player,201911250ram,ram,KuppCo00,rush_yds,0,,,,,
player,201911250ram,ram,KuppCo00,rush_td,0,,,,,
player,201911250ram,ram,KuppCo00,rush_long,0,,,,,
player,201911250ram,ram,KuppCo00,targets,10,,,,,
player,201911250ram,ram,KuppCo00,rec,6,,,,,
player,201911250ram,ram,KuppCo00,rec_yds,35,,,,,
player,201911250ram,ram,KuppCo00,rec_td,0,,,,,
player,201911250ram,ram,KuppCo00,rec_long,9,,,,,
player,201911250ram,ram,KuppCo00,fumbles,0,,,,,
player,201911250ram,ram,KuppCo00,fumbles_lost,0,,,,,
player,201911250ram,ram,EverGe00,pass_cmp,0,,,,,
player,201911250ram,ram,EverGe00,pass_att,0,,,,,
player,201911250ram,ram,EverGe00,pass_yds,0,,,,,
player,201911250ram,ram,EverGe00,pass_td,0,,,,,
player,201911250ram,ram,EverGe00,pass_int,0,,,,,
player,201911250ram,ram,EverGe00,pass_sacked,0,,,,,
player,201911250ram,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201911250ram,ram,EverGe00,pass_long,0,,,,,
player,201911250ram,ram,EverGe00,pass_rating,,,,,,
player,201911250ram,ram,EverGe00,rush_att,0,,,,,
player,201911250ram,ram,EverGe00,rush_yds,0,,,,,
player,201911250ram,ram,EverGe00,rush_td,0,,,,,
player,201911250ram,ram,EverGe00,rush_long,0,,,,,
player,201911250ram,ram,EverGe00,targets,2,,,,,
player,201911250ram,ram,EverGe00,rec,2,,,,,
player,201911250ram,ram,EverGe00,rec_yds,23,,,,,
player,201911250ram,ram,EverGe00,rec_td,0,,,,,
player,201911250ram,ram,EverGe00,rec_long,15,,,,,
player,201911250ram,ram,EverGe00,fumbles,0,,,,,
player,201911250ram,ram,EverGe00,fumbles_lost,0,,,,,
player,201911250ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201911250ram,ram,HigbTy00,pass_att,0,,,,,
player,201911250ram,ram,HigbTy00,pass_yds,0,,,,,
player,201911250ram,ram,HigbTy00,pass_td,0,,,,,
player,201911250ram,ram,HigbTy00,pass_int,0,,,,,
player,201911250ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201911250ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201911250ram,ram,HigbTy00,pass_long,0,,,,,
player,201911250ram,ram,HigbTy00,pass_rating,,,,,,
player,201911250ram,ram,HigbTy00,rush_att,0,,,,,
player,201911250ram,ram,HigbTy00,rush_yds,0,,,,,
player,201911250ram,ram,HigbTy00,rush_td,0,,,,,
player,201911250ram,ram,HigbTy00,rush_long,0,,,,,
player,201911250ram,ram,HigbTy00,targets,6,,,,,
player,201911250ram,ram,HigbTy00,rec,5,,,,,
player,201911250ram,ram,HigbTy00,rec_yds,20,,,,,
player,201911250ram,ram,HigbTy00,rec_td,0,,,,,
player,201911250ram,ram,HigbTy00,rec_long,7,,,,,
player,201911250ram,ram,HigbTy00,fumbles,0,,,,,
player,201911250ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201911250ram,ram,ReynJo00,pass_cmp,0,,,,,
player,201911250ram,ram,ReynJo00,pass_att,0,,,,,
player,201911250ram,ram,ReynJo00,pass_yds,0,,,,,
player,201911250ram,ram,ReynJo00,pass_td,0,,,,,
player,201911250ram,ram,ReynJo00,pass_int,0,,,,,
player,201911250ram,ram,ReynJo00,pass_sacked,0,,,,,
player,201911250ram,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201911250ram,ram,ReynJo00,pass_long,0,,,,,
player,201911250ram,ram,ReynJo00,pass_rating,,,,,,
player,201911250ram,ram,ReynJo00,rush_att,0,,,,,
player,201911250ram,ram,ReynJo00,rush_yds,0,,,,,
player,201911250ram,ram,ReynJo00,rush_td,0,,,,,
player,201911250ram,ram,ReynJo00,rush_long,0,,,,,
player,201911250ram,ram,ReynJo00,targets,2,,,,,
player,201911250ram,ram,ReynJo00,rec,2,,,,,
player,201911250ram,ram,ReynJo00,rec_yds,8,,,,,
player,201911250ram,ram,ReynJo00,rec_td,0,,,,,
player,201911250ram,ram,ReynJo00,rec_long,6,,,,,
player,201911250ram,ram,ReynJo00,fumbles,0,,,,,
player,201911250ram,ram,ReynJo00,fumbles_lost,0,,,,,
player,201911250ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201911250ram,ram,BrowMa03,pass_att,0,,,,,
player,201911250ram,ram,BrowMa03,pass_yds,0,,,,,
player,201911250ram,ram,BrowMa03,pass_td,0,,,,,
player,201911250ram,ram,BrowMa03,pass_int,0,,,,,
player,201911250ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201911250ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201911250ram,ram,BrowMa03,pass_long,0,,,,,
player,201911250ram,ram,BrowMa03,pass_rating,,,,,,
player,201911250ram,ram,BrowMa03,rush_att,1,,,,,
player,201911250ram,ram,BrowMa03,rush_yds,0,,,,,
player,201911250ram,ram,BrowMa03,rush_td,0,,,,,
player,201911250ram,ram,BrowMa03,rush_long,0,,,,,
player,201911250ram,ram,BrowMa03,targets,0,,,,,
player,201911250ram,ram,BrowMa03,rec,0,,,,,
player,201911250ram,ram,BrowMa03,rec_yds,0,,,,,
player,201911250ram,ram,BrowMa03,rec_td,0,,,,,
player,201911250ram,ram,BrowMa03,rec_long,0,,,,,
player,201911250ram,ram,BrowMa03,fumbles,0,,,,,
player,201911250ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201911250ram,rav,SmitJi03,def_int,1,,,,,
player,201911250ram,rav,SmitJi03,def_int_yds,7,,,,,
player,201911250ram,rav,SmitJi03,def_int_td,0,,,,,
player,201911250ram,rav,SmitJi03,def_int_long,7,,,,,
player,201911250ram,rav,SmitJi03,pass_defended,1,,,,,
player,201911250ram,rav,SmitJi03,sacks,1.0,,,,,
player,201911250ram,rav,SmitJi03,tackles_combined,3,,,,,
player,201911250ram,rav,SmitJi03,tackles_solo,3,,,,,
player,201911250ram,rav,SmitJi03,tackles_assists,0,,,,,
player,201911250ram,rav,SmitJi03,tackles_loss,1,,,,,
player,201911250ram,rav,SmitJi03,qb_hits,1,,,,,
player,201911250ram,rav,SmitJi03,fumbles_rec,0,,,,,
