game,2019,2,20190915,201909150det,sdg,"Los Angeles Chargers",10,det,"Detroit Lions",13
player,201909150det,det,StafMa00,pass_air_yds,165,,,,,
player,201909150det,det,StafMa00,pass_air_yds_per_cmp,7.5,,,,,
player,201909150det,det,StafMa00,pass_air_yds_per_att,5.5,,,,,
player,201909150det,det,StafMa00,pass_tgt_yds_per_att,10.3,,,,,
player,201909150det,det,StafMa00,pass_yac,80,,,,,
player,201909150det,det,StafMa00,pass_yac_per_cmp,3.6,,,,,
player,201909150det,det,StafMa00,pass_drops,1,,,,,
player,201909150det,det,StafMa00,pass_drop_pct,3.3,,,,,
player,201909150det,det,StafMa00,pass_poor_throws,5,,,,,
player,201909150det,det,StafMa00,pass_poor_throw_pct,16.7,,,,,
player,201909150det,det,StafMa00,pass_blitzed,7,,,,,
player,201909150det,det,StafMa00,pass_hurried,2,,,,,
player,201909150det,det,StafMa00,pass_hits,1,,,,,
player,201909150det,det,StafMa00,rush_scrambles,2,,,,,
player,201909150det,det,StafMa00,rush_scrambles_yds_per_att,4.5,,,,,
player,201909150det,sdg,EkelAu00,rush_att,17,,,,,
player,201909150det,sdg,EkelAu00,rush_yds,66,,,,,
player,201909150det,sdg,EkelAu00,rush_first_down,3,,,,,
player,201909150det,sdg,EkelAu00,rush_yds_before_contact,13,,,,,
player,201909150det,sdg,EkelAu00,rush_yds_bc_per_rush,0.8,,,,,
player,201909150det,sdg,EkelAu00,rush_yac,53,,,,,
player,201909150det,sdg,EkelAu00,rush_yac_per_rush,3.1,,,,,
player,201909150det,sdg,EkelAu00,rush_broken_tackles,2,,,,,
player,201909150det,sdg,EkelAu00,rush_broken_tackles_per_rush,8.5,,,,,
player,201909150det,sdg,JackJu01,rush_att,7,,,,,
player,201909150det,sdg,JackJu01,rush_yds,59,,,,,
player,201909150det,sdg,JackJu01,rush_first_down,2,,,,,
player,201909150det,sdg,JackJu01,rush_yds_before_contact,11,,,,,
player,201909150det,sdg,JackJu01,rush_yds_bc_per_rush,1.6,,,,,
player,201909150det,sdg,JackJu01,rush_yac,48,,,,,
player,201909150det,sdg,JackJu01,rush_yac_per_rush,6.9,,,,,
player,201909150det,sdg,JackJu01,rush_broken_tackles,0,,,,,
player,201909150det,sdg,JackJu01,rush_broken_tackles_per_rush,,,,,,
player,201909150det,sdg,RivePh00,rush_att,1,,,,,
player,201909150det,sdg,RivePh00,rush_yds,12,,,,,
player,201909150det,sdg,RivePh00,rush_first_down,1,,,,,
player,201909150det,sdg,RivePh00,rush_yds_before_contact,12,,,,,
player,201909150det,sdg,RivePh00,rush_yds_bc_per_rush,12.0,,,,,
player,201909150det,sdg,RivePh00,rush_yac,0,,,,,
player,201909150det,sdg,RivePh00,rush_yac_per_rush,0.0,,,,,
player,201909150det,sdg,RivePh00,rush_broken_tackles,0,,,,,
player,201909150det,sdg,RivePh00,rush_broken_tackles_per_rush,,,,,,
player,201909150det,det,JohnKe06,rush_att,12,,,,,
player,201909150det,det,JohnKe06,rush_yds,41,,,,,
player,201909150det,det,JohnKe06,rush_first_down,3,,,,,
player,201909150det,det,JohnKe06,rush_yds_before_contact,13,,,,,
player,201909150det,det,JohnKe06,rush_yds_bc_per_rush,1.1,,,,,
player,201909150det,det,JohnKe06,rush_yac,28,,,,,
player,201909150det,det,JohnKe06,rush_yac_per_rush,2.3,,,,,
player,201909150det,det,JohnKe06,rush_broken_tackles,0,,,,,
player,201909150det,det,JohnKe06,rush_broken_tackles_per_rush,,,,,,
player,201909150det,det,AndeC.00,rush_att,5,,,,,
player,201909150det,det,AndeC.00,rush_yds,8,,,,,
player,201909150det,det,AndeC.00,rush_first_down,,,,,,
player,201909150det,det,AndeC.00,rush_yds_before_contact,0,,,,,
player,201909150det,det,AndeC.00,rush_yds_bc_per_rush,0.0,,,,,
player,201909150det,det,AndeC.00,rush_yac,8,,,,,
player,201909150det,det,AndeC.00,rush_yac_per_rush,1.6,,,,,
player,201909150det,det,AndeC.00,rush_broken_tackles,1,,,,,
player,201909150det,det,AndeC.00,rush_broken_tackles_per_rush,5.0,,,,,
player,201909150det,det,JohnTy02,rush_att,5,,,,,
player,201909150det,det,JohnTy02,rush_yds,30,,,,,
player,201909150det,det,JohnTy02,rush_first_down,2,,,,,
player,201909150det,det,JohnTy02,rush_yds_before_contact,11,,,,,
player,201909150det,det,JohnTy02,rush_yds_bc_per_rush,2.2,,,,,
player,201909150det,det,JohnTy02,rush_yac,19,,,,,
player,201909150det,det,JohnTy02,rush_yac_per_rush,3.8,,,,,
player,201909150det,det,JohnTy02,rush_broken_tackles,1,,,,,
player,201909150det,det,JohnTy02,rush_broken_tackles_per_rush,5.0,,,,,
player,201909150det,det,StafMa00,rush_att,4,,,,,
player,201909150det,det,StafMa00,rush_yds,13,,,,,
player,201909150det,det,StafMa00,rush_first_down,1,,,,,
player,201909150det,det,StafMa00,rush_yds_before_contact,11,,,,,
player,201909150det,det,StafMa00,rush_yds_bc_per_rush,2.8,,,,,
player,201909150det,det,StafMa00,rush_yac,2,,,,,
player,201909150det,det,StafMa00,rush_yac_per_rush,0.5,,,,,
player,201909150det,det,StafMa00,rush_broken_tackles,0,,,,,
player,201909150det,det,StafMa00,rush_broken_tackles_per_rush,,,,,,
player,201909150det,det,McKiJ.00,rush_att,2,,,,,
player,201909150det,det,McKiJ.00,rush_yds,2,,,,,
player,201909150det,det,McKiJ.00,rush_first_down,,,,,,
player,201909150det,det,McKiJ.00,rush_yds_before_contact,-5,,,,,
player,201909150det,det,McKiJ.00,rush_yds_bc_per_rush,-2.5,,,,,
player,201909150det,det,McKiJ.00,rush_yac,7,,,,,
player,201909150det,det,McKiJ.00,rush_yac_per_rush,3.5,,,,,
player,201909150det,det,McKiJ.00,rush_broken_tackles,0,,,,,
player,201909150det,det,McKiJ.00,rush_broken_tackles_per_rush,,,,,,
player,201909150det,sdg,AlleKe00,targets,15,,,,,
player,201909150det,sdg,AlleKe00,rec,8,,,,,
player,201909150det,sdg,AlleKe00,rec_yds,98,,,,,
player,201909150det,sdg,AlleKe00,rec_first_down,7,,,,,
player,201909150det,sdg,AlleKe00,rec_air_yds,86,,,,,
player,201909150det,sdg,AlleKe00,rec_air_yds_per_rec,10.8,,,,,
player,201909150det,sdg,AlleKe00,rec_yac,12,,,,,
player,201909150det,sdg,AlleKe00,rec_yac_per_rec,1.5,,,,,
player,201909150det,sdg,AlleKe00,rec_broken_tackles,0,,,,,
player,201909150det,sdg,AlleKe00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,AlleKe00,rec_drops,1,,,,,
player,201909150det,sdg,AlleKe00,rec_drop_pct,6.7,,,,,
player,201909150det,sdg,EkelAu00,targets,6,,,,,
player,201909150det,sdg,EkelAu00,rec,6,,,,,
player,201909150det,sdg,EkelAu00,rec_yds,67,,,,,
player,201909150det,sdg,EkelAu00,rec_first_down,2,,,,,
player,201909150det,sdg,EkelAu00,rec_air_yds,13,,,,,
player,201909150det,sdg,EkelAu00,rec_air_yds_per_rec,2.2,,,,,
player,201909150det,sdg,EkelAu00,rec_yac,54,,,,,
player,201909150det,sdg,EkelAu00,rec_yac_per_rec,9.0,,,,,
player,201909150det,sdg,EkelAu00,rec_broken_tackles,1,,,,,
player,201909150det,sdg,EkelAu00,rec_broken_tackles_per_rec,6.0,,,,,
player,201909150det,sdg,EkelAu00,rec_drops,0,,,,,
player,201909150det,sdg,EkelAu00,rec_drop_pct,0.0,,,,,
player,201909150det,sdg,WillMi07,targets,5,,,,,
player,201909150det,sdg,WillMi07,rec,3,,,,,
player,201909150det,sdg,WillMi07,rec_yds,83,,,,,
player,201909150det,sdg,WillMi07,rec_first_down,3,,,,,
player,201909150det,sdg,WillMi07,rec_air_yds,77,,,,,
player,201909150det,sdg,WillMi07,rec_air_yds_per_rec,25.7,,,,,
player,201909150det,sdg,WillMi07,rec_yac,6,,,,,
player,201909150det,sdg,WillMi07,rec_yac_per_rec,2.0,,,,,
player,201909150det,sdg,WillMi07,rec_broken_tackles,0,,,,,
player,201909150det,sdg,WillMi07,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,WillMi07,rec_drops,1,,,,,
player,201909150det,sdg,WillMi07,rec_drop_pct,20.0,,,,,
player,201909150det,sdg,JackJu01,targets,1,,,,,
player,201909150det,sdg,JackJu01,rec,1,,,,,
player,201909150det,sdg,JackJu01,rec_yds,5,,,,,
player,201909150det,sdg,JackJu01,rec_first_down,0,,,,,
player,201909150det,sdg,JackJu01,rec_air_yds,-1,,,,,
player,201909150det,sdg,JackJu01,rec_air_yds_per_rec,-1.0,,,,,
player,201909150det,sdg,JackJu01,rec_yac,6,,,,,
player,201909150det,sdg,JackJu01,rec_yac_per_rec,6.0,,,,,
player,201909150det,sdg,JackJu01,rec_broken_tackles,0,,,,,
player,201909150det,sdg,JackJu01,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,JackJu01,rec_drops,0,,,,,
player,201909150det,sdg,JackJu01,rec_drop_pct,0.0,,,,,
player,201909150det,sdg,WattDe00,targets,2,,,,,
player,201909150det,sdg,WattDe00,rec,1,,,,,
player,201909150det,sdg,WattDe00,rec_yds,3,,,,,
player,201909150det,sdg,WattDe00,rec_first_down,,,,,,
player,201909150det,sdg,WattDe00,rec_air_yds,3,,,,,
player,201909150det,sdg,WattDe00,rec_air_yds_per_rec,3.0,,,,,
player,201909150det,sdg,WattDe00,rec_yac,0,,,,,
player,201909150det,sdg,WattDe00,rec_yac_per_rec,0.0,,,,,
player,201909150det,sdg,WattDe00,rec_broken_tackles,0,,,,,
player,201909150det,sdg,WattDe00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,WattDe00,rec_drops,1,,,,,
player,201909150det,sdg,WattDe00,rec_drop_pct,50.0,,,,,
player,201909150det,sdg,GreeVi00,targets,2,,,,,
player,201909150det,sdg,GreeVi00,rec,1,,,,,
player,201909150det,sdg,GreeVi00,rec_yds,9,,,,,
player,201909150det,sdg,GreeVi00,rec_first_down,,,,,,
player,201909150det,sdg,GreeVi00,rec_air_yds,3,,,,,
player,201909150det,sdg,GreeVi00,rec_air_yds_per_rec,3.0,,,,,
player,201909150det,sdg,GreeVi00,rec_yac,6,,,,,
player,201909150det,sdg,GreeVi00,rec_yac_per_rec,6.0,,,,,
player,201909150det,sdg,GreeVi00,rec_broken_tackles,0,,,,,
player,201909150det,sdg,GreeVi00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,GreeVi00,rec_drops,0,,,,,
player,201909150det,sdg,GreeVi00,rec_drop_pct,0.0,,,,,
player,201909150det,sdg,InmaDo00,targets,2,,,,,
player,201909150det,sdg,InmaDo00,rec,1,,,,,
player,201909150det,sdg,InmaDo00,rec_yds,28,,,,,
player,201909150det,sdg,InmaDo00,rec_first_down,1,,,,,
player,201909150det,sdg,InmaDo00,rec_air_yds,18,,,,,
player,201909150det,sdg,InmaDo00,rec_air_yds_per_rec,18.0,,,,,
player,201909150det,sdg,InmaDo00,rec_yac,10,,,,,
player,201909150det,sdg,InmaDo00,rec_yac_per_rec,10.0,,,,,
player,201909150det,sdg,InmaDo00,rec_broken_tackles,0,,,,,
player,201909150det,sdg,InmaDo00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,InmaDo00,rec_drops,0,,,,,
player,201909150det,sdg,InmaDo00,rec_drop_pct,0.0,,,,,
player,201909150det,sdg,BenjTr00,targets,2,,,,,
player,201909150det,sdg,BenjTr00,rec,0,,,,,
player,201909150det,sdg,BenjTr00,rec_yds,0,,,,,
player,201909150det,sdg,BenjTr00,rec_first_down,,,,,,
player,201909150det,sdg,BenjTr00,rec_air_yds,0,,,,,
player,201909150det,sdg,BenjTr00,rec_air_yds_per_rec,,,,,,
player,201909150det,sdg,BenjTr00,rec_yac,0,,,,,
player,201909150det,sdg,BenjTr00,rec_yac_per_rec,,,,,,
player,201909150det,sdg,BenjTr00,rec_broken_tackles,0,,,,,
player,201909150det,sdg,BenjTr00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,sdg,BenjTr00,rec_drops,1,,,,,
player,201909150det,sdg,BenjTr00,rec_drop_pct,50.0,,,,,
player,201909150det,det,GollKe00,targets,10,,,,,
player,201909150det,det,GollKe00,rec,8,,,,,
player,201909150det,det,GollKe00,rec_yds,117,,,,,
player,201909150det,det,GollKe00,rec_first_down,7,,,,,
player,201909150det,det,GollKe00,rec_air_yds,106,,,,,
player,201909150det,det,GollKe00,rec_air_yds_per_rec,13.3,,,,,
player,201909150det,det,GollKe00,rec_yac,11,,,,,
player,201909150det,det,GollKe00,rec_yac_per_rec,1.4,,,,,
player,201909150det,det,GollKe00,rec_broken_tackles,0,,,,,
player,201909150det,det,GollKe00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,GollKe00,rec_drops,0,,,,,
player,201909150det,det,GollKe00,rec_drop_pct,0.0,,,,,
player,201909150det,det,JoneMa02,targets,6,,,,,
player,201909150det,det,JoneMa02,rec,5,,,,,
player,201909150det,det,JoneMa02,rec_yds,43,,,,,
player,201909150det,det,JoneMa02,rec_first_down,2,,,,,
player,201909150det,det,JoneMa02,rec_air_yds,40,,,,,
player,201909150det,det,JoneMa02,rec_air_yds_per_rec,8.0,,,,,
player,201909150det,det,JoneMa02,rec_yac,3,,,,,
player,201909150det,det,JoneMa02,rec_yac_per_rec,0.6,,,,,
player,201909150det,det,JoneMa02,rec_broken_tackles,0,,,,,
player,201909150det,det,JoneMa02,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,JoneMa02,rec_drops,0,,,,,
player,201909150det,det,JoneMa02,rec_drop_pct,0.0,,,,,
player,201909150det,det,JameJe00,targets,4,,,,,
player,201909150det,det,JameJe00,rec,3,,,,,
player,201909150det,det,JameJe00,rec_yds,18,,,,,
player,201909150det,det,JameJe00,rec_first_down,1,,,,,
player,201909150det,det,JameJe00,rec_air_yds,2,,,,,
player,201909150det,det,JameJe00,rec_air_yds_per_rec,0.7,,,,,
player,201909150det,det,JameJe00,rec_yac,16,,,,,
player,201909150det,det,JameJe00,rec_yac_per_rec,5.3,,,,,
player,201909150det,det,JameJe00,rec_broken_tackles,0,,,,,
player,201909150det,det,JameJe00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,JameJe00,rec_drops,0,,,,,
player,201909150det,det,JameJe00,rec_drop_pct,0.0,,,,,
player,201909150det,det,JohnKe06,targets,3,,,,,
player,201909150det,det,JohnKe06,rec,2,,,,,
player,201909150det,det,JohnKe06,rec_yds,47,,,,,
player,201909150det,det,JohnKe06,rec_first_down,2,,,,,
player,201909150det,det,JohnKe06,rec_air_yds,0,,,,,
player,201909150det,det,JohnKe06,rec_air_yds_per_rec,0.0,,,,,
player,201909150det,det,JohnKe06,rec_yac,47,,,,,
player,201909150det,det,JohnKe06,rec_yac_per_rec,23.5,,,,,
player,201909150det,det,JohnKe06,rec_broken_tackles,2,,,,,
player,201909150det,det,JohnKe06,rec_broken_tackles_per_rec,1.0,,,,,
player,201909150det,det,JohnKe06,rec_drops,1,,,,,
player,201909150det,det,JohnKe06,rec_drop_pct,33.3,,,,,
player,201909150det,det,JohnTy02,targets,2,,,,,
player,201909150det,det,JohnTy02,rec,2,,,,,
player,201909150det,det,JohnTy02,rec_yds,6,,,,,
player,201909150det,det,JohnTy02,rec_first_down,0,,,,,
player,201909150det,det,JohnTy02,rec_air_yds,5,,,,,
player,201909150det,det,JohnTy02,rec_air_yds_per_rec,2.5,,,,,
player,201909150det,det,JohnTy02,rec_yac,1,,,,,
player,201909150det,det,JohnTy02,rec_yac_per_rec,0.5,,,,,
player,201909150det,det,JohnTy02,rec_broken_tackles,0,,,,,
player,201909150det,det,JohnTy02,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,JohnTy02,rec_drops,0,,,,,
player,201909150det,det,JohnTy02,rec_drop_pct,0.0,,,,,
player,201909150det,det,HockTJ00,targets,3,,,,,
player,201909150det,det,HockTJ00,rec,1,,,,,
player,201909150det,det,HockTJ00,rec_yds,7,,,,,
player,201909150det,det,HockTJ00,rec_first_down,,,,,,
player,201909150det,det,HockTJ00,rec_air_yds,7,,,,,
player,201909150det,det,HockTJ00,rec_air_yds_per_rec,7.0,,,,,
player,201909150det,det,HockTJ00,rec_yac,0,,,,,
player,201909150det,det,HockTJ00,rec_yac_per_rec,0.0,,,,,
player,201909150det,det,HockTJ00,rec_broken_tackles,0,,,,,
player,201909150det,det,HockTJ00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,HockTJ00,rec_drops,0,,,,,
player,201909150det,det,HockTJ00,rec_drop_pct,0.0,,,,,
player,201909150det,det,ThomLo00,targets,1,,,,,
player,201909150det,det,ThomLo00,rec,1,,,,,
player,201909150det,det,ThomLo00,rec_yds,7,,,,,
player,201909150det,det,ThomLo00,rec_first_down,,,,,,
player,201909150det,det,ThomLo00,rec_air_yds,5,,,,,
player,201909150det,det,ThomLo00,rec_air_yds_per_rec,5.0,,,,,
player,201909150det,det,ThomLo00,rec_yac,2,,,,,
player,201909150det,det,ThomLo00,rec_yac_per_rec,2.0,,,,,
player,201909150det,det,ThomLo00,rec_broken_tackles,0,,,,,
player,201909150det,det,ThomLo00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,ThomLo00,rec_drops,0,,,,,
player,201909150det,det,ThomLo00,rec_drop_pct,0.0,,,,,
player,201909150det,det,AmenDa00,targets,1,,,,,
player,201909150det,det,AmenDa00,rec,0,,,,,
player,201909150det,det,AmenDa00,rec_yds,0,,,,,
player,201909150det,det,AmenDa00,rec_first_down,,,,,,
player,201909150det,det,AmenDa00,rec_air_yds,0,,,,,
player,201909150det,det,AmenDa00,rec_air_yds_per_rec,,,,,,
player,201909150det,det,AmenDa00,rec_yac,0,,,,,
player,201909150det,det,AmenDa00,rec_yac_per_rec,,,,,,
player,201909150det,det,AmenDa00,rec_broken_tackles,0,,,,,
player,201909150det,det,AmenDa00,rec_broken_tackles_per_rec,,,,,,
player,201909150det,det,AmenDa00,rec_drops,0,,,,,
player,201909150det,det,AmenDa00,rec_drop_pct,0.0,,,,,
player,201909150det,det,CrosTy00,pos,T,,,,,
player,201909150det,det,CrosTy00,offense,60,,,,,
player,201909150det,det,CrosTy00,off_pct,100%,,,,,
player,201909150det,det,CrosTy00,defense,0,,,,,
player,201909150det,det,CrosTy00,def_pct,0%,,,,,
player,201909150det,det,CrosTy00,special_teams,3,,,,,
player,201909150det,det,CrosTy00,st_pct,14%,,,,,
player,201909150det,det,RagnFr00,pos,C,,,,,
player,201909150det,det,RagnFr00,offense,60,,,,,
player,201909150det,det,RagnFr00,off_pct,100%,,,,,
player,201909150det,det,RagnFr00,defense,0,,,,,
player,201909150det,det,RagnFr00,def_pct,0%,,,,,
player,201909150det,det,RagnFr00,special_teams,3,,,,,
player,201909150det,det,RagnFr00,st_pct,14%,,,,,
player,201909150det,det,WagnRi00,pos,T,,,,,
player,201909150det,det,WagnRi00,offense,60,,,,,
player,201909150det,det,WagnRi00,off_pct,100%,,,,,
player,201909150det,det,WagnRi00,defense,0,,,,,
player,201909150det,det,WagnRi00,def_pct,0%,,,,,
player,201909150det,det,WagnRi00,special_teams,3,,,,,
player,201909150det,det,WagnRi00,st_pct,14%,,,,,
player,201909150det,det,StafMa00,pos,QB,,,,,
player,201909150det,det,StafMa00,offense,60,,,,,
player,201909150det,det,StafMa00,off_pct,100%,,,,,
player,201909150det,det,StafMa00,defense,0,,,,,
player,201909150det,det,StafMa00,def_pct,0%,,,,,
player,201909150det,det,StafMa00,special_teams,0,,,,,
player,201909150det,det,StafMa00,st_pct,0%,,,,,
player,201909150det,det,JoneMa02,pos,WR,,,,,
player,201909150det,det,JoneMa02,offense,55,,,,,
player,201909150det,det,JoneMa02,off_pct,92%,,,,,
player,201909150det,det,JoneMa02,defense,0,,,,,
player,201909150det,det,JoneMa02,def_pct,0%,,,,,
player,201909150det,det,JoneMa02,special_teams,0,,,,,
player,201909150det,det,JoneMa02,st_pct,0%,,,,,
player,201909150det,det,GollKe00,pos,WR,,,,,
player,201909150det,det,GollKe00,offense,55,,,,,
player,201909150det,det,GollKe00,off_pct,92%,,,,,
player,201909150det,det,GollKe00,defense,0,,,,,
player,201909150det,det,GollKe00,def_pct,0%,,,,,
player,201909150det,det,GollKe00,special_teams,0,,,,,
player,201909150det,det,GollKe00,st_pct,0%,,,,,
player,201909150det,det,GlasGr00,pos,G,,,,,
player,201909150det,det,GlasGr00,offense,49,,,,,
player,201909150det,det,GlasGr00,off_pct,82%,,,,,
player,201909150det,det,GlasGr00,defense,0,,,,,
player,201909150det,det,GlasGr00,def_pct,0%,,,,,
player,201909150det,det,GlasGr00,special_teams,3,,,,,
player,201909150det,det,GlasGr00,st_pct,14%,,,,,
player,201909150det,det,HockTJ00,pos,TE,,,,,
player,201909150det,det,HockTJ00,offense,47,,,,,
player,201909150det,det,HockTJ00,off_pct,78%,,,,,
player,201909150det,det,HockTJ00,defense,0,,,,,
player,201909150det,det,HockTJ00,def_pct,0%,,,,,
player,201909150det,det,HockTJ00,special_teams,0,,,,,
player,201909150det,det,HockTJ00,st_pct,0%,,,,,
player,201909150det,det,DahlJo00,pos,G,,,,,
player,201909150det,det,DahlJo00,offense,45,,,,,
player,201909150det,det,DahlJo00,off_pct,75%,,,,,
player,201909150det,det,DahlJo00,defense,0,,,,,
player,201909150det,det,DahlJo00,def_pct,0%,,,,,
player,201909150det,det,DahlJo00,special_teams,3,,,,,
player,201909150det,det,DahlJo00,st_pct,14%,,,,,
player,201909150det,det,AmenDa00,pos,WR,,,,,
player,201909150det,det,AmenDa00,offense,35,,,,,
player,201909150det,det,AmenDa00,off_pct,58%,,,,,
player,201909150det,det,AmenDa00,defense,0,,,,,
player,201909150det,det,AmenDa00,def_pct,0%,,,,,
player,201909150det,det,AmenDa00,special_teams,2,,,,,
player,201909150det,det,AmenDa00,st_pct,10%,,,,,
player,201909150det,det,JohnKe06,pos,RB,,,,,
player,201909150det,det,JohnKe06,offense,33,,,,,
player,201909150det,det,JohnKe06,off_pct,55%,,,,,
player,201909150det,det,JohnKe06,defense,0,,,,,
player,201909150det,det,JohnKe06,def_pct,0%,,,,,
player,201909150det,det,JohnKe06,special_teams,0,,,,,
player,201909150det,det,JohnKe06,st_pct,0%,,,,,
player,201909150det,det,JameJe00,pos,TE,,,,,
player,201909150det,det,JameJe00,offense,29,,,,,
player,201909150det,det,JameJe00,off_pct,48%,,,,,
player,201909150det,det,JameJe00,defense,0,,,,,
player,201909150det,det,JameJe00,def_pct,0%,,,,,
player,201909150det,det,JameJe00,special_teams,3,,,,,
player,201909150det,det,JameJe00,st_pct,14%,,,,,
player,201909150det,det,WiggKe00,pos,G,,,,,
player,201909150det,det,WiggKe00,offense,26,,,,,
player,201909150det,det,WiggKe00,off_pct,43%,,,,,
player,201909150det,det,WiggKe00,defense,0,,,,,
player,201909150det,det,WiggKe00,def_pct,0%,,,,,
player,201909150det,det,WiggKe00,special_teams,3,,,,,
player,201909150det,det,WiggKe00,st_pct,14%,,,,,
player,201909150det,det,JohnTy02,pos,RB,,,,,
player,201909150det,det,JohnTy02,offense,12,,,,,
player,201909150det,det,JohnTy02,off_pct,20%,,,,,
player,201909150det,det,JohnTy02,defense,0,,,,,
player,201909150det,det,JohnTy02,def_pct,0%,,,,,
player,201909150det,det,JohnTy02,special_teams,7,,,,,
player,201909150det,det,JohnTy02,st_pct,33%,,,,,
player,201909150det,det,AndeC.00,pos,RB,,,,,
player,201909150det,det,AndeC.00,offense,12,,,,,
player,201909150det,det,AndeC.00,off_pct,20%,,,,,
player,201909150det,det,AndeC.00,defense,0,,,,,
player,201909150det,det,AndeC.00,def_pct,0%,,,,,
player,201909150det,det,AndeC.00,special_teams,0,,,,,
player,201909150det,det,AndeC.00,st_pct,0%,,,,,
player,201909150det,det,BawdNi00,pos,RB,,,,,
player,201909150det,det,BawdNi00,offense,10,,,,,
player,201909150det,det,BawdNi00,off_pct,17%,,,,,
player,201909150det,det,BawdNi00,defense,0,,,,,
player,201909150det,det,BawdNi00,def_pct,0%,,,,,
player,201909150det,det,BawdNi00,special_teams,14,,,,,
player,201909150det,det,BawdNi00,st_pct,67%,,,,,
player,201909150det,det,ThomLo00,pos,TE,,,,,
player,201909150det,det,ThomLo00,offense,6,,,,,
player,201909150det,det,ThomLo00,off_pct,10%,,,,,
player,201909150det,det,ThomLo00,defense,0,,,,,
player,201909150det,det,ThomLo00,def_pct,0%,,,,,
player,201909150det,det,ThomLo00,special_teams,14,,,,,
player,201909150det,det,ThomLo00,st_pct,67%,,,,,
player,201909150det,det,McKiJ.00,pos,RB,,,,,
player,201909150det,det,McKiJ.00,offense,4,,,,,
player,201909150det,det,McKiJ.00,off_pct,7%,,,,,
player,201909150det,det,McKiJ.00,defense,0,,,,,
player,201909150det,det,McKiJ.00,def_pct,0%,,,,,
player,201909150det,det,McKiJ.00,special_teams,2,,,,,
player,201909150det,det,McKiJ.00,st_pct,10%,,,,,
player,201909150det,det,LacyCh00,pos,WR,,,,,
player,201909150det,det,LacyCh00,offense,2,,,,,
player,201909150det,det,LacyCh00,off_pct,3%,,,,,
player,201909150det,det,LacyCh00,defense,0,,,,,
player,201909150det,det,LacyCh00,def_pct,0%,,,,,
player,201909150det,det,LacyCh00,special_teams,10,,,,,
player,201909150det,det,LacyCh00,st_pct,48%,,,,,
player,201909150det,det,MelvRa00,pos,CB,,,,,
player,201909150det,det,MelvRa00,offense,0,,,,,
player,201909150det,det,MelvRa00,off_pct,0%,,,,,
player,201909150det,det,MelvRa00,defense,65,,,,,
player,201909150det,det,MelvRa00,def_pct,100%,,,,,
player,201909150det,det,MelvRa00,special_teams,0,,,,,
player,201909150det,det,MelvRa00,st_pct,0%,,,,,
player,201909150det,det,DiggQu00,pos,SS,,,,,
player,201909150det,det,DiggQu00,offense,0,,,,,
player,201909150det,det,DiggQu00,off_pct,0%,,,,,
player,201909150det,det,DiggQu00,defense,65,,,,,
player,201909150det,det,DiggQu00,def_pct,100%,,,,,
player,201909150det,det,DiggQu00,special_teams,0,,,,,
player,201909150det,det,DiggQu00,st_pct,0%,,,,,
player,201909150det,det,WalkTr01,pos,FS,,,,,
player,201909150det,det,WalkTr01,offense,0,,,,,
player,201909150det,det,WalkTr01,off_pct,0%,,,,,
player,201909150det,det,WalkTr01,defense,65,,,,,
player,201909150det,det,WalkTr01,def_pct,100%,,,,,
player,201909150det,det,WalkTr01,special_teams,0,,,,,
player,201909150det,det,WalkTr01,st_pct,0%,,,,,
player,201909150det,det,SlayDa00,pos,CB,,,,,
player,201909150det,det,SlayDa00,offense,0,,,,,
player,201909150det,det,SlayDa00,off_pct,0%,,,,,
player,201909150det,det,SlayDa00,defense,63,,,,,
player,201909150det,det,SlayDa00,def_pct,97%,,,,,
player,201909150det,det,SlayDa00,special_teams,0,,,,,
player,201909150det,det,SlayDa00,st_pct,0%,,,,,
player,201909150det,det,KennDe00,pos,LB,,,,,
player,201909150det,det,KennDe00,offense,0,,,,,
player,201909150det,det,KennDe00,off_pct,0%,,,,,
player,201909150det,det,KennDe00,defense,62,,,,,
player,201909150det,det,KennDe00,def_pct,95%,,,,,
player,201909150det,det,KennDe00,special_teams,4,,,,,
player,201909150det,det,KennDe00,st_pct,19%,,,,,
player,201909150det,det,JoneCh05,pos,LB,,,,,
player,201909150det,det,JoneCh05,offense,0,,,,,
player,201909150det,det,JoneCh05,off_pct,0%,,,,,
player,201909150det,det,JoneCh05,defense,58,,,,,
player,201909150det,det,JoneCh05,def_pct,89%,,,,,
player,201909150det,det,JoneCh05,special_teams,8,,,,,
player,201909150det,det,JoneCh05,st_pct,38%,,,,,
player,201909150det,det,ColeJu01,pos,CB,,,,,
player,201909150det,det,ColeJu01,offense,0,,,,,
