game,2019,3,20190922,201909220sea,nor,"New Orleans Saints",33,sea,"Seattle Seahawks",27
player,201909220sea,nor,HillTa00,rec_long,5,,,,,
player,201909220sea,nor,HillTa00,fumbles,0,,,,,
player,201909220sea,nor,HillTa00,fumbles_lost,0,,,,,
player,201909220sea,nor,MurrLa00,pass_cmp,0,,,,,
player,201909220sea,nor,MurrLa00,pass_att,0,,,,,
player,201909220sea,nor,MurrLa00,pass_yds,0,,,,,
player,201909220sea,nor,MurrLa00,pass_td,0,,,,,
player,201909220sea,nor,MurrLa00,pass_int,0,,,,,
player,201909220sea,nor,MurrLa00,pass_sacked,0,,,,,
player,201909220sea,nor,MurrLa00,pass_sacked_yds,0,,,,,
player,201909220sea,nor,MurrLa00,pass_long,0,,,,,
player,201909220sea,nor,MurrLa00,pass_rating,,,,,,
player,201909220sea,nor,MurrLa00,rush_att,2,,,,,
player,201909220sea,nor,MurrLa00,rush_yds,2,,,,,
player,201909220sea,nor,MurrLa00,rush_td,0,,,,,
player,201909220sea,nor,MurrLa00,rush_long,2,,,,,
player,201909220sea,nor,MurrLa00,targets,0,,,,,
player,201909220sea,nor,MurrLa00,rec,0,,,,,
player,201909220sea,nor,MurrLa00,rec_yds,0,,,,,
player,201909220sea,nor,MurrLa00,rec_td,0,,,,,
player,201909220sea,nor,MurrLa00,rec_long,0,,,,,
player,201909220sea,nor,MurrLa00,fumbles,0,,,,,
player,201909220sea,nor,MurrLa00,fumbles_lost,0,,,,,
player,201909220sea,nor,ThomMi05,pass_cmp,0,,,,,
player,201909220sea,nor,ThomMi05,pass_att,0,,,,,
player,201909220sea,nor,ThomMi05,pass_yds,0,,,,,
player,201909220sea,nor,ThomMi05,pass_td,0,,,,,
player,201909220sea,nor,ThomMi05,pass_int,0,,,,,
player,201909220sea,nor,ThomMi05,pass_sacked,0,,,,,
player,201909220sea,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201909220sea,nor,ThomMi05,pass_long,0,,,,,
player,201909220sea,nor,ThomMi05,pass_rating,,,,,,
player,201909220sea,nor,ThomMi05,rush_att,0,,,,,
player,201909220sea,nor,ThomMi05,rush_yds,0,,,,,
player,201909220sea,nor,ThomMi05,rush_td,0,,,,,
player,201909220sea,nor,ThomMi05,rush_long,0,,,,,
player,201909220sea,nor,ThomMi05,targets,7,,,,,
player,201909220sea,nor,ThomMi05,rec,5,,,,,
player,201909220sea,nor,ThomMi05,rec_yds,54,,,,,
player,201909220sea,nor,ThomMi05,rec_td,1,,,,,
player,201909220sea,nor,ThomMi05,rec_long,18,,,,,
player,201909220sea,nor,ThomMi05,fumbles,0,,,,,
player,201909220sea,nor,ThomMi05,fumbles_lost,0,,,,,
player,201909220sea,nor,GinnTe00,pass_cmp,0,,,,,
player,201909220sea,nor,GinnTe00,pass_att,0,,,,,
player,201909220sea,nor,GinnTe00,pass_yds,0,,,,,
player,201909220sea,nor,GinnTe00,pass_td,0,,,,,
player,201909220sea,nor,GinnTe00,pass_int,0,,,,,
player,201909220sea,nor,GinnTe00,pass_sacked,0,,,,,
player,201909220sea,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201909220sea,nor,GinnTe00,pass_long,0,,,,,
player,201909220sea,nor,GinnTe00,pass_rating,,,,,,
player,201909220sea,nor,GinnTe00,rush_att,0,,,,,
player,201909220sea,nor,GinnTe00,rush_yds,0,,,,,
player,201909220sea,nor,GinnTe00,rush_td,0,,,,,
player,201909220sea,nor,GinnTe00,rush_long,0,,,,,
player,201909220sea,nor,GinnTe00,targets,5,,,,,
player,201909220sea,nor,GinnTe00,rec,2,,,,,
player,201909220sea,nor,GinnTe00,rec_yds,15,,,,,
player,201909220sea,nor,GinnTe00,rec_td,0,,,,,
player,201909220sea,nor,GinnTe00,rec_long,10,,,,,
player,201909220sea,nor,GinnTe00,fumbles,0,,,,,
player,201909220sea,nor,GinnTe00,fumbles_lost,0,,,,,
player,201909220sea,nor,CookJa02,pass_cmp,0,,,,,
player,201909220sea,nor,CookJa02,pass_att,0,,,,,
player,201909220sea,nor,CookJa02,pass_yds,0,,,,,
player,201909220sea,nor,CookJa02,pass_td,0,,,,,
player,201909220sea,nor,CookJa02,pass_int,0,,,,,
player,201909220sea,nor,CookJa02,pass_sacked,0,,,,,
player,201909220sea,nor,CookJa02,pass_sacked_yds,0,,,,,
player,201909220sea,nor,CookJa02,pass_long,0,,,,,
player,201909220sea,nor,CookJa02,pass_rating,,,,,,
player,201909220sea,nor,CookJa02,rush_att,0,,,,,
player,201909220sea,nor,CookJa02,rush_yds,0,,,,,
player,201909220sea,nor,CookJa02,rush_td,0,,,,,
player,201909220sea,nor,CookJa02,rush_long,0,,,,,
player,201909220sea,nor,CookJa02,targets,2,,,,,
player,201909220sea,nor,CookJa02,rec,1,,,,,
player,201909220sea,nor,CookJa02,rec_yds,7,,,,,
player,201909220sea,nor,CookJa02,rec_td,0,,,,,
player,201909220sea,nor,CookJa02,rec_long,7,,,,,
player,201909220sea,nor,CookJa02,fumbles,0,,,,,
player,201909220sea,nor,CookJa02,fumbles_lost,0,,,,,
player,201909220sea,nor,HillJo02,pass_cmp,0,,,,,
player,201909220sea,nor,HillJo02,pass_att,0,,,,,
player,201909220sea,nor,HillJo02,pass_yds,0,,,,,
player,201909220sea,nor,HillJo02,pass_td,0,,,,,
player,201909220sea,nor,HillJo02,pass_int,0,,,,,
player,201909220sea,nor,HillJo02,pass_sacked,0,,,,,
player,201909220sea,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201909220sea,nor,HillJo02,pass_long,0,,,,,
player,201909220sea,nor,HillJo02,pass_rating,,,,,,
player,201909220sea,nor,HillJo02,rush_att,0,,,,,
player,201909220sea,nor,HillJo02,rush_yds,0,,,,,
player,201909220sea,nor,HillJo02,rush_td,0,,,,,
player,201909220sea,nor,HillJo02,rush_long,0,,,,,
player,201909220sea,nor,HillJo02,targets,2,,,,,
player,201909220sea,nor,HillJo02,rec,1,,,,,
player,201909220sea,nor,HillJo02,rec_yds,4,,,,,
player,201909220sea,nor,HillJo02,rec_td,0,,,,,
player,201909220sea,nor,HillJo02,rec_long,4,,,,,
player,201909220sea,nor,HillJo02,fumbles,0,,,,,
player,201909220sea,nor,HillJo02,fumbles_lost,0,,,,,
player,201909220sea,nor,LineZa01,pass_cmp,0,,,,,
player,201909220sea,nor,LineZa01,pass_att,0,,,,,
player,201909220sea,nor,LineZa01,pass_yds,0,,,,,
player,201909220sea,nor,LineZa01,pass_td,0,,,,,
player,201909220sea,nor,LineZa01,pass_int,0,,,,,
player,201909220sea,nor,LineZa01,pass_sacked,0,,,,,
player,201909220sea,nor,LineZa01,pass_sacked_yds,0,,,,,
player,201909220sea,nor,LineZa01,pass_long,0,,,,,
player,201909220sea,nor,LineZa01,pass_rating,,,,,,
player,201909220sea,nor,LineZa01,rush_att,1,,,,,
player,201909220sea,nor,LineZa01,rush_yds,0,,,,,
player,201909220sea,nor,LineZa01,rush_td,0,,,,,
player,201909220sea,nor,LineZa01,rush_long,0,,,,,
player,201909220sea,nor,LineZa01,targets,0,,,,,
player,201909220sea,nor,LineZa01,rec,0,,,,,
player,201909220sea,nor,LineZa01,rec_yds,0,,,,,
player,201909220sea,nor,LineZa01,rec_td,0,,,,,
player,201909220sea,nor,LineZa01,rec_long,0,,,,,
player,201909220sea,nor,LineZa01,fumbles,0,,,,,
player,201909220sea,nor,LineZa01,fumbles_lost,0,,,,,
player,201909220sea,sea,WilsRu00,pass_cmp,32,,,,,
player,201909220sea,sea,WilsRu00,pass_att,50,,,,,
player,201909220sea,sea,WilsRu00,pass_yds,406,,,,,
player,201909220sea,sea,WilsRu00,pass_td,2,,,,,
player,201909220sea,sea,WilsRu00,pass_int,0,,,,,
player,201909220sea,sea,WilsRu00,pass_sacked,0,,,,,
player,201909220sea,sea,WilsRu00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,WilsRu00,pass_long,54,,,,,
player,201909220sea,sea,WilsRu00,pass_rating,102.6,,,,,
player,201909220sea,sea,WilsRu00,rush_att,7,,,,,
player,201909220sea,sea,WilsRu00,rush_yds,51,,,,,
player,201909220sea,sea,WilsRu00,rush_td,2,,,,,
player,201909220sea,sea,WilsRu00,rush_long,18,,,,,
player,201909220sea,sea,WilsRu00,targets,0,,,,,
player,201909220sea,sea,WilsRu00,rec,0,,,,,
player,201909220sea,sea,WilsRu00,rec_yds,0,,,,,
player,201909220sea,sea,WilsRu00,rec_td,0,,,,,
player,201909220sea,sea,WilsRu00,rec_long,0,,,,,
player,201909220sea,sea,WilsRu00,fumbles,0,,,,,
player,201909220sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201909220sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201909220sea,sea,CarsCh00,pass_att,0,,,,,
player,201909220sea,sea,CarsCh00,pass_yds,0,,,,,
player,201909220sea,sea,CarsCh00,pass_td,0,,,,,
player,201909220sea,sea,CarsCh00,pass_int,0,,,,,
player,201909220sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201909220sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,CarsCh00,pass_long,0,,,,,
player,201909220sea,sea,CarsCh00,pass_rating,,,,,,
player,201909220sea,sea,CarsCh00,rush_att,15,,,,,
player,201909220sea,sea,CarsCh00,rush_yds,52,,,,,
player,201909220sea,sea,CarsCh00,rush_td,0,,,,,
player,201909220sea,sea,CarsCh00,rush_long,22,,,,,
player,201909220sea,sea,CarsCh00,targets,1,,,,,
player,201909220sea,sea,CarsCh00,rec,1,,,,,
player,201909220sea,sea,CarsCh00,rec_yds,-2,,,,,
player,201909220sea,sea,CarsCh00,rec_td,0,,,,,
player,201909220sea,sea,CarsCh00,rec_long,-2,,,,,
player,201909220sea,sea,CarsCh00,fumbles,1,,,,,
player,201909220sea,sea,CarsCh00,fumbles_lost,1,,,,,
player,201909220sea,sea,ProsC.00,pass_cmp,0,,,,,
player,201909220sea,sea,ProsC.00,pass_att,0,,,,,
player,201909220sea,sea,ProsC.00,pass_yds,0,,,,,
player,201909220sea,sea,ProsC.00,pass_td,0,,,,,
player,201909220sea,sea,ProsC.00,pass_int,0,,,,,
player,201909220sea,sea,ProsC.00,pass_sacked,0,,,,,
player,201909220sea,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,ProsC.00,pass_long,0,,,,,
player,201909220sea,sea,ProsC.00,pass_rating,,,,,,
player,201909220sea,sea,ProsC.00,rush_att,4,,,,,
player,201909220sea,sea,ProsC.00,rush_yds,5,,,,,
player,201909220sea,sea,ProsC.00,rush_td,0,,,,,
player,201909220sea,sea,ProsC.00,rush_long,2,,,,,
player,201909220sea,sea,ProsC.00,targets,5,,,,,
player,201909220sea,sea,ProsC.00,rec,5,,,,,
player,201909220sea,sea,ProsC.00,rec_yds,38,,,,,
player,201909220sea,sea,ProsC.00,rec_td,0,,,,,
player,201909220sea,sea,ProsC.00,rec_long,21,,,,,
player,201909220sea,sea,ProsC.00,fumbles,0,,,,,
player,201909220sea,sea,ProsC.00,fumbles_lost,0,,,,,
player,201909220sea,sea,LockTy00,pass_cmp,0,,,,,
player,201909220sea,sea,LockTy00,pass_att,0,,,,,
player,201909220sea,sea,LockTy00,pass_yds,0,,,,,
player,201909220sea,sea,LockTy00,pass_td,0,,,,,
player,201909220sea,sea,LockTy00,pass_int,0,,,,,
player,201909220sea,sea,LockTy00,pass_sacked,0,,,,,
player,201909220sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,LockTy00,pass_long,0,,,,,
player,201909220sea,sea,LockTy00,pass_rating,,,,,,
player,201909220sea,sea,LockTy00,rush_att,0,,,,,
player,201909220sea,sea,LockTy00,rush_yds,0,,,,,
player,201909220sea,sea,LockTy00,rush_td,0,,,,,
player,201909220sea,sea,LockTy00,rush_long,0,,,,,
player,201909220sea,sea,LockTy00,targets,14,,,,,
player,201909220sea,sea,LockTy00,rec,11,,,,,
player,201909220sea,sea,LockTy00,rec_yds,154,,,,,
player,201909220sea,sea,LockTy00,rec_td,1,,,,,
player,201909220sea,sea,LockTy00,rec_long,40,,,,,
player,201909220sea,sea,LockTy00,fumbles,0,,,,,
player,201909220sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201909220sea,sea,MetcDK00,pass_cmp,0,,,,,
player,201909220sea,sea,MetcDK00,pass_att,0,,,,,
player,201909220sea,sea,MetcDK00,pass_yds,0,,,,,
player,201909220sea,sea,MetcDK00,pass_td,0,,,,,
player,201909220sea,sea,MetcDK00,pass_int,0,,,,,
player,201909220sea,sea,MetcDK00,pass_sacked,0,,,,,
player,201909220sea,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,MetcDK00,pass_long,0,,,,,
player,201909220sea,sea,MetcDK00,pass_rating,,,,,,
player,201909220sea,sea,MetcDK00,rush_att,0,,,,,
player,201909220sea,sea,MetcDK00,rush_yds,0,,,,,
player,201909220sea,sea,MetcDK00,rush_td,0,,,,,
player,201909220sea,sea,MetcDK00,rush_long,0,,,,,
player,201909220sea,sea,MetcDK00,targets,6,,,,,
player,201909220sea,sea,MetcDK00,rec,2,,,,,
player,201909220sea,sea,MetcDK00,rec_yds,67,,,,,
player,201909220sea,sea,MetcDK00,rec_td,0,,,,,
player,201909220sea,sea,MetcDK00,rec_long,54,,,,,
player,201909220sea,sea,MetcDK00,fumbles,0,,,,,
player,201909220sea,sea,MetcDK00,fumbles_lost,0,,,,,
player,201909220sea,sea,DissWi00,pass_cmp,0,,,,,
player,201909220sea,sea,DissWi00,pass_att,0,,,,,
player,201909220sea,sea,DissWi00,pass_yds,0,,,,,
player,201909220sea,sea,DissWi00,pass_td,0,,,,,
player,201909220sea,sea,DissWi00,pass_int,0,,,,,
player,201909220sea,sea,DissWi00,pass_sacked,0,,,,,
player,201909220sea,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,DissWi00,pass_long,0,,,,,
player,201909220sea,sea,DissWi00,pass_rating,,,,,,
player,201909220sea,sea,DissWi00,rush_att,0,,,,,
player,201909220sea,sea,DissWi00,rush_yds,0,,,,,
player,201909220sea,sea,DissWi00,rush_td,0,,,,,
player,201909220sea,sea,DissWi00,rush_long,0,,,,,
player,201909220sea,sea,DissWi00,targets,7,,,,,
player,201909220sea,sea,DissWi00,rec,6,,,,,
player,201909220sea,sea,DissWi00,rec_yds,62,,,,,
player,201909220sea,sea,DissWi00,rec_td,1,,,,,
player,201909220sea,sea,DissWi00,rec_long,25,,,,,
player,201909220sea,sea,DissWi00,fumbles,0,,,,,
player,201909220sea,sea,DissWi00,fumbles_lost,0,,,,,
player,201909220sea,sea,BrowJa03,pass_cmp,0,,,,,
player,201909220sea,sea,BrowJa03,pass_att,0,,,,,
player,201909220sea,sea,BrowJa03,pass_yds,0,,,,,
player,201909220sea,sea,BrowJa03,pass_td,0,,,,,
player,201909220sea,sea,BrowJa03,pass_int,0,,,,,
player,201909220sea,sea,BrowJa03,pass_sacked,0,,,,,
player,201909220sea,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201909220sea,sea,BrowJa03,pass_long,0,,,,,
player,201909220sea,sea,BrowJa03,pass_rating,,,,,,
player,201909220sea,sea,BrowJa03,rush_att,0,,,,,
player,201909220sea,sea,BrowJa03,rush_yds,0,,,,,
player,201909220sea,sea,BrowJa03,rush_td,0,,,,,
player,201909220sea,sea,BrowJa03,rush_long,0,,,,,
player,201909220sea,sea,BrowJa03,targets,6,,,,,
player,201909220sea,sea,BrowJa03,rec,3,,,,,
player,201909220sea,sea,BrowJa03,rec_yds,30,,,,,
player,201909220sea,sea,BrowJa03,rec_td,0,,,,,
player,201909220sea,sea,BrowJa03,rec_long,16,,,,,
player,201909220sea,sea,BrowJa03,fumbles,0,,,,,
player,201909220sea,sea,BrowJa03,fumbles_lost,0,,,,,
player,201909220sea,sea,MoorDa03,pass_cmp,0,,,,,
player,201909220sea,sea,MoorDa03,pass_att,0,,,,,
player,201909220sea,sea,MoorDa03,pass_yds,0,,,,,
player,201909220sea,sea,MoorDa03,pass_td,0,,,,,
player,201909220sea,sea,MoorDa03,pass_int,0,,,,,
player,201909220sea,sea,MoorDa03,pass_sacked,0,,,,,
player,201909220sea,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201909220sea,sea,MoorDa03,pass_long,0,,,,,
player,201909220sea,sea,MoorDa03,pass_rating,,,,,,
player,201909220sea,sea,MoorDa03,rush_att,0,,,,,
player,201909220sea,sea,MoorDa03,rush_yds,0,,,,,
player,201909220sea,sea,MoorDa03,rush_td,0,,,,,
player,201909220sea,sea,MoorDa03,rush_long,0,,,,,
player,201909220sea,sea,MoorDa03,targets,2,,,,,
player,201909220sea,sea,MoorDa03,rec,1,,,,,
player,201909220sea,sea,MoorDa03,rec_yds,29,,,,,
player,201909220sea,sea,MoorDa03,rec_td,0,,,,,
player,201909220sea,sea,MoorDa03,rec_long,29,,,,,
player,201909220sea,sea,MoorDa03,fumbles,0,,,,,
player,201909220sea,sea,MoorDa03,fumbles_lost,0,,,,,
player,201909220sea,sea,TurnMa00,pass_cmp,0,,,,,
player,201909220sea,sea,TurnMa00,pass_att,0,,,,,
player,201909220sea,sea,TurnMa00,pass_yds,0,,,,,
player,201909220sea,sea,TurnMa00,pass_td,0,,,,,
player,201909220sea,sea,TurnMa00,pass_int,0,,,,,
player,201909220sea,sea,TurnMa00,pass_sacked,0,,,,,
player,201909220sea,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,TurnMa00,pass_long,0,,,,,
player,201909220sea,sea,TurnMa00,pass_rating,,,,,,
player,201909220sea,sea,TurnMa00,rush_att,0,,,,,
player,201909220sea,sea,TurnMa00,rush_yds,0,,,,,
player,201909220sea,sea,TurnMa00,rush_td,0,,,,,
player,201909220sea,sea,TurnMa00,rush_long,0,,,,,
player,201909220sea,sea,TurnMa00,targets,3,,,,,
player,201909220sea,sea,TurnMa00,rec,2,,,,,
player,201909220sea,sea,TurnMa00,rec_yds,19,,,,,
player,201909220sea,sea,TurnMa00,rec_td,0,,,,,
player,201909220sea,sea,TurnMa00,rec_long,11,,,,,
player,201909220sea,sea,TurnMa00,fumbles,0,,,,,
player,201909220sea,sea,TurnMa00,fumbles_lost,0,,,,,
player,201909220sea,sea,VannNi00,pass_cmp,0,,,,,
player,201909220sea,sea,VannNi00,pass_att,0,,,,,
player,201909220sea,sea,VannNi00,pass_yds,0,,,,,
player,201909220sea,sea,VannNi00,pass_td,0,,,,,
player,201909220sea,sea,VannNi00,pass_int,0,,,,,
player,201909220sea,sea,VannNi00,pass_sacked,0,,,,,
player,201909220sea,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201909220sea,sea,VannNi00,pass_long,0,,,,,
player,201909220sea,sea,VannNi00,pass_rating,,,,,,
player,201909220sea,sea,VannNi00,rush_att,0,,,,,
player,201909220sea,sea,VannNi00,rush_yds,0,,,,,
player,201909220sea,sea,VannNi00,rush_td,0,,,,,
player,201909220sea,sea,VannNi00,rush_long,0,,,,,
player,201909220sea,sea,VannNi00,targets,2,,,,,
player,201909220sea,sea,VannNi00,rec,1,,,,,
player,201909220sea,sea,VannNi00,rec_yds,9,,,,,
player,201909220sea,sea,VannNi00,rec_td,0,,,,,
player,201909220sea,sea,VannNi00,rec_long,9,,,,,
player,201909220sea,sea,VannNi00,fumbles,0,,,,,
player,201909220sea,sea,VannNi00,fumbles_lost,0,,,,,
player,201909220sea,nor,LattMa01,def_int,0,,,,,
player,201909220sea,nor,LattMa01,def_int_yds,0,,,,,
player,201909220sea,nor,LattMa01,def_int_td,0,,,,,
player,201909220sea,nor,LattMa01,def_int_long,0,,,,,
player,201909220sea,nor,LattMa01,pass_defended,1,,,,,
player,201909220sea,nor,LattMa01,sacks,0.0,,,,,
player,201909220sea,nor,LattMa01,tackles_combined,12,,,,,
player,201909220sea,nor,LattMa01,tackles_solo,10,,,,,
player,201909220sea,nor,LattMa01,tackles_assists,2,,,,,
player,201909220sea,nor,LattMa01,tackles_loss,0,,,,,
player,201909220sea,nor,LattMa01,qb_hits,0,,,,,
player,201909220sea,nor,LattMa01,fumbles_rec,0,,,,,
player,201909220sea,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201909220sea,nor,LattMa01,fumbles_forced,0,,,,,
player,201909220sea,nor,BellVo00,def_int,0,,,,,
player,201909220sea,nor,BellVo00,def_int_yds,0,,,,,
player,201909220sea,nor,BellVo00,def_int_td,0,,,,,
player,201909220sea,nor,BellVo00,def_int_long,0,,,,,
player,201909220sea,nor,BellVo00,pass_defended,1,,,,,
player,201909220sea,nor,BellVo00,sacks,0.0,,,,,
player,201909220sea,nor,BellVo00,tackles_combined,9,,,,,
player,201909220sea,nor,BellVo00,tackles_solo,5,,,,,
player,201909220sea,nor,BellVo00,tackles_assists,4,,,,,
player,201909220sea,nor,BellVo00,tackles_loss,0,,,,,
player,201909220sea,nor,BellVo00,qb_hits,0,,,,,
player,201909220sea,nor,BellVo00,fumbles_rec,1,,,,,
player,201909220sea,nor,BellVo00,fumbles_rec_yds,33,,,,,
player,201909220sea,nor,BellVo00,fumbles_rec_td,1,,,,,
player,201909220sea,nor,BellVo00,fumbles_forced,0,,,,,
player,201909220sea,nor,DaviDe00,def_int,0,,,,,
player,201909220sea,nor,DaviDe00,def_int_yds,0,,,,,
player,201909220sea,nor,DaviDe00,def_int_td,0,,,,,
player,201909220sea,nor,DaviDe00,def_int_long,0,,,,,
player,201909220sea,nor,DaviDe00,pass_defended,0,,,,,
player,201909220sea,nor,DaviDe00,sacks,0.0,,,,,
player,201909220sea,nor,DaviDe00,tackles_combined,9,,,,,
player,201909220sea,nor,DaviDe00,tackles_solo,7,,,,,
player,201909220sea,nor,DaviDe00,tackles_assists,2,,,,,
player,201909220sea,nor,DaviDe00,tackles_loss,1,,,,,
player,201909220sea,nor,DaviDe00,qb_hits,1,,,,,
player,201909220sea,nor,DaviDe00,fumbles_rec,0,,,,,
player,201909220sea,nor,DaviDe00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,DaviDe00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,DaviDe00,fumbles_forced,0,,,,,
player,201909220sea,nor,DaveMa00,def_int,0,,,,,
player,201909220sea,nor,DaveMa00,def_int_yds,0,,,,,
player,201909220sea,nor,DaveMa00,def_int_td,0,,,,,
player,201909220sea,nor,DaveMa00,def_int_long,0,,,,,
player,201909220sea,nor,DaveMa00,pass_defended,0,,,,,
player,201909220sea,nor,DaveMa00,sacks,0.0,,,,,
player,201909220sea,nor,DaveMa00,tackles_combined,7,,,,,
player,201909220sea,nor,DaveMa00,tackles_solo,2,,,,,
player,201909220sea,nor,DaveMa00,tackles_assists,5,,,,,
