game,2019,9,20191103,201911030rav,nwe,"New England Patriots",20,rav,"Baltimore Ravens",37
player,201911030rav,nwe,BurkRe00,rec_yds,16,,,,,
player,201911030rav,nwe,BurkRe00,rec_td,0,,,,,
player,201911030rav,nwe,BurkRe00,rec_long,16,,,,,
player,201911030rav,nwe,BurkRe00,fumbles,0,,,,,
player,201911030rav,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201911030rav,nwe,MichSo00,pass_cmp,0,,,,,
player,201911030rav,nwe,MichSo00,pass_att,0,,,,,
player,201911030rav,nwe,MichSo00,pass_yds,0,,,,,
player,201911030rav,nwe,MichSo00,pass_td,0,,,,,
player,201911030rav,nwe,MichSo00,pass_int,0,,,,,
player,201911030rav,nwe,MichSo00,pass_sacked,0,,,,,
player,201911030rav,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201911030rav,nwe,MichSo00,pass_long,0,,,,,
player,201911030rav,nwe,MichSo00,pass_rating,,,,,,
player,201911030rav,nwe,MichSo00,rush_att,4,,,,,
player,201911030rav,nwe,MichSo00,rush_yds,18,,,,,
player,201911030rav,nwe,MichSo00,rush_td,0,,,,,
player,201911030rav,nwe,MichSo00,rush_long,10,,,,,
player,201911030rav,nwe,MichSo00,targets,2,,,,,
player,201911030rav,nwe,MichSo00,rec,1,,,,,
player,201911030rav,nwe,MichSo00,rec_yds,12,,,,,
player,201911030rav,nwe,MichSo00,rec_td,0,,,,,
player,201911030rav,nwe,MichSo00,rec_long,12,,,,,
player,201911030rav,nwe,MichSo00,fumbles,0,,,,,
player,201911030rav,nwe,MichSo00,fumbles_lost,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_cmp,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_att,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_yds,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_td,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_int,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_sacked,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_long,0,,,,,
player,201911030rav,nwe,EdelJu00,pass_rating,,,,,,
player,201911030rav,nwe,EdelJu00,rush_att,0,,,,,
player,201911030rav,nwe,EdelJu00,rush_yds,0,,,,,
player,201911030rav,nwe,EdelJu00,rush_td,0,,,,,
player,201911030rav,nwe,EdelJu00,rush_long,0,,,,,
player,201911030rav,nwe,EdelJu00,targets,11,,,,,
player,201911030rav,nwe,EdelJu00,rec,10,,,,,
player,201911030rav,nwe,EdelJu00,rec_yds,89,,,,,
player,201911030rav,nwe,EdelJu00,rec_td,0,,,,,
player,201911030rav,nwe,EdelJu00,rec_long,25,,,,,
player,201911030rav,nwe,EdelJu00,fumbles,1,,,,,
player,201911030rav,nwe,EdelJu00,fumbles_lost,1,,,,,
player,201911030rav,nwe,SanuMo00,pass_cmp,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_att,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_yds,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_td,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_int,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_sacked,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_sacked_yds,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_long,0,,,,,
player,201911030rav,nwe,SanuMo00,pass_rating,,,,,,
player,201911030rav,nwe,SanuMo00,rush_att,0,,,,,
player,201911030rav,nwe,SanuMo00,rush_yds,0,,,,,
player,201911030rav,nwe,SanuMo00,rush_td,0,,,,,
player,201911030rav,nwe,SanuMo00,rush_long,0,,,,,
player,201911030rav,nwe,SanuMo00,targets,14,,,,,
player,201911030rav,nwe,SanuMo00,rec,10,,,,,
player,201911030rav,nwe,SanuMo00,rec_yds,81,,,,,
player,201911030rav,nwe,SanuMo00,rec_td,1,,,,,
player,201911030rav,nwe,SanuMo00,rec_long,15,,,,,
player,201911030rav,nwe,SanuMo00,fumbles,0,,,,,
player,201911030rav,nwe,SanuMo00,fumbles_lost,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_cmp,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_att,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_yds,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_td,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_int,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_sacked,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_sacked_yds,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_long,0,,,,,
player,201911030rav,nwe,WatsBe00,pass_rating,,,,,,
player,201911030rav,nwe,WatsBe00,rush_att,0,,,,,
player,201911030rav,nwe,WatsBe00,rush_yds,0,,,,,
player,201911030rav,nwe,WatsBe00,rush_td,0,,,,,
player,201911030rav,nwe,WatsBe00,rush_long,0,,,,,
player,201911030rav,nwe,WatsBe00,targets,5,,,,,
player,201911030rav,nwe,WatsBe00,rec,4,,,,,
player,201911030rav,nwe,WatsBe00,rec_yds,28,,,,,
player,201911030rav,nwe,WatsBe00,rec_td,0,,,,,
player,201911030rav,nwe,WatsBe00,rec_long,18,,,,,
player,201911030rav,nwe,WatsBe00,fumbles,0,,,,,
player,201911030rav,nwe,WatsBe00,fumbles_lost,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_cmp,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_att,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_yds,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_td,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_int,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_sacked,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_long,0,,,,,
player,201911030rav,nwe,DorsPh00,pass_rating,,,,,,
player,201911030rav,nwe,DorsPh00,rush_att,0,,,,,
player,201911030rav,nwe,DorsPh00,rush_yds,0,,,,,
player,201911030rav,nwe,DorsPh00,rush_td,0,,,,,
player,201911030rav,nwe,DorsPh00,rush_long,0,,,,,
player,201911030rav,nwe,DorsPh00,targets,4,,,,,
player,201911030rav,nwe,DorsPh00,rec,2,,,,,
player,201911030rav,nwe,DorsPh00,rec_yds,13,,,,,
player,201911030rav,nwe,DorsPh00,rec_td,0,,,,,
player,201911030rav,nwe,DorsPh00,rec_long,7,,,,,
player,201911030rav,nwe,DorsPh00,fumbles,0,,,,,
player,201911030rav,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201911030rav,rav,JackLa00,pass_cmp,17,,,,,
player,201911030rav,rav,JackLa00,pass_att,23,,,,,
player,201911030rav,rav,JackLa00,pass_yds,163,,,,,
player,201911030rav,rav,JackLa00,pass_td,1,,,,,
player,201911030rav,rav,JackLa00,pass_int,0,,,,,
player,201911030rav,rav,JackLa00,pass_sacked,1,,,,,
player,201911030rav,rav,JackLa00,pass_sacked_yds,1,,,,,
player,201911030rav,rav,JackLa00,pass_long,26,,,,,
player,201911030rav,rav,JackLa00,pass_rating,107.7,,,,,
player,201911030rav,rav,JackLa00,rush_att,16,,,,,
player,201911030rav,rav,JackLa00,rush_yds,61,,,,,
player,201911030rav,rav,JackLa00,rush_td,2,,,,,
player,201911030rav,rav,JackLa00,rush_long,18,,,,,
player,201911030rav,rav,JackLa00,targets,0,,,,,
player,201911030rav,rav,JackLa00,rec,0,,,,,
player,201911030rav,rav,JackLa00,rec_yds,0,,,,,
player,201911030rav,rav,JackLa00,rec_td,0,,,,,
player,201911030rav,rav,JackLa00,rec_long,0,,,,,
player,201911030rav,rav,JackLa00,fumbles,0,,,,,
player,201911030rav,rav,JackLa00,fumbles_lost,0,,,,,
player,201911030rav,rav,IngrMa01,pass_cmp,0,,,,,
player,201911030rav,rav,IngrMa01,pass_att,0,,,,,
player,201911030rav,rav,IngrMa01,pass_yds,0,,,,,
player,201911030rav,rav,IngrMa01,pass_td,0,,,,,
player,201911030rav,rav,IngrMa01,pass_int,0,,,,,
player,201911030rav,rav,IngrMa01,pass_sacked,0,,,,,
player,201911030rav,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201911030rav,rav,IngrMa01,pass_long,0,,,,,
player,201911030rav,rav,IngrMa01,pass_rating,,,,,,
player,201911030rav,rav,IngrMa01,rush_att,15,,,,,
player,201911030rav,rav,IngrMa01,rush_yds,115,,,,,
player,201911030rav,rav,IngrMa01,rush_td,0,,,,,
player,201911030rav,rav,IngrMa01,rush_long,53,,,,,
player,201911030rav,rav,IngrMa01,targets,3,,,,,
player,201911030rav,rav,IngrMa01,rec,2,,,,,
player,201911030rav,rav,IngrMa01,rec_yds,29,,,,,
player,201911030rav,rav,IngrMa01,rec_td,0,,,,,
player,201911030rav,rav,IngrMa01,rec_long,18,,,,,
player,201911030rav,rav,IngrMa01,fumbles,1,,,,,
player,201911030rav,rav,IngrMa01,fumbles_lost,1,,,,,
player,201911030rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_att,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_td,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_int,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_long,0,,,,,
player,201911030rav,rav,EdwaGu00,pass_rating,,,,,,
player,201911030rav,rav,EdwaGu00,rush_att,7,,,,,
player,201911030rav,rav,EdwaGu00,rush_yds,27,,,,,
player,201911030rav,rav,EdwaGu00,rush_td,1,,,,,
player,201911030rav,rav,EdwaGu00,rush_long,12,,,,,
player,201911030rav,rav,EdwaGu00,targets,0,,,,,
player,201911030rav,rav,EdwaGu00,rec,0,,,,,
player,201911030rav,rav,EdwaGu00,rec_yds,0,,,,,
player,201911030rav,rav,EdwaGu00,rec_td,0,,,,,
player,201911030rav,rav,EdwaGu00,rec_long,0,,,,,
player,201911030rav,rav,EdwaGu00,fumbles,0,,,,,
player,201911030rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201911030rav,rav,HillJu00,pass_cmp,0,,,,,
player,201911030rav,rav,HillJu00,pass_att,0,,,,,
player,201911030rav,rav,HillJu00,pass_yds,0,,,,,
player,201911030rav,rav,HillJu00,pass_td,0,,,,,
player,201911030rav,rav,HillJu00,pass_int,0,,,,,
player,201911030rav,rav,HillJu00,pass_sacked,0,,,,,
player,201911030rav,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,HillJu00,pass_long,0,,,,,
player,201911030rav,rav,HillJu00,pass_rating,,,,,,
player,201911030rav,rav,HillJu00,rush_att,3,,,,,
player,201911030rav,rav,HillJu00,rush_yds,7,,,,,
player,201911030rav,rav,HillJu00,rush_td,0,,,,,
player,201911030rav,rav,HillJu00,rush_long,3,,,,,
player,201911030rav,rav,HillJu00,targets,1,,,,,
player,201911030rav,rav,HillJu00,rec,0,,,,,
player,201911030rav,rav,HillJu00,rec_yds,0,,,,,
player,201911030rav,rav,HillJu00,rec_td,0,,,,,
player,201911030rav,rav,HillJu00,rec_long,0,,,,,
player,201911030rav,rav,HillJu00,fumbles,0,,,,,
player,201911030rav,rav,HillJu00,fumbles_lost,0,,,,,
player,201911030rav,rav,BrowMa04,pass_cmp,0,,,,,
player,201911030rav,rav,BrowMa04,pass_att,0,,,,,
player,201911030rav,rav,BrowMa04,pass_yds,0,,,,,
player,201911030rav,rav,BrowMa04,pass_td,0,,,,,
player,201911030rav,rav,BrowMa04,pass_int,0,,,,,
player,201911030rav,rav,BrowMa04,pass_sacked,0,,,,,
player,201911030rav,rav,BrowMa04,pass_sacked_yds,0,,,,,
player,201911030rav,rav,BrowMa04,pass_long,0,,,,,
player,201911030rav,rav,BrowMa04,pass_rating,,,,,,
player,201911030rav,rav,BrowMa04,rush_att,0,,,,,
player,201911030rav,rav,BrowMa04,rush_yds,0,,,,,
player,201911030rav,rav,BrowMa04,rush_td,0,,,,,
player,201911030rav,rav,BrowMa04,rush_long,0,,,,,
player,201911030rav,rav,BrowMa04,targets,4,,,,,
player,201911030rav,rav,BrowMa04,rec,3,,,,,
player,201911030rav,rav,BrowMa04,rec_yds,48,,,,,
player,201911030rav,rav,BrowMa04,rec_td,0,,,,,
player,201911030rav,rav,BrowMa04,rec_long,26,,,,,
player,201911030rav,rav,BrowMa04,fumbles,0,,,,,
player,201911030rav,rav,BrowMa04,fumbles_lost,0,,,,,
player,201911030rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201911030rav,rav,BoylNi00,pass_att,0,,,,,
player,201911030rav,rav,BoylNi00,pass_yds,0,,,,,
player,201911030rav,rav,BoylNi00,pass_td,0,,,,,
player,201911030rav,rav,BoylNi00,pass_int,0,,,,,
player,201911030rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201911030rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,BoylNi00,pass_long,0,,,,,
player,201911030rav,rav,BoylNi00,pass_rating,,,,,,
player,201911030rav,rav,BoylNi00,rush_att,0,,,,,
player,201911030rav,rav,BoylNi00,rush_yds,0,,,,,
player,201911030rav,rav,BoylNi00,rush_td,0,,,,,
player,201911030rav,rav,BoylNi00,rush_long,0,,,,,
player,201911030rav,rav,BoylNi00,targets,5,,,,,
player,201911030rav,rav,BoylNi00,rec,5,,,,,
player,201911030rav,rav,BoylNi00,rec_yds,27,,,,,
player,201911030rav,rav,BoylNi00,rec_td,1,,,,,
player,201911030rav,rav,BoylNi00,rec_long,8,,,,,
player,201911030rav,rav,BoylNi00,fumbles,0,,,,,
player,201911030rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201911030rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201911030rav,rav,AndrMa00,pass_att,0,,,,,
player,201911030rav,rav,AndrMa00,pass_yds,0,,,,,
player,201911030rav,rav,AndrMa00,pass_td,0,,,,,
player,201911030rav,rav,AndrMa00,pass_int,0,,,,,
player,201911030rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201911030rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,AndrMa00,pass_long,0,,,,,
player,201911030rav,rav,AndrMa00,pass_rating,,,,,,
player,201911030rav,rav,AndrMa00,rush_att,0,,,,,
player,201911030rav,rav,AndrMa00,rush_yds,0,,,,,
player,201911030rav,rav,AndrMa00,rush_td,0,,,,,
player,201911030rav,rav,AndrMa00,rush_long,0,,,,,
player,201911030rav,rav,AndrMa00,targets,3,,,,,
player,201911030rav,rav,AndrMa00,rec,2,,,,,
player,201911030rav,rav,AndrMa00,rec_yds,21,,,,,
player,201911030rav,rav,AndrMa00,rec_td,0,,,,,
player,201911030rav,rav,AndrMa00,rec_long,18,,,,,
player,201911030rav,rav,AndrMa00,fumbles,0,,,,,
player,201911030rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201911030rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201911030rav,rav,SneaWi00,pass_att,0,,,,,
player,201911030rav,rav,SneaWi00,pass_yds,0,,,,,
player,201911030rav,rav,SneaWi00,pass_td,0,,,,,
player,201911030rav,rav,SneaWi00,pass_int,0,,,,,
player,201911030rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201911030rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,SneaWi00,pass_long,0,,,,,
player,201911030rav,rav,SneaWi00,pass_rating,,,,,,
player,201911030rav,rav,SneaWi00,rush_att,0,,,,,
player,201911030rav,rav,SneaWi00,rush_yds,0,,,,,
player,201911030rav,rav,SneaWi00,rush_td,0,,,,,
player,201911030rav,rav,SneaWi00,rush_long,0,,,,,
player,201911030rav,rav,SneaWi00,targets,2,,,,,
player,201911030rav,rav,SneaWi00,rec,2,,,,,
player,201911030rav,rav,SneaWi00,rec_yds,15,,,,,
player,201911030rav,rav,SneaWi00,rec_td,0,,,,,
player,201911030rav,rav,SneaWi00,rec_long,8,,,,,
player,201911030rav,rav,SneaWi00,fumbles,0,,,,,
player,201911030rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201911030rav,rav,HursHa00,pass_cmp,0,,,,,
player,201911030rav,rav,HursHa00,pass_att,0,,,,,
player,201911030rav,rav,HursHa00,pass_yds,0,,,,,
player,201911030rav,rav,HursHa00,pass_td,0,,,,,
player,201911030rav,rav,HursHa00,pass_int,0,,,,,
player,201911030rav,rav,HursHa00,pass_sacked,0,,,,,
player,201911030rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,HursHa00,pass_long,0,,,,,
player,201911030rav,rav,HursHa00,pass_rating,,,,,,
player,201911030rav,rav,HursHa00,rush_att,0,,,,,
player,201911030rav,rav,HursHa00,rush_yds,0,,,,,
player,201911030rav,rav,HursHa00,rush_td,0,,,,,
player,201911030rav,rav,HursHa00,rush_long,0,,,,,
player,201911030rav,rav,HursHa00,targets,2,,,,,
player,201911030rav,rav,HursHa00,rec,2,,,,,
player,201911030rav,rav,HursHa00,rec_yds,15,,,,,
player,201911030rav,rav,HursHa00,rec_td,0,,,,,
player,201911030rav,rav,HursHa00,rec_long,8,,,,,
player,201911030rav,rav,HursHa00,fumbles,0,,,,,
player,201911030rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201911030rav,rav,RicaPa00,pass_cmp,0,,,,,
player,201911030rav,rav,RicaPa00,pass_att,0,,,,,
player,201911030rav,rav,RicaPa00,pass_yds,0,,,,,
player,201911030rav,rav,RicaPa00,pass_td,0,,,,,
player,201911030rav,rav,RicaPa00,pass_int,0,,,,,
player,201911030rav,rav,RicaPa00,pass_sacked,0,,,,,
player,201911030rav,rav,RicaPa00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,RicaPa00,pass_long,0,,,,,
player,201911030rav,rav,RicaPa00,pass_rating,,,,,,
player,201911030rav,rav,RicaPa00,rush_att,0,,,,,
player,201911030rav,rav,RicaPa00,rush_yds,0,,,,,
player,201911030rav,rav,RicaPa00,rush_td,0,,,,,
player,201911030rav,rav,RicaPa00,rush_long,0,,,,,
player,201911030rav,rav,RicaPa00,targets,1,,,,,
player,201911030rav,rav,RicaPa00,rec,1,,,,,
player,201911030rav,rav,RicaPa00,rec_yds,8,,,,,
player,201911030rav,rav,RicaPa00,rec_td,0,,,,,
player,201911030rav,rav,RicaPa00,rec_long,8,,,,,
player,201911030rav,rav,RicaPa00,fumbles,0,,,,,
player,201911030rav,rav,RicaPa00,fumbles_lost,0,,,,,
player,201911030rav,rav,RobeSe00,pass_cmp,0,,,,,
player,201911030rav,rav,RobeSe00,pass_att,0,,,,,
player,201911030rav,rav,RobeSe00,pass_yds,0,,,,,
player,201911030rav,rav,RobeSe00,pass_td,0,,,,,
player,201911030rav,rav,RobeSe00,pass_int,0,,,,,
player,201911030rav,rav,RobeSe00,pass_sacked,0,,,,,
player,201911030rav,rav,RobeSe00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,RobeSe00,pass_long,0,,,,,
player,201911030rav,rav,RobeSe00,pass_rating,,,,,,
player,201911030rav,rav,RobeSe00,rush_att,0,,,,,
player,201911030rav,rav,RobeSe00,rush_yds,0,,,,,
player,201911030rav,rav,RobeSe00,rush_td,0,,,,,
player,201911030rav,rav,RobeSe00,rush_long,0,,,,,
player,201911030rav,rav,RobeSe00,targets,1,,,,,
player,201911030rav,rav,RobeSe00,rec,0,,,,,
player,201911030rav,rav,RobeSe00,rec_yds,0,,,,,
player,201911030rav,rav,RobeSe00,rec_td,0,,,,,
player,201911030rav,rav,RobeSe00,rec_long,0,,,,,
player,201911030rav,rav,RobeSe00,fumbles,0,,,,,
player,201911030rav,rav,RobeSe00,fumbles_lost,0,,,,,
player,201911030rav,rav,BoykMi00,pass_cmp,0,,,,,
player,201911030rav,rav,BoykMi00,pass_att,0,,,,,
player,201911030rav,rav,BoykMi00,pass_yds,0,,,,,
player,201911030rav,rav,BoykMi00,pass_td,0,,,,,
player,201911030rav,rav,BoykMi00,pass_int,0,,,,,
player,201911030rav,rav,BoykMi00,pass_sacked,0,,,,,
player,201911030rav,rav,BoykMi00,pass_sacked_yds,0,,,,,
player,201911030rav,rav,BoykMi00,pass_long,0,,,,,
player,201911030rav,rav,BoykMi00,pass_rating,,,,,,
player,201911030rav,rav,BoykMi00,rush_att,0,,,,,
player,201911030rav,rav,BoykMi00,rush_yds,0,,,,,
player,201911030rav,rav,BoykMi00,rush_td,0,,,,,
player,201911030rav,rav,BoykMi00,rush_long,0,,,,,
player,201911030rav,rav,BoykMi00,targets,1,,,,,
player,201911030rav,rav,BoykMi00,rec,0,,,,,
player,201911030rav,rav,BoykMi00,rec_yds,0,,,,,
player,201911030rav,rav,BoykMi00,rec_td,0,,,,,
player,201911030rav,rav,BoykMi00,rec_long,0,,,,,
player,201911030rav,rav,BoykMi00,fumbles,0,,,,,
player,201911030rav,rav,BoykMi00,fumbles_lost,0,,,,,
player,201911030rav,nwe,GuyxLa00,def_int,0,,,,,
player,201911030rav,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201911030rav,nwe,GuyxLa00,def_int_td,0,,,,,
player,201911030rav,nwe,GuyxLa00,def_int_long,0,,,,,
player,201911030rav,nwe,GuyxLa00,pass_defended,0,,,,,
player,201911030rav,nwe,GuyxLa00,sacks,1.0,,,,,
player,201911030rav,nwe,GuyxLa00,tackles_combined,4,,,,,
player,201911030rav,nwe,GuyxLa00,tackles_solo,2,,,,,
player,201911030rav,nwe,GuyxLa00,tackles_assists,2,,,,,
player,201911030rav,nwe,GuyxLa00,tackles_loss,2,,,,,
player,201911030rav,nwe,GuyxLa00,qb_hits,2,,,,,
player,201911030rav,nwe,GuyxLa00,fumbles_rec,1,,,,,
player,201911030rav,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201911030rav,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201911030rav,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201911030rav,nwe,HighDo01,def_int,0,,,,,
player,201911030rav,nwe,HighDo01,def_int_yds,0,,,,,
player,201911030rav,nwe,HighDo01,def_int_td,0,,,,,
player,201911030rav,nwe,HighDo01,def_int_long,0,,,,,
player,201911030rav,nwe,HighDo01,pass_defended,0,,,,,
player,201911030rav,nwe,HighDo01,sacks,0.0,,,,,
player,201911030rav,nwe,HighDo01,tackles_combined,13,,,,,
player,201911030rav,nwe,HighDo01,tackles_solo,9,,,,,
player,201911030rav,nwe,HighDo01,tackles_assists,4,,,,,
player,201911030rav,nwe,HighDo01,tackles_loss,1,,,,,
player,201911030rav,nwe,HighDo01,qb_hits,0,,,,,
