game,2019,4,20190929,201909290atl,oti,"Tennessee Titans",24,atl,"Atlanta Falcons",10
player,201909290atl,oti,HenrDe00,rec_td,0,,,,,
player,201909290atl,oti,HenrDe00,rec_long,8,,,,,
player,201909290atl,oti,HenrDe00,fumbles,1,,,,,
player,201909290atl,oti,HenrDe00,fumbles_lost,0,,,,,
player,201909290atl,oti,LewiDi00,pass_cmp,0,,,,,
player,201909290atl,oti,LewiDi00,pass_att,0,,,,,
player,201909290atl,oti,LewiDi00,pass_yds,0,,,,,
player,201909290atl,oti,LewiDi00,pass_td,0,,,,,
player,201909290atl,oti,LewiDi00,pass_int,0,,,,,
player,201909290atl,oti,LewiDi00,pass_sacked,0,,,,,
player,201909290atl,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201909290atl,oti,LewiDi00,pass_long,0,,,,,
player,201909290atl,oti,LewiDi00,pass_rating,,,,,,
player,201909290atl,oti,LewiDi00,rush_att,4,,,,,
player,201909290atl,oti,LewiDi00,rush_yds,16,,,,,
player,201909290atl,oti,LewiDi00,rush_td,0,,,,,
player,201909290atl,oti,LewiDi00,rush_long,7,,,,,
player,201909290atl,oti,LewiDi00,targets,5,,,,,
player,201909290atl,oti,LewiDi00,rec,4,,,,,
player,201909290atl,oti,LewiDi00,rec_yds,4,,,,,
player,201909290atl,oti,LewiDi00,rec_td,0,,,,,
player,201909290atl,oti,LewiDi00,rec_long,11,,,,,
player,201909290atl,oti,LewiDi00,fumbles,0,,,,,
player,201909290atl,oti,LewiDi00,fumbles_lost,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_cmp,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_att,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_yds,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_td,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_int,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_sacked,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_sacked_yds,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_long,0,,,,,
player,201909290atl,oti,BrowAJ00,pass_rating,,,,,,
player,201909290atl,oti,BrowAJ00,rush_att,0,,,,,
player,201909290atl,oti,BrowAJ00,rush_yds,0,,,,,
player,201909290atl,oti,BrowAJ00,rush_td,0,,,,,
player,201909290atl,oti,BrowAJ00,rush_long,0,,,,,
player,201909290atl,oti,BrowAJ00,targets,3,,,,,
player,201909290atl,oti,BrowAJ00,rec,3,,,,,
player,201909290atl,oti,BrowAJ00,rec_yds,94,,,,,
player,201909290atl,oti,BrowAJ00,rec_td,2,,,,,
player,201909290atl,oti,BrowAJ00,rec_long,55,,,,,
player,201909290atl,oti,BrowAJ00,fumbles,0,,,,,
player,201909290atl,oti,BrowAJ00,fumbles_lost,0,,,,,
player,201909290atl,oti,DaviCo03,pass_cmp,0,,,,,
player,201909290atl,oti,DaviCo03,pass_att,0,,,,,
player,201909290atl,oti,DaviCo03,pass_yds,0,,,,,
player,201909290atl,oti,DaviCo03,pass_td,0,,,,,
player,201909290atl,oti,DaviCo03,pass_int,0,,,,,
player,201909290atl,oti,DaviCo03,pass_sacked,0,,,,,
player,201909290atl,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201909290atl,oti,DaviCo03,pass_long,0,,,,,
player,201909290atl,oti,DaviCo03,pass_rating,,,,,,
player,201909290atl,oti,DaviCo03,rush_att,0,,,,,
player,201909290atl,oti,DaviCo03,rush_yds,0,,,,,
player,201909290atl,oti,DaviCo03,rush_td,0,,,,,
player,201909290atl,oti,DaviCo03,rush_long,0,,,,,
player,201909290atl,oti,DaviCo03,targets,6,,,,,
player,201909290atl,oti,DaviCo03,rec,5,,,,,
player,201909290atl,oti,DaviCo03,rec_yds,91,,,,,
player,201909290atl,oti,DaviCo03,rec_td,1,,,,,
player,201909290atl,oti,DaviCo03,rec_long,23,,,,,
player,201909290atl,oti,DaviCo03,fumbles,0,,,,,
player,201909290atl,oti,DaviCo03,fumbles_lost,0,,,,,
player,201909290atl,oti,HumpAd00,pass_cmp,0,,,,,
player,201909290atl,oti,HumpAd00,pass_att,0,,,,,
player,201909290atl,oti,HumpAd00,pass_yds,0,,,,,
player,201909290atl,oti,HumpAd00,pass_td,0,,,,,
player,201909290atl,oti,HumpAd00,pass_int,0,,,,,
player,201909290atl,oti,HumpAd00,pass_sacked,0,,,,,
player,201909290atl,oti,HumpAd00,pass_sacked_yds,0,,,,,
player,201909290atl,oti,HumpAd00,pass_long,0,,,,,
player,201909290atl,oti,HumpAd00,pass_rating,,,,,,
player,201909290atl,oti,HumpAd00,rush_att,0,,,,,
player,201909290atl,oti,HumpAd00,rush_yds,0,,,,,
player,201909290atl,oti,HumpAd00,rush_td,0,,,,,
player,201909290atl,oti,HumpAd00,rush_long,0,,,,,
player,201909290atl,oti,HumpAd00,targets,3,,,,,
player,201909290atl,oti,HumpAd00,rec,2,,,,,
player,201909290atl,oti,HumpAd00,rec_yds,15,,,,,
player,201909290atl,oti,HumpAd00,rec_td,0,,,,,
player,201909290atl,oti,HumpAd00,rec_long,9,,,,,
player,201909290atl,oti,HumpAd00,fumbles,0,,,,,
player,201909290atl,oti,HumpAd00,fumbles_lost,0,,,,,
player,201909290atl,oti,JennDa00,pass_cmp,0,,,,,
player,201909290atl,oti,JennDa00,pass_att,0,,,,,
player,201909290atl,oti,JennDa00,pass_yds,0,,,,,
player,201909290atl,oti,JennDa00,pass_td,0,,,,,
player,201909290atl,oti,JennDa00,pass_int,0,,,,,
player,201909290atl,oti,JennDa00,pass_sacked,0,,,,,
player,201909290atl,oti,JennDa00,pass_sacked_yds,0,,,,,
player,201909290atl,oti,JennDa00,pass_long,0,,,,,
player,201909290atl,oti,JennDa00,pass_rating,,,,,,
player,201909290atl,oti,JennDa00,rush_att,0,,,,,
player,201909290atl,oti,JennDa00,rush_yds,0,,,,,
player,201909290atl,oti,JennDa00,rush_td,0,,,,,
player,201909290atl,oti,JennDa00,rush_long,0,,,,,
player,201909290atl,oti,JennDa00,targets,1,,,,,
player,201909290atl,oti,JennDa00,rec,1,,,,,
player,201909290atl,oti,JennDa00,rec_yds,6,,,,,
player,201909290atl,oti,JennDa00,rec_td,0,,,,,
player,201909290atl,oti,JennDa00,rec_long,6,,,,,
player,201909290atl,oti,JennDa00,fumbles,0,,,,,
player,201909290atl,oti,JennDa00,fumbles_lost,0,,,,,
player,201909290atl,oti,SmitJo01,pass_cmp,0,,,,,
player,201909290atl,oti,SmitJo01,pass_att,0,,,,,
player,201909290atl,oti,SmitJo01,pass_yds,0,,,,,
player,201909290atl,oti,SmitJo01,pass_td,0,,,,,
player,201909290atl,oti,SmitJo01,pass_int,0,,,,,
player,201909290atl,oti,SmitJo01,pass_sacked,0,,,,,
player,201909290atl,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201909290atl,oti,SmitJo01,pass_long,0,,,,,
player,201909290atl,oti,SmitJo01,pass_rating,,,,,,
player,201909290atl,oti,SmitJo01,rush_att,0,,,,,
player,201909290atl,oti,SmitJo01,rush_yds,0,,,,,
player,201909290atl,oti,SmitJo01,rush_td,0,,,,,
player,201909290atl,oti,SmitJo01,rush_long,0,,,,,
player,201909290atl,oti,SmitJo01,targets,1,,,,,
player,201909290atl,oti,SmitJo01,rec,1,,,,,
player,201909290atl,oti,SmitJo01,rec_yds,5,,,,,
player,201909290atl,oti,SmitJo01,rec_td,0,,,,,
player,201909290atl,oti,SmitJo01,rec_long,5,,,,,
player,201909290atl,oti,SmitJo01,fumbles,0,,,,,
player,201909290atl,oti,SmitJo01,fumbles_lost,0,,,,,
player,201909290atl,oti,WalkHu00,pass_cmp,0,,,,,
player,201909290atl,oti,WalkHu00,pass_att,0,,,,,
player,201909290atl,oti,WalkHu00,pass_yds,0,,,,,
player,201909290atl,oti,WalkHu00,pass_td,0,,,,,
player,201909290atl,oti,WalkHu00,pass_int,0,,,,,
player,201909290atl,oti,WalkHu00,pass_sacked,0,,,,,
player,201909290atl,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201909290atl,oti,WalkHu00,pass_long,0,,,,,
player,201909290atl,oti,WalkHu00,pass_rating,,,,,,
player,201909290atl,oti,WalkHu00,rush_att,0,,,,,
player,201909290atl,oti,WalkHu00,rush_yds,0,,,,,
player,201909290atl,oti,WalkHu00,rush_td,0,,,,,
player,201909290atl,oti,WalkHu00,rush_long,0,,,,,
player,201909290atl,oti,WalkHu00,targets,2,,,,,
player,201909290atl,oti,WalkHu00,rec,1,,,,,
player,201909290atl,oti,WalkHu00,rec_yds,4,,,,,
player,201909290atl,oti,WalkHu00,rec_td,0,,,,,
player,201909290atl,oti,WalkHu00,rec_long,4,,,,,
player,201909290atl,oti,WalkHu00,fumbles,1,,,,,
player,201909290atl,oti,WalkHu00,fumbles_lost,0,,,,,
player,201909290atl,atl,RyanMa00,pass_cmp,35,,,,,
player,201909290atl,atl,RyanMa00,pass_att,53,,,,,
player,201909290atl,atl,RyanMa00,pass_yds,397,,,,,
player,201909290atl,atl,RyanMa00,pass_td,0,,,,,
player,201909290atl,atl,RyanMa00,pass_int,0,,,,,
player,201909290atl,atl,RyanMa00,pass_sacked,5,,,,,
player,201909290atl,atl,RyanMa00,pass_sacked_yds,33,,,,,
player,201909290atl,atl,RyanMa00,pass_long,28,,,,,
player,201909290atl,atl,RyanMa00,pass_rating,88.3,,,,,
player,201909290atl,atl,RyanMa00,rush_att,2,,,,,
player,201909290atl,atl,RyanMa00,rush_yds,18,,,,,
player,201909290atl,atl,RyanMa00,rush_td,0,,,,,
player,201909290atl,atl,RyanMa00,rush_long,12,,,,,
player,201909290atl,atl,RyanMa00,targets,0,,,,,
player,201909290atl,atl,RyanMa00,rec,0,,,,,
player,201909290atl,atl,RyanMa00,rec_yds,0,,,,,
player,201909290atl,atl,RyanMa00,rec_td,0,,,,,
player,201909290atl,atl,RyanMa00,rec_long,0,,,,,
player,201909290atl,atl,RyanMa00,fumbles,1,,,,,
player,201909290atl,atl,RyanMa00,fumbles_lost,1,,,,,
player,201909290atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201909290atl,atl,FreeDe00,pass_att,0,,,,,
player,201909290atl,atl,FreeDe00,pass_yds,0,,,,,
player,201909290atl,atl,FreeDe00,pass_td,0,,,,,
player,201909290atl,atl,FreeDe00,pass_int,0,,,,,
player,201909290atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201909290atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,FreeDe00,pass_long,0,,,,,
player,201909290atl,atl,FreeDe00,pass_rating,,,,,,
player,201909290atl,atl,FreeDe00,rush_att,12,,,,,
player,201909290atl,atl,FreeDe00,rush_yds,28,,,,,
player,201909290atl,atl,FreeDe00,rush_td,0,,,,,
player,201909290atl,atl,FreeDe00,rush_long,8,,,,,
player,201909290atl,atl,FreeDe00,targets,9,,,,,
player,201909290atl,atl,FreeDe00,rec,8,,,,,
player,201909290atl,atl,FreeDe00,rec_yds,72,,,,,
player,201909290atl,atl,FreeDe00,rec_td,0,,,,,
player,201909290atl,atl,FreeDe00,rec_long,22,,,,,
player,201909290atl,atl,FreeDe00,fumbles,0,,,,,
player,201909290atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201909290atl,atl,SmitIt00,pass_cmp,0,,,,,
player,201909290atl,atl,SmitIt00,pass_att,0,,,,,
player,201909290atl,atl,SmitIt00,pass_yds,0,,,,,
player,201909290atl,atl,SmitIt00,pass_td,0,,,,,
player,201909290atl,atl,SmitIt00,pass_int,0,,,,,
player,201909290atl,atl,SmitIt00,pass_sacked,0,,,,,
player,201909290atl,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,SmitIt00,pass_long,0,,,,,
player,201909290atl,atl,SmitIt00,pass_rating,,,,,,
player,201909290atl,atl,SmitIt00,rush_att,2,,,,,
player,201909290atl,atl,SmitIt00,rush_yds,11,,,,,
player,201909290atl,atl,SmitIt00,rush_td,1,,,,,
player,201909290atl,atl,SmitIt00,rush_long,10,,,,,
player,201909290atl,atl,SmitIt00,targets,4,,,,,
player,201909290atl,atl,SmitIt00,rec,2,,,,,
player,201909290atl,atl,SmitIt00,rec_yds,20,,,,,
player,201909290atl,atl,SmitIt00,rec_td,0,,,,,
player,201909290atl,atl,SmitIt00,rec_long,11,,,,,
player,201909290atl,atl,SmitIt00,fumbles,0,,,,,
player,201909290atl,atl,SmitIt00,fumbles_lost,0,,,,,
player,201909290atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201909290atl,atl,JoneJu02,pass_att,0,,,,,
player,201909290atl,atl,JoneJu02,pass_yds,0,,,,,
player,201909290atl,atl,JoneJu02,pass_td,0,,,,,
player,201909290atl,atl,JoneJu02,pass_int,0,,,,,
player,201909290atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201909290atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201909290atl,atl,JoneJu02,pass_long,0,,,,,
player,201909290atl,atl,JoneJu02,pass_rating,,,,,,
player,201909290atl,atl,JoneJu02,rush_att,1,,,,,
player,201909290atl,atl,JoneJu02,rush_yds,1,,,,,
player,201909290atl,atl,JoneJu02,rush_td,0,,,,,
player,201909290atl,atl,JoneJu02,rush_long,1,,,,,
player,201909290atl,atl,JoneJu02,targets,7,,,,,
player,201909290atl,atl,JoneJu02,rec,4,,,,,
player,201909290atl,atl,JoneJu02,rec_yds,52,,,,,
player,201909290atl,atl,JoneJu02,rec_td,0,,,,,
player,201909290atl,atl,JoneJu02,rec_long,20,,,,,
player,201909290atl,atl,JoneJu02,fumbles,0,,,,,
player,201909290atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201909290atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201909290atl,atl,HoopAu00,pass_att,0,,,,,
player,201909290atl,atl,HoopAu00,pass_yds,0,,,,,
player,201909290atl,atl,HoopAu00,pass_td,0,,,,,
player,201909290atl,atl,HoopAu00,pass_int,0,,,,,
player,201909290atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201909290atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,HoopAu00,pass_long,0,,,,,
player,201909290atl,atl,HoopAu00,pass_rating,,,,,,
player,201909290atl,atl,HoopAu00,rush_att,0,,,,,
player,201909290atl,atl,HoopAu00,rush_yds,0,,,,,
player,201909290atl,atl,HoopAu00,rush_td,0,,,,,
player,201909290atl,atl,HoopAu00,rush_long,0,,,,,
player,201909290atl,atl,HoopAu00,targets,11,,,,,
player,201909290atl,atl,HoopAu00,rec,9,,,,,
player,201909290atl,atl,HoopAu00,rec_yds,130,,,,,
player,201909290atl,atl,HoopAu00,rec_td,0,,,,,
player,201909290atl,atl,HoopAu00,rec_long,28,,,,,
player,201909290atl,atl,HoopAu00,fumbles,0,,,,,
player,201909290atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201909290atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201909290atl,atl,SanuMo00,pass_att,0,,,,,
player,201909290atl,atl,SanuMo00,pass_yds,0,,,,,
player,201909290atl,atl,SanuMo00,pass_td,0,,,,,
player,201909290atl,atl,SanuMo00,pass_int,0,,,,,
player,201909290atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201909290atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,SanuMo00,pass_long,0,,,,,
player,201909290atl,atl,SanuMo00,pass_rating,,,,,,
player,201909290atl,atl,SanuMo00,rush_att,0,,,,,
player,201909290atl,atl,SanuMo00,rush_yds,0,,,,,
player,201909290atl,atl,SanuMo00,rush_td,0,,,,,
player,201909290atl,atl,SanuMo00,rush_long,0,,,,,
player,201909290atl,atl,SanuMo00,targets,12,,,,,
player,201909290atl,atl,SanuMo00,rec,9,,,,,
player,201909290atl,atl,SanuMo00,rec_yds,91,,,,,
player,201909290atl,atl,SanuMo00,rec_td,0,,,,,
player,201909290atl,atl,SanuMo00,rec_long,28,,,,,
player,201909290atl,atl,SanuMo00,fumbles,0,,,,,
player,201909290atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201909290atl,atl,RidlCa00,pass_cmp,0,,,,,
player,201909290atl,atl,RidlCa00,pass_att,0,,,,,
player,201909290atl,atl,RidlCa00,pass_yds,0,,,,,
player,201909290atl,atl,RidlCa00,pass_td,0,,,,,
player,201909290atl,atl,RidlCa00,pass_int,0,,,,,
player,201909290atl,atl,RidlCa00,pass_sacked,0,,,,,
player,201909290atl,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,RidlCa00,pass_long,0,,,,,
player,201909290atl,atl,RidlCa00,pass_rating,,,,,,
player,201909290atl,atl,RidlCa00,rush_att,0,,,,,
player,201909290atl,atl,RidlCa00,rush_yds,0,,,,,
player,201909290atl,atl,RidlCa00,rush_td,0,,,,,
player,201909290atl,atl,RidlCa00,rush_long,0,,,,,
player,201909290atl,atl,RidlCa00,targets,6,,,,,
player,201909290atl,atl,RidlCa00,rec,3,,,,,
player,201909290atl,atl,RidlCa00,rec_yds,32,,,,,
player,201909290atl,atl,RidlCa00,rec_td,0,,,,,
player,201909290atl,atl,RidlCa00,rec_long,21,,,,,
player,201909290atl,atl,RidlCa00,fumbles,0,,,,,
player,201909290atl,atl,RidlCa00,fumbles_lost,0,,,,,
player,201909290atl,atl,StocLu00,pass_cmp,0,,,,,
player,201909290atl,atl,StocLu00,pass_att,0,,,,,
player,201909290atl,atl,StocLu00,pass_yds,0,,,,,
player,201909290atl,atl,StocLu00,pass_td,0,,,,,
player,201909290atl,atl,StocLu00,pass_int,0,,,,,
player,201909290atl,atl,StocLu00,pass_sacked,0,,,,,
player,201909290atl,atl,StocLu00,pass_sacked_yds,0,,,,,
player,201909290atl,atl,StocLu00,pass_long,0,,,,,
player,201909290atl,atl,StocLu00,pass_rating,,,,,,
player,201909290atl,atl,StocLu00,rush_att,0,,,,,
player,201909290atl,atl,StocLu00,rush_yds,0,,,,,
player,201909290atl,atl,StocLu00,rush_td,0,,,,,
player,201909290atl,atl,StocLu00,rush_long,0,,,,,
player,201909290atl,atl,StocLu00,targets,1,,,,,
player,201909290atl,atl,StocLu00,rec,0,,,,,
player,201909290atl,atl,StocLu00,rec_yds,0,,,,,
player,201909290atl,atl,StocLu00,rec_td,0,,,,,
player,201909290atl,atl,StocLu00,rec_long,0,,,,,
player,201909290atl,atl,StocLu00,fumbles,0,,,,,
player,201909290atl,atl,StocLu00,fumbles_lost,0,,,,,
player,201909290atl,oti,LandHa00,def_int,0,,,,,
player,201909290atl,oti,LandHa00,def_int_yds,0,,,,,
player,201909290atl,oti,LandHa00,def_int_td,0,,,,,
player,201909290atl,oti,LandHa00,def_int_long,0,,,,,
player,201909290atl,oti,LandHa00,pass_defended,0,,,,,
player,201909290atl,oti,LandHa00,sacks,2.0,,,,,
player,201909290atl,oti,LandHa00,tackles_combined,4,,,,,
player,201909290atl,oti,LandHa00,tackles_solo,3,,,,,
player,201909290atl,oti,LandHa00,tackles_assists,1,,,,,
player,201909290atl,oti,LandHa00,tackles_loss,2,,,,,
player,201909290atl,oti,LandHa00,qb_hits,2,,,,,
player,201909290atl,oti,LandHa00,fumbles_rec,0,,,,,
player,201909290atl,oti,LandHa00,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,LandHa00,fumbles_rec_td,0,,,,,
player,201909290atl,oti,LandHa00,fumbles_forced,0,,,,,
player,201909290atl,oti,BrowJa06,def_int,0,,,,,
player,201909290atl,oti,BrowJa06,def_int_yds,0,,,,,
player,201909290atl,oti,BrowJa06,def_int_td,0,,,,,
player,201909290atl,oti,BrowJa06,def_int_long,0,,,,,
player,201909290atl,oti,BrowJa06,pass_defended,1,,,,,
player,201909290atl,oti,BrowJa06,sacks,1.0,,,,,
player,201909290atl,oti,BrowJa06,tackles_combined,7,,,,,
player,201909290atl,oti,BrowJa06,tackles_solo,3,,,,,
player,201909290atl,oti,BrowJa06,tackles_assists,4,,,,,
player,201909290atl,oti,BrowJa06,tackles_loss,1,,,,,
player,201909290atl,oti,BrowJa06,qb_hits,3,,,,,
player,201909290atl,oti,BrowJa06,fumbles_rec,0,,,,,
player,201909290atl,oti,BrowJa06,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,BrowJa06,fumbles_rec_td,0,,,,,
player,201909290atl,oti,BrowJa06,fumbles_forced,0,,,,,
player,201909290atl,oti,CaseJu00,def_int,0,,,,,
player,201909290atl,oti,CaseJu00,def_int_yds,0,,,,,
player,201909290atl,oti,CaseJu00,def_int_td,0,,,,,
player,201909290atl,oti,CaseJu00,def_int_long,0,,,,,
player,201909290atl,oti,CaseJu00,pass_defended,0,,,,,
player,201909290atl,oti,CaseJu00,sacks,1.0,,,,,
player,201909290atl,oti,CaseJu00,tackles_combined,4,,,,,
player,201909290atl,oti,CaseJu00,tackles_solo,3,,,,,
player,201909290atl,oti,CaseJu00,tackles_assists,1,,,,,
player,201909290atl,oti,CaseJu00,tackles_loss,0,,,,,
player,201909290atl,oti,CaseJu00,qb_hits,1,,,,,
player,201909290atl,oti,CaseJu00,fumbles_rec,1,,,,,
player,201909290atl,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201909290atl,oti,CaseJu00,fumbles_forced,1,,,,,
player,201909290atl,oti,EvanRa01,def_int,0,,,,,
player,201909290atl,oti,EvanRa01,def_int_yds,0,,,,,
player,201909290atl,oti,EvanRa01,def_int_td,0,,,,,
player,201909290atl,oti,EvanRa01,def_int_long,0,,,,,
player,201909290atl,oti,EvanRa01,pass_defended,0,,,,,
player,201909290atl,oti,EvanRa01,sacks,0.5,,,,,
player,201909290atl,oti,EvanRa01,tackles_combined,10,,,,,
player,201909290atl,oti,EvanRa01,tackles_solo,5,,,,,
player,201909290atl,oti,EvanRa01,tackles_assists,5,,,,,
player,201909290atl,oti,EvanRa01,tackles_loss,0,,,,,
player,201909290atl,oti,EvanRa01,qb_hits,2,,,,,
player,201909290atl,oti,EvanRa01,fumbles_rec,0,,,,,
player,201909290atl,oti,EvanRa01,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,EvanRa01,fumbles_rec_td,0,,,,,
player,201909290atl,oti,EvanRa01,fumbles_forced,0,,,,,
player,201909290atl,oti,MackIs00,def_int,0,,,,,
player,201909290atl,oti,MackIs00,def_int_yds,0,,,,,
player,201909290atl,oti,MackIs00,def_int_td,0,,,,,
player,201909290atl,oti,MackIs00,def_int_long,0,,,,,
player,201909290atl,oti,MackIs00,pass_defended,0,,,,,
player,201909290atl,oti,MackIs00,sacks,0.5,,,,,
player,201909290atl,oti,MackIs00,tackles_combined,2,,,,,
player,201909290atl,oti,MackIs00,tackles_solo,0,,,,,
player,201909290atl,oti,MackIs00,tackles_assists,2,,,,,
player,201909290atl,oti,MackIs00,tackles_loss,0,,,,,
player,201909290atl,oti,MackIs00,qb_hits,1,,,,,
player,201909290atl,oti,MackIs00,fumbles_rec,0,,,,,
player,201909290atl,oti,MackIs00,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,MackIs00,fumbles_rec_td,0,,,,,
player,201909290atl,oti,MackIs00,fumbles_forced,0,,,,,
player,201909290atl,oti,RyanLo00,def_int,0,,,,,
player,201909290atl,oti,RyanLo00,def_int_yds,0,,,,,
player,201909290atl,oti,RyanLo00,def_int_td,0,,,,,
player,201909290atl,oti,RyanLo00,def_int_long,0,,,,,
player,201909290atl,oti,RyanLo00,pass_defended,0,,,,,
player,201909290atl,oti,RyanLo00,sacks,0.0,,,,,
player,201909290atl,oti,RyanLo00,tackles_combined,8,,,,,
player,201909290atl,oti,RyanLo00,tackles_solo,3,,,,,
player,201909290atl,oti,RyanLo00,tackles_assists,5,,,,,
player,201909290atl,oti,RyanLo00,tackles_loss,0,,,,,
player,201909290atl,oti,RyanLo00,qb_hits,0,,,,,
player,201909290atl,oti,RyanLo00,fumbles_rec,0,,,,,
player,201909290atl,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201909290atl,oti,RyanLo00,fumbles_rec_td,0,,,,,
