game,2019,1,20190908,201909080min,atl,"Atlanta Falcons",12,min,"Minnesota Vikings",28
player,201909080min,atl,HardJu00,pass_rating,,,,,,
player,201909080min,atl,HardJu00,rush_att,0,,,,,
player,201909080min,atl,HardJu00,rush_yds,0,,,,,
player,201909080min,atl,HardJu00,rush_td,0,,,,,
player,201909080min,atl,HardJu00,rush_long,0,,,,,
player,201909080min,atl,HardJu00,targets,5,,,,,
player,201909080min,atl,HardJu00,rec,4,,,,,
player,201909080min,atl,HardJu00,rec_yds,41,,,,,
player,201909080min,atl,HardJu00,rec_td,0,,,,,
player,201909080min,atl,HardJu00,rec_long,23,,,,,
player,201909080min,atl,HardJu00,fumbles,0,,,,,
player,201909080min,atl,HardJu00,fumbles_lost,0,,,,,
player,201909080min,atl,JoneJu02,pass_cmp,0,,,,,
player,201909080min,atl,JoneJu02,pass_att,0,,,,,
player,201909080min,atl,JoneJu02,pass_yds,0,,,,,
player,201909080min,atl,JoneJu02,pass_td,0,,,,,
player,201909080min,atl,JoneJu02,pass_int,0,,,,,
player,201909080min,atl,JoneJu02,pass_sacked,0,,,,,
player,201909080min,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201909080min,atl,JoneJu02,pass_long,0,,,,,
player,201909080min,atl,JoneJu02,pass_rating,,,,,,
player,201909080min,atl,JoneJu02,rush_att,0,,,,,
player,201909080min,atl,JoneJu02,rush_yds,0,,,,,
player,201909080min,atl,JoneJu02,rush_td,0,,,,,
player,201909080min,atl,JoneJu02,rush_long,0,,,,,
player,201909080min,atl,JoneJu02,targets,11,,,,,
player,201909080min,atl,JoneJu02,rec,6,,,,,
player,201909080min,atl,JoneJu02,rec_yds,31,,,,,
player,201909080min,atl,JoneJu02,rec_td,1,,,,,
player,201909080min,atl,JoneJu02,rec_long,10,,,,,
player,201909080min,atl,JoneJu02,fumbles,0,,,,,
player,201909080min,atl,JoneJu02,fumbles_lost,0,,,,,
player,201909080min,atl,StocLu00,pass_cmp,0,,,,,
player,201909080min,atl,StocLu00,pass_att,0,,,,,
player,201909080min,atl,StocLu00,pass_yds,0,,,,,
player,201909080min,atl,StocLu00,pass_td,0,,,,,
player,201909080min,atl,StocLu00,pass_int,0,,,,,
player,201909080min,atl,StocLu00,pass_sacked,0,,,,,
player,201909080min,atl,StocLu00,pass_sacked_yds,0,,,,,
player,201909080min,atl,StocLu00,pass_long,0,,,,,
player,201909080min,atl,StocLu00,pass_rating,,,,,,
player,201909080min,atl,StocLu00,rush_att,0,,,,,
player,201909080min,atl,StocLu00,rush_yds,0,,,,,
player,201909080min,atl,StocLu00,rush_td,0,,,,,
player,201909080min,atl,StocLu00,rush_long,0,,,,,
player,201909080min,atl,StocLu00,targets,1,,,,,
player,201909080min,atl,StocLu00,rec,0,,,,,
player,201909080min,atl,StocLu00,rec_yds,0,,,,,
player,201909080min,atl,StocLu00,rec_td,0,,,,,
player,201909080min,atl,StocLu00,rec_long,0,,,,,
player,201909080min,atl,StocLu00,fumbles,0,,,,,
player,201909080min,atl,StocLu00,fumbles_lost,0,,,,,
player,201909080min,atl,GageRu00,pass_cmp,0,,,,,
player,201909080min,atl,GageRu00,pass_att,0,,,,,
player,201909080min,atl,GageRu00,pass_yds,0,,,,,
player,201909080min,atl,GageRu00,pass_td,0,,,,,
player,201909080min,atl,GageRu00,pass_int,0,,,,,
player,201909080min,atl,GageRu00,pass_sacked,0,,,,,
player,201909080min,atl,GageRu00,pass_sacked_yds,0,,,,,
player,201909080min,atl,GageRu00,pass_long,0,,,,,
player,201909080min,atl,GageRu00,pass_rating,,,,,,
player,201909080min,atl,GageRu00,rush_att,1,,,,,
player,201909080min,atl,GageRu00,rush_yds,-1,,,,,
player,201909080min,atl,GageRu00,rush_td,0,,,,,
player,201909080min,atl,GageRu00,rush_long,-1,,,,,
player,201909080min,atl,GageRu00,targets,2,,,,,
player,201909080min,atl,GageRu00,rec,1,,,,,
player,201909080min,atl,GageRu00,rec_yds,13,,,,,
player,201909080min,atl,GageRu00,rec_td,0,,,,,
player,201909080min,atl,GageRu00,rec_long,13,,,,,
player,201909080min,atl,GageRu00,fumbles,0,,,,,
player,201909080min,atl,GageRu00,fumbles_lost,0,,,,,
player,201909080min,min,CousKi00,pass_cmp,8,,,,,
player,201909080min,min,CousKi00,pass_att,10,,,,,
player,201909080min,min,CousKi00,pass_yds,98,,,,,
player,201909080min,min,CousKi00,pass_td,1,,,,,
player,201909080min,min,CousKi00,pass_int,0,,,,,
player,201909080min,min,CousKi00,pass_sacked,1,,,,,
player,201909080min,min,CousKi00,pass_sacked_yds,1,,,,,
player,201909080min,min,CousKi00,pass_long,31,,,,,
player,201909080min,min,CousKi00,pass_rating,140.8,,,,,
player,201909080min,min,CousKi00,rush_att,6,,,,,
player,201909080min,min,CousKi00,rush_yds,4,,,,,
player,201909080min,min,CousKi00,rush_td,1,,,,,
player,201909080min,min,CousKi00,rush_long,3,,,,,
player,201909080min,min,CousKi00,targets,0,,,,,
player,201909080min,min,CousKi00,rec,0,,,,,
player,201909080min,min,CousKi00,rec_yds,0,,,,,
player,201909080min,min,CousKi00,rec_td,0,,,,,
player,201909080min,min,CousKi00,rec_long,0,,,,,
player,201909080min,min,CousKi00,fumbles,2,,,,,
player,201909080min,min,CousKi00,fumbles_lost,0,,,,,
player,201909080min,min,CookDa01,pass_cmp,0,,,,,
player,201909080min,min,CookDa01,pass_att,0,,,,,
player,201909080min,min,CookDa01,pass_yds,0,,,,,
player,201909080min,min,CookDa01,pass_td,0,,,,,
player,201909080min,min,CookDa01,pass_int,0,,,,,
player,201909080min,min,CookDa01,pass_sacked,0,,,,,
player,201909080min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201909080min,min,CookDa01,pass_long,0,,,,,
player,201909080min,min,CookDa01,pass_rating,,,,,,
player,201909080min,min,CookDa01,rush_att,21,,,,,
player,201909080min,min,CookDa01,rush_yds,111,,,,,
player,201909080min,min,CookDa01,rush_td,2,,,,,
player,201909080min,min,CookDa01,rush_long,22,,,,,
player,201909080min,min,CookDa01,targets,2,,,,,
player,201909080min,min,CookDa01,rec,2,,,,,
player,201909080min,min,CookDa01,rec_yds,9,,,,,
player,201909080min,min,CookDa01,rec_td,0,,,,,
player,201909080min,min,CookDa01,rec_long,8,,,,,
player,201909080min,min,CookDa01,fumbles,0,,,,,
player,201909080min,min,CookDa01,fumbles_lost,0,,,,,
player,201909080min,min,MattAl01,pass_cmp,0,,,,,
player,201909080min,min,MattAl01,pass_att,0,,,,,
player,201909080min,min,MattAl01,pass_yds,0,,,,,
player,201909080min,min,MattAl01,pass_td,0,,,,,
player,201909080min,min,MattAl01,pass_int,0,,,,,
player,201909080min,min,MattAl01,pass_sacked,0,,,,,
player,201909080min,min,MattAl01,pass_sacked_yds,0,,,,,
player,201909080min,min,MattAl01,pass_long,0,,,,,
player,201909080min,min,MattAl01,pass_rating,,,,,,
player,201909080min,min,MattAl01,rush_att,9,,,,,
player,201909080min,min,MattAl01,rush_yds,49,,,,,
player,201909080min,min,MattAl01,rush_td,0,,,,,
player,201909080min,min,MattAl01,rush_long,23,,,,,
player,201909080min,min,MattAl01,targets,0,,,,,
player,201909080min,min,MattAl01,rec,0,,,,,
player,201909080min,min,MattAl01,rec_yds,0,,,,,
player,201909080min,min,MattAl01,rec_td,0,,,,,
player,201909080min,min,MattAl01,rec_long,0,,,,,
player,201909080min,min,MattAl01,fumbles,0,,,,,
player,201909080min,min,MattAl01,fumbles_lost,0,,,,,
player,201909080min,min,AbduAm00,pass_cmp,0,,,,,
player,201909080min,min,AbduAm00,pass_att,0,,,,,
player,201909080min,min,AbduAm00,pass_yds,0,,,,,
player,201909080min,min,AbduAm00,pass_td,0,,,,,
player,201909080min,min,AbduAm00,pass_int,0,,,,,
player,201909080min,min,AbduAm00,pass_sacked,0,,,,,
player,201909080min,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201909080min,min,AbduAm00,pass_long,0,,,,,
player,201909080min,min,AbduAm00,pass_rating,,,,,,
player,201909080min,min,AbduAm00,rush_att,2,,,,,
player,201909080min,min,AbduAm00,rush_yds,8,,,,,
player,201909080min,min,AbduAm00,rush_td,0,,,,,
player,201909080min,min,AbduAm00,rush_long,6,,,,,
player,201909080min,min,AbduAm00,targets,0,,,,,
player,201909080min,min,AbduAm00,rec,0,,,,,
player,201909080min,min,AbduAm00,rec_yds,0,,,,,
player,201909080min,min,AbduAm00,rec_td,0,,,,,
player,201909080min,min,AbduAm00,rec_long,0,,,,,
player,201909080min,min,AbduAm00,fumbles,0,,,,,
player,201909080min,min,AbduAm00,fumbles_lost,0,,,,,
player,201909080min,min,ThieAd00,pass_cmp,0,,,,,
player,201909080min,min,ThieAd00,pass_att,0,,,,,
player,201909080min,min,ThieAd00,pass_yds,0,,,,,
player,201909080min,min,ThieAd00,pass_td,0,,,,,
player,201909080min,min,ThieAd00,pass_int,0,,,,,
player,201909080min,min,ThieAd00,pass_sacked,0,,,,,
player,201909080min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201909080min,min,ThieAd00,pass_long,0,,,,,
player,201909080min,min,ThieAd00,pass_rating,,,,,,
player,201909080min,min,ThieAd00,rush_att,0,,,,,
player,201909080min,min,ThieAd00,rush_yds,0,,,,,
player,201909080min,min,ThieAd00,rush_td,0,,,,,
player,201909080min,min,ThieAd00,rush_long,0,,,,,
player,201909080min,min,ThieAd00,targets,3,,,,,
player,201909080min,min,ThieAd00,rec,3,,,,,
player,201909080min,min,ThieAd00,rec_yds,43,,,,,
player,201909080min,min,ThieAd00,rec_td,1,,,,,
player,201909080min,min,ThieAd00,rec_long,23,,,,,
player,201909080min,min,ThieAd00,fumbles,0,,,,,
player,201909080min,min,ThieAd00,fumbles_lost,0,,,,,
player,201909080min,min,DiggSt00,pass_cmp,0,,,,,
player,201909080min,min,DiggSt00,pass_att,0,,,,,
player,201909080min,min,DiggSt00,pass_yds,0,,,,,
player,201909080min,min,DiggSt00,pass_td,0,,,,,
player,201909080min,min,DiggSt00,pass_int,0,,,,,
player,201909080min,min,DiggSt00,pass_sacked,0,,,,,
player,201909080min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201909080min,min,DiggSt00,pass_long,0,,,,,
player,201909080min,min,DiggSt00,pass_rating,,,,,,
player,201909080min,min,DiggSt00,rush_att,0,,,,,
player,201909080min,min,DiggSt00,rush_yds,0,,,,,
player,201909080min,min,DiggSt00,rush_td,0,,,,,
player,201909080min,min,DiggSt00,rush_long,0,,,,,
player,201909080min,min,DiggSt00,targets,2,,,,,
player,201909080min,min,DiggSt00,rec,2,,,,,
player,201909080min,min,DiggSt00,rec_yds,37,,,,,
player,201909080min,min,DiggSt00,rec_td,0,,,,,
player,201909080min,min,DiggSt00,rec_long,31,,,,,
player,201909080min,min,DiggSt00,fumbles,0,,,,,
player,201909080min,min,DiggSt00,fumbles_lost,0,,,,,
player,201909080min,min,BeebCh00,pass_cmp,0,,,,,
player,201909080min,min,BeebCh00,pass_att,0,,,,,
player,201909080min,min,BeebCh00,pass_yds,0,,,,,
player,201909080min,min,BeebCh00,pass_td,0,,,,,
player,201909080min,min,BeebCh00,pass_int,0,,,,,
player,201909080min,min,BeebCh00,pass_sacked,0,,,,,
player,201909080min,min,BeebCh00,pass_sacked_yds,0,,,,,
player,201909080min,min,BeebCh00,pass_long,0,,,,,
player,201909080min,min,BeebCh00,pass_rating,,,,,,
player,201909080min,min,BeebCh00,rush_att,0,,,,,
player,201909080min,min,BeebCh00,rush_yds,0,,,,,
player,201909080min,min,BeebCh00,rush_td,0,,,,,
player,201909080min,min,BeebCh00,rush_long,0,,,,,
player,201909080min,min,BeebCh00,targets,1,,,,,
player,201909080min,min,BeebCh00,rec,1,,,,,
player,201909080min,min,BeebCh00,rec_yds,9,,,,,
player,201909080min,min,BeebCh00,rec_td,0,,,,,
player,201909080min,min,BeebCh00,rec_long,9,,,,,
player,201909080min,min,BeebCh00,fumbles,0,,,,,
player,201909080min,min,BeebCh00,fumbles_lost,0,,,,,
player,201909080min,min,RudoKy00,pass_cmp,0,,,,,
player,201909080min,min,RudoKy00,pass_att,0,,,,,
player,201909080min,min,RudoKy00,pass_yds,0,,,,,
player,201909080min,min,RudoKy00,pass_td,0,,,,,
player,201909080min,min,RudoKy00,pass_int,0,,,,,
player,201909080min,min,RudoKy00,pass_sacked,0,,,,,
player,201909080min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201909080min,min,RudoKy00,pass_long,0,,,,,
player,201909080min,min,RudoKy00,pass_rating,,,,,,
player,201909080min,min,RudoKy00,rush_att,0,,,,,
player,201909080min,min,RudoKy00,rush_yds,0,,,,,
player,201909080min,min,RudoKy00,rush_td,0,,,,,
player,201909080min,min,RudoKy00,rush_long,0,,,,,
player,201909080min,min,RudoKy00,targets,1,,,,,
player,201909080min,min,RudoKy00,rec,0,,,,,
player,201909080min,min,RudoKy00,rec_yds,0,,,,,
player,201909080min,min,RudoKy00,rec_td,0,,,,,
player,201909080min,min,RudoKy00,rec_long,0,,,,,
player,201909080min,min,RudoKy00,fumbles,0,,,,,
player,201909080min,min,RudoKy00,fumbles_lost,0,,,,,
player,201909080min,atl,JarrGr00,def_int,0,,,,,
player,201909080min,atl,JarrGr00,def_int_yds,0,,,,,
player,201909080min,atl,JarrGr00,def_int_td,0,,,,,
player,201909080min,atl,JarrGr00,def_int_long,0,,,,,
player,201909080min,atl,JarrGr00,pass_defended,0,,,,,
player,201909080min,atl,JarrGr00,sacks,1.0,,,,,
player,201909080min,atl,JarrGr00,tackles_combined,5,,,,,
player,201909080min,atl,JarrGr00,tackles_solo,3,,,,,
player,201909080min,atl,JarrGr00,tackles_assists,2,,,,,
player,201909080min,atl,JarrGr00,tackles_loss,1,,,,,
player,201909080min,atl,JarrGr00,qb_hits,1,,,,,
player,201909080min,atl,JarrGr00,fumbles_rec,0,,,,,
player,201909080min,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201909080min,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201909080min,atl,JarrGr00,fumbles_forced,1,,,,,
player,201909080min,atl,CampDe00,def_int,0,,,,,
player,201909080min,atl,CampDe00,def_int_yds,0,,,,,
player,201909080min,atl,CampDe00,def_int_td,0,,,,,
player,201909080min,atl,CampDe00,def_int_long,0,,,,,
player,201909080min,atl,CampDe00,pass_defended,0,,,,,
player,201909080min,atl,CampDe00,sacks,0.0,,,,,
player,201909080min,atl,CampDe00,tackles_combined,8,,,,,
player,201909080min,atl,CampDe00,tackles_solo,6,,,,,
player,201909080min,atl,CampDe00,tackles_assists,2,,,,,
player,201909080min,atl,CampDe00,tackles_loss,0,,,,,
player,201909080min,atl,CampDe00,qb_hits,0,,,,,
player,201909080min,atl,CampDe00,fumbles_rec,0,,,,,
player,201909080min,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201909080min,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201909080min,atl,CampDe00,fumbles_forced,0,,,,,
player,201909080min,atl,DaviTy01,def_int,0,,,,,
player,201909080min,atl,DaviTy01,def_int_yds,0,,,,,
player,201909080min,atl,DaviTy01,def_int_td,0,,,,,
player,201909080min,atl,DaviTy01,def_int_long,0,,,,,
player,201909080min,atl,DaviTy01,pass_defended,0,,,,,
player,201909080min,atl,DaviTy01,sacks,0.0,,,,,
player,201909080min,atl,DaviTy01,tackles_combined,6,,,,,
player,201909080min,atl,DaviTy01,tackles_solo,3,,,,,
player,201909080min,atl,DaviTy01,tackles_assists,3,,,,,
player,201909080min,atl,DaviTy01,tackles_loss,1,,,,,
player,201909080min,atl,DaviTy01,qb_hits,0,,,,,
player,201909080min,atl,DaviTy01,fumbles_rec,0,,,,,
player,201909080min,atl,DaviTy01,fumbles_rec_yds,0,,,,,
player,201909080min,atl,DaviTy01,fumbles_rec_td,0,,,,,
player,201909080min,atl,DaviTy01,fumbles_forced,0,,,,,
player,201909080min,atl,BailAl00,def_int,0,,,,,
player,201909080min,atl,BailAl00,def_int_yds,0,,,,,
player,201909080min,atl,BailAl00,def_int_td,0,,,,,
player,201909080min,atl,BailAl00,def_int_long,0,,,,,
player,201909080min,atl,BailAl00,pass_defended,0,,,,,
player,201909080min,atl,BailAl00,sacks,0.0,,,,,
player,201909080min,atl,BailAl00,tackles_combined,5,,,,,
player,201909080min,atl,BailAl00,tackles_solo,4,,,,,
player,201909080min,atl,BailAl00,tackles_assists,1,,,,,
player,201909080min,atl,BailAl00,tackles_loss,1,,,,,
player,201909080min,atl,BailAl00,qb_hits,0,,,,,
player,201909080min,atl,BailAl00,fumbles_rec,0,,,,,
player,201909080min,atl,BailAl00,fumbles_rec_yds,0,,,,,
player,201909080min,atl,BailAl00,fumbles_rec_td,0,,,,,
player,201909080min,atl,BailAl00,fumbles_forced,0,,,,,
player,201909080min,atl,CrawJa00,def_int,0,,,,,
player,201909080min,atl,CrawJa00,def_int_yds,0,,,,,
player,201909080min,atl,CrawJa00,def_int_td,0,,,,,
player,201909080min,atl,CrawJa00,def_int_long,0,,,,,
player,201909080min,atl,CrawJa00,pass_defended,0,,,,,
player,201909080min,atl,CrawJa00,sacks,0.0,,,,,
player,201909080min,atl,CrawJa00,tackles_combined,4,,,,,
player,201909080min,atl,CrawJa00,tackles_solo,1,,,,,
player,201909080min,atl,CrawJa00,tackles_assists,3,,,,,
player,201909080min,atl,CrawJa00,tackles_loss,0,,,,,
player,201909080min,atl,CrawJa00,qb_hits,0,,,,,
player,201909080min,atl,CrawJa00,fumbles_rec,0,,,,,
player,201909080min,atl,CrawJa00,fumbles_rec_yds,0,,,,,
player,201909080min,atl,CrawJa00,fumbles_rec_td,0,,,,,
player,201909080min,atl,CrawJa00,fumbles_forced,0,,,,,
player,201909080min,atl,JoneDe01,def_int,0,,,,,
player,201909080min,atl,JoneDe01,def_int_yds,0,,,,,
player,201909080min,atl,JoneDe01,def_int_td,0,,,,,
player,201909080min,atl,JoneDe01,def_int_long,0,,,,,
player,201909080min,atl,JoneDe01,pass_defended,0,,,,,
player,201909080min,atl,JoneDe01,sacks,0.0,,,,,
player,201909080min,atl,JoneDe01,tackles_combined,4,,,,,
player,201909080min,atl,JoneDe01,tackles_solo,4,,,,,
player,201909080min,atl,JoneDe01,tackles_assists,0,,,,,
player,201909080min,atl,JoneDe01,tackles_loss,0,,,,,
player,201909080min,atl,JoneDe01,qb_hits,0,,,,,
player,201909080min,atl,JoneDe01,fumbles_rec,0,,,,,
player,201909080min,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201909080min,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201909080min,atl,JoneDe01,fumbles_forced,0,,,,,
player,201909080min,atl,OluoFo00,def_int,0,,,,,
player,201909080min,atl,OluoFo00,def_int_yds,0,,,,,
