game,2019,14,20191208,201912080crd,pit,"Pittsburgh Steelers",23,crd,"Arizona Cardinals",17
player,201912080crd,pit,SnelBe00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,SnelBe00,pass_long,0,,,,,
player,201912080crd,pit,SnelBe00,pass_rating,,,,,,
player,201912080crd,pit,SnelBe00,rush_att,16,,,,,
player,201912080crd,pit,SnelBe00,rush_yds,41,,,,,
player,201912080crd,pit,SnelBe00,rush_td,0,,,,,
player,201912080crd,pit,SnelBe00,rush_long,9,,,,,
player,201912080crd,pit,SnelBe00,targets,0,,,,,
player,201912080crd,pit,SnelBe00,rec,0,,,,,
player,201912080crd,pit,SnelBe00,rec_yds,0,,,,,
player,201912080crd,pit,SnelBe00,rec_td,0,,,,,
player,201912080crd,pit,SnelBe00,rec_long,0,,,,,
player,201912080crd,pit,SnelBe00,fumbles,1,,,,,
player,201912080crd,pit,SnelBe00,fumbles_lost,1,,,,,
player,201912080crd,pit,JohnDi01,pass_cmp,0,,,,,
player,201912080crd,pit,JohnDi01,pass_att,0,,,,,
player,201912080crd,pit,JohnDi01,pass_yds,0,,,,,
player,201912080crd,pit,JohnDi01,pass_td,0,,,,,
player,201912080crd,pit,JohnDi01,pass_int,0,,,,,
player,201912080crd,pit,JohnDi01,pass_sacked,0,,,,,
player,201912080crd,pit,JohnDi01,pass_sacked_yds,0,,,,,
player,201912080crd,pit,JohnDi01,pass_long,0,,,,,
player,201912080crd,pit,JohnDi01,pass_rating,,,,,,
player,201912080crd,pit,JohnDi01,rush_att,1,,,,,
player,201912080crd,pit,JohnDi01,rush_yds,16,,,,,
player,201912080crd,pit,JohnDi01,rush_td,0,,,,,
player,201912080crd,pit,JohnDi01,rush_long,16,,,,,
player,201912080crd,pit,JohnDi01,targets,8,,,,,
player,201912080crd,pit,JohnDi01,rec,6,,,,,
player,201912080crd,pit,JohnDi01,rec_yds,60,,,,,
player,201912080crd,pit,JohnDi01,rec_td,1,,,,,
player,201912080crd,pit,JohnDi01,rec_long,18,,,,,
player,201912080crd,pit,JohnDi01,fumbles,0,,,,,
player,201912080crd,pit,JohnDi01,fumbles_lost,0,,,,,
player,201912080crd,pit,SamuJa00,pass_cmp,0,,,,,
player,201912080crd,pit,SamuJa00,pass_att,0,,,,,
player,201912080crd,pit,SamuJa00,pass_yds,0,,,,,
player,201912080crd,pit,SamuJa00,pass_td,0,,,,,
player,201912080crd,pit,SamuJa00,pass_int,0,,,,,
player,201912080crd,pit,SamuJa00,pass_sacked,0,,,,,
player,201912080crd,pit,SamuJa00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,SamuJa00,pass_long,0,,,,,
player,201912080crd,pit,SamuJa00,pass_rating,,,,,,
player,201912080crd,pit,SamuJa00,rush_att,7,,,,,
player,201912080crd,pit,SamuJa00,rush_yds,16,,,,,
player,201912080crd,pit,SamuJa00,rush_td,0,,,,,
player,201912080crd,pit,SamuJa00,rush_long,9,,,,,
player,201912080crd,pit,SamuJa00,targets,2,,,,,
player,201912080crd,pit,SamuJa00,rec,2,,,,,
player,201912080crd,pit,SamuJa00,rec_yds,18,,,,,
player,201912080crd,pit,SamuJa00,rec_td,0,,,,,
player,201912080crd,pit,SamuJa00,rec_long,18,,,,,
player,201912080crd,pit,SamuJa00,fumbles,0,,,,,
player,201912080crd,pit,SamuJa00,fumbles_lost,0,,,,,
player,201912080crd,pit,WashJa00,pass_cmp,0,,,,,
player,201912080crd,pit,WashJa00,pass_att,0,,,,,
player,201912080crd,pit,WashJa00,pass_yds,0,,,,,
player,201912080crd,pit,WashJa00,pass_td,0,,,,,
player,201912080crd,pit,WashJa00,pass_int,0,,,,,
player,201912080crd,pit,WashJa00,pass_sacked,0,,,,,
player,201912080crd,pit,WashJa00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,WashJa00,pass_long,0,,,,,
player,201912080crd,pit,WashJa00,pass_rating,,,,,,
player,201912080crd,pit,WashJa00,rush_att,0,,,,,
player,201912080crd,pit,WashJa00,rush_yds,0,,,,,
player,201912080crd,pit,WashJa00,rush_td,0,,,,,
player,201912080crd,pit,WashJa00,rush_long,0,,,,,
player,201912080crd,pit,WashJa00,targets,4,,,,,
player,201912080crd,pit,WashJa00,rec,4,,,,,
player,201912080crd,pit,WashJa00,rec_yds,33,,,,,
player,201912080crd,pit,WashJa00,rec_td,0,,,,,
player,201912080crd,pit,WashJa00,rec_long,12,,,,,
player,201912080crd,pit,WashJa00,fumbles,0,,,,,
player,201912080crd,pit,WashJa00,fumbles_lost,0,,,,,
player,201912080crd,pit,CainDe00,pass_cmp,0,,,,,
player,201912080crd,pit,CainDe00,pass_att,0,,,,,
player,201912080crd,pit,CainDe00,pass_yds,0,,,,,
player,201912080crd,pit,CainDe00,pass_td,0,,,,,
player,201912080crd,pit,CainDe00,pass_int,0,,,,,
player,201912080crd,pit,CainDe00,pass_sacked,0,,,,,
player,201912080crd,pit,CainDe00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,CainDe00,pass_long,0,,,,,
player,201912080crd,pit,CainDe00,pass_rating,,,,,,
player,201912080crd,pit,CainDe00,rush_att,0,,,,,
player,201912080crd,pit,CainDe00,rush_yds,0,,,,,
player,201912080crd,pit,CainDe00,rush_td,0,,,,,
player,201912080crd,pit,CainDe00,rush_long,0,,,,,
player,201912080crd,pit,CainDe00,targets,1,,,,,
player,201912080crd,pit,CainDe00,rec,1,,,,,
player,201912080crd,pit,CainDe00,rec_yds,22,,,,,
player,201912080crd,pit,CainDe00,rec_td,0,,,,,
player,201912080crd,pit,CainDe00,rec_long,22,,,,,
player,201912080crd,pit,CainDe00,fumbles,0,,,,,
player,201912080crd,pit,CainDe00,fumbles_lost,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_cmp,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_att,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_yds,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_td,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_int,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_sacked,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_long,0,,,,,
player,201912080crd,pit,EdmuTr00,pass_rating,,,,,,
player,201912080crd,pit,EdmuTr00,rush_att,0,,,,,
player,201912080crd,pit,EdmuTr00,rush_yds,0,,,,,
player,201912080crd,pit,EdmuTr00,rush_td,0,,,,,
player,201912080crd,pit,EdmuTr00,rush_long,0,,,,,
player,201912080crd,pit,EdmuTr00,targets,1,,,,,
player,201912080crd,pit,EdmuTr00,rec,1,,,,,
player,201912080crd,pit,EdmuTr00,rec_yds,7,,,,,
player,201912080crd,pit,EdmuTr00,rec_td,0,,,,,
player,201912080crd,pit,EdmuTr00,rec_long,7,,,,,
player,201912080crd,pit,EdmuTr00,fumbles,0,,,,,
player,201912080crd,pit,EdmuTr00,fumbles_lost,0,,,,,
player,201912080crd,pit,McDoVa00,pass_cmp,0,,,,,
player,201912080crd,pit,McDoVa00,pass_att,0,,,,,
player,201912080crd,pit,McDoVa00,pass_yds,0,,,,,
player,201912080crd,pit,McDoVa00,pass_td,0,,,,,
player,201912080crd,pit,McDoVa00,pass_int,0,,,,,
player,201912080crd,pit,McDoVa00,pass_sacked,0,,,,,
player,201912080crd,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,McDoVa00,pass_long,0,,,,,
player,201912080crd,pit,McDoVa00,pass_rating,,,,,,
player,201912080crd,pit,McDoVa00,rush_att,0,,,,,
player,201912080crd,pit,McDoVa00,rush_yds,0,,,,,
player,201912080crd,pit,McDoVa00,rush_td,0,,,,,
player,201912080crd,pit,McDoVa00,rush_long,0,,,,,
player,201912080crd,pit,McDoVa00,targets,1,,,,,
player,201912080crd,pit,McDoVa00,rec,1,,,,,
player,201912080crd,pit,McDoVa00,rec_yds,3,,,,,
player,201912080crd,pit,McDoVa00,rec_td,0,,,,,
player,201912080crd,pit,McDoVa00,rec_long,3,,,,,
player,201912080crd,pit,McDoVa00,fumbles,0,,,,,
player,201912080crd,pit,McDoVa00,fumbles_lost,0,,,,,
player,201912080crd,pit,BerrJo00,pass_cmp,0,,,,,
player,201912080crd,pit,BerrJo00,pass_att,0,,,,,
player,201912080crd,pit,BerrJo00,pass_yds,0,,,,,
player,201912080crd,pit,BerrJo00,pass_td,0,,,,,
player,201912080crd,pit,BerrJo00,pass_int,0,,,,,
player,201912080crd,pit,BerrJo00,pass_sacked,0,,,,,
player,201912080crd,pit,BerrJo00,pass_sacked_yds,0,,,,,
player,201912080crd,pit,BerrJo00,pass_long,0,,,,,
player,201912080crd,pit,BerrJo00,pass_rating,,,,,,
player,201912080crd,pit,BerrJo00,rush_att,1,,,,,
player,201912080crd,pit,BerrJo00,rush_yds,-8,,,,,
player,201912080crd,pit,BerrJo00,rush_td,0,,,,,
player,201912080crd,pit,BerrJo00,rush_long,-8,,,,,
player,201912080crd,pit,BerrJo00,targets,0,,,,,
player,201912080crd,pit,BerrJo00,rec,0,,,,,
player,201912080crd,pit,BerrJo00,rec_yds,0,,,,,
player,201912080crd,pit,BerrJo00,rec_td,0,,,,,
player,201912080crd,pit,BerrJo00,rec_long,0,,,,,
player,201912080crd,pit,BerrJo00,fumbles,1,,,,,
player,201912080crd,pit,BerrJo00,fumbles_lost,1,,,,,
player,201912080crd,crd,MurrKy00,pass_cmp,20,,,,,
player,201912080crd,crd,MurrKy00,pass_att,30,,,,,
player,201912080crd,crd,MurrKy00,pass_yds,194,,,,,
player,201912080crd,crd,MurrKy00,pass_td,2,,,,,
player,201912080crd,crd,MurrKy00,pass_int,3,,,,,
player,201912080crd,crd,MurrKy00,pass_sacked,5,,,,,
player,201912080crd,crd,MurrKy00,pass_sacked_yds,29,,,,,
player,201912080crd,crd,MurrKy00,pass_long,31,,,,,
player,201912080crd,crd,MurrKy00,pass_rating,67.2,,,,,
player,201912080crd,crd,MurrKy00,rush_att,6,,,,,
player,201912080crd,crd,MurrKy00,rush_yds,2,,,,,
player,201912080crd,crd,MurrKy00,rush_td,0,,,,,
player,201912080crd,crd,MurrKy00,rush_long,8,,,,,
player,201912080crd,crd,MurrKy00,targets,0,,,,,
player,201912080crd,crd,MurrKy00,rec,0,,,,,
player,201912080crd,crd,MurrKy00,rec_yds,0,,,,,
player,201912080crd,crd,MurrKy00,rec_td,0,,,,,
player,201912080crd,crd,MurrKy00,rec_long,0,,,,,
player,201912080crd,crd,MurrKy00,fumbles,1,,,,,
player,201912080crd,crd,MurrKy00,fumbles_lost,0,,,,,
player,201912080crd,crd,DrakKe00,pass_cmp,0,,,,,
player,201912080crd,crd,DrakKe00,pass_att,0,,,,,
player,201912080crd,crd,DrakKe00,pass_yds,0,,,,,
player,201912080crd,crd,DrakKe00,pass_td,0,,,,,
player,201912080crd,crd,DrakKe00,pass_int,0,,,,,
player,201912080crd,crd,DrakKe00,pass_sacked,0,,,,,
player,201912080crd,crd,DrakKe00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,DrakKe00,pass_long,0,,,,,
player,201912080crd,crd,DrakKe00,pass_rating,,,,,,
player,201912080crd,crd,DrakKe00,rush_att,11,,,,,
player,201912080crd,crd,DrakKe00,rush_yds,37,,,,,
player,201912080crd,crd,DrakKe00,rush_td,0,,,,,
player,201912080crd,crd,DrakKe00,rush_long,10,,,,,
player,201912080crd,crd,DrakKe00,targets,3,,,,,
player,201912080crd,crd,DrakKe00,rec,3,,,,,
player,201912080crd,crd,DrakKe00,rec_yds,30,,,,,
player,201912080crd,crd,DrakKe00,rec_td,0,,,,,
player,201912080crd,crd,DrakKe00,rec_long,18,,,,,
player,201912080crd,crd,DrakKe00,fumbles,0,,,,,
player,201912080crd,crd,DrakKe00,fumbles_lost,0,,,,,
player,201912080crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201912080crd,crd,JohnDa08,pass_att,0,,,,,
player,201912080crd,crd,JohnDa08,pass_yds,0,,,,,
player,201912080crd,crd,JohnDa08,pass_td,0,,,,,
player,201912080crd,crd,JohnDa08,pass_int,0,,,,,
player,201912080crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201912080crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201912080crd,crd,JohnDa08,pass_long,0,,,,,
player,201912080crd,crd,JohnDa08,pass_rating,,,,,,
player,201912080crd,crd,JohnDa08,rush_att,3,,,,,
player,201912080crd,crd,JohnDa08,rush_yds,19,,,,,
player,201912080crd,crd,JohnDa08,rush_td,0,,,,,
player,201912080crd,crd,JohnDa08,rush_long,9,,,,,
player,201912080crd,crd,JohnDa08,targets,2,,,,,
player,201912080crd,crd,JohnDa08,rec,2,,,,,
player,201912080crd,crd,JohnDa08,rec_yds,34,,,,,
player,201912080crd,crd,JohnDa08,rec_td,1,,,,,
player,201912080crd,crd,JohnDa08,rec_long,24,,,,,
player,201912080crd,crd,JohnDa08,fumbles,0,,,,,
player,201912080crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_cmp,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_att,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_yds,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_td,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_int,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_sacked,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_long,0,,,,,
player,201912080crd,crd,EdmoCh00,pass_rating,,,,,,
player,201912080crd,crd,EdmoCh00,rush_att,1,,,,,
player,201912080crd,crd,EdmoCh00,rush_yds,9,,,,,
player,201912080crd,crd,EdmoCh00,rush_td,0,,,,,
player,201912080crd,crd,EdmoCh00,rush_long,9,,,,,
player,201912080crd,crd,EdmoCh00,targets,2,,,,,
player,201912080crd,crd,EdmoCh00,rec,0,,,,,
player,201912080crd,crd,EdmoCh00,rec_yds,0,,,,,
player,201912080crd,crd,EdmoCh00,rec_td,0,,,,,
player,201912080crd,crd,EdmoCh00,rec_long,0,,,,,
player,201912080crd,crd,EdmoCh00,fumbles,0,,,,,
player,201912080crd,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201912080crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201912080crd,crd,KirkCh01,pass_att,0,,,,,
player,201912080crd,crd,KirkCh01,pass_yds,0,,,,,
player,201912080crd,crd,KirkCh01,pass_td,0,,,,,
player,201912080crd,crd,KirkCh01,pass_int,0,,,,,
player,201912080crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201912080crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201912080crd,crd,KirkCh01,pass_long,0,,,,,
player,201912080crd,crd,KirkCh01,pass_rating,,,,,,
player,201912080crd,crd,KirkCh01,rush_att,1,,,,,
player,201912080crd,crd,KirkCh01,rush_yds,4,,,,,
player,201912080crd,crd,KirkCh01,rush_td,0,,,,,
player,201912080crd,crd,KirkCh01,rush_long,4,,,,,
player,201912080crd,crd,KirkCh01,targets,9,,,,,
player,201912080crd,crd,KirkCh01,rec,8,,,,,
player,201912080crd,crd,KirkCh01,rec_yds,85,,,,,
player,201912080crd,crd,KirkCh01,rec_td,0,,,,,
player,201912080crd,crd,KirkCh01,rec_long,31,,,,,
player,201912080crd,crd,KirkCh01,fumbles,0,,,,,
player,201912080crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201912080crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201912080crd,crd,FitzLa00,pass_att,0,,,,,
player,201912080crd,crd,FitzLa00,pass_yds,0,,,,,
player,201912080crd,crd,FitzLa00,pass_td,0,,,,,
player,201912080crd,crd,FitzLa00,pass_int,0,,,,,
player,201912080crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201912080crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,FitzLa00,pass_long,0,,,,,
player,201912080crd,crd,FitzLa00,pass_rating,,,,,,
player,201912080crd,crd,FitzLa00,rush_att,0,,,,,
player,201912080crd,crd,FitzLa00,rush_yds,0,,,,,
player,201912080crd,crd,FitzLa00,rush_td,0,,,,,
player,201912080crd,crd,FitzLa00,rush_long,0,,,,,
player,201912080crd,crd,FitzLa00,targets,7,,,,,
player,201912080crd,crd,FitzLa00,rec,3,,,,,
player,201912080crd,crd,FitzLa00,rec_yds,20,,,,,
player,201912080crd,crd,FitzLa00,rec_td,0,,,,,
player,201912080crd,crd,FitzLa00,rec_long,9,,,,,
player,201912080crd,crd,FitzLa00,fumbles,0,,,,,
player,201912080crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_cmp,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_att,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_yds,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_td,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_int,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_sacked,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_long,0,,,,,
player,201912080crd,crd,ByrdDa00,pass_rating,,,,,,
player,201912080crd,crd,ByrdDa00,rush_att,0,,,,,
player,201912080crd,crd,ByrdDa00,rush_yds,0,,,,,
player,201912080crd,crd,ByrdDa00,rush_td,0,,,,,
player,201912080crd,crd,ByrdDa00,rush_long,0,,,,,
player,201912080crd,crd,ByrdDa00,targets,1,,,,,
player,201912080crd,crd,ByrdDa00,rec,1,,,,,
player,201912080crd,crd,ByrdDa00,rec_yds,10,,,,,
player,201912080crd,crd,ByrdDa00,rec_td,0,,,,,
player,201912080crd,crd,ByrdDa00,rec_long,10,,,,,
player,201912080crd,crd,ByrdDa00,fumbles,0,,,,,
player,201912080crd,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201912080crd,crd,IsabAn00,pass_cmp,0,,,,,
player,201912080crd,crd,IsabAn00,pass_att,0,,,,,
player,201912080crd,crd,IsabAn00,pass_yds,0,,,,,
player,201912080crd,crd,IsabAn00,pass_td,0,,,,,
player,201912080crd,crd,IsabAn00,pass_int,0,,,,,
player,201912080crd,crd,IsabAn00,pass_sacked,0,,,,,
player,201912080crd,crd,IsabAn00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,IsabAn00,pass_long,0,,,,,
player,201912080crd,crd,IsabAn00,pass_rating,,,,,,
player,201912080crd,crd,IsabAn00,rush_att,0,,,,,
player,201912080crd,crd,IsabAn00,rush_yds,0,,,,,
player,201912080crd,crd,IsabAn00,rush_td,0,,,,,
player,201912080crd,crd,IsabAn00,rush_long,0,,,,,
player,201912080crd,crd,IsabAn00,targets,1,,,,,
player,201912080crd,crd,IsabAn00,rec,1,,,,,
player,201912080crd,crd,IsabAn00,rec_yds,5,,,,,
player,201912080crd,crd,IsabAn00,rec_td,0,,,,,
player,201912080crd,crd,IsabAn00,rec_long,5,,,,,
player,201912080crd,crd,IsabAn00,fumbles,0,,,,,
player,201912080crd,crd,IsabAn00,fumbles_lost,0,,,,,
player,201912080crd,crd,CoopPh00,pass_cmp,0,,,,,
player,201912080crd,crd,CoopPh00,pass_att,0,,,,,
player,201912080crd,crd,CoopPh00,pass_yds,0,,,,,
player,201912080crd,crd,CoopPh00,pass_td,0,,,,,
player,201912080crd,crd,CoopPh00,pass_int,0,,,,,
player,201912080crd,crd,CoopPh00,pass_sacked,0,,,,,
player,201912080crd,crd,CoopPh00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,CoopPh00,pass_long,0,,,,,
player,201912080crd,crd,CoopPh00,pass_rating,,,,,,
player,201912080crd,crd,CoopPh00,rush_att,0,,,,,
player,201912080crd,crd,CoopPh00,rush_yds,0,,,,,
player,201912080crd,crd,CoopPh00,rush_td,0,,,,,
player,201912080crd,crd,CoopPh00,rush_long,0,,,,,
player,201912080crd,crd,CoopPh00,targets,1,,,,,
player,201912080crd,crd,CoopPh00,rec,1,,,,,
player,201912080crd,crd,CoopPh00,rec_yds,5,,,,,
player,201912080crd,crd,CoopPh00,rec_td,0,,,,,
player,201912080crd,crd,CoopPh00,rec_long,5,,,,,
player,201912080crd,crd,CoopPh00,fumbles,0,,,,,
player,201912080crd,crd,CoopPh00,fumbles_lost,0,,,,,
player,201912080crd,crd,ClayCh00,pass_cmp,0,,,,,
player,201912080crd,crd,ClayCh00,pass_att,0,,,,,
player,201912080crd,crd,ClayCh00,pass_yds,0,,,,,
player,201912080crd,crd,ClayCh00,pass_td,0,,,,,
player,201912080crd,crd,ClayCh00,pass_int,0,,,,,
player,201912080crd,crd,ClayCh00,pass_sacked,0,,,,,
player,201912080crd,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201912080crd,crd,ClayCh00,pass_long,0,,,,,
player,201912080crd,crd,ClayCh00,pass_rating,,,,,,
player,201912080crd,crd,ClayCh00,rush_att,0,,,,,
player,201912080crd,crd,ClayCh00,rush_yds,0,,,,,
player,201912080crd,crd,ClayCh00,rush_td,0,,,,,
player,201912080crd,crd,ClayCh00,rush_long,0,,,,,
player,201912080crd,crd,ClayCh00,targets,1,,,,,
player,201912080crd,crd,ClayCh00,rec,1,,,,,
player,201912080crd,crd,ClayCh00,rec_yds,5,,,,,
player,201912080crd,crd,ClayCh00,rec_td,1,,,,,
player,201912080crd,crd,ClayCh00,rec_long,5,,,,,
player,201912080crd,crd,ClayCh00,fumbles,0,,,,,
player,201912080crd,crd,ClayCh00,fumbles_lost,0,,,,,
player,201912080crd,crd,WillMa04,pass_cmp,0,,,,,
player,201912080crd,crd,WillMa04,pass_att,0,,,,,
player,201912080crd,crd,WillMa04,pass_yds,0,,,,,
player,201912080crd,crd,WillMa04,pass_td,0,,,,,
player,201912080crd,crd,WillMa04,pass_int,0,,,,,
player,201912080crd,crd,WillMa04,pass_sacked,0,,,,,
player,201912080crd,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201912080crd,crd,WillMa04,pass_long,0,,,,,
player,201912080crd,crd,WillMa04,pass_rating,,,,,,
player,201912080crd,crd,WillMa04,rush_att,0,,,,,
player,201912080crd,crd,WillMa04,rush_yds,0,,,,,
player,201912080crd,crd,WillMa04,rush_td,0,,,,,
player,201912080crd,crd,WillMa04,rush_long,0,,,,,
player,201912080crd,crd,WillMa04,targets,1,,,,,
player,201912080crd,crd,WillMa04,rec,0,,,,,
player,201912080crd,crd,WillMa04,rec_yds,0,,,,,
player,201912080crd,crd,WillMa04,rec_td,0,,,,,
player,201912080crd,crd,WillMa04,rec_long,0,,,,,
player,201912080crd,crd,WillMa04,fumbles,0,,,,,
player,201912080crd,crd,WillMa04,fumbles_lost,0,,,,,
player,201912080crd,pit,HadeJo99,def_int,2,,,,,
player,201912080crd,pit,HadeJo99,def_int_yds,4,,,,,
player,201912080crd,pit,HadeJo99,def_int_td,0,,,,,
player,201912080crd,pit,HadeJo99,def_int_long,4,,,,,
player,201912080crd,pit,HadeJo99,pass_defended,2,,,,,
player,201912080crd,pit,HadeJo99,sacks,0.0,,,,,
player,201912080crd,pit,HadeJo99,tackles_combined,4,,,,,
player,201912080crd,pit,HadeJo99,tackles_solo,4,,,,,
player,201912080crd,pit,HadeJo99,tackles_assists,0,,,,,
player,201912080crd,pit,HadeJo99,tackles_loss,0,,,,,
